[['2, k, 0', [-0.0272921, -0.472846, 1.0]], ['2, k, 1', [-0.0282476, -0.152875, 1.0]], ['2, k, 2', [-0.0290315, 0.160329, 1.0]], ['2, k, 3', [-0.0150419, 0.31775, 1.0]], ['2, k, 4', [-0.137847, 0.0407558, 1.0]], ['2, k, 5', [-0.182778, 0.104771, 1.0]], ['2, k, 6', [-0.116664, 0.121159, 1.0]], ['2, k, 7', [-0.0885051, 0.16499, 1.0]], ['2, k, 8', [0.12819, 0.0962979, 1.0]], ['2, k, 9', [0.145583, -0.181171, 1.0]], ['2, k, 10', [0.295346, -0.0147742, 1.0]], ['2, k, 11', [0.360599, -0.0186057, 1.0]], ['2, k, 12', [-0.0875485, -0.479218, 1.0]], ['2, k, 13', [-0.263807, -0.664156, 1.0]], ['2, k, 14', [-0.290969, -0.913586, 1.0]], ['2, k, 15', [-0.250912, -1.00522, 1.0]], ['2, k, 16', [0.033688, -0.453857, 1.0]], ['2, k, 17', [0.188253, -0.743651, 1.0]], ['2, k, 18', [0.197703, -1.05285, 1.0]], ['2, k, 19', [0.221005, -1.10193, 1.0]], ['2, k, 20', [-0.0288651, 0.0829595, 1.0]], ['2, k, 21', [-0.106401, 0.165301, 1.0]], ['2, k, 22', [-0.13708, 0.170623, 1.0]], ['2, k, 23', [0.35911, -0.0185288, 1.0]], ['2, k, 24', [0.357167, -0.0184286, 1.0]]]
[['2, k, 0', [0.00728534, -0.447343, 1.0]], ['2, k, 1', [-0.0183795, -0.121051, 1.0]], ['2, k, 2', [-0.0428105, 0.197422, 1.0]], ['2, k, 3', [-0.0328235, 0.304564, 1.0]], ['2, k, 4', [-0.0789184, 0.0655921, 1.0]], ['2, k, 5', [0.106953, 0.0911129, 1.0]], ['2, k, 6', [0.299974, 0.120988, 1.0]], ['2, k, 7', [0.386985, 0.131919, 1.0]], ['2, k, 8', [0.152995, 0.0541941, 1.0]], ['2, k, 9', [0.310816, 0.0757213, 1.0]], ['2, k, 10', [0.30812, 0.101131, 1.0]], ['2, k, 11', [0.387516, 0.13285, 1.0]], ['2, k, 12', [-0.041103, -0.44262, 1.0]], ['2, k, 13', [-0.0982343, -0.721171, 1.0]], ['2, k, 14', [-0.260834, -0.943206, 1.0]], ['2, k, 15', [-0.225254, -1.04738, 1.0]], ['2, k, 16', [0.0568225, -0.439525, 1.0]], ['2, k, 17', [0.136764, -0.709585, 1.0]], ['2, k, 18', [0.130549, -1.00068, 1.0]], ['2, k, 19', [0.146846, -1.10884, 1.0]], ['2, k, 20', [-0.0368449, 0.118716, 1.0]], ['2, k, 21', [0.432719, 0.130846, 1.0]], ['2, k, 22', [0.375332, 0.151695, 1.0]], ['2, k, 23', [0.425357, 0.131582, 1.0]], ['2, k, 24', [0.368827, 0.149676, 1.0]]]
[['2, k, 0', [0.0116589, -0.449174, 1.0]], ['2, k, 1', [-0.0180649, -0.121253, 1.0]], ['2, k, 2', [-0.0448596, 0.1981, 1.0]], ['2, k, 3', [-0.0290413, 0.303499, 1.0]], ['2, k, 4', [-0.073312, 0.0648289, 1.0]], ['2, k, 5', [0.124898, 0.0904074, 1.0]], ['2, k, 6', [0.328979, 0.117941, 1.0]], ['2, k, 7', [0.420404, 0.129908, 1.0]], ['2, k, 8', [0.148615, 0.0569108, 1.0]], ['2, k, 9', [0.316083, 0.0718775, 1.0]], ['2, k, 10', [0.360052, 0.0972451, 1.0]], ['2, k, 11', [0.421566, 0.130086, 1.0]], ['2, k, 12', [-0.0343979, -0.443672, 1.0]], ['2, k, 13', [-0.0776128, -0.729734, 1.0]], ['2, k, 14', [-0.283041, -0.898328, 1.0]], ['2, k, 15', [-0.243602, -1.00367, 1.0]], ['2, k, 16', [0.0591904, -0.442086, 1.0]], ['2, k, 17', [0.139444, -0.716505, 1.0]], ['2, k, 18', [0.158225, -1.08318, 1.0]], ['2, k, 19', [0.227884, -1.1205, 1.0]], ['2, k, 20', [-0.0378412, 0.119027, 1.0]], ['2, k, 21', [0.466972, 0.125837, 1.0]], ['2, k, 22', [0.4046, 0.148965, 1.0]], ['2, k, 23', [0.46126, 0.129489, 1.0]], ['2, k, 24', [0.400739, 0.147162, 1.0]]]
[['2, k, 0', [0.0166137, -0.453058, 1.0]], ['2, k, 1', [-0.0104227, -0.124635, 1.0]], ['2, k, 2', [-0.0350192, 0.196325, 1.0]], ['2, k, 3', [-0.0255611, 0.302666, 1.0]], ['2, k, 4', [-0.0620924, 0.0606524, 1.0]], ['2, k, 5', [0.145128, 0.0888864, 1.0]], ['2, k, 6', [0.361989, 0.118824, 1.0]], ['2, k, 7', [0.416047, 0.127573, 1.0]], ['2, k, 8', [0.157125, 0.0569547, 1.0]], ['2, k, 9', [0.3241, 0.0571827, 1.0]], ['2, k, 10', [0.368292, 0.0898582, 1.0]], ['2, k, 11', [0.444604, 0.12657, 1.0]], ['2, k, 12', [-0.0312192, -0.445864, 1.0]], ['2, k, 13', [-0.0753051, -0.735565, 1.0]], ['2, k, 14', [-0.292344, -0.887161, 1.0]], ['2, k, 15', [-0.251436, -0.992529, 1.0]], ['2, k, 16', [0.0653778, -0.448207, 1.0]], ['2, k, 17', [0.1311, -0.730183, 1.0]], ['2, k, 18', [0.154724, -1.09223, 1.0]], ['2, k, 19', [0.2245, -1.12992, 1.0]], ['2, k, 20', [-0.0290373, 0.116961, 1.0]], ['2, k, 21', [0.468193, 0.133765, 1.0]], ['2, k, 22', [0.451315, 0.150697, 1.0]], ['2, k, 23', [0.491748, 0.122698, 1.0]], ['2, k, 24', [0.421496, 0.140422, 1.0]]]
[['2, k, 0', [0.0175321, -0.453378, 1.0]], ['2, k, 1', [-0.00654541, -0.124904, 1.0]], ['2, k, 2', [-0.027612, 0.19638, 1.0]], ['2, k, 3', [-0.0220927, 0.301949, 1.0]], ['2, k, 4', [-0.0553318, 0.0604825, 1.0]], ['2, k, 5', [0.161692, 0.0834342, 1.0]], ['2, k, 6', [0.380037, 0.119556, 1.0]], ['2, k, 7', [0.48023, 0.126189, 1.0]], ['2, k, 8', [0.163807, 0.0577521, 1.0]], ['2, k, 9', [0.287137, 0.0830754, 1.0]], ['2, k, 10', [0.418599, 0.114211, 1.0]], ['2, k, 11', [0.473635, 0.127085, 1.0]], ['2, k, 12', [-0.0306514, -0.445802, 1.0]], ['2, k, 13', [-0.0733903, -0.738947, 1.0]], ['2, k, 14', [-0.30792, -0.864001, 1.0]], ['2, k, 15', [-0.26424, -0.969045, 1.0]], ['2, k, 16', [0.0663568, -0.449168, 1.0]], ['2, k, 17', [0.129687, -0.734239, 1.0]], ['2, k, 18', [0.154105, -1.09543, 1.0]], ['2, k, 19', [0.223935, -1.13349, 1.0]], ['2, k, 20', [-0.0225338, 0.116967, 1.0]], ['2, k, 21', [0.531904, 0.12088, 1.0]], ['2, k, 22', [0.449166, 0.137933, 1.0]], ['2, k, 23', [0.525291, 0.125398, 1.0]], ['2, k, 24', [0.448859, 0.137689, 1.0]]]
[['2, k, 0', [0.0196239, -0.453975, 1.0]], ['2, k, 1', [-0.00212828, -0.125219, 1.0]], ['2, k, 2', [-0.0217833, 0.196597, 1.0]], ['2, k, 3', [-0.0182921, 0.301425, 1.0]], ['2, k, 4', [-0.0498742, 0.0582731, 1.0]], ['2, k, 5', [0.174357, 0.0817146, 1.0]], ['2, k, 6', [0.403648, 0.114426, 1.0]], ['2, k, 7', [0.482366, 0.125231, 1.0]], ['2, k, 8', [0.169255, 0.058333, 1.0]], ['2, k, 9', [0.304185, 0.0844118, 1.0]], ['2, k, 10', [0.435102, 0.113721, 1.0]], ['2, k, 11', [0.488374, 0.127629, 1.0]], ['2, k, 12', [-0.0284034, -0.446722, 1.0]], ['2, k, 13', [-0.0694311, -0.743397, 1.0]], ['2, k, 14', [-0.308492, -0.87128, 1.0]], ['2, k, 15', [-0.264193, -0.974879, 1.0]], ['2, k, 16', [0.0678253, -0.449323, 1.0]], ['2, k, 17', [0.13025, -0.737606, 1.0]], ['2, k, 18', [0.154287, -1.09628, 1.0]], ['2, k, 19', [0.224349, -1.13474, 1.0]], ['2, k, 20', [-0.0169899, 0.117071, 1.0]], ['2, k, 21', [0.537345, 0.124228, 1.0]], ['2, k, 22', [0.526563, 0.144839, 1.0]], ['2, k, 23', [0.543079, 0.128547, 1.0]], ['2, k, 24', [0.485054, 0.144069, 1.0]]]
[['2, k, 0', [0.0214998, -0.454912, 1.0]], ['2, k, 1', [0.000564536, -0.125805, 1.0]], ['2, k, 2', [-0.0189035, 0.196409, 1.0]], ['2, k, 3', [-0.0163859, 0.301722, 1.0]], ['2, k, 4', [-0.0402427, 0.0584117, 1.0]], ['2, k, 5', [0.190436, 0.0774213, 1.0]], ['2, k, 6', [0.42118, 0.116082, 1.0]], ['2, k, 7', [0.505799, 0.128689, 1.0]], ['2, k, 8', [0.171994, 0.058314, 1.0]], ['2, k, 9', [0.316203, 0.0856764, 1.0]], ['2, k, 10', [0.461457, 0.115695, 1.0]], ['2, k, 11', [0.499049, 0.12866, 1.0]], ['2, k, 12', [-0.0268574, -0.447412, 1.0]], ['2, k, 13', [-0.0658703, -0.746591, 1.0]], ['2, k, 14', [-0.286865, -0.906701, 1.0]], ['2, k, 15', [-0.24639, -1.00859, 1.0]], ['2, k, 16', [0.0697843, -0.45038, 1.0]], ['2, k, 17', [0.128106, -0.741011, 1.0]], ['2, k, 18', [0.153439, -1.0973, 1.0]], ['2, k, 19', [0.22543, -1.13568, 1.0]], ['2, k, 20', [-0.014129, 0.116802, 1.0]], ['2, k, 21', [0.560826, 0.127339, 1.0]], ['2, k, 22', [0.552196, 0.142349, 1.0]], ['2, k, 23', [0.560683, 0.134052, 1.0]], ['2, k, 24', [0.499469, 0.14458, 1.0]]]
[['2, k, 0', [0.0223038, -0.455783, 1.0]], ['2, k, 1', [0.0043158, -0.126128, 1.0]], ['2, k, 2', [-0.0105846, 0.197448, 1.0]], ['2, k, 3', [-0.0109669, 0.301208, 1.0]], ['2, k, 4', [-0.030792, 0.0589277, 1.0]], ['2, k, 5', [0.204019, 0.0766209, 1.0]], ['2, k, 6', [0.439062, 0.114963, 1.0]], ['2, k, 7', [0.521803, 0.12899, 1.0]], ['2, k, 8', [0.180162, 0.0595734, 1.0]], ['2, k, 9', [0.335295, 0.089199, 1.0]], ['2, k, 10', [0.477706, 0.119287, 1.0]], ['2, k, 11', [0.506792, 0.129306, 1.0]], ['2, k, 12', [-0.0260028, -0.447964, 1.0]], ['2, k, 13', [-0.0641944, -0.749075, 1.0]], ['2, k, 14', [-0.282782, -0.908816, 1.0]], ['2, k, 15', [-0.243382, -1.01093, 1.0]], ['2, k, 16', [0.0703426, -0.451435, 1.0]], ['2, k, 17', [0.134105, -0.73938, 1.0]], ['2, k, 18', [0.154633, -1.09594, 1.0]], ['2, k, 19', [0.226378, -1.13481, 1.0]], ['2, k, 20', [-0.00709231, 0.117445, 1.0]], ['2, k, 21', [0.577011, 0.126962, 1.0]], ['2, k, 22', [0.554453, 0.143807, 1.0]], ['2, k, 23', [0.567714, 0.142327, 1.0]], ['2, k, 24', [0.507591, 0.142543, 1.0]]]
[['2, k, 0', [0.0252123, -0.455988, 1.0]], ['2, k, 1', [0.0114455, -0.125243, 1.0]], ['2, k, 2', [2.84295e-05, 0.199455, 1.0]], ['2, k, 3', [-0.00455042, 0.301699, 1.0]], ['2, k, 4', [-0.0197785, 0.060254, 1.0]], ['2, k, 5', [0.222617, 0.075193, 1.0]], ['2, k, 6', [0.456669, 0.118364, 1.0]], ['2, k, 7', [0.542055, 0.1315, 1.0]], ['2, k, 8', [0.190614, 0.0616838, 1.0]], ['2, k, 9', [0.363257, 0.0907223, 1.0]], ['2, k, 10', [0.512716, 0.120138, 1.0]], ['2, k, 11', [0.557736, 0.130163, 1.0]], ['2, k, 12', [-0.0227676, -0.44796, 1.0]], ['2, k, 13', [-0.0633212, -0.752146, 1.0]], ['2, k, 14', [-0.276682, -0.91834, 1.0]], ['2, k, 15', [-0.238519, -1.01988, 1.0]], ['2, k, 16', [0.072913, -0.45176, 1.0]], ['2, k, 17', [0.13671, -0.741272, 1.0]], ['2, k, 18', [0.155864, -1.09872, 1.0]], ['2, k, 19', [0.228123, -1.13826, 1.0]], ['2, k, 20', [0.00277476, 0.119216, 1.0]], ['2, k, 21', [0.596887, 0.126728, 1.0]], ['2, k, 22', [0.594167, 0.127319, 1.0]], ['2, k, 23', [0.604698, 0.12937, 1.0]], ['2, k, 24', [0.517426, 0.143215, 1.0]]]
[['2, k, 0', [0.0259858, -0.455992, 1.0]], ['2, k, 1', [0.0141559, -0.124954, 1.0]], ['2, k, 2', [0.00429577, 0.199741, 1.0]], ['2, k, 3', [0.000563528, 0.3018, 1.0]], ['2, k, 4', [-0.0143055, 0.0610111, 1.0]], ['2, k, 5', [0.2317, 0.075778, 1.0]], ['2, k, 6', [0.458419, 0.11962, 1.0]], ['2, k, 7', [0.545648, 0.134612, 1.0]], ['2, k, 8', [0.19483, 0.0619986, 1.0]], ['2, k, 9', [0.28823, 0.103366, 1.0]], ['2, k, 10', [0.531019, 0.125532, 1.0]], ['2, k, 11', [0.567908, 0.134205, 1.0]], ['2, k, 12', [-0.0215203, -0.447738, 1.0]], ['2, k, 13', [-0.0616883, -0.753223, 1.0]], ['2, k, 14', [-0.269846, -0.92582, 1.0]], ['2, k, 15', [-0.233901, -1.02552, 1.0]], ['2, k, 16', [0.0732557, -0.45186, 1.0]], ['2, k, 17', [0.136144, -0.741756, 1.0]], ['2, k, 18', [0.155623, -1.09758, 1.0]], ['2, k, 19', [0.228045, -1.1373, 1.0]], ['2, k, 20', [0.0066778, 0.119534, 1.0]], ['2, k, 21', [0.602518, 0.134265, 1.0]], ['2, k, 22', [0.602306, 0.141534, 1.0]], ['2, k, 23', [0.615754, 0.129927, 1.0]], ['2, k, 24', [0.576407, 0.141187, 1.0]]]
[['2, k, 0', [0.0273746, -0.455726, 1.0]], ['2, k, 1', [0.0171394, -0.124177, 1.0]], ['2, k, 2', [0.00819262, 0.200728, 1.0]], ['2, k, 3', [0.00497329, 0.302451, 1.0]], ['2, k, 4', [-0.00383573, 0.0593153, 1.0]], ['2, k, 5', [0.24398, 0.081047, 1.0]], ['2, k, 6', [0.463983, 0.122726, 1.0]], ['2, k, 7', [0.551803, 0.137874, 1.0]], ['2, k, 8', [0.198711, 0.0630032, 1.0]], ['2, k, 9', [0.344817, 0.0859975, 1.0]], ['2, k, 10', [0.551494, 0.128179, 1.0]], ['2, k, 11', [0.5872, 0.137493, 1.0]], ['2, k, 12', [-0.019462, -0.447399, 1.0]], ['2, k, 13', [-0.0607904, -0.754441, 1.0]], ['2, k, 14', [-0.26621, -0.929372, 1.0]], ['2, k, 15', [-0.231641, -1.02721, 1.0]], ['2, k, 16', [0.0739647, -0.451658, 1.0]], ['2, k, 17', [0.141461, -0.739365, 1.0]], ['2, k, 18', [0.156916, -1.09445, 1.0]], ['2, k, 19', [0.230721, -1.1343, 1.0]], ['2, k, 20', [0.0103827, 0.120493, 1.0]], ['2, k, 21', [0.608045, 0.13857, 1.0]], ['2, k, 22', [0.563532, 0.153115, 1.0]], ['2, k, 23', [0.624499, 0.136595, 1.0]], ['2, k, 24', [0.579558, 0.152407, 1.0]]]
[['2, k, 0', [0.0275934, -0.455659, 1.0]], ['2, k, 1', [0.0216384, -0.123556, 1.0]], ['2, k, 2', [0.0209622, 0.201777, 1.0]], ['2, k, 3', [0.0103212, 0.302737, 1.0]], ['2, k, 4', [0.00151092, 0.0602622, 1.0]], ['2, k, 5', [0.243299, 0.0812217, 1.0]], ['2, k, 6', [0.464354, 0.124557, 1.0]], ['2, k, 7', [0.548192, 0.142678, 1.0]], ['2, k, 8', [0.211428, 0.0640682, 1.0]], ['2, k, 9', [0.356717, 0.0871213, 1.0]], ['2, k, 10', [0.546483, 0.128511, 1.0]], ['2, k, 11', [0.584399, 0.140186, 1.0]], ['2, k, 12', [-0.0192407, -0.447109, 1.0]], ['2, k, 13', [-0.0774473, -0.753369, 1.0]], ['2, k, 14', [-0.283295, -0.885877, 1.0]], ['2, k, 15', [-0.243875, -0.995049, 1.0]], ['2, k, 16', [0.074142, -0.451733, 1.0]], ['2, k, 17', [0.140739, -0.740158, 1.0]], ['2, k, 18', [0.156861, -1.09494, 1.0]], ['2, k, 19', [0.228681, -1.13573, 1.0]], ['2, k, 20', [0.0207463, 0.121456, 1.0]], ['2, k, 21', [0.609093, 0.144767, 1.0]], ['2, k, 22', [0.573474, 0.15663, 1.0]], ['2, k, 23', [0.620551, 0.138217, 1.0]], ['2, k, 24', [0.616807, 0.143867, 1.0]]]
[['2, k, 0', [0.0271448, -0.45541, 1.0]], ['2, k, 1', [0.0238688, -0.123291, 1.0]], ['2, k, 2', [0.0264795, 0.201668, 1.0]], ['2, k, 3', [0.0140622, 0.303022, 1.0]], ['2, k, 4', [0.00464242, 0.0604543, 1.0]], ['2, k, 5', [0.242574, 0.0818057, 1.0]], ['2, k, 6', [0.468516, 0.127362, 1.0]], ['2, k, 7', [0.552482, 0.142259, 1.0]], ['2, k, 8', [0.216928, 0.0639614, 1.0]], ['2, k, 9', [0.354788, 0.0826442, 1.0]], ['2, k, 10', [0.531298, 0.127762, 1.0]], ['2, k, 11', [0.576833, 0.140936, 1.0]], ['2, k, 12', [-0.0199778, -0.44618, 1.0]], ['2, k, 13', [-0.0818733, -0.752989, 1.0]], ['2, k, 14', [-0.281719, -0.888027, 1.0]], ['2, k, 15', [-0.242472, -0.997639, 1.0]], ['2, k, 16', [0.0737575, -0.452112, 1.0]], ['2, k, 17', [0.139868, -0.740117, 1.0]], ['2, k, 18', [0.155995, -1.09532, 1.0]], ['2, k, 19', [0.226804, -1.13637, 1.0]], ['2, k, 20', [0.0255426, 0.121477, 1.0]], ['2, k, 21', [0.612085, 0.14464, 1.0]], ['2, k, 22', [0.565621, 0.155507, 1.0]], ['2, k, 23', [0.625308, 0.139148, 1.0]], ['2, k, 24', [0.554298, 0.158141, 1.0]]]
[['2, k, 0', [0.026851, -0.455135, 1.0]], ['2, k, 1', [0.0258609, -0.122386, 1.0]], ['2, k, 2', [0.0305452, 0.203306, 1.0]], ['2, k, 3', [0.0194593, 0.303306, 1.0]], ['2, k, 4', [0.0081872, 0.0613573, 1.0]], ['2, k, 5', [0.245112, 0.0783289, 1.0]], ['2, k, 6', [0.470968, 0.126913, 1.0]], ['2, k, 7', [0.556405, 0.140498, 1.0]], ['2, k, 8', [0.220986, 0.0655924, 1.0]], ['2, k, 9', [0.351829, 0.0799206, 1.0]], ['2, k, 10', [0.525587, 0.132229, 1.0]], ['2, k, 11', [0.572322, 0.139565, 1.0]], ['2, k, 12', [-0.0204533, -0.445503, 1.0]], ['2, k, 13', [-0.0818393, -0.753123, 1.0]], ['2, k, 14', [-0.281757, -0.883741, 1.0]], ['2, k, 15', [-0.242858, -0.993634, 1.0]], ['2, k, 16', [0.0735758, -0.452208, 1.0]], ['2, k, 17', [0.140171, -0.737998, 1.0]], ['2, k, 18', [0.161929, -1.09197, 1.0]], ['2, k, 19', [0.23238, -1.1333, 1.0]], ['2, k, 20', [0.0291703, 0.122931, 1.0]], ['2, k, 21', [0.615486, 0.141914, 1.0]], ['2, k, 22', [0.564289, 0.154741, 1.0]], ['2, k, 23', [0.630145, 0.144662, 1.0]], ['2, k, 24', [0.542537, 0.150897, 1.0]]]
[['2, k, 0', [0.0267952, -0.455272, 1.0]], ['2, k, 1', [0.0275873, -0.122518, 1.0]], ['2, k, 2', [0.0331727, 0.20314, 1.0]], ['2, k, 3', [0.0221828, 0.303186, 1.0]], ['2, k, 4', [0.00979003, 0.0616339, 1.0]], ['2, k, 5', [0.243879, 0.0791079, 1.0]], ['2, k, 6', [0.470964, 0.126024, 1.0]], ['2, k, 7', [0.555329, 0.137797, 1.0]], ['2, k, 8', [0.22361, 0.0654233, 1.0]], ['2, k, 9', [0.351586, 0.0800962, 1.0]], ['2, k, 10', [0.528571, 0.124852, 1.0]], ['2, k, 11', [0.576835, 0.13536, 1.0]], ['2, k, 12', [-0.0206711, -0.445358, 1.0]], ['2, k, 13', [-0.0893177, -0.75252, 1.0]], ['2, k, 14', [-0.292385, -0.876678, 1.0]], ['2, k, 15', [-0.250631, -0.986035, 1.0]], ['2, k, 16', [0.0737036, -0.452692, 1.0]], ['2, k, 17', [0.155594, -0.723726, 1.0]], ['2, k, 18', [0.164076, -1.08184, 1.0]], ['2, k, 19', [0.234215, -1.12346, 1.0]], ['2, k, 20', [0.0316512, 0.122772, 1.0]], ['2, k, 21', [0.617973, 0.142138, 1.0]], ['2, k, 22', [0.576106, 0.149503, 1.0]], ['2, k, 23', [0.632419, 0.140298, 1.0]], ['2, k, 24', [0.541808, 0.147046, 1.0]]]
[['2, k, 0', [0.027118, -0.455328, 1.0]], ['2, k, 1', [0.0291448, -0.122641, 1.0]], ['2, k, 2', [0.0347728, 0.202903, 1.0]], ['2, k, 3', [0.0260436, 0.304542, 1.0]], ['2, k, 4', [0.0116364, 0.0623526, 1.0]], ['2, k, 5', [0.24508, 0.0778021, 1.0]], ['2, k, 6', [0.471299, 0.123693, 1.0]], ['2, k, 7', [0.559027, 0.133297, 1.0]], ['2, k, 8', [0.225209, 0.0651832, 1.0]], ['2, k, 9', [0.350756, 0.0794644, 1.0]], ['2, k, 10', [0.533482, 0.121571, 1.0]], ['2, k, 11', [0.575154, 0.131096, 1.0]], ['2, k, 12', [-0.0204411, -0.445156, 1.0]], ['2, k, 13', [-0.0916292, -0.752616, 1.0]], ['2, k, 14', [-0.294375, -0.875099, 1.0]], ['2, k, 15', [-0.252094, -0.984466, 1.0]], ['2, k, 16', [0.0740934, -0.452943, 1.0]], ['2, k, 17', [0.150776, -0.730874, 1.0]], ['2, k, 18', [0.164864, -1.08742, 1.0]], ['2, k, 19', [0.234937, -1.12904, 1.0]], ['2, k, 20', [0.0332967, 0.12256, 1.0]], ['2, k, 21', [0.616882, 0.135262, 1.0]], ['2, k, 22', [0.590054, 0.14293, 1.0]], ['2, k, 23', [0.634307, 0.132168, 1.0]], ['2, k, 24', [0.532755, 0.140092, 1.0]]]
[['2, k, 0', [0.0273181, -0.455588, 1.0]], ['2, k, 1', [0.0300882, -0.122807, 1.0]], ['2, k, 2', [0.0358114, 0.202793, 1.0]], ['2, k, 3', [0.0291015, 0.304337, 1.0]], ['2, k, 4', [0.0129059, 0.0625398, 1.0]], ['2, k, 5', [0.245851, 0.0771286, 1.0]], ['2, k, 6', [0.481878, 0.122431, 1.0]], ['2, k, 7', [0.568247, 0.128713, 1.0]], ['2, k, 8', [0.226248, 0.0650699, 1.0]], ['2, k, 9', [0.350818, 0.0786321, 1.0]], ['2, k, 10', [0.532638, 0.118943, 1.0]], ['2, k, 11', [0.577942, 0.126995, 1.0]], ['2, k, 12', [-0.0201957, -0.445052, 1.0]], ['2, k, 13', [-0.0813277, -0.754965, 1.0]], ['2, k, 14', [-0.288721, -0.86523, 1.0]], ['2, k, 15', [-0.249149, -0.975497, 1.0]], ['2, k, 16', [0.0742294, -0.453497, 1.0]], ['2, k, 17', [0.141009, -0.739868, 1.0]], ['2, k, 18', [0.161764, -1.09424, 1.0]], ['2, k, 19', [0.231923, -1.13578, 1.0]], ['2, k, 20', [0.0343283, 0.122438, 1.0]], ['2, k, 21', [0.629996, 0.126772, 1.0]], ['2, k, 22', [0.555394, 0.139283, 1.0]], ['2, k, 23', [0.634013, 0.13498, 1.0]], ['2, k, 24', [0.542765, 0.138932, 1.0]]]
[['2, k, 0', [0.0273161, -0.455589, 1.0]], ['2, k, 1', [0.0306155, -0.122845, 1.0]], ['2, k, 2', [0.036571, 0.202667, 1.0]], ['2, k, 3', [0.032068, 0.304724, 1.0]], ['2, k, 4', [0.014092, 0.0630361, 1.0]], ['2, k, 5', [0.245456, 0.0761931, 1.0]], ['2, k, 6', [0.485325, 0.121281, 1.0]], ['2, k, 7', [0.570908, 0.123061, 1.0]], ['2, k, 8', [0.227009, 0.0649407, 1.0]], ['2, k, 9', [0.350763, 0.0775923, 1.0]], ['2, k, 10', [0.563348, 0.112322, 1.0]], ['2, k, 11', [0.597205, 0.121124, 1.0]], ['2, k, 12', [-0.0202627, -0.444738, 1.0]], ['2, k, 13', [-0.0820356, -0.75485, 1.0]], ['2, k, 14', [-0.295549, -0.867219, 1.0]], ['2, k, 15', [-0.253453, -0.976255, 1.0]], ['2, k, 16', [0.0742637, -0.453739, 1.0]], ['2, k, 17', [0.143046, -0.739262, 1.0]], ['2, k, 18', [0.162, -1.09516, 1.0]], ['2, k, 19', [0.232099, -1.13663, 1.0]], ['2, k, 20', [0.035039, 0.122336, 1.0]], ['2, k, 21', [0.633445, 0.115855, 1.0]], ['2, k, 22', [0.602156, 0.136984, 1.0]], ['2, k, 23', [0.641112, 0.121172, 1.0]], ['2, k, 24', [0.601391, 0.136791, 1.0]]]
[['2, k, 0', [0.0263163, -0.456342, 1.0]], ['2, k, 1', [0.0309144, -0.123232, 1.0]], ['2, k, 2', [0.037475, 0.202341, 1.0]], ['2, k, 3', [0.0336641, 0.304568, 1.0]], ['2, k, 4', [0.0144662, 0.0627475, 1.0]], ['2, k, 5', [0.245206, 0.0751155, 1.0]], ['2, k, 6', [0.486098, 0.119676, 1.0]], ['2, k, 7', [0.566753, 0.120496, 1.0]], ['2, k, 8', [0.227914, 0.0646118, 1.0]], ['2, k, 9', [0.35151, 0.0759901, 1.0]], ['2, k, 10', [0.554371, 0.111158, 1.0]], ['2, k, 11', [0.592634, 0.118065, 1.0]], ['2, k, 12', [-0.021802, -0.445191, 1.0]], ['2, k, 13', [-0.0831099, -0.755876, 1.0]], ['2, k, 14', [-0.310073, -0.811398, 1.0]], ['2, k, 15', [-0.268512, -0.921817, 1.0]], ['2, k, 16', [0.0736599, -0.454642, 1.0]], ['2, k, 17', [0.148446, -0.737528, 1.0]], ['2, k, 18', [0.163777, -1.09456, 1.0]], ['2, k, 19', [0.233687, -1.13602, 1.0]], ['2, k, 20', [0.0357728, 0.122007, 1.0]], ['2, k, 21', [0.625871, 0.1157, 1.0]], ['2, k, 22', [0.577337, 0.127225, 1.0]], ['2, k, 23', [0.628465, 0.110882, 1.0]], ['2, k, 24', [0.575695, 0.132998, 1.0]]]
[['2, k, 0', [0.0252859, -0.456751, 1.0]], ['2, k, 1', [0.0309158, -0.123552, 1.0]], ['2, k, 2', [0.0378011, 0.202074, 1.0]], ['2, k, 3', [0.0350654, 0.304351, 1.0]], ['2, k, 4', [0.0147678, 0.0624804, 1.0]], ['2, k, 5', [0.243798, 0.0736624, 1.0]], ['2, k, 6', [0.485445, 0.117684, 1.0]], ['2, k, 7', [0.565815, 0.116645, 1.0]], ['2, k, 8', [0.228244, 0.0643423, 1.0]], ['2, k, 9', [0.349131, 0.0743354, 1.0]], ['2, k, 10', [0.55698, 0.109638, 1.0]], ['2, k, 11', [0.593619, 0.115576, 1.0]], ['2, k, 12', [-0.0229407, -0.445044, 1.0]], ['2, k, 13', [-0.0848091, -0.756101, 1.0]], ['2, k, 14', [-0.326183, -0.76965, 1.0]], ['2, k, 15', [-0.283646, -0.880084, 1.0]], ['2, k, 16', [0.0727483, -0.455567, 1.0]], ['2, k, 17', [0.136086, -0.748477, 1.0]], ['2, k, 18', [0.159919, -1.10259, 1.0]], ['2, k, 19', [0.229792, -1.14391, 1.0]], ['2, k, 20', [0.0360423, 0.121732, 1.0]], ['2, k, 21', [0.621668, 0.115154, 1.0]], ['2, k, 22', [0.595351, 0.130415, 1.0]], ['2, k, 23', [0.632293, 0.111588, 1.0]], ['2, k, 24', [0.554183, 0.130084, 1.0]]]
