[['2, k, 0', [-0.294104, -0.31064, 1.0]], ['2, k, 1', [-0.295185, -0.0165828, 1.0]], ['2, k, 2', [-0.294359, 0.270059, 1.0]], ['2, k, 3', [-0.294668, 0.423666, 1.0]], ['2, k, 4', [-0.460202, 0.214361, 1.0]], ['2, k, 5', [-0.534799, 0.331948, 1.0]], ['2, k, 6', [-0.4151, 0.357444, 1.0]], ['2, k, 7', [-0.378422, 0.373825, 1.0]], ['2, k, 8', [-0.126621, 0.237875, 1.0]], ['2, k, 9', [-0.000895262, 0.377936, 1.0]], ['2, k, 10', [0.0310522, 0.510904, 1.0]], ['2, k, 11', [0.034016, 0.56832, 1.0]], ['2, k, 12', [-0.365828, -0.311383, 1.0]], ['2, k, 13', [-0.398242, -0.625147, 1.0]], ['2, k, 14', [-0.406978, -0.963515, 1.0]], ['2, k, 15', [-0.390679, -1.01968, 1.0]], ['2, k, 16', [-0.213678, -0.300717, 1.0]], ['2, k, 17', [-0.188065, -0.625691, 1.0]], ['2, k, 18', [-0.168575, -0.962643, 1.0]], ['2, k, 19', [-0.15533, -1.01878, 1.0]], ['2, k, 20', [-0.294894, 0.199484, 1.0]], ['2, k, 21', [-0.363728, 0.31209, 1.0]], ['2, k, 22', [-0.368568, 0.383494, 1.0]], ['2, k, 23', [0.033347, 0.605844, 1.0]], ['2, k, 24', [0.0590726, 0.589863, 1.0]]]
[['2, k, 0', [-0.291274, -0.309765, 1.0]], ['2, k, 1', [-0.294946, -0.0145615, 1.0]], ['2, k, 2', [-0.295851, 0.272052, 1.0]], ['2, k, 3', [-0.296713, 0.419334, 1.0]], ['2, k, 4', [-0.460528, 0.215517, 1.0]], ['2, k, 5', [-0.539941, 0.335271, 1.0]], ['2, k, 6', [-0.514431, 0.182874, 1.0]], ['2, k, 7', [-0.485759, 0.155918, 1.0]], ['2, k, 8', [-0.128757, 0.238263, 1.0]], ['2, k, 9', [0.00145985, 0.38059, 1.0]], ['2, k, 10', [0.0287404, 0.526886, 1.0]], ['2, k, 11', [0.0312214, 0.570158, 1.0]], ['2, k, 12', [-0.362784, -0.308542, 1.0]], ['2, k, 13', [-0.397484, -0.687085, 1.0]], ['2, k, 14', [-0.406069, -1.07413, 1.0]], ['2, k, 15', [-0.426319, -1.13071, 1.0]], ['2, k, 16', [-0.210855, -0.300977, 1.0]], ['2, k, 17', [-0.181165, -0.687111, 1.0]], ['2, k, 18', [-0.168287, -1.06576, 1.0]], ['2, k, 19', [-0.137212, -1.11608, 1.0]], ['2, k, 20', [-0.29613, 0.201653, 1.0]], ['2, k, 21', [-0.468596, 0.0759254, 1.0]], ['2, k, 22', [-0.540305, 0.178314, 1.0]], ['2, k, 23', [0.0316568, 0.607938, 1.0]], ['2, k, 24', [0.0447633, 0.52011, 1.0]]]
[['2, k, 0', [-0.291289, -0.309721, 1.0]], ['2, k, 1', [-0.295041, -0.0145458, 1.0]], ['2, k, 2', [-0.296087, 0.27207, 1.0]], ['2, k, 3', [-0.296873, 0.41908, 1.0]], ['2, k, 4', [-0.460578, 0.215584, 1.0]], ['2, k, 5', [-0.540157, 0.335407, 1.0]], ['2, k, 6', [-0.513556, 0.183071, 1.0]], ['2, k, 7', [-0.485343, 0.155502, 1.0]], ['2, k, 8', [-0.1296, 0.238134, 1.0]], ['2, k, 9', [0.00119012, 0.379969, 1.0]], ['2, k, 10', [0.028404, 0.526252, 1.0]], ['2, k, 11', [0.0304582, 0.570487, 1.0]], ['2, k, 12', [-0.362798, -0.308405, 1.0]], ['2, k, 13', [-0.39757, -0.686842, 1.0]], ['2, k, 14', [-0.405999, -1.07419, 1.0]], ['2, k, 15', [-0.424658, -1.1287, 1.0]], ['2, k, 16', [-0.210885, -0.30103, 1.0]], ['2, k, 17', [-0.181149, -0.687326, 1.0]], ['2, k, 18', [-0.168388, -1.06589, 1.0]], ['2, k, 19', [-0.136647, -1.11775, 1.0]], ['2, k, 20', [-0.296339, 0.201659, 1.0]], ['2, k, 21', [-0.46687, 0.0754763, 1.0]], ['2, k, 22', [-0.516095, 0.154441, 1.0]], ['2, k, 23', [0.0304413, 0.609246, 1.0]], ['2, k, 24', [0.0394024, 0.555418, 1.0]]]
[['2, k, 0', [-0.291265, -0.309603, 1.0]], ['2, k, 1', [-0.294996, -0.0145536, 1.0]], ['2, k, 2', [-0.296109, 0.272022, 1.0]], ['2, k, 3', [-0.297169, 0.418821, 1.0]], ['2, k, 4', [-0.460601, 0.215621, 1.0]], ['2, k, 5', [-0.540245, 0.335377, 1.0]], ['2, k, 6', [-0.513185, 0.183155, 1.0]], ['2, k, 7', [-0.485499, 0.155992, 1.0]], ['2, k, 8', [-0.13027, 0.238095, 1.0]], ['2, k, 9', [0.000877429, 0.379143, 1.0]], ['2, k, 10', [0.0277676, 0.524908, 1.0]], ['2, k, 11', [0.0289317, 0.568768, 1.0]], ['2, k, 12', [-0.362777, -0.308113, 1.0]], ['2, k, 13', [-0.397663, -0.686886, 1.0]], ['2, k, 14', [-0.406974, -1.07621, 1.0]], ['2, k, 15', [-0.428085, -1.13551, 1.0]], ['2, k, 16', [-0.210871, -0.301144, 1.0]], ['2, k, 17', [-0.181125, -0.687934, 1.0]], ['2, k, 18', [-0.168156, -1.06597, 1.0]], ['2, k, 19', [-0.136479, -1.11726, 1.0]], ['2, k, 20', [-0.296328, 0.201598, 1.0]], ['2, k, 21', [-0.469647, 0.0763997, 1.0]], ['2, k, 22', [-0.496963, 0.143812, 1.0]], ['2, k, 23', [0.0307428, 0.607572, 1.0]], ['2, k, 24', [0.0455685, 0.530202, 1.0]]]
[['2, k, 0', [-0.291371, -0.309561, 1.0]], ['2, k, 1', [-0.295172, -0.0145565, 1.0]], ['2, k, 2', [-0.296372, 0.272023, 1.0]], ['2, k, 3', [-0.297427, 0.418519, 1.0]], ['2, k, 4', [-0.460629, 0.21566, 1.0]], ['2, k, 5', [-0.540389, 0.335519, 1.0]], ['2, k, 6', [-0.51227, 0.183286, 1.0]], ['2, k, 7', [-0.484897, 0.154196, 1.0]], ['2, k, 8', [-0.130286, 0.238089, 1.0]], ['2, k, 9', [0.000513288, 0.378911, 1.0]], ['2, k, 10', [0.0268896, 0.524652, 1.0]], ['2, k, 11', [0.027997, 0.570936, 1.0]], ['2, k, 12', [-0.362888, -0.307945, 1.0]], ['2, k, 13', [-0.39775, -0.687246, 1.0]], ['2, k, 14', [-0.407005, -1.07648, 1.0]], ['2, k, 15', [-0.428257, -1.1359, 1.0]], ['2, k, 16', [-0.211019, -0.301268, 1.0]], ['2, k, 17', [-0.181147, -0.687982, 1.0]], ['2, k, 18', [-0.169027, -1.06778, 1.0]], ['2, k, 19', [-0.136254, -1.1176, 1.0]], ['2, k, 20', [-0.296573, 0.201585, 1.0]], ['2, k, 21', [-0.466524, 0.0754213, 1.0]], ['2, k, 22', [-0.499029, 0.144829, 1.0]], ['2, k, 23', [0.0291834, 0.608021, 1.0]], ['2, k, 24', [0.033257, 0.530226, 1.0]]]
[['2, k, 0', [-0.291458, -0.309504, 1.0]], ['2, k, 1', [-0.295166, -0.0146325, 1.0]], ['2, k, 2', [-0.29629, 0.271824, 1.0]], ['2, k, 3', [-0.297686, 0.418309, 1.0]], ['2, k, 4', [-0.460646, 0.215694, 1.0]], ['2, k, 5', [-0.540589, 0.335275, 1.0]], ['2, k, 6', [-0.510966, 0.183612, 1.0]], ['2, k, 7', [-0.482108, 0.154724, 1.0]], ['2, k, 8', [-0.131487, 0.237945, 1.0]], ['2, k, 9', [-0.000869934, 0.378803, 1.0]], ['2, k, 10', [0.0248077, 0.523279, 1.0]], ['2, k, 11', [0.0233686, 0.57147, 1.0]], ['2, k, 12', [-0.363014, -0.307773, 1.0]], ['2, k, 13', [-0.397834, -0.68683, 1.0]], ['2, k, 14', [-0.406934, -1.07654, 1.0]], ['2, k, 15', [-0.425522, -1.13136, 1.0]], ['2, k, 16', [-0.211117, -0.301348, 1.0]], ['2, k, 17', [-0.181147, -0.688022, 1.0]], ['2, k, 18', [-0.169042, -1.06787, 1.0]], ['2, k, 19', [-0.135798, -1.11866, 1.0]], ['2, k, 20', [-0.296494, 0.201396, 1.0]], ['2, k, 21', [-0.468964, 0.0737592, 1.0]], ['2, k, 22', [-0.498818, 0.144843, 1.0]], ['2, k, 23', [0.029159, 0.607452, 1.0]], ['2, k, 24', [0.0375635, 0.527048, 1.0]]]
[['2, k, 0', [-0.291727, -0.309375, 1.0]], ['2, k, 1', [-0.295343, -0.0148084, 1.0]], ['2, k, 2', [-0.296399, 0.271275, 1.0]], ['2, k, 3', [-0.298112, 0.417986, 1.0]], ['2, k, 4', [-0.460662, 0.215728, 1.0]], ['2, k, 5', [-0.540782, 0.335278, 1.0]], ['2, k, 6', [-0.510492, 0.18358, 1.0]], ['2, k, 7', [-0.480813, 0.152623, 1.0]], ['2, k, 8', [-0.132356, 0.238171, 1.0]], ['2, k, 9', [-0.00203373, 0.379102, 1.0]], ['2, k, 10', [0.0224952, 0.524028, 1.0]], ['2, k, 11', [0.0189519, 0.571327, 1.0]], ['2, k, 12', [-0.363351, -0.307471, 1.0]], ['2, k, 13', [-0.39789, -0.686721, 1.0]], ['2, k, 14', [-0.406952, -1.07652, 1.0]], ['2, k, 15', [-0.426381, -1.13144, 1.0]], ['2, k, 16', [-0.211363, -0.301414, 1.0]], ['2, k, 17', [-0.181093, -0.688696, 1.0]], ['2, k, 18', [-0.168424, -1.06856, 1.0]], ['2, k, 19', [-0.136315, -1.11802, 1.0]], ['2, k, 20', [-0.29661, 0.200917, 1.0]], ['2, k, 21', [-0.461574, 0.0757265, 1.0]], ['2, k, 22', [-0.501602, 0.146311, 1.0]], ['2, k, 23', [0.0249692, 0.610777, 1.0]], ['2, k, 24', [0.0315325, 0.573459, 1.0]]]
[['2, k, 0', [-0.292148, -0.309306, 1.0]], ['2, k, 1', [-0.295454, -0.0148854, 1.0]], ['2, k, 2', [-0.296374, 0.271167, 1.0]], ['2, k, 3', [-0.298695, 0.417777, 1.0]], ['2, k, 4', [-0.460687, 0.21577, 1.0]], ['2, k, 5', [-0.540956, 0.335328, 1.0]], ['2, k, 6', [-0.510301, 0.18367, 1.0]], ['2, k, 7', [-0.481887, 0.158484, 1.0]], ['2, k, 8', [-0.133594, 0.237996, 1.0]], ['2, k, 9', [-0.0042449, 0.379838, 1.0]], ['2, k, 10', [0.017746, 0.525995, 1.0]], ['2, k, 11', [0.0131547, 0.574935, 1.0]], ['2, k, 12', [-0.363739, -0.307303, 1.0]], ['2, k, 13', [-0.397931, -0.686521, 1.0]], ['2, k, 14', [-0.406945, -1.07696, 1.0]], ['2, k, 15', [-0.426319, -1.13141, 1.0]], ['2, k, 16', [-0.211813, -0.301514, 1.0]], ['2, k, 17', [-0.181055, -0.688567, 1.0]], ['2, k, 18', [-0.168294, -1.06859, 1.0]], ['2, k, 19', [-0.136197, -1.11982, 1.0]], ['2, k, 20', [-0.296604, 0.200805, 1.0]], ['2, k, 21', [-0.465555, 0.0815213, 1.0]], ['2, k, 22', [-0.498758, 0.144783, 1.0]], ['2, k, 23', [-3.92304e-05, 0.627301, 1.0]], ['2, k, 24', [0.0251404, 0.596265, 1.0]]]
[['2, k, 0', [-0.292544, -0.309083, 1.0]], ['2, k, 1', [-0.29551, -0.0148716, 1.0]], ['2, k, 2', [-0.296297, 0.271116, 1.0]], ['2, k, 3', [-0.299397, 0.417469, 1.0]], ['2, k, 4', [-0.460801, 0.215822, 1.0]], ['2, k, 5', [-0.541172, 0.335481, 1.0]], ['2, k, 6', [-0.510067, 0.183832, 1.0]], ['2, k, 7', [-0.481352, 0.157501, 1.0]], ['2, k, 8', [-0.134781, 0.238618, 1.0]], ['2, k, 9', [-0.00793678, 0.382498, 1.0]], ['2, k, 10', [0.014119, 0.526737, 1.0]], ['2, k, 11', [0.00547356, 0.575619, 1.0]], ['2, k, 12', [-0.364232, -0.306894, 1.0]], ['2, k, 13', [-0.397981, -0.686, 1.0]], ['2, k, 14', [-0.406499, -1.07553, 1.0]], ['2, k, 15', [-0.42571, -1.13029, 1.0]], ['2, k, 16', [-0.212128, -0.301494, 1.0]], ['2, k, 17', [-0.18116, -0.688386, 1.0]], ['2, k, 18', [-0.168521, -1.06987, 1.0]], ['2, k, 19', [-0.136259, -1.11987, 1.0]], ['2, k, 20', [-0.296546, 0.200763, 1.0]], ['2, k, 21', [-0.464363, 0.0797064, 1.0]], ['2, k, 22', [-0.501423, 0.146579, 1.0]], ['2, k, 23', [-0.0179658, 0.632285, 1.0]], ['2, k, 24', [0.0298469, 0.601477, 1.0]]]
[['2, k, 0', [-0.293049, -0.308365, 1.0]], ['2, k, 1', [-0.295828, -0.0147769, 1.0]], ['2, k, 2', [-0.296601, 0.270657, 1.0]], ['2, k, 3', [-0.300089, 0.41731, 1.0]], ['2, k, 4', [-0.460921, 0.21589, 1.0]], ['2, k, 5', [-0.541517, 0.335617, 1.0]], ['2, k, 6', [-0.509774, 0.183909, 1.0]], ['2, k, 7', [-0.481971, 0.156556, 1.0]], ['2, k, 8', [-0.135904, 0.239258, 1.0]], ['2, k, 9', [-0.013123, 0.386307, 1.0]], ['2, k, 10', [0.00624618, 0.531429, 1.0]], ['2, k, 11', [-0.00493845, 0.582355, 1.0]], ['2, k, 12', [-0.364842, -0.305696, 1.0]], ['2, k, 13', [-0.398146, -0.68539, 1.0]], ['2, k, 14', [-0.406586, -1.07559, 1.0]], ['2, k, 15', [-0.42608, -1.13043, 1.0]], ['2, k, 16', [-0.212504, -0.301214, 1.0]], ['2, k, 17', [-0.181268, -0.687048, 1.0]], ['2, k, 18', [-0.168638, -1.06927, 1.0]], ['2, k, 19', [-0.13623, -1.11972, 1.0]], ['2, k, 20', [-0.296844, 0.200456, 1.0]], ['2, k, 21', [-0.458939, 0.0797539, 1.0]], ['2, k, 22', [-0.500719, 0.144493, 1.0]], ['2, k, 23', [-0.021224, 0.635329, 1.0]], ['2, k, 24', [0.0224139, 0.591598, 1.0]]]
[['2, k, 0', [-0.293278, -0.307165, 1.0]], ['2, k, 1', [-0.297337, -0.0138202, 1.0]], ['2, k, 2', [-0.300672, 0.271204, 1.0]], ['2, k, 3', [-0.301236, 0.416123, 1.0]], ['2, k, 4', [-0.461237, 0.215884, 1.0]], ['2, k, 5', [-0.54288, 0.336016, 1.0]], ['2, k, 6', [-0.487451, 0.192095, 1.0]], ['2, k, 7', [-0.460156, 0.155512, 1.0]], ['2, k, 8', [-0.13582, 0.239375, 1.0]], ['2, k, 9', [-0.0302078, 0.397312, 1.0]], ['2, k, 10', [-0.0272838, 0.590068, 1.0]], ['2, k, 11', [-0.0271524, 0.641377, 1.0]], ['2, k, 12', [-0.365094, -0.304367, 1.0]], ['2, k, 13', [-0.398116, -0.684835, 1.0]], ['2, k, 14', [-0.406589, -1.07567, 1.0]], ['2, k, 15', [-0.425238, -1.12825, 1.0]], ['2, k, 16', [-0.212686, -0.300321, 1.0]], ['2, k, 17', [-0.181187, -0.685721, 1.0]], ['2, k, 18', [-0.168509, -1.06791, 1.0]], ['2, k, 19', [-0.136792, -1.11768, 1.0]], ['2, k, 20', [-0.300136, 0.201143, 1.0]], ['2, k, 21', [-0.439834, 0.0874436, 1.0]], ['2, k, 22', [-0.513146, 0.14786, 1.0]], ['2, k, 23', [-0.0484515, 0.681818, 1.0]], ['2, k, 24', [-0.00712171, 0.613477, 1.0]]]
[['2, k, 0', [-0.293322, -0.306205, 1.0]], ['2, k, 1', [-0.297489, -0.0136785, 1.0]], ['2, k, 2', [-0.300812, 0.271043, 1.0]], ['2, k, 3', [-0.302917, 0.41513, 1.0]], ['2, k, 4', [-0.461622, 0.215905, 1.0]], ['2, k, 5', [-0.546458, 0.339694, 1.0]], ['2, k, 6', [-0.482441, 0.194827, 1.0]], ['2, k, 7', [-0.457165, 0.157333, 1.0]], ['2, k, 8', [-0.13585, 0.239692, 1.0]], ['2, k, 9', [-0.0355436, 0.40156, 1.0]], ['2, k, 10', [-0.0458532, 0.595352, 1.0]], ['2, k, 11', [-0.0493645, 0.748517, 1.0]], ['2, k, 12', [-0.365155, -0.303288, 1.0]], ['2, k, 13', [-0.398161, -0.684475, 1.0]], ['2, k, 14', [-0.406617, -1.07521, 1.0]], ['2, k, 15', [-0.42587, -1.12793, 1.0]], ['2, k, 16', [-0.212711, -0.299573, 1.0]], ['2, k, 17', [-0.180923, -0.684908, 1.0]], ['2, k, 18', [-0.168264, -1.06784, 1.0]], ['2, k, 19', [-0.136202, -1.11785, 1.0]], ['2, k, 20', [-0.300265, 0.20105, 1.0]], ['2, k, 21', [-0.429576, 0.0877692, 1.0]], ['2, k, 22', [-0.509348, 0.141322, 1.0]], ['2, k, 23', [-0.046138, 0.786114, 1.0]], ['2, k, 24', [-0.00304264, 0.739134, 1.0]]]
[['2, k, 0', [-0.2934, -0.304761, 1.0]], ['2, k, 1', [-0.299066, -0.0129377, 1.0]], ['2, k, 2', [-0.30498, 0.270647, 1.0]], ['2, k, 3', [-0.304895, 0.414399, 1.0]], ['2, k, 4', [-0.463938, 0.216263, 1.0]], ['2, k, 5', [-0.628695, 0.33649, 1.0]], ['2, k, 6', [-0.671847, 0.514278, 1.0]], ['2, k, 7', [-0.688317, 0.583548, 1.0]], ['2, k, 8', [-0.141469, 0.243606, 1.0]], ['2, k, 9', [-0.038409, 0.410038, 1.0]], ['2, k, 10', [-0.0493922, 0.607499, 1.0]], ['2, k, 11', [-0.0628654, 0.752312, 1.0]], ['2, k, 12', [-0.365173, -0.302096, 1.0]], ['2, k, 13', [-0.398155, -0.684882, 1.0]], ['2, k, 14', [-0.406152, -1.07829, 1.0]], ['2, k, 15', [-0.42631, -1.13043, 1.0]], ['2, k, 16', [-0.212853, -0.298009, 1.0]], ['2, k, 17', [-0.180539, -0.68306, 1.0]], ['2, k, 18', [-0.167852, -1.06845, 1.0]], ['2, k, 19', [-0.135486, -1.11825, 1.0]], ['2, k, 20', [-0.303703, 0.201, 1.0]], ['2, k, 21', [-0.671728, 0.633917, 1.0]], ['2, k, 22', [-0.639642, 0.612151, 1.0]], ['2, k, 23', [-0.0680173, 0.794453, 1.0]], ['2, k, 24', [-0.0129193, 0.739478, 1.0]]]
[['2, k, 0', [-0.293347, -0.303684, 1.0]], ['2, k, 1', [-0.299138, -0.0127824, 1.0]], ['2, k, 2', [-0.304988, 0.270559, 1.0]], ['2, k, 3', [-0.307404, 0.413857, 1.0]], ['2, k, 4', [-0.46417, 0.216107, 1.0]], ['2, k, 5', [-0.626694, 0.343731, 1.0]], ['2, k, 6', [-0.676101, 0.525013, 1.0]], ['2, k, 7', [-0.692348, 0.624796, 1.0]], ['2, k, 8', [-0.141443, 0.243627, 1.0]], ['2, k, 9', [-0.0471915, 0.419015, 1.0]], ['2, k, 10', [-0.0572978, 0.620705, 1.0]], ['2, k, 11', [-0.0741681, 0.757524, 1.0]], ['2, k, 12', [-0.365109, -0.301224, 1.0]], ['2, k, 13', [-0.398079, -0.685087, 1.0]], ['2, k, 14', [-0.406213, -1.07911, 1.0]], ['2, k, 15', [-0.4269, -1.13202, 1.0]], ['2, k, 16', [-0.212814, -0.296777, 1.0]], ['2, k, 17', [-0.180408, -0.682043, 1.0]], ['2, k, 18', [-0.167701, -1.06861, 1.0]], ['2, k, 19', [-0.134838, -1.11929, 1.0]], ['2, k, 20', [-0.303713, 0.200974, 1.0]], ['2, k, 21', [-0.668864, 0.673, 1.0]], ['2, k, 22', [-0.642141, 0.633593, 1.0]], ['2, k, 23', [-0.0790869, 0.79806, 1.0]], ['2, k, 24', [-0.0270466, 0.745629, 1.0]]]
[['2, k, 0', [-0.293369, -0.302207, 1.0]], ['2, k, 1', [-0.301647, -0.0117949, 1.0]], ['2, k, 2', [-0.311488, 0.27046, 1.0]], ['2, k, 3', [-0.309918, 0.412887, 1.0]], ['2, k, 4', [-0.464573, 0.216043, 1.0]], ['2, k, 5', [-0.631677, 0.34439, 1.0]], ['2, k, 6', [-0.68171, 0.532922, 1.0]], ['2, k, 7', [-0.699836, 0.62488, 1.0]], ['2, k, 8', [-0.141328, 0.244281, 1.0]], ['2, k, 9', [-0.0506342, 0.425378, 1.0]], ['2, k, 10', [-0.0636193, 0.631519, 1.0]], ['2, k, 11', [-0.0880503, 0.761232, 1.0]], ['2, k, 12', [-0.365071, -0.300151, 1.0]], ['2, k, 13', [-0.398168, -0.684887, 1.0]], ['2, k, 14', [-0.406343, -1.07892, 1.0]], ['2, k, 15', [-0.425824, -1.13185, 1.0]], ['2, k, 16', [-0.212923, -0.29482, 1.0]], ['2, k, 17', [-0.180557, -0.680493, 1.0]], ['2, k, 18', [-0.168543, -1.07061, 1.0]], ['2, k, 19', [-0.133423, -1.12104, 1.0]], ['2, k, 20', [-0.309123, 0.201183, 1.0]], ['2, k, 21', [-0.677889, 0.674561, 1.0]], ['2, k, 22', [-0.636367, 0.6548, 1.0]], ['2, k, 23', [-0.0954393, 0.807888, 1.0]], ['2, k, 24', [-0.0400636, 0.752475, 1.0]]]
[['2, k, 0', [-0.293125, -0.299014, 1.0]], ['2, k, 1', [-0.303107, -0.0109404, 1.0]], ['2, k, 2', [-0.314612, 0.269717, 1.0]], ['2, k, 3', [-0.313271, 0.412951, 1.0]], ['2, k, 4', [-0.469802, 0.216487, 1.0]], ['2, k, 5', [-0.639821, 0.346642, 1.0]], ['2, k, 6', [-0.69436, 0.539344, 1.0]], ['2, k, 7', [-0.709334, 0.627851, 1.0]], ['2, k, 8', [-0.151364, 0.256309, 1.0]], ['2, k, 9', [-0.0619328, 0.444281, 1.0]], ['2, k, 10', [-0.0760252, 0.654393, 1.0]], ['2, k, 11', [-0.100709, 0.765195, 1.0]], ['2, k, 12', [-0.364692, -0.297932, 1.0]], ['2, k, 13', [-0.398197, -0.684613, 1.0]], ['2, k, 14', [-0.406335, -1.07893, 1.0]], ['2, k, 15', [-0.428914, -1.13303, 1.0]], ['2, k, 16', [-0.21288, -0.290737, 1.0]], ['2, k, 17', [-0.180611, -0.67806, 1.0]], ['2, k, 18', [-0.168472, -1.07002, 1.0]], ['2, k, 19', [-0.13313, -1.12155, 1.0]], ['2, k, 20', [-0.311792, 0.200877, 1.0]], ['2, k, 21', [-0.680436, 0.681351, 1.0]], ['2, k, 22', [-0.648886, 0.648392, 1.0]], ['2, k, 23', [-0.107036, 0.810888, 1.0]], ['2, k, 24', [-0.0524994, 0.754067, 1.0]]]
[['2, k, 0', [-0.292597, -0.297846, 1.0]], ['2, k, 1', [-0.302908, -0.0106646, 1.0]], ['2, k, 2', [-0.313888, 0.269612, 1.0]], ['2, k, 3', [-0.316434, 0.413386, 1.0]], ['2, k, 4', [-0.469924, 0.216351, 1.0]], ['2, k, 5', [-0.646675, 0.346647, 1.0]], ['2, k, 6', [-0.704607, 0.543301, 1.0]], ['2, k, 7', [-0.719838, 0.627115, 1.0]], ['2, k, 8', [-0.150112, 0.255531, 1.0]], ['2, k, 9', [-0.077914, 0.454192, 1.0]], ['2, k, 10', [-0.086275, 0.668161, 1.0]], ['2, k, 11', [-0.112972, 0.767963, 1.0]], ['2, k, 12', [-0.364198, -0.296591, 1.0]], ['2, k, 13', [-0.398091, -0.683961, 1.0]], ['2, k, 14', [-0.406347, -1.07889, 1.0]], ['2, k, 15', [-0.429172, -1.13373, 1.0]], ['2, k, 16', [-0.212224, -0.289631, 1.0]], ['2, k, 17', [-0.180669, -0.677308, 1.0]], ['2, k, 18', [-0.168525, -1.0701, 1.0]], ['2, k, 19', [-0.131475, -1.12234, 1.0]], ['2, k, 20', [-0.311331, 0.200879, 1.0]], ['2, k, 21', [-0.68895, 0.680265, 1.0]], ['2, k, 22', [-0.654751, 0.652729, 1.0]], ['2, k, 23', [-0.117619, 0.818254, 1.0]], ['2, k, 24', [-0.0662911, 0.756254, 1.0]]]
[['2, k, 0', [-0.290964, -0.293465, 1.0]], ['2, k, 1', [-0.303533, -0.00964124, 1.0]], ['2, k, 2', [-0.315986, 0.268993, 1.0]], ['2, k, 3', [-0.320187, 0.413548, 1.0]], ['2, k, 4', [-0.473938, 0.216615, 1.0]], ['2, k, 5', [-0.65537, 0.346702, 1.0]], ['2, k, 6', [-0.719267, 0.544615, 1.0]], ['2, k, 7', [-0.731949, 0.624229, 1.0]], ['2, k, 8', [-0.157481, 0.263241, 1.0]], ['2, k, 9', [-0.0780309, 0.464765, 1.0]], ['2, k, 10', [-0.097182, 0.683202, 1.0]], ['2, k, 11', [-0.12553, 0.770803, 1.0]], ['2, k, 12', [-0.363023, -0.293676, 1.0]], ['2, k, 13', [-0.398195, -0.683678, 1.0]], ['2, k, 14', [-0.406615, -1.07895, 1.0]], ['2, k, 15', [-0.428689, -1.13396, 1.0]], ['2, k, 16', [-0.210099, -0.283796, 1.0]], ['2, k, 17', [-0.180643, -0.677119, 1.0]], ['2, k, 18', [-0.168055, -1.06975, 1.0]], ['2, k, 19', [-0.130524, -1.12245, 1.0]], ['2, k, 20', [-0.312913, 0.200702, 1.0]], ['2, k, 21', [-0.704097, 0.679072, 1.0]], ['2, k, 22', [-0.65894, 0.649113, 1.0]], ['2, k, 23', [-0.130195, 0.821728, 1.0]], ['2, k, 24', [-0.0816742, 0.766522, 1.0]]]
[['2, k, 0', [-0.289513, -0.28913, 1.0]], ['2, k, 1', [-0.303561, -0.00881763, 1.0]], ['2, k, 2', [-0.316335, 0.268445, 1.0]], ['2, k, 3', [-0.324014, 0.414109, 1.0]], ['2, k, 4', [-0.479868, 0.217019, 1.0]], ['2, k, 5', [-0.664273, 0.348458, 1.0]], ['2, k, 6', [-0.731187, 0.542844, 1.0]], ['2, k, 7', [-0.742292, 0.622334, 1.0]], ['2, k, 8', [-0.159862, 0.268364, 1.0]], ['2, k, 9', [-0.080982, 0.472885, 1.0]], ['2, k, 10', [-0.118407, 0.694294, 1.0]], ['2, k, 11', [-0.140311, 0.775161, 1.0]], ['2, k, 12', [-0.36198, -0.290689, 1.0]], ['2, k, 13', [-0.39822, -0.683682, 1.0]], ['2, k, 14', [-0.406626, -1.07895, 1.0]], ['2, k, 15', [-0.428976, -1.1345, 1.0]], ['2, k, 16', [-0.208242, -0.278228, 1.0]], ['2, k, 17', [-0.180597, -0.676382, 1.0]], ['2, k, 18', [-0.168015, -1.06958, 1.0]], ['2, k, 19', [-0.13046, -1.12309, 1.0]], ['2, k, 20', [-0.313135, 0.200491, 1.0]], ['2, k, 21', [-0.716246, 0.678701, 1.0]], ['2, k, 22', [-0.697364, 0.631285, 1.0]], ['2, k, 23', [-0.14676, 0.827941, 1.0]], ['2, k, 24', [-0.0984809, 0.7783, 1.0]]]
