[['2, k, 0', [-0.09919674, -0.001048107, 1.0]], ['2, k, 1', [-0.09582472, 0.3001706, 1.0]], ['2, k, 2', [-0.09191508, 0.5927008, 1.0]], ['2, k, 3', [-0.09222027, 0.7298779, 1.0]], ['2, k, 4', [-0.2499865, 0.4660942, 1.0]], ['2, k, 5', [-0.3125811, 0.2247391, 1.0]], ['2, k, 6', [-0.3065148, 0.02381866, 1.0]], ['2, k, 7', [-0.3051182, -0.01917183, 1.0]], ['2, k, 8', [0.06558669, 0.4770741, 1.0]], ['2, k, 9', [0.1040598, 0.2235752, 1.0]], ['2, k, 10', [0.1168681, 0.02306212, 1.0]], ['2, k, 11', [0.1117206, -0.02780437, 1.0]], ['2, k, 12', [-0.1664261, -0.002149897, 1.0]], ['2, k, 13', [-0.1734125, -0.2627721, 1.0]], ['2, k, 14', [-0.2106167, -0.5794895, 1.0]], ['2, k, 15', [-0.2198532, -0.6518784, 1.0]], ['2, k, 16', [-0.0293512, -6.896435e-05, 1.0]], ['2, k, 17', [-0.02399171, -0.2706133, 1.0]], ['2, k, 18', [-0.01310014, -0.5713069, 1.0]], ['2, k, 19', [-0.005380481, -0.648453, 1.0]], ['2, k, 20', [-0.09297637, 0.520774, 1.0]], ['2, k, 21', [-0.3045994, -0.07659128, 1.0]], ['2, k, 22', [-0.3389733, -0.01977507, 1.0]], ['2, k, 23', [0.1138248, -0.09404188, 1.0]], ['2, k, 24', [0.07473378, -0.03005716, 1.0]]]
[['2, k, 0', [-0.09046294, 0.004784087, 1.0]], ['2, k, 1', [-0.09218245, 0.3043184, 1.0]], ['2, k, 2', [-0.09299432, 0.5962554, 1.0]], ['2, k, 3', [-0.09380335, 0.7311128, 1.0]], ['2, k, 4', [-0.2334861, 0.4854774, 1.0]], ['2, k, 5', [-0.3117791, 0.5463079, 1.0]], ['2, k, 6', [-0.3235805, 0.5672727, 1.0]], ['2, k, 7', [-0.3281009, 0.5851687, 1.0]], ['2, k, 8', [0.063205, 0.4801304, 1.0]], ['2, k, 9', [0.1039009, 0.2263552, 1.0]], ['2, k, 10', [0.1210459, 0.02623249, 1.0]], ['2, k, 11', [0.1128944, -0.02396129, 1.0]], ['2, k, 12', [-0.1581522, 0.003585837, 1.0]], ['2, k, 13', [-0.1745996, -0.2641458, 1.0]], ['2, k, 14', [-0.2100447, -0.576614, 1.0]], ['2, k, 15', [-0.2221138, -0.6530155, 1.0]], ['2, k, 16', [-0.02037678, 0.005897144, 1.0]], ['2, k, 17', [-0.02678016, -0.270104, 1.0]], ['2, k, 18', [-0.01386309, -0.5745154, 1.0]], ['2, k, 19', [-0.004379606, -0.6498563, 1.0]], ['2, k, 20', [-0.09285945, 0.5243849, 1.0]], ['2, k, 21', [-0.3404458, 0.5951019, 1.0]], ['2, k, 22', [-0.3565452, 0.5757319, 1.0]], ['2, k, 23', [0.1188041, -0.09959291, 1.0]], ['2, k, 24', [0.07896444, -0.06388377, 1.0]]]
[['2, k, 0', [-0.08963448, 0.007743234, 1.0]], ['2, k, 1', [-0.09243441, 0.3058317, 1.0]], ['2, k, 2', [-0.09406981, 0.5970247, 1.0]], ['2, k, 3', [-0.09476463, 0.7310638, 1.0]], ['2, k, 4', [-0.232877, 0.4898665, 1.0]], ['2, k, 5', [-0.2969904, 0.5788963, 1.0]], ['2, k, 6', [-0.3093165, 0.6334211, 1.0]], ['2, k, 7', [-0.3204076, 0.6573882, 1.0]], ['2, k, 8', [0.06189684, 0.4815571, 1.0]], ['2, k, 9', [0.1038152, 0.2268862, 1.0]], ['2, k, 10', [0.1213762, 0.02678168, 1.0]], ['2, k, 11', [0.1147851, -0.0246488, 1.0]], ['2, k, 12', [-0.1577717, 0.006268871, 1.0]], ['2, k, 13', [-0.1741193, -0.2634071, 1.0]], ['2, k, 14', [-0.210214, -0.5768253, 1.0]], ['2, k, 15', [-0.2218718, -0.6526211, 1.0]], ['2, k, 16', [-0.01909755, 0.009088139, 1.0]], ['2, k, 17', [-0.02677664, -0.2672371, 1.0]], ['2, k, 18', [-0.0137641, -0.5719617, 1.0]], ['2, k, 19', [-0.004447158, -0.6490698, 1.0]], ['2, k, 20', [-0.09369837, 0.5252915, 1.0]], ['2, k, 21', [-0.3365834, 0.6724929, 1.0]], ['2, k, 22', [-0.3470193, 0.651901, 1.0]], ['2, k, 23', [0.1032246, -0.0954898, 1.0]], ['2, k, 24', [0.08183733, -0.04103974, 1.0]]]
[['2, k, 0', [-0.08924729, 0.01025572, 1.0]], ['2, k, 1', [-0.09294292, 0.3075995, 1.0]], ['2, k, 2', [-0.09558504, 0.5982034, 1.0]], ['2, k, 3', [-0.09647194, 0.7316917, 1.0]], ['2, k, 4', [-0.2324326, 0.4944445, 1.0]], ['2, k, 5', [-0.3011165, 0.6130415, 1.0]], ['2, k, 6', [-0.3044762, 0.6927304, 1.0]], ['2, k, 7', [-0.3119227, 0.7232056, 1.0]], ['2, k, 8', [0.06005736, 0.4831941, 1.0]], ['2, k, 9', [0.1037993, 0.2281117, 1.0]], ['2, k, 10', [0.1222274, 0.02810216, 1.0]], ['2, k, 11', [0.1143201, -0.02290204, 1.0]], ['2, k, 12', [-0.1575168, 0.00852818, 1.0]], ['2, k, 13', [-0.1733053, -0.2614119, 1.0]], ['2, k, 14', [-0.2105752, -0.576088, 1.0]], ['2, k, 15', [-0.2210822, -0.651855, 1.0]], ['2, k, 16', [-0.01861046, 0.01179887, 1.0]], ['2, k, 17', [-0.02833345, -0.2656953, 1.0]], ['2, k, 18', [-0.0137719, -0.5719646, 1.0]], ['2, k, 19', [-0.004567487, -0.6491596, 1.0]], ['2, k, 20', [-0.09493245, 0.5266067, 1.0]], ['2, k, 21', [-0.3261879, 0.7489963, 1.0]], ['2, k, 22', [-0.3434089, 0.7128357, 1.0]], ['2, k, 23', [0.1078253, -0.06299549, 1.0]], ['2, k, 24', [0.08165347, -0.03440723, 1.0]]]
[['2, k, 0', [-0.08861588, 0.01157998, 1.0]], ['2, k, 1', [-0.09316111, 0.3093684, 1.0]], ['2, k, 2', [-0.09721006, 0.6005276, 1.0]], ['2, k, 3', [-0.09781324, 0.7321676, 1.0]], ['2, k, 4', [-0.2317676, 0.4956867, 1.0]], ['2, k, 5', [-0.2967536, 0.633598, 1.0]], ['2, k, 6', [-0.2951415, 0.7470508, 1.0]], ['2, k, 7', [-0.3032029, 0.7876803, 1.0]], ['2, k, 8', [0.05500379, 0.4865669, 1.0]], ['2, k, 9', [0.1037562, 0.2291481, 1.0]], ['2, k, 10', [0.1237028, 0.02929494, 1.0]], ['2, k, 11', [0.1139893, -0.0225876, 1.0]], ['2, k, 12', [-0.1572446, 0.009299722, 1.0]], ['2, k, 13', [-0.1730171, -0.2598608, 1.0]], ['2, k, 14', [-0.2107031, -0.5765424, 1.0]], ['2, k, 15', [-0.2198509, -0.6512408, 1.0]], ['2, k, 16', [-0.0175398, 0.01375622, 1.0]], ['2, k, 17', [-0.02888072, -0.2615923, 1.0]], ['2, k, 18', [-0.01359361, -0.5722252, 1.0]], ['2, k, 19', [-0.007624786, -0.6502513, 1.0]], ['2, k, 20', [-0.09615335, 0.5287997, 1.0]], ['2, k, 21', [-0.3060785, 0.8227071, 1.0]], ['2, k, 22', [-0.3296951, 0.7597824, 1.0]], ['2, k, 23', [0.1171125, -0.05966996, 1.0]], ['2, k, 24', [0.08716253, -0.05524412, 1.0]]]
[['2, k, 0', [-0.09017935, 0.02199666, 1.0]], ['2, k, 1', [-0.09570561, 0.318366, 1.0]], ['2, k, 2', [-0.100413, 0.6071956, 1.0]], ['2, k, 3', [-0.09807802, 0.7320257, 1.0]], ['2, k, 4', [-0.2321563, 0.5186983, 1.0]], ['2, k, 5', [-0.2889057, 0.6950556, 1.0]], ['2, k, 6', [-0.2934359, 0.8105205, 1.0]], ['2, k, 7', [-0.2887769, 0.8842757, 1.0]], ['2, k, 8', [0.05375711, 0.486665, 1.0]], ['2, k, 9', [0.1036207, 0.2294559, 1.0]], ['2, k, 10', [0.1237245, 0.02962745, 1.0]], ['2, k, 11', [0.114028, -0.02160453, 1.0]], ['2, k, 12', [-0.1578202, 0.02013713, 1.0]], ['2, k, 13', [-0.1731847, -0.2587934, 1.0]], ['2, k, 14', [-0.2109126, -0.5778039, 1.0]], ['2, k, 15', [-0.2199872, -0.6515377, 1.0]], ['2, k, 16', [-0.02014006, 0.02354416, 1.0]], ['2, k, 17', [-0.02832503, -0.2605612, 1.0]], ['2, k, 18', [-0.0135582, -0.5721001, 1.0]], ['2, k, 19', [-0.008544118, -0.6505668, 1.0]], ['2, k, 20', [-0.09928284, 0.5361026, 1.0]], ['2, k, 21', [-0.2883027, 0.9271823, 1.0]], ['2, k, 22', [-0.3212044, 0.8698938, 1.0]], ['2, k, 23', [0.1189756, -0.09209064, 1.0]], ['2, k, 24', [0.08561787, -0.04003754, 1.0]]]
[['2, k, 0', [-0.091148, 0.02459237, 1.0]], ['2, k, 1', [-0.09618241, 0.3207962, 1.0]], ['2, k, 2', [-0.1005151, 0.609273, 1.0]], ['2, k, 3', [-0.09819108, 0.7323329, 1.0]], ['2, k, 4', [-0.2322653, 0.5248222, 1.0]], ['2, k, 5', [-0.2877422, 0.7174372, 1.0]], ['2, k, 6', [-0.2803184, 0.8710071, 1.0]], ['2, k, 7', [-0.2819016, 0.9248801, 1.0]], ['2, k, 8', [0.04890637, 0.4874789, 1.0]], ['2, k, 9', [0.1033036, 0.2316562, 1.0]], ['2, k, 10', [0.1230981, 0.03179744, 1.0]], ['2, k, 11', [0.1134707, -0.02213395, 1.0]], ['2, k, 12', [-0.1587448, 0.02318173, 1.0]], ['2, k, 13', [-0.1812953, -0.2398838, 1.0]], ['2, k, 14', [-0.210868, -0.5757463, 1.0]], ['2, k, 15', [-0.2187005, -0.6500511, 1.0]], ['2, k, 16', [-0.02113285, 0.02559536, 1.0]], ['2, k, 17', [-0.02910976, -0.2598287, 1.0]], ['2, k, 18', [-0.01418666, -0.5726004, 1.0]], ['2, k, 19', [-0.007803297, -0.6512349, 1.0]], ['2, k, 20', [-0.09948251, 0.538286, 1.0]], ['2, k, 21', [-0.2765095, 0.9723371, 1.0]], ['2, k, 22', [-0.3204725, 0.9058492, 1.0]], ['2, k, 23', [0.1073154, -0.09573507, 1.0]], ['2, k, 24', [0.08617916, -0.02501891, 1.0]]]
[['2, k, 0', [-0.09162249, 0.02735205, 1.0]], ['2, k, 1', [-0.09687175, 0.3218023, 1.0]], ['2, k, 2', [-0.1014218, 0.6093729, 1.0]], ['2, k, 3', [-0.0983275, 0.7322248, 1.0]], ['2, k, 4', [-0.2326455, 0.5234348, 1.0]], ['2, k, 5', [-0.285859, 0.7390414, 1.0]], ['2, k, 6', [-0.2746293, 0.9226559, 1.0]], ['2, k, 7', [-0.2780223, 0.9600899, 1.0]], ['2, k, 8', [0.04870125, 0.4882875, 1.0]], ['2, k, 9', [0.1027826, 0.2343819, 1.0]], ['2, k, 10', [0.1232214, 0.03462216, 1.0]], ['2, k, 11', [0.1133922, -0.02243503, 1.0]], ['2, k, 12', [-0.159599, 0.02744455, 1.0]], ['2, k, 13', [-0.1804497, -0.2419663, 1.0]], ['2, k, 14', [-0.2107046, -0.5758705, 1.0]], ['2, k, 15', [-0.2174287, -0.6498915, 1.0]], ['2, k, 16', [-0.02134363, 0.02706553, 1.0]], ['2, k, 17', [-0.02891652, -0.2591369, 1.0]], ['2, k, 18', [-0.0143919, -0.5723488, 1.0]], ['2, k, 19', [-0.008220849, -0.6510592, 1.0]], ['2, k, 20', [-0.1002996, 0.5385717, 1.0]], ['2, k, 21', [-0.2780739, 1.011259, 1.0]], ['2, k, 22', [-0.3111669, 0.9396366, 1.0]], ['2, k, 23', [0.1074779, -0.09588002, 1.0]], ['2, k, 24', [0.08427206, -0.03538952, 1.0]]]
[['2, k, 0', [-0.0931626, 0.03171788, 1.0]], ['2, k, 1', [-0.09873907, 0.324702, 1.0]], ['2, k, 2', [-0.1036841, 0.610753, 1.0]], ['2, k, 3', [-0.09865382, 0.7327727, 1.0]], ['2, k, 4', [-0.2359894, 0.5349297, 1.0]], ['2, k, 5', [-0.2847647, 0.7521861, 1.0]], ['2, k, 6', [-0.2741746, 0.9436284, 1.0]], ['2, k, 7', [-0.2759054, 0.994567, 1.0]], ['2, k, 8', [0.04808814, 0.4883024, 1.0]], ['2, k, 9', [0.1024953, 0.236095, 1.0]], ['2, k, 10', [0.1227648, 0.03631076, 1.0]], ['2, k, 11', [0.1128998, -0.01858231, 1.0]], ['2, k, 12', [-0.1609606, 0.03142689, 1.0]], ['2, k, 13', [-0.1808868, -0.2391039, 1.0]], ['2, k, 14', [-0.2105485, -0.5759103, 1.0]], ['2, k, 15', [-0.2173542, -0.6500386, 1.0]], ['2, k, 16', [-0.0229858, 0.03143377, 1.0]], ['2, k, 17', [-0.02939876, -0.2529233, 1.0]], ['2, k, 18', [-0.0140378, -0.5727699, 1.0]], ['2, k, 19', [-0.008412925, -0.6508613, 1.0]], ['2, k, 20', [-0.1024722, 0.5403289, 1.0]], ['2, k, 21', [-0.2700259, 1.047306, 1.0]], ['2, k, 22', [-0.3115496, 0.9810634, 1.0]], ['2, k, 23', [0.1035942, -0.09583167, 1.0]], ['2, k, 24', [0.0829474, -0.02343091, 1.0]]]
[['2, k, 0', [-0.09479832, 0.03299017, 1.0]], ['2, k, 1', [-0.1006102, 0.3255688, 1.0]], ['2, k, 2', [-0.1060479, 0.610877, 1.0]], ['2, k, 3', [-0.09955567, 0.733285, 1.0]], ['2, k, 4', [-0.2382272, 0.5524033, 1.0]], ['2, k, 5', [-0.284537, 0.7580904, 1.0]], ['2, k, 6', [-0.2715195, 0.9645743, 1.0]], ['2, k, 7', [-0.2725112, 1.010006, 1.0]], ['2, k, 8', [0.04802267, 0.4885636, 1.0]], ['2, k, 9', [0.102353, 0.2370022, 1.0]], ['2, k, 10', [0.1234521, 0.03737548, 1.0]], ['2, k, 11', [0.1135395, -0.0152942, 1.0]], ['2, k, 12', [-0.1624897, 0.03275724, 1.0]], ['2, k, 13', [-0.1799917, -0.2412072, 1.0]], ['2, k, 14', [-0.2106092, -0.576194, 1.0]], ['2, k, 15', [-0.2174329, -0.6501685, 1.0]], ['2, k, 16', [-0.02490396, 0.03271024, 1.0]], ['2, k, 17', [-0.02945301, -0.2513197, 1.0]], ['2, k, 18', [-0.01406854, -0.5727247, 1.0]], ['2, k, 19', [-0.00847933, -0.6506558, 1.0]], ['2, k, 20', [-0.1047154, 0.5406836, 1.0]], ['2, k, 21', [-0.267259, 1.060234, 1.0]], ['2, k, 22', [-0.3061113, 1.002577, 1.0]], ['2, k, 23', [0.1143793, -0.08601068, 1.0]], ['2, k, 24', [0.07947563, -0.04547985, 1.0]]]
[['2, k, 0', [-0.09947031, 0.05076228, 1.0]], ['2, k, 1', [-0.1024807, 0.3309611, 1.0]], ['2, k, 2', [-0.1064632, 0.6110021, 1.0]], ['2, k, 3', [-0.1003076, 0.7337596, 1.0]], ['2, k, 4', [-0.2464672, 0.5894405, 1.0]], ['2, k, 5', [-0.2811076, 0.7803497, 1.0]], ['2, k, 6', [-0.2670663, 0.9886916, 1.0]], ['2, k, 7', [-0.2694039, 1.034507, 1.0]], ['2, k, 8', [0.0474815, 0.4886931, 1.0]], ['2, k, 9', [0.1022277, 0.2383327, 1.0]], ['2, k, 10', [0.1233156, 0.03865756, 1.0]], ['2, k, 11', [0.1138338, -0.01885285, 1.0]], ['2, k, 12', [-0.1644419, 0.05178384, 1.0]], ['2, k, 13', [-0.1795131, -0.2426546, 1.0]], ['2, k, 14', [-0.2106061, -0.5761973, 1.0]], ['2, k, 15', [-0.2190588, -0.6480447, 1.0]], ['2, k, 16', [-0.03214254, 0.04901252, 1.0]], ['2, k, 17', [-0.02982116, -0.249452, 1.0]], ['2, k, 18', [-0.01411117, -0.5726545, 1.0]], ['2, k, 19', [-0.008358085, -0.650581, 1.0]], ['2, k, 20', [-0.1053413, 0.5414833, 1.0]], ['2, k, 21', [-0.2643225, 1.08727, 1.0]], ['2, k, 22', [-0.3030107, 1.025173, 1.0]], ['2, k, 23', [0.1175406, -0.07992587, 1.0]], ['2, k, 24', [0.083267, -0.03729744, 1.0]]]
[['2, k, 0', [-0.1014326, 0.0551306, 1.0]], ['2, k, 1', [-0.1039428, 0.3344868, 1.0]], ['2, k, 2', [-0.1068464, 0.6114972, 1.0]], ['2, k, 3', [-0.1006231, 0.73421, 1.0]], ['2, k, 4', [-0.2494115, 0.6148703, 1.0]], ['2, k, 5', [-0.2816929, 0.7890577, 1.0]], ['2, k, 6', [-0.2653463, 0.9970225, 1.0]], ['2, k, 7', [-0.2632208, 1.051762, 1.0]], ['2, k, 8', [0.04803431, 0.4882876, 1.0]], ['2, k, 9', [0.1022217, 0.2383119, 1.0]], ['2, k, 10', [0.1233522, 0.03863075, 1.0]], ['2, k, 11', [0.113678, -0.008312527, 1.0]], ['2, k, 12', [-0.164929, 0.05627953, 1.0]], ['2, k, 13', [-0.1822879, -0.2356849, 1.0]], ['2, k, 14', [-0.2106335, -0.5758552, 1.0]], ['2, k, 15', [-0.2191066, -0.6477932, 1.0]], ['2, k, 16', [-0.03573973, 0.05318626, 1.0]], ['2, k, 17', [-0.03035404, -0.2492143, 1.0]], ['2, k, 18', [-0.01402358, -0.5721294, 1.0]], ['2, k, 19', [-0.006548211, -0.6492978, 1.0]], ['2, k, 20', [-0.1059731, 0.5426294, 1.0]], ['2, k, 21', [-0.259345, 1.101764, 1.0]], ['2, k, 22', [-0.3004317, 1.044475, 1.0]], ['2, k, 23', [0.1182444, -0.07022271, 1.0]], ['2, k, 24', [0.08485251, -0.01624625, 1.0]]]
[['2, k, 0', [-0.1020132, 0.05759855, 1.0]], ['2, k, 1', [-0.1041944, 0.3354884, 1.0]], ['2, k, 2', [-0.1068497, 0.6113582, 1.0]], ['2, k, 3', [-0.1006917, 0.7344415, 1.0]], ['2, k, 4', [-0.2474696, 0.6188443, 1.0]], ['2, k, 5', [-0.2726692, 0.8647296, 1.0]], ['2, k, 6', [-0.2508754, 1.054688, 1.0]], ['2, k, 7', [-0.2529584, 1.071619, 1.0]], ['2, k, 8', [0.04812264, 0.4883354, 1.0]], ['2, k, 9', [0.1022329, 0.2387731, 1.0]], ['2, k, 10', [0.1233434, 0.039134, 1.0]], ['2, k, 11', [0.1141621, -0.006022269, 1.0]], ['2, k, 12', [-0.1647829, 0.06000745, 1.0]], ['2, k, 13', [-0.1829876, -0.2329197, 1.0]], ['2, k, 14', [-0.2108356, -0.5763119, 1.0]], ['2, k, 15', [-0.2206102, -0.6499705, 1.0]], ['2, k, 16', [-0.03676066, 0.05461805, 1.0]], ['2, k, 17', [-0.03089507, -0.2489409, 1.0]], ['2, k, 18', [-0.01417688, -0.5723959, 1.0]], ['2, k, 19', [-0.006305226, -0.6495221, 1.0]], ['2, k, 20', [-0.1059932, 0.542648, 1.0]], ['2, k, 21', [-0.2535599, 1.130975, 1.0]], ['2, k, 22', [-0.2916567, 1.06604, 1.0]], ['2, k, 23', [0.109438, -0.07679431, 1.0]], ['2, k, 24', [0.08201897, -0.04047671, 1.0]]]
[['2, k, 0', [-0.1030136, 0.05981687, 1.0]], ['2, k, 1', [-0.1048711, 0.3370101, 1.0]], ['2, k, 2', [-0.107033, 0.6113982, 1.0]], ['2, k, 3', [-0.1012001, 0.7357293, 1.0]], ['2, k, 4', [-0.2475344, 0.6203812, 1.0]], ['2, k, 5', [-0.2722532, 0.8678216, 1.0]], ['2, k, 6', [-0.2511841, 1.059286, 1.0]], ['2, k, 7', [-0.2525711, 1.077619, 1.0]], ['2, k, 8', [0.04832745, 0.4883949, 1.0]], ['2, k, 9', [0.1022315, 0.2393582, 1.0]], ['2, k, 10', [0.123247, 0.03969806, 1.0]], ['2, k, 11', [0.1142214, -0.01030037, 1.0]], ['2, k, 12', [-0.1653019, 0.06273001, 1.0]], ['2, k, 13', [-0.1831167, -0.2317109, 1.0]], ['2, k, 14', [-0.2107766, -0.5762827, 1.0]], ['2, k, 15', [-0.2204128, -0.6501012, 1.0]], ['2, k, 16', [-0.03812059, 0.05614965, 1.0]], ['2, k, 17', [-0.03036295, -0.247638, 1.0]], ['2, k, 18', [-0.01377105, -0.5714087, 1.0]], ['2, k, 19', [-0.005835462, -0.6483449, 1.0]], ['2, k, 20', [-0.106295, 0.5430363, 1.0]], ['2, k, 21', [-0.2506345, 1.133748, 1.0]], ['2, k, 22', [-0.2866757, 1.080703, 1.0]], ['2, k, 23', [0.115914, -0.07583974, 1.0]], ['2, k, 24', [0.08428264, -0.03205181, 1.0]]]
[['2, k, 0', [-0.1030867, 0.06030594, 1.0]], ['2, k, 1', [-0.1051549, 0.3379703, 1.0]], ['2, k, 2', [-0.1072473, 0.6117097, 1.0]], ['2, k, 3', [-0.1009152, 0.7403166, 1.0]], ['2, k, 4', [-0.2440373, 0.62139, 1.0]], ['2, k, 5', [-0.2712711, 0.8728197, 1.0]], ['2, k, 6', [-0.2501806, 1.066376, 1.0]], ['2, k, 7', [-0.2497261, 1.086018, 1.0]], ['2, k, 8', [0.04709898, 0.4886945, 1.0]], ['2, k, 9', [0.1022488, 0.2409514, 1.0]], ['2, k, 10', [0.1229922, 0.04127316, 1.0]], ['2, k, 11', [0.1133329, -0.005919116, 1.0]], ['2, k, 12', [-0.1651968, 0.06311706, 1.0]], ['2, k, 13', [-0.1831425, -0.2314087, 1.0]], ['2, k, 14', [-0.21084, -0.5763489, 1.0]], ['2, k, 15', [-0.2217565, -0.6503922, 1.0]], ['2, k, 16', [-0.03841578, 0.05668463, 1.0]], ['2, k, 17', [-0.0303422, -0.2475142, 1.0]], ['2, k, 18', [-0.01377608, -0.5720281, 1.0]], ['2, k, 19', [-0.005838938, -0.6486682, 1.0]], ['2, k, 20', [-0.1066065, 0.5436605, 1.0]], ['2, k, 21', [-0.2418631, 1.145105, 1.0]], ['2, k, 22', [-0.2855381, 1.080003, 1.0]], ['2, k, 23', [0.1179506, -0.07439255, 1.0]], ['2, k, 24', [0.08332986, -0.03158686, 1.0]]]
[['2, k, 0', [-0.1040194, 0.06327561, 1.0]], ['2, k, 1', [-0.1049439, 0.3391861, 1.0]], ['2, k, 2', [-0.1061734, 0.6116016, 1.0]], ['2, k, 3', [-0.1008489, 0.7404076, 1.0]], ['2, k, 4', [-0.2435123, 0.6214908, 1.0]], ['2, k, 5', [-0.2722385, 0.8761578, 1.0]], ['2, k, 6', [-0.2485779, 1.070101, 1.0]], ['2, k, 7', [-0.2488349, 1.090619, 1.0]], ['2, k, 8', [0.04706301, 0.4887268, 1.0]], ['2, k, 9', [0.1023213, 0.2413037, 1.0]], ['2, k, 10', [0.1222668, 0.04156545, 1.0]], ['2, k, 11', [0.1134409, -0.008928155, 1.0]], ['2, k, 12', [-0.1654706, 0.06704731, 1.0]], ['2, k, 13', [-0.1795076, -0.2392403, 1.0]], ['2, k, 14', [-0.2106027, -0.5778108, 1.0]], ['2, k, 15', [-0.2212033, -0.6525095, 1.0]], ['2, k, 16', [-0.04037747, 0.05985427, 1.0]], ['2, k, 17', [-0.03074722, -0.2464105, 1.0]], ['2, k, 18', [-0.01359919, -0.5721012, 1.0]], ['2, k, 19', [-0.006229222, -0.6471615, 1.0]], ['2, k, 20', [-0.105909, 0.543942, 1.0]], ['2, k, 21', [-0.2364348, 1.144513, 1.0]], ['2, k, 22', [-0.2804081, 1.096079, 1.0]], ['2, k, 23', [0.1134593, -0.08003373, 1.0]], ['2, k, 24', [0.08325094, -0.01916577, 1.0]]]
[['2, k, 0', [-0.1039598, 0.0636536, 1.0]], ['2, k, 1', [-0.1052212, 0.3399559, 1.0]], ['2, k, 2', [-0.1068169, 0.6120924, 1.0]], ['2, k, 3', [-0.1007437, 0.7401521, 1.0]], ['2, k, 4', [-0.2425273, 0.6229272, 1.0]], ['2, k, 5', [-0.2763175, 0.8383462, 1.0]], ['2, k, 6', [-0.2531338, 1.03124, 1.0]], ['2, k, 7', [-0.2495012, 1.091763, 1.0]], ['2, k, 8', [0.04658955, 0.4891841, 1.0]], ['2, k, 9', [0.1023011, 0.2424664, 1.0]], ['2, k, 10', [0.1224976, 0.04274685, 1.0]], ['2, k, 11', [0.1121754, -0.003726435, 1.0]], ['2, k, 12', [-0.1652448, 0.06731074, 1.0]], ['2, k, 13', [-0.1780026, -0.2420811, 1.0]], ['2, k, 14', [-0.2105298, -0.5779464, 1.0]], ['2, k, 15', [-0.2205034, -0.6515784, 1.0]], ['2, k, 16', [-0.04041225, 0.0601969, 1.0]], ['2, k, 17', [-0.02878011, -0.245673, 1.0]], ['2, k, 18', [-0.01328862, -0.5706013, 1.0]], ['2, k, 19', [-0.006375937, -0.6460013, 1.0]], ['2, k, 20', [-0.106463, 0.5446267, 1.0]], ['2, k, 21', [-0.2444668, 1.144115, 1.0]], ['2, k, 22', [-0.2844574, 1.083014, 1.0]], ['2, k, 23', [0.1096084, -0.07691955, 1.0]], ['2, k, 24', [0.08247704, 0.0005863383, 1.0]]]
[['2, k, 0', [-0.1040435, 0.06385159, 1.0]], ['2, k, 1', [-0.105437, 0.3403912, 1.0]], ['2, k, 2', [-0.1070615, 0.6122236, 1.0]], ['2, k, 3', [-0.10075, 0.7401193, 1.0]], ['2, k, 4', [-0.2426461, 0.6231331, 1.0]], ['2, k, 5', [-0.2772951, 0.8694968, 1.0]], ['2, k, 6', [-0.2482817, 1.062011, 1.0]], ['2, k, 7', [-0.2500603, 1.093413, 1.0]], ['2, k, 8', [0.04654228, 0.4893396, 1.0]], ['2, k, 9', [0.1022518, 0.2427662, 1.0]], ['2, k, 10', [0.1229346, 0.04311379, 1.0]], ['2, k, 11', [0.1128282, -0.008198892, 1.0]], ['2, k, 12', [-0.1652269, 0.06759886, 1.0]], ['2, k, 13', [-0.1770767, -0.2433134, 1.0]], ['2, k, 14', [-0.2106283, -0.5762143, 1.0]], ['2, k, 15', [-0.2199589, -0.6478313, 1.0]], ['2, k, 16', [-0.04057626, 0.06028386, 1.0]], ['2, k, 17', [-0.02903957, -0.2449622, 1.0]], ['2, k, 18', [-0.01348996, -0.5695909, 1.0]], ['2, k, 19', [-0.005331901, -0.6457641, 1.0]], ['2, k, 20', [-0.1067051, 0.5449265, 1.0]], ['2, k, 21', [-0.2377641, 1.15458, 1.0]], ['2, k, 22', [-0.2838268, 1.094376, 1.0]], ['2, k, 23', [0.1116191, -0.0807718, 1.0]], ['2, k, 24', [0.08025779, -0.008612495, 1.0]]]
