[['2, k, 0', [0.3215052, -0.1944784, 1.0]], ['2, k, 1', [0.3454711, 0.08908043, 1.0]], ['2, k, 2', [0.3674488, 0.3650023, 1.0]], ['2, k, 3', [0.3708256, 0.5011445, 1.0]], ['2, k, 4', [0.1976009, 0.2544083, 1.0]], ['2, k, 5', [0.09492137, 0.06005344, 1.0]], ['2, k, 6', [0.01609663, -0.1176931, 1.0]], ['2, k, 7', [-0.01611795, -0.1763823, 1.0]], ['2, k, 8', [0.5257646, 0.2448555, 1.0]], ['2, k, 9', [0.5886514, -0.03127953, 1.0]], ['2, k, 10', [0.6231673, -0.2534695, 1.0]], ['2, k, 11', [0.6271158, -0.3177761, 1.0]], ['2, k, 12', [0.2303289, -0.1881164, 1.0]], ['2, k, 13', [0.1140026, -0.2651818, 1.0]], ['2, k, 14', [0.1098049, -0.6406077, 1.0]], ['2, k, 15', [0.05918169, -0.6980273, 1.0]], ['2, k, 16', [0.4048895, -0.1966343, 1.0]], ['2, k, 17', [0.3964148, -0.2813733, 1.0]], ['2, k, 18', [0.3734657, -0.6529247, 1.0]], ['2, k, 19', [0.3863217, -0.7076529, 1.0]], ['2, k, 20', [0.3621675, 0.2968564, 1.0]], ['2, k, 21', [-0.05846125, -0.2417938, 1.0]], ['2, k, 22', [0.02396884, -0.1977949, 1.0]], ['2, k, 23', [0.6432725, -0.3922793, 1.0]], ['2, k, 24', [0.6425418, -0.291283, 1.0]]]
[['2, k, 0', [0.3171627, -0.1840378, 1.0]], ['2, k, 1', [0.3414513, 0.09507992, 1.0]], ['2, k, 2', [0.3628327, 0.3689664, 1.0]], ['2, k, 3', [0.3648654, 0.5077707, 1.0]], ['2, k, 4', [0.2069869, 0.3153499, 1.0]], ['2, k, 5', [0.133827, 0.5141146, 1.0]], ['2, k, 6', [0.1250449, 0.7284825, 1.0]], ['2, k, 7', [0.1138819, 0.7915349, 1.0]], ['2, k, 8', [0.5207201, 0.2574475, 1.0]], ['2, k, 9', [0.5854087, -0.01385293, 1.0]], ['2, k, 10', [0.5974067, -0.2526441, 1.0]], ['2, k, 11', [0.5968577, -0.3006611, 1.0]], ['2, k, 12', [0.2266662, -0.1735114, 1.0]], ['2, k, 13', [0.1157783, -0.2609598, 1.0]], ['2, k, 14', [0.1100769, -0.6368728, 1.0]], ['2, k, 15', [0.05950495, -0.6971294, 1.0]], ['2, k, 16', [0.3996516, -0.188977, 1.0]], ['2, k, 17', [0.3972642, -0.2777301, 1.0]], ['2, k, 18', [0.3736094, -0.6490068, 1.0]], ['2, k, 19', [0.3833409, -0.7079321, 1.0]], ['2, k, 20', [0.3579949, 0.3014722, 1.0]], ['2, k, 21', [0.1036827, 0.8561007, 1.0]], ['2, k, 22', [0.1597044, 0.7679833, 1.0]], ['2, k, 23', [0.5998663, -0.3785596, 1.0]], ['2, k, 24', [0.6334693, -0.3075894, 1.0]]]
[['2, k, 0', [0.3163035, -0.1823407, 1.0]], ['2, k, 1', [0.3407025, 0.09597591, 1.0]], ['2, k, 2', [0.3624335, 0.3691235, 1.0]], ['2, k, 3', [0.3633741, 0.5077654, 1.0]], ['2, k, 4', [0.207148, 0.3192162, 1.0]], ['2, k, 5', [0.1475864, 0.5471362, 1.0]], ['2, k, 6', [0.1449291, 0.765113, 1.0]], ['2, k, 7', [0.1459685, 0.8264725, 1.0]], ['2, k, 8', [0.5188043, 0.2589204, 1.0]], ['2, k, 9', [0.5848353, -0.01258949, 1.0]], ['2, k, 10', [0.5977942, -0.2460676, 1.0]], ['2, k, 11', [0.5971541, -0.2991538, 1.0]], ['2, k, 12', [0.2263071, -0.1719557, 1.0]], ['2, k, 13', [0.1158719, -0.2610695, 1.0]], ['2, k, 14', [0.1095467, -0.6370627, 1.0]], ['2, k, 15', [0.05517459, -0.696907, 1.0]], ['2, k, 16', [0.3982236, -0.1874178, 1.0]], ['2, k, 17', [0.3972777, -0.2773063, 1.0]], ['2, k, 18', [0.373531, -0.6485406, 1.0]], ['2, k, 19', [0.383183, -0.7081962, 1.0]], ['2, k, 20', [0.3575031, 0.3017524, 1.0]], ['2, k, 21', [0.1416765, 0.8984065, 1.0]], ['2, k, 22', [0.1905411, 0.7955133, 1.0]], ['2, k, 23', [0.6025099, -0.3760006, 1.0]], ['2, k, 24', [0.6313823, -0.2990527, 1.0]]]
[['2, k, 0', [0.3150487, -0.1809718, 1.0]], ['2, k, 1', [0.339913, 0.09648947, 1.0]], ['2, k, 2', [0.3618685, 0.3689865, 1.0]], ['2, k, 3', [0.3592741, 0.5081887, 1.0]], ['2, k, 4', [0.2073196, 0.3196476, 1.0]], ['2, k, 5', [0.1658346, 0.5526994, 1.0]], ['2, k, 6', [0.1817531, 0.7988768, 1.0]], ['2, k, 7', [0.1769382, 0.857338, 1.0]], ['2, k, 8', [0.5157112, 0.2609155, 1.0]], ['2, k, 9', [0.5843984, -0.00715835, 1.0]], ['2, k, 10', [0.5976271, -0.2480537, 1.0]], ['2, k, 11', [0.5950581, -0.2994556, 1.0]], ['2, k, 12', [0.2256791, -0.1708759, 1.0]], ['2, k, 13', [0.1159066, -0.260978, 1.0]], ['2, k, 14', [0.1095849, -0.6370004, 1.0]], ['2, k, 15', [0.05642952, -0.6964538, 1.0]], ['2, k, 16', [0.3963897, -0.1860366, 1.0]], ['2, k, 17', [0.397506, -0.2779522, 1.0]], ['2, k, 18', [0.37367, -0.6492073, 1.0]], ['2, k, 19', [0.3831006, -0.7086294, 1.0]], ['2, k, 20', [0.356905, 0.3017702, 1.0]], ['2, k, 21', [0.169768, 0.9368143, 1.0]], ['2, k, 22', [0.2187735, 0.83481, 1.0]], ['2, k, 23', [0.599836, -0.3818159, 1.0]], ['2, k, 24', [0.6272808, -0.2938804, 1.0]]]
[['2, k, 0', [0.3149828, -0.1780443, 1.0]], ['2, k, 1', [0.3391486, 0.09773707, 1.0]], ['2, k, 2', [0.3607226, 0.3691106, 1.0]], ['2, k, 3', [0.3442497, 0.5042098, 1.0]], ['2, k, 4', [0.2076042, 0.3181609, 1.0]], ['2, k, 5', [0.1761152, 0.5879799, 1.0]], ['2, k, 6', [0.2026426, 0.8548639, 1.0]], ['2, k, 7', [0.202584, 0.8909165, 1.0]], ['2, k, 8', [0.5140528, 0.262151, 1.0]], ['2, k, 9', [0.5840179, -0.003325461, 1.0]], ['2, k, 10', [0.597784, -0.2487594, 1.0]], ['2, k, 11', [0.5967624, -0.2987406, 1.0]], ['2, k, 12', [0.2263376, -0.1679716, 1.0]], ['2, k, 13', [0.1171162, -0.2597135, 1.0]], ['2, k, 14', [0.1105652, -0.6357908, 1.0]], ['2, k, 15', [0.05906704, -0.6940132, 1.0]], ['2, k, 16', [0.3956628, -0.1822363, 1.0]], ['2, k, 17', [0.3973245, -0.2777466, 1.0]], ['2, k, 18', [0.3739054, -0.6491509, 1.0]], ['2, k, 19', [0.3829163, -0.7082554, 1.0]], ['2, k, 20', [0.3558747, 0.3021274, 1.0]], ['2, k, 21', [0.1972812, 0.9547983, 1.0]], ['2, k, 22', [0.2531596, 0.8646265, 1.0]], ['2, k, 23', [0.601193, -0.378216, 1.0]], ['2, k, 24', [0.6295161, -0.2931454, 1.0]]]
[['2, k, 0', [0.3160967, -0.1756776, 1.0]], ['2, k, 1', [0.3390767, 0.09840453, 1.0]], ['2, k, 2', [0.3601005, 0.3689754, 1.0]], ['2, k, 3', [0.3306932, 0.5008733, 1.0]], ['2, k, 4', [0.2077647, 0.3169364, 1.0]], ['2, k, 5', [0.1885947, 0.5911328, 1.0]], ['2, k, 6', [0.2211377, 0.8643216, 1.0]], ['2, k, 7', [0.2312128, 0.8906681, 1.0]], ['2, k, 8', [0.5120416, 0.263424, 1.0]], ['2, k, 9', [0.5845352, -0.001362584, 1.0]], ['2, k, 10', [0.5974593, -0.2518497, 1.0]], ['2, k, 11', [0.595336, -0.2955441, 1.0]], ['2, k, 12', [0.2280935, -0.1663096, 1.0]], ['2, k, 13', [0.11783, -0.2590867, 1.0]], ['2, k, 14', [0.1114013, -0.6350451, 1.0]], ['2, k, 15', [0.06040809, -0.6936799, 1.0]], ['2, k, 16', [0.3964319, -0.1785791, 1.0]], ['2, k, 17', [0.3975072, -0.2785596, 1.0]], ['2, k, 18', [0.3739126, -0.6499475, 1.0]], ['2, k, 19', [0.3830627, -0.708735, 1.0]], ['2, k, 20', [0.3554519, 0.3021852, 1.0]], ['2, k, 21', [0.237169, 0.945156, 1.0]], ['2, k, 22', [0.2825647, 0.8889017, 1.0]], ['2, k, 23', [0.5972726, -0.3755963, 1.0]], ['2, k, 24', [0.6305573, -0.2888498, 1.0]]]
[['2, k, 0', [0.3164118, -0.1743962, 1.0]], ['2, k, 1', [0.3388119, 0.09910045, 1.0]], ['2, k, 2', [0.3593606, 0.3690161, 1.0]], ['2, k, 3', [0.3187314, 0.5018508, 1.0]], ['2, k, 4', [0.2083816, 0.3153563, 1.0]], ['2, k, 5', [0.2007238, 0.5925043, 1.0]], ['2, k, 6', [0.2561289, 0.8306351, 1.0]], ['2, k, 7', [0.2547815, 0.8952498, 1.0]], ['2, k, 8', [0.5103952, 0.2644736, 1.0]], ['2, k, 9', [0.584932, -0.0005497427, 1.0]], ['2, k, 10', [0.5978363, -0.2542334, 1.0]], ['2, k, 11', [0.5957944, -0.2996486, 1.0]], ['2, k, 12', [0.2285095, -0.1658647, 1.0]], ['2, k, 13', [0.1178294, -0.2592053, 1.0]], ['2, k, 14', [0.1108601, -0.6352518, 1.0]], ['2, k, 15', [0.06146281, -0.6931052, 1.0]], ['2, k, 16', [0.3965352, -0.176586, 1.0]], ['2, k, 17', [0.3976814, -0.2785522, 1.0]], ['2, k, 18', [0.3740068, -0.6499656, 1.0]], ['2, k, 19', [0.3829728, -0.7083495, 1.0]], ['2, k, 20', [0.3548395, 0.3023795, 1.0]], ['2, k, 21', [0.2561244, 0.9803115, 1.0]], ['2, k, 22', [0.3051859, 0.8912781, 1.0]], ['2, k, 23', [0.5987658, -0.3814467, 1.0]], ['2, k, 24', [0.631593, -0.296765, 1.0]]]
[['2, k, 0', [0.3168163, -0.1723009, 1.0]], ['2, k, 1', [0.336648, 0.1018672, 1.0]], ['2, k, 2', [0.3519732, 0.3722661, 1.0]], ['2, k, 3', [0.3172216, 0.5017789, 1.0]], ['2, k, 4', [0.2087168, 0.3130529, 1.0]], ['2, k, 5', [0.2071451, 0.5913057, 1.0]], ['2, k, 6', [0.2632411, 0.8263707, 1.0]], ['2, k, 7', [0.2741981, 0.8936979, 1.0]], ['2, k, 8', [0.5087127, 0.265854, 1.0]], ['2, k, 9', [0.585309, 0.001013887, 1.0]], ['2, k, 10', [0.596117, -0.245588, 1.0]], ['2, k, 11', [0.5936251, -0.2975607, 1.0]], ['2, k, 12', [0.2288266, -0.1650933, 1.0]], ['2, k, 13', [0.117848, -0.2593948, 1.0]], ['2, k, 14', [0.1110511, -0.6351435, 1.0]], ['2, k, 15', [0.06287846, -0.6945106, 1.0]], ['2, k, 16', [0.3969349, -0.17329, 1.0]], ['2, k, 17', [0.3974211, -0.2785555, 1.0]], ['2, k, 18', [0.3742869, -0.650081, 1.0]], ['2, k, 19', [0.382897, -0.708229, 1.0]], ['2, k, 20', [0.3489287, 0.3055863, 1.0]], ['2, k, 21', [0.2766505, 0.971495, 1.0]], ['2, k, 22', [0.3258257, 0.8967221, 1.0]], ['2, k, 23', [0.5943269, -0.3791627, 1.0]], ['2, k, 24', [0.6309607, -0.3078442, 1.0]]]
[['2, k, 0', [0.3169861, -0.1712981, 1.0]], ['2, k, 1', [0.3359429, 0.1026726, 1.0]], ['2, k, 2', [0.3504405, 0.3723082, 1.0]], ['2, k, 3', [0.316986, 0.5016615, 1.0]], ['2, k, 4', [0.2107896, 0.3057858, 1.0]], ['2, k, 5', [0.2112387, 0.5842572, 1.0]], ['2, k, 6', [0.2733957, 0.8220122, 1.0]], ['2, k, 7', [0.2851372, 0.8970691, 1.0]], ['2, k, 8', [0.508462, 0.2660712, 1.0]], ['2, k, 9', [0.5853661, 0.001099352, 1.0]], ['2, k, 10', [0.5955257, -0.2417798, 1.0]], ['2, k, 11', [0.5939137, -0.2955237, 1.0]], ['2, k, 12', [0.2291888, -0.1648305, 1.0]], ['2, k, 13', [0.1178411, -0.259295, 1.0]], ['2, k, 14', [0.1115104, -0.6351533, 1.0]], ['2, k, 15', [0.06365968, -0.6936904, 1.0]], ['2, k, 16', [0.3969012, -0.1709145, 1.0]], ['2, k, 17', [0.3973106, -0.2786663, 1.0]], ['2, k, 18', [0.3741311, -0.6501981, 1.0]], ['2, k, 19', [0.3823928, -0.7077443, 1.0]], ['2, k, 20', [0.3475236, 0.3058652, 1.0]], ['2, k, 21', [0.2941391, 0.9765558, 1.0]], ['2, k, 22', [0.3356728, 0.8988254, 1.0]], ['2, k, 23', [0.5977264, -0.3794193, 1.0]], ['2, k, 24', [0.6298847, -0.3046098, 1.0]]]
[['2, k, 0', [0.3171722, -0.1669244, 1.0]], ['2, k, 1', [0.3353615, 0.104354, 1.0]], ['2, k, 2', [0.349967, 0.3722968, 1.0]], ['2, k, 3', [0.312833, 0.5062642, 1.0]], ['2, k, 4', [0.2111526, 0.3032379, 1.0]], ['2, k, 5', [0.2145596, 0.5819222, 1.0]], ['2, k, 6', [0.2770059, 0.836143, 1.0]], ['2, k, 7', [0.2894355, 0.8967748, 1.0]], ['2, k, 8', [0.506425, 0.267166, 1.0]], ['2, k, 9', [0.5856833, 0.001520842, 1.0]], ['2, k, 10', [0.5967386, -0.2519215, 1.0]], ['2, k, 11', [0.5936291, -0.3004569, 1.0]], ['2, k, 12', [0.2302238, -0.1620842, 1.0]], ['2, k, 13', [0.1178977, -0.2592786, 1.0]], ['2, k, 14', [0.1113172, -0.6348771, 1.0]], ['2, k, 15', [0.06314797, -0.6946399, 1.0]], ['2, k, 16', [0.3961274, -0.1646574, 1.0]], ['2, k, 17', [0.3972132, -0.277786, 1.0]], ['2, k, 18', [0.3742471, -0.6493595, 1.0]], ['2, k, 19', [0.3819611, -0.7072328, 1.0]], ['2, k, 20', [0.3469948, 0.3061311, 1.0]], ['2, k, 21', [0.2983684, 0.9758532, 1.0]], ['2, k, 22', [0.3393715, 0.8884932, 1.0]], ['2, k, 23', [0.5957005, -0.3871837, 1.0]], ['2, k, 24', [0.626956, -0.302601, 1.0]]]
[['2, k, 0', [0.3172574, -0.1667944, 1.0]], ['2, k, 1', [0.3344239, 0.1050268, 1.0]], ['2, k, 2', [0.3468196, 0.3731364, 1.0]], ['2, k, 3', [0.3129427, 0.5058874, 1.0]], ['2, k, 4', [0.2116412, 0.3010217, 1.0]], ['2, k, 5', [0.2151256, 0.579698, 1.0]], ['2, k, 6', [0.2771306, 0.8369228, 1.0]], ['2, k, 7', [0.2872104, 0.8931774, 1.0]], ['2, k, 8', [0.506475, 0.2671028, 1.0]], ['2, k, 9', [0.5857546, 0.001637014, 1.0]], ['2, k, 10', [0.5967875, -0.2540794, 1.0]], ['2, k, 11', [0.5950066, -0.3027609, 1.0]], ['2, k, 12', [0.2302593, -0.162075, 1.0]], ['2, k, 13', [0.1178966, -0.2593102, 1.0]], ['2, k, 14', [0.111446, -0.6353592, 1.0]], ['2, k, 15', [0.06489091, -0.6921531, 1.0]], ['2, k, 16', [0.3962588, -0.1646002, 1.0]], ['2, k, 17', [0.3970101, -0.2787046, 1.0]], ['2, k, 18', [0.3743494, -0.65022, 1.0]], ['2, k, 19', [0.3861696, -0.7069391, 1.0]], ['2, k, 20', [0.3443585, 0.3069984, 1.0]], ['2, k, 21', [0.2935026, 0.9711935, 1.0]], ['2, k, 22', [0.3345872, 0.890657, 1.0]], ['2, k, 23', [0.6002054, -0.3838462, 1.0]], ['2, k, 24', [0.6296846, -0.2989167, 1.0]]]
[['2, k, 0', [0.3174237, -0.1667956, 1.0]], ['2, k, 1', [0.3343404, 0.1051103, 1.0]], ['2, k, 2', [0.3466285, 0.3730545, 1.0]], ['2, k, 3', [0.3128366, 0.5059137, 1.0]], ['2, k, 4', [0.2124948, 0.2994924, 1.0]], ['2, k, 5', [0.2146937, 0.5779492, 1.0]], ['2, k, 6', [0.2748224, 0.8245785, 1.0]], ['2, k, 7', [0.2793821, 0.8911594, 1.0]], ['2, k, 8', [0.50646, 0.2671166, 1.0]], ['2, k, 9', [0.5861124, 0.005550686, 1.0]], ['2, k, 10', [0.5951227, -0.2447535, 1.0]], ['2, k, 11', [0.5916534, -0.2969618, 1.0]], ['2, k, 12', [0.2304724, -0.1621778, 1.0]], ['2, k, 13', [0.1179344, -0.259171, 1.0]], ['2, k, 14', [0.1131493, -0.634862, 1.0]], ['2, k, 15', [0.05791022, -0.6951857, 1.0]], ['2, k, 16', [0.3964751, -0.1647009, 1.0]], ['2, k, 17', [0.3976077, -0.2789811, 1.0]], ['2, k, 18', [0.3744004, -0.6502522, 1.0]], ['2, k, 19', [0.3895032, -0.705876, 1.0]], ['2, k, 20', [0.3441547, 0.3069652, 1.0]], ['2, k, 21', [0.2856956, 0.9704798, 1.0]], ['2, k, 22', [0.3352668, 0.8930381, 1.0]], ['2, k, 23', [0.6023746, -0.3828942, 1.0]], ['2, k, 24', [0.6268444, -0.2884137, 1.0]]]
[['2, k, 0', [0.3174832, -0.1667518, 1.0]], ['2, k, 1', [0.3341247, 0.1053824, 1.0]], ['2, k, 2', [0.3463323, 0.373229, 1.0]], ['2, k, 3', [0.3134081, 0.5041625, 1.0]], ['2, k, 4', [0.2126257, 0.2996537, 1.0]], ['2, k, 5', [0.2115028, 0.5769572, 1.0]], ['2, k, 6', [0.2650761, 0.8176339, 1.0]], ['2, k, 7', [0.2640205, 0.8817016, 1.0]], ['2, k, 8', [0.5063535, 0.2670888, 1.0]], ['2, k, 9', [0.5861008, 0.005182558, 1.0]], ['2, k, 10', [0.5963217, -0.2509511, 1.0]], ['2, k, 11', [0.5947984, -0.2985359, 1.0]], ['2, k, 12', [0.2305784, -0.1621141, 1.0]], ['2, k, 13', [0.1179381, -0.2591646, 1.0]], ['2, k, 14', [0.1120979, -0.6350832, 1.0]], ['2, k, 15', [0.06072067, -0.6938249, 1.0]], ['2, k, 16', [0.3965336, -0.1647626, 1.0]], ['2, k, 17', [0.3974069, -0.2787111, 1.0]], ['2, k, 18', [0.3744308, -0.6500205, 1.0]], ['2, k, 19', [0.3865748, -0.7045928, 1.0]], ['2, k, 20', [0.3438321, 0.3071748, 1.0]], ['2, k, 21', [0.266694, 0.962947, 1.0]], ['2, k, 22', [0.3109836, 0.8792067, 1.0]], ['2, k, 23', [0.5973088, -0.3810962, 1.0]], ['2, k, 24', [0.6301571, -0.2947429, 1.0]]]
[['2, k, 0', [0.3179885, -0.1680855, 1.0]], ['2, k, 1', [0.3340924, 0.10534, 1.0]], ['2, k, 2', [0.3461625, 0.373509, 1.0]], ['2, k, 3', [0.3149624, 0.503866, 1.0]], ['2, k, 4', [0.2126966, 0.2997259, 1.0]], ['2, k, 5', [0.2048816, 0.5745417, 1.0]], ['2, k, 6', [0.2473028, 0.8132758, 1.0]], ['2, k, 7', [0.2462893, 0.8732648, 1.0]], ['2, k, 8', [0.5063183, 0.2671019, 1.0]], ['2, k, 9', [0.5862889, 0.005299491, 1.0]], ['2, k, 10', [0.5967276, -0.2536567, 1.0]], ['2, k, 11', [0.5948696, -0.2981972, 1.0]], ['2, k, 12', [0.230871, -0.1636143, 1.0]], ['2, k, 13', [0.11793, -0.2590049, 1.0]], ['2, k, 14', [0.1130259, -0.6347075, 1.0]], ['2, k, 15', [0.05822609, -0.6943098, 1.0]], ['2, k, 16', [0.398148, -0.1689245, 1.0]], ['2, k, 17', [0.3972682, -0.2787506, 1.0]], ['2, k, 18', [0.3744498, -0.6498585, 1.0]], ['2, k, 19', [0.3825959, -0.7088787, 1.0]], ['2, k, 20', [0.3436915, 0.3073258, 1.0]], ['2, k, 21', [0.2469195, 0.9511872, 1.0]], ['2, k, 22', [0.2920408, 0.8625863, 1.0]], ['2, k, 23', [0.5957085, -0.3871828, 1.0]], ['2, k, 24', [0.6302457, -0.2983674, 1.0]]]
[['2, k, 0', [0.3180386, -0.1680904, 1.0]], ['2, k, 1', [0.3344631, 0.1053589, 1.0]], ['2, k, 2', [0.3478493, 0.3733433, 1.0]], ['2, k, 3', [0.3233196, 0.5025725, 1.0]], ['2, k, 4', [0.2132763, 0.2991064, 1.0]], ['2, k, 5', [0.1884156, 0.5674184, 1.0]], ['2, k, 6', [0.2187747, 0.7988567, 1.0]], ['2, k, 7', [0.2210977, 0.8619397, 1.0]], ['2, k, 8', [0.506344, 0.267085, 1.0]], ['2, k, 9', [0.5862937, 0.005309771, 1.0]], ['2, k, 10', [0.596769, -0.2536038, 1.0]], ['2, k, 11', [0.5941167, -0.2988634, 1.0]], ['2, k, 12', [0.2309041, -0.1635846, 1.0]], ['2, k, 13', [0.1179609, -0.2589828, 1.0]], ['2, k, 14', [0.1132536, -0.6345428, 1.0]], ['2, k, 15', [0.06172475, -0.6938413, 1.0]], ['2, k, 16', [0.3981967, -0.1689543, 1.0]], ['2, k, 17', [0.3973461, -0.278831, 1.0]], ['2, k, 18', [0.3743766, -0.6498498, 1.0]], ['2, k, 19', [0.3826964, -0.7088178, 1.0]], ['2, k, 20', [0.3448907, 0.3072346, 1.0]], ['2, k, 21', [0.2180074, 0.9375998, 1.0]], ['2, k, 22', [0.2667994, 0.8538674, 1.0]], ['2, k, 23', [0.5984197, -0.3871793, 1.0]], ['2, k, 24', [0.6298021, -0.3018402, 1.0]]]
[['2, k, 0', [0.3178596, -0.169546, 1.0]], ['2, k, 1', [0.3343396, 0.1051766, 1.0]], ['2, k, 2', [0.3478243, 0.3734554, 1.0]], ['2, k, 3', [0.342642, 0.5079616, 1.0]], ['2, k, 4', [0.2132396, 0.299678, 1.0]], ['2, k, 5', [0.1827732, 0.5641414, 1.0]], ['2, k, 6', [0.2058489, 0.7870682, 1.0]], ['2, k, 7', [0.1951497, 0.8484547, 1.0]], ['2, k, 8', [0.5066301, 0.2670712, 1.0]], ['2, k, 9', [0.5864527, 0.005111327, 1.0]], ['2, k, 10', [0.5966331, -0.2547787, 1.0]], ['2, k, 11', [0.5941196, -0.297846, 1.0]], ['2, k, 12', [0.2307117, -0.1638175, 1.0]], ['2, k, 13', [0.1180744, -0.2590649, 1.0]], ['2, k, 14', [0.1122069, -0.6345955, 1.0]], ['2, k, 15', [0.06337431, -0.6943344, 1.0]], ['2, k, 16', [0.3980976, -0.1726814, 1.0]], ['2, k, 17', [0.3976294, -0.2788722, 1.0]], ['2, k, 18', [0.3744192, -0.6497936, 1.0]], ['2, k, 19', [0.3827811, -0.7087974, 1.0]], ['2, k, 20', [0.3448611, 0.3072783, 1.0]], ['2, k, 21', [0.1893946, 0.9249018, 1.0]], ['2, k, 22', [0.242598, 0.8375483, 1.0]], ['2, k, 23', [0.5974804, -0.3765306, 1.0]], ['2, k, 24', [0.6287311, -0.2969695, 1.0]]]
[['2, k, 0', [0.3177101, -0.1700293, 1.0]], ['2, k, 1', [0.3343127, 0.1051152, 1.0]], ['2, k, 2', [0.3479227, 0.3735455, 1.0]], ['2, k, 3', [0.3480143, 0.5084422, 1.0]], ['2, k, 4', [0.2137874, 0.3138058, 1.0]], ['2, k, 5', [0.1614964, 0.5491262, 1.0]], ['2, k, 6', [0.175003, 0.7566235, 1.0]], ['2, k, 7', [0.1669432, 0.8225096, 1.0]], ['2, k, 8', [0.5072815, 0.2668351, 1.0]], ['2, k, 9', [0.5864567, 0.003765336, 1.0]], ['2, k, 10', [0.5962118, -0.2479307, 1.0]], ['2, k, 11', [0.5953558, -0.2990841, 1.0]], ['2, k, 12', [0.2304693, -0.163778, 1.0]], ['2, k, 13', [0.118192, -0.2589064, 1.0]], ['2, k, 14', [0.1130502, -0.635006, 1.0]], ['2, k, 15', [0.06637728, -0.6911401, 1.0]], ['2, k, 16', [0.3978841, -0.1741986, 1.0]], ['2, k, 17', [0.3976853, -0.2789135, 1.0]], ['2, k, 18', [0.374298, -0.6498632, 1.0]], ['2, k, 19', [0.3834563, -0.7090039, 1.0]], ['2, k, 20', [0.3448969, 0.3073048, 1.0]], ['2, k, 21', [0.1555224, 0.8946558, 1.0]], ['2, k, 22', [0.2196785, 0.817034, 1.0]], ['2, k, 23', [0.5982283, -0.3794279, 1.0]], ['2, k, 24', [0.6308671, -0.2937565, 1.0]]]
[['2, k, 0', [0.3182799, -0.1705336, 1.0]], ['2, k, 1', [0.3356587, 0.1046673, 1.0]], ['2, k, 2', [0.3512807, 0.3731692, 1.0]], ['2, k, 3', [0.3537091, 0.5095026, 1.0]], ['2, k, 4', [0.2131733, 0.3148621, 1.0]], ['2, k, 5', [0.1546383, 0.5128325, 1.0]], ['2, k, 6', [0.1530205, 0.7261359, 1.0]], ['2, k, 7', [0.136733, 0.7924269, 1.0]], ['2, k, 8', [0.5087218, 0.266213, 1.0]], ['2, k, 9', [0.5863994, 0.003167047, 1.0]], ['2, k, 10', [0.5966821, -0.2526311, 1.0]], ['2, k, 11', [0.5941057, -0.301759, 1.0]], ['2, k, 12', [0.2310541, -0.1638677, 1.0]], ['2, k, 13', [0.118192, -0.2589069, 1.0]], ['2, k, 14', [0.1142462, -0.6345754, 1.0]], ['2, k, 15', [0.04678323, -0.6911346, 1.0]], ['2, k, 16', [0.3984297, -0.1747943, 1.0]], ['2, k, 17', [0.397669, -0.2789773, 1.0]], ['2, k, 18', [0.3740899, -0.6499385, 1.0]], ['2, k, 19', [0.3831758, -0.7088091, 1.0]], ['2, k, 20', [0.3476135, 0.3069043, 1.0]], ['2, k, 21', [0.1142297, 0.8671898, 1.0]], ['2, k, 22', [0.190173, 0.7795052, 1.0]], ['2, k, 23', [0.5940956, -0.3820778, 1.0]], ['2, k, 24', [0.6288734, -0.3066127, 1.0]]]
[['2, k, 0', [0.3187675, -0.1711901, 1.0]], ['2, k, 1', [0.3384422, 0.1039524, 1.0]], ['2, k, 2', [0.3588781, 0.372678, 1.0]], ['2, k, 3', [0.3564402, 0.5091777, 1.0]], ['2, k, 4', [0.2146825, 0.3143981, 1.0]], ['2, k, 5', [0.1443254, 0.4899816, 1.0]], ['2, k, 6', [0.1213157, 0.6918256, 1.0]], ['2, k, 7', [0.1040081, 0.7498533, 1.0]], ['2, k, 8', [0.5109321, 0.2650152, 1.0]], ['2, k, 9', [0.5864936, 0.001777162, 1.0]], ['2, k, 10', [0.5966926, -0.2560746, 1.0]], ['2, k, 11', [0.5938331, -0.3029058, 1.0]], ['2, k, 12', [0.2312145, -0.16403, 1.0]], ['2, k, 13', [0.1179989, -0.2591329, 1.0]], ['2, k, 14', [0.1132754, -0.6349007, 1.0]], ['2, k, 15', [0.05963118, -0.6908355, 1.0]], ['2, k, 16', [0.3992204, -0.1757947, 1.0]], ['2, k, 17', [0.3974302, -0.2790771, 1.0]], ['2, k, 18', [0.3740227, -0.6499925, 1.0]], ['2, k, 19', [0.3931001, -0.7063678, 1.0]], ['2, k, 20', [0.3538162, 0.3063254, 1.0]], ['2, k, 21', [0.07517113, 0.8199232, 1.0]], ['2, k, 22', [0.1582377, 0.7482753, 1.0]], ['2, k, 23', [0.59459, -0.381106, 1.0]], ['2, k, 24', [0.6280735, -0.3073146, 1.0]]]
