[['2, k, 0', [-0.180941, -0.254086, 1.0]], ['2, k, 1', [-0.182494, 0.0392396, 1.0]], ['2, k, 2', [-0.182985, 0.325223, 1.0]], ['2, k, 3', [-0.181053, 0.453909, 1.0]], ['2, k, 4', [-0.365198, 0.23931, 1.0]], ['2, k, 5', [-0.536715, 0.0869997, 1.0]], ['2, k, 6', [-0.437198, -0.115707, 1.0]], ['2, k, 7', [-0.377045, -0.158524, 1.0]], ['2, k, 8', [-0.0139576, 0.234668, 1.0]], ['2, k, 9', [0.165771, 0.0990297, 1.0]], ['2, k, 10', [0.0814237, -0.119474, 1.0]], ['2, k, 11', [0.0238738, -0.160616, 1.0]], ['2, k, 12', [-0.258527, -0.24948, 1.0]], ['2, k, 13', [-0.332712, -0.645064, 1.0]], ['2, k, 14', [-0.388519, -1.01168, 1.0]], ['2, k, 15', [-0.412109, -1.07617, 1.0]], ['2, k, 16', [-0.0983488, -0.251679, 1.0]], ['2, k, 17', [-0.0295565, -0.615471, 1.0]], ['2, k, 18', [0.021861, -1.0019, 1.0]], ['2, k, 19', [0.0541077, -1.06738, 1.0]], ['2, k, 20', [-0.183048, 0.254788, 1.0]], ['2, k, 21', [-0.344661, -0.238937, 1.0]], ['2, k, 22', [-0.337612, -0.11399, 1.0]], ['2, k, 23', [0.0104636, -0.255934, 1.0]], ['2, k, 24', [0.00106478, -0.142256, 1.0]]]
[['2, k, 0', [-0.181605, -0.254029, 1.0]], ['2, k, 1', [-0.182266, 0.0394708, 1.0]], ['2, k, 2', [-0.181529, 0.326008, 1.0]], ['2, k, 3', [-0.180208, 0.454052, 1.0]], ['2, k, 4', [-0.364249, 0.240057, 1.0]], ['2, k, 5', [-0.532919, 0.0900709, 1.0]], ['2, k, 6', [-0.435296, -0.116761, 1.0]], ['2, k, 7', [-0.379703, -0.157469, 1.0]], ['2, k, 8', [-0.0137747, 0.234866, 1.0]], ['2, k, 9', [0.165541, 0.0991687, 1.0]], ['2, k, 10', [0.0816718, -0.11934, 1.0]], ['2, k, 11', [0.0269987, -0.158473, 1.0]], ['2, k, 12', [-0.259252, -0.250128, 1.0]], ['2, k, 13', [-0.334692, -0.639739, 1.0]], ['2, k, 14', [-0.387509, -1.0108, 1.0]], ['2, k, 15', [-0.413432, -1.07682, 1.0]], ['2, k, 16', [-0.0992023, -0.250819, 1.0]], ['2, k, 17', [-0.0297294, -0.613001, 1.0]], ['2, k, 18', [0.0220338, -0.995333, 1.0]], ['2, k, 19', [0.0512487, -1.06202, 1.0]], ['2, k, 20', [-0.182007, 0.255402, 1.0]], ['2, k, 21', [-0.350832, -0.239755, 1.0]], ['2, k, 22', [-0.343834, -0.118713, 1.0]], ['2, k, 23', [0.0109279, -0.254147, 1.0]], ['2, k, 24', [0.00281419, -0.141313, 1.0]]]
[['2, k, 0', [-0.181788, -0.253971, 1.0]], ['2, k, 1', [-0.182276, 0.0395243, 1.0]], ['2, k, 2', [-0.181439, 0.326125, 1.0]], ['2, k, 3', [-0.180049, 0.4542, 1.0]], ['2, k, 4', [-0.364145, 0.240041, 1.0]], ['2, k, 5', [-0.531834, 0.0915294, 1.0]], ['2, k, 6', [-0.4366, -0.116514, 1.0]], ['2, k, 7', [-0.379653, -0.158499, 1.0]], ['2, k, 8', [-0.0136631, 0.234836, 1.0]], ['2, k, 9', [0.165504, 0.099131, 1.0]], ['2, k, 10', [0.0817808, -0.119344, 1.0]], ['2, k, 11', [0.0260158, -0.159623, 1.0]], ['2, k, 12', [-0.259426, -0.250244, 1.0]], ['2, k, 13', [-0.334392, -0.638659, 1.0]], ['2, k, 14', [-0.387482, -1.01125, 1.0]], ['2, k, 15', [-0.413746, -1.07709, 1.0]], ['2, k, 16', [-0.0994086, -0.25059, 1.0]], ['2, k, 17', [-0.0297375, -0.612695, 1.0]], ['2, k, 18', [0.0221048, -0.995367, 1.0]], ['2, k, 19', [0.0508615, -1.06171, 1.0]], ['2, k, 20', [-0.181948, 0.255497, 1.0]], ['2, k, 21', [-0.352558, -0.241134, 1.0]], ['2, k, 22', [-0.343467, -0.118888, 1.0]], ['2, k, 23', [0.0111636, -0.257544, 1.0]], ['2, k, 24', [0.00231106, -0.141156, 1.0]]]
[['2, k, 0', [-0.181836, -0.25395, 1.0]], ['2, k, 1', [-0.182226, 0.0395641, 1.0]], ['2, k, 2', [-0.181244, 0.326168, 1.0]], ['2, k, 3', [-0.179824, 0.454236, 1.0]], ['2, k, 4', [-0.364055, 0.240224, 1.0]], ['2, k, 5', [-0.531782, 0.0918388, 1.0]], ['2, k, 6', [-0.436967, -0.115838, 1.0]], ['2, k, 7', [-0.379562, -0.157691, 1.0]], ['2, k, 8', [-0.0135721, 0.234858, 1.0]], ['2, k, 9', [0.165542, 0.0990741, 1.0]], ['2, k, 10', [0.0818139, -0.119293, 1.0]], ['2, k, 11', [0.0262871, -0.159122, 1.0]], ['2, k, 12', [-0.25949, -0.250346, 1.0]], ['2, k, 13', [-0.334727, -0.639309, 1.0]], ['2, k, 14', [-0.387502, -1.01109, 1.0]], ['2, k, 15', [-0.414515, -1.07754, 1.0]], ['2, k, 16', [-0.0994548, -0.250458, 1.0]], ['2, k, 17', [-0.0297323, -0.612685, 1.0]], ['2, k, 18', [0.0222022, -0.995255, 1.0]], ['2, k, 19', [0.0510037, -1.0612, 1.0]], ['2, k, 20', [-0.181789, 0.255543, 1.0]], ['2, k, 21', [-0.353042, -0.241892, 1.0]], ['2, k, 22', [-0.34399, -0.118937, 1.0]], ['2, k, 23', [0.0120944, -0.256626, 1.0]], ['2, k, 24', [0.00292853, -0.144546, 1.0]]]
[['2, k, 0', [-0.182036, -0.253942, 1.0]], ['2, k, 1', [-0.182242, 0.039618, 1.0]], ['2, k, 2', [-0.18116, 0.326275, 1.0]], ['2, k, 3', [-0.179675, 0.454382, 1.0]], ['2, k, 4', [-0.363932, 0.240452, 1.0]], ['2, k, 5', [-0.531537, 0.0920726, 1.0]], ['2, k, 6', [-0.437231, -0.115654, 1.0]], ['2, k, 7', [-0.379951, -0.156524, 1.0]], ['2, k, 8', [-0.0135312, 0.234838, 1.0]], ['2, k, 9', [0.165574, 0.0990589, 1.0]], ['2, k, 10', [0.0818314, -0.119226, 1.0]], ['2, k, 11', [0.0267064, -0.15646, 1.0]], ['2, k, 12', [-0.2597, -0.250503, 1.0]], ['2, k, 13', [-0.334761, -0.639286, 1.0]], ['2, k, 14', [-0.387591, -1.00969, 1.0]], ['2, k, 15', [-0.414416, -1.07737, 1.0]], ['2, k, 16', [-0.0996444, -0.250322, 1.0]], ['2, k, 17', [-0.0297155, -0.613658, 1.0]], ['2, k, 18', [0.0222574, -0.995407, 1.0]], ['2, k, 19', [0.0508764, -1.06144, 1.0]], ['2, k, 20', [-0.181732, 0.255631, 1.0]], ['2, k, 21', [-0.353723, -0.240574, 1.0]], ['2, k, 22', [-0.343564, -0.119054, 1.0]], ['2, k, 23', [0.0118499, -0.254133, 1.0]], ['2, k, 24', [0.00244093, -0.141289, 1.0]]]
[['2, k, 0', [-0.182195, -0.253891, 1.0]], ['2, k, 1', [-0.182224, 0.0396551, 1.0]], ['2, k, 2', [-0.180923, 0.326342, 1.0]], ['2, k, 3', [-0.179525, 0.454404, 1.0]], ['2, k, 4', [-0.363849, 0.240628, 1.0]], ['2, k, 5', [-0.531262, 0.0924176, 1.0]], ['2, k, 6', [-0.437603, -0.115518, 1.0]], ['2, k, 7', [-0.381052, -0.156565, 1.0]], ['2, k, 8', [-0.0133882, 0.234901, 1.0]], ['2, k, 9', [0.165612, 0.0989963, 1.0]], ['2, k, 10', [0.0817548, -0.119125, 1.0]], ['2, k, 11', [0.0263892, -0.158417, 1.0]], ['2, k, 12', [-0.259855, -0.250542, 1.0]], ['2, k, 13', [-0.335092, -0.64009, 1.0]], ['2, k, 14', [-0.38761, -1.00969, 1.0]], ['2, k, 15', [-0.414494, -1.0771, 1.0]], ['2, k, 16', [-0.0997983, -0.250177, 1.0]], ['2, k, 17', [-0.0298338, -0.61183, 1.0]], ['2, k, 18', [0.0222618, -0.994814, 1.0]], ['2, k, 19', [0.0506954, -1.06065, 1.0]], ['2, k, 20', [-0.181564, 0.255693, 1.0]], ['2, k, 21', [-0.353578, -0.240471, 1.0]], ['2, k, 22', [-0.343278, -0.119739, 1.0]], ['2, k, 23', [0.0107003, -0.253612, 1.0]], ['2, k, 24', [0.00332339, -0.143589, 1.0]]]
[['2, k, 0', [-0.182353, -0.25392, 1.0]], ['2, k, 1', [-0.182308, 0.0396715, 1.0]], ['2, k, 2', [-0.180969, 0.326373, 1.0]], ['2, k, 3', [-0.17942, 0.454368, 1.0]], ['2, k, 4', [-0.363726, 0.240748, 1.0]], ['2, k, 5', [-0.531051, 0.0927026, 1.0]], ['2, k, 6', [-0.437828, -0.115537, 1.0]], ['2, k, 7', [-0.38219, -0.156685, 1.0]], ['2, k, 8', [-0.0133512, 0.234909, 1.0]], ['2, k, 9', [0.16574, 0.0989053, 1.0]], ['2, k, 10', [0.0817193, -0.119043, 1.0]], ['2, k, 11', [0.0252438, -0.161402, 1.0]], ['2, k, 12', [-0.260019, -0.25075, 1.0]], ['2, k, 13', [-0.335254, -0.640972, 1.0]], ['2, k, 14', [-0.3874, -1.01035, 1.0]], ['2, k, 15', [-0.414746, -1.07739, 1.0]], ['2, k, 16', [-0.0999867, -0.250056, 1.0]], ['2, k, 17', [-0.0298553, -0.61144, 1.0]], ['2, k, 18', [0.0222316, -0.994348, 1.0]], ['2, k, 19', [0.0505101, -1.06022, 1.0]], ['2, k, 20', [-0.18161, 0.255722, 1.0]], ['2, k, 21', [-0.354499, -0.242485, 1.0]], ['2, k, 22', [-0.344353, -0.118571, 1.0]], ['2, k, 23', [0.0113666, -0.25785, 1.0]], ['2, k, 24', [0.00178369, -0.141966, 1.0]]]
[['2, k, 0', [-0.182442, -0.253915, 1.0]], ['2, k, 1', [-0.182294, 0.0396864, 1.0]], ['2, k, 2', [-0.180758, 0.32643, 1.0]], ['2, k, 3', [-0.179117, 0.454349, 1.0]], ['2, k, 4', [-0.363658, 0.240972, 1.0]], ['2, k, 5', [-0.53098, 0.0928058, 1.0]], ['2, k, 6', [-0.438072, -0.115303, 1.0]], ['2, k, 7', [-0.379768, -0.157297, 1.0]], ['2, k, 8', [-0.0132796, 0.234935, 1.0]], ['2, k, 9', [0.165767, 0.098842, 1.0]], ['2, k, 10', [0.0817227, -0.119053, 1.0]], ['2, k, 11', [0.0274155, -0.15699, 1.0]], ['2, k, 12', [-0.260122, -0.250793, 1.0]], ['2, k, 13', [-0.335314, -0.641171, 1.0]], ['2, k, 14', [-0.387508, -1.01032, 1.0]], ['2, k, 15', [-0.414734, -1.07725, 1.0]], ['2, k, 16', [-0.100092, -0.249988, 1.0]], ['2, k, 17', [-0.0298502, -0.611408, 1.0]], ['2, k, 18', [0.0221321, -0.995131, 1.0]], ['2, k, 19', [0.0507812, -1.06093, 1.0]], ['2, k, 20', [-0.181457, 0.255771, 1.0]], ['2, k, 21', [-0.353783, -0.240615, 1.0]], ['2, k, 22', [-0.344404, -0.11814, 1.0]], ['2, k, 23', [0.014375, -0.256467, 1.0]], ['2, k, 24', [0.00341942, -0.142576, 1.0]]]
[['2, k, 0', [-0.182486, -0.253912, 1.0]], ['2, k, 1', [-0.182282, 0.0396977, 1.0]], ['2, k, 2', [-0.180644, 0.326457, 1.0]], ['2, k, 3', [-0.17899, 0.454363, 1.0]], ['2, k, 4', [-0.363622, 0.241038, 1.0]], ['2, k, 5', [-0.53095, 0.0928985, 1.0]], ['2, k, 6', [-0.438509, -0.115147, 1.0]], ['2, k, 7', [-0.381572, -0.156173, 1.0]], ['2, k, 8', [-0.0132197, 0.234921, 1.0]], ['2, k, 9', [0.165815, 0.0987715, 1.0]], ['2, k, 10', [0.0817392, -0.119023, 1.0]], ['2, k, 11', [0.0280422, -0.15658, 1.0]], ['2, k, 12', [-0.260163, -0.25084, 1.0]], ['2, k, 13', [-0.334804, -0.639692, 1.0]], ['2, k, 14', [-0.387625, -1.01008, 1.0]], ['2, k, 15', [-0.414734, -1.07725, 1.0]], ['2, k, 16', [-0.100152, -0.249926, 1.0]], ['2, k, 17', [-0.029861, -0.611352, 1.0]], ['2, k, 18', [0.0221756, -0.995695, 1.0]], ['2, k, 19', [0.0512531, -1.06121, 1.0]], ['2, k, 20', [-0.181368, 0.255797, 1.0]], ['2, k, 21', [-0.354586, -0.243094, 1.0]], ['2, k, 22', [-0.343285, -0.121291, 1.0]], ['2, k, 23', [0.0140341, -0.256777, 1.0]], ['2, k, 24', [0.00357197, -0.14213, 1.0]]]
[['2, k, 0', [-0.182487, -0.253913, 1.0]], ['2, k, 1', [-0.182251, 0.0397144, 1.0]], ['2, k, 2', [-0.180558, 0.32649, 1.0]], ['2, k, 3', [-0.178859, 0.454411, 1.0]], ['2, k, 4', [-0.363464, 0.241098, 1.0]], ['2, k, 5', [-0.530946, 0.0929525, 1.0]], ['2, k, 6', [-0.438587, -0.114969, 1.0]], ['2, k, 7', [-0.381355, -0.155376, 1.0]], ['2, k, 8', [-0.013142, 0.234947, 1.0]], ['2, k, 9', [0.165824, 0.0987533, 1.0]], ['2, k, 10', [0.0818687, -0.119008, 1.0]], ['2, k, 11', [0.0262725, -0.160846, 1.0]], ['2, k, 12', [-0.26016, -0.250854, 1.0]], ['2, k, 13', [-0.334765, -0.640245, 1.0]], ['2, k, 14', [-0.387652, -1.00989, 1.0]], ['2, k, 15', [-0.414249, -1.07663, 1.0]], ['2, k, 16', [-0.100152, -0.249893, 1.0]], ['2, k, 17', [-0.029878, -0.611385, 1.0]], ['2, k, 18', [0.0224963, -0.995896, 1.0]], ['2, k, 19', [0.0514249, -1.06132, 1.0]], ['2, k, 20', [-0.181288, 0.255829, 1.0]], ['2, k, 21', [-0.353541, -0.240451, 1.0]], ['2, k, 22', [-0.344131, -0.120065, 1.0]], ['2, k, 23', [0.0118245, -0.256028, 1.0]], ['2, k, 24', [0.00315375, -0.143105, 1.0]]]
[['2, k, 0', [-0.182548, -0.253923, 1.0]], ['2, k, 1', [-0.182262, 0.0397374, 1.0]], ['2, k, 2', [-0.180535, 0.326566, 1.0]], ['2, k, 3', [-0.17872, 0.454491, 1.0]], ['2, k, 4', [-0.363428, 0.241156, 1.0]], ['2, k, 5', [-0.532027, 0.0930564, 1.0]], ['2, k, 6', [-0.438501, -0.113919, 1.0]], ['2, k, 7', [-0.380913, -0.155443, 1.0]], ['2, k, 8', [-0.0130849, 0.234947, 1.0]], ['2, k, 9', [0.165921, 0.0986967, 1.0]], ['2, k, 10', [0.081863, -0.11897, 1.0]], ['2, k, 11', [0.0271942, -0.158782, 1.0]], ['2, k, 12', [-0.260232, -0.250965, 1.0]], ['2, k, 13', [-0.334502, -0.635335, 1.0]], ['2, k, 14', [-0.387686, -1.00986, 1.0]], ['2, k, 15', [-0.414356, -1.07653, 1.0]], ['2, k, 16', [-0.100233, -0.249809, 1.0]], ['2, k, 17', [-0.0298928, -0.610996, 1.0]], ['2, k, 18', [0.0226268, -0.99397, 1.0]], ['2, k, 19', [0.0511934, -1.06105, 1.0]], ['2, k, 20', [-0.181272, 0.25589, 1.0]], ['2, k, 21', [-0.354466, -0.242053, 1.0]], ['2, k, 22', [-0.343602, -0.118982, 1.0]], ['2, k, 23', [0.0118354, -0.255272, 1.0]], ['2, k, 24', [0.00212376, -0.141697, 1.0]]]
[['2, k, 0', [-0.182575, -0.253917, 1.0]], ['2, k, 1', [-0.182266, 0.0397695, 1.0]], ['2, k, 2', [-0.180515, 0.326635, 1.0]], ['2, k, 3', [-0.17867, 0.454537, 1.0]], ['2, k, 4', [-0.363384, 0.241207, 1.0]], ['2, k, 5', [-0.531851, 0.0930319, 1.0]], ['2, k, 6', [-0.438594, -0.114273, 1.0]], ['2, k, 7', [-0.383401, -0.155684, 1.0]], ['2, k, 8', [-0.0129938, 0.234951, 1.0]], ['2, k, 9', [0.165905, 0.0987082, 1.0]], ['2, k, 10', [0.0819487, -0.118928, 1.0]], ['2, k, 11', [0.0274275, -0.155793, 1.0]], ['2, k, 12', [-0.260262, -0.250997, 1.0]], ['2, k, 13', [-0.334579, -0.636659, 1.0]], ['2, k, 14', [-0.38744, -1.00895, 1.0]], ['2, k, 15', [-0.414069, -1.07649, 1.0]], ['2, k, 16', [-0.100263, -0.249747, 1.0]], ['2, k, 17', [-0.0299904, -0.610797, 1.0]], ['2, k, 18', [0.0225888, -0.993972, 1.0]], ['2, k, 19', [0.0512049, -1.06104, 1.0]], ['2, k, 20', [-0.181254, 0.255949, 1.0]], ['2, k, 21', [-0.357037, -0.242397, 1.0]], ['2, k, 22', [-0.345245, -0.12147, 1.0]], ['2, k, 23', [0.0118085, -0.255179, 1.0]], ['2, k, 24', [0.00335217, -0.142573, 1.0]]]
[['2, k, 0', [-0.182585, -0.253916, 1.0]], ['2, k, 1', [-0.182288, 0.039825, 1.0]], ['2, k, 2', [-0.180575, 0.326781, 1.0]], ['2, k, 3', [-0.178571, 0.454611, 1.0]], ['2, k, 4', [-0.363325, 0.241271, 1.0]], ['2, k, 5', [-0.531645, 0.0932109, 1.0]], ['2, k, 6', [-0.429468, -0.112871, 1.0]], ['2, k, 7', [-0.374372, -0.166957, 1.0]], ['2, k, 8', [-0.0129865, 0.234957, 1.0]], ['2, k, 9', [0.165934, 0.0986505, 1.0]], ['2, k, 10', [0.0819026, -0.118823, 1.0]], ['2, k, 11', [0.0264488, -0.157809, 1.0]], ['2, k, 12', [-0.260283, -0.251071, 1.0]], ['2, k, 13', [-0.334826, -0.639934, 1.0]], ['2, k, 14', [-0.387094, -1.0097, 1.0]], ['2, k, 15', [-0.413915, -1.07653, 1.0]], ['2, k, 16', [-0.100277, -0.249671, 1.0]], ['2, k, 17', [-0.0299917, -0.61073, 1.0]], ['2, k, 18', [0.0225673, -0.99378, 1.0]], ['2, k, 19', [0.050726, -1.06047, 1.0]], ['2, k, 20', [-0.181296, 0.256069, 1.0]], ['2, k, 21', [-0.352745, -0.24706, 1.0]], ['2, k, 22', [-0.343167, -0.127436, 1.0]], ['2, k, 23', [0.0132904, -0.25563, 1.0]], ['2, k, 24', [0.00306051, -0.142858, 1.0]]]
[['2, k, 0', [-0.182608, -0.253915, 1.0]], ['2, k, 1', [-0.182284, 0.0398667, 1.0]], ['2, k, 2', [-0.180542, 0.326905, 1.0]], ['2, k, 3', [-0.178482, 0.454679, 1.0]], ['2, k, 4', [-0.363282, 0.241336, 1.0]], ['2, k, 5', [-0.531322, 0.0928539, 1.0]], ['2, k, 6', [-0.438912, -0.112787, 1.0]], ['2, k, 7', [-0.381971, -0.155256, 1.0]], ['2, k, 8', [-0.012902, 0.234967, 1.0]], ['2, k, 9', [0.165931, 0.098604, 1.0]], ['2, k, 10', [0.0818768, -0.1189, 1.0]], ['2, k, 11', [0.0281004, -0.157391, 1.0]], ['2, k, 12', [-0.260301, -0.25111, 1.0]], ['2, k, 13', [-0.333581, -0.637422, 1.0]], ['2, k, 14', [-0.387201, -1.01006, 1.0]], ['2, k, 15', [-0.413799, -1.07636, 1.0]], ['2, k, 16', [-0.100296, -0.249611, 1.0]], ['2, k, 17', [-0.0300725, -0.610566, 1.0]], ['2, k, 18', [0.0225179, -0.99368, 1.0]], ['2, k, 19', [0.050651, -1.06014, 1.0]], ['2, k, 20', [-0.181266, 0.256172, 1.0]], ['2, k, 21', [-0.354482, -0.242061, 1.0]], ['2, k, 22', [-0.343289, -0.121208, 1.0]], ['2, k, 23', [0.0132837, -0.255555, 1.0]], ['2, k, 24', [0.0055293, -0.145308, 1.0]]]
[['2, k, 0', [-0.182589, -0.253902, 1.0]], ['2, k, 1', [-0.182268, 0.0399283, 1.0]], ['2, k, 2', [-0.180546, 0.327013, 1.0]], ['2, k, 3', [-0.178412, 0.454768, 1.0]], ['2, k, 4', [-0.36312, 0.241476, 1.0]], ['2, k, 5', [-0.53208, 0.0927875, 1.0]], ['2, k, 6', [-0.438696, -0.112091, 1.0]], ['2, k, 7', [-0.38207, -0.148831, 1.0]], ['2, k, 8', [-0.0128359, 0.234984, 1.0]], ['2, k, 9', [0.165968, 0.0986421, 1.0]], ['2, k, 10', [0.0819675, -0.118859, 1.0]], ['2, k, 11', [0.0266739, -0.159382, 1.0]], ['2, k, 12', [-0.260265, -0.251151, 1.0]], ['2, k, 13', [-0.333254, -0.636824, 1.0]], ['2, k, 14', [-0.387338, -1.01003, 1.0]], ['2, k, 15', [-0.414052, -1.07664, 1.0]], ['2, k, 16', [-0.100263, -0.249548, 1.0]], ['2, k, 17', [-0.0300526, -0.610965, 1.0]], ['2, k, 18', [0.0225768, -0.993649, 1.0]], ['2, k, 19', [0.0503823, -1.06009, 1.0]], ['2, k, 20', [-0.181259, 0.256269, 1.0]], ['2, k, 21', [-0.353462, -0.235472, 1.0]], ['2, k, 22', [-0.343708, -0.114146, 1.0]], ['2, k, 23', [0.0129835, -0.255756, 1.0]], ['2, k, 24', [0.00299887, -0.141985, 1.0]]]
[['2, k, 0', [-0.182565, -0.253889, 1.0]], ['2, k, 1', [-0.182183, 0.0399955, 1.0]], ['2, k, 2', [-0.180416, 0.32711, 1.0]], ['2, k, 3', [-0.178305, 0.455019, 1.0]], ['2, k, 4', [-0.363111, 0.241599, 1.0]], ['2, k, 5', [-0.532757, 0.0921776, 1.0]], ['2, k, 6', [-0.4382, -0.111865, 1.0]], ['2, k, 7', [-0.38093, -0.150405, 1.0]], ['2, k, 8', [-0.0126962, 0.235002, 1.0]], ['2, k, 9', [0.166111, 0.098584, 1.0]], ['2, k, 10', [0.0820415, -0.118855, 1.0]], ['2, k, 11', [0.0275594, -0.16079, 1.0]], ['2, k, 12', [-0.260227, -0.251167, 1.0]], ['2, k, 13', [-0.333568, -0.637721, 1.0]], ['2, k, 14', [-0.38732, -1.00989, 1.0]], ['2, k, 15', [-0.414075, -1.07666, 1.0]], ['2, k, 16', [-0.10022, -0.249482, 1.0]], ['2, k, 17', [-0.0299676, -0.61112, 1.0]], ['2, k, 18', [0.02264, -0.994355, 1.0]], ['2, k, 19', [0.0505992, -1.06124, 1.0]], ['2, k, 20', [-0.181131, 0.256365, 1.0]], ['2, k, 21', [-0.350794, -0.236868, 1.0]], ['2, k, 22', [-0.343486, -0.11066, 1.0]], ['2, k, 23', [0.012964, -0.256133, 1.0]], ['2, k, 24', [0.00350168, -0.142449, 1.0]]]
[['2, k, 0', [-0.182448, -0.253828, 1.0]], ['2, k, 1', [-0.182104, 0.0400921, 1.0]], ['2, k, 2', [-0.180392, 0.32722, 1.0]], ['2, k, 3', [-0.178151, 0.455122, 1.0]], ['2, k, 4', [-0.363086, 0.241608, 1.0]], ['2, k, 5', [-0.532528, 0.0921359, 1.0]], ['2, k, 6', [-0.438257, -0.112089, 1.0]], ['2, k, 7', [-0.38225, -0.148138, 1.0]], ['2, k, 8', [-0.0126278, 0.235034, 1.0]], ['2, k, 9', [0.166156, 0.0988582, 1.0]], ['2, k, 10', [0.0821678, -0.118632, 1.0]], ['2, k, 11', [0.0272233, -0.162033, 1.0]], ['2, k, 12', [-0.260099, -0.25118, 1.0]], ['2, k, 13', [-0.333714, -0.637984, 1.0]], ['2, k, 14', [-0.387509, -1.01031, 1.0]], ['2, k, 15', [-0.413046, -1.07627, 1.0]], ['2, k, 16', [-0.100055, -0.249305, 1.0]], ['2, k, 17', [-0.0299572, -0.611086, 1.0]], ['2, k, 18', [0.0229116, -0.994859, 1.0]], ['2, k, 19', [0.0508285, -1.06119, 1.0]], ['2, k, 20', [-0.181086, 0.256473, 1.0]], ['2, k, 21', [-0.353807, -0.233927, 1.0]], ['2, k, 22', [-0.344251, -0.112126, 1.0]], ['2, k, 23', [0.0133813, -0.254779, 1.0]], ['2, k, 24', [0.00365004, -0.14125, 1.0]]]
[['2, k, 0', [-0.182117, -0.253694, 1.0]], ['2, k, 1', [-0.181812, 0.0402076, 1.0]], ['2, k, 2', [-0.180192, 0.327269, 1.0]], ['2, k, 3', [-0.178051, 0.455182, 1.0]], ['2, k, 4', [-0.363067, 0.241624, 1.0]], ['2, k, 5', [-0.531894, 0.0922953, 1.0]], ['2, k, 6', [-0.438362, -0.112644, 1.0]], ['2, k, 7', [-0.381024, -0.147739, 1.0]], ['2, k, 8', [-0.0125487, 0.235217, 1.0]], ['2, k, 9', [0.166117, 0.0994063, 1.0]], ['2, k, 10', [0.0826537, -0.118293, 1.0]], ['2, k, 11', [0.0281468, -0.159595, 1.0]], ['2, k, 12', [-0.259739, -0.251213, 1.0]], ['2, k, 13', [-0.333242, -0.636875, 1.0]], ['2, k, 14', [-0.387484, -1.00983, 1.0]], ['2, k, 15', [-0.413401, -1.07654, 1.0]], ['2, k, 16', [-0.0996557, -0.248952, 1.0]], ['2, k, 17', [-0.0299149, -0.611048, 1.0]], ['2, k, 18', [0.0230231, -0.993918, 1.0]], ['2, k, 19', [0.0501587, -1.05976, 1.0]], ['2, k, 20', [-0.180853, 0.25654, 1.0]], ['2, k, 21', [-0.353543, -0.234491, 1.0]], ['2, k, 22', [-0.343034, -0.114905, 1.0]], ['2, k, 23', [0.0159922, -0.257237, 1.0]], ['2, k, 24', [0.00354229, -0.141845, 1.0]]]
[['2, k, 0', [-0.181818, -0.253666, 1.0]], ['2, k, 1', [-0.181622, 0.0402739, 1.0]], ['2, k, 2', [-0.180073, 0.327344, 1.0]], ['2, k, 3', [-0.177856, 0.455271, 1.0]], ['2, k, 4', [-0.3628, 0.24156, 1.0]], ['2, k, 5', [-0.530701, 0.0926092, 1.0]], ['2, k, 6', [-0.438345, -0.113597, 1.0]], ['2, k, 7', [-0.380396, -0.153792, 1.0]], ['2, k, 8', [-0.0124102, 0.235301, 1.0]], ['2, k, 9', [0.166206, 0.099829, 1.0]], ['2, k, 10', [0.0829228, -0.117939, 1.0]], ['2, k, 11', [0.0276759, -0.163922, 1.0]], ['2, k, 12', [-0.259376, -0.251248, 1.0]], ['2, k, 13', [-0.332974, -0.636735, 1.0]], ['2, k, 14', [-0.387361, -1.00993, 1.0]], ['2, k, 15', [-0.41358, -1.07659, 1.0]], ['2, k, 16', [-0.0993742, -0.248879, 1.0]], ['2, k, 17', [-0.0293515, -0.612023, 1.0]], ['2, k, 18', [0.023371, -0.994097, 1.0]], ['2, k, 19', [0.0504213, -1.0617, 1.0]], ['2, k, 20', [-0.180715, 0.256614, 1.0]], ['2, k, 21', [-0.353013, -0.240312, 1.0]], ['2, k, 22', [-0.34315, -0.11753, 1.0]], ['2, k, 23', [0.0170637, -0.257357, 1.0]], ['2, k, 24', [0.00392148, -0.142136, 1.0]]]
