[['2, k, 0', [0.01491256, -0.07093938, 1.0]], ['2, k, 1', [0.01189049, 0.2028411, 1.0]], ['2, k, 2', [0.007518487, 0.4673678, 1.0]], ['2, k, 3', [0.00857088, 0.6159448, 1.0]], ['2, k, 4', [-0.1667252, 0.3921085, 1.0]], ['2, k, 5', [-0.2267997, 0.1475704, 1.0]], ['2, k, 6', [-0.3239329, 0.0100589, 1.0]], ['2, k, 7', [-0.340615, 0.002032284, 1.0]], ['2, k, 8', [0.1934703, 0.3729871, 1.0]], ['2, k, 9', [0.2572795, 0.1527962, 1.0]], ['2, k, 10', [0.2569507, -0.04073846, 1.0]], ['2, k, 11', [0.2397456, -0.05718161, 1.0]], ['2, k, 12', [-0.06443043, -0.07009956, 1.0]], ['2, k, 13', [-0.1041302, -0.1937073, 1.0]], ['2, k, 14', [-0.07925976, -0.5941382, 1.0]], ['2, k, 15', [-0.07699831, -0.6540937, 1.0]], ['2, k, 16', [0.09366109, -0.06961291, 1.0]], ['2, k, 17', [0.1691891, -0.2036318, 1.0]], ['2, k, 18', [0.1192845, -0.578116, 1.0]], ['2, k, 19', [0.102476, -0.6468322, 1.0]], ['2, k, 20', [0.008708518, 0.4026752, 1.0]], ['2, k, 21', [-0.3713655, -0.0299643, 1.0]], ['2, k, 22', [-0.3749356, 0.04996834, 1.0]], ['2, k, 23', [0.2696715, -0.06613196, 1.0]], ['2, k, 24', [0.272692, -0.01165043, 1.0]]]
[['2, k, 0', [0.01762536, -0.0715002, 1.0]], ['2, k, 1', [0.01411679, 0.2018916, 1.0]], ['2, k, 2', [0.009926574, 0.465763, 1.0]], ['2, k, 3', [0.01634796, 0.6099534, 1.0]], ['2, k, 4', [-0.1656073, 0.3915189, 1.0]], ['2, k, 5', [-0.2214589, 0.1576433, 1.0]], ['2, k, 6', [-0.3008714, 0.04123675, 1.0]], ['2, k, 7', [-0.3272879, 0.02915337, 1.0]], ['2, k, 8', [0.1969202, 0.37569, 1.0]], ['2, k, 9', [0.2564322, 0.154941, 1.0]], ['2, k, 10', [0.2593334, -0.03716309, 1.0]], ['2, k, 11', [0.2394861, -0.05925975, 1.0]], ['2, k, 12', [-0.06252708, -0.07046496, 1.0]], ['2, k, 13', [-0.1038787, -0.191124, 1.0]], ['2, k, 14', [-0.07879691, -0.5902548, 1.0]], ['2, k, 15', [-0.07631177, -0.6541022, 1.0]], ['2, k, 16', [0.09715188, -0.07030372, 1.0]], ['2, k, 17', [0.1697597, -0.2030528, 1.0]], ['2, k, 18', [0.1201505, -0.5765253, 1.0]], ['2, k, 19', [0.1026858, -0.6468565, 1.0]], ['2, k, 20', [0.01072211, 0.4013296, 1.0]], ['2, k, 21', [-0.3486965, 0.001225748, 1.0]], ['2, k, 22', [-0.3679252, 0.07833201, 1.0]], ['2, k, 23', [0.2378613, -0.12739, 1.0]], ['2, k, 24', [0.265738, -0.03453374, 1.0]]]
[['2, k, 0', [0.01653009, -0.0716631, 1.0]], ['2, k, 1', [0.01386548, 0.2015578, 1.0]], ['2, k, 2', [0.01016362, 0.4652007, 1.0]], ['2, k, 3', [0.01676623, 0.6098636, 1.0]], ['2, k, 4', [-0.1655314, 0.3915457, 1.0]], ['2, k, 5', [-0.2210448, 0.1573725, 1.0]], ['2, k, 6', [-0.2997678, 0.04298122, 1.0]], ['2, k, 7', [-0.3270038, 0.0306992, 1.0]], ['2, k, 8', [0.1969257, 0.3757554, 1.0]], ['2, k, 9', [0.2563767, 0.1548298, 1.0]], ['2, k, 10', [0.2687105, -0.04164743, 1.0]], ['2, k, 11', [0.2360658, -0.1071518, 1.0]], ['2, k, 12', [-0.06327064, -0.07050676, 1.0]], ['2, k, 13', [-0.1039602, -0.1909274, 1.0]], ['2, k, 14', [-0.0789581, -0.5918252, 1.0]], ['2, k, 15', [-0.07618476, -0.6544117, 1.0]], ['2, k, 16', [0.09572756, -0.0705808, 1.0]], ['2, k, 17', [0.1696503, -0.2032976, 1.0]], ['2, k, 18', [0.1201728, -0.5766003, 1.0]], ['2, k, 19', [0.1031894, -0.6468682, 1.0]], ['2, k, 20', [0.01086483, 0.4007951, 1.0]], ['2, k, 21', [-0.3529722, 0.004724305, 1.0]], ['2, k, 22', [-0.3631561, 0.08137005, 1.0]], ['2, k, 23', [0.2227077, -0.1715935, 1.0]], ['2, k, 24', [0.1966819, -0.09790629, 1.0]]]
[['2, k, 0', [0.01630507, -0.07156532, 1.0]], ['2, k, 1', [0.01385922, 0.2014745, 1.0]], ['2, k, 2', [0.01037206, 0.4649777, 1.0]], ['2, k, 3', [0.01701256, 0.6097571, 1.0]], ['2, k, 4', [-0.1653405, 0.391683, 1.0]], ['2, k, 5', [-0.2197328, 0.1580203, 1.0]], ['2, k, 6', [-0.297645, 0.0466719, 1.0]], ['2, k, 7', [-0.3243463, 0.03490774, 1.0]], ['2, k, 8', [0.196902, 0.3757865, 1.0]], ['2, k, 9', [0.256411, 0.1534433, 1.0]], ['2, k, 10', [0.2563949, -0.04704145, 1.0]], ['2, k, 11', [0.2395121, -0.0559033, 1.0]], ['2, k, 12', [-0.06347481, -0.07037808, 1.0]], ['2, k, 13', [-0.1039681, -0.1905364, 1.0]], ['2, k, 14', [-0.07906678, -0.5919558, 1.0]], ['2, k, 15', [-0.07600299, -0.6553773, 1.0]], ['2, k, 16', [0.09550893, -0.07050849, 1.0]], ['2, k, 17', [0.1696106, -0.2034618, 1.0]], ['2, k, 18', [0.1200985, -0.5768289, 1.0]], ['2, k, 19', [0.1031329, -0.6465805, 1.0]], ['2, k, 20', [0.01103264, 0.400589, 1.0]], ['2, k, 21', [-0.3460821, 0.01222853, 1.0]], ['2, k, 22', [-0.3579893, 0.0861171, 1.0]], ['2, k, 23', [0.2370967, -0.1279763, 1.0]], ['2, k, 24', [0.2651684, -0.0303684, 1.0]]]
[['2, k, 0', [0.02161101, -0.07160611, 1.0]], ['2, k, 1', [0.01558599, 0.2011558, 1.0]], ['2, k, 2', [0.01069065, 0.4646986, 1.0]], ['2, k, 3', [0.01704461, 0.6097514, 1.0]], ['2, k, 4', [-0.1652763, 0.3917485, 1.0]], ['2, k, 5', [-0.219275, 0.158938, 1.0]], ['2, k, 6', [-0.2939279, 0.05274631, 1.0]], ['2, k, 7', [-0.3227579, 0.0415882, 1.0]], ['2, k, 8', [0.1968358, 0.3758069, 1.0]], ['2, k, 9', [0.2565675, 0.1528653, 1.0]], ['2, k, 10', [0.2568418, -0.04590432, 1.0]], ['2, k, 11', [0.2392076, -0.05926297, 1.0]], ['2, k, 12', [-0.0577211, -0.07126718, 1.0]], ['2, k, 13', [-0.104006, -0.1902489, 1.0]], ['2, k, 14', [-0.07909653, -0.5916055, 1.0]], ['2, k, 15', [-0.07596728, -0.654823, 1.0]], ['2, k, 16', [0.1003675, -0.06976862, 1.0]], ['2, k, 17', [0.1695942, -0.2033617, 1.0]], ['2, k, 18', [0.1202149, -0.576439, 1.0]], ['2, k, 19', [0.1031345, -0.6465794, 1.0]], ['2, k, 20', [0.01163139, 0.4002454, 1.0]], ['2, k, 21', [-0.3432231, 0.01730021, 1.0]], ['2, k, 22', [-0.3619235, 0.09105492, 1.0]], ['2, k, 23', [0.2367454, -0.1277866, 1.0]], ['2, k, 24', [0.2655023, -0.02984665, 1.0]]]
[['2, k, 0', [0.02103253, -0.07203031, 1.0]], ['2, k, 1', [0.01561781, 0.2009694, 1.0]], ['2, k, 2', [0.01099429, 0.4645604, 1.0]], ['2, k, 3', [0.01704543, 0.609878, 1.0]], ['2, k, 4', [-0.1652327, 0.3917679, 1.0]], ['2, k, 5', [-0.2188938, 0.1651168, 1.0]], ['2, k, 6', [-0.2919535, 0.05646259, 1.0]], ['2, k, 7', [-0.3200015, 0.04856022, 1.0]], ['2, k, 8', [0.1967861, 0.3757781, 1.0]], ['2, k, 9', [0.256635, 0.152461, 1.0]], ['2, k, 10', [0.2540512, -0.04533789, 1.0]], ['2, k, 11', [0.2395979, -0.05935685, 1.0]], ['2, k, 12', [-0.05803807, -0.07157106, 1.0]], ['2, k, 13', [-0.1040815, -0.1904704, 1.0]], ['2, k, 14', [-0.07933958, -0.5914282, 1.0]], ['2, k, 15', [-0.07593045, -0.6548551, 1.0]], ['2, k, 16', [0.09946883, -0.07030439, 1.0]], ['2, k, 17', [0.1694959, -0.2036911, 1.0]], ['2, k, 18', [0.1202364, -0.5764104, 1.0]], ['2, k, 19', [0.1031889, -0.6465951, 1.0]], ['2, k, 20', [0.01188884, 0.4000806, 1.0]], ['2, k, 21', [-0.3396062, 0.02735774, 1.0]], ['2, k, 22', [-0.3531032, 0.09954257, 1.0]], ['2, k, 23', [0.2693043, -0.07892795, 1.0]], ['2, k, 24', [0.2657288, -0.03011984, 1.0]]]
[['2, k, 0', [0.02097419, -0.07196099, 1.0]], ['2, k, 1', [0.01564922, 0.2009043, 1.0]], ['2, k, 2', [0.01103243, 0.464435, 1.0]], ['2, k, 3', [0.01693995, 0.6100383, 1.0]], ['2, k, 4', [-0.1652323, 0.3917672, 1.0]], ['2, k, 5', [-0.215874, 0.1709333, 1.0]], ['2, k, 6', [-0.2862205, 0.06737352, 1.0]], ['2, k, 7', [-0.3189307, 0.05777986, 1.0]], ['2, k, 8', [0.1967605, 0.3756984, 1.0]], ['2, k, 9', [0.2566959, 0.1524829, 1.0]], ['2, k, 10', [0.2561466, -0.04268744, 1.0]], ['2, k, 11', [0.2402933, -0.05900307, 1.0]], ['2, k, 12', [-0.05806572, -0.07156294, 1.0]], ['2, k, 13', [-0.1040962, -0.1907498, 1.0]], ['2, k, 14', [-0.07939692, -0.5914281, 1.0]], ['2, k, 15', [-0.0762914, -0.6552955, 1.0]], ['2, k, 16', [0.09937651, -0.0701526, 1.0]], ['2, k, 17', [0.1694869, -0.2036844, 1.0]], ['2, k, 18', [0.1201563, -0.5768003, 1.0]], ['2, k, 19', [0.103332, -0.646588, 1.0]], ['2, k, 20', [0.01193627, 0.3999659, 1.0]], ['2, k, 21', [-0.3421743, 0.03803785, 1.0]], ['2, k, 22', [-0.3581869, 0.1060928, 1.0]], ['2, k, 23', [0.2564453, -0.07296924, 1.0]], ['2, k, 24', [0.265018, -0.0345729, 1.0]]]
[['2, k, 0', [0.02015918, -0.0718174, 1.0]], ['2, k, 1', [0.01556438, 0.2008851, 1.0]], ['2, k, 2', [0.01111238, 0.4643224, 1.0]], ['2, k, 3', [0.0166281, 0.6103309, 1.0]], ['2, k, 4', [-0.1652213, 0.3917516, 1.0]], ['2, k, 5', [-0.2149061, 0.1734115, 1.0]], ['2, k, 6', [-0.2856905, 0.07209985, 1.0]], ['2, k, 7', [-0.3170454, 0.0699714, 1.0]], ['2, k, 8', [0.1967331, 0.3756163, 1.0]], ['2, k, 9', [0.2566935, 0.1524695, 1.0]], ['2, k, 10', [0.2566713, -0.04289125, 1.0]], ['2, k, 11', [0.2389394, -0.06158727, 1.0]], ['2, k, 12', [-0.05900768, -0.07135306, 1.0]], ['2, k, 13', [-0.1042061, -0.1909505, 1.0]], ['2, k, 14', [-0.07950784, -0.59021, 1.0]], ['2, k, 15', [-0.07628726, -0.6551213, 1.0]], ['2, k, 16', [0.09870299, -0.07006201, 1.0]], ['2, k, 17', [0.169142, -0.2049589, 1.0]], ['2, k, 18', [0.120134, -0.5763531, 1.0]], ['2, k, 19', [0.10386, -0.6465772, 1.0]], ['2, k, 20', [0.01196986, 0.3998899, 1.0]], ['2, k, 21', [-0.3567848, 0.06028218, 1.0]], ['2, k, 22', [-0.3533296, 0.1237045, 1.0]], ['2, k, 23', [0.2479759, -0.08417841, 1.0]], ['2, k, 24', [0.2650207, -0.03354675, 1.0]]]
[['2, k, 0', [0.01968174, -0.07169851, 1.0]], ['2, k, 1', [0.01542386, 0.2008601, 1.0]], ['2, k, 2', [0.0110238, 0.4641439, 1.0]], ['2, k, 3', [0.01578854, 0.6105187, 1.0]], ['2, k, 4', [-0.1652875, 0.3915064, 1.0]], ['2, k, 5', [-0.2138154, 0.1734325, 1.0]], ['2, k, 6', [-0.2811809, 0.08451713, 1.0]], ['2, k, 7', [-0.3148507, 0.08321568, 1.0]], ['2, k, 8', [0.196732, 0.3752365, 1.0]], ['2, k, 9', [0.256887, 0.1528308, 1.0]], ['2, k, 10', [0.2548974, -0.04505338, 1.0]], ['2, k, 11', [0.2374622, -0.05643415, 1.0]], ['2, k, 12', [-0.05961846, -0.07124601, 1.0]], ['2, k, 13', [-0.1041212, -0.1911438, 1.0]], ['2, k, 14', [-0.07970823, -0.5904384, 1.0]], ['2, k, 15', [-0.0761487, -0.6550426, 1.0]], ['2, k, 16', [0.09834431, -0.06992449, 1.0]], ['2, k, 17', [0.1691836, -0.204927, 1.0]], ['2, k, 18', [0.1201639, -0.5764037, 1.0]], ['2, k, 19', [0.1038953, -0.6465715, 1.0]], ['2, k, 20', [0.01188516, 0.3997576, 1.0]], ['2, k, 21', [-0.3302667, 0.07014349, 1.0]], ['2, k, 22', [-0.3538242, 0.1287015, 1.0]], ['2, k, 23', [0.23712, -0.1279886, 1.0]], ['2, k, 24', [0.2650777, -0.03110212, 1.0]]]
[['2, k, 0', [0.01967138, -0.07165416, 1.0]], ['2, k, 1', [0.01538423, 0.2008492, 1.0]], ['2, k, 2', [0.01091257, 0.4640348, 1.0]], ['2, k, 3', [0.015111, 0.6107661, 1.0]], ['2, k, 4', [-0.1653053, 0.391532, 1.0]], ['2, k, 5', [-0.2131436, 0.1557283, 1.0]], ['2, k, 6', [-0.278398, 0.09677567, 1.0]], ['2, k, 7', [-0.3137552, 0.09767511, 1.0]], ['2, k, 8', [0.1965534, 0.3751373, 1.0]], ['2, k, 9', [0.2568825, 0.1528746, 1.0]], ['2, k, 10', [0.2562494, -0.04472048, 1.0]], ['2, k, 11', [0.2387895, -0.05651352, 1.0]], ['2, k, 12', [-0.05969969, -0.07120865, 1.0]], ['2, k, 13', [-0.1041361, -0.1908229, 1.0]], ['2, k, 14', [-0.07981402, -0.5898418, 1.0]], ['2, k, 15', [-0.07621787, -0.6541783, 1.0]], ['2, k, 16', [0.09837673, -0.06984513, 1.0]], ['2, k, 17', [0.1691618, -0.2049435, 1.0]], ['2, k, 18', [0.1188102, -0.5775151, 1.0]], ['2, k, 19', [0.1036224, -0.646741, 1.0]], ['2, k, 20', [0.01180803, 0.3996708, 1.0]], ['2, k, 21', [-0.3294243, 0.0866039, 1.0]], ['2, k, 22', [-0.3548062, 0.1475786, 1.0]], ['2, k, 23', [0.2397754, -0.1295331, 1.0]], ['2, k, 24', [0.2651929, -0.03085726, 1.0]]]
[['2, k, 0', [0.01768842, -0.0715853, 1.0]], ['2, k, 1', [0.01456598, 0.2008356, 1.0]], ['2, k, 2', [0.01070664, 0.4639947, 1.0]], ['2, k, 3', [0.01401148, 0.6107616, 1.0]], ['2, k, 4', [-0.1653615, 0.3913251, 1.0]], ['2, k, 5', [-0.2131159, 0.1493056, 1.0]], ['2, k, 6', [-0.2750245, 0.1073505, 1.0]], ['2, k, 7', [-0.3132356, 0.1129776, 1.0]], ['2, k, 8', [0.1962711, 0.3750955, 1.0]], ['2, k, 9', [0.2570405, 0.1526912, 1.0]], ['2, k, 10', [0.2549515, -0.04468399, 1.0]], ['2, k, 11', [0.2410018, -0.05591254, 1.0]], ['2, k, 12', [-0.06202393, -0.07114142, 1.0]], ['2, k, 13', [-0.1041886, -0.1905984, 1.0]], ['2, k, 14', [-0.08024814, -0.5905315, 1.0]], ['2, k, 15', [-0.076225, -0.6541337, 1.0]], ['2, k, 16', [0.09666797, -0.06977011, 1.0]], ['2, k, 17', [0.1692958, -0.2045758, 1.0]], ['2, k, 18', [0.118507, -0.5777845, 1.0]], ['2, k, 19', [0.1035908, -0.6468052, 1.0]], ['2, k, 20', [0.01152473, 0.3996201, 1.0]], ['2, k, 21', [-0.3268578, 0.1062481, 1.0]], ['2, k, 22', [-0.3545075, 0.1641908, 1.0]], ['2, k, 23', [0.2571689, -0.07655901, 1.0]], ['2, k, 24', [0.2659844, -0.02481587, 1.0]]]
[['2, k, 0', [0.01762833, -0.07159586, 1.0]], ['2, k, 1', [0.01455596, 0.2008509, 1.0]], ['2, k, 2', [0.01073482, 0.46404, 1.0]], ['2, k, 3', [0.01301221, 0.6113354, 1.0]], ['2, k, 4', [-0.1653955, 0.3912717, 1.0]], ['2, k, 5', [-0.2152153, 0.1097205, 1.0]], ['2, k, 6', [-0.2718439, 0.1138508, 1.0]], ['2, k, 7', [-0.3098032, 0.1262003, 1.0]], ['2, k, 8', [0.196011, 0.374956, 1.0]], ['2, k, 9', [0.2569787, 0.1524579, 1.0]], ['2, k, 10', [0.2552829, -0.04437397, 1.0]], ['2, k, 11', [0.2399643, -0.05666526, 1.0]], ['2, k, 12', [-0.06222413, -0.07124538, 1.0]], ['2, k, 13', [-0.1042209, -0.1904296, 1.0]], ['2, k, 14', [-0.08057419, -0.5909232, 1.0]], ['2, k, 15', [-0.0759832, -0.6544955, 1.0]], ['2, k, 16', [0.09668331, -0.06974375, 1.0]], ['2, k, 17', [0.1693581, -0.2043797, 1.0]], ['2, k, 18', [0.1186423, -0.5776108, 1.0]], ['2, k, 19', [0.1036499, -0.6466435, 1.0]], ['2, k, 20', [0.01154056, 0.3996427, 1.0]], ['2, k, 21', [-0.3331018, 0.1286819, 1.0]], ['2, k, 22', [-0.3428378, 0.1711679, 1.0]], ['2, k, 23', [0.2678953, -0.06900145, 1.0]], ['2, k, 24', [0.2655843, -0.02867813, 1.0]]]
[['2, k, 0', [0.01885074, -0.07048705, 1.0]], ['2, k, 1', [0.01481803, 0.2011516, 1.0]], ['2, k, 2', [0.01073833, 0.464062, 1.0]], ['2, k, 3', [0.01203516, 0.6116152, 1.0]], ['2, k, 4', [-0.1654573, 0.3911985, 1.0]], ['2, k, 5', [-0.2136755, 0.1193625, 1.0]], ['2, k, 6', [-0.2695098, 0.1234263, 1.0]], ['2, k, 7', [-0.31057, 0.1424535, 1.0]], ['2, k, 8', [0.1955571, 0.3751779, 1.0]], ['2, k, 9', [0.2569311, 0.1525889, 1.0]], ['2, k, 10', [0.2560488, -0.04542058, 1.0]], ['2, k, 11', [0.240137, -0.0567023, 1.0]], ['2, k, 12', [-0.06159515, -0.0706952, 1.0]], ['2, k, 13', [-0.1042524, -0.1900995, 1.0]], ['2, k, 14', [-0.08077819, -0.5906515, 1.0]], ['2, k, 15', [-0.07599454, -0.6544596, 1.0]], ['2, k, 16', [0.09879676, -0.06783276, 1.0]], ['2, k, 17', [0.1693479, -0.204392, 1.0]], ['2, k, 18', [0.1187704, -0.5776546, 1.0]], ['2, k, 19', [0.1035865, -0.6466901, 1.0]], ['2, k, 20', [0.01157157, 0.3996829, 1.0]], ['2, k, 21', [-0.3249817, 0.1438733, 1.0]], ['2, k, 22', [-0.3504802, 0.1910529, 1.0]], ['2, k, 23', [0.2640742, -0.06908397, 1.0]], ['2, k, 24', [0.2653065, -0.03020897, 1.0]]]
[['2, k, 0', [0.01931235, -0.06933258, 1.0]], ['2, k, 1', [0.01477245, 0.2014001, 1.0]], ['2, k, 2', [0.01051453, 0.4640407, 1.0]], ['2, k, 3', [0.01095121, 0.612004, 1.0]], ['2, k, 4', [-0.1655467, 0.3911194, 1.0]], ['2, k, 5', [-0.2134175, 0.1226867, 1.0]], ['2, k, 6', [-0.2716731, 0.1345046, 1.0]], ['2, k, 7', [-0.3118674, 0.1596212, 1.0]], ['2, k, 8', [0.1951566, 0.3752741, 1.0]], ['2, k, 9', [0.256915, 0.1526376, 1.0]], ['2, k, 10', [0.2570849, -0.04638129, 1.0]], ['2, k, 11', [0.2399503, -0.05766337, 1.0]], ['2, k, 12', [-0.06124435, -0.06991995, 1.0]], ['2, k, 13', [-0.1041991, -0.1905311, 1.0]], ['2, k, 14', [-0.08126433, -0.5902185, 1.0]], ['2, k, 15', [-0.07609712, -0.6544242, 1.0]], ['2, k, 16', [0.09935211, -0.06633033, 1.0]], ['2, k, 17', [0.1693655, -0.204571, 1.0]], ['2, k, 18', [0.118948, -0.5776722, 1.0]], ['2, k, 19', [0.1035496, -0.6468114, 1.0]], ['2, k, 20', [0.01147734, 0.3996984, 1.0]], ['2, k, 21', [-0.3248701, 0.1624188, 1.0]], ['2, k, 22', [-0.3534229, 0.2073523, 1.0]], ['2, k, 23', [0.2537557, -0.07032231, 1.0]], ['2, k, 24', [0.2655124, -0.02905716, 1.0]]]
[['2, k, 0', [0.01935038, -0.06934015, 1.0]], ['2, k, 1', [0.01477038, 0.2014032, 1.0]], ['2, k, 2', [0.01044614, 0.4640214, 1.0]], ['2, k, 3', [0.01035986, 0.6120622, 1.0]], ['2, k, 4', [-0.1656163, 0.3911606, 1.0]], ['2, k, 5', [-0.2138421, 0.1225722, 1.0]], ['2, k, 6', [-0.267138, 0.1456502, 1.0]], ['2, k, 7', [-0.3082407, 0.1748767, 1.0]], ['2, k, 8', [0.1950657, 0.3752469, 1.0]], ['2, k, 9', [0.2569077, 0.1528511, 1.0]], ['2, k, 10', [0.2609036, -0.0307425, 1.0]], ['2, k, 11', [0.2389216, -0.06290264, 1.0]], ['2, k, 12', [-0.06119474, -0.06994363, 1.0]], ['2, k, 13', [-0.1043375, -0.1903259, 1.0]], ['2, k, 14', [-0.08130693, -0.591011, 1.0]], ['2, k, 15', [-0.07633004, -0.6548718, 1.0]], ['2, k, 16', [0.09937878, -0.0663316, 1.0]], ['2, k, 17', [0.1693411, -0.2051949, 1.0]], ['2, k, 18', [0.1189741, -0.5775572, 1.0]], ['2, k, 19', [0.1034261, -0.6468204, 1.0]], ['2, k, 20', [0.01144387, 0.3996873, 1.0]], ['2, k, 21', [-0.3221353, 0.183114, 1.0]], ['2, k, 22', [-0.3499868, 0.2205549, 1.0]], ['2, k, 23', [0.2316935, -0.131417, 1.0]], ['2, k, 24', [0.2653097, -0.02940141, 1.0]]]
[['2, k, 0', [0.01955442, -0.06939037, 1.0]], ['2, k, 1', [0.01476928, 0.2014015, 1.0]], ['2, k, 2', [0.01024306, 0.4639917, 1.0]], ['2, k, 3', [0.009574677, 0.6121218, 1.0]], ['2, k, 4', [-0.1657976, 0.390692, 1.0]], ['2, k, 5', [-0.2141939, 0.1225581, 1.0]], ['2, k, 6', [-0.2694029, 0.1612738, 1.0]], ['2, k, 7', [-0.3084231, 0.1948695, 1.0]], ['2, k, 8', [0.1949154, 0.3752078, 1.0]], ['2, k, 9', [0.2569209, 0.1528356, 1.0]], ['2, k, 10', [0.2600861, -0.03388547, 1.0]], ['2, k, 11', [0.2374817, -0.05848685, 1.0]], ['2, k, 12', [-0.06098841, -0.07008604, 1.0]], ['2, k, 13', [-0.1042753, -0.1901297, 1.0]], ['2, k, 14', [-0.08142632, -0.590421, 1.0]], ['2, k, 15', [-0.0764932, -0.6546374, 1.0]], ['2, k, 16', [0.09960417, -0.06630278, 1.0]], ['2, k, 17', [0.1693386, -0.2051382, 1.0]], ['2, k, 18', [0.1190219, -0.5775495, 1.0]], ['2, k, 19', [0.1040938, -0.6467814, 1.0]], ['2, k, 20', [0.011338, 0.3996671, 1.0]], ['2, k, 21', [-0.3254689, 0.207935, 1.0]], ['2, k, 22', [-0.3478695, 0.2447831, 1.0]], ['2, k, 23', [0.2350515, -0.1303952, 1.0]], ['2, k, 24', [0.2646062, -0.03060288, 1.0]]]
[['2, k, 0', [0.01981187, -0.06961096, 1.0]], ['2, k, 1', [0.01482936, 0.2013808, 1.0]], ['2, k, 2', [0.01024155, 0.4640027, 1.0]], ['2, k, 3', [0.009117517, 0.6124469, 1.0]], ['2, k, 4', [-0.1686767, 0.3843524, 1.0]], ['2, k, 5', [-0.2171568, 0.1232306, 1.0]], ['2, k, 6', [-0.269949, 0.1755352, 1.0]], ['2, k, 7', [-0.3079306, 0.2138677, 1.0]], ['2, k, 8', [0.1946638, 0.3752164, 1.0]], ['2, k, 9', [0.2569727, 0.1525262, 1.0]], ['2, k, 10', [0.2596591, -0.03480925, 1.0]], ['2, k, 11', [0.2377659, -0.05869979, 1.0]], ['2, k, 12', [-0.06060102, -0.07065178, 1.0]], ['2, k, 13', [-0.1043065, -0.190135, 1.0]], ['2, k, 14', [-0.08127011, -0.5899361, 1.0]], ['2, k, 15', [-0.07662408, -0.6546195, 1.0]], ['2, k, 16', [0.09976981, -0.06634213, 1.0]], ['2, k, 17', [0.1693262, -0.2051659, 1.0]], ['2, k, 18', [0.1193358, -0.5775321, 1.0]], ['2, k, 19', [0.1038637, -0.6469021, 1.0]], ['2, k, 20', [0.01134315, 0.3996694, 1.0]], ['2, k, 21', [-0.3190067, 0.2285364, 1.0]], ['2, k, 22', [-0.3475654, 0.2661141, 1.0]], ['2, k, 23', [0.2423456, -0.1299704, 1.0]], ['2, k, 24', [0.2652531, -0.02815098, 1.0]]]
[['2, k, 0', [0.01956748, -0.06969104, 1.0]], ['2, k, 1', [0.01476712, 0.2013756, 1.0]], ['2, k, 2', [0.01022195, 0.4639978, 1.0]], ['2, k, 3', [0.008935651, 0.6124679, 1.0]], ['2, k, 4', [-0.1695165, 0.382697, 1.0]], ['2, k, 5', [-0.2178903, 0.1244901, 1.0]], ['2, k, 6', [-0.2741692, 0.187762, 1.0]], ['2, k, 7', [-0.3055194, 0.2325003, 1.0]], ['2, k, 8', [0.194619, 0.3751063, 1.0]], ['2, k, 9', [0.2569418, 0.1524248, 1.0]], ['2, k, 10', [0.2596919, -0.03620636, 1.0]], ['2, k, 11', [0.2368141, -0.05885476, 1.0]], ['2, k, 12', [-0.06098569, -0.07085228, 1.0]], ['2, k, 13', [-0.104317, -0.1902875, 1.0]], ['2, k, 14', [-0.08152927, -0.5899361, 1.0]], ['2, k, 15', [-0.07680553, -0.6548477, 1.0]], ['2, k, 16', [0.09962291, -0.06633992, 1.0]], ['2, k, 17', [0.1694204, -0.204944, 1.0]], ['2, k, 18', [0.1192824, -0.5777092, 1.0]], ['2, k, 19', [0.1038563, -0.6469164, 1.0]], ['2, k, 20', [0.01131549, 0.3996619, 1.0]], ['2, k, 21', [-0.3121896, 0.2488377, 1.0]], ['2, k, 22', [-0.3487663, 0.2844826, 1.0]], ['2, k, 23', [0.2443959, -0.08271703, 1.0]], ['2, k, 24', [0.2649692, -0.03107347, 1.0]]]
[['2, k, 0', [0.0195353, -0.06986949, 1.0]], ['2, k, 1', [0.01471815, 0.2013682, 1.0]], ['2, k, 2', [0.01005554, 0.4640321, 1.0]], ['2, k, 3', [0.008781786, 0.6125618, 1.0]], ['2, k, 4', [-0.1702112, 0.3818511, 1.0]], ['2, k, 5', [-0.2173029, 0.126071, 1.0]], ['2, k, 6', [-0.2765224, 0.204755, 1.0]], ['2, k, 7', [-0.3028021, 0.2527318, 1.0]], ['2, k, 8', [0.1945909, 0.3750989, 1.0]], ['2, k, 9', [0.2568167, 0.1530396, 1.0]], ['2, k, 10', [0.2561992, -0.04020322, 1.0]], ['2, k, 11', [0.2382947, -0.05561699, 1.0]], ['2, k, 12', [-0.06107984, -0.07124767, 1.0]], ['2, k, 13', [-0.104418, -0.1906939, 1.0]], ['2, k, 14', [-0.08150979, -0.5901908, 1.0]], ['2, k, 15', [-0.07660836, -0.6551284, 1.0]], ['2, k, 16', [0.09962246, -0.06637383, 1.0]], ['2, k, 17', [0.1694878, -0.2046308, 1.0]], ['2, k, 18', [0.1192348, -0.5776818, 1.0]], ['2, k, 19', [0.103833, -0.6469051, 1.0]], ['2, k, 20', [0.01119772, 0.3996764, 1.0]], ['2, k, 21', [-0.3076349, 0.2685064, 1.0]], ['2, k, 22', [-0.3453466, 0.2971193, 1.0]], ['2, k, 23', [0.2644083, -0.07596525, 1.0]], ['2, k, 24', [0.2733652, -0.04083169, 1.0]]]
