[['2, k, 0', [-0.118302, -0.257216, 1.0]], ['2, k, 1', [-0.111585, 0.077875, 1.0]], ['2, k, 2', [-0.104312, 0.403458, 1.0]], ['2, k, 3', [-0.0615913, 0.548578, 1.0]], ['2, k, 4', [-0.283593, 0.299598, 1.0]], ['2, k, 5', [-0.355841, 0.00795838, 1.0]], ['2, k, 6', [-0.387225, -0.230278, 1.0]], ['2, k, 7', [-0.381855, -0.287889, 1.0]], ['2, k, 8', [0.0716312, 0.307277, 1.0]], ['2, k, 9', [0.125281, 0.0519419, 1.0]], ['2, k, 10', [0.0779096, 0.161601, 1.0]], ['2, k, 11', [0.0647477, 0.173457, 1.0]], ['2, k, 12', [-0.197576, -0.255039, 1.0]], ['2, k, 13', [-0.262799, -0.653015, 1.0]], ['2, k, 14', [-0.328317, -1.03122, 1.0]], ['2, k, 15', [-0.355225, -1.09082, 1.0]], ['2, k, 16', [-0.0353928, -0.251476, 1.0]], ['2, k, 17', [0.0448966, -0.637202, 1.0]], ['2, k, 18', [0.0822789, -1.01011, 1.0]], ['2, k, 19', [0.0933838, -1.0791, 1.0]], ['2, k, 20', [-0.106231, 0.323462, 1.0]], ['2, k, 21', [-0.385128, -0.342586, 1.0]], ['2, k, 22', [-0.358445, -0.28492, 1.0]], ['2, k, 23', [0.0522126, 0.189037, 1.0]], ['2, k, 24', [0.0313298, 0.201259, 1.0]]]
[['2, k, 0', [-0.137272, -0.240402, 1.0]], ['2, k, 1', [-0.113045, 0.0860375, 1.0]], ['2, k, 2', [-0.0939454, 0.407582, 1.0]], ['2, k, 3', [-0.0602638, 0.546654, 1.0]], ['2, k, 4', [-0.278365, 0.302241, 1.0]], ['2, k, 5', [-0.363866, 0.0244731, 1.0]], ['2, k, 6', [-0.404513, -0.2064, 1.0]], ['2, k, 7', [-0.398264, -0.276306, 1.0]], ['2, k, 8', [0.0651217, 0.28404, 1.0]], ['2, k, 9', [0.168677, 0.107312, 1.0]], ['2, k, 10', [0.0489971, 0.381456, 1.0]], ['2, k, 11', [0.00810424, 0.440002, 1.0]], ['2, k, 12', [-0.217119, -0.2331, 1.0]], ['2, k, 13', [-0.276101, -0.643903, 1.0]], ['2, k, 14', [-0.328716, -1.03338, 1.0]], ['2, k, 15', [-0.355581, -1.09132, 1.0]], ['2, k, 16', [-0.053627, -0.24008, 1.0]], ['2, k, 17', [0.0399264, -0.637407, 1.0]], ['2, k, 18', [0.0842314, -1.01291, 1.0]], ['2, k, 19', [0.0915274, -1.07782, 1.0]], ['2, k, 20', [-0.0992483, 0.328189, 1.0]], ['2, k, 21', [-0.387221, -0.352068, 1.0]], ['2, k, 22', [-0.365087, -0.272853, 1.0]], ['2, k, 23', [-0.0313069, 0.504738, 1.0]], ['2, k, 24', [-0.00849423, 0.406151, 1.0]]]
[['2, k, 0', [-0.142043, -0.237844, 1.0]], ['2, k, 1', [-0.114624, 0.0875677, 1.0]], ['2, k, 2', [-0.09347, 0.407835, 1.0]], ['2, k, 3', [-0.0625083, 0.546774, 1.0]], ['2, k, 4', [-0.278879, 0.302435, 1.0]], ['2, k, 5', [-0.365109, 0.0254636, 1.0]], ['2, k, 6', [-0.404468, -0.206649, 1.0]], ['2, k, 7', [-0.397269, -0.27488, 1.0]], ['2, k, 8', [0.0645616, 0.285061, 1.0]], ['2, k, 9', [0.168865, 0.112039, 1.0]], ['2, k, 10', [0.0867115, 0.317963, 1.0]], ['2, k, 11', [0.0455521, 0.380062, 1.0]], ['2, k, 12', [-0.222333, -0.230231, 1.0]], ['2, k, 13', [-0.278538, -0.642922, 1.0]], ['2, k, 14', [-0.328912, -1.03342, 1.0]], ['2, k, 15', [-0.355686, -1.09122, 1.0]], ['2, k, 16', [-0.0577353, -0.237968, 1.0]], ['2, k, 17', [0.0351217, -0.635014, 1.0]], ['2, k, 18', [0.082896, -1.01361, 1.0]], ['2, k, 19', [0.0915301, -1.07775, 1.0]], ['2, k, 20', [-0.0990629, 0.328552, 1.0]], ['2, k, 21', [-0.385317, -0.350191, 1.0]], ['2, k, 22', [-0.365799, -0.270988, 1.0]], ['2, k, 23', [0.00604898, 0.441364, 1.0]], ['2, k, 24', [0.0443349, 0.331583, 1.0]]]
[['2, k, 0', [-0.145973, -0.237381, 1.0]], ['2, k, 1', [-0.116365, 0.088115, 1.0]], ['2, k, 2', [-0.0934089, 0.407826, 1.0]], ['2, k, 3', [-0.0665956, 0.546172, 1.0]], ['2, k, 4', [-0.280028, 0.302761, 1.0]], ['2, k, 5', [-0.366345, 0.0260609, 1.0]], ['2, k, 6', [-0.405179, -0.205468, 1.0]], ['2, k, 7', [-0.398494, -0.273994, 1.0]], ['2, k, 8', [0.0645656, 0.283679, 1.0]], ['2, k, 9', [0.169873, 0.115478, 1.0]], ['2, k, 10', [0.0868239, 0.316976, 1.0]], ['2, k, 11', [0.0497594, 0.365266, 1.0]], ['2, k, 12', [-0.225661, -0.229431, 1.0]], ['2, k, 13', [-0.28098, -0.64162, 1.0]], ['2, k, 14', [-0.329496, -1.03359, 1.0]], ['2, k, 15', [-0.355752, -1.0912, 1.0]], ['2, k, 16', [-0.0624561, -0.237878, 1.0]], ['2, k, 17', [0.0320989, -0.634666, 1.0]], ['2, k, 18', [0.0852223, -1.01341, 1.0]], ['2, k, 19', [0.0915391, -1.07765, 1.0]], ['2, k, 20', [-0.0990823, 0.328583, 1.0]], ['2, k, 21', [-0.388331, -0.344391, 1.0]], ['2, k, 22', [-0.367212, -0.271738, 1.0]], ['2, k, 23', [0.00449779, 0.42854, 1.0]], ['2, k, 24', [0.049736, 0.318035, 1.0]]]
[['2, k, 0', [-0.147006, -0.237136, 1.0]], ['2, k, 1', [-0.117051, 0.0884078, 1.0]], ['2, k, 2', [-0.093288, 0.407806, 1.0]], ['2, k, 3', [-0.0711132, 0.545409, 1.0]], ['2, k, 4', [-0.282047, 0.303308, 1.0]], ['2, k, 5', [-0.36722, 0.0267151, 1.0]], ['2, k, 6', [-0.406472, -0.204392, 1.0]], ['2, k, 7', [-0.401961, -0.269224, 1.0]], ['2, k, 8', [0.0643986, 0.283215, 1.0]], ['2, k, 9', [0.169394, 0.117726, 1.0]], ['2, k, 10', [0.0845767, 0.317313, 1.0]], ['2, k, 11', [0.04592, 0.36455, 1.0]], ['2, k, 12', [-0.22651, -0.229052, 1.0]], ['2, k, 13', [-0.283771, -0.642603, 1.0]], ['2, k, 14', [-0.329823, -1.03362, 1.0]], ['2, k, 15', [-0.355563, -1.09079, 1.0]], ['2, k, 16', [-0.0639575, -0.237732, 1.0]], ['2, k, 17', [0.0284115, -0.648418, 1.0]], ['2, k, 18', [0.0850664, -1.01439, 1.0]], ['2, k, 19', [0.0915524, -1.07768, 1.0]], ['2, k, 20', [-0.0990729, 0.3286, 1.0]], ['2, k, 21', [-0.387102, -0.342623, 1.0]], ['2, k, 22', [-0.370861, -0.260815, 1.0]], ['2, k, 23', [-0.00175878, 0.427905, 1.0]], ['2, k, 24', [0.0499041, 0.30936, 1.0]]]
[['2, k, 0', [-0.147873, -0.236987, 1.0]], ['2, k, 1', [-0.11792, 0.0886163, 1.0]], ['2, k, 2', [-0.0933124, 0.40777, 1.0]], ['2, k, 3', [-0.0771967, 0.544789, 1.0]], ['2, k, 4', [-0.285676, 0.30303, 1.0]], ['2, k, 5', [-0.36906, 0.0277838, 1.0]], ['2, k, 6', [-0.407963, -0.201834, 1.0]], ['2, k, 7', [-0.402846, -0.268704, 1.0]], ['2, k, 8', [0.0640758, 0.283306, 1.0]], ['2, k, 9', [0.168563, 0.1189, 1.0]], ['2, k, 10', [0.0839439, 0.317587, 1.0]], ['2, k, 11', [0.0340513, 0.376539, 1.0]], ['2, k, 12', [-0.226849, -0.228963, 1.0]], ['2, k, 13', [-0.284033, -0.642696, 1.0]], ['2, k, 14', [-0.330044, -1.0335, 1.0]], ['2, k, 15', [-0.355572, -1.09077, 1.0]], ['2, k, 16', [-0.0654395, -0.237587, 1.0]], ['2, k, 17', [0.0257665, -0.647681, 1.0]], ['2, k, 18', [0.0829846, -1.0142, 1.0]], ['2, k, 19', [0.0911337, -1.07734, 1.0]], ['2, k, 20', [-0.0991962, 0.328612, 1.0]], ['2, k, 21', [-0.39398, -0.337399, 1.0]], ['2, k, 22', [-0.370034, -0.263733, 1.0]], ['2, k, 23', [-0.0076471, 0.438648, 1.0]], ['2, k, 24', [0.034008, 0.336155, 1.0]]]
[['2, k, 0', [-0.149734, -0.239081, 1.0]], ['2, k, 1', [-0.119953, 0.0883199, 1.0]], ['2, k, 2', [-0.0947825, 0.407486, 1.0]], ['2, k, 3', [-0.0875411, 0.544045, 1.0]], ['2, k, 4', [-0.293002, 0.300995, 1.0]], ['2, k, 5', [-0.37202, 0.029112, 1.0]], ['2, k, 6', [-0.411522, -0.195986, 1.0]], ['2, k, 7', [-0.411401, -0.26491, 1.0]], ['2, k, 8', [0.063487, 0.283631, 1.0]], ['2, k, 9', [0.166392, 0.12209, 1.0]], ['2, k, 10', [0.072177, 0.313705, 1.0]], ['2, k, 11', [0.0205346, 0.38304, 1.0]], ['2, k, 12', [-0.227711, -0.230552, 1.0]], ['2, k, 13', [-0.284006, -0.647349, 1.0]], ['2, k, 14', [-0.330303, -1.03341, 1.0]], ['2, k, 15', [-0.355371, -1.09045, 1.0]], ['2, k, 16', [-0.0677113, -0.240121, 1.0]], ['2, k, 17', [0.0236776, -0.651323, 1.0]], ['2, k, 18', [0.0774457, -1.01532, 1.0]], ['2, k, 19', [0.0912469, -1.07763, 1.0]], ['2, k, 20', [-0.10061, 0.328516, 1.0]], ['2, k, 21', [-0.403565, -0.333594, 1.0]], ['2, k, 22', [-0.38573, -0.25663, 1.0]], ['2, k, 23', [-0.0208567, 0.437314, 1.0]], ['2, k, 24', [0.00161063, 0.37335, 1.0]]]
[['2, k, 0', [-0.149876, -0.240694, 1.0]], ['2, k, 1', [-0.121124, 0.0879683, 1.0]], ['2, k, 2', [-0.0963761, 0.407198, 1.0]], ['2, k, 3', [-0.0942515, 0.54326, 1.0]], ['2, k, 4', [-0.295687, 0.300306, 1.0]], ['2, k, 5', [-0.374106, 0.0281201, 1.0]], ['2, k, 6', [-0.416184, -0.192572, 1.0]], ['2, k, 7', [-0.417607, -0.267417, 1.0]], ['2, k, 8', [0.0628669, 0.284109, 1.0]], ['2, k, 9', [0.163587, 0.124539, 1.0]], ['2, k, 10', [0.0712319, 0.316661, 1.0]], ['2, k, 11', [0.0247615, 0.367895, 1.0]], ['2, k, 12', [-0.228142, -0.232627, 1.0]], ['2, k, 13', [-0.28727, -0.647106, 1.0]], ['2, k, 14', [-0.330565, -1.03329, 1.0]], ['2, k, 15', [-0.355383, -1.09046, 1.0]], ['2, k, 16', [-0.0672788, -0.241185, 1.0]], ['2, k, 17', [0.0238399, -0.649793, 1.0]], ['2, k, 18', [0.0762977, -1.01568, 1.0]], ['2, k, 19', [0.0910207, -1.07776, 1.0]], ['2, k, 20', [-0.10187, 0.328369, 1.0]], ['2, k, 21', [-0.410754, -0.336384, 1.0]], ['2, k, 22', [-0.388103, -0.260961, 1.0]], ['2, k, 23', [-0.0236599, 0.430668, 1.0]], ['2, k, 24', [0.0351505, 0.314176, 1.0]]]
[['2, k, 0', [-0.142158, -0.245656, 1.0]], ['2, k, 1', [-0.121482, 0.0864676, 1.0]], ['2, k, 2', [-0.100515, 0.405944, 1.0]], ['2, k, 3', [-0.105033, 0.542694, 1.0]], ['2, k, 4', [-0.298725, 0.295665, 1.0]], ['2, k, 5', [-0.374425, 0.0252396, 1.0]], ['2, k, 6', [-0.424378, -0.199936, 1.0]], ['2, k, 7', [-0.431474, -0.276064, 1.0]], ['2, k, 8', [0.0608382, 0.286901, 1.0]], ['2, k, 9', [0.15771, 0.130187, 1.0]], ['2, k, 10', [0.0674011, 0.321973, 1.0]], ['2, k, 11', [0.014132, 0.377313, 1.0]], ['2, k, 12', [-0.219754, -0.239238, 1.0]], ['2, k, 13', [-0.285344, -0.651989, 1.0]], ['2, k, 14', [-0.330859, -1.03325, 1.0]], ['2, k, 15', [-0.355456, -1.0904, 1.0]], ['2, k, 16', [-0.0602123, -0.24455, 1.0]], ['2, k, 17', [0.0263713, -0.645062, 1.0]], ['2, k, 18', [0.0755426, -1.01619, 1.0]], ['2, k, 19', [0.091342, -1.07842, 1.0]], ['2, k, 20', [-0.104613, 0.327373, 1.0]], ['2, k, 21', [-0.42699, -0.344176, 1.0]], ['2, k, 22', [-0.402608, -0.271108, 1.0]], ['2, k, 23', [-0.0318838, 0.432325, 1.0]], ['2, k, 24', [-0.00268272, 0.362978, 1.0]]]
[['2, k, 0', [-0.136992, -0.249287, 1.0]], ['2, k, 1', [-0.121012, 0.0854384, 1.0]], ['2, k, 2', [-0.102635, 0.405755, 1.0]], ['2, k, 3', [-0.110493, 0.541449, 1.0]], ['2, k, 4', [-0.299616, 0.291826, 1.0]], ['2, k, 5', [-0.374368, 0.0221208, 1.0]], ['2, k, 6', [-0.428896, -0.204316, 1.0]], ['2, k, 7', [-0.439613, -0.280327, 1.0]], ['2, k, 8', [0.0603505, 0.287041, 1.0]], ['2, k, 9', [0.156761, 0.131203, 1.0]], ['2, k, 10', [0.0655254, 0.321944, 1.0]], ['2, k, 11', [0.0164993, 0.369928, 1.0]], ['2, k, 12', [-0.214452, -0.243706, 1.0]], ['2, k, 13', [-0.281635, -0.648352, 1.0]], ['2, k, 14', [-0.330465, -1.03205, 1.0]], ['2, k, 15', [-0.355562, -1.09043, 1.0]], ['2, k, 16', [-0.0552811, -0.247129, 1.0]], ['2, k, 17', [0.0278291, -0.644343, 1.0]], ['2, k, 18', [0.0752168, -1.01638, 1.0]], ['2, k, 19', [0.0912373, -1.07858, 1.0]], ['2, k, 20', [-0.105994, 0.326907, 1.0]], ['2, k, 21', [-0.432463, -0.349084, 1.0]], ['2, k, 22', [-0.412532, -0.264732, 1.0]], ['2, k, 23', [-0.0353162, 0.431302, 1.0]], ['2, k, 24', [0.0113091, 0.345248, 1.0]]]
[['2, k, 0', [-0.131402, -0.252388, 1.0]], ['2, k, 1', [-0.119715, 0.0837383, 1.0]], ['2, k, 2', [-0.103755, 0.40497, 1.0]], ['2, k, 3', [-0.114922, 0.539483, 1.0]], ['2, k, 4', [-0.300695, 0.28758, 1.0]], ['2, k, 5', [-0.373303, 0.0188994, 1.0]], ['2, k, 6', [-0.432498, -0.19653, 1.0]], ['2, k, 7', [-0.446333, -0.279506, 1.0]], ['2, k, 8', [0.0595229, 0.287191, 1.0]], ['2, k, 9', [0.156207, 0.132212, 1.0]], ['2, k, 10', [0.0639988, 0.321955, 1.0]], ['2, k, 11', [0.00827851, 0.380657, 1.0]], ['2, k, 12', [-0.207884, -0.248093, 1.0]], ['2, k, 13', [-0.27782, -0.649593, 1.0]], ['2, k, 14', [-0.330178, -1.03179, 1.0]], ['2, k, 15', [-0.355624, -1.09036, 1.0]], ['2, k, 16', [-0.0506591, -0.248979, 1.0]], ['2, k, 17', [0.0314716, -0.643853, 1.0]], ['2, k, 18', [0.0767136, -1.01266, 1.0]], ['2, k, 19', [0.0914587, -1.07899, 1.0]], ['2, k, 20', [-0.106674, 0.326027, 1.0]], ['2, k, 21', [-0.446576, -0.346231, 1.0]], ['2, k, 22', [-0.419289, -0.276109, 1.0]], ['2, k, 23', [-0.035927, 0.430753, 1.0]], ['2, k, 24', [-0.00914093, 0.369266, 1.0]]]
[['2, k, 0', [-0.124386, -0.255691, 1.0]], ['2, k, 1', [-0.118169, 0.0816664, 1.0]], ['2, k, 2', [-0.10604, 0.403215, 1.0]], ['2, k, 3', [-0.119646, 0.537637, 1.0]], ['2, k, 4', [-0.301092, 0.281684, 1.0]], ['2, k, 5', [-0.373567, 0.0146028, 1.0]], ['2, k, 6', [-0.437679, -0.196295, 1.0]], ['2, k, 7', [-0.454905, -0.280526, 1.0]], ['2, k, 8', [0.0590962, 0.287124, 1.0]], ['2, k, 9', [0.155672, 0.132722, 1.0]], ['2, k, 10', [0.0633183, 0.321804, 1.0]], ['2, k, 11', [0.00585061, 0.381077, 1.0]], ['2, k, 12', [-0.200625, -0.252365, 1.0]], ['2, k, 13', [-0.271497, -0.650865, 1.0]], ['2, k, 14', [-0.329807, -1.03172, 1.0]], ['2, k, 15', [-0.355754, -1.09033, 1.0]], ['2, k, 16', [-0.0439502, -0.251164, 1.0]], ['2, k, 17', [0.0356215, -0.645099, 1.0]], ['2, k, 18', [0.0805547, -1.01368, 1.0]], ['2, k, 19', [0.091657, -1.07927, 1.0]], ['2, k, 20', [-0.107982, 0.324284, 1.0]], ['2, k, 21', [-0.463478, -0.341603, 1.0]], ['2, k, 22', [-0.427385, -0.296102, 1.0]], ['2, k, 23', [-0.032369, 0.433693, 1.0]], ['2, k, 24', [0.0095167, 0.367619, 1.0]]]
[['2, k, 0', [-0.114834, -0.258139, 1.0]], ['2, k, 1', [-0.11551, 0.0794528, 1.0]], ['2, k, 2', [-0.108261, 0.400931, 1.0]], ['2, k, 3', [-0.124041, 0.535455, 1.0]], ['2, k, 4', [-0.302816, 0.276269, 1.0]], ['2, k, 5', [-0.37412, 0.0110776, 1.0]], ['2, k, 6', [-0.446398, -0.203076, 1.0]], ['2, k, 7', [-0.466203, -0.291917, 1.0]], ['2, k, 8', [0.0585779, 0.287302, 1.0]], ['2, k, 9', [0.155328, 0.133358, 1.0]], ['2, k, 10', [0.0627498, 0.321786, 1.0]], ['2, k, 11', [0.00319036, 0.380564, 1.0]], ['2, k, 12', [-0.189898, -0.256581, 1.0]], ['2, k, 13', [-0.256423, -0.646447, 1.0]], ['2, k, 14', [-0.328434, -1.03081, 1.0]], ['2, k, 15', [-0.355776, -1.09006, 1.0]], ['2, k, 16', [-0.0358059, -0.251928, 1.0]], ['2, k, 17', [0.0425379, -0.640861, 1.0]], ['2, k, 18', [0.0813313, -1.0138, 1.0]], ['2, k, 19', [0.0919844, -1.07964, 1.0]], ['2, k, 20', [-0.108981, 0.322016, 1.0]], ['2, k, 21', [-0.468885, -0.350466, 1.0]], ['2, k, 22', [-0.440314, -0.287021, 1.0]], ['2, k, 23', [-0.0385689, 0.432628, 1.0]], ['2, k, 24', [-0.0133053, 0.430815, 1.0]]]
[['2, k, 0', [-0.10525, -0.260595, 1.0]], ['2, k, 1', [-0.112074, 0.0765385, 1.0]], ['2, k, 2', [-0.110066, 0.398101, 1.0]], ['2, k, 3', [-0.128615, 0.532728, 1.0]], ['2, k, 4', [-0.304957, 0.270481, 1.0]], ['2, k, 5', [-0.375641, 0.00752019, 1.0]], ['2, k, 6', [-0.453772, -0.20738, 1.0]], ['2, k, 7', [-0.477696, -0.29519, 1.0]], ['2, k, 8', [0.057929, 0.287448, 1.0]], ['2, k, 9', [0.155068, 0.134222, 1.0]], ['2, k, 10', [0.0606487, 0.32118, 1.0]], ['2, k, 11', [0.00141102, 0.378438, 1.0]], ['2, k, 12', [-0.180234, -0.260349, 1.0]], ['2, k, 13', [-0.253359, -0.643574, 1.0]], ['2, k, 14', [-0.327711, -1.02999, 1.0]], ['2, k, 15', [-0.355503, -1.09018, 1.0]], ['2, k, 16', [-0.0264456, -0.25292, 1.0]], ['2, k, 17', [0.0487559, -0.637934, 1.0]], ['2, k, 18', [0.0813494, -1.01468, 1.0]], ['2, k, 19', [0.0919451, -1.0801, 1.0]], ['2, k, 20', [-0.109679, 0.319264, 1.0]], ['2, k, 21', [-0.477479, -0.357537, 1.0]], ['2, k, 22', [-0.466043, -0.275745, 1.0]], ['2, k, 23', [-0.0367286, 0.425508, 1.0]], ['2, k, 24', [0.00890034, 0.399481, 1.0]]]
[['2, k, 0', [-0.0924979, -0.262239, 1.0]], ['2, k, 1', [-0.107354, 0.0738912, 1.0]], ['2, k, 2', [-0.110992, 0.395985, 1.0]], ['2, k, 3', [-0.133092, 0.53109, 1.0]], ['2, k, 4', [-0.306026, 0.26649, 1.0]], ['2, k, 5', [-0.378324, 0.00549222, 1.0]], ['2, k, 6', [-0.46035, -0.208209, 1.0]], ['2, k, 7', [-0.48856, -0.30037, 1.0]], ['2, k, 8', [0.0573819, 0.287202, 1.0]], ['2, k, 9', [0.154842, 0.134833, 1.0]], ['2, k, 10', [0.0541072, 0.317663, 1.0]], ['2, k, 11', [-0.00533602, 0.381679, 1.0]], ['2, k, 12', [-0.168625, -0.26357, 1.0]], ['2, k, 13', [-0.249903, -0.650982, 1.0]], ['2, k, 14', [-0.327383, -1.03041, 1.0]], ['2, k, 15', [-0.355737, -1.09041, 1.0]], ['2, k, 16', [-0.0131415, -0.252665, 1.0]], ['2, k, 17', [0.0575316, -0.635182, 1.0]], ['2, k, 18', [0.082077, -1.01494, 1.0]], ['2, k, 19', [0.0922224, -1.08026, 1.0]], ['2, k, 20', [-0.109648, 0.317277, 1.0]], ['2, k, 21', [-0.491911, -0.360569, 1.0]], ['2, k, 22', [-0.46097, -0.30092, 1.0]], ['2, k, 23', [-0.0402449, 0.434044, 1.0]], ['2, k, 24', [0.00581876, 0.331376, 1.0]]]
[['2, k, 0', [-0.0844725, -0.264219, 1.0]], ['2, k, 1', [-0.10301, 0.0715418, 1.0]], ['2, k, 2', [-0.111422, 0.394698, 1.0]], ['2, k, 3', [-0.136855, 0.529037, 1.0]], ['2, k, 4', [-0.307417, 0.261831, 1.0]], ['2, k, 5', [-0.382086, 0.00323005, 1.0]], ['2, k, 6', [-0.470508, -0.211701, 1.0]], ['2, k, 7', [-0.500506, -0.300944, 1.0]], ['2, k, 8', [0.0559887, 0.286848, 1.0]], ['2, k, 9', [0.154328, 0.134798, 1.0]], ['2, k, 10', [-0.00624232, 0.366656, 1.0]], ['2, k, 11', [-0.0177018, 0.393286, 1.0]], ['2, k, 12', [-0.160085, -0.26724, 1.0]], ['2, k, 13', [-0.244634, -0.656951, 1.0]], ['2, k, 14', [-0.326199, -1.03139, 1.0]], ['2, k, 15', [-0.354946, -1.09051, 1.0]], ['2, k, 16', [-0.00583054, -0.253114, 1.0]], ['2, k, 17', [0.0669274, -0.633002, 1.0]], ['2, k, 18', [0.0822788, -1.01541, 1.0]], ['2, k, 19', [0.0926738, -1.08068, 1.0]], ['2, k, 20', [-0.10936, 0.315819, 1.0]], ['2, k, 21', [-0.505686, -0.360787, 1.0]], ['2, k, 22', [-0.474119, -0.29842, 1.0]], ['2, k, 23', [-0.0406499, 0.447813, 1.0]], ['2, k, 24', [-0.0487614, 0.378562, 1.0]]]
[['2, k, 0', [-0.0757272, -0.266168, 1.0]], ['2, k, 1', [-0.0992683, 0.0694073, 1.0]], ['2, k, 2', [-0.112125, 0.393429, 1.0]], ['2, k, 3', [-0.140798, 0.526387, 1.0]], ['2, k, 4', [-0.307112, 0.256268, 1.0]], ['2, k, 5', [-0.384578, 0.0012678, 1.0]], ['2, k, 6', [-0.476535, -0.216435, 1.0]], ['2, k, 7', [-0.510078, -0.30363, 1.0]], ['2, k, 8', [0.0555497, 0.286729, 1.0]], ['2, k, 9', [0.153818, 0.134762, 1.0]], ['2, k, 10', [0.0346065, 0.305783, 1.0]], ['2, k, 11', [-0.0112611, 0.37589, 1.0]], ['2, k, 12', [-0.151844, -0.270821, 1.0]], ['2, k, 13', [-0.238933, -0.661252, 1.0]], ['2, k, 14', [-0.325364, -1.03161, 1.0]], ['2, k, 15', [-0.354347, -1.09038, 1.0]], ['2, k, 16', [0.00319122, -0.253331, 1.0]], ['2, k, 17', [0.0759638, -0.628152, 1.0]], ['2, k, 18', [0.0831054, -1.01405, 1.0]], ['2, k, 19', [0.0929694, -1.08063, 1.0]], ['2, k, 20', [-0.109355, 0.31452, 1.0]], ['2, k, 21', [-0.516177, -0.363513, 1.0]], ['2, k, 22', [-0.48273, -0.306496, 1.0]], ['2, k, 23', [-0.0497028, 0.427014, 1.0]], ['2, k, 24', [0.0155851, 0.3434, 1.0]]]
[['2, k, 0', [-0.0653679, -0.267268, 1.0]], ['2, k, 1', [-0.0955105, 0.0683709, 1.0]], ['2, k, 2', [-0.112726, 0.393018, 1.0]], ['2, k, 3', [-0.145241, 0.524806, 1.0]], ['2, k, 4', [-0.307092, 0.254285, 1.0]], ['2, k, 5', [-0.385253, 0.000634371, 1.0]], ['2, k, 6', [-0.481372, -0.214002, 1.0]], ['2, k, 7', [-0.517755, -0.304725, 1.0]], ['2, k, 8', [0.0545818, 0.286481, 1.0]], ['2, k, 9', [0.152973, 0.135382, 1.0]], ['2, k, 10', [0.0308702, 0.303986, 1.0]], ['2, k, 11', [-0.00870577, 0.36264, 1.0]], ['2, k, 12', [-0.142104, -0.273438, 1.0]], ['2, k, 13', [-0.234431, -0.664914, 1.0]], ['2, k, 14', [-0.324153, -1.03184, 1.0]], ['2, k, 15', [-0.353926, -1.09033, 1.0]], ['2, k, 16', [0.0137577, -0.252792, 1.0]], ['2, k, 17', [0.0803507, -0.627053, 1.0]], ['2, k, 18', [0.083673, -1.01439, 1.0]], ['2, k, 19', [0.0930402, -1.08065, 1.0]], ['2, k, 20', [-0.109365, 0.314159, 1.0]], ['2, k, 21', [-0.52424, -0.365748, 1.0]], ['2, k, 22', [-0.491474, -0.299322, 1.0]], ['2, k, 23', [-0.055318, 0.417526, 1.0]], ['2, k, 24', [-0.0174146, 0.418963, 1.0]]]
[['2, k, 0', [-0.0544563, -0.269175, 1.0]], ['2, k, 1', [-0.0929831, 0.0666545, 1.0]], ['2, k, 2', [-0.11706, 0.390141, 1.0]], ['2, k, 3', [-0.148518, 0.523078, 1.0]], ['2, k, 4', [-0.303419, 0.241218, 1.0]], ['2, k, 5', [-0.388239, -0.00592952, 1.0]], ['2, k, 6', [-0.487624, -0.219613, 1.0]], ['2, k, 7', [-0.523726, -0.306907, 1.0]], ['2, k, 8', [0.0543636, 0.285958, 1.0]], ['2, k, 9', [0.152146, 0.135856, 1.0]], ['2, k, 10', [0.0302368, 0.304105, 1.0]], ['2, k, 11', [-0.000450777, 0.339382, 1.0]], ['2, k, 12', [-0.13081, -0.277347, 1.0]], ['2, k, 13', [-0.225062, -0.652819, 1.0]], ['2, k, 14', [-0.323664, -1.03166, 1.0]], ['2, k, 15', [-0.353134, -1.09004, 1.0]], ['2, k, 16', [0.0239641, -0.252828, 1.0]], ['2, k, 17', [0.0894787, -0.625264, 1.0]], ['2, k, 18', [0.0844566, -1.01336, 1.0]], ['2, k, 19', [0.0930087, -1.08059, 1.0]], ['2, k, 20', [-0.110904, 0.312028, 1.0]], ['2, k, 21', [-0.533385, -0.366589, 1.0]], ['2, k, 22', [-0.494535, -0.301538, 1.0]], ['2, k, 23', [-0.0628166, 0.404369, 1.0]], ['2, k, 24', [-0.0264404, 0.370074, 1.0]]]
