[['2, k, 0', [0.201799, -0.707291, 1.0]], ['2, k, 1', [0.192631, -0.403676, 1.0]], ['2, k, 2', [0.182668, -0.105515, 1.0]], ['2, k, 3', [0.188273, 0.0219231, 1.0]], ['2, k, 4', [0.0430949, -0.24672, 1.0]], ['2, k, 5', [0.0392741, -0.535566, 1.0]], ['2, k, 6', [0.168732, -0.365362, 1.0]], ['2, k, 7', [0.212005, -0.309417, 1.0]], ['2, k, 8', [0.342726, -0.239584, 1.0]], ['2, k, 9', [0.5178, -0.177194, 1.0]], ['2, k, 10', [0.301951, -0.150257, 1.0]], ['2, k, 11', [0.34261, -0.122671, 1.0]], ['2, k, 12', [0.130679, -0.699065, 1.0]], ['2, k, 13', [0.0223732, -1.00866, 1.0]], ['2, k, 14', [0.0220822, -1.26293, 1.0]], ['2, k, 15', [0.0172448, -1.33938, 1.0]], ['2, k, 16', [0.267306, -0.695841, 1.0]], ['2, k, 17', [0.406398, -0.985615, 1.0]], ['2, k, 18', [0.356165, -1.13874, 1.0]], ['2, k, 19', [0.392624, -1.21469, 1.0]], ['2, k, 20', [0.185307, -0.179375, 1.0]], ['2, k, 21', [0.211028, -0.307991, 1.0]], ['2, k, 22', [0.209753, -0.30613, 1.0]], ['2, k, 23', [0.331504, -0.122416, 1.0]], ['2, k, 24', [0.265052, -0.122566, 1.0]]]
[['2, k, 0', [0.197098, -0.681648, 1.0]], ['2, k, 1', [0.191273, -0.394513, 1.0]], ['2, k, 2', [0.183227, -0.108465, 1.0]], ['2, k, 3', [0.18267, 0.0240241, 1.0]], ['2, k, 4', [0.0422972, -0.244957, 1.0]], ['2, k, 5', [0.149135, -0.337937, 1.0]], ['2, k, 6', [0.113691, -0.192526, 1.0]], ['2, k, 7', [0.0735724, -0.130505, 1.0]], ['2, k, 8', [0.341532, -0.238996, 1.0]], ['2, k, 9', [0.363785, -0.182482, 1.0]], ['2, k, 10', [0.198005, -0.146395, 1.0]], ['2, k, 11', [0.202449, -0.127261, 1.0]], ['2, k, 12', [0.126278, -0.675293, 1.0]], ['2, k, 13', [0.0631254, -0.996868, 1.0]], ['2, k, 14', [0.00957118, -1.33582, 1.0]], ['2, k, 15', [-0.00973124, -1.38459, 1.0]], ['2, k, 16', [0.262526, -0.669519, 1.0]], ['2, k, 17', [0.340906, -0.933625, 1.0]], ['2, k, 18', [0.372068, -1.1809, 1.0]], ['2, k, 19', [0.375207, -1.24081, 1.0]], ['2, k, 20', [0.185518, -0.179964, 1.0]], ['2, k, 21', [0.0146299, -0.129695, 1.0]], ['2, k, 22', [0.0561491, -0.13114, 1.0]], ['2, k, 23', [0.157426, -0.128985, 1.0]], ['2, k, 24', [0.129746, -0.127747, 1.0]]]
[['2, k, 0', [0.196776, -0.681395, 1.0]], ['2, k, 1', [0.190993, -0.394318, 1.0]], ['2, k, 2', [0.183077, -0.108556, 1.0]], ['2, k, 3', [0.181895, 0.0245841, 1.0]], ['2, k, 4', [0.0421113, -0.243817, 1.0]], ['2, k, 5', [0.148786, -0.338084, 1.0]], ['2, k, 6', [0.112864, -0.19281, 1.0]], ['2, k, 7', [0.0684079, -0.130704, 1.0]], ['2, k, 8', [0.34166, -0.238416, 1.0]], ['2, k, 9', [0.354667, -0.182631, 1.0]], ['2, k, 10', [0.172049, -0.148993, 1.0]], ['2, k, 11', [0.166666, -0.12954, 1.0]], ['2, k, 12', [0.125916, -0.675357, 1.0]], ['2, k, 13', [0.0628607, -0.996702, 1.0]], ['2, k, 14', [0.00981892, -1.33568, 1.0]], ['2, k, 15', [-0.00889171, -1.383, 1.0]], ['2, k, 16', [0.262234, -0.669014, 1.0]], ['2, k, 17', [0.340474, -0.93298, 1.0]], ['2, k, 18', [0.371983, -1.18024, 1.0]], ['2, k, 19', [0.375076, -1.23833, 1.0]], ['2, k, 20', [0.185362, -0.179964, 1.0]], ['2, k, 21', [0.00931863, -0.129818, 1.0]], ['2, k, 22', [0.0277369, -0.13139, 1.0]], ['2, k, 23', [0.104741, -0.129264, 1.0]], ['2, k, 24', [0.147644, -0.123714, 1.0]]]
[['2, k, 0', [0.196569, -0.681549, 1.0]], ['2, k, 1', [0.190828, -0.394315, 1.0]], ['2, k, 2', [0.18296, -0.108703, 1.0]], ['2, k, 3', [0.181336, 0.024837, 1.0]], ['2, k, 4', [0.0420856, -0.243717, 1.0]], ['2, k, 5', [0.148556, -0.338582, 1.0]], ['2, k, 6', [0.112455, -0.193267, 1.0]], ['2, k, 7', [0.0683316, -0.1307, 1.0]], ['2, k, 8', [0.341501, -0.238369, 1.0]], ['2, k, 9', [0.361863, -0.184392, 1.0]], ['2, k, 10', [0.191773, -0.147323, 1.0]], ['2, k, 11', [0.190475, -0.12804, 1.0]], ['2, k, 12', [0.12572, -0.675648, 1.0]], ['2, k, 13', [0.0626303, -0.996867, 1.0]], ['2, k, 14', [0.00980656, -1.33578, 1.0]], ['2, k, 15', [-0.008452, -1.38184, 1.0]], ['2, k, 16', [0.262042, -0.669023, 1.0]], ['2, k, 17', [0.340208, -0.932917, 1.0]], ['2, k, 18', [0.370897, -1.17988, 1.0]], ['2, k, 19', [0.373663, -1.23715, 1.0]], ['2, k, 20', [0.185249, -0.180024, 1.0]], ['2, k, 21', [0.00811384, -0.129605, 1.0]], ['2, k, 22', [0.0379037, -0.131349, 1.0]], ['2, k, 23', [0.144693, -0.129425, 1.0]], ['2, k, 24', [0.118494, -0.121819, 1.0]]]
[['2, k, 0', [0.196282, -0.681854, 1.0]], ['2, k, 1', [0.190692, -0.394312, 1.0]], ['2, k, 2', [0.182949, -0.108748, 1.0]], ['2, k, 3', [0.180601, 0.0239323, 1.0]], ['2, k, 4', [0.0421661, -0.243517, 1.0]], ['2, k, 5', [0.148091, -0.339454, 1.0]], ['2, k, 6', [0.112084, -0.193789, 1.0]], ['2, k, 7', [0.0663967, -0.130541, 1.0]], ['2, k, 8', [0.340793, -0.238479, 1.0]], ['2, k, 9', [0.356564, -0.183923, 1.0]], ['2, k, 10', [0.174879, -0.14916, 1.0]], ['2, k, 11', [0.174504, -0.128397, 1.0]], ['2, k, 12', [0.125419, -0.67619, 1.0]], ['2, k, 13', [0.0624043, -0.997189, 1.0]], ['2, k, 14', [0.00977099, -1.33617, 1.0]], ['2, k, 15', [-0.00864778, -1.38244, 1.0]], ['2, k, 16', [0.261777, -0.669066, 1.0]], ['2, k, 17', [0.339245, -0.933523, 1.0]], ['2, k, 18', [0.372332, -1.18022, 1.0]], ['2, k, 19', [0.375883, -1.23771, 1.0]], ['2, k, 20', [0.185224, -0.180035, 1.0]], ['2, k, 21', [0.00286492, -0.129663, 1.0]], ['2, k, 22', [0.0472653, -0.131683, 1.0]], ['2, k, 23', [0.121029, -0.129669, 1.0]], ['2, k, 24', [0.122286, -0.125858, 1.0]]]
[['2, k, 0', [0.195918, -0.681883, 1.0]], ['2, k, 1', [0.190419, -0.39419, 1.0]], ['2, k, 2', [0.182874, -0.108772, 1.0]], ['2, k, 3', [0.180028, 0.0236654, 1.0]], ['2, k, 4', [0.0418811, -0.243547, 1.0]], ['2, k, 5', [0.051587, -0.192767, 1.0]], ['2, k, 6', [0.0981508, -0.137769, 1.0]], ['2, k, 7', [0.0755249, -0.128552, 1.0]], ['2, k, 8', [0.339418, -0.238095, 1.0]], ['2, k, 9', [0.355585, -0.184034, 1.0]], ['2, k, 10', [0.182188, -0.147828, 1.0]], ['2, k, 11', [0.183539, -0.126858, 1.0]], ['2, k, 12', [0.125124, -0.676351, 1.0]], ['2, k, 13', [0.0621836, -0.997182, 1.0]], ['2, k, 14', [0.00983292, -1.33614, 1.0]], ['2, k, 15', [-0.00864976, -1.38286, 1.0]], ['2, k, 16', [0.261331, -0.668875, 1.0]], ['2, k, 17', [0.33872, -0.933436, 1.0]], ['2, k, 18', [0.372672, -1.18011, 1.0]], ['2, k, 19', [0.376556, -1.23781, 1.0]], ['2, k, 20', [0.185109, -0.179997, 1.0]], ['2, k, 21', [0.0472339, -0.12801, 1.0]], ['2, k, 22', [0.139619, -0.125919, 1.0]], ['2, k, 23', [0.11467, -0.128612, 1.0]], ['2, k, 24', [0.152437, -0.124767, 1.0]]]
[['2, k, 0', [0.195501, -0.682019, 1.0]], ['2, k, 1', [0.189721, -0.394164, 1.0]], ['2, k, 2', [0.182042, -0.108946, 1.0]], ['2, k, 3', [0.179764, 0.0232243, 1.0]], ['2, k, 4', [0.0419182, -0.243481, 1.0]], ['2, k, 5', [0.147385, -0.339677, 1.0]], ['2, k, 6', [0.11154, -0.19389, 1.0]], ['2, k, 7', [0.064059, -0.124991, 1.0]], ['2, k, 8', [0.338909, -0.238039, 1.0]], ['2, k, 9', [0.370033, -0.184192, 1.0]], ['2, k, 10', [0.196101, -0.147351, 1.0]], ['2, k, 11', [0.225445, -0.121509, 1.0]], ['2, k, 12', [0.124728, -0.676646, 1.0]], ['2, k, 13', [0.0617055, -0.998444, 1.0]], ['2, k, 14', [0.00986081, -1.33736, 1.0]], ['2, k, 15', [-0.00845882, -1.38458, 1.0]], ['2, k, 16', [0.260916, -0.668861, 1.0]], ['2, k, 17', [0.338194, -0.93354, 1.0]], ['2, k, 18', [0.37333, -1.18014, 1.0]], ['2, k, 19', [0.377831, -1.23791, 1.0]], ['2, k, 20', [0.18429, -0.180052, 1.0]], ['2, k, 21', [0.00286894, -0.124514, 1.0]], ['2, k, 22', [0.0225436, -0.126616, 1.0]], ['2, k, 23', [0.180916, -0.123396, 1.0]], ['2, k, 24', [0.145395, -0.116716, 1.0]]]
[['2, k, 0', [0.19532, -0.682192, 1.0]], ['2, k, 1', [0.189575, -0.394115, 1.0]], ['2, k, 2', [0.181979, -0.10891, 1.0]], ['2, k, 3', [0.179479, 0.0231401, 1.0]], ['2, k, 4', [0.0418168, -0.243617, 1.0]], ['2, k, 5', [0.147356, -0.339007, 1.0]], ['2, k, 6', [0.111633, -0.192916, 1.0]], ['2, k, 7', [0.0645972, -0.118665, 1.0]], ['2, k, 8', [0.338513, -0.238199, 1.0]], ['2, k, 9', [0.353613, -0.183318, 1.0]], ['2, k, 10', [0.180099, -0.141023, 1.0]], ['2, k, 11', [0.174741, -0.117546, 1.0]], ['2, k, 12', [0.124485, -0.676948, 1.0]], ['2, k, 13', [0.0612194, -0.998511, 1.0]], ['2, k, 14', [0.0102918, -1.33736, 1.0]], ['2, k, 15', [-0.00743312, -1.38394, 1.0]], ['2, k, 16', [0.260808, -0.668923, 1.0]], ['2, k, 17', [0.337536, -0.933725, 1.0]], ['2, k, 18', [0.372038, -1.18036, 1.0]], ['2, k, 19', [0.376315, -1.23706, 1.0]], ['2, k, 20', [0.184194, -0.179989, 1.0]], ['2, k, 21', [0.00935064, -0.119531, 1.0]], ['2, k, 22', [0.113027, -0.119187, 1.0]], ['2, k, 23', [0.113354, -0.11935, 1.0]], ['2, k, 24', [0.13773, -0.111653, 1.0]]]
[['2, k, 0', [0.194693, -0.68135, 1.0]], ['2, k, 1', [0.18883, -0.393925, 1.0]], ['2, k, 2', [0.180644, -0.109741, 1.0]], ['2, k, 3', [0.178983, 0.0233282, 1.0]], ['2, k, 4', [0.0396298, -0.241865, 1.0]], ['2, k, 5', [0.148976, -0.178403, 1.0]], ['2, k, 6', [0.137453, -0.125457, 1.0]], ['2, k, 7', [0.0862835, -0.112577, 1.0]], ['2, k, 8', [0.338962, -0.235931, 1.0]], ['2, k, 9', [0.49101, -0.185668, 1.0]], ['2, k, 10', [0.353531, -0.141977, 1.0]], ['2, k, 11', [0.347937, -0.109078, 1.0]], ['2, k, 12', [0.124139, -0.676368, 1.0]], ['2, k, 13', [0.0607576, -0.998693, 1.0]], ['2, k, 14', [0.00974185, -1.33748, 1.0]], ['2, k, 15', [-0.00843522, -1.38454, 1.0]], ['2, k, 16', [0.25982, -0.667757, 1.0]], ['2, k, 17', [0.337057, -0.93392, 1.0]], ['2, k, 18', [0.372185, -1.18054, 1.0]], ['2, k, 19', [0.376393, -1.23767, 1.0]], ['2, k, 20', [0.183038, -0.180406, 1.0]], ['2, k, 21', [0.0293191, -0.111275, 1.0]], ['2, k, 22', [0.0604426, -0.112257, 1.0]], ['2, k, 23', [0.292904, -0.10875, 1.0]], ['2, k, 24', [0.286516, -0.108096, 1.0]]]
[['2, k, 0', [0.194195, -0.681096, 1.0]], ['2, k, 1', [0.188587, -0.393834, 1.0]], ['2, k, 2', [0.180518, -0.109881, 1.0]], ['2, k, 3', [0.178761, 0.0233768, 1.0]], ['2, k, 4', [0.0394769, -0.242463, 1.0]], ['2, k, 5', [0.148148, -0.178678, 1.0]], ['2, k, 6', [0.180633, -0.107595, 1.0]], ['2, k, 7', [0.232363, -0.104201, 1.0]], ['2, k, 8', [0.339109, -0.23574, 1.0]], ['2, k, 9', [0.488765, -0.180467, 1.0]], ['2, k, 10', [0.398574, -0.12834, 1.0]], ['2, k, 11', [0.353307, -0.102416, 1.0]], ['2, k, 12', [0.123644, -0.676118, 1.0]], ['2, k, 13', [0.0604451, -0.998853, 1.0]], ['2, k, 14', [0.00979863, -1.33778, 1.0]], ['2, k, 15', [-0.00837375, -1.38521, 1.0]], ['2, k, 16', [0.259375, -0.667517, 1.0]], ['2, k, 17', [0.336641, -0.933888, 1.0]], ['2, k, 18', [0.372128, -1.18067, 1.0]], ['2, k, 19', [0.37645, -1.2379, 1.0]], ['2, k, 20', [0.182864, -0.18045, 1.0]], ['2, k, 21', [0.270595, -0.105973, 1.0]], ['2, k, 22', [0.273445, -0.103368, 1.0]], ['2, k, 23', [0.3013, -0.102878, 1.0]], ['2, k, 24', [0.355298, -0.0905068, 1.0]]]
[['2, k, 0', [0.193394, -0.68006, 1.0]], ['2, k, 1', [0.188287, -0.393507, 1.0]], ['2, k, 2', [0.180511, -0.10994, 1.0]], ['2, k, 3', [0.178111, 0.0242485, 1.0]], ['2, k, 4', [0.039498, -0.242494, 1.0]], ['2, k, 5', [0.148875, -0.177326, 1.0]], ['2, k, 6', [0.181039, -0.107015, 1.0]], ['2, k, 7', [0.238435, -0.100322, 1.0]], ['2, k, 8', [0.339351, -0.235169, 1.0]], ['2, k, 9', [0.489312, -0.175531, 1.0]], ['2, k, 10', [0.529173, -0.114592, 1.0]], ['2, k, 11', [0.566329, -0.0818101, 1.0]], ['2, k, 12', [0.123002, -0.675109, 1.0]], ['2, k, 13', [0.0600163, -0.998731, 1.0]], ['2, k, 14', [0.0103361, -1.33796, 1.0]], ['2, k, 15', [-0.00756773, -1.38566, 1.0]], ['2, k, 16', [0.258408, -0.666456, 1.0]], ['2, k, 17', [0.33426, -0.930754, 1.0]], ['2, k, 18', [0.371861, -1.17779, 1.0]], ['2, k, 19', [0.376916, -1.23431, 1.0]], ['2, k, 20', [0.182803, -0.180427, 1.0]], ['2, k, 21', [0.268129, -0.100716, 1.0]], ['2, k, 22', [0.273448, -0.100524, 1.0]], ['2, k, 23', [0.591992, -0.0861878, 1.0]], ['2, k, 24', [0.497483, -0.09495, 1.0]]]
[['2, k, 0', [0.192946, -0.678238, 1.0]], ['2, k, 1', [0.187926, -0.393751, 1.0]], ['2, k, 2', [0.179433, -0.11614, 1.0]], ['2, k, 3', [0.177612, 0.0251485, 1.0]], ['2, k, 4', [0.0385787, -0.242097, 1.0]], ['2, k, 5', [0.14839, -0.176653, 1.0]], ['2, k, 6', [0.102998, -0.101516, 1.0]], ['2, k, 7', [0.0398396, -0.0977971, 1.0]], ['2, k, 8', [0.340279, -0.226497, 1.0]], ['2, k, 9', [0.508036, -0.191273, 1.0]], ['2, k, 10', [0.513019, -0.115082, 1.0]], ['2, k, 11', [0.576571, -0.0781403, 1.0]], ['2, k, 12', [0.122716, -0.673533, 1.0]], ['2, k, 13', [0.059635, -0.998567, 1.0]], ['2, k, 14', [0.010649, -1.33802, 1.0]], ['2, k, 15', [-0.00618317, -1.38594, 1.0]], ['2, k, 16', [0.257772, -0.664339, 1.0]], ['2, k, 17', [0.333821, -0.931285, 1.0]], ['2, k, 18', [0.371478, -1.1785, 1.0]], ['2, k, 19', [0.377216, -1.23452, 1.0]], ['2, k, 20', [0.181807, -0.184341, 1.0]], ['2, k, 21', [-0.0305404, -0.0976257, 1.0]], ['2, k, 22', [0.0571235, -0.0994604, 1.0]], ['2, k, 23', [0.60519, -0.0789873, 1.0]], ['2, k, 24', [0.494526, -0.0875145, 1.0]]]
[['2, k, 0', [0.192672, -0.676747, 1.0]], ['2, k, 1', [0.187327, -0.394373, 1.0]], ['2, k, 2', [0.178182, -0.121499, 1.0]], ['2, k, 3', [0.177238, 0.025461, 1.0]], ['2, k, 4', [0.0379999, -0.241888, 1.0]], ['2, k, 5', [0.150125, -0.173014, 1.0]], ['2, k, 6', [0.214378, -0.0929603, 1.0]], ['2, k, 7', [0.254469, -0.0898389, 1.0]], ['2, k, 8', [0.340326, -0.221665, 1.0]], ['2, k, 9', [0.502648, -0.180686, 1.0]], ['2, k, 10', [0.513852, -0.109858, 1.0]], ['2, k, 11', [0.592109, -0.0748321, 1.0]], ['2, k, 12', [0.122454, -0.672042, 1.0]], ['2, k, 13', [0.0591086, -0.997688, 1.0]], ['2, k, 14', [0.0106557, -1.33735, 1.0]], ['2, k, 15', [-0.00486954, -1.38553, 1.0]], ['2, k, 16', [0.257454, -0.662523, 1.0]], ['2, k, 17', [0.333291, -0.931925, 1.0]], ['2, k, 18', [0.371357, -1.17939, 1.0]], ['2, k, 19', [0.378173, -1.23459, 1.0]], ['2, k, 20', [0.180608, -0.188504, 1.0]], ['2, k, 21', [0.317281, -0.0876899, 1.0]], ['2, k, 22', [0.286761, -0.079733, 1.0]], ['2, k, 23', [0.62312, -0.0733999, 1.0]], ['2, k, 24', [0.50667, -0.0825101, 1.0]]]
[['2, k, 0', [0.192167, -0.674765, 1.0]], ['2, k, 1', [0.186877, -0.394193, 1.0]], ['2, k, 2', [0.17785, -0.12175, 1.0]], ['2, k, 3', [0.176183, 0.0266012, 1.0]], ['2, k, 4', [0.0369063, -0.238676, 1.0]], ['2, k, 5', [0.149725, -0.170435, 1.0]], ['2, k, 6', [0.189365, -0.0892731, 1.0]], ['2, k, 7', [0.218858, -0.0865734, 1.0]], ['2, k, 8', [0.341033, -0.217963, 1.0]], ['2, k, 9', [0.503954, -0.177126, 1.0]], ['2, k, 10', [0.562215, -0.100425, 1.0]], ['2, k, 11', [0.610473, -0.071288, 1.0]], ['2, k, 12', [0.121958, -0.669753, 1.0]], ['2, k, 13', [0.0584253, -0.996734, 1.0]], ['2, k, 14', [0.0107706, -1.33681, 1.0]], ['2, k, 15', [-0.00263004, -1.38561, 1.0]], ['2, k, 16', [0.256898, -0.660648, 1.0]], ['2, k, 17', [0.331748, -0.930035, 1.0]], ['2, k, 18', [0.371301, -1.17813, 1.0]], ['2, k, 19', [0.38051, -1.23266, 1.0]], ['2, k, 20', [0.180219, -0.188728, 1.0]], ['2, k, 21', [0.236496, -0.0848441, 1.0]], ['2, k, 22', [0.279948, -0.0848558, 1.0]], ['2, k, 23', [0.63798, -0.0632987, 1.0]], ['2, k, 24', [0.535495, -0.0766726, 1.0]]]
[['2, k, 0', [0.191881, -0.673922, 1.0]], ['2, k, 1', [0.186644, -0.393696, 1.0]], ['2, k, 2', [0.177993, -0.120635, 1.0]], ['2, k, 3', [0.17392, 0.028576, 1.0]], ['2, k, 4', [0.036671, -0.23867, 1.0]], ['2, k, 5', [0.151427, -0.166673, 1.0]], ['2, k, 6', [0.0198213, -0.0996795, 1.0]], ['2, k, 7', [-0.0386503, -0.086057, 1.0]], ['2, k, 8', [0.341023, -0.218022, 1.0]], ['2, k, 9', [0.50894, -0.171493, 1.0]], ['2, k, 10', [0.585501, -0.0976041, 1.0]], ['2, k, 11', [0.640416, -0.065815, 1.0]], ['2, k, 12', [0.121375, -0.66837, 1.0]], ['2, k, 13', [0.0578071, -0.996153, 1.0]], ['2, k, 14', [0.011055, -1.3369, 1.0]], ['2, k, 15', [-0.00156123, -1.38595, 1.0]], ['2, k, 16', [0.256698, -0.659793, 1.0]], ['2, k, 17', [0.330883, -0.929285, 1.0]], ['2, k, 18', [0.37125, -1.17845, 1.0]], ['2, k, 19', [0.381315, -1.23275, 1.0]], ['2, k, 20', [0.180227, -0.187977, 1.0]], ['2, k, 21', [-0.0711327, -0.0833457, 1.0]], ['2, k, 22', [-0.0164756, -0.0763751, 1.0]], ['2, k, 23', [0.674827, -0.059308, 1.0]], ['2, k, 24', [0.567525, -0.0679109, 1.0]]]
[['2, k, 0', [0.1922, -0.669723, 1.0]], ['2, k, 1', [0.183052, -0.390222, 1.0]], ['2, k, 2', [0.168171, -0.116073, 1.0]], ['2, k, 3', [0.169658, 0.0341096, 1.0]], ['2, k, 4', [0.035877, -0.237356, 1.0]], ['2, k, 5', [-0.0381365, -0.179133, 1.0]], ['2, k, 6', [-0.000990078, -0.0823229, 1.0]], ['2, k, 7', [-0.0135351, -0.0794968, 1.0]], ['2, k, 8', [0.340065, -0.207837, 1.0]], ['2, k, 9', [0.511795, -0.165818, 1.0]], ['2, k, 10', [0.633124, -0.0921483, 1.0]], ['2, k, 11', [0.666349, -0.0624449, 1.0]], ['2, k, 12', [0.121932, -0.663948, 1.0]], ['2, k, 13', [0.0570977, -0.991566, 1.0]], ['2, k, 14', [0.0115897, -1.33253, 1.0]], ['2, k, 15', [0.00338477, -1.38343, 1.0]], ['2, k, 16', [0.256969, -0.655623, 1.0]], ['2, k, 17', [0.331099, -0.93098, 1.0]], ['2, k, 18', [0.371733, -1.17979, 1.0]], ['2, k, 19', [0.385929, -1.23187, 1.0]], ['2, k, 20', [0.1724, -0.183869, 1.0]], ['2, k, 21', [-0.00464741, -0.0747972, 1.0]], ['2, k, 22', [0.0621028, -0.0720945, 1.0]], ['2, k, 23', [0.690226, -0.0520511, 1.0]], ['2, k, 24', [0.598333, -0.0619224, 1.0]]]
[['2, k, 0', [0.192066, -0.666057, 1.0]], ['2, k, 1', [0.175941, -0.377921, 1.0]], ['2, k, 2', [0.151777, -0.0904496, 1.0]], ['2, k, 3', [0.166406, 0.0378314, 1.0]], ['2, k, 4', [0.0355843, -0.23144, 1.0]], ['2, k, 5', [-0.0402709, -0.175474, 1.0]], ['2, k, 6', [0.0288516, -0.0857756, 1.0]], ['2, k, 7', [0.0291208, -0.0718999, 1.0]], ['2, k, 8', [0.337914, -0.206023, 1.0]], ['2, k, 9', [0.547689, -0.121014, 1.0]], ['2, k, 10', [0.656756, -0.0832331, 1.0]], ['2, k, 11', [0.689039, -0.0569222, 1.0]], ['2, k, 12', [0.122101, -0.658411, 1.0]], ['2, k, 13', [0.0568508, -0.988281, 1.0]], ['2, k, 14', [0.0119954, -1.32948, 1.0]], ['2, k, 15', [0.0100894, -1.38234, 1.0]], ['2, k, 16', [0.256606, -0.652425, 1.0]], ['2, k, 17', [0.331257, -0.931599, 1.0]], ['2, k, 18', [0.372268, -1.18098, 1.0]], ['2, k, 19', [0.392515, -1.2308, 1.0]], ['2, k, 20', [0.158349, -0.162046, 1.0]], ['2, k, 21', [0.0385035, -0.0666851, 1.0]], ['2, k, 22', [0.103507, -0.0711081, 1.0]], ['2, k, 23', [0.720126, -0.045402, 1.0]], ['2, k, 24', [0.612089, -0.05514, 1.0]]]
[['2, k, 0', [0.192505, -0.665475, 1.0]], ['2, k, 1', [0.176341, -0.377877, 1.0]], ['2, k, 2', [0.155669, -0.0929744, 1.0]], ['2, k, 3', [0.157357, 0.0434181, 1.0]], ['2, k, 4', [0.0375435, -0.234604, 1.0]], ['2, k, 5', [-0.0171509, -0.163828, 1.0]], ['2, k, 6', [0.0307466, -0.0833794, 1.0]], ['2, k, 7', [0.0696136, -0.0644527, 1.0]], ['2, k, 8', [0.335563, -0.203938, 1.0]], ['2, k, 9', [0.511627, -0.145491, 1.0]], ['2, k, 10', [0.67744, -0.0797959, 1.0]], ['2, k, 11', [0.708871, -0.0508386, 1.0]], ['2, k, 12', [0.123349, -0.657193, 1.0]], ['2, k, 13', [0.0567095, -0.98706, 1.0]], ['2, k, 14', [0.0119869, -1.32836, 1.0]], ['2, k, 15', [0.0129143, -1.38271, 1.0]], ['2, k, 16', [0.257414, -0.651866, 1.0]], ['2, k, 17', [0.330215, -0.929283, 1.0]], ['2, k, 18', [0.372609, -1.18106, 1.0]], ['2, k, 19', [0.395891, -1.22931, 1.0]], ['2, k, 20', [0.160762, -0.163393, 1.0]], ['2, k, 21', [0.0894191, -0.0600971, 1.0]], ['2, k, 22', [0.131504, -0.0627366, 1.0]], ['2, k, 23', [0.740258, -0.0354675, 1.0]], ['2, k, 24', [0.631208, -0.0481315, 1.0]]]
[['2, k, 0', [0.192979, -0.665373, 1.0]], ['2, k, 1', [0.182037, -0.38625, 1.0]], ['2, k, 2', [0.178245, -0.130053, 1.0]], ['2, k, 3', [0.148292, 0.0223722, 1.0]], ['2, k, 4', [0.038989, -0.237313, 1.0]], ['2, k, 5', [0.00831332, -0.158542, 1.0]], ['2, k, 6', [0.0812559, -0.0895666, 1.0]], ['2, k, 7', [0.123935, -0.0575031, 1.0]], ['2, k, 8', [0.335085, -0.204758, 1.0]], ['2, k, 9', [0.511946, -0.141222, 1.0]], ['2, k, 10', [0.685585, -0.0742259, 1.0]], ['2, k, 11', [0.728898, -0.0446878, 1.0]], ['2, k, 12', [0.124579, -0.657084, 1.0]], ['2, k, 13', [0.0568887, -0.984316, 1.0]], ['2, k, 14', [0.0122659, -1.32566, 1.0]], ['2, k, 15', [0.0132593, -1.38143, 1.0]], ['2, k, 16', [0.258734, -0.652741, 1.0]], ['2, k, 17', [0.329195, -0.925392, 1.0]], ['2, k, 18', [0.371997, -1.17975, 1.0]], ['2, k, 19', [0.395548, -1.22739, 1.0]], ['2, k, 20', [0.178338, -0.191734, 1.0]], ['2, k, 21', [0.139892, -0.0498751, 1.0]], ['2, k, 22', [0.192874, -0.0534236, 1.0]], ['2, k, 23', [0.765584, -0.0272684, 1.0]], ['2, k, 24', [0.655012, -0.0398184, 1.0]]]
[['2, k, 0', [0.194117, -0.664225, 1.0]], ['2, k, 1', [0.182047, -0.386086, 1.0]], ['2, k, 2', [0.172539, -0.12298, 1.0]], ['2, k, 3', [0.133892, 0.0271507, 1.0]], ['2, k, 4', [0.0402072, -0.240242, 1.0]], ['2, k, 5', [0.0347136, -0.148079, 1.0]], ['2, k, 6', [0.146601, -0.0771246, 1.0]], ['2, k, 7', [0.181855, -0.0494752, 1.0]], ['2, k, 8', [0.321601, -0.186981, 1.0]], ['2, k, 9', [0.502451, -0.141529, 1.0]], ['2, k, 10', [0.698901, -0.0710823, 1.0]], ['2, k, 11', [0.742599, -0.0388583, 1.0]], ['2, k, 12', [0.127219, -0.655141, 1.0]], ['2, k, 13', [0.0580749, -0.98231, 1.0]], ['2, k, 14', [0.0124839, -1.32366, 1.0]], ['2, k, 15', [0.0243727, -1.38166, 1.0]], ['2, k, 16', [0.259635, -0.651332, 1.0]], ['2, k, 17', [0.327959, -0.923271, 1.0]], ['2, k, 18', [0.371412, -1.17882, 1.0]], ['2, k, 19', [0.405367, -1.22202, 1.0]], ['2, k, 20', [0.175731, -0.188462, 1.0]], ['2, k, 21', [0.194477, -0.0392632, 1.0]], ['2, k, 22', [0.257817, -0.0439569, 1.0]], ['2, k, 23', [0.782365, -0.0207918, 1.0]], ['2, k, 24', [0.673191, -0.0330997, 1.0]]]
