[['2, k, 0', [0.0237545, -0.248075, 1.0]], ['2, k, 1', [0.0253501, -0.0407596, 1.0]], ['2, k, 2', [0.0268565, 0.163797, 1.0]], ['2, k, 3', [0.0374738, 0.299509, 1.0]], ['2, k, 4', [-0.106866, 0.0774174, 1.0]], ['2, k, 5', [-0.172252, -0.109503, 1.0]], ['2, k, 6', [-0.179079, -0.289913, 1.0]], ['2, k, 7', [-0.195105, -0.352558, 1.0]], ['2, k, 8', [0.173464, 0.0735834, 1.0]], ['2, k, 9', [0.249249, -0.11306, 1.0]], ['2, k, 10', [0.280879, -0.248946, 1.0]], ['2, k, 11', [0.290918, -0.317113, 1.0]], ['2, k, 12', [-0.0399754, -0.245307, 1.0]], ['2, k, 13', [-0.139775, -0.366935, 1.0]], ['2, k, 14', [0.28308, -0.372477, 1.0]], ['2, k, 15', [0.159711, -0.3703, 1.0]], ['2, k, 16', [0.0871181, -0.247035, 1.0]], ['2, k, 17', [0.263186, -0.13028, 1.0]], ['2, k, 18', [0.318545, -0.367132, 1.0]], ['2, k, 19', [0.194851, -0.365738, 1.0]], ['2, k, 20', [0.0264956, 0.113031, 1.0]], ['2, k, 21', [-0.216361, -0.393919, 1.0]], ['2, k, 22', [-0.226117, -0.3561, 1.0]], ['2, k, 23', [0.30605, -0.358353, 1.0]], ['2, k, 24', [0.319526, -0.315073, 1.0]]]
[['2, k, 0', [0.0138828, -0.242131, 1.0]], ['2, k, 1', [0.0272243, -0.0381183, 1.0]], ['2, k, 2', [0.0340089, 0.165152, 1.0]], ['2, k, 3', [0.0444323, 0.300803, 1.0]], ['2, k, 4', [-0.106487, 0.0798665, 1.0]], ['2, k, 5', [-0.145813, -0.130709, 1.0]], ['2, k, 6', [-0.175119, -0.347151, 1.0]], ['2, k, 7', [-0.200151, -0.415702, 1.0]], ['2, k, 8', [0.17808, 0.0815589, 1.0]], ['2, k, 9', [0.22465, -0.109633, 1.0]], ['2, k, 10', [0.25954, -0.322634, 1.0]], ['2, k, 11', [0.276225, -0.395242, 1.0]], ['2, k, 12', [-0.0503002, -0.241924, 1.0]], ['2, k, 13', [-0.317924, -0.22828, 1.0]], ['2, k, 14', [-0.33399, -0.49074, 1.0]], ['2, k, 15', [-0.221446, -0.500022, 1.0]], ['2, k, 16', [0.0776883, -0.238969, 1.0]], ['2, k, 17', [0.302748, -0.411289, 1.0]], ['2, k, 18', [0.298815, -0.655137, 1.0]], ['2, k, 19', [0.316836, -0.546317, 1.0]], ['2, k, 20', [0.0320683, 0.114273, 1.0]], ['2, k, 21', [-0.214239, -0.475337, 1.0]], ['2, k, 22', [-0.223372, -0.37235, 1.0]], ['2, k, 23', [0.288391, -0.456509, 1.0]], ['2, k, 24', [0.300646, -0.381824, 1.0]]]
[['2, k, 0', [0.0203539, -0.23478, 1.0]], ['2, k, 1', [0.0283192, -0.0348221, 1.0]], ['2, k, 2', [0.0341047, 0.166426, 1.0]], ['2, k, 3', [0.0448157, 0.301431, 1.0]], ['2, k, 4', [-0.105976, 0.0815996, 1.0]], ['2, k, 5', [-0.144726, -0.124137, 1.0]], ['2, k, 6', [-0.168092, -0.29132, 1.0]], ['2, k, 7', [-0.187968, -0.354959, 1.0]], ['2, k, 8', [0.178538, 0.0849077, 1.0]], ['2, k, 9', [0.231452, -0.10194, 1.0]], ['2, k, 10', [0.260314, -0.269406, 1.0]], ['2, k, 11', [0.26369, -0.338697, 1.0]], ['2, k, 12', [-0.0438005, -0.234171, 1.0]], ['2, k, 13', [-0.251405, -0.390831, 1.0]], ['2, k, 14', [-0.237718, -0.64932, 1.0]], ['2, k, 15', [-0.214145, -0.535259, 1.0]], ['2, k, 16', [0.0842046, -0.231893, 1.0]], ['2, k, 17', [0.332317, -0.419834, 1.0]], ['2, k, 18', [0.217132, -0.550836, 1.0]], ['2, k, 19', [0.223742, -0.601957, 1.0]], ['2, k, 20', [0.0324338, 0.116135, 1.0]], ['2, k, 21', [-0.201235, -0.418716, 1.0]], ['2, k, 22', [-0.212083, -0.355608, 1.0]], ['2, k, 23', [0.269447, -0.397627, 1.0]], ['2, k, 24', [0.288153, -0.341744, 1.0]]]
[['2, k, 0', [0.0204307, -0.237082, 1.0]], ['2, k, 1', [0.0283322, -0.0351013, 1.0]], ['2, k, 2', [0.0344743, 0.16651, 1.0]], ['2, k, 3', [0.0446999, 0.300957, 1.0]], ['2, k, 4', [-0.10584, 0.0815886, 1.0]], ['2, k, 5', [-0.14642, -0.120752, 1.0]], ['2, k, 6', [-0.17094, -0.349487, 1.0]], ['2, k, 7', [-0.193945, -0.417287, 1.0]], ['2, k, 8', [0.178581, 0.0850349, 1.0]], ['2, k, 9', [0.234041, -0.111085, 1.0]], ['2, k, 10', [0.275549, -0.337934, 1.0]], ['2, k, 11', [0.271464, -0.401801, 1.0]], ['2, k, 12', [-0.0438581, -0.237231, 1.0]], ['2, k, 13', [-0.262602, -0.391383, 1.0]], ['2, k, 14', [-0.251459, -0.65079, 1.0]], ['2, k, 15', [-0.2183, -0.537708, 1.0]], ['2, k, 16', [0.0843424, -0.233468, 1.0]], ['2, k, 17', [0.337331, -0.32086, 1.0]], ['2, k, 18', [0.371949, -0.58488, 1.0]], ['2, k, 19', [0.316931, -0.51501, 1.0]], ['2, k, 20', [0.0327754, 0.116197, 1.0]], ['2, k, 21', [-0.195234, -0.475274, 1.0]], ['2, k, 22', [-0.215174, -0.442079, 1.0]], ['2, k, 23', [0.273645, -0.467432, 1.0]], ['2, k, 24', [0.295679, -0.396696, 1.0]]]
[['2, k, 0', [0.042676, -0.226269, 1.0]], ['2, k, 1', [0.0345552, -0.0310903, 1.0]], ['2, k, 2', [0.0348988, 0.166903, 1.0]], ['2, k, 3', [0.0448047, 0.300716, 1.0]], ['2, k, 4', [-0.102223, 0.0870329, 1.0]], ['2, k, 5', [-0.147093, -0.118925, 1.0]], ['2, k, 6', [-0.171598, -0.348185, 1.0]], ['2, k, 7', [-0.19334, -0.416494, 1.0]], ['2, k, 8', [0.179059, 0.0876728, 1.0]], ['2, k, 9', [0.23369, -0.100916, 1.0]], ['2, k, 10', [0.270179, -0.328774, 1.0]], ['2, k, 11', [0.269373, -0.395334, 1.0]], ['2, k, 12', [-0.0201408, -0.223821, 1.0]], ['2, k, 13', [-0.280147, -0.259272, 1.0]], ['2, k, 14', [-0.287342, -0.510631, 1.0]], ['2, k, 15', [-0.202253, -0.505427, 1.0]], ['2, k, 16', [0.105364, -0.224869, 1.0]], ['2, k, 17', [0.37675, -0.244167, 1.0]], ['2, k, 18', [0.393756, -0.495163, 1.0]], ['2, k, 19', [0.313457, -0.517314, 1.0]], ['2, k, 20', [0.0338171, 0.117014, 1.0]], ['2, k, 21', [-0.193926, -0.476656, 1.0]], ['2, k, 22', [-0.205467, -0.467667, 1.0]], ['2, k, 23', [0.265364, -0.459464, 1.0]], ['2, k, 24', [0.276492, -0.41233, 1.0]]]
[['2, k, 0', [0.04222, -0.229776, 1.0]], ['2, k, 1', [0.0358531, -0.0314245, 1.0]], ['2, k, 2', [0.0363308, 0.167496, 1.0]], ['2, k, 3', [0.0450397, 0.300974, 1.0]], ['2, k, 4', [-0.100975, 0.0887074, 1.0]], ['2, k, 5', [-0.14694, -0.117817, 1.0]], ['2, k, 6', [-0.171195, -0.347503, 1.0]], ['2, k, 7', [-0.194508, -0.412945, 1.0]], ['2, k, 8', [0.179769, 0.0905192, 1.0]], ['2, k, 9', [0.233455, -0.0983409, 1.0]], ['2, k, 10', [0.267697, -0.326896, 1.0]], ['2, k, 11', [0.268605, -0.405923, 1.0]], ['2, k, 12', [-0.0212585, -0.228591, 1.0]], ['2, k, 13', [-0.285749, -0.257417, 1.0]], ['2, k, 14', [-0.294107, -0.499678, 1.0]], ['2, k, 15', [-0.209015, -0.506556, 1.0]], ['2, k, 16', [0.105249, -0.227643, 1.0]], ['2, k, 17', [0.379561, -0.234159, 1.0]], ['2, k, 18', [0.394498, -0.47623, 1.0]], ['2, k, 19', [0.316707, -0.517445, 1.0]], ['2, k, 20', [0.0355486, 0.117551, 1.0]], ['2, k, 21', [-0.19508, -0.476934, 1.0]], ['2, k, 22', [-0.212082, -0.470245, 1.0]], ['2, k, 23', [0.265615, -0.467968, 1.0]], ['2, k, 24', [0.296278, -0.393312, 1.0]]]
[['2, k, 0', [0.0334533, -0.235518, 1.0]], ['2, k, 1', [0.035099, -0.0322596, 1.0]], ['2, k, 2', [0.0367212, 0.167571, 1.0]], ['2, k, 3', [0.0454073, 0.30116, 1.0]], ['2, k, 4', [-0.101037, 0.0887515, 1.0]], ['2, k, 5', [-0.146545, -0.116441, 1.0]], ['2, k, 6', [-0.170827, -0.345924, 1.0]], ['2, k, 7', [-0.192586, -0.414955, 1.0]], ['2, k, 8', [0.179841, 0.090632, 1.0]], ['2, k, 9', [0.232829, -0.0964414, 1.0]], ['2, k, 10', [0.266356, -0.324869, 1.0]], ['2, k, 11', [0.267585, -0.405349, 1.0]], ['2, k, 12', [-0.0305862, -0.234457, 1.0]], ['2, k, 13', [-0.253749, -0.382263, 1.0]], ['2, k, 14', [-0.25641, -0.626098, 1.0]], ['2, k, 15', [-0.21635, -0.514654, 1.0]], ['2, k, 16', [0.0969919, -0.233193, 1.0]], ['2, k, 17', [0.372383, -0.248291, 1.0]], ['2, k, 18', [0.380828, -0.493198, 1.0]], ['2, k, 19', [0.304681, -0.523904, 1.0]], ['2, k, 20', [0.035805, 0.117564, 1.0]], ['2, k, 21', [-0.186842, -0.484462, 1.0]], ['2, k, 22', [-0.217111, -0.402808, 1.0]], ['2, k, 23', [0.260367, -0.475933, 1.0]], ['2, k, 24', [0.292517, -0.397257, 1.0]]]
[['2, k, 0', [0.0317775, -0.237568, 1.0]], ['2, k, 1', [0.0347957, -0.0323318, 1.0]], ['2, k, 2', [0.0365586, 0.168153, 1.0]], ['2, k, 3', [0.0453591, 0.301167, 1.0]], ['2, k, 4', [-0.101251, 0.0903496, 1.0]], ['2, k, 5', [-0.145247, -0.103262, 1.0]], ['2, k, 6', [-0.173623, -0.330281, 1.0]], ['2, k, 7', [-0.194158, -0.401251, 1.0]], ['2, k, 8', [0.179517, 0.0925541, 1.0]], ['2, k, 9', [0.232497, -0.0957187, 1.0]], ['2, k, 10', [0.256379, -0.277724, 1.0]], ['2, k, 11', [0.258169, -0.326218, 1.0]], ['2, k, 12', [-0.0323045, -0.236454, 1.0]], ['2, k, 13', [-0.257699, -0.381439, 1.0]], ['2, k, 14', [-0.262376, -0.626944, 1.0]], ['2, k, 15', [-0.218447, -0.517207, 1.0]], ['2, k, 16', [0.0953871, -0.235221, 1.0]], ['2, k, 17', [0.346597, -0.348105, 1.0]], ['2, k, 18', [0.334651, -0.593771, 1.0]], ['2, k, 19', [0.314204, -0.507072, 1.0]], ['2, k, 20', [0.035685, 0.117938, 1.0]], ['2, k, 21', [-0.199347, -0.4663, 1.0]], ['2, k, 22', [-0.215399, -0.468139, 1.0]], ['2, k, 23', [0.257853, -0.391257, 1.0]], ['2, k, 24', [0.286942, -0.323129, 1.0]]]
[['2, k, 0', [0.0292992, -0.237822, 1.0]], ['2, k, 1', [0.033554, -0.0324025, 1.0]], ['2, k, 2', [0.0364298, 0.16834, 1.0]], ['2, k, 3', [0.0456052, 0.301172, 1.0]], ['2, k, 4', [-0.101539, 0.0913536, 1.0]], ['2, k, 5', [-0.145536, -0.104764, 1.0]], ['2, k, 6', [-0.154697, -0.295831, 1.0]], ['2, k, 7', [-0.178345, -0.332109, 1.0]], ['2, k, 8', [0.179078, 0.092782, 1.0]], ['2, k, 9', [0.23264, -0.0955886, 1.0]], ['2, k, 10', [0.256005, -0.277537, 1.0]], ['2, k, 11', [0.259342, -0.321238, 1.0]], ['2, k, 12', [-0.0348861, -0.236446, 1.0]], ['2, k, 13', [-0.254175, -0.385394, 1.0]], ['2, k, 14', [-0.255977, -0.630187, 1.0]], ['2, k, 15', [-0.219342, -0.518733, 1.0]], ['2, k, 16', [0.0930301, -0.235701, 1.0]], ['2, k, 17', [0.367621, -0.242479, 1.0]], ['2, k, 18', [0.378808, -0.488679, 1.0]], ['2, k, 19', [0.303357, -0.5265, 1.0]], ['2, k, 20', [0.0354233, 0.118177, 1.0]], ['2, k, 21', [-0.16901, -0.393199, 1.0]], ['2, k, 22', [-0.20075, -0.328645, 1.0]], ['2, k, 23', [0.259588, -0.390651, 1.0]], ['2, k, 24', [0.286719, -0.316681, 1.0]]]
[['2, k, 0', [0.0289781, -0.23693, 1.0]], ['2, k, 1', [0.0334401, -0.0322547, 1.0]], ['2, k, 2', [0.0362661, 0.168819, 1.0]], ['2, k, 3', [0.0457898, 0.301017, 1.0]], ['2, k, 4', [-0.10009, 0.0940512, 1.0]], ['2, k, 5', [-0.145498, -0.106981, 1.0]], ['2, k, 6', [-0.167822, -0.31484, 1.0]], ['2, k, 7', [-0.18719, -0.381705, 1.0]], ['2, k, 8', [0.179238, 0.0927697, 1.0]], ['2, k, 9', [0.232724, -0.0944923, 1.0]], ['2, k, 10', [0.259155, -0.320106, 1.0]], ['2, k, 11', [0.270456, -0.387622, 1.0]], ['2, k, 12', [-0.0332832, -0.235098, 1.0]], ['2, k, 13', [-0.252115, -0.384805, 1.0]], ['2, k, 14', [-0.247038, -0.625763, 1.0]], ['2, k, 15', [-0.216204, -0.514379, 1.0]], ['2, k, 16', [0.090799, -0.235045, 1.0]], ['2, k, 17', [0.363817, -0.250092, 1.0]], ['2, k, 18', [0.368901, -0.495259, 1.0]], ['2, k, 19', [0.297365, -0.534505, 1.0]], ['2, k, 20', [0.0353007, 0.118599, 1.0]], ['2, k, 21', [-0.192388, -0.440162, 1.0]], ['2, k, 22', [-0.209196, -0.390158, 1.0]], ['2, k, 23', [0.263444, -0.456148, 1.0]], ['2, k, 24', [0.292615, -0.386864, 1.0]]]
[['2, k, 0', [0.0295508, -0.235716, 1.0]], ['2, k, 1', [0.0337121, -0.0320811, 1.0]], ['2, k, 2', [0.0376312, 0.168759, 1.0]], ['2, k, 3', [0.0468371, 0.300651, 1.0]], ['2, k, 4', [-0.0996619, 0.0932076, 1.0]], ['2, k, 5', [-0.1459, -0.104761, 1.0]], ['2, k, 6', [-0.164646, -0.303327, 1.0]], ['2, k, 7', [-0.185173, -0.362596, 1.0]], ['2, k, 8', [0.179369, 0.0923073, 1.0]], ['2, k, 9', [0.233317, -0.0953318, 1.0]], ['2, k, 10', [0.255408, -0.272582, 1.0]], ['2, k, 11', [0.264046, -0.312899, 1.0]], ['2, k, 12', [-0.0325385, -0.234226, 1.0]], ['2, k, 13', [-0.252519, -0.384355, 1.0]], ['2, k, 14', [-0.234285, -0.62012, 1.0]], ['2, k, 15', [-0.206991, -0.512573, 1.0]], ['2, k, 16', [0.091136, -0.233578, 1.0]], ['2, k, 17', [0.346251, -0.330596, 1.0]], ['2, k, 18', [0.324538, -0.572437, 1.0]], ['2, k, 19', [0.336149, -0.48692, 1.0]], ['2, k, 20', [0.0364338, 0.118741, 1.0]], ['2, k, 21', [-0.185644, -0.421526, 1.0]], ['2, k, 22', [-0.216693, -0.376546, 1.0]], ['2, k, 23', [0.264561, -0.388088, 1.0]], ['2, k, 24', [0.293327, -0.314551, 1.0]]]
[['2, k, 0', [0.0293977, -0.233836, 1.0]], ['2, k, 1', [0.033331, -0.0307324, 1.0]], ['2, k, 2', [0.0370095, 0.169692, 1.0]], ['2, k, 3', [0.0473534, 0.30095, 1.0]], ['2, k, 4', [-0.0997462, 0.0954246, 1.0]], ['2, k, 5', [-0.144388, -0.10124, 1.0]], ['2, k, 6', [-0.153985, -0.264305, 1.0]], ['2, k, 7', [-0.174207, -0.303131, 1.0]], ['2, k, 8', [0.179132, 0.0929817, 1.0]], ['2, k, 9', [0.234796, -0.09466, 1.0]], ['2, k, 10', [0.278874, -0.311274, 1.0]], ['2, k, 11', [0.286603, -0.413405, 1.0]], ['2, k, 12', [-0.0325343, -0.232469, 1.0]], ['2, k, 13', [-0.218357, -0.374968, 1.0]], ['2, k, 14', [-0.230043, -0.621765, 1.0]], ['2, k, 15', [-0.189961, -0.513911, 1.0]], ['2, k, 16', [0.0908232, -0.23159, 1.0]], ['2, k, 17', [0.308742, -0.376198, 1.0]], ['2, k, 18', [0.3009, -0.620973, 1.0]], ['2, k, 19', [0.286514, -0.504675, 1.0]], ['2, k, 20', [0.0358931, 0.119877, 1.0]], ['2, k, 21', [-0.176248, -0.368466, 1.0]], ['2, k, 22', [-0.196955, -0.303339, 1.0]], ['2, k, 23', [0.267881, -0.483279, 1.0]], ['2, k, 24', [0.316427, -0.410472, 1.0]]]
[['2, k, 0', [0.0289896, -0.232924, 1.0]], ['2, k, 1', [0.0333426, -0.0298194, 1.0]], ['2, k, 2', [0.0375087, 0.170658, 1.0]], ['2, k, 3', [0.0475637, 0.30195, 1.0]], ['2, k, 4', [-0.100266, 0.096274, 1.0]], ['2, k, 5', [-0.148178, -0.0939639, 1.0]], ['2, k, 6', [-0.154495, -0.263364, 1.0]], ['2, k, 7', [-0.172494, -0.305391, 1.0]], ['2, k, 8', [0.178028, 0.0937923, 1.0]], ['2, k, 9', [0.240017, -0.105835, 1.0]], ['2, k, 10', [0.28596, -0.319261, 1.0]], ['2, k, 11', [0.293634, -0.417331, 1.0]], ['2, k, 12', [-0.0329812, -0.231406, 1.0]], ['2, k, 13', [-0.215937, -0.365279, 1.0]], ['2, k, 14', [-0.209892, -0.6046, 1.0]], ['2, k, 15', [-0.183886, -0.498638, 1.0]], ['2, k, 16', [0.0904465, -0.230806, 1.0]], ['2, k, 17', [0.335632, -0.253906, 1.0]], ['2, k, 18', [0.345903, -0.497594, 1.0]], ['2, k, 19', [0.272849, -0.460225, 1.0]], ['2, k, 20', [0.0363165, 0.120884, 1.0]], ['2, k, 21', [-0.168861, -0.373478, 1.0]], ['2, k, 22', [-0.196287, -0.303199, 1.0]], ['2, k, 23', [0.292865, -0.450552, 1.0]], ['2, k, 24', [0.30515, -0.419835, 1.0]]]
[['2, k, 0', [0.0286751, -0.231752, 1.0]], ['2, k, 1', [0.0330335, -0.0293593, 1.0]], ['2, k, 2', [0.0366003, 0.171502, 1.0]], ['2, k, 3', [0.0480256, 0.302305, 1.0]], ['2, k, 4', [-0.0995963, 0.0967065, 1.0]], ['2, k, 5', [-0.147925, -0.0906669, 1.0]], ['2, k, 6', [-0.179459, -0.296305, 1.0]], ['2, k, 7', [-0.185606, -0.358635, 1.0]], ['2, k, 8', [0.178111, 0.0939671, 1.0]], ['2, k, 9', [0.229164, -0.0914921, 1.0]], ['2, k, 10', [0.279723, -0.299361, 1.0]], ['2, k, 11', [0.295916, -0.369892, 1.0]], ['2, k, 12', [-0.0324333, -0.229927, 1.0]], ['2, k, 13', [-0.185645, -0.357417, 1.0]], ['2, k, 14', [-0.216415, -0.575455, 1.0]], ['2, k, 15', [-0.185836, -0.47978, 1.0]], ['2, k, 16', [0.0889659, -0.230095, 1.0]], ['2, k, 17', [0.329291, -0.236753, 1.0]], ['2, k, 18', [0.345693, -0.467643, 1.0]], ['2, k, 19', [0.230888, -0.467174, 1.0]], ['2, k, 20', [0.035664, 0.121586, 1.0]], ['2, k, 21', [-0.192564, -0.414751, 1.0]], ['2, k, 22', [-0.216678, -0.349579, 1.0]], ['2, k, 23', [0.310446, -0.421234, 1.0]], ['2, k, 24', [0.269383, -0.403166, 1.0]]]
[['2, k, 0', [0.0266477, -0.231298, 1.0]], ['2, k, 1', [0.0323046, -0.0287953, 1.0]], ['2, k, 2', [0.0368102, 0.172561, 1.0]], ['2, k, 3', [0.0482873, 0.302867, 1.0]], ['2, k, 4', [-0.0997553, 0.0962201, 1.0]], ['2, k, 5', [-0.148497, -0.0885635, 1.0]], ['2, k, 6', [-0.171912, -0.287543, 1.0]], ['2, k, 7', [-0.179129, -0.351268, 1.0]], ['2, k, 8', [0.178371, 0.0940058, 1.0]], ['2, k, 9', [0.238977, -0.0890802, 1.0]], ['2, k, 10', [0.283052, -0.28293, 1.0]], ['2, k, 11', [0.303931, -0.349949, 1.0]], ['2, k, 12', [-0.0339789, -0.228712, 1.0]], ['2, k, 13', [-0.177236, -0.343514, 1.0]], ['2, k, 14', [-0.379827, -0.445063, 1.0]], ['2, k, 15', [-0.265751, -0.437618, 1.0]], ['2, k, 16', [0.0862846, -0.230473, 1.0]], ['2, k, 17', [0.307564, -0.180383, 1.0]], ['2, k, 18', [0.311531, -0.451056, 1.0]], ['2, k, 19', [0.315957, -0.502183, 1.0]], ['2, k, 20', [0.0355437, 0.122534, 1.0]], ['2, k, 21', [-0.18395, -0.407498, 1.0]], ['2, k, 22', [-0.211399, -0.343351, 1.0]], ['2, k, 23', [0.314534, -0.398822, 1.0]], ['2, k, 24', [0.267499, -0.333512, 1.0]]]
[['2, k, 0', [0.02294, -0.228739, 1.0]], ['2, k, 1', [0.0320196, -0.0283573, 1.0]], ['2, k, 2', [0.037832, 0.172684, 1.0]], ['2, k, 3', [0.0483821, 0.303393, 1.0]], ['2, k, 4', [-0.100192, 0.0953048, 1.0]], ['2, k, 5', [-0.148855, -0.0865111, 1.0]], ['2, k, 6', [-0.152597, -0.275219, 1.0]], ['2, k, 7', [-0.169658, -0.324932, 1.0]], ['2, k, 8', [0.178506, 0.0939002, 1.0]], ['2, k, 9', [0.245378, -0.101047, 1.0]], ['2, k, 10', [0.277743, -0.230034, 1.0]], ['2, k, 11', [0.294431, -0.300556, 1.0]], ['2, k, 12', [-0.0387991, -0.223726, 1.0]], ['2, k, 13', [-0.175438, -0.334837, 1.0]], ['2, k, 14', [-0.387074, -0.433553, 1.0]], ['2, k, 15', [-0.272748, -0.423407, 1.0]], ['2, k, 16', [0.0838821, -0.229894, 1.0]], ['2, k, 17', [0.295743, -0.18617, 1.0]], ['2, k, 18', [0.31674, -0.407864, 1.0]], ['2, k, 19', [0.279591, -0.47442, 1.0]], ['2, k, 20', [0.0360095, 0.122781, 1.0]], ['2, k, 21', [-0.160183, -0.38928, 1.0]], ['2, k, 22', [-0.194836, -0.331848, 1.0]], ['2, k, 23', [0.315962, -0.356561, 1.0]], ['2, k, 24', [0.274932, -0.338952, 1.0]]]
[['2, k, 0', [0.0288055, -0.232835, 1.0]], ['2, k, 1', [0.0321596, -0.0284694, 1.0]], ['2, k, 2', [0.0361849, 0.173436, 1.0]], ['2, k, 3', [0.046626, 0.302949, 1.0]], ['2, k, 4', [-0.100888, 0.0944739, 1.0]], ['2, k, 5', [-0.150701, -0.0863377, 1.0]], ['2, k, 6', [-0.157432, -0.265405, 1.0]], ['2, k, 7', [-0.166577, -0.324968, 1.0]], ['2, k, 8', [0.178471, 0.093395, 1.0]], ['2, k, 9', [0.252875, -0.0892053, 1.0]], ['2, k, 10', [0.280438, -0.221669, 1.0]], ['2, k, 11', [0.302479, -0.282787, 1.0]], ['2, k, 12', [-0.0308892, -0.228069, 1.0]], ['2, k, 13', [-0.171271, -0.337971, 1.0]], ['2, k, 14', [-0.385121, -0.437704, 1.0]], ['2, k, 15', [-0.39461, -0.359437, 1.0]], ['2, k, 16', [0.0879937, -0.233939, 1.0]], ['2, k, 17', [0.297304, -0.174121, 1.0]], ['2, k, 18', [0.317554, -0.400147, 1.0]], ['2, k, 19', [0.248779, -0.380127, 1.0]], ['2, k, 20', [0.0352887, 0.123135, 1.0]], ['2, k, 21', [-0.158146, -0.377736, 1.0]], ['2, k, 22', [-0.181012, -0.353752, 1.0]], ['2, k, 23', [0.319237, -0.33429, 1.0]], ['2, k, 24', [0.290871, -0.307196, 1.0]]]
[['2, k, 0', [0.0384007, -0.233103, 1.0]], ['2, k, 1', [0.0352017, -0.0278211, 1.0]], ['2, k, 2', [0.0368479, 0.174805, 1.0]], ['2, k, 3', [0.0469649, 0.303551, 1.0]], ['2, k, 4', [-0.101129, 0.0941592, 1.0]], ['2, k, 5', [-0.15225, -0.0828156, 1.0]], ['2, k, 6', [-0.162857, -0.238936, 1.0]], ['2, k, 7', [-0.167882, -0.291741, 1.0]], ['2, k, 8', [0.178275, 0.093545, 1.0]], ['2, k, 9', [0.254267, -0.0707997, 1.0]], ['2, k, 10', [0.298307, -0.225374, 1.0]], ['2, k, 11', [0.313426, -0.331009, 1.0]], ['2, k, 12', [-0.0219039, -0.231267, 1.0]], ['2, k, 13', [-0.14351, -0.248151, 1.0]], ['2, k, 14', [-0.359465, -0.348656, 1.0]], ['2, k, 15', [-0.417147, -0.342935, 1.0]], ['2, k, 16', [0.0986071, -0.230832, 1.0]], ['2, k, 17', [0.289861, -0.132463, 1.0]], ['2, k, 18', [0.310365, -0.362993, 1.0]], ['2, k, 19', [0.333984, -0.348389, 1.0]], ['2, k, 20', [0.0362838, 0.124136, 1.0]], ['2, k, 21', [-0.168614, -0.340154, 1.0]], ['2, k, 22', [-0.191603, -0.303692, 1.0]], ['2, k, 23', [0.333758, -0.35748, 1.0]], ['2, k, 24', [0.255343, -0.342084, 1.0]]]
[['2, k, 0', [0.0334453, -0.237985, 1.0]], ['2, k, 1', [0.0345864, -0.0282792, 1.0]], ['2, k, 2', [0.0365856, 0.176243, 1.0]], ['2, k, 3', [0.0468257, 0.303713, 1.0]], ['2, k, 4', [-0.101117, 0.094128, 1.0]], ['2, k, 5', [-0.146877, -0.0699547, 1.0]], ['2, k, 6', [-0.147556, -0.22299, 1.0]], ['2, k, 7', [-0.159565, -0.276782, 1.0]], ['2, k, 8', [0.178176, 0.0934136, 1.0]], ['2, k, 9', [0.245988, -0.04539, 1.0]], ['2, k, 10', [0.305187, -0.185943, 1.0]], ['2, k, 11', [0.348589, -0.288157, 1.0]], ['2, k, 12', [-0.0237609, -0.234716, 1.0]], ['2, k, 13', [-0.120958, -0.279891, 1.0]], ['2, k, 14', [-0.334412, -0.379107, 1.0]], ['2, k, 15', [-0.406738, -0.30249, 1.0]], ['2, k, 16', [0.0889593, -0.238035, 1.0]], ['2, k, 17', [0.282696, -0.135335, 1.0]], ['2, k, 18', [0.303005, -0.363002, 1.0]], ['2, k, 19', [0.352679, -0.317849, 1.0]], ['2, k, 20', [0.0359352, 0.1253, 1.0]], ['2, k, 21', [-0.165222, -0.318104, 1.0]], ['2, k, 22', [-0.186237, -0.252483, 1.0]], ['2, k, 23', [0.41336, -0.294892, 1.0]], ['2, k, 24', [0.312874, -0.303098, 1.0]]]
[['2, k, 0', [0.0157034, -0.213825, 1.0]], ['2, k, 1', [0.0277606, -0.019916, 1.0]], ['2, k, 2', [0.0348059, 0.177933, 1.0]], ['2, k, 3', [0.0465624, 0.304219, 1.0]], ['2, k, 4', [-0.0968184, 0.101587, 1.0]], ['2, k, 5', [-0.155378, -0.0153548, 1.0]], ['2, k, 6', [-0.148879, -0.118624, 1.0]], ['2, k, 7', [-0.150467, -0.156189, 1.0]], ['2, k, 8', [0.174897, 0.0959496, 1.0]], ['2, k, 9', [0.234335, -0.0157193, 1.0]], ['2, k, 10', [0.283622, -0.142184, 1.0]], ['2, k, 11', [0.307889, -0.235584, 1.0]], ['2, k, 12', [-0.050817, -0.201918, 1.0]], ['2, k, 13', [-0.147043, -0.130633, 1.0]], ['2, k, 14', [-0.338019, -0.234772, 1.0]], ['2, k, 15', [-0.328685, -0.286546, 1.0]], ['2, k, 16', [0.0798291, -0.221572, 1.0]], ['2, k, 17', [0.269383, -0.122526, 1.0]], ['2, k, 18', [0.289542, -0.34707, 1.0]], ['2, k, 19', [0.322027, -0.280816, 1.0]], ['2, k, 20', [0.0331832, 0.128359, 1.0]], ['2, k, 21', [-0.151967, -0.197572, 1.0]], ['2, k, 22', [-0.186408, -0.140292, 1.0]], ['2, k, 23', [0.326053, -0.26542, 1.0]], ['2, k, 24', [0.244323, -0.237693, 1.0]]]
