[['2, k, 0', [-0.119718, -0.349367, 1.0]], ['2, k, 1', [-0.120216, -0.0293774, 1.0]], ['2, k, 2', [-0.119973, 0.282629, 1.0]], ['2, k, 3', [-0.115596, 0.432533, 1.0]], ['2, k, 4', [-0.307133, 0.182657, 1.0]], ['2, k, 5', [-0.385805, -0.0719823, 1.0]], ['2, k, 6', [-0.399978, -0.292642, 1.0]], ['2, k, 7', [-0.401387, -0.332014, 1.0]], ['2, k, 8', [0.0550666, 0.176313, 1.0]], ['2, k, 9', [0.130467, -0.0654193, 1.0]], ['2, k, 10', [0.172634, -0.282843, 1.0]], ['2, k, 11', [0.182002, -0.33425, 1.0]], ['2, k, 12', [-0.200595, -0.342833, 1.0]], ['2, k, 13', [-0.235545, -0.672702, 1.0]], ['2, k, 14', [-0.222285, -1.00189, 1.0]], ['2, k, 15', [-0.225342, -1.06152, 1.0]], ['2, k, 16', [-0.0353569, -0.345734, 1.0]], ['2, k, 17', [-0.0178061, -0.675204, 1.0]], ['2, k, 18', [-0.0252037, -0.997393, 1.0]], ['2, k, 19', [0.0051918, -1.06055, 1.0]], ['2, k, 20', [-0.120162, 0.205775, 1.0]], ['2, k, 21', [-0.398915, -0.376452, 1.0]], ['2, k, 22', [-0.342954, -0.352938, 1.0]], ['2, k, 23', [0.197025, -0.388311, 1.0]], ['2, k, 24', [0.12879, -0.3572, 1.0]]]
[['2, k, 0', [-0.122196, -0.351704, 1.0]], ['2, k, 1', [-0.121208, -0.0302314, 1.0]], ['2, k, 2', [-0.120216, 0.28251, 1.0]], ['2, k, 3', [-0.116098, 0.432224, 1.0]], ['2, k, 4', [-0.307527, 0.181762, 1.0]], ['2, k, 5', [-0.386061, -0.0703388, 1.0]], ['2, k, 6', [-0.40222, -0.290496, 1.0]], ['2, k, 7', [-0.403422, -0.332413, 1.0]], ['2, k, 8', [0.0554043, 0.176377, 1.0]], ['2, k, 9', [0.130983, -0.0672198, 1.0]], ['2, k, 10', [0.172764, -0.284197, 1.0]], ['2, k, 11', [0.17946, -0.335804, 1.0]], ['2, k, 12', [-0.203573, -0.347481, 1.0]], ['2, k, 13', [-0.236395, -0.674818, 1.0]], ['2, k, 14', [-0.22347, -1.00887, 1.0]], ['2, k, 15', [-0.226241, -1.0688, 1.0]], ['2, k, 16', [-0.0376403, -0.346366, 1.0]], ['2, k, 17', [-0.0179249, -0.674512, 1.0]], ['2, k, 18', [-0.0235778, -0.999543, 1.0]], ['2, k, 19', [0.00637792, -1.06378, 1.0]], ['2, k, 20', [-0.120599, 0.205478, 1.0]], ['2, k, 21', [-0.401946, -0.376106, 1.0]], ['2, k, 22', [-0.342981, -0.35298, 1.0]], ['2, k, 23', [0.192547, -0.392075, 1.0]], ['2, k, 24', [0.127809, -0.358353, 1.0]]]
[['2, k, 0', [-0.122446, -0.35182, 1.0]], ['2, k, 1', [-0.121305, -0.0302792, 1.0]], ['2, k, 2', [-0.120226, 0.282517, 1.0]], ['2, k, 3', [-0.116207, 0.432226, 1.0]], ['2, k, 4', [-0.307573, 0.181653, 1.0]], ['2, k, 5', [-0.386056, -0.0703601, 1.0]], ['2, k, 6', [-0.402381, -0.290469, 1.0]], ['2, k, 7', [-0.403378, -0.331564, 1.0]], ['2, k, 8', [0.0554032, 0.176364, 1.0]], ['2, k, 9', [0.131166, -0.0661044, 1.0]], ['2, k, 10', [0.172299, -0.283227, 1.0]], ['2, k, 11', [0.178485, -0.336006, 1.0]], ['2, k, 12', [-0.203857, -0.347862, 1.0]], ['2, k, 13', [-0.236412, -0.675303, 1.0]], ['2, k, 14', [-0.223887, -1.00926, 1.0]], ['2, k, 15', [-0.226524, -1.0689, 1.0]], ['2, k, 16', [-0.0378792, -0.346249, 1.0]], ['2, k, 17', [-0.0179593, -0.674594, 1.0]], ['2, k, 18', [-0.0235037, -0.999498, 1.0]], ['2, k, 19', [0.00433769, -1.06273, 1.0]], ['2, k, 20', [-0.120626, 0.205473, 1.0]], ['2, k, 21', [-0.401512, -0.37571, 1.0]], ['2, k, 22', [-0.342191, -0.352378, 1.0]], ['2, k, 23', [0.192361, -0.392416, 1.0]], ['2, k, 24', [0.1279, -0.358227, 1.0]]]
[['2, k, 0', [-0.122666, -0.351853, 1.0]], ['2, k, 1', [-0.121354, -0.0303098, 1.0]], ['2, k, 2', [-0.120195, 0.282502, 1.0]], ['2, k, 3', [-0.116283, 0.432198, 1.0]], ['2, k, 4', [-0.307578, 0.181528, 1.0]], ['2, k, 5', [-0.385978, -0.0697873, 1.0]], ['2, k, 6', [-0.402419, -0.289841, 1.0]], ['2, k, 7', [-0.404039, -0.33171, 1.0]], ['2, k, 8', [0.0554095, 0.176358, 1.0]], ['2, k, 9', [0.131185, -0.0660943, 1.0]], ['2, k, 10', [0.172331, -0.283166, 1.0]], ['2, k, 11', [0.179528, -0.336297, 1.0]], ['2, k, 12', [-0.204127, -0.348022, 1.0]], ['2, k, 13', [-0.236413, -0.675243, 1.0]], ['2, k, 14', [-0.223888, -1.00882, 1.0]], ['2, k, 15', [-0.226376, -1.06823, 1.0]], ['2, k, 16', [-0.0380656, -0.346129, 1.0]], ['2, k, 17', [-0.018009, -0.674566, 1.0]], ['2, k, 18', [-0.023423, -0.999619, 1.0]], ['2, k, 19', [0.0055801, -1.06342, 1.0]], ['2, k, 20', [-0.120617, 0.205461, 1.0]], ['2, k, 21', [-0.405037, -0.375888, 1.0]], ['2, k, 22', [-0.34212, -0.352355, 1.0]], ['2, k, 23', [0.188153, -0.391799, 1.0]], ['2, k, 24', [0.127307, -0.356017, 1.0]]]
[['2, k, 0', [-0.122865, -0.351969, 1.0]], ['2, k, 1', [-0.121387, -0.0303878, 1.0]], ['2, k, 2', [-0.120094, 0.282437, 1.0]], ['2, k, 3', [-0.116352, 0.432087, 1.0]], ['2, k, 4', [-0.307603, 0.181461, 1.0]], ['2, k, 5', [-0.386003, -0.0697686, 1.0]], ['2, k, 6', [-0.402542, -0.28977, 1.0]], ['2, k, 7', [-0.404546, -0.332173, 1.0]], ['2, k, 8', [0.05542, 0.176354, 1.0]], ['2, k, 9', [0.131135, -0.0658451, 1.0]], ['2, k, 10', [0.172121, -0.282897, 1.0]], ['2, k, 11', [0.177608, -0.335248, 1.0]], ['2, k, 12', [-0.204288, -0.348154, 1.0]], ['2, k, 13', [-0.236428, -0.675375, 1.0]], ['2, k, 14', [-0.223883, -1.0088, 1.0]], ['2, k, 15', [-0.226568, -1.06798, 1.0]], ['2, k, 16', [-0.0382301, -0.346166, 1.0]], ['2, k, 17', [-0.0179784, -0.674297, 1.0]], ['2, k, 18', [-0.0235263, -0.998842, 1.0]], ['2, k, 19', [0.00559931, -1.06308, 1.0]], ['2, k, 20', [-0.120563, 0.205403, 1.0]], ['2, k, 21', [-0.405394, -0.376277, 1.0]], ['2, k, 22', [-0.342174, -0.352373, 1.0]], ['2, k, 23', [0.187218, -0.391829, 1.0]], ['2, k, 24', [0.128468, -0.35673, 1.0]]]
[['2, k, 0', [-0.123072, -0.351984, 1.0]], ['2, k, 1', [-0.121506, -0.0304238, 1.0]], ['2, k, 2', [-0.120104, 0.282428, 1.0]], ['2, k, 3', [-0.116356, 0.431986, 1.0]], ['2, k, 4', [-0.307655, 0.181491, 1.0]], ['2, k, 5', [-0.38606, -0.069766, 1.0]], ['2, k, 6', [-0.402547, -0.289731, 1.0]], ['2, k, 7', [-0.404181, -0.331005, 1.0]], ['2, k, 8', [0.0554176, 0.17638, 1.0]], ['2, k, 9', [0.131112, -0.065836, 1.0]], ['2, k, 10', [0.172051, -0.282845, 1.0]], ['2, k, 11', [0.178591, -0.3341, 1.0]], ['2, k, 12', [-0.204502, -0.348352, 1.0]], ['2, k, 13', [-0.236448, -0.675385, 1.0]], ['2, k, 14', [-0.223681, -1.00856, 1.0]], ['2, k, 15', [-0.225873, -1.06775, 1.0]], ['2, k, 16', [-0.0384584, -0.34597, 1.0]], ['2, k, 17', [-0.0180533, -0.674296, 1.0]], ['2, k, 18', [-0.023548, -0.998726, 1.0]], ['2, k, 19', [0.00606623, -1.06314, 1.0]], ['2, k, 20', [-0.120589, 0.205389, 1.0]], ['2, k, 21', [-0.403718, -0.375962, 1.0]], ['2, k, 22', [-0.34343, -0.352473, 1.0]], ['2, k, 23', [0.191206, -0.387161, 1.0]], ['2, k, 24', [0.127656, -0.35598, 1.0]]]
[['2, k, 0', [-0.123238, -0.352076, 1.0]], ['2, k, 1', [-0.12158, -0.0304469, 1.0]], ['2, k, 2', [-0.120108, 0.282448, 1.0]], ['2, k, 3', [-0.116439, 0.431915, 1.0]], ['2, k, 4', [-0.307736, 0.181462, 1.0]], ['2, k, 5', [-0.386186, -0.0696832, 1.0]], ['2, k, 6', [-0.402675, -0.289587, 1.0]], ['2, k, 7', [-0.405056, -0.331233, 1.0]], ['2, k, 8', [0.055421, 0.176382, 1.0]], ['2, k, 9', [0.131008, -0.0656788, 1.0]], ['2, k, 10', [0.171901, -0.282661, 1.0]], ['2, k, 11', [0.178927, -0.334305, 1.0]], ['2, k, 12', [-0.204641, -0.348493, 1.0]], ['2, k, 13', [-0.236575, -0.675581, 1.0]], ['2, k, 14', [-0.223723, -1.00933, 1.0]], ['2, k, 15', [-0.22679, -1.06934, 1.0]], ['2, k, 16', [-0.0386108, -0.345976, 1.0]], ['2, k, 17', [-0.0181238, -0.674219, 1.0]], ['2, k, 18', [-0.0235098, -0.998697, 1.0]], ['2, k, 19', [0.00583562, -1.063, 1.0]], ['2, k, 20', [-0.1206, 0.205399, 1.0]], ['2, k, 21', [-0.404191, -0.37686, 1.0]], ['2, k, 22', [-0.343218, -0.351654, 1.0]], ['2, k, 23', [0.193425, -0.389459, 1.0]], ['2, k, 24', [0.127836, -0.356806, 1.0]]]
[['2, k, 0', [-0.123302, -0.35217, 1.0]], ['2, k, 1', [-0.12165, -0.0305181, 1.0]], ['2, k, 2', [-0.120129, 0.282438, 1.0]], ['2, k, 3', [-0.11655, 0.431949, 1.0]], ['2, k, 4', [-0.307859, 0.18132, 1.0]], ['2, k, 5', [-0.386292, -0.0698025, 1.0]], ['2, k, 6', [-0.402667, -0.289653, 1.0]], ['2, k, 7', [-0.404762, -0.331553, 1.0]], ['2, k, 8', [0.0554103, 0.176384, 1.0]], ['2, k, 9', [0.131021, -0.0646176, 1.0]], ['2, k, 10', [0.171439, -0.281645, 1.0]], ['2, k, 11', [0.177497, -0.334558, 1.0]], ['2, k, 12', [-0.204672, -0.348598, 1.0]], ['2, k, 13', [-0.236798, -0.6762, 1.0]], ['2, k, 14', [-0.224144, -1.01108, 1.0]], ['2, k, 15', [-0.226908, -1.07044, 1.0]], ['2, k, 16', [-0.0386822, -0.346005, 1.0]], ['2, k, 17', [-0.0179766, -0.674397, 1.0]], ['2, k, 18', [-0.0234134, -0.998853, 1.0]], ['2, k, 19', [0.00438336, -1.06263, 1.0]], ['2, k, 20', [-0.120629, 0.205378, 1.0]], ['2, k, 21', [-0.404236, -0.376895, 1.0]], ['2, k, 22', [-0.342194, -0.351063, 1.0]], ['2, k, 23', [0.191258, -0.387322, 1.0]], ['2, k, 24', [0.128482, -0.350684, 1.0]]]
[['2, k, 0', [-0.123389, -0.352205, 1.0]], ['2, k, 1', [-0.121669, -0.030543, 1.0]], ['2, k, 2', [-0.120073, 0.282448, 1.0]], ['2, k, 3', [-0.116715, 0.43194, 1.0]], ['2, k, 4', [-0.30812, 0.181355, 1.0]], ['2, k, 5', [-0.386445, -0.0698665, 1.0]], ['2, k, 6', [-0.402753, -0.289652, 1.0]], ['2, k, 7', [-0.40591, -0.330888, 1.0]], ['2, k, 8', [0.0554374, 0.176438, 1.0]], ['2, k, 9', [0.131189, -0.064277, 1.0]], ['2, k, 10', [0.171089, -0.281343, 1.0]], ['2, k, 11', [0.1773, -0.333713, 1.0]], ['2, k, 12', [-0.204724, -0.348647, 1.0]], ['2, k, 13', [-0.236873, -0.676156, 1.0]], ['2, k, 14', [-0.224856, -1.00872, 1.0]], ['2, k, 15', [-0.22567, -1.06602, 1.0]], ['2, k, 16', [-0.0387731, -0.345971, 1.0]], ['2, k, 17', [-0.0179811, -0.674408, 1.0]], ['2, k, 18', [-0.0234702, -0.998857, 1.0]], ['2, k, 19', [0.00456234, -1.06277, 1.0]], ['2, k, 20', [-0.120593, 0.205379, 1.0]], ['2, k, 21', [-0.405209, -0.378689, 1.0]], ['2, k, 22', [-0.343211, -0.351616, 1.0]], ['2, k, 23', [0.1962, -0.386786, 1.0]], ['2, k, 24', [0.12764, -0.355005, 1.0]]]
[['2, k, 0', [-0.123454, -0.352123, 1.0]], ['2, k, 1', [-0.12169, -0.0305296, 1.0]], ['2, k, 2', [-0.120068, 0.28245, 1.0]], ['2, k, 3', [-0.116862, 0.431965, 1.0]], ['2, k, 4', [-0.308165, 0.181273, 1.0]], ['2, k, 5', [-0.386564, -0.069873, 1.0]], ['2, k, 6', [-0.403041, -0.289583, 1.0]], ['2, k, 7', [-0.406789, -0.330081, 1.0]], ['2, k, 8', [0.0554882, 0.176471, 1.0]], ['2, k, 9', [0.131191, -0.0644031, 1.0]], ['2, k, 10', [0.171203, -0.281399, 1.0]], ['2, k, 11', [0.177458, -0.330871, 1.0]], ['2, k, 12', [-0.20478, -0.348761, 1.0]], ['2, k, 13', [-0.23688, -0.676135, 1.0]], ['2, k, 14', [-0.224856, -1.00873, 1.0]], ['2, k, 15', [-0.224281, -1.06806, 1.0]], ['2, k, 16', [-0.0388907, -0.345482, 1.0]], ['2, k, 17', [-0.0180048, -0.674312, 1.0]], ['2, k, 18', [-0.0234542, -0.998814, 1.0]], ['2, k, 19', [0.00340886, -1.06254, 1.0]], ['2, k, 20', [-0.120593, 0.205381, 1.0]], ['2, k, 21', [-0.403978, -0.377264, 1.0]], ['2, k, 22', [-0.343151, -0.351613, 1.0]], ['2, k, 23', [0.190495, -0.386512, 1.0]], ['2, k, 24', [0.127203, -0.354007, 1.0]]]
[['2, k, 0', [-0.123647, -0.352246, 1.0]], ['2, k, 1', [-0.121956, -0.030586, 1.0]], ['2, k, 2', [-0.120284, 0.282531, 1.0]], ['2, k, 3', [-0.116918, 0.431912, 1.0]], ['2, k, 4', [-0.308014, 0.181522, 1.0]], ['2, k, 5', [-0.386564, -0.0706348, 1.0]], ['2, k, 6', [-0.403456, -0.290265, 1.0]], ['2, k, 7', [-0.407726, -0.331429, 1.0]], ['2, k, 8', [0.0554595, 0.17656, 1.0]], ['2, k, 9', [0.131317, -0.0635309, 1.0]], ['2, k, 10', [0.171325, -0.28051, 1.0]], ['2, k, 11', [0.177813, -0.331848, 1.0]], ['2, k, 12', [-0.204929, -0.349025, 1.0]], ['2, k, 13', [-0.236919, -0.676197, 1.0]], ['2, k, 14', [-0.224925, -1.00869, 1.0]], ['2, k, 15', [-0.224515, -1.06778, 1.0]], ['2, k, 16', [-0.0390729, -0.345432, 1.0]], ['2, k, 17', [-0.0179815, -0.674308, 1.0]], ['2, k, 18', [-0.0233535, -0.998823, 1.0]], ['2, k, 19', [0.00406093, -1.06235, 1.0]], ['2, k, 20', [-0.120818, 0.205426, 1.0]], ['2, k, 21', [-0.406412, -0.379128, 1.0]], ['2, k, 22', [-0.343365, -0.351503, 1.0]], ['2, k, 23', [0.189278, -0.388689, 1.0]], ['2, k, 24', [0.123731, -0.35411, 1.0]]]
[['2, k, 0', [-0.123647, -0.352375, 1.0]], ['2, k, 1', [-0.121962, -0.0306464, 1.0]], ['2, k, 2', [-0.120274, 0.282529, 1.0]], ['2, k, 3', [-0.117079, 0.431855, 1.0]], ['2, k, 4', [-0.30803, 0.181477, 1.0]], ['2, k, 5', [-0.386827, -0.0706527, 1.0]], ['2, k, 6', [-0.40402, -0.290246, 1.0]], ['2, k, 7', [-0.40793, -0.331234, 1.0]], ['2, k, 8', [0.0555266, 0.176424, 1.0]], ['2, k, 9', [0.131509, -0.0637104, 1.0]], ['2, k, 10', [0.171656, -0.280634, 1.0]], ['2, k, 11', [0.1776, -0.33033, 1.0]], ['2, k, 12', [-0.204913, -0.349188, 1.0]], ['2, k, 13', [-0.237117, -0.676462, 1.0]], ['2, k, 14', [-0.224666, -1.0098, 1.0]], ['2, k, 15', [-0.224741, -1.06934, 1.0]], ['2, k, 16', [-0.0390612, -0.345502, 1.0]], ['2, k, 17', [-0.0179754, -0.674308, 1.0]], ['2, k, 18', [-0.0232497, -0.998887, 1.0]], ['2, k, 19', [0.0037054, -1.06209, 1.0]], ['2, k, 20', [-0.120809, 0.205416, 1.0]], ['2, k, 21', [-0.406617, -0.375989, 1.0]], ['2, k, 22', [-0.343128, -0.351493, 1.0]], ['2, k, 23', [0.188242, -0.382096, 1.0]], ['2, k, 24', [0.125456, -0.354613, 1.0]]]
[['2, k, 0', [-0.123678, -0.352416, 1.0]], ['2, k, 1', [-0.122131, -0.0305759, 1.0]], ['2, k, 2', [-0.120568, 0.282842, 1.0]], ['2, k, 3', [-0.117341, 0.431894, 1.0]], ['2, k, 4', [-0.308092, 0.181441, 1.0]], ['2, k, 5', [-0.386882, -0.0706902, 1.0]], ['2, k, 6', [-0.404623, -0.290222, 1.0]], ['2, k, 7', [-0.409109, -0.331182, 1.0]], ['2, k, 8', [0.0555646, 0.176484, 1.0]], ['2, k, 9', [0.131632, -0.0632006, 1.0]], ['2, k, 10', [0.172286, -0.279995, 1.0]], ['2, k, 11', [0.177291, -0.330371, 1.0]], ['2, k, 12', [-0.204912, -0.349255, 1.0]], ['2, k, 13', [-0.237116, -0.676475, 1.0]], ['2, k, 14', [-0.224533, -1.00999, 1.0]], ['2, k, 15', [-0.226011, -1.06921, 1.0]], ['2, k, 16', [-0.0391094, -0.345488, 1.0]], ['2, k, 17', [-0.018013, -0.674291, 1.0]], ['2, k, 18', [-0.0231973, -0.998925, 1.0]], ['2, k, 19', [0.00363114, -1.06223, 1.0]], ['2, k, 20', [-0.121067, 0.205653, 1.0]], ['2, k, 21', [-0.40734, -0.376652, 1.0]], ['2, k, 22', [-0.34519, -0.350084, 1.0]], ['2, k, 23', [0.188035, -0.384564, 1.0]], ['2, k, 24', [0.123099, -0.354006, 1.0]]]
[['2, k, 0', [-0.123671, -0.352387, 1.0]], ['2, k, 1', [-0.122158, -0.0305466, 1.0]], ['2, k, 2', [-0.120605, 0.282884, 1.0]], ['2, k, 3', [-0.117543, 0.431967, 1.0]], ['2, k, 4', [-0.308169, 0.181403, 1.0]], ['2, k, 5', [-0.387018, -0.0706794, 1.0]], ['2, k, 6', [-0.40467, -0.290168, 1.0]], ['2, k, 7', [-0.409344, -0.330493, 1.0]], ['2, k, 8', [0.055532, 0.176581, 1.0]], ['2, k, 9', [0.131734, -0.0626994, 1.0]], ['2, k, 10', [0.172499, -0.279426, 1.0]], ['2, k, 11', [0.176383, -0.330009, 1.0]], ['2, k, 12', [-0.204905, -0.349275, 1.0]], ['2, k, 13', [-0.237113, -0.676573, 1.0]], ['2, k, 14', [-0.224368, -1.01029, 1.0]], ['2, k, 15', [-0.226192, -1.06875, 1.0]], ['2, k, 16', [-0.0390809, -0.345312, 1.0]], ['2, k, 17', [-0.0180027, -0.674431, 1.0]], ['2, k, 18', [-0.0231589, -0.999, 1.0]], ['2, k, 19', [0.00465971, -1.06256, 1.0]], ['2, k, 20', [-0.121101, 0.205691, 1.0]], ['2, k, 21', [-0.407207, -0.376524, 1.0]], ['2, k, 22', [-0.344325, -0.350253, 1.0]], ['2, k, 23', [0.187741, -0.380852, 1.0]], ['2, k, 24', [0.124003, -0.353435, 1.0]]]
[['2, k, 0', [-0.123668, -0.352239, 1.0]], ['2, k, 1', [-0.122158, -0.0304467, 1.0]], ['2, k, 2', [-0.120571, 0.282966, 1.0]], ['2, k, 3', [-0.117677, 0.432187, 1.0]], ['2, k, 4', [-0.308268, 0.181447, 1.0]], ['2, k, 5', [-0.387071, -0.0702708, 1.0]], ['2, k, 6', [-0.404668, -0.289736, 1.0]], ['2, k, 7', [-0.409543, -0.331281, 1.0]], ['2, k, 8', [0.0555106, 0.176755, 1.0]], ['2, k, 9', [0.132103, -0.0624995, 1.0]], ['2, k, 10', [0.172915, -0.279169, 1.0]], ['2, k, 11', [0.178105, -0.329375, 1.0]], ['2, k, 12', [-0.20487, -0.349312, 1.0]], ['2, k, 13', [-0.237082, -0.676591, 1.0]], ['2, k, 14', [-0.223837, -1.01015, 1.0]], ['2, k, 15', [-0.226896, -1.07011, 1.0]], ['2, k, 16', [-0.0390977, -0.34486, 1.0]], ['2, k, 17', [-0.017893, -0.674372, 1.0]], ['2, k, 18', [-0.0230364, -0.999129, 1.0]], ['2, k, 19', [0.000350952, -1.06126, 1.0]], ['2, k, 20', [-0.121076, 0.205776, 1.0]], ['2, k, 21', [-0.407456, -0.37676, 1.0]], ['2, k, 22', [-0.345164, -0.349172, 1.0]], ['2, k, 23', [0.188054, -0.380881, 1.0]], ['2, k, 24', [0.123192, -0.355226, 1.0]]]
[['2, k, 0', [-0.123686, -0.352242, 1.0]], ['2, k, 1', [-0.122207, -0.0304032, 1.0]], ['2, k, 2', [-0.120617, 0.283079, 1.0]], ['2, k, 3', [-0.117775, 0.432346, 1.0]], ['2, k, 4', [-0.308263, 0.181528, 1.0]], ['2, k, 5', [-0.38734, -0.0698892, 1.0]], ['2, k, 6', [-0.404724, -0.289286, 1.0]], ['2, k, 7', [-0.410292, -0.330606, 1.0]], ['2, k, 8', [0.0554947, 0.176764, 1.0]], ['2, k, 9', [0.132182, -0.0623436, 1.0]], ['2, k, 10', [0.173066, -0.278965, 1.0]], ['2, k, 11', [0.177671, -0.329874, 1.0]], ['2, k, 12', [-0.204871, -0.349309, 1.0]], ['2, k, 13', [-0.237061, -0.676623, 1.0]], ['2, k, 14', [-0.224365, -1.00938, 1.0]], ['2, k, 15', [-0.227083, -1.07063, 1.0]], ['2, k, 16', [-0.0391216, -0.344875, 1.0]], ['2, k, 17', [-0.0178954, -0.674361, 1.0]], ['2, k, 18', [-0.0230229, -0.999126, 1.0]], ['2, k, 19', [0.000503419, -1.06108, 1.0]], ['2, k, 20', [-0.121123, 0.205869, 1.0]], ['2, k, 21', [-0.407125, -0.376453, 1.0]], ['2, k, 22', [-0.346442, -0.348737, 1.0]], ['2, k, 23', [0.187451, -0.380823, 1.0]], ['2, k, 24', [0.124105, -0.354693, 1.0]]]
[['2, k, 0', [-0.123672, -0.352157, 1.0]], ['2, k, 1', [-0.122297, -0.0302793, 1.0]], ['2, k, 2', [-0.120795, 0.283277, 1.0]], ['2, k, 3', [-0.117835, 0.432279, 1.0]], ['2, k, 4', [-0.308182, 0.181518, 1.0]], ['2, k, 5', [-0.387391, -0.0699238, 1.0]], ['2, k, 6', [-0.40493, -0.289257, 1.0]], ['2, k, 7', [-0.410285, -0.330272, 1.0]], ['2, k, 8', [0.0554699, 0.176953, 1.0]], ['2, k, 9', [0.132305, -0.0622892, 1.0]], ['2, k, 10', [0.173466, -0.278819, 1.0]], ['2, k, 11', [0.178535, -0.331673, 1.0]], ['2, k, 12', [-0.204817, -0.349323, 1.0]], ['2, k, 13', [-0.236964, -0.676929, 1.0]], ['2, k, 14', [-0.223819, -1.00992, 1.0]], ['2, k, 15', [-0.227358, -1.072, 1.0]], ['2, k, 16', [-0.0391248, -0.344689, 1.0]], ['2, k, 17', [-0.0177399, -0.674684, 1.0]], ['2, k, 18', [-0.0229416, -0.999817, 1.0]], ['2, k, 19', [0.000130453, -1.06184, 1.0]], ['2, k, 20', [-0.121278, 0.206046, 1.0]], ['2, k, 21', [-0.405153, -0.376007, 1.0]], ['2, k, 22', [-0.345973, -0.349508, 1.0]], ['2, k, 23', [0.183923, -0.384569, 1.0]], ['2, k, 24', [0.124025, -0.354873, 1.0]]]
[['2, k, 0', [-0.123638, -0.351926, 1.0]], ['2, k, 1', [-0.122384, -0.0300985, 1.0]], ['2, k, 2', [-0.120941, 0.283438, 1.0]], ['2, k, 3', [-0.118095, 0.432678, 1.0]], ['2, k, 4', [-0.308314, 0.181645, 1.0]], ['2, k, 5', [-0.387593, -0.0696341, 1.0]], ['2, k, 6', [-0.40499, -0.288945, 1.0]], ['2, k, 7', [-0.409998, -0.329412, 1.0]], ['2, k, 8', [0.0555112, 0.17701, 1.0]], ['2, k, 9', [0.132408, -0.0622719, 1.0]], ['2, k, 10', [0.17382, -0.27872, 1.0]], ['2, k, 11', [0.17765, -0.331315, 1.0]], ['2, k, 12', [-0.204769, -0.349277, 1.0]], ['2, k, 13', [-0.236971, -0.676872, 1.0]], ['2, k, 14', [-0.22388, -1.00983, 1.0]], ['2, k, 15', [-0.227512, -1.07272, 1.0]], ['2, k, 16', [-0.0390898, -0.344212, 1.0]], ['2, k, 17', [-0.0177474, -0.674517, 1.0]], ['2, k, 18', [-0.0229215, -0.999745, 1.0]], ['2, k, 19', [-0.000797241, -1.06179, 1.0]], ['2, k, 20', [-0.121411, 0.206211, 1.0]], ['2, k, 21', [-0.409331, -0.376753, 1.0]], ['2, k, 22', [-0.344995, -0.349873, 1.0]], ['2, k, 23', [0.186066, -0.385922, 1.0]], ['2, k, 24', [0.124021, -0.355405, 1.0]]]
[['2, k, 0', [-0.12355, -0.351764, 1.0]], ['2, k, 1', [-0.122453, -0.029985, 1.0]], ['2, k, 2', [-0.121156, 0.283541, 1.0]], ['2, k, 3', [-0.118281, 0.432764, 1.0]], ['2, k, 4', [-0.30838, 0.181661, 1.0]], ['2, k, 5', [-0.387819, -0.0696181, 1.0]], ['2, k, 6', [-0.405389, -0.288849, 1.0]], ['2, k, 7', [-0.409723, -0.328632, 1.0]], ['2, k, 8', [0.0555083, 0.177174, 1.0]], ['2, k, 9', [0.132594, -0.0624753, 1.0]], ['2, k, 10', [0.174212, -0.278848, 1.0]], ['2, k, 11', [0.178712, -0.330689, 1.0]], ['2, k, 12', [-0.204672, -0.349211, 1.0]], ['2, k, 13', [-0.236991, -0.67678, 1.0]], ['2, k, 14', [-0.224499, -1.00796, 1.0]], ['2, k, 15', [-0.226012, -1.07228, 1.0]], ['2, k, 16', [-0.0389888, -0.343946, 1.0]], ['2, k, 17', [-0.0177425, -0.674528, 1.0]], ['2, k, 18', [-0.0229392, -1.0002, 1.0]], ['2, k, 19', [0.00108171, -1.06337, 1.0]], ['2, k, 20', [-0.121586, 0.206316, 1.0]], ['2, k, 21', [-0.406996, -0.376097, 1.0]], ['2, k, 22', [-0.345206, -0.34997, 1.0]], ['2, k, 23', [0.188217, -0.382071, 1.0]], ['2, k, 24', [0.12418, -0.353101, 1.0]]]
