[['2, k, 0', [-0.312456, -0.214189, 1.0]], ['2, k, 1', [-0.332132, -0.162029, 1.0]], ['2, k, 2', [-0.349979, -0.110287, 1.0]], ['2, k, 3', [-0.367693, 0.0343959, 1.0]], ['2, k, 4', [-0.519078, -0.19105, 1.0]], ['2, k, 5', [-0.611592, -0.286019, 1.0]], ['2, k, 6', [-0.614304, -0.408606, 1.0]], ['2, k, 7', [-0.611418, -0.374579, 1.0]], ['2, k, 8', [-0.199631, -0.181856, 1.0]], ['2, k, 9', [-0.0875568, -0.246543, 1.0]], ['2, k, 10', [0.0166466, -0.315061, 1.0]], ['2, k, 11', [0.04083, -0.383414, 1.0]], ['2, k, 12', [-0.38143, -0.213726, 1.0]], ['2, k, 13', [-0.682173, -0.30534, 1.0]], ['2, k, 14', [-0.455326, -0.429417, 1.0]], ['2, k, 15', [-0.323041, -0.413699, 1.0]], ['2, k, 16', [-0.236029, -0.209544, 1.0]], ['2, k, 17', [-0.684963, -0.284905, 1.0]], ['2, k, 18', [-0.24893, -0.283514, 1.0]], ['2, k, 19', [-0.155698, -0.312705, 1.0]], ['2, k, 20', [-0.345844, -0.1232, 1.0]], ['2, k, 21', [-0.616477, -0.37984, 1.0]], ['2, k, 22', [-0.549371, -0.380518, 1.0]], ['2, k, 23', [0.03895, -0.394176, 1.0]], ['2, k, 24', [-0.00733044, -0.394908, 1.0]]]
[['2, k, 0', [-0.343406, -0.475094, 1.0]], ['2, k, 1', [-0.31142, -0.40505, 1.0]], ['2, k, 2', [-0.290034, -0.329486, 1.0]], ['2, k, 3', [-0.34069, -0.217758, 1.0]], ['2, k, 4', [-0.495503, -0.427296, 1.0]], ['2, k, 5', [-0.615879, -0.604492, 1.0]], ['2, k, 6', [-0.636246, -0.70969, 1.0]], ['2, k, 7', [-0.604284, -0.742889, 1.0]], ['2, k, 8', [-0.17113, -0.400731, 1.0]], ['2, k, 9', [-0.0121461, -0.578724, 1.0]], ['2, k, 10', [0.0344237, -0.701034, 1.0]], ['2, k, 11', [0.0190841, -0.748044, 1.0]], ['2, k, 12', [-0.409312, -0.473371, 1.0]], ['2, k, 13', [-0.713336, -0.335394, 1.0]], ['2, k, 14', [-0.746394, -0.660615, 1.0]], ['2, k, 15', [-0.699001, -0.775062, 1.0]], ['2, k, 16', [-0.26976, -0.466159, 1.0]], ['2, k, 17', [0.0604852, -0.547053, 1.0]], ['2, k, 18', [0.0990941, -0.743154, 1.0]], ['2, k, 19', [0.0364037, -0.743678, 1.0]], ['2, k, 20', [-0.287143, -0.352493, 1.0]], ['2, k, 21', [-0.575728, -0.773577, 1.0]], ['2, k, 22', [-0.532168, -0.745563, 1.0]], ['2, k, 23', [0.0119736, -0.771895, 1.0]], ['2, k, 24', [0.0687606, -0.73304, 1.0]]]
[['2, k, 0', [-0.609557, -0.899099, 1.0]], ['2, k, 1', [-0.495353, -0.629426, 1.0]], ['2, k, 2', [-0.380652, -0.361233, 1.0]], ['2, k, 3', [-0.344227, -0.241947, 1.0]], ['2, k, 4', [-0.491292, -0.434639, 1.0]], ['2, k, 5', [-0.631294, -0.630434, 1.0]], ['2, k, 6', [-0.611668, -0.753012, 1.0]], ['2, k, 7', [-0.60262, -0.765361, 1.0]], ['2, k, 8', [-0.184884, -0.393349, 1.0]], ['2, k, 9', [-0.00265019, -0.593603, 1.0]], ['2, k, 10', [0.051683, -0.72678, 1.0]], ['2, k, 11', [0.0224644, -0.765544, 1.0]], ['2, k, 12', [-0.673387, -0.903482, 1.0]], ['2, k, 13', [-0.598182, -0.541142, 1.0]], ['2, k, 14', [-0.582744, -0.831208, 1.0]], ['2, k, 15', [-0.551129, -0.946918, 1.0]], ['2, k, 16', [-0.532861, -0.875762, 1.0]], ['2, k, 17', [-0.572782, -1.10332, 1.0]], ['2, k, 18', [-0.256129, -0.921783, 1.0]], ['2, k, 19', [-0.208354, -0.926718, 1.0]], ['2, k, 20', [-0.409459, -0.428115, 1.0]], ['2, k, 21', [-0.578197, -0.787467, 1.0]], ['2, k, 22', [-0.52661, -0.764775, 1.0]], ['2, k, 23', [0.0107535, -0.78747, 1.0]], ['2, k, 24', [0.0884341, -0.754834, 1.0]]]
[['2, k, 0', [-0.552821, -0.770607, 1.0]], ['2, k, 1', [-0.448879, -0.569808, 1.0]], ['2, k, 2', [-0.353591, -0.367765, 1.0]], ['2, k, 3', [-0.341722, -0.250206, 1.0]], ['2, k, 4', [-0.486413, -0.440052, 1.0]], ['2, k, 5', [-0.607899, -0.641085, 1.0]], ['2, k, 6', [-0.628535, -0.760444, 1.0]], ['2, k, 7', [-0.599785, -0.785191, 1.0]], ['2, k, 8', [-0.207291, -0.379624, 1.0]], ['2, k, 9', [-0.0397801, -0.577286, 1.0]], ['2, k, 10', [0.0309326, -0.728005, 1.0]], ['2, k, 11', [0.0222292, -0.778424, 1.0]], ['2, k, 12', [-0.61535, -0.781834, 1.0]], ['2, k, 13', [-0.529329, -0.476545, 1.0]], ['2, k, 14', [-0.541933, -0.86159, 1.0]], ['2, k, 15', [-0.523476, -0.921706, 1.0]], ['2, k, 16', [-0.478623, -0.743147, 1.0]], ['2, k, 17', [-0.562121, -1.04139, 1.0]], ['2, k, 18', [-0.232916, -0.867077, 1.0]], ['2, k, 19', [-0.184143, -0.866497, 1.0]], ['2, k, 20', [-0.375603, -0.42086, 1.0]], ['2, k, 21', [-0.586066, -0.800982, 1.0]], ['2, k, 22', [-0.525779, -0.782677, 1.0]], ['2, k, 23', [0.023475, -0.798555, 1.0]], ['2, k, 24', [0.0796667, -0.765591, 1.0]]]
[['2, k, 0', [-0.616881, -0.885596, 1.0]], ['2, k, 1', [-0.508426, -0.633929, 1.0]], ['2, k, 2', [-0.397477, -0.382795, 1.0]], ['2, k, 3', [-0.3498, -0.268106, 1.0]], ['2, k, 4', [-0.48473, -0.442008, 1.0]], ['2, k, 5', [-0.616139, -0.649261, 1.0]], ['2, k, 6', [-0.627462, -0.770524, 1.0]], ['2, k, 7', [-0.598541, -0.800851, 1.0]], ['2, k, 8', [-0.198171, -0.390808, 1.0]], ['2, k, 9', [-0.0155973, -0.600488, 1.0]], ['2, k, 10', [0.0390178, -0.763125, 1.0]], ['2, k, 11', [0.0267913, -0.787508, 1.0]], ['2, k, 12', [-0.679137, -0.887654, 1.0]], ['2, k, 13', [-0.588947, -0.55127, 1.0]], ['2, k, 14', [-0.552046, -0.975412, 1.0]], ['2, k, 15', [-0.528812, -1.04125, 1.0]], ['2, k, 16', [-0.541911, -0.865308, 1.0]], ['2, k, 17', [-0.562095, -1.09497, 1.0]], ['2, k, 18', [-0.501346, -1.39288, 1.0]], ['2, k, 19', [-0.414903, -1.2882, 1.0]], ['2, k, 20', [-0.42678, -0.445945, 1.0]], ['2, k, 21', [-0.586477, -0.81457, 1.0]], ['2, k, 22', [-0.527516, -0.799181, 1.0]], ['2, k, 23', [0.0164115, -0.810905, 1.0]], ['2, k, 24', [0.0851559, -0.78353, 1.0]]]
[['2, k, 0', [-0.609774, -0.938212, 1.0]], ['2, k, 1', [-0.503712, -0.645501, 1.0]], ['2, k, 2', [-0.394467, -0.38148, 1.0]], ['2, k, 3', [-0.347819, -0.272351, 1.0]], ['2, k, 4', [-0.486525, -0.442931, 1.0]], ['2, k, 5', [-0.642527, -0.653011, 1.0]], ['2, k, 6', [-0.612539, -0.781944, 1.0]], ['2, k, 7', [-0.595389, -0.810848, 1.0]], ['2, k, 8', [-0.19883, -0.390605, 1.0]], ['2, k, 9', [-0.0185682, -0.597651, 1.0]], ['2, k, 10', [0.0380864, -0.764622, 1.0]], ['2, k, 11', [0.0254825, -0.794694, 1.0]], ['2, k, 12', [-0.670923, -0.941841, 1.0]], ['2, k, 13', [-0.587228, -0.57627, 1.0]], ['2, k, 14', [-0.557542, -1.02902, 1.0]], ['2, k, 15', [-0.535538, -1.09117, 1.0]], ['2, k, 16', [-0.535915, -0.913863, 1.0]], ['2, k, 17', [-0.566671, -1.12155, 1.0]], ['2, k, 18', [-0.519653, -1.44137, 1.0]], ['2, k, 19', [-0.433007, -1.33325, 1.0]], ['2, k, 20', [-0.423682, -0.446516, 1.0]], ['2, k, 21', [-0.57431, -0.826748, 1.0]], ['2, k, 22', [-0.520007, -0.806122, 1.0]], ['2, k, 23', [0.0163007, -0.821084, 1.0]], ['2, k, 24', [0.0806569, -0.782216, 1.0]]]
[['2, k, 0', [-0.616556, -0.94336, 1.0]], ['2, k, 1', [-0.495361, -0.655147, 1.0]], ['2, k, 2', [-0.349317, -0.379925, 1.0]], ['2, k, 3', [-0.33848, -0.260153, 1.0]], ['2, k, 4', [-0.48378, -0.445761, 1.0]], ['2, k, 5', [-0.633766, -0.654809, 1.0]], ['2, k, 6', [-0.612651, -0.782132, 1.0]], ['2, k, 7', [-0.589595, -0.814252, 1.0]], ['2, k, 8', [-0.196975, -0.392903, 1.0]], ['2, k, 9', [-0.0172323, -0.59862, 1.0]], ['2, k, 10', [0.0465585, -0.750183, 1.0]], ['2, k, 11', [0.0272851, -0.796002, 1.0]], ['2, k, 12', [-0.677543, -0.946361, 1.0]], ['2, k, 13', [-0.584437, -0.63723, 1.0]], ['2, k, 14', [-0.553047, -1.09572, 1.0]], ['2, k, 15', [-0.529966, -1.16222, 1.0]], ['2, k, 16', [-0.543132, -0.920069, 1.0]], ['2, k, 17', [-0.56302, -1.12862, 1.0]], ['2, k, 18', [-0.526078, -1.45752, 1.0]], ['2, k, 19', [-0.439182, -1.34878, 1.0]], ['2, k, 20', [-0.38882, -0.450095, 1.0]], ['2, k, 21', [-0.573483, -0.831393, 1.0]], ['2, k, 22', [-0.517507, -0.809041, 1.0]], ['2, k, 23', [0.0148758, -0.826404, 1.0]], ['2, k, 24', [0.0804884, -0.777982, 1.0]]]
[['2, k, 0', [-0.620013, -0.94574, 1.0]], ['2, k, 1', [-0.495256, -0.656485, 1.0]], ['2, k, 2', [-0.351438, -0.378554, 1.0]], ['2, k, 3', [-0.337203, -0.255984, 1.0]], ['2, k, 4', [-0.482596, -0.44552, 1.0]], ['2, k, 5', [-0.615055, -0.658143, 1.0]], ['2, k, 6', [-0.612369, -0.782551, 1.0]], ['2, k, 7', [-0.587112, -0.811169, 1.0]], ['2, k, 8', [-0.195424, -0.393982, 1.0]], ['2, k, 9', [-0.0146768, -0.598742, 1.0]], ['2, k, 10', [0.0617297, -0.759825, 1.0]], ['2, k, 11', [0.0470233, -0.793924, 1.0]], ['2, k, 12', [-0.680506, -0.947793, 1.0]], ['2, k, 13', [-0.586385, -0.640981, 1.0]], ['2, k, 14', [-0.554431, -1.11151, 1.0]], ['2, k, 15', [-0.531243, -1.1781, 1.0]], ['2, k, 16', [-0.546576, -0.923139, 1.0]], ['2, k, 17', [-0.561905, -1.13002, 1.0]], ['2, k, 18', [-0.538709, -1.46514, 1.0]], ['2, k, 19', [-0.45067, -1.35674, 1.0]], ['2, k, 20', [-0.38943, -0.449517, 1.0]], ['2, k, 21', [-0.57147, -0.830336, 1.0]], ['2, k, 22', [-0.520861, -0.804999, 1.0]], ['2, k, 23', [0.0326474, -0.813809, 1.0]], ['2, k, 24', [0.115343, -0.787648, 1.0]]]
[['2, k, 0', [-0.596967, -0.920756, 1.0]], ['2, k, 1', [-0.486795, -0.648623, 1.0]], ['2, k, 2', [-0.35533, -0.374159, 1.0]], ['2, k, 3', [-0.334917, -0.251995, 1.0]], ['2, k, 4', [-0.480522, -0.44574, 1.0]], ['2, k, 5', [-0.612177, -0.656575, 1.0]], ['2, k, 6', [-0.601943, -0.788118, 1.0]], ['2, k, 7', [-0.583094, -0.805269, 1.0]], ['2, k, 8', [-0.193895, -0.393747, 1.0]], ['2, k, 9', [-0.0152316, -0.597022, 1.0]], ['2, k, 10', [0.0616959, -0.756991, 1.0]], ['2, k, 11', [0.0474676, -0.790773, 1.0]], ['2, k, 12', [-0.656996, -0.922891, 1.0]], ['2, k, 13', [-0.581785, -0.629681, 1.0]], ['2, k, 14', [-0.551033, -1.11016, 1.0]], ['2, k, 15', [-0.528066, -1.17467, 1.0]], ['2, k, 16', [-0.523459, -0.897888, 1.0]], ['2, k, 17', [-0.565387, -1.1258, 1.0]], ['2, k, 18', [-0.541294, -1.46804, 1.0]], ['2, k, 19', [-0.453858, -1.36026, 1.0]], ['2, k, 20', [-0.390155, -0.445046, 1.0]], ['2, k, 21', [-0.574311, -0.817399, 1.0]], ['2, k, 22', [-0.516205, -0.80215, 1.0]], ['2, k, 23', [0.0401839, -0.806336, 1.0]], ['2, k, 24', [0.116253, -0.783269, 1.0]]]
[['2, k, 0', [-0.576916, -0.871335, 1.0]], ['2, k, 1', [-0.475487, -0.620801, 1.0]], ['2, k, 2', [-0.360557, -0.365209, 1.0]], ['2, k, 3', [-0.332087, -0.248749, 1.0]], ['2, k, 4', [-0.482422, -0.44227, 1.0]], ['2, k, 5', [-0.608679, -0.65108, 1.0]], ['2, k, 6', [-0.600945, -0.779706, 1.0]], ['2, k, 7', [-0.581376, -0.793255, 1.0]], ['2, k, 8', [-0.19576, -0.388889, 1.0]], ['2, k, 9', [-0.00360302, -0.576616, 1.0]], ['2, k, 10', [0.0528205, -0.745009, 1.0]], ['2, k, 11', [0.043719, -0.78144, 1.0]], ['2, k, 12', [-0.625959, -0.851724, 1.0]], ['2, k, 13', [-0.593459, -0.614176, 1.0]], ['2, k, 14', [-0.556207, -1.08775, 1.0]], ['2, k, 15', [-0.532531, -1.15172, 1.0]], ['2, k, 16', [-0.51884, -0.883512, 1.0]], ['2, k, 17', [-0.562529, -1.11175, 1.0]], ['2, k, 18', [-0.537936, -1.44904, 1.0]], ['2, k, 19', [-0.450585, -1.3437, 1.0]], ['2, k, 20', [-0.391683, -0.431557, 1.0]], ['2, k, 21', [-0.570032, -0.808893, 1.0]], ['2, k, 22', [-0.514947, -0.789331, 1.0]], ['2, k, 23', [0.0470493, -0.802671, 1.0]], ['2, k, 24', [0.103021, -0.771456, 1.0]]]
[['2, k, 0', [-0.575067, -0.86789, 1.0]], ['2, k, 1', [-0.476179, -0.612832, 1.0]], ['2, k, 2', [-0.374435, -0.352874, 1.0]], ['2, k, 3', [-0.329096, -0.238205, 1.0]], ['2, k, 4', [-0.473888, -0.431609, 1.0]], ['2, k, 5', [-0.608727, -0.63072, 1.0]], ['2, k, 6', [-0.599212, -0.764106, 1.0]], ['2, k, 7', [-0.576687, -0.777322, 1.0]], ['2, k, 8', [-0.188974, -0.379487, 1.0]], ['2, k, 9', [-0.00448329, -0.570869, 1.0]], ['2, k, 10', [0.0423875, -0.742721, 1.0]], ['2, k, 11', [0.0387498, -0.7705, 1.0]], ['2, k, 12', [-0.623241, -0.847856, 1.0]], ['2, k, 13', [-0.584044, -0.605329, 1.0]], ['2, k, 14', [-0.554168, -1.07357, 1.0]], ['2, k, 15', [-0.530605, -1.13684, 1.0]], ['2, k, 16', [-0.514577, -0.871208, 1.0]], ['2, k, 17', [-0.560452, -1.09734, 1.0]], ['2, k, 18', [-0.541162, -1.43103, 1.0]], ['2, k, 19', [-0.453066, -1.32465, 1.0]], ['2, k, 20', [-0.400118, -0.419035, 1.0]], ['2, k, 21', [-0.569157, -0.792225, 1.0]], ['2, k, 22', [-0.510933, -0.774589, 1.0]], ['2, k, 23', [0.0450172, -0.792111, 1.0]], ['2, k, 24', [0.0980804, -0.752698, 1.0]]]
[['2, k, 0', [-0.587797, -0.829713, 1.0]], ['2, k, 1', [-0.488271, -0.582829, 1.0]], ['2, k, 2', [-0.386363, -0.335568, 1.0]], ['2, k, 3', [-0.330389, -0.22771, 1.0]], ['2, k, 4', [-0.467693, -0.40522, 1.0]], ['2, k, 5', [-0.593924, -0.606934, 1.0]], ['2, k, 6', [-0.588943, -0.743822, 1.0]], ['2, k, 7', [-0.572224, -0.758078, 1.0]], ['2, k, 8', [-0.18463, -0.36733, 1.0]], ['2, k, 9', [-0.00559911, -0.560338, 1.0]], ['2, k, 10', [0.0613674, -0.710187, 1.0]], ['2, k, 11', [0.048248, -0.75069, 1.0]], ['2, k, 12', [-0.63652, -0.805326, 1.0]], ['2, k, 13', [-0.557329, -0.49976, 1.0]], ['2, k, 14', [-0.546878, -0.971863, 1.0]], ['2, k, 15', [-0.526799, -1.033, 1.0]], ['2, k, 16', [-0.525509, -0.837583, 1.0]], ['2, k, 17', [-0.556412, -1.07139, 1.0]], ['2, k, 18', [-0.539407, -1.40345, 1.0]], ['2, k, 19', [-0.471704, -1.32296, 1.0]], ['2, k, 20', [-0.412379, -0.397528, 1.0]], ['2, k, 21', [-0.549658, -0.775121, 1.0]], ['2, k, 22', [-0.502178, -0.756969, 1.0]], ['2, k, 23', [0.0696754, -0.760126, 1.0]], ['2, k, 24', [0.107287, -0.735004, 1.0]]]
[['2, k, 0', [-0.565246, -0.839489, 1.0]], ['2, k, 1', [-0.480775, -0.580976, 1.0]], ['2, k, 2', [-0.385712, -0.331559, 1.0]], ['2, k, 3', [-0.331964, -0.214852, 1.0]], ['2, k, 4', [-0.454107, -0.375755, 1.0]], ['2, k, 5', [-0.580584, -0.570674, 1.0]], ['2, k, 6', [-0.581234, -0.715048, 1.0]], ['2, k, 7', [-0.568794, -0.732636, 1.0]], ['2, k, 8', [-0.18072, -0.354468, 1.0]], ['2, k, 9', [-0.00528268, -0.546678, 1.0]], ['2, k, 10', [0.112037, -0.672209, 1.0]], ['2, k, 11', [0.08157, -0.717716, 1.0]], ['2, k, 12', [-0.61937, -0.814391, 1.0]], ['2, k, 13', [-0.561272, -0.500029, 1.0]], ['2, k, 14', [-0.526724, -0.949812, 1.0]], ['2, k, 15', [-0.50551, -1.01289, 1.0]], ['2, k, 16', [-0.499188, -0.845619, 1.0]], ['2, k, 17', [-0.558609, -1.07941, 1.0]], ['2, k, 18', [-0.543901, -1.40631, 1.0]], ['2, k, 19', [-0.473244, -1.32817, 1.0]], ['2, k, 20', [-0.410714, -0.393923, 1.0]], ['2, k, 21', [-0.55633, -0.749963, 1.0]], ['2, k, 22', [-0.497882, -0.730731, 1.0]], ['2, k, 23', [0.082379, -0.733989, 1.0]], ['2, k, 24', [0.151268, -0.728012, 1.0]]]
[['2, k, 0', [-0.365708, -0.792825, 1.0]], ['2, k, 1', [-0.339637, -0.540137, 1.0]], ['2, k, 2', [-0.312379, -0.289461, 1.0]], ['2, k, 3', [-0.323379, -0.170526, 1.0]], ['2, k, 4', [-0.449609, -0.353886, 1.0]], ['2, k, 5', [-0.589566, -0.541297, 1.0]], ['2, k, 6', [-0.584802, -0.692552, 1.0]], ['2, k, 7', [-0.565456, -0.703311, 1.0]], ['2, k, 8', [-0.181445, -0.328298, 1.0]], ['2, k, 9', [-0.00350258, -0.517006, 1.0]], ['2, k, 10', [0.0671026, -0.669656, 1.0]], ['2, k, 11', [0.0505263, -0.698197, 1.0]], ['2, k, 12', [-0.436693, -0.783932, 1.0]], ['2, k, 13', [-0.560211, -0.454768, 1.0]], ['2, k, 14', [-0.525422, -0.905043, 1.0]], ['2, k, 15', [-0.503241, -0.968238, 1.0]], ['2, k, 16', [-0.286567, -0.784046, 1.0]], ['2, k, 17', [-0.532635, -1.04051, 1.0]], ['2, k, 18', [-0.478074, -1.36867, 1.0]], ['2, k, 19', [-0.439741, -1.31431, 1.0]], ['2, k, 20', [-0.319422, -0.351897, 1.0]], ['2, k, 21', [-0.5467, -0.720401, 1.0]], ['2, k, 22', [-0.493035, -0.703249, 1.0]], ['2, k, 23', [0.0412925, -0.726124, 1.0]], ['2, k, 24', [0.101406, -0.680146, 1.0]]]
[['2, k, 0', [-0.341768, -0.713054, 1.0]], ['2, k, 1', [-0.322193, -0.486923, 1.0]], ['2, k, 2', [-0.306436, -0.275184, 1.0]], ['2, k, 3', [-0.321943, -0.139242, 1.0]], ['2, k, 4', [-0.442055, -0.322166, 1.0]], ['2, k, 5', [-0.573736, -0.499454, 1.0]], ['2, k, 6', [-0.590647, -0.648776, 1.0]], ['2, k, 7', [-0.561776, -0.6705, 1.0]], ['2, k, 8', [-0.186068, -0.299324, 1.0]], ['2, k, 9', [-0.00287395, -0.488259, 1.0]], ['2, k, 10', [0.0818357, -0.621936, 1.0]], ['2, k, 11', [0.0588464, -0.665286, 1.0]], ['2, k, 12', [-0.430741, -0.705894, 1.0]], ['2, k, 13', [-0.481653, -0.370483, 1.0]], ['2, k, 14', [-0.496868, -0.824916, 1.0]], ['2, k, 15', [-0.48661, -0.893819, 1.0]], ['2, k, 16', [-0.244342, -0.702599, 1.0]], ['2, k, 17', [-0.498695, -0.972209, 1.0]], ['2, k, 18', [-0.452464, -1.3048, 1.0]], ['2, k, 19', [-0.502692, -1.36068, 1.0]], ['2, k, 20', [-0.308389, -0.322904, 1.0]], ['2, k, 21', [-0.544369, -0.68388, 1.0]], ['2, k, 22', [-0.492607, -0.671044, 1.0]], ['2, k, 23', [0.046848, -0.683499, 1.0]], ['2, k, 24', [0.108282, -0.649186, 1.0]]]
[['2, k, 0', [-0.433995, -0.696655, 1.0]], ['2, k, 1', [-0.364794, -0.459352, 1.0]], ['2, k, 2', [-0.295441, -0.225069, 1.0]], ['2, k, 3', [-0.320049, -0.111577, 1.0]], ['2, k, 4', [-0.432066, -0.284577, 1.0]], ['2, k, 5', [-0.549189, -0.450819, 1.0]], ['2, k, 6', [-0.592421, -0.607355, 1.0]], ['2, k, 7', [-0.556926, -0.632443, 1.0]], ['2, k, 8', [-0.1909, -0.283331, 1.0]], ['2, k, 9', [0.0141488, -0.455446, 1.0]], ['2, k, 10', [0.0841531, -0.58507, 1.0]], ['2, k, 11', [0.0617354, -0.628607, 1.0]], ['2, k, 12', [-0.522173, -0.672013, 1.0]], ['2, k, 13', [-0.572027, -0.377569, 1.0]], ['2, k, 14', [-0.57778, -0.845844, 1.0]], ['2, k, 15', [-0.561246, -0.899272, 1.0]], ['2, k, 16', [-0.335393, -0.704588, 1.0]], ['2, k, 17', [-0.540591, -1.01846, 1.0]], ['2, k, 18', [-0.495605, -1.35646, 1.0]], ['2, k, 19', [-0.469003, -1.40598, 1.0]], ['2, k, 20', [-0.311871, -0.292, 1.0]], ['2, k, 21', [-0.543392, -0.64523, 1.0]], ['2, k, 22', [-0.492456, -0.63342, 1.0]], ['2, k, 23', [0.0569774, -0.648694, 1.0]], ['2, k, 24', [0.11261, -0.616073, 1.0]]]
[['2, k, 0', [-0.43582, -0.671047, 1.0]], ['2, k, 1', [-0.366416, -0.438088, 1.0]], ['2, k, 2', [-0.296922, -0.207497, 1.0]], ['2, k, 3', [-0.319794, -0.0849541, 1.0]], ['2, k, 4', [-0.431544, -0.275056, 1.0]], ['2, k, 5', [-0.560537, -0.427089, 1.0]], ['2, k, 6', [-0.580247, -0.565582, 1.0]], ['2, k, 7', [-0.551583, -0.590964, 1.0]], ['2, k, 8', [-0.19008, -0.259487, 1.0]], ['2, k, 9', [0.0109885, -0.437164, 1.0]], ['2, k, 10', [0.090069, -0.54816, 1.0]], ['2, k, 11', [0.0586812, -0.586303, 1.0]], ['2, k, 12', [-0.523361, -0.646134, 1.0]], ['2, k, 13', [-0.56739, -0.35261, 1.0]], ['2, k, 14', [-0.572667, -0.819708, 1.0]], ['2, k, 15', [-0.554203, -0.873351, 1.0]], ['2, k, 16', [-0.337898, -0.67985, 1.0]], ['2, k, 17', [-0.534541, -0.998231, 1.0]], ['2, k, 18', [-0.543178, -1.39519, 1.0]], ['2, k, 19', [-0.526542, -1.45436, 1.0]], ['2, k, 20', [-0.31455, -0.262233, 1.0]], ['2, k, 21', [-0.537827, -0.60487, 1.0]], ['2, k, 22', [-0.485748, -0.593331, 1.0]], ['2, k, 23', [0.0385582, -0.602995, 1.0]], ['2, k, 24', [0.10362, -0.569764, 1.0]]]
[['2, k, 0', [-0.397645, -0.627555, 1.0]], ['2, k, 1', [-0.363749, -0.39452, 1.0]], ['2, k, 2', [-0.328653, -0.158102, 1.0]], ['2, k, 3', [-0.317434, -0.0495994, 1.0]], ['2, k, 4', [-0.434132, -0.251545, 1.0]], ['2, k, 5', [-0.574166, -0.41772, 1.0]], ['2, k, 6', [-0.586932, -0.510636, 1.0]], ['2, k, 7', [-0.549184, -0.543129, 1.0]], ['2, k, 8', [-0.189358, -0.22644, 1.0]], ['2, k, 9', [0.0110287, -0.40152, 1.0]], ['2, k, 10', [0.089701, -0.511733, 1.0]], ['2, k, 11', [0.0834661, -0.541323, 1.0]], ['2, k, 12', [-0.483654, -0.604776, 1.0]], ['2, k, 13', [-0.591249, -0.330889, 1.0]], ['2, k, 14', [-0.596601, -0.796734, 1.0]], ['2, k, 15', [-0.53386, -0.90342, 1.0]], ['2, k, 16', [-0.302171, -0.635409, 1.0]], ['2, k, 17', [-0.51145, -0.943104, 1.0]], ['2, k, 18', [-0.543592, -1.36024, 1.0]], ['2, k, 19', [-0.520508, -1.25586, 1.0]], ['2, k, 20', [-0.337558, -0.215959, 1.0]], ['2, k, 21', [-0.531438, -0.554333, 1.0]], ['2, k, 22', [-0.483476, -0.544652, 1.0]], ['2, k, 23', [0.0677598, -0.563148, 1.0]], ['2, k, 24', [0.149904, -0.547877, 1.0]]]
[['2, k, 0', [-0.111435, -0.546932, 1.0]], ['2, k, 1', [-0.220535, -0.337515, 1.0]], ['2, k, 2', [-0.327449, -0.142758, 1.0]], ['2, k, 3', [-0.315571, -0.0249478, 1.0]], ['2, k, 4', [-0.434021, -0.229366, 1.0]], ['2, k, 5', [-0.567964, -0.364308, 1.0]], ['2, k, 6', [-0.594172, -0.469017, 1.0]], ['2, k, 7', [-0.55459, -0.491484, 1.0]], ['2, k, 8', [-0.185653, -0.201775, 1.0]], ['2, k, 9', [0.0182567, -0.365505, 1.0]], ['2, k, 10', [0.0861338, -0.463977, 1.0]], ['2, k, 11', [0.0840166, -0.492748, 1.0]], ['2, k, 12', [-0.169121, -0.595018, 1.0]], ['2, k, 13', [-0.14866, -0.297802, 1.0]], ['2, k, 14', [-0.523032, -0.592559, 1.0]], ['2, k, 15', [-0.500737, -0.714488, 1.0]], ['2, k, 16', [-0.051175, -0.486293, 1.0]], ['2, k, 17', [-0.327223, -0.764544, 1.0]], ['2, k, 18', [-0.547333, -1.38262, 1.0]], ['2, k, 19', [-0.472678, -1.32717, 1.0]], ['2, k, 20', [-0.300474, -0.182106, 1.0]], ['2, k, 21', [-0.553326, -0.501861, 1.0]], ['2, k, 22', [-0.504201, -0.486776, 1.0]], ['2, k, 23', [0.0741018, -0.51121, 1.0]], ['2, k, 24', [0.141719, -0.50064, 1.0]]]
