[['2, k, 0', [-0.1792755, -0.1740592, 1.0]], ['2, k, 1', [-0.157992, 0.05285709, 1.0]], ['2, k, 2', [-0.136354, 0.2755187, 1.0]], ['2, k, 3', [-0.1323512, 0.3919778, 1.0]], ['2, k, 4', [-0.2730273, 0.1951786, 1.0]], ['2, k, 5', [-0.1871425, 0.04858261, 1.0]], ['2, k, 6', [-0.0809165, -0.08275427, 1.0]], ['2, k, 7', [-0.04247102, -0.119164, 1.0]], ['2, k, 8', [-0.001777644, 0.1877759, 1.0]], ['2, k, 9', [-0.007048012, 0.06312313, 1.0]], ['2, k, 10', [-0.01273465, -0.04345867, 1.0]], ['2, k, 11', [-0.03926239, -0.1239528, 1.0]], ['2, k, 12', [-0.2424938, -0.1659234, 1.0]], ['2, k, 13', [-0.1782271, -0.2996505, 1.0]], ['2, k, 14', [-0.2143985, -0.6619554, 1.0]], ['2, k, 15', [-0.189219, -0.7348441, 1.0]], ['2, k, 16', [-0.1118371, -0.1779666, 1.0]], ['2, k, 17', [0.001264923, -0.3104228, 1.0]], ['2, k, 18', [-0.005136605, -0.6554878, 1.0]], ['2, k, 19', [0.01534344, -0.7029625, 1.0]], ['2, k, 20', [-0.1417315, 0.2204796, 1.0]], ['2, k, 21', [-0.02305319, -0.1750398, 1.0]], ['2, k, 22', [-0.02216934, -0.08681616, 1.0]], ['2, k, 23', [-0.02776567, -0.1791432, 1.0]], ['2, k, 24', [-0.02421234, -0.08768647, 1.0]]]
[['2, k, 0', [-0.1797465, -0.1738679, 1.0]], ['2, k, 1', [-0.1582014, 0.0525589, 1.0]], ['2, k, 2', [-0.1359126, 0.2742254, 1.0]], ['2, k, 3', [-0.1331378, 0.3915215, 1.0]], ['2, k, 4', [-0.2738717, 0.1934014, 1.0]], ['2, k, 5', [-0.1856971, 0.05952136, 1.0]], ['2, k, 6', [-0.09311648, -0.02954587, 1.0]], ['2, k, 7', [-0.05103775, -0.04413152, 1.0]], ['2, k, 8', [-0.0006753869, 0.1836218, 1.0]], ['2, k, 9', [-0.003853585, 0.06211188, 1.0]], ['2, k, 10', [-0.02747256, -0.02788776, 1.0]], ['2, k, 11', [-0.03948535, -0.05070108, 1.0]], ['2, k, 12', [-0.242633, -0.1658785, 1.0]], ['2, k, 13', [-0.1780428, -0.2988861, 1.0]], ['2, k, 14', [-0.2128318, -0.661864, 1.0]], ['2, k, 15', [-0.1906769, -0.7409173, 1.0]], ['2, k, 16', [-0.1125887, -0.1777939, 1.0]], ['2, k, 17', [-0.0007076333, -0.3078443, 1.0]], ['2, k, 18', [-0.005476614, -0.6553661, 1.0]], ['2, k, 19', [0.01416335, -0.702824, 1.0]], ['2, k, 20', [-0.1415953, 0.2195092, 1.0]], ['2, k, 21', [-0.01922607, -0.08315717, 1.0]], ['2, k, 22', [-0.02854021, -0.01322718, 1.0]], ['2, k, 23', [-0.02039675, -0.09894136, 1.0]], ['2, k, 24', [-0.01382849, -0.02224476, 1.0]]]
[['2, k, 0', [-0.1797176, -0.1739416, 1.0]], ['2, k, 1', [-0.1586189, 0.05255753, 1.0]], ['2, k, 2', [-0.1379386, 0.274524, 1.0]], ['2, k, 3', [-0.1333274, 0.3911171, 1.0]], ['2, k, 4', [-0.2739544, 0.1943432, 1.0]], ['2, k, 5', [-0.1873837, 0.06386047, 1.0]], ['2, k, 6', [-0.09370131, -0.005755746, 1.0]], ['2, k, 7', [-0.03304091, -0.03503689, 1.0]], ['2, k, 8', [-0.0009662989, 0.1839283, 1.0]], ['2, k, 9', [0.00266712, 0.07423699, 1.0]], ['2, k, 10', [-0.02555055, -0.01869033, 1.0]], ['2, k, 11', [-0.03363049, -0.03241597, 1.0]], ['2, k, 12', [-0.2426631, -0.1660172, 1.0]], ['2, k, 13', [-0.1779831, -0.2990147, 1.0]], ['2, k, 14', [-0.2129705, -0.6620443, 1.0]], ['2, k, 15', [-0.1907438, -0.740849, 1.0]], ['2, k, 16', [-0.1124735, -0.1778484, 1.0]], ['2, k, 17', [-0.000872554, -0.3062049, 1.0]], ['2, k, 18', [-0.005628276, -0.6554058, 1.0]], ['2, k, 19', [0.01358325, -0.7028103, 1.0]], ['2, k, 20', [-0.1430886, 0.2197041, 1.0]], ['2, k, 21', [-0.01262263, -0.0850276, 1.0]], ['2, k, 22', [-0.009150471, -0.003552183, 1.0]], ['2, k, 23', [-0.0190773, -0.06136633, 1.0]], ['2, k, 24', [-0.01404429, -0.005121819, 1.0]]]
[['2, k, 0', [-0.1791323, -0.1748419, 1.0]], ['2, k, 1', [-0.1587786, 0.05270856, 1.0]], ['2, k, 2', [-0.139049, 0.2760514, 1.0]], ['2, k, 3', [-0.1341358, 0.3930673, 1.0]], ['2, k, 4', [-0.2737297, 0.2016081, 1.0]], ['2, k, 5', [-0.1952625, 0.08949392, 1.0]], ['2, k, 6', [-0.0851041, 0.05392186, 1.0]], ['2, k, 7', [-0.04037094, 0.03260331, 1.0]], ['2, k, 8', [-0.002519345, 0.1850611, 1.0]], ['2, k, 9', [0.002838283, 0.08346157, 1.0]], ['2, k, 10', [-0.03286098, 0.02953821, 1.0]], ['2, k, 11', [-0.02631059, 0.02027149, 1.0]], ['2, k, 12', [-0.2432199, -0.167966, 1.0]], ['2, k, 13', [-0.177247, -0.2991678, 1.0]], ['2, k, 14', [-0.212756, -0.6615869, 1.0]], ['2, k, 15', [-0.1893387, -0.7399566, 1.0]], ['2, k, 16', [-0.1092324, -0.1781818, 1.0]], ['2, k, 17', [-0.002088331, -0.3021799, 1.0]], ['2, k, 18', [-0.006315157, -0.6577789, 1.0]], ['2, k, 19', [0.01175626, -0.7050939, 1.0]], ['2, k, 20', [-0.1439053, 0.220789, 1.0]], ['2, k, 21', [-0.008905864, 0.002602322, 1.0]], ['2, k, 22', [-0.0105611, 0.05235206, 1.0]], ['2, k, 23', [-0.01288396, -0.01537049, 1.0]], ['2, k, 24', [-0.008945085, 0.05045697, 1.0]]]
[['2, k, 0', [-0.1738937, -0.1717173, 1.0]], ['2, k, 1', [-0.1583062, 0.05366234, 1.0]], ['2, k, 2', [-0.1403943, 0.2767465, 1.0]], ['2, k, 3', [-0.1351113, 0.3934406, 1.0]], ['2, k, 4', [-0.273901, 0.2070092, 1.0]], ['2, k, 5', [-0.1867975, 0.1144169, 1.0]], ['2, k, 6', [-0.09062137, 0.07282, 1.0]], ['2, k, 7', [-0.03596053, 0.06000996, 1.0]], ['2, k, 8', [-0.005225859, 0.188373, 1.0]], ['2, k, 9', [0.001746917, 0.1095476, 1.0]], ['2, k, 10', [-0.03559621, 0.04631467, 1.0]], ['2, k, 11', [-0.02546307, 0.05668818, 1.0]], ['2, k, 12', [-0.2367634, -0.165542, 1.0]], ['2, k, 13', [-0.1771304, -0.2993059, 1.0]], ['2, k, 14', [-0.2129036, -0.6614164, 1.0]], ['2, k, 15', [-0.1885812, -0.7373006, 1.0]], ['2, k, 16', [-0.1051452, -0.1740727, 1.0]], ['2, k, 17', [-0.002183829, -0.3015904, 1.0]], ['2, k, 18', [-0.006224922, -0.6579518, 1.0]], ['2, k, 19', [0.01150978, -0.7049713, 1.0]], ['2, k, 20', [-0.1446135, 0.2214835, 1.0]], ['2, k, 21', [-0.005051305, 0.03005199, 1.0]], ['2, k, 22', [-0.02257968, 0.08828288, 1.0]], ['2, k, 23', [-0.002469686, 0.01656886, 1.0]], ['2, k, 24', [0.002668377, 0.07619285, 1.0]]]
[['2, k, 0', [-0.1729211, -0.1687133, 1.0]], ['2, k, 1', [-0.1573107, 0.05516056, 1.0]], ['2, k, 2', [-0.1397768, 0.2768433, 1.0]], ['2, k, 3', [-0.1355602, 0.3945893, 1.0]], ['2, k, 4', [-0.2748632, 0.2080402, 1.0]], ['2, k, 5', [-0.1914985, 0.1402261, 1.0]], ['2, k, 6', [-0.09860204, 0.1157318, 1.0]], ['2, k, 7', [-0.03573205, 0.1056781, 1.0]], ['2, k, 8', [-0.01428002, 0.2042059, 1.0]], ['2, k, 9', [0.009553538, 0.1275697, 1.0]], ['2, k, 10', [-0.02802681, 0.06573942, 1.0]], ['2, k, 11', [-0.03062426, 0.1021515, 1.0]], ['2, k, 12', [-0.2358595, -0.1634795, 1.0]], ['2, k, 13', [-0.176866, -0.2990434, 1.0]], ['2, k, 14', [-0.2128293, -0.6613175, 1.0]], ['2, k, 15', [-0.1897302, -0.7347851, 1.0]], ['2, k, 16', [-0.104221, -0.1680192, 1.0]], ['2, k, 17', [-0.002129623, -0.2992943, 1.0]], ['2, k, 18', [-0.005131181, -0.6570364, 1.0]], ['2, k, 19', [0.01383503, -0.7040195, 1.0]], ['2, k, 20', [-0.1440077, 0.2218624, 1.0]], ['2, k, 21', [0.002545224, 0.08842432, 1.0]], ['2, k, 22', [-0.005142978, 0.1268518, 1.0]], ['2, k, 23', [-0.003292024, 0.08204227, 1.0]], ['2, k, 24', [0.002580939, 0.1270647, 1.0]]]
[['2, k, 0', [-0.1650858, -0.1789799, 1.0]], ['2, k, 1', [-0.1541076, 0.05304649, 1.0]], ['2, k, 2', [-0.1390257, 0.2771482, 1.0]], ['2, k, 3', [-0.1355416, 0.3940128, 1.0]], ['2, k, 4', [-0.2757663, 0.2085135, 1.0]], ['2, k, 5', [-0.2012696, 0.1599956, 1.0]], ['2, k, 6', [-0.07764932, 0.1533266, 1.0]], ['2, k, 7', [-0.02799457, 0.1450817, 1.0]], ['2, k, 8', [-0.03013688, 0.2216748, 1.0]], ['2, k, 9', [0.002667818, 0.1425963, 1.0]], ['2, k, 10', [-0.03545234, 0.08043733, 1.0]], ['2, k, 11', [-0.02159028, 0.1311441, 1.0]], ['2, k, 12', [-0.2290592, -0.1787965, 1.0]], ['2, k, 13', [-0.1763675, -0.298092, 1.0]], ['2, k, 14', [-0.2126361, -0.6613704, 1.0]], ['2, k, 15', [-0.1896198, -0.7335824, 1.0]], ['2, k, 16', [-0.09635957, -0.1753458, 1.0]], ['2, k, 17', [-0.002609778, -0.296631, 1.0]], ['2, k, 18', [-0.005529432, -0.6573938, 1.0]], ['2, k, 19', [0.01850567, -0.7045231, 1.0]], ['2, k, 20', [-0.1429487, 0.2218832, 1.0]], ['2, k, 21', [0.006136968, 0.1233996, 1.0]], ['2, k, 22', [0.01045253, 0.1642136, 1.0]], ['2, k, 23', [0.003775383, 0.1184741, 1.0]], ['2, k, 24', [-0.001092984, 0.1558414, 1.0]]]
[['2, k, 0', [-0.1644787, -0.181846, 1.0]], ['2, k, 1', [-0.1542669, 0.05295812, 1.0]], ['2, k, 2', [-0.1413169, 0.2804232, 1.0]], ['2, k, 3', [-0.1370372, 0.3974082, 1.0]], ['2, k, 4', [-0.278128, 0.2100767, 1.0]], ['2, k, 5', [-0.1922241, 0.1825685, 1.0]], ['2, k, 6', [-0.07536715, 0.1754991, 1.0]], ['2, k, 7', [-0.02292013, 0.1913594, 1.0]], ['2, k, 8', [-0.03457421, 0.2257935, 1.0]], ['2, k, 9', [-0.001361914, 0.1480126, 1.0]], ['2, k, 10', [-0.03949516, 0.08563665, 1.0]], ['2, k, 11', [-0.01854825, 0.1786027, 1.0]], ['2, k, 12', [-0.2303742, -0.18192, 1.0]], ['2, k, 13', [-0.1760258, -0.2969395, 1.0]], ['2, k, 14', [-0.2124913, -0.6608769, 1.0]], ['2, k, 15', [-0.1905865, -0.7320564, 1.0]], ['2, k, 16', [-0.09434626, -0.1780786, 1.0]], ['2, k, 17', [-0.002780464, -0.2963629, 1.0]], ['2, k, 18', [-0.005364783, -0.6574872, 1.0]], ['2, k, 19', [0.01834792, -0.7046826, 1.0]], ['2, k, 20', [-0.1443488, 0.2237707, 1.0]], ['2, k, 21', [0.01132382, 0.1725431, 1.0]], ['2, k, 22', [-0.001371655, 0.2180924, 1.0]], ['2, k, 23', [0.005648418, 0.1749992, 1.0]], ['2, k, 24', [-0.009915983, 0.2008115, 1.0]]]
[['2, k, 0', [-0.1656358, -0.1837362, 1.0]], ['2, k, 1', [-0.1616523, 0.05646932, 1.0]], ['2, k, 2', [-0.1702676, 0.3040876, 1.0]], ['2, k, 3', [-0.1377178, 0.4107674, 1.0]], ['2, k, 4', [-0.2830386, 0.2121936, 1.0]], ['2, k, 5', [-0.1914735, 0.1981355, 1.0]], ['2, k, 6', [-0.0785695, 0.2286218, 1.0]], ['2, k, 7', [-0.03760985, 0.2445666, 1.0]], ['2, k, 8', [-0.03709384, 0.1883271, 1.0]], ['2, k, 9', [0.000887091, 0.1776236, 1.0]], ['2, k, 10', [0.002649619, 0.2012478, 1.0]], ['2, k, 11', [-0.0189742, 0.2438018, 1.0]], ['2, k, 12', [-0.2333386, -0.182401, 1.0]], ['2, k, 13', [-0.1760499, -0.2968452, 1.0]], ['2, k, 14', [-0.2124994, -0.6609285, 1.0]], ['2, k, 15', [-0.1910945, -0.7330896, 1.0]], ['2, k, 16', [-0.09397618, -0.182156, 1.0]], ['2, k, 17', [-0.002614041, -0.2960233, 1.0]], ['2, k, 18', [-0.005338694, -0.65771, 1.0]], ['2, k, 19', [0.01737514, -0.7047579, 1.0]], ['2, k, 20', [-0.1670298, 0.241347, 1.0]], ['2, k, 21', [0.001729884, 0.2360079, 1.0]], ['2, k, 22', [-0.03414823, 0.2744398, 1.0]], ['2, k, 23', [0.008654459, 0.2301509, 1.0]], ['2, k, 24', [-0.004290135, 0.2752547, 1.0]]]
[['2, k, 0', [-0.1655398, -0.1840288, 1.0]], ['2, k, 1', [-0.1609104, 0.05611813, 1.0]], ['2, k, 2', [-0.1578025, 0.2960143, 1.0]], ['2, k, 3', [-0.1330113, 0.4134141, 1.0]], ['2, k, 4', [-0.2782109, 0.2039386, 1.0]], ['2, k, 5', [-0.2219501, 0.2583641, 1.0]], ['2, k, 6', [-0.08957266, 0.3152165, 1.0]], ['2, k, 7', [-0.02742765, 0.3453605, 1.0]], ['2, k, 8', [-0.0370878, 0.188043, 1.0]], ['2, k, 9', [0.008363869, 0.2476076, 1.0]], ['2, k, 10', [0.002890009, 0.3063371, 1.0]], ['2, k, 11', [-0.0274375, 0.350933, 1.0]], ['2, k, 12', [-0.2333362, -0.1824027, 1.0]], ['2, k, 13', [-0.1760025, -0.296854, 1.0]], ['2, k, 14', [-0.2124241, -0.6599247, 1.0]], ['2, k, 15', [-0.1910279, -0.7324674, 1.0]], ['2, k, 16', [-0.09372064, -0.1828148, 1.0]], ['2, k, 17', [-0.002585874, -0.2958698, 1.0]], ['2, k, 18', [-0.005114701, -0.6578153, 1.0]], ['2, k, 19', [0.01618826, -0.7049422, 1.0]], ['2, k, 20', [-0.1600705, 0.2372644, 1.0]], ['2, k, 21', [0.008717373, 0.3440285, 1.0]], ['2, k, 22', [-0.02890473, 0.3802582, 1.0]], ['2, k, 23', [-0.006981239, 0.3532352, 1.0]], ['2, k, 24', [-0.001942243, 0.3932546, 1.0]]]
[['2, k, 0', [-0.1639767, -0.1832308, 1.0]], ['2, k, 1', [-0.1514308, 0.05448423, 1.0]], ['2, k, 2', [-0.1288069, 0.2825931, 1.0]], ['2, k, 3', [-0.1189141, 0.4141422, 1.0]], ['2, k, 4', [-0.2661126, 0.1997807, 1.0]], ['2, k, 5', [-0.2223234, 0.2712166, 1.0]], ['2, k, 6', [-0.09134959, 0.3580175, 1.0]], ['2, k, 7', [-0.03105588, 0.3982889, 1.0]], ['2, k, 8', [-0.03510845, 0.1937129, 1.0]], ['2, k, 9', [0.005710482, 0.2598479, 1.0]], ['2, k, 10', [0.0002778324, 0.3416185, 1.0]], ['2, k, 11', [-0.03695391, 0.3950814, 1.0]], ['2, k, 12', [-0.2308012, -0.1813292, 1.0]], ['2, k, 13', [-0.1758337, -0.2967743, 1.0]], ['2, k, 14', [-0.2120028, -0.6605666, 1.0]], ['2, k, 15', [-0.1914986, -0.7335861, 1.0]], ['2, k, 16', [-0.09271692, -0.1818255, 1.0]], ['2, k, 17', [-0.002591573, -0.2962128, 1.0]], ['2, k, 18', [-0.005079117, -0.6579834, 1.0]], ['2, k, 19', [0.0128456, -0.7047879, 1.0]], ['2, k, 20', [-0.1351489, 0.2269957, 1.0]], ['2, k, 21', [0.003714706, 0.4037175, 1.0]], ['2, k, 22', [-0.03529248, 0.4369706, 1.0]], ['2, k, 23', [-0.01247775, 0.4170167, 1.0]], ['2, k, 24', [-0.04976255, 0.422636, 1.0]]]
[['2, k, 0', [-0.156462, -0.1745839, 1.0]], ['2, k, 1', [-0.1446624, 0.06261966, 1.0]], ['2, k, 2', [-0.1268, 0.2927318, 1.0]], ['2, k, 3', [-0.1054761, 0.4089889, 1.0]], ['2, k, 4', [-0.2606731, 0.198725, 1.0]], ['2, k, 5', [-0.2269003, 0.296651, 1.0]], ['2, k, 6', [-0.1062, 0.3986814, 1.0]], ['2, k, 7', [-0.04561696, 0.4451812, 1.0]], ['2, k, 8', [-0.03149837, 0.2043871, 1.0]], ['2, k, 9', [0.006198589, 0.2970304, 1.0]], ['2, k, 10', [-0.0004087377, 0.3850323, 1.0]], ['2, k, 11', [-0.02722039, 0.4422964, 1.0]], ['2, k, 12', [-0.2241771, -0.1741825, 1.0]], ['2, k, 13', [-0.1759036, -0.2965804, 1.0]], ['2, k, 14', [-0.2123697, -0.6607445, 1.0]], ['2, k, 15', [-0.1884497, -0.7344727, 1.0]], ['2, k, 16', [-0.0846775, -0.1711384, 1.0]], ['2, k, 17', [-0.002352052, -0.2968795, 1.0]], ['2, k, 18', [-0.006041372, -0.6581978, 1.0]], ['2, k, 19', [0.01157883, -0.7052997, 1.0]], ['2, k, 20', [-0.1318509, 0.2357986, 1.0]], ['2, k, 21', [-0.00964558, 0.484013, 1.0]], ['2, k, 22', [-0.04740486, 0.4780508, 1.0]], ['2, k, 23', [-0.003120755, 0.4675056, 1.0]], ['2, k, 24', [-0.04490524, 0.4665425, 1.0]]]
[['2, k, 0', [-0.1543536, -0.1402221, 1.0]], ['2, k, 1', [-0.1419421, 0.1206545, 1.0]], ['2, k, 2', [-0.1296357, 0.3677371, 1.0]], ['2, k, 3', [-0.09569042, 0.4772568, 1.0]], ['2, k, 4', [-0.2844805, 0.2295946, 1.0]], ['2, k, 5', [-0.2198951, 0.3809062, 1.0]], ['2, k, 6', [-0.1165505, 0.5070947, 1.0]], ['2, k, 7', [-0.04813917, 0.5892086, 1.0]], ['2, k, 8', [-0.0356403, 0.2243111, 1.0]], ['2, k, 9', [-0.006615039, 0.3815793, 1.0]], ['2, k, 10', [-0.01755407, 0.4423457, 1.0]], ['2, k, 11', [-0.04023061, 0.4994261, 1.0]], ['2, k, 12', [-0.2224067, -0.1386388, 1.0]], ['2, k, 13', [-0.1755087, -0.2963818, 1.0]], ['2, k, 14', [-0.2123027, -0.6608912, 1.0]], ['2, k, 15', [-0.1890665, -0.7348466, 1.0]], ['2, k, 16', [-0.08256835, -0.13829, 1.0]], ['2, k, 17', [-0.002359143, -0.2970082, 1.0]], ['2, k, 18', [-0.005730664, -0.6580173, 1.0]], ['2, k, 19', [0.00189388, -0.7065307, 1.0]], ['2, k, 20', [-0.1327918, 0.3068146, 1.0]], ['2, k, 21', [-0.02332197, 0.6378646, 1.0]], ['2, k, 22', [-0.07752449, 0.6004249, 1.0]], ['2, k, 23', [-0.01606993, 0.524352, 1.0]], ['2, k, 24', [-0.05777906, 0.5229852, 1.0]]]
[['2, k, 0', [-0.1515778, -0.1239236, 1.0]], ['2, k, 1', [-0.1402383, 0.1208833, 1.0]], ['2, k, 2', [-0.1233366, 0.359577, 1.0]], ['2, k, 3', [-0.08927678, 0.4689572, 1.0]], ['2, k, 4', [-0.2849325, 0.2299805, 1.0]], ['2, k, 5', [-0.2223337, 0.388877, 1.0]], ['2, k, 6', [-0.1112451, 0.5443979, 1.0]], ['2, k, 7', [-0.05592167, 0.627156, 1.0]], ['2, k, 8', [-0.03511785, 0.2488789, 1.0]], ['2, k, 9', [-0.007301307, 0.403492, 1.0]], ['2, k, 10', [-0.03303761, 0.5547116, 1.0]], ['2, k, 11', [-0.05725574, 0.6236094, 1.0]], ['2, k, 12', [-0.2192346, -0.1259154, 1.0]], ['2, k, 13', [-0.1753649, -0.2962105, 1.0]], ['2, k, 14', [-0.2124246, -0.6608148, 1.0]], ['2, k, 15', [-0.1893094, -0.7349137, 1.0]], ['2, k, 16', [-0.08043426, -0.1183396, 1.0]], ['2, k, 17', [-0.003287283, -0.2951332, 1.0]], ['2, k, 18', [-0.008283074, -0.6611126, 1.0]], ['2, k, 19', [0.002003833, -0.7097782, 1.0]], ['2, k, 20', [-0.1281321, 0.3019728, 1.0]], ['2, k, 21', [-0.03231335, 0.6772645, 1.0]], ['2, k, 22', [-0.07360255, 0.6261617, 1.0]], ['2, k, 23', [-0.03862007, 0.6756424, 1.0]], ['2, k, 24', [-0.08898927, 0.6282067, 1.0]]]
[['2, k, 0', [-0.1517129, -0.1219409, 1.0]], ['2, k, 1', [-0.1381672, 0.1186652, 1.0]], ['2, k, 2', [-0.1159034, 0.3423667, 1.0]], ['2, k, 3', [-0.08170497, 0.4513966, 1.0]], ['2, k, 4', [-0.2851036, 0.2285527, 1.0]], ['2, k, 5', [-0.2285856, 0.4020316, 1.0]], ['2, k, 6', [-0.1203604, 0.5717934, 1.0]], ['2, k, 7', [-0.06501006, 0.6530639, 1.0]], ['2, k, 8', [-0.03500254, 0.2524797, 1.0]], ['2, k, 9', [-0.006705483, 0.4196172, 1.0]], ['2, k, 10', [-0.02844125, 0.5585673, 1.0]], ['2, k, 11', [-0.0657342, 0.6366475, 1.0]], ['2, k, 12', [-0.2188945, -0.1241168, 1.0]], ['2, k, 13', [-0.1753272, -0.2961306, 1.0]], ['2, k, 14', [-0.2124289, -0.6604199, 1.0]], ['2, k, 15', [-0.1901324, -0.7347003, 1.0]], ['2, k, 16', [-0.08106273, -0.1163247, 1.0]], ['2, k, 17', [-0.003519922, -0.2947699, 1.0]], ['2, k, 18', [-0.005565837, -0.6610862, 1.0]], ['2, k, 19', [0.003891224, -0.7089511, 1.0]], ['2, k, 20', [-0.1217821, 0.2886602, 1.0]], ['2, k, 21', [-0.04235147, 0.7048271, 1.0]], ['2, k, 22', [-0.09468989, 0.6420119, 1.0]], ['2, k, 23', [-0.05517106, 0.6826186, 1.0]], ['2, k, 24', [-0.09906372, 0.6344277, 1.0]]]
[['2, k, 0', [-0.1514453, -0.1022494, 1.0]], ['2, k, 1', [-0.1365645, 0.1178301, 1.0]], ['2, k, 2', [-0.1128472, 0.3254568, 1.0]], ['2, k, 3', [-0.07859138, 0.4341515, 1.0]], ['2, k, 4', [-0.285065, 0.2235672, 1.0]], ['2, k, 5', [-0.2355213, 0.4085235, 1.0]], ['2, k, 6', [-0.1275887, 0.579749, 1.0]], ['2, k, 7', [-0.07508568, 0.6796739, 1.0]], ['2, k, 8', [-0.03343247, 0.2673527, 1.0]], ['2, k, 9', [-0.007121537, 0.4323289, 1.0]], ['2, k, 10', [-0.03448572, 0.5729786, 1.0]], ['2, k, 11', [-0.07057048, 0.6934033, 1.0]], ['2, k, 12', [-0.2124979, -0.105408, 1.0]], ['2, k, 13', [-0.1757435, -0.2934462, 1.0]], ['2, k, 14', [-0.2122645, -0.6603484, 1.0]], ['2, k, 15', [-0.1908992, -0.7344311, 1.0]], ['2, k, 16', [-0.08734319, -0.09470495, 1.0]], ['2, k, 17', [-0.004462662, -0.2891264, 1.0]], ['2, k, 18', [-0.005316866, -0.661078, 1.0]], ['2, k, 19', [0.004116743, -0.7081241, 1.0]], ['2, k, 20', [-0.1186972, 0.2763183, 1.0]], ['2, k, 21', [-0.05347452, 0.7302364, 1.0]], ['2, k, 22', [-0.09990962, 0.6957501, 1.0]], ['2, k, 23', [-0.05541294, 0.7484263, 1.0]], ['2, k, 24', [-0.09674995, 0.6977227, 1.0]]]
[['2, k, 0', [-0.1513593, -0.1023095, 1.0]], ['2, k, 1', [-0.136133, 0.1154796, 1.0]], ['2, k, 2', [-0.1147287, 0.3227102, 1.0]], ['2, k, 3', [-0.08050704, 0.4313506, 1.0]], ['2, k, 4', [-0.2854412, 0.2244521, 1.0]], ['2, k, 5', [-0.2448072, 0.4225311, 1.0]], ['2, k, 6', [-0.1482406, 0.6072868, 1.0]], ['2, k, 7', [-0.08205638, 0.7158214, 1.0]], ['2, k, 8', [-0.0237835, 0.2641455, 1.0]], ['2, k, 9', [-0.01703672, 0.4544506, 1.0]], ['2, k, 10', [-0.05975597, 0.6401889, 1.0]], ['2, k, 11', [-0.08223239, 0.7079173, 1.0]], ['2, k, 12', [-0.2122817, -0.1053835, 1.0]], ['2, k, 13', [-0.1754263, -0.2928347, 1.0]], ['2, k, 14', [-0.2122368, -0.6590717, 1.0]], ['2, k, 15', [-0.1889903, -0.7342229, 1.0]], ['2, k, 16', [-0.08724826, -0.0951887, 1.0]], ['2, k, 17', [-0.004295961, -0.2893642, 1.0]], ['2, k, 18', [-0.00526173, -0.6610387, 1.0]], ['2, k, 19', [0.005758433, -0.7079937, 1.0]], ['2, k, 20', [-0.1201374, 0.2728004, 1.0]], ['2, k, 21', [-0.06409308, 0.7725969, 1.0]], ['2, k, 22', [-0.1126024, 0.7155012, 1.0]], ['2, k, 23', [-0.07074258, 0.7611411, 1.0]], ['2, k, 24', [-0.1097927, 0.7145013, 1.0]]]
[['2, k, 0', [-0.1513829, -0.1023311, 1.0]], ['2, k, 1', [-0.1362974, 0.114693, 1.0]], ['2, k, 2', [-0.1161304, 0.3218103, 1.0]], ['2, k, 3', [-0.08193414, 0.4304324, 1.0]], ['2, k, 4', [-0.2856596, 0.2256908, 1.0]], ['2, k, 5', [-0.2372882, 0.4140423, 1.0]], ['2, k, 6', [-0.1443761, 0.604925, 1.0]], ['2, k, 7', [-0.0901918, 0.7433992, 1.0]], ['2, k, 8', [-0.02343568, 0.2638634, 1.0]], ['2, k, 9', [-0.01809619, 0.4584073, 1.0]], ['2, k, 10', [-0.06088027, 0.6539259, 1.0]], ['2, k, 11', [-0.08997189, 0.7465586, 1.0]], ['2, k, 12', [-0.2122736, -0.1053637, 1.0]], ['2, k, 13', [-0.1754662, -0.2928625, 1.0]], ['2, k, 14', [-0.212145, -0.6591464, 1.0]], ['2, k, 15', [-0.1905111, -0.7347608, 1.0]], ['2, k, 16', [-0.08734845, -0.09546587, 1.0]], ['2, k, 17', [-0.004261388, -0.2891582, 1.0]], ['2, k, 18', [-0.005705264, -0.6594291, 1.0]], ['2, k, 19', [0.006034318, -0.7063538, 1.0]], ['2, k, 20', [-0.1212275, 0.2716635, 1.0]], ['2, k, 21', [-0.0739986, 0.8050102, 1.0]], ['2, k, 22', [-0.1229548, 0.7397264, 1.0]], ['2, k, 23', [-0.07619745, 0.8089606, 1.0]], ['2, k, 24', [-0.1192182, 0.7348713, 1.0]]]
