[['2, k, 0', [-0.28295, -0.46555, 1.0]], ['2, k, 1', [-0.277821, -0.15228, 1.0]], ['2, k, 2', [-0.271019, 0.153561, 1.0]], ['2, k, 3', [-0.288193, 0.309641, 1.0]], ['2, k, 4', [-0.459619, 0.0363334, 1.0]], ['2, k, 5', [-0.516027, -0.235583, 1.0]], ['2, k, 6', [-0.500175, -0.466999, 1.0]], ['2, k, 7', [-0.493111, -0.469259, 1.0]], ['2, k, 8', [-0.0891852, 0.0285036, 1.0]], ['2, k, 9', [-0.0285092, -0.226214, 1.0]], ['2, k, 10', [-0.0163173, -0.458076, 1.0]], ['2, k, 11', [-0.0272179, -0.471953, 1.0]], ['2, k, 12', [-0.363142, -0.456504, 1.0]], ['2, k, 13', [-0.416486, -0.77774, 1.0]], ['2, k, 14', [-0.487696, -1.0852, 1.0]], ['2, k, 15', [-0.53082, -1.14209, 1.0]], ['2, k, 16', [-0.194027, -0.460292, 1.0]], ['2, k, 17', [-0.110075, -0.780045, 1.0]], ['2, k, 18', [-0.0301984, -1.10242, 1.0]], ['2, k, 19', [0.00381435, -1.13491, 1.0]], ['2, k, 20', [-0.273011, 0.0781517, 1.0]], ['2, k, 21', [-0.491622, -0.538, 1.0]], ['2, k, 22', [-0.445582, -0.45421, 1.0]], ['2, k, 23', [-0.0337306, -0.540199, 1.0]], ['2, k, 24', [-0.0558803, -0.473589, 1.0]]]
[['2, k, 0', [-0.282559, -0.465982, 1.0]], ['2, k, 1', [-0.277246, -0.152792, 1.0]], ['2, k, 2', [-0.270256, 0.152793, 1.0]], ['2, k, 3', [-0.289199, 0.309077, 1.0]], ['2, k, 4', [-0.459854, 0.0361769, 1.0]], ['2, k, 5', [-0.515286, -0.237159, 1.0]], ['2, k, 6', [-0.500015, -0.468197, 1.0]], ['2, k, 7', [-0.491932, -0.470416, 1.0]], ['2, k, 8', [-0.0900456, 0.0280183, 1.0]], ['2, k, 9', [-0.0285352, -0.224648, 1.0]], ['2, k, 10', [-0.0170391, -0.456403, 1.0]], ['2, k, 11', [-0.0299172, -0.473933, 1.0]], ['2, k, 12', [-0.36279, -0.45735, 1.0]], ['2, k, 13', [-0.417175, -0.769699, 1.0]], ['2, k, 14', [-0.480233, -1.06507, 1.0]], ['2, k, 15', [-0.522189, -1.12424, 1.0]], ['2, k, 16', [-0.193514, -0.460578, 1.0]], ['2, k, 17', [-0.109594, -0.775806, 1.0]], ['2, k, 18', [-0.0353042, -1.09278, 1.0]], ['2, k, 19', [0.000944438, -1.12615, 1.0]], ['2, k, 20', [-0.272297, 0.0774624, 1.0]], ['2, k, 21', [-0.491624, -0.538895, 1.0]], ['2, k, 22', [-0.446028, -0.452763, 1.0]], ['2, k, 23', [-0.0362586, -0.540745, 1.0]], ['2, k, 24', [-0.0559696, -0.476938, 1.0]]]
[['2, k, 0', [-0.282547, -0.465999, 1.0]], ['2, k, 1', [-0.277214, -0.152832, 1.0]], ['2, k, 2', [-0.270174, 0.152712, 1.0]], ['2, k, 3', [-0.289302, 0.309043, 1.0]], ['2, k, 4', [-0.459913, 0.036162, 1.0]], ['2, k, 5', [-0.515239, -0.237165, 1.0]], ['2, k, 6', [-0.499994, -0.468212, 1.0]], ['2, k, 7', [-0.492029, -0.470369, 1.0]], ['2, k, 8', [-0.0902009, 0.0279753, 1.0]], ['2, k, 9', [-0.0285609, -0.224659, 1.0]], ['2, k, 10', [-0.017138, -0.456424, 1.0]], ['2, k, 11', [-0.03113, -0.472411, 1.0]], ['2, k, 12', [-0.362763, -0.457483, 1.0]], ['2, k, 13', [-0.417473, -0.768793, 1.0]], ['2, k, 14', [-0.480148, -1.06491, 1.0]], ['2, k, 15', [-0.522076, -1.12399, 1.0]], ['2, k, 16', [-0.193501, -0.460552, 1.0]], ['2, k, 17', [-0.109527, -0.775843, 1.0]], ['2, k, 18', [-0.035299, -1.09257, 1.0]], ['2, k, 19', [0.00109254, -1.12584, 1.0]], ['2, k, 20', [-0.27223, 0.077391, 1.0]], ['2, k, 21', [-0.495949, -0.540758, 1.0]], ['2, k, 22', [-0.446249, -0.476173, 1.0]], ['2, k, 23', [-0.0363491, -0.538591, 1.0]], ['2, k, 24', [-0.0583563, -0.481165, 1.0]]]
[['2, k, 0', [-0.282582, -0.466026, 1.0]], ['2, k, 1', [-0.277243, -0.152855, 1.0]], ['2, k, 2', [-0.270201, 0.152699, 1.0]], ['2, k, 3', [-0.289417, 0.308911, 1.0]], ['2, k, 4', [-0.460048, 0.0360692, 1.0]], ['2, k, 5', [-0.515269, -0.237329, 1.0]], ['2, k, 6', [-0.500153, -0.468392, 1.0]], ['2, k, 7', [-0.492139, -0.470769, 1.0]], ['2, k, 8', [-0.0903144, 0.0278225, 1.0]], ['2, k, 9', [-0.0285817, -0.224767, 1.0]], ['2, k, 10', [-0.0172231, -0.456533, 1.0]], ['2, k, 11', [-0.0300209, -0.471433, 1.0]], ['2, k, 12', [-0.362808, -0.457562, 1.0]], ['2, k, 13', [-0.417427, -0.768347, 1.0]], ['2, k, 14', [-0.479577, -1.06382, 1.0]], ['2, k, 15', [-0.521645, -1.1233, 1.0]], ['2, k, 16', [-0.193535, -0.460545, 1.0]], ['2, k, 17', [-0.109493, -0.775899, 1.0]], ['2, k, 18', [-0.0360014, -1.09228, 1.0]], ['2, k, 19', [0.00104361, -1.12533, 1.0]], ['2, k, 20', [-0.272256, 0.0773755, 1.0]], ['2, k, 21', [-0.494507, -0.539136, 1.0]], ['2, k, 22', [-0.448115, -0.48748, 1.0]], ['2, k, 23', [-0.0352605, -0.536385, 1.0]], ['2, k, 24', [-0.0566607, -0.481549, 1.0]]]
[['2, k, 0', [-0.282541, -0.466031, 1.0]], ['2, k, 1', [-0.277201, -0.152902, 1.0]], ['2, k, 2', [-0.270154, 0.152586, 1.0]], ['2, k, 3', [-0.289412, 0.308888, 1.0]], ['2, k, 4', [-0.460046, 0.0360707, 1.0]], ['2, k, 5', [-0.515273, -0.237331, 1.0]], ['2, k, 6', [-0.500244, -0.468423, 1.0]], ['2, k, 7', [-0.492286, -0.468973, 1.0]], ['2, k, 8', [-0.0903792, 0.0277623, 1.0]], ['2, k, 9', [-0.028622, -0.224795, 1.0]], ['2, k, 10', [-0.0173537, -0.456594, 1.0]], ['2, k, 11', [-0.0301238, -0.4733, 1.0]], ['2, k, 12', [-0.36275, -0.457594, 1.0]], ['2, k, 13', [-0.417461, -0.768304, 1.0]], ['2, k, 14', [-0.479566, -1.06376, 1.0]], ['2, k, 15', [-0.520962, -1.12325, 1.0]], ['2, k, 16', [-0.193492, -0.460518, 1.0]], ['2, k, 17', [-0.108787, -0.777027, 1.0]], ['2, k, 18', [-0.0364106, -1.09172, 1.0]], ['2, k, 19', [0.000802778, -1.12496, 1.0]], ['2, k, 20', [-0.27221, 0.0772804, 1.0]], ['2, k, 21', [-0.495733, -0.533453, 1.0]], ['2, k, 22', [-0.447357, -0.456024, 1.0]], ['2, k, 23', [-0.033623, -0.537041, 1.0]], ['2, k, 24', [-0.0559769, -0.484564, 1.0]]]
[['2, k, 0', [-0.282628, -0.466051, 1.0]], ['2, k, 1', [-0.277214, -0.152943, 1.0]], ['2, k, 2', [-0.270126, 0.152497, 1.0]], ['2, k, 3', [-0.289452, 0.308849, 1.0]], ['2, k, 4', [-0.460032, 0.0360839, 1.0]], ['2, k, 5', [-0.515558, -0.237078, 1.0]], ['2, k, 6', [-0.500284, -0.46818, 1.0]], ['2, k, 7', [-0.494148, -0.46972, 1.0]], ['2, k, 8', [-0.0906309, 0.027766, 1.0]], ['2, k, 9', [-0.0290244, -0.225043, 1.0]], ['2, k, 10', [-0.0173455, -0.456884, 1.0]], ['2, k, 11', [-0.0307278, -0.473473, 1.0]], ['2, k, 12', [-0.362857, -0.457633, 1.0]], ['2, k, 13', [-0.417474, -0.768327, 1.0]], ['2, k, 14', [-0.478954, -1.06274, 1.0]], ['2, k, 15', [-0.525214, -1.12261, 1.0]], ['2, k, 16', [-0.19357, -0.460515, 1.0]], ['2, k, 17', [-0.10912, -0.779866, 1.0]], ['2, k, 18', [-0.0362906, -1.09191, 1.0]], ['2, k, 19', [0.000997726, -1.12494, 1.0]], ['2, k, 20', [-0.272196, 0.077209, 1.0]], ['2, k, 21', [-0.498411, -0.538895, 1.0]], ['2, k, 22', [-0.445404, -0.47068, 1.0]], ['2, k, 23', [-0.0346742, -0.541024, 1.0]], ['2, k, 24', [-0.0586888, -0.476045, 1.0]]]
[['2, k, 0', [-0.282585, -0.466035, 1.0]], ['2, k, 1', [-0.277213, -0.152941, 1.0]], ['2, k, 2', [-0.270166, 0.152503, 1.0]], ['2, k, 3', [-0.289414, 0.308858, 1.0]], ['2, k, 4', [-0.460023, 0.0362047, 1.0]], ['2, k, 5', [-0.516434, -0.235348, 1.0]], ['2, k, 6', [-0.502243, -0.466765, 1.0]], ['2, k, 7', [-0.498255, -0.469442, 1.0]], ['2, k, 8', [-0.0909932, 0.0278316, 1.0]], ['2, k, 9', [-0.0294185, -0.225536, 1.0]], ['2, k, 10', [-0.0175169, -0.457415, 1.0]], ['2, k, 11', [-0.0292049, -0.476304, 1.0]], ['2, k, 12', [-0.362813, -0.457635, 1.0]], ['2, k, 13', [-0.417492, -0.768344, 1.0]], ['2, k, 14', [-0.478889, -1.06268, 1.0]], ['2, k, 15', [-0.524366, -1.12263, 1.0]], ['2, k, 16', [-0.19349, -0.460426, 1.0]], ['2, k, 17', [-0.109071, -0.779315, 1.0]], ['2, k, 18', [-0.0362189, -1.09222, 1.0]], ['2, k, 19', [0.00105456, -1.12501, 1.0]], ['2, k, 20', [-0.272217, 0.0772133, 1.0]], ['2, k, 21', [-0.500561, -0.538952, 1.0]], ['2, k, 22', [-0.447863, -0.472908, 1.0]], ['2, k, 23', [-0.0312934, -0.545787, 1.0]], ['2, k, 24', [-0.0574619, -0.477828, 1.0]]]
[['2, k, 0', [-0.282662, -0.465975, 1.0]], ['2, k, 1', [-0.277221, -0.152938, 1.0]], ['2, k, 2', [-0.270159, 0.1525, 1.0]], ['2, k, 3', [-0.289411, 0.308855, 1.0]], ['2, k, 4', [-0.459989, 0.0364366, 1.0]], ['2, k, 5', [-0.519166, -0.233024, 1.0]], ['2, k, 6', [-0.51721, -0.465171, 1.0]], ['2, k, 7', [-0.511026, -0.47141, 1.0]], ['2, k, 8', [-0.0916074, 0.0279717, 1.0]], ['2, k, 9', [-0.0293451, -0.223551, 1.0]], ['2, k, 10', [-0.0188446, -0.455409, 1.0]], ['2, k, 11', [-0.0265961, -0.485386, 1.0]], ['2, k, 12', [-0.362814, -0.457591, 1.0]], ['2, k, 13', [-0.417432, -0.769064, 1.0]], ['2, k, 14', [-0.479907, -1.06331, 1.0]], ['2, k, 15', [-0.524833, -1.12344, 1.0]], ['2, k, 16', [-0.193617, -0.460341, 1.0]], ['2, k, 17', [-0.108967, -0.779273, 1.0]], ['2, k, 18', [-0.0364555, -1.09224, 1.0]], ['2, k, 19', [0.000943065, -1.12491, 1.0]], ['2, k, 20', [-0.272215, 0.0772124, 1.0]], ['2, k, 21', [-0.510687, -0.535893, 1.0]], ['2, k, 22', [-0.478704, -0.470445, 1.0]], ['2, k, 23', [-0.0291176, -0.562257, 1.0]], ['2, k, 24', [-0.0618769, -0.454576, 1.0]]]
[['2, k, 0', [-0.282432, -0.466002, 1.0]], ['2, k, 1', [-0.277226, -0.152958, 1.0]], ['2, k, 2', [-0.270373, 0.152494, 1.0]], ['2, k, 3', [-0.289417, 0.308824, 1.0]], ['2, k, 4', [-0.459509, 0.0367069, 1.0]], ['2, k, 5', [-0.525157, -0.223062, 1.0]], ['2, k, 6', [-0.54303, -0.453959, 1.0]], ['2, k, 7', [-0.537856, -0.4746, 1.0]], ['2, k, 8', [-0.0925935, 0.0282176, 1.0]], ['2, k, 9', [-0.0296235, -0.223265, 1.0]], ['2, k, 10', [-0.0179678, -0.453862, 1.0]], ['2, k, 11', [-0.0241962, -0.503089, 1.0]], ['2, k, 12', [-0.362584, -0.457679, 1.0]], ['2, k, 13', [-0.417407, -0.767984, 1.0]], ['2, k, 14', [-0.479834, -1.06332, 1.0]], ['2, k, 15', [-0.525356, -1.12477, 1.0]], ['2, k, 16', [-0.193419, -0.460293, 1.0]], ['2, k, 17', [-0.108889, -0.779221, 1.0]], ['2, k, 18', [-0.0367133, -1.09188, 1.0]], ['2, k, 19', [0.00189252, -1.12586, 1.0]], ['2, k, 20', [-0.272367, 0.0772007, 1.0]], ['2, k, 21', [-0.531269, -0.540766, 1.0]], ['2, k, 22', [-0.504686, -0.465588, 1.0]], ['2, k, 23', [-0.0227127, -0.580659, 1.0]], ['2, k, 24', [-0.0629323, -0.488985, 1.0]]]
[['2, k, 0', [-0.281556, -0.466087, 1.0]], ['2, k, 1', [-0.276885, -0.153172, 1.0]], ['2, k, 2', [-0.270324, 0.152278, 1.0]], ['2, k, 3', [-0.289416, 0.308761, 1.0]], ['2, k, 4', [-0.458802, 0.0372096, 1.0]], ['2, k, 5', [-0.532946, -0.216356, 1.0]], ['2, k, 6', [-0.565394, -0.44381, 1.0]], ['2, k, 7', [-0.557456, -0.471059, 1.0]], ['2, k, 8', [-0.0953241, 0.0286378, 1.0]], ['2, k, 9', [-0.03125, -0.22113, 1.0]], ['2, k, 10', [-0.0193121, -0.447846, 1.0]], ['2, k, 11', [-0.0231857, -0.517931, 1.0]], ['2, k, 12', [-0.361673, -0.458115, 1.0]], ['2, k, 13', [-0.417518, -0.763654, 1.0]], ['2, k, 14', [-0.479529, -1.06354, 1.0]], ['2, k, 15', [-0.524906, -1.1245, 1.0]], ['2, k, 16', [-0.192623, -0.460036, 1.0]], ['2, k, 17', [-0.108377, -0.780465, 1.0]], ['2, k, 18', [-0.0363698, -1.09212, 1.0]], ['2, k, 19', [0.00323019, -1.1267, 1.0]], ['2, k, 20', [-0.272266, 0.0769804, 1.0]], ['2, k, 21', [-0.552486, -0.541785, 1.0]], ['2, k, 22', [-0.527236, -0.461848, 1.0]], ['2, k, 23', [-0.023182, -0.590494, 1.0]], ['2, k, 24', [-0.0541103, -0.517461, 1.0]]]
[['2, k, 0', [-0.28134, -0.466001, 1.0]], ['2, k, 1', [-0.276908, -0.153206, 1.0]], ['2, k, 2', [-0.270553, 0.152162, 1.0]], ['2, k, 3', [-0.289418, 0.308734, 1.0]], ['2, k, 4', [-0.45762, 0.0379621, 1.0]], ['2, k, 5', [-0.540458, -0.206774, 1.0]], ['2, k, 6', [-0.575785, -0.430503, 1.0]], ['2, k, 7', [-0.570706, -0.465187, 1.0]], ['2, k, 8', [-0.0973743, 0.0282885, 1.0]], ['2, k, 9', [-0.033108, -0.22148, 1.0]], ['2, k, 10', [-0.0212463, -0.441037, 1.0]], ['2, k, 11', [-0.0243265, -0.50938, 1.0]], ['2, k, 12', [-0.361495, -0.458111, 1.0]], ['2, k, 13', [-0.418087, -0.762621, 1.0]], ['2, k, 14', [-0.470945, -1.05863, 1.0]], ['2, k, 15', [-0.521882, -1.12072, 1.0]], ['2, k, 16', [-0.192416, -0.459876, 1.0]], ['2, k, 17', [-0.108374, -0.780497, 1.0]], ['2, k, 18', [-0.0362278, -1.09221, 1.0]], ['2, k, 19', [0.00338644, -1.12643, 1.0]], ['2, k, 20', [-0.272445, 0.0768816, 1.0]], ['2, k, 21', [-0.577528, -0.537839, 1.0]], ['2, k, 22', [-0.540069, -0.466343, 1.0]], ['2, k, 23', [-0.0266492, -0.584405, 1.0]], ['2, k, 24', [-0.0597616, -0.505141, 1.0]]]
[['2, k, 0', [-0.281573, -0.466038, 1.0]], ['2, k, 1', [-0.277113, -0.153202, 1.0]], ['2, k, 2', [-0.270747, 0.152224, 1.0]], ['2, k, 3', [-0.289282, 0.308495, 1.0]], ['2, k, 4', [-0.455761, 0.0373634, 1.0]], ['2, k, 5', [-0.541894, -0.197085, 1.0]], ['2, k, 6', [-0.581937, -0.41428, 1.0]], ['2, k, 7', [-0.582833, -0.45683, 1.0]], ['2, k, 8', [-0.0983163, 0.0282603, 1.0]], ['2, k, 9', [-0.0393311, -0.195675, 1.0]], ['2, k, 10', [-0.0267133, -0.42445, 1.0]], ['2, k, 11', [-0.0308863, -0.498701, 1.0]], ['2, k, 12', [-0.361854, -0.458141, 1.0]], ['2, k, 13', [-0.419235, -0.760947, 1.0]], ['2, k, 14', [-0.470521, -1.05996, 1.0]], ['2, k, 15', [-0.522126, -1.12116, 1.0]], ['2, k, 16', [-0.192546, -0.459888, 1.0]], ['2, k, 17', [-0.108945, -0.778299, 1.0]], ['2, k, 18', [-0.0363877, -1.09174, 1.0]], ['2, k, 19', [0.00356611, -1.12574, 1.0]], ['2, k, 20', [-0.272642, 0.076926, 1.0]], ['2, k, 21', [-0.584503, -0.531158, 1.0]], ['2, k, 22', [-0.54596, -0.457705, 1.0]], ['2, k, 23', [-0.0349185, -0.568196, 1.0]], ['2, k, 24', [-0.0775802, -0.495183, 1.0]]]
[['2, k, 0', [-0.282801, -0.465743, 1.0]], ['2, k, 1', [-0.27786, -0.15315, 1.0]], ['2, k, 2', [-0.27115, 0.152105, 1.0]], ['2, k, 3', [-0.289257, 0.308295, 1.0]], ['2, k, 4', [-0.454828, 0.0373306, 1.0]], ['2, k, 5', [-0.543362, -0.183614, 1.0]], ['2, k, 6', [-0.586434, -0.388984, 1.0]], ['2, k, 7', [-0.595119, -0.441379, 1.0]], ['2, k, 8', [-0.0997789, 0.028565, 1.0]], ['2, k, 9', [-0.0397988, -0.189724, 1.0]], ['2, k, 10', [-0.0331914, -0.411017, 1.0]], ['2, k, 11', [-0.0393688, -0.472494, 1.0]], ['2, k, 12', [-0.363311, -0.457664, 1.0]], ['2, k, 13', [-0.420104, -0.757474, 1.0]], ['2, k, 14', [-0.470022, -1.06128, 1.0]], ['2, k, 15', [-0.522345, -1.12156, 1.0]], ['2, k, 16', [-0.193542, -0.459727, 1.0]], ['2, k, 17', [-0.109006, -0.778243, 1.0]], ['2, k, 18', [-0.0369804, -1.09157, 1.0]], ['2, k, 19', [0.00310967, -1.12513, 1.0]], ['2, k, 20', [-0.27312, 0.0768416, 1.0]], ['2, k, 21', [-0.605524, -0.516989, 1.0]], ['2, k, 22', [-0.563201, -0.443141, 1.0]], ['2, k, 23', [-0.047054, -0.536812, 1.0]], ['2, k, 24', [-0.0870778, -0.469809, 1.0]]]
[['2, k, 0', [-0.284896, -0.465425, 1.0]], ['2, k, 1', [-0.278669, -0.153219, 1.0]], ['2, k, 2', [-0.2713, 0.151887, 1.0]], ['2, k, 3', [-0.289168, 0.308087, 1.0]], ['2, k, 4', [-0.454402, 0.0364112, 1.0]], ['2, k, 5', [-0.546092, -0.169587, 1.0]], ['2, k, 6', [-0.591732, -0.363033, 1.0]], ['2, k, 7', [-0.600966, -0.415504, 1.0]], ['2, k, 8', [-0.0996789, 0.0285504, 1.0]], ['2, k, 9', [-0.045147, -0.179321, 1.0]], ['2, k, 10', [-0.0389468, -0.379276, 1.0]], ['2, k, 11', [-0.0475455, -0.438363, 1.0]], ['2, k, 12', [-0.366137, -0.456788, 1.0]], ['2, k, 13', [-0.421172, -0.755279, 1.0]], ['2, k, 14', [-0.468854, -1.0598, 1.0]], ['2, k, 15', [-0.522582, -1.12045, 1.0]], ['2, k, 16', [-0.195001, -0.459801, 1.0]], ['2, k, 17', [-0.109252, -0.779057, 1.0]], ['2, k, 18', [-0.0368795, -1.09099, 1.0]], ['2, k, 19', [0.00287838, -1.12513, 1.0]], ['2, k, 20', [-0.273386, 0.0766466, 1.0]], ['2, k, 21', [-0.605376, -0.478977, 1.0]], ['2, k, 22', [-0.561197, -0.407038, 1.0]], ['2, k, 23', [-0.0568936, -0.495803, 1.0]], ['2, k, 24', [-0.0960502, -0.441636, 1.0]]]
[['2, k, 0', [-0.288217, -0.464614, 1.0]], ['2, k, 1', [-0.279873, -0.153151, 1.0]], ['2, k, 2', [-0.271426, 0.15168, 1.0]], ['2, k, 3', [-0.288934, 0.307596, 1.0]], ['2, k, 4', [-0.453972, 0.0371868, 1.0]], ['2, k, 5', [-0.547959, -0.154891, 1.0]], ['2, k, 6', [-0.590307, -0.327067, 1.0]], ['2, k, 7', [-0.603251, -0.384846, 1.0]], ['2, k, 8', [-0.0995745, 0.0285584, 1.0]], ['2, k, 9', [-0.0494513, -0.165754, 1.0]], ['2, k, 10', [-0.0486618, -0.340354, 1.0]], ['2, k, 11', [-0.0554209, -0.395722, 1.0]], ['2, k, 12', [-0.370004, -0.455046, 1.0]], ['2, k, 13', [-0.421939, -0.754572, 1.0]], ['2, k, 14', [-0.474521, -1.06466, 1.0]], ['2, k, 15', [-0.526519, -1.12537, 1.0]], ['2, k, 16', [-0.197796, -0.45981, 1.0]], ['2, k, 17', [-0.109073, -0.778332, 1.0]], ['2, k, 18', [-0.0362259, -1.09181, 1.0]], ['2, k, 19', [0.00362498, -1.12572, 1.0]], ['2, k, 20', [-0.273679, 0.0764759, 1.0]], ['2, k, 21', [-0.608259, -0.443475, 1.0]], ['2, k, 22', [-0.561176, -0.369173, 1.0]], ['2, k, 23', [-0.0665325, -0.446521, 1.0]], ['2, k, 24', [-0.104195, -0.396862, 1.0]]]
[['2, k, 0', [-0.291928, -0.464003, 1.0]], ['2, k, 1', [-0.281601, -0.153392, 1.0]], ['2, k, 2', [-0.27177, 0.150932, 1.0]], ['2, k, 3', [-0.288793, 0.306823, 1.0]], ['2, k, 4', [-0.453344, 0.0371945, 1.0]], ['2, k, 5', [-0.550603, -0.141854, 1.0]], ['2, k, 6', [-0.590112, -0.291288, 1.0]], ['2, k, 7', [-0.60418, -0.349376, 1.0]], ['2, k, 8', [-0.104641, 0.0258823, 1.0]], ['2, k, 9', [-0.0539427, -0.164353, 1.0]], ['2, k, 10', [-0.056678, -0.290135, 1.0]], ['2, k, 11', [-0.064559, -0.354145, 1.0]], ['2, k, 12', [-0.373311, -0.453973, 1.0]], ['2, k, 13', [-0.422754, -0.753349, 1.0]], ['2, k, 14', [-0.474886, -1.06562, 1.0]], ['2, k, 15', [-0.527774, -1.12615, 1.0]], ['2, k, 16', [-0.201745, -0.459782, 1.0]], ['2, k, 17', [-0.10769, -0.771033, 1.0]], ['2, k, 18', [-0.035098, -1.09296, 1.0]], ['2, k, 19', [0.00316936, -1.12627, 1.0]], ['2, k, 20', [-0.274295, 0.0758447, 1.0]], ['2, k, 21', [-0.60312, -0.395952, 1.0]], ['2, k, 22', [-0.555465, -0.33239, 1.0]], ['2, k, 23', [-0.0784118, -0.400956, 1.0]], ['2, k, 24', [-0.116129, -0.361862, 1.0]]]
[['2, k, 0', [-0.293456, -0.463868, 1.0]], ['2, k, 1', [-0.282333, -0.154197, 1.0]], ['2, k, 2', [-0.2716, 0.148775, 1.0]], ['2, k, 3', [-0.288608, 0.305176, 1.0]], ['2, k, 4', [-0.451516, 0.0365237, 1.0]], ['2, k, 5', [-0.550032, -0.128591, 1.0]], ['2, k, 6', [-0.592325, -0.255037, 1.0]], ['2, k, 7', [-0.601168, -0.312481, 1.0]], ['2, k, 8', [-0.106782, 0.0256159, 1.0]], ['2, k, 9', [-0.0548803, -0.129839, 1.0]], ['2, k, 10', [-0.0567265, -0.253643, 1.0]], ['2, k, 11', [-0.0732955, -0.310728, 1.0]], ['2, k, 12', [-0.374224, -0.453825, 1.0]], ['2, k, 13', [-0.424, -0.752284, 1.0]], ['2, k, 14', [-0.475055, -1.0663, 1.0]], ['2, k, 15', [-0.525387, -1.12577, 1.0]], ['2, k, 16', [-0.203924, -0.45972, 1.0]], ['2, k, 17', [-0.105235, -0.757565, 1.0]], ['2, k, 18', [-0.0344599, -1.09456, 1.0]], ['2, k, 19', [0.00349751, -1.12726, 1.0]], ['2, k, 20', [-0.274413, 0.0741452, 1.0]], ['2, k, 21', [-0.60988, -0.357009, 1.0]], ['2, k, 22', [-0.556337, -0.304624, 1.0]], ['2, k, 23', [-0.0875391, -0.348718, 1.0]], ['2, k, 24', [-0.128877, -0.327882, 1.0]]]
[['2, k, 0', [-0.292435, -0.46341, 1.0]], ['2, k, 1', [-0.282091, -0.155017, 1.0]], ['2, k, 2', [-0.271465, 0.146497, 1.0]], ['2, k, 3', [-0.288163, 0.301981, 1.0]], ['2, k, 4', [-0.450154, 0.0361845, 1.0]], ['2, k, 5', [-0.550873, -0.118893, 1.0]], ['2, k, 6', [-0.590413, -0.214412, 1.0]], ['2, k, 7', [-0.596823, -0.270957, 1.0]], ['2, k, 8', [-0.105774, 0.0263928, 1.0]], ['2, k, 9', [-0.0386333, -0.0818269, 1.0]], ['2, k, 10', [-0.0602944, -0.220956, 1.0]], ['2, k, 11', [-0.0810765, -0.263708, 1.0]], ['2, k, 12', [-0.372386, -0.454366, 1.0]], ['2, k, 13', [-0.428528, -0.749201, 1.0]], ['2, k, 14', [-0.477035, -1.06922, 1.0]], ['2, k, 15', [-0.525231, -1.12565, 1.0]], ['2, k, 16', [-0.203551, -0.458362, 1.0]], ['2, k, 17', [-0.10344, -0.753387, 1.0]], ['2, k, 18', [-0.0344012, -1.09455, 1.0]], ['2, k, 19', [0.00333904, -1.12758, 1.0]], ['2, k, 20', [-0.274286, 0.0723163, 1.0]], ['2, k, 21', [-0.609116, -0.306676, 1.0]], ['2, k, 22', [-0.549582, -0.268067, 1.0]], ['2, k, 23', [-0.0977104, -0.298821, 1.0]], ['2, k, 24', [-0.138935, -0.290691, 1.0]]]
[['2, k, 0', [-0.290008, -0.46334, 1.0]], ['2, k, 1', [-0.281494, -0.156967, 1.0]], ['2, k, 2', [-0.272014, 0.141939, 1.0]], ['2, k, 3', [-0.288014, 0.296337, 1.0]], ['2, k, 4', [-0.448168, 0.0346022, 1.0]], ['2, k, 5', [-0.553687, -0.100698, 1.0]], ['2, k, 6', [-0.585498, -0.201227, 1.0]], ['2, k, 7', [-0.590847, -0.235919, 1.0]], ['2, k, 8', [-0.112992, 0.0284011, 1.0]], ['2, k, 9', [-0.0439774, -0.0691341, 1.0]], ['2, k, 10', [-0.0697183, -0.178864, 1.0]], ['2, k, 11', [-0.0874765, -0.223972, 1.0]], ['2, k, 12', [-0.369022, -0.455758, 1.0]], ['2, k, 13', [-0.435432, -0.746624, 1.0]], ['2, k, 14', [-0.478608, -1.07126, 1.0]], ['2, k, 15', [-0.525334, -1.12566, 1.0]], ['2, k, 16', [-0.201941, -0.457018, 1.0]], ['2, k, 17', [-0.101632, -0.749404, 1.0]], ['2, k, 18', [-0.034803, -1.09587, 1.0]], ['2, k, 19', [0.00289057, -1.1276, 1.0]], ['2, k, 20', [-0.274551, 0.0684826, 1.0]], ['2, k, 21', [-0.603643, -0.262207, 1.0]], ['2, k, 22', [-0.543128, -0.243408, 1.0]], ['2, k, 23', [-0.101586, -0.252045, 1.0]], ['2, k, 24', [-0.138999, -0.24369, 1.0]]]
