[['2, k, 0', [-0.262287, -0.624473, 1.0]], ['2, k, 1', [-0.260058, -0.32867, 1.0]], ['2, k, 2', [-0.256553, -0.0379651, 1.0]], ['2, k, 3', [-0.230471, 0.0548331, 1.0]], ['2, k, 4', [-0.397186, -0.119903, 1.0]], ['2, k, 5', [-0.529855, -0.0802829, 1.0]], ['2, k, 6', [-0.560294, 0.0237977, 1.0]], ['2, k, 7', [-0.545826, 0.11749, 1.0]], ['2, k, 8', [-0.0976254, -0.108023, 1.0]], ['2, k, 9', [0.0721074, -0.0710552, 1.0]], ['2, k, 10', [0.147963, 0.0298084, 1.0]], ['2, k, 11', [0.17715, 0.122789, 1.0]], ['2, k, 12', [-0.327105, -0.619049, 1.0]], ['2, k, 13', [-0.347879, -0.928473, 1.0]], ['2, k, 14', [-0.373488, -1.38032, 1.0]], ['2, k, 15', [-0.368161, -1.40111, 1.0]], ['2, k, 16', [-0.19067, -0.613738, 1.0]], ['2, k, 17', [-0.103026, -0.950623, 1.0]], ['2, k, 18', [-0.0671854, -1.38619, 1.0]], ['2, k, 19', [-0.0598017, -1.40509, 1.0]], ['2, k, 20', [-0.257658, -0.109977, 1.0]], ['2, k, 21', [-0.523728, 0.149924, 1.0]], ['2, k, 22', [-0.576324, 0.136633, 1.0]], ['2, k, 23', [0.168281, 0.143402, 1.0]], ['2, k, 24', [0.216166, 0.139571, 1.0]]]
[['2, k, 0', [-0.231553, -0.626139, 1.0]], ['2, k, 1', [-0.242024, -0.328185, 1.0]], ['2, k, 2', [-0.251543, -0.0320247, 1.0]], ['2, k, 3', [-0.233561, 0.102075, 1.0]], ['2, k, 4', [-0.418335, -0.118846, 1.0]], ['2, k, 5', [-0.503963, -0.346473, 1.0]], ['2, k, 6', [-0.537418, -0.555789, 1.0]], ['2, k, 7', [-0.540227, -0.623265, 1.0]], ['2, k, 8', [-0.0820076, -0.127176, 1.0]], ['2, k, 9', [0.0361796, -0.347378, 1.0]], ['2, k, 10', [0.137725, -0.558871, 1.0]], ['2, k, 11', [0.160136, -0.629442, 1.0]], ['2, k, 12', [-0.298924, -0.614534, 1.0]], ['2, k, 13', [-0.354993, -1.00745, 1.0]], ['2, k, 14', [-0.37794, -1.39815, 1.0]], ['2, k, 15', [-0.368517, -1.43664, 1.0]], ['2, k, 16', [-0.158396, -0.620203, 1.0]], ['2, k, 17', [-0.102923, -1.02713, 1.0]], ['2, k, 18', [-0.0651609, -1.39987, 1.0]], ['2, k, 19', [-0.048266, -1.43406, 1.0]], ['2, k, 20', [-0.249348, -0.106166, 1.0]], ['2, k, 21', [-0.543305, -0.659582, 1.0]], ['2, k, 22', [-0.586279, -0.644837, 1.0]], ['2, k, 23', [0.182614, -0.679078, 1.0]], ['2, k, 24', [0.0751166, -0.642749, 1.0]]]
[['2, k, 0', [-0.231861, -0.626529, 1.0]], ['2, k, 1', [-0.24206, -0.328524, 1.0]], ['2, k, 2', [-0.25119, -0.0331537, 1.0]], ['2, k, 3', [-0.233074, 0.101807, 1.0]], ['2, k, 4', [-0.420254, -0.123427, 1.0]], ['2, k, 5', [-0.498084, -0.362864, 1.0]], ['2, k, 6', [-0.534421, -0.590254, 1.0]], ['2, k, 7', [-0.537601, -0.665909, 1.0]], ['2, k, 8', [-0.0787948, -0.13228, 1.0]], ['2, k, 9', [0.0349493, -0.366581, 1.0]], ['2, k, 10', [0.137627, -0.589859, 1.0]], ['2, k, 11', [0.156841, -0.664688, 1.0]], ['2, k, 12', [-0.299198, -0.614879, 1.0]], ['2, k, 13', [-0.354613, -1.00735, 1.0]], ['2, k, 14', [-0.37889, -1.41265, 1.0]], ['2, k, 15', [-0.369564, -1.45202, 1.0]], ['2, k, 16', [-0.158649, -0.620746, 1.0]], ['2, k, 17', [-0.103134, -1.02771, 1.0]], ['2, k, 18', [-0.064879, -1.40011, 1.0]], ['2, k, 19', [-0.047801, -1.43467, 1.0]], ['2, k, 20', [-0.249121, -0.106902, 1.0]], ['2, k, 21', [-0.540175, -0.701611, 1.0]], ['2, k, 22', [-0.586475, -0.656597, 1.0]], ['2, k, 23', [0.177179, -0.710603, 1.0]], ['2, k, 24', [0.073256, -0.680941, 1.0]]]
[['2, k, 0', [-0.231737, -0.626982, 1.0]], ['2, k, 1', [-0.241932, -0.328925, 1.0]], ['2, k, 2', [-0.250965, -0.0341227, 1.0]], ['2, k, 3', [-0.231625, 0.101242, 1.0]], ['2, k, 4', [-0.419214, -0.124921, 1.0]], ['2, k, 5', [-0.493263, -0.374955, 1.0]], ['2, k, 6', [-0.539811, -0.615684, 1.0]], ['2, k, 7', [-0.541772, -0.694417, 1.0]], ['2, k, 8', [-0.0768037, -0.134869, 1.0]], ['2, k, 9', [0.0321474, -0.377412, 1.0]], ['2, k, 10', [0.133306, -0.616249, 1.0]], ['2, k, 11', [0.152398, -0.690058, 1.0]], ['2, k, 12', [-0.29911, -0.615302, 1.0]], ['2, k, 13', [-0.35371, -1.00631, 1.0]], ['2, k, 14', [-0.378179, -1.41147, 1.0]], ['2, k, 15', [-0.368835, -1.45155, 1.0]], ['2, k, 16', [-0.158416, -0.621325, 1.0]], ['2, k, 17', [-0.103259, -1.02803, 1.0]], ['2, k, 18', [-0.0641287, -1.39842, 1.0]], ['2, k, 19', [-0.0467307, -1.43321, 1.0]], ['2, k, 20', [-0.24893, -0.107596, 1.0]], ['2, k, 21', [-0.549909, -0.732803, 1.0]], ['2, k, 22', [-0.461078, -0.707209, 1.0]], ['2, k, 23', [0.174916, -0.741909, 1.0]], ['2, k, 24', [0.0695765, -0.707695, 1.0]]]
[['2, k, 0', [-0.231685, -0.627454, 1.0]], ['2, k, 1', [-0.241461, -0.329488, 1.0]], ['2, k, 2', [-0.24968, -0.0353479, 1.0]], ['2, k, 3', [-0.230984, 0.101059, 1.0]], ['2, k, 4', [-0.418198, -0.126011, 1.0]], ['2, k, 5', [-0.491367, -0.383398, 1.0]], ['2, k, 6', [-0.541868, -0.636938, 1.0]], ['2, k, 7', [-0.543319, -0.715289, 1.0]], ['2, k, 8', [-0.07535, -0.136886, 1.0]], ['2, k, 9', [0.0308835, -0.38829, 1.0]], ['2, k, 10', [0.132296, -0.635336, 1.0]], ['2, k, 11', [0.14678, -0.706993, 1.0]], ['2, k, 12', [-0.299041, -0.615675, 1.0]], ['2, k, 13', [-0.353499, -1.00398, 1.0]], ['2, k, 14', [-0.378285, -1.40562, 1.0]], ['2, k, 15', [-0.369212, -1.44658, 1.0]], ['2, k, 16', [-0.158346, -0.621978, 1.0]], ['2, k, 17', [-0.10296, -1.02894, 1.0]], ['2, k, 18', [-0.0639365, -1.39995, 1.0]], ['2, k, 19', [-0.0466634, -1.43547, 1.0]], ['2, k, 20', [-0.247886, -0.10852, 1.0]], ['2, k, 21', [-0.541837, -0.757471, 1.0]], ['2, k, 22', [-0.461809, -0.73078, 1.0]], ['2, k, 23', [0.16307, -0.756471, 1.0]], ['2, k, 24', [0.0688391, -0.726635, 1.0]]]
[['2, k, 0', [-0.231398, -0.628218, 1.0]], ['2, k, 1', [-0.24076, -0.33032, 1.0]], ['2, k, 2', [-0.248099, -0.0368287, 1.0]], ['2, k, 3', [-0.229729, 0.100935, 1.0]], ['2, k, 4', [-0.416883, -0.127493, 1.0]], ['2, k, 5', [-0.490154, -0.392595, 1.0]], ['2, k, 6', [-0.544738, -0.651163, 1.0]], ['2, k, 7', [-0.548489, -0.727924, 1.0]], ['2, k, 8', [-0.0731429, -0.138573, 1.0]], ['2, k, 9', [0.0289285, -0.397936, 1.0]], ['2, k, 10', [0.132587, -0.651897, 1.0]], ['2, k, 11', [0.144323, -0.718093, 1.0]], ['2, k, 12', [-0.298615, -0.616815, 1.0]], ['2, k, 13', [-0.353601, -1.00428, 1.0]], ['2, k, 14', [-0.378333, -1.40564, 1.0]], ['2, k, 15', [-0.369286, -1.44695, 1.0]], ['2, k, 16', [-0.15812, -0.622554, 1.0]], ['2, k, 17', [-0.102844, -1.029, 1.0]], ['2, k, 18', [-0.0635573, -1.39565, 1.0]], ['2, k, 19', [-0.0462354, -1.43131, 1.0]], ['2, k, 20', [-0.246556, -0.109744, 1.0]], ['2, k, 21', [-0.555004, -0.773148, 1.0]], ['2, k, 22', [-0.476046, -0.747819, 1.0]], ['2, k, 23', [0.161997, -0.768685, 1.0]], ['2, k, 24', [0.0705324, -0.739784, 1.0]]]
[['2, k, 0', [-0.231439, -0.629523, 1.0]], ['2, k, 1', [-0.240284, -0.330816, 1.0]], ['2, k, 2', [-0.246634, -0.0370205, 1.0]], ['2, k, 3', [-0.228454, 0.101198, 1.0]], ['2, k, 4', [-0.416707, -0.128253, 1.0]], ['2, k, 5', [-0.489908, -0.398205, 1.0]], ['2, k, 6', [-0.547418, -0.666968, 1.0]], ['2, k, 7', [-0.550548, -0.7354, 1.0]], ['2, k, 8', [-0.0705289, -0.140635, 1.0]], ['2, k, 9', [0.0310224, -0.404418, 1.0]], ['2, k, 10', [0.132551, -0.658425, 1.0]], ['2, k, 11', [0.140933, -0.72189, 1.0]], ['2, k, 12', [-0.298405, -0.618345, 1.0]], ['2, k, 13', [-0.353921, -1.00451, 1.0]], ['2, k, 14', [-0.378352, -1.40566, 1.0]], ['2, k, 15', [-0.369176, -1.4474, 1.0]], ['2, k, 16', [-0.158353, -0.623759, 1.0]], ['2, k, 17', [-0.102422, -1.03026, 1.0]], ['2, k, 18', [-0.0633205, -1.39839, 1.0]], ['2, k, 19', [-0.0459588, -1.43454, 1.0]], ['2, k, 20', [-0.245382, -0.110009, 1.0]], ['2, k, 21', [-0.557397, -0.784514, 1.0]], ['2, k, 22', [-0.480235, -0.750479, 1.0]], ['2, k, 23', [0.157269, -0.770469, 1.0]], ['2, k, 24', [0.0646179, -0.742037, 1.0]]]
[['2, k, 0', [-0.232207, -0.632513, 1.0]], ['2, k, 1', [-0.239831, -0.331766, 1.0]], ['2, k, 2', [-0.244488, -0.0373258, 1.0]], ['2, k, 3', [-0.227159, 0.101157, 1.0]], ['2, k, 4', [-0.41665, -0.128898, 1.0]], ['2, k, 5', [-0.490126, -0.403503, 1.0]], ['2, k, 6', [-0.547705, -0.670555, 1.0]], ['2, k, 7', [-0.551333, -0.739673, 1.0]], ['2, k, 8', [-0.0690618, -0.141886, 1.0]], ['2, k, 9', [0.0330262, -0.409314, 1.0]], ['2, k, 10', [0.12965, -0.661206, 1.0]], ['2, k, 11', [0.140565, -0.724457, 1.0]], ['2, k, 12', [-0.298821, -0.621404, 1.0]], ['2, k, 13', [-0.354448, -1.00607, 1.0]], ['2, k, 14', [-0.379194, -1.40374, 1.0]], ['2, k, 15', [-0.370542, -1.44591, 1.0]], ['2, k, 16', [-0.159439, -0.626739, 1.0]], ['2, k, 17', [-0.101651, -1.03156, 1.0]], ['2, k, 18', [-0.063317, -1.40047, 1.0]], ['2, k, 19', [-0.0466046, -1.43722, 1.0]], ['2, k, 20', [-0.243776, -0.110518, 1.0]], ['2, k, 21', [-0.554286, -0.786448, 1.0]], ['2, k, 22', [-0.479878, -0.759039, 1.0]], ['2, k, 23', [0.160598, -0.775578, 1.0]], ['2, k, 24', [0.0647549, -0.746243, 1.0]]]
[['2, k, 0', [-0.233177, -0.637039, 1.0]], ['2, k, 1', [-0.23947, -0.332861, 1.0]], ['2, k, 2', [-0.243213, -0.0373726, 1.0]], ['2, k, 3', [-0.22636, 0.101272, 1.0]], ['2, k, 4', [-0.416493, -0.129346, 1.0]], ['2, k, 5', [-0.490588, -0.40746, 1.0]], ['2, k, 6', [-0.547004, -0.668547, 1.0]], ['2, k, 7', [-0.552361, -0.741538, 1.0]], ['2, k, 8', [-0.0680276, -0.14296, 1.0]], ['2, k, 9', [0.0342387, -0.41348, 1.0]], ['2, k, 10', [0.128763, -0.661365, 1.0]], ['2, k, 11', [0.138492, -0.72481, 1.0]], ['2, k, 12', [-0.299635, -0.625568, 1.0]], ['2, k, 13', [-0.354579, -1.00694, 1.0]], ['2, k, 14', [-0.380184, -1.40421, 1.0]], ['2, k, 15', [-0.371788, -1.44683, 1.0]], ['2, k, 16', [-0.160529, -0.631545, 1.0]], ['2, k, 17', [-0.100712, -1.03286, 1.0]], ['2, k, 18', [-0.0633263, -1.40023, 1.0]], ['2, k, 19', [-0.0469822, -1.43726, 1.0]], ['2, k, 20', [-0.242809, -0.110821, 1.0]], ['2, k, 21', [-0.558087, -0.789653, 1.0]], ['2, k, 22', [-0.481561, -0.755077, 1.0]], ['2, k, 23', [0.159479, -0.772557, 1.0]], ['2, k, 24', [0.0661484, -0.745787, 1.0]]]
[['2, k, 0', [-0.23303, -0.639606, 1.0]], ['2, k, 1', [-0.23856, -0.334354, 1.0]], ['2, k, 2', [-0.241319, -0.0379121, 1.0]], ['2, k, 3', [-0.22499, 0.101475, 1.0]], ['2, k, 4', [-0.416195, -0.129904, 1.0]], ['2, k, 5', [-0.490489, -0.41109, 1.0]], ['2, k, 6', [-0.546671, -0.669498, 1.0]], ['2, k, 7', [-0.551077, -0.740118, 1.0]], ['2, k, 8', [-0.0664018, -0.144326, 1.0]], ['2, k, 9', [0.0356816, -0.417486, 1.0]], ['2, k, 10', [0.128734, -0.661398, 1.0]], ['2, k, 11', [0.138689, -0.724068, 1.0]], ['2, k, 12', [-0.299586, -0.627999, 1.0]], ['2, k, 13', [-0.354113, -1.01111, 1.0]], ['2, k, 14', [-0.380002, -1.40431, 1.0]], ['2, k, 15', [-0.372003, -1.44663, 1.0]], ['2, k, 16', [-0.160276, -0.63413, 1.0]], ['2, k, 17', [-0.100225, -1.03392, 1.0]], ['2, k, 18', [-0.0633089, -1.40042, 1.0]], ['2, k, 19', [-0.0474217, -1.43775, 1.0]], ['2, k, 20', [-0.241158, -0.111574, 1.0]], ['2, k, 21', [-0.567259, -0.783238, 1.0]], ['2, k, 22', [-0.480667, -0.754269, 1.0]], ['2, k, 23', [0.158599, -0.775109, 1.0]], ['2, k, 24', [0.0655005, -0.74526, 1.0]]]
[['2, k, 0', [-0.232591, -0.641301, 1.0]], ['2, k, 1', [-0.238151, -0.33497, 1.0]], ['2, k, 2', [-0.240946, -0.0377247, 1.0]], ['2, k, 3', [-0.224005, 0.101795, 1.0]], ['2, k, 4', [-0.415837, -0.13035, 1.0]], ['2, k, 5', [-0.490395, -0.414046, 1.0]], ['2, k, 6', [-0.546423, -0.669548, 1.0]], ['2, k, 7', [-0.550536, -0.739292, 1.0]], ['2, k, 8', [-0.0648024, -0.145237, 1.0]], ['2, k, 9', [0.0371433, -0.419536, 1.0]], ['2, k, 10', [0.128593, -0.661165, 1.0]], ['2, k, 11', [0.137811, -0.724119, 1.0]], ['2, k, 12', [-0.299251, -0.629559, 1.0]], ['2, k, 13', [-0.353998, -1.01954, 1.0]], ['2, k, 14', [-0.381282, -1.40591, 1.0]], ['2, k, 15', [-0.373764, -1.44859, 1.0]], ['2, k, 16', [-0.159731, -0.635895, 1.0]], ['2, k, 17', [-0.0992893, -1.03516, 1.0]], ['2, k, 18', [-0.0629689, -1.402, 1.0]], ['2, k, 19', [-0.0473477, -1.43953, 1.0]], ['2, k, 20', [-0.240775, -0.111553, 1.0]], ['2, k, 21', [-0.568398, -0.782309, 1.0]], ['2, k, 22', [-0.480264, -0.7545, 1.0]], ['2, k, 23', [0.152666, -0.777092, 1.0]], ['2, k, 24', [0.0647292, -0.746597, 1.0]]]
[['2, k, 0', [-0.232219, -0.6425, 1.0]], ['2, k, 1', [-0.237373, -0.335833, 1.0]], ['2, k, 2', [-0.239817, -0.0377824, 1.0]], ['2, k, 3', [-0.222984, 0.101914, 1.0]], ['2, k, 4', [-0.415459, -0.130594, 1.0]], ['2, k, 5', [-0.490285, -0.416448, 1.0]], ['2, k, 6', [-0.546379, -0.66959, 1.0]], ['2, k, 7', [-0.549359, -0.7375, 1.0]], ['2, k, 8', [-0.0635457, -0.145651, 1.0]], ['2, k, 9', [0.0373518, -0.419255, 1.0]], ['2, k, 10', [0.12875, -0.661038, 1.0]], ['2, k, 11', [0.137485, -0.724647, 1.0]], ['2, k, 12', [-0.299055, -0.63053, 1.0]], ['2, k, 13', [-0.35409, -1.01937, 1.0]], ['2, k, 14', [-0.381348, -1.40585, 1.0]], ['2, k, 15', [-0.373966, -1.44871, 1.0]], ['2, k, 16', [-0.159154, -0.637302, 1.0]], ['2, k, 17', [-0.098995, -1.03522, 1.0]], ['2, k, 18', [-0.0623098, -1.40044, 1.0]], ['2, k, 19', [-0.0467926, -1.43788, 1.0]], ['2, k, 20', [-0.239689, -0.111794, 1.0]], ['2, k, 21', [-0.56534, -0.781158, 1.0]], ['2, k, 22', [-0.479928, -0.754247, 1.0]], ['2, k, 23', [0.156715, -0.775934, 1.0]], ['2, k, 24', [0.0657449, -0.748116, 1.0]]]
[['2, k, 0', [-0.231865, -0.643774, 1.0]], ['2, k, 1', [-0.237051, -0.336405, 1.0]], ['2, k, 2', [-0.239563, -0.0377369, 1.0]], ['2, k, 3', [-0.222236, 0.102075, 1.0]], ['2, k, 4', [-0.415109, -0.130698, 1.0]], ['2, k, 5', [-0.490245, -0.41843, 1.0]], ['2, k, 6', [-0.546343, -0.669608, 1.0]], ['2, k, 7', [-0.548778, -0.737053, 1.0]], ['2, k, 8', [-0.0616976, -0.146558, 1.0]], ['2, k, 9', [0.0378046, -0.419324, 1.0]], ['2, k, 10', [0.128985, -0.660538, 1.0]], ['2, k, 11', [0.138325, -0.724901, 1.0]], ['2, k, 12', [-0.298849, -0.631635, 1.0]], ['2, k, 13', [-0.354046, -1.01927, 1.0]], ['2, k, 14', [-0.381439, -1.40538, 1.0]], ['2, k, 15', [-0.374228, -1.44849, 1.0]], ['2, k, 16', [-0.158643, -0.638698, 1.0]], ['2, k, 17', [-0.0987017, -1.03595, 1.0]], ['2, k, 18', [-0.0622744, -1.40045, 1.0]], ['2, k, 19', [-0.0469373, -1.43805, 1.0]], ['2, k, 20', [-0.239413, -0.11187, 1.0]], ['2, k, 21', [-0.560527, -0.780074, 1.0]], ['2, k, 22', [-0.479949, -0.754283, 1.0]], ['2, k, 23', [0.158473, -0.775046, 1.0]], ['2, k, 24', [0.0656467, -0.747117, 1.0]]]
[['2, k, 0', [-0.231354, -0.644965, 1.0]], ['2, k, 1', [-0.2365, -0.33702, 1.0]], ['2, k, 2', [-0.239054, -0.0376348, 1.0]], ['2, k, 3', [-0.221104, 0.102304, 1.0]], ['2, k, 4', [-0.414639, -0.130784, 1.0]], ['2, k, 5', [-0.490549, -0.420013, 1.0]], ['2, k, 6', [-0.5459, -0.669721, 1.0]], ['2, k, 7', [-0.549192, -0.737537, 1.0]], ['2, k, 8', [-0.0600476, -0.146854, 1.0]], ['2, k, 9', [0.0392318, -0.420403, 1.0]], ['2, k, 10', [0.129038, -0.660676, 1.0]], ['2, k, 11', [0.139225, -0.725832, 1.0]], ['2, k, 12', [-0.298509, -0.63269, 1.0]], ['2, k, 13', [-0.353936, -1.01853, 1.0]], ['2, k, 14', [-0.380822, -1.40476, 1.0]], ['2, k, 15', [-0.373685, -1.44783, 1.0]], ['2, k, 16', [-0.157943, -0.640001, 1.0]], ['2, k, 17', [-0.0984023, -1.03623, 1.0]], ['2, k, 18', [-0.0617915, -1.40085, 1.0]], ['2, k, 19', [-0.046629, -1.43841, 1.0]], ['2, k, 20', [-0.238881, -0.111916, 1.0]], ['2, k, 21', [-0.565324, -0.781767, 1.0]], ['2, k, 22', [-0.479852, -0.754048, 1.0]], ['2, k, 23', [0.156169, -0.775471, 1.0]], ['2, k, 24', [0.0657551, -0.748148, 1.0]]]
[['2, k, 0', [-0.230826, -0.646354, 1.0]], ['2, k, 1', [-0.235628, -0.337965, 1.0]], ['2, k, 2', [-0.238017, -0.0376849, 1.0]], ['2, k, 3', [-0.219709, 0.102494, 1.0]], ['2, k, 4', [-0.413403, -0.131118, 1.0]], ['2, k, 5', [-0.490294, -0.419736, 1.0]], ['2, k, 6', [-0.545757, -0.669768, 1.0]], ['2, k, 7', [-0.54812, -0.737767, 1.0]], ['2, k, 8', [-0.0587012, -0.146972, 1.0]], ['2, k, 9', [0.0395696, -0.420096, 1.0]], ['2, k, 10', [0.12903, -0.660933, 1.0]], ['2, k, 11', [0.140242, -0.725004, 1.0]], ['2, k, 12', [-0.298301, -0.633888, 1.0]], ['2, k, 13', [-0.353776, -1.01858, 1.0]], ['2, k, 14', [-0.380905, -1.4047, 1.0]], ['2, k, 15', [-0.373799, -1.44791, 1.0]], ['2, k, 16', [-0.157043, -0.641563, 1.0]], ['2, k, 17', [-0.0982651, -1.0368, 1.0]], ['2, k, 18', [-0.0608064, -1.404, 1.0]], ['2, k, 19', [-0.0455638, -1.44147, 1.0]], ['2, k, 20', [-0.237846, -0.112166, 1.0]], ['2, k, 21', [-0.561566, -0.783134, 1.0]], ['2, k, 22', [-0.479767, -0.75382, 1.0]], ['2, k, 23', [0.15707, -0.777223, 1.0]], ['2, k, 24', [0.0656894, -0.747212, 1.0]]]
[['2, k, 0', [-0.229826, -0.648021, 1.0]], ['2, k, 1', [-0.234551, -0.338938, 1.0]], ['2, k, 2', [-0.236873, -0.037719, 1.0]], ['2, k, 3', [-0.218173, 0.102415, 1.0]], ['2, k, 4', [-0.412101, -0.131201, 1.0]], ['2, k, 5', [-0.489767, -0.419274, 1.0]], ['2, k, 6', [-0.545132, -0.669506, 1.0]], ['2, k, 7', [-0.548553, -0.73875, 1.0]], ['2, k, 8', [-0.0573704, -0.147083, 1.0]], ['2, k, 9', [0.0403247, -0.419949, 1.0]], ['2, k, 10', [0.129171, -0.661313, 1.0]], ['2, k, 11', [0.141339, -0.724939, 1.0]], ['2, k, 12', [-0.297539, -0.635531, 1.0]], ['2, k, 13', [-0.353244, -1.01955, 1.0]], ['2, k, 14', [-0.380846, -1.40469, 1.0]], ['2, k, 15', [-0.373972, -1.44803, 1.0]], ['2, k, 16', [-0.155839, -0.64318, 1.0]], ['2, k, 17', [-0.0979241, -1.03723, 1.0]], ['2, k, 18', [-0.0610094, -1.40403, 1.0]], ['2, k, 19', [-0.0460068, -1.44169, 1.0]], ['2, k, 20', [-0.236699, -0.112417, 1.0]], ['2, k, 21', [-0.561546, -0.784172, 1.0]], ['2, k, 22', [-0.480532, -0.754224, 1.0]], ['2, k, 23', [0.157808, -0.781427, 1.0]], ['2, k, 24', [0.0656874, -0.747198, 1.0]]]
[['2, k, 0', [-0.2294, -0.649209, 1.0]], ['2, k, 1', [-0.233376, -0.339947, 1.0]], ['2, k, 2', [-0.234883, -0.0379537, 1.0]], ['2, k, 3', [-0.216106, 0.102177, 1.0]], ['2, k, 4', [-0.411117, -0.1311, 1.0]], ['2, k, 5', [-0.489568, -0.419108, 1.0]], ['2, k, 6', [-0.543516, -0.66836, 1.0]], ['2, k, 7', [-0.548228, -0.736949, 1.0]], ['2, k, 8', [-0.0560189, -0.147526, 1.0]], ['2, k, 9', [0.0408257, -0.420008, 1.0]], ['2, k, 10', [0.129376, -0.661719, 1.0]], ['2, k, 11', [0.141848, -0.725963, 1.0]], ['2, k, 12', [-0.297357, -0.636969, 1.0]], ['2, k, 13', [-0.352874, -1.01954, 1.0]], ['2, k, 14', [-0.382464, -1.40909, 1.0]], ['2, k, 15', [-0.37598, -1.45245, 1.0]], ['2, k, 16', [-0.155205, -0.644127, 1.0]], ['2, k, 17', [-0.0978592, -1.037, 1.0]], ['2, k, 18', [-0.0612179, -1.40378, 1.0]], ['2, k, 19', [-0.04638, -1.44168, 1.0]], ['2, k, 20', [-0.234879, -0.112854, 1.0]], ['2, k, 21', [-0.55743, -0.781503, 1.0]], ['2, k, 22', [-0.480873, -0.754532, 1.0]], ['2, k, 23', [0.156349, -0.781601, 1.0]], ['2, k, 24', [0.0657574, -0.747137, 1.0]]]
[['2, k, 0', [-0.22911, -0.650282, 1.0]], ['2, k, 1', [-0.232668, -0.340861, 1.0]], ['2, k, 2', [-0.233795, -0.0382993, 1.0]], ['2, k, 3', [-0.214649, 0.102067, 1.0]], ['2, k, 4', [-0.409765, -0.131486, 1.0]], ['2, k, 5', [-0.488983, -0.418927, 1.0]], ['2, k, 6', [-0.542715, -0.668738, 1.0]], ['2, k, 7', [-0.547203, -0.737429, 1.0]], ['2, k, 8', [-0.0549201, -0.147733, 1.0]], ['2, k, 9', [0.0416374, -0.420999, 1.0]], ['2, k, 10', [0.129664, -0.662072, 1.0]], ['2, k, 11', [0.141193, -0.727096, 1.0]], ['2, k, 12', [-0.297284, -0.637976, 1.0]], ['2, k, 13', [-0.352655, -1.01937, 1.0]], ['2, k, 14', [-0.382226, -1.40912, 1.0]], ['2, k, 15', [-0.375607, -1.45282, 1.0]], ['2, k, 16', [-0.15469, -0.645223, 1.0]], ['2, k, 17', [-0.0973293, -1.03763, 1.0]], ['2, k, 18', [-0.0621912, -1.3989, 1.0]], ['2, k, 19', [-0.0474386, -1.43676, 1.0]], ['2, k, 20', [-0.233858, -0.113346, 1.0]], ['2, k, 21', [-0.557174, -0.783046, 1.0]], ['2, k, 22', [-0.475659, -0.754333, 1.0]], ['2, k, 23', [0.157452, -0.78174, 1.0]], ['2, k, 24', [0.0653784, -0.748192, 1.0]]]
[['2, k, 0', [-0.227998, -0.651439, 1.0]], ['2, k, 1', [-0.230652, -0.342051, 1.0]], ['2, k, 2', [-0.231116, -0.0389459, 1.0]], ['2, k, 3', [-0.213052, 0.101765, 1.0]], ['2, k, 4', [-0.408828, -0.13131, 1.0]], ['2, k, 5', [-0.488533, -0.418779, 1.0]], ['2, k, 6', [-0.54225, -0.668864, 1.0]], ['2, k, 7', [-0.546664, -0.736819, 1.0]], ['2, k, 8', [-0.0538695, -0.148174, 1.0]], ['2, k, 9', [0.0422468, -0.42094, 1.0]], ['2, k, 10', [0.130017, -0.662691, 1.0]], ['2, k, 11', [0.140899, -0.727498, 1.0]], ['2, k, 12', [-0.296581, -0.63917, 1.0]], ['2, k, 13', [-0.352182, -1.01873, 1.0]], ['2, k, 14', [-0.381872, -1.40915, 1.0]], ['2, k, 15', [-0.375176, -1.45279, 1.0]], ['2, k, 16', [-0.153138, -0.646286, 1.0]], ['2, k, 17', [-0.0972695, -1.03744, 1.0]], ['2, k, 18', [-0.0618455, -1.39958, 1.0]], ['2, k, 19', [-0.0470429, -1.43759, 1.0]], ['2, k, 20', [-0.231292, -0.114119, 1.0]], ['2, k, 21', [-0.556733, -0.782593, 1.0]], ['2, k, 22', [-0.476326, -0.754389, 1.0]], ['2, k, 23', [0.163713, -0.77601, 1.0]], ['2, k, 24', [0.0659945, -0.749438, 1.0]]]
