[['2, k, 0', [0.04409565, 0.01674226, 1.0]], ['2, k, 1', [0.04101397, 0.326719, 1.0]], ['2, k, 2', [0.03935456, 0.6229622, 1.0]], ['2, k, 3', [0.02466569, 0.7471285, 1.0]], ['2, k, 4', [-0.1195526, 0.5024073, 1.0]], ['2, k, 5', [-0.1653536, 0.2558371, 1.0]], ['2, k, 6', [-0.1454548, 0.03538229, 1.0]], ['2, k, 7', [-0.1270538, -0.03674633, 1.0]], ['2, k, 8', [0.2001964, 0.5343179, 1.0]], ['2, k, 9', [0.2570538, 0.2863731, 1.0]], ['2, k, 10', [0.2824628, 0.07812571, 1.0]], ['2, k, 11', [0.2854923, 0.03542393, 1.0]], ['2, k, 12', [-0.0296881, 0.01401929, 1.0]], ['2, k, 13', [-0.05098213, -0.3772196, 1.0]], ['2, k, 14', [-0.05435352, -0.6965316, 1.0]], ['2, k, 15', [-0.07179352, -0.7534164, 1.0]], ['2, k, 16', [0.1162384, 0.01878793, 1.0]], ['2, k, 17', [0.1432752, -0.3894989, 1.0]], ['2, k, 18', [0.1928835, -0.6866869, 1.0]], ['2, k, 19', [0.2546402, -0.728295, 1.0]], ['2, k, 20', [0.03948135, 0.5508431, 1.0]], ['2, k, 21', [-0.1075574, -0.1086827, 1.0]], ['2, k, 22', [-0.1440589, -0.05375248, 1.0]], ['2, k, 23', [0.2953777, -0.04417173, 1.0]], ['2, k, 24', [0.3079942, 0.01318682, 1.0]]]
[['2, k, 0', [0.0492774, 0.01782094, 1.0]], ['2, k, 1', [0.0484933, 0.3283083, 1.0]], ['2, k, 2', [0.04871592, 0.6256449, 1.0]], ['2, k, 3', [0.03851604, 0.7506869, 1.0]], ['2, k, 4', [-0.1013741, 0.5018138, 1.0]], ['2, k, 5', [-0.1704233, 0.243984, 1.0]], ['2, k, 6', [-0.2001134, 0.003742527, 1.0]], ['2, k, 7', [-0.2171471, -0.06785758, 1.0]], ['2, k, 8', [0.2133252, 0.5384669, 1.0]], ['2, k, 9', [0.2578956, 0.286591, 1.0]], ['2, k, 10', [0.2817296, 0.07868975, 1.0]], ['2, k, 11', [0.2880988, 0.03443155, 1.0]], ['2, k, 12', [-0.02309683, 0.01583744, 1.0]], ['2, k, 13', [-0.04382491, -0.3799617, 1.0]], ['2, k, 14', [-0.052393, -0.6906174, 1.0]], ['2, k, 15', [-0.06971394, -0.7492386, 1.0]], ['2, k, 16', [0.1195438, 0.01873297, 1.0]], ['2, k, 17', [0.1493517, -0.3907909, 1.0]], ['2, k, 18', [0.1953095, -0.6847476, 1.0]], ['2, k, 19', [0.2563447, -0.7282415, 1.0]], ['2, k, 20', [0.04861123, 0.5532421, 1.0]], ['2, k, 21', [-0.22368, -0.1357262, 1.0]], ['2, k, 22', [-0.1737217, -0.07004085, 1.0]], ['2, k, 23', [0.2983977, -0.04375908, 1.0]], ['2, k, 24', [0.2809255, 0.01399449, 1.0]]]
[['2, k, 0', [0.04925091, 0.01838927, 1.0]], ['2, k, 1', [0.04863292, 0.3286209, 1.0]], ['2, k, 2', [0.04883226, 0.6257251, 1.0]], ['2, k, 3', [0.03915764, 0.7507685, 1.0]], ['2, k, 4', [-0.1005377, 0.5020092, 1.0]], ['2, k, 5', [-0.1754601, 0.2472709, 1.0]], ['2, k, 6', [-0.2251846, 0.009920234, 1.0]], ['2, k, 7', [-0.2411831, -0.06302615, 1.0]], ['2, k, 8', [0.2138091, 0.5385156, 1.0]], ['2, k, 9', [0.2581641, 0.2863302, 1.0]], ['2, k, 10', [0.2816958, 0.07837532, 1.0]], ['2, k, 11', [0.2863886, 0.03806263, 1.0]], ['2, k, 12', [-0.02299617, 0.01687387, 1.0]], ['2, k, 13', [-0.04400722, -0.3781069, 1.0]], ['2, k, 14', [-0.05243196, -0.6900614, 1.0]], ['2, k, 15', [-0.06861849, -0.749046, 1.0]], ['2, k, 16', [0.1194313, 0.0189826, 1.0]], ['2, k, 17', [0.1511389, -0.3920702, 1.0]], ['2, k, 18', [0.196312, -0.6855718, 1.0]], ['2, k, 19', [0.257766, -0.7283455, 1.0]], ['2, k, 20', [0.0487457, 0.5533764, 1.0]], ['2, k, 21', [-0.2541711, -0.1341063, 1.0]], ['2, k, 22', [-0.1944183, -0.04552172, 1.0]], ['2, k, 23', [0.2954123, -0.04819195, 1.0]], ['2, k, 24', [0.2974558, 0.02363124, 1.0]]]
[['2, k, 0', [0.04978921, 0.01914067, 1.0]], ['2, k, 1', [0.04911593, 0.3290488, 1.0]], ['2, k, 2', [0.04907148, 0.6258656, 1.0]], ['2, k, 3', [0.03958251, 0.7508879, 1.0]], ['2, k, 4', [-0.09966768, 0.5021279, 1.0]], ['2, k, 5', [-0.1785, 0.2536412, 1.0]], ['2, k, 6', [-0.2417832, 0.01561836, 1.0]], ['2, k, 7', [-0.2639689, -0.05338553, 1.0]], ['2, k, 8', [0.2141761, 0.5387844, 1.0]], ['2, k, 9', [0.2587608, 0.2864153, 1.0]], ['2, k, 10', [0.2818237, 0.07844602, 1.0]], ['2, k, 11', [0.2873545, 0.03529103, 1.0]], ['2, k, 12', [-0.02259587, 0.01773166, 1.0]], ['2, k, 13', [-0.04385106, -0.3762183, 1.0]], ['2, k, 14', [-0.05297244, -0.691173, 1.0]], ['2, k, 15', [-0.06873732, -0.7496663, 1.0]], ['2, k, 16', [0.1201028, 0.01961232, 1.0]], ['2, k, 17', [0.1530536, -0.3901077, 1.0]], ['2, k, 18', [0.1967875, -0.6854522, 1.0]], ['2, k, 19', [0.2585121, -0.7277371, 1.0]], ['2, k, 20', [0.04905279, 0.5535805, 1.0]], ['2, k, 21', [-0.2789637, -0.1235423, 1.0]], ['2, k, 22', [-0.3068241, -0.03477095, 1.0]], ['2, k, 23', [0.2925901, -0.04900149, 1.0]], ['2, k, 24', [0.2868009, 0.01501995, 1.0]]]
[['2, k, 0', [0.04986408, 0.02011133, 1.0]], ['2, k, 1', [0.0493253, 0.329588, 1.0]], ['2, k, 2', [0.04921288, 0.6260535, 1.0]], ['2, k, 3', [0.03971009, 0.7509161, 1.0]], ['2, k, 4', [-0.09888019, 0.5026858, 1.0]], ['2, k, 5', [-0.1803002, 0.2576365, 1.0]], ['2, k, 6', [-0.261831, 0.02558896, 1.0]], ['2, k, 7', [-0.2826235, -0.04050419, 1.0]], ['2, k, 8', [0.2148168, 0.5388653, 1.0]], ['2, k, 9', [0.2590395, 0.2862488, 1.0]], ['2, k, 10', [0.2818314, 0.07830911, 1.0]], ['2, k, 11', [0.2873673, 0.03547217, 1.0]], ['2, k, 12', [-0.02246596, 0.0188763, 1.0]], ['2, k, 13', [-0.04396257, -0.3761309, 1.0]], ['2, k, 14', [-0.05217788, -0.6914419, 1.0]], ['2, k, 15', [-0.06772286, -0.749747, 1.0]], ['2, k, 16', [0.1201496, 0.02040082, 1.0]], ['2, k, 17', [0.1525587, -0.390398, 1.0]], ['2, k, 18', [0.1965004, -0.6851271, 1.0]], ['2, k, 19', [0.2577223, -0.7290229, 1.0]], ['2, k, 20', [0.04922358, 0.5538461, 1.0]], ['2, k, 21', [-0.3034393, -0.1116958, 1.0]], ['2, k, 22', [-0.320546, -0.01963805, 1.0]], ['2, k, 23', [0.3023534, -0.04546459, 1.0]], ['2, k, 24', [0.3069856, 0.01645379, 1.0]]]
[['2, k, 0', [0.05043013, 0.02092232, 1.0]], ['2, k, 1', [0.04976749, 0.3301117, 1.0]], ['2, k, 2', [0.04941494, 0.6262931, 1.0]], ['2, k, 3', [0.03980891, 0.7509547, 1.0]], ['2, k, 4', [-0.09772499, 0.5038829, 1.0]], ['2, k, 5', [-0.1868985, 0.270267, 1.0]], ['2, k, 6', [-0.2736422, 0.04892112, 1.0]], ['2, k, 7', [-0.296773, -0.02177257, 1.0]], ['2, k, 8', [0.2150707, 0.5391235, 1.0]], ['2, k, 9', [0.2595276, 0.2862585, 1.0]], ['2, k, 10', [0.2818301, 0.07822707, 1.0]], ['2, k, 11', [0.2871035, 0.03488074, 1.0]], ['2, k, 12', [-0.02190579, 0.02010759, 1.0]], ['2, k, 13', [-0.04409669, -0.375853, 1.0]], ['2, k, 14', [-0.05221839, -0.6911726, 1.0]], ['2, k, 15', [-0.06773626, -0.7496769, 1.0]], ['2, k, 16', [0.1207007, 0.0208622, 1.0]], ['2, k, 17', [0.1516474, -0.3926473, 1.0]], ['2, k, 18', [0.1966685, -0.6863745, 1.0]], ['2, k, 19', [0.2583265, -0.7297236, 1.0]], ['2, k, 20', [0.04949098, 0.5541534, 1.0]], ['2, k, 21', [-0.3186415, -0.09449689, 1.0]], ['2, k, 22', [-0.3396121, 0.009434644, 1.0]], ['2, k, 23', [0.2959067, -0.04827869, 1.0]], ['2, k, 24', [0.2801481, 0.01402151, 1.0]]]
[['2, k, 0', [0.05128358, 0.02213219, 1.0]], ['2, k, 1', [0.05007412, 0.3307159, 1.0]], ['2, k, 2', [0.04933086, 0.6264707, 1.0]], ['2, k, 3', [0.03980672, 0.7509882, 1.0]], ['2, k, 4', [-0.09735755, 0.504376, 1.0]], ['2, k, 5', [-0.1903221, 0.2764081, 1.0]], ['2, k, 6', [-0.2870233, 0.05773851, 1.0]], ['2, k, 7', [-0.3082294, -0.00126835, 1.0]], ['2, k, 8', [0.2152137, 0.5392697, 1.0]], ['2, k, 9', [0.2598049, 0.2862464, 1.0]], ['2, k, 10', [0.2819465, 0.07829276, 1.0]], ['2, k, 11', [0.2866987, 0.03768257, 1.0]], ['2, k, 12', [-0.02112355, 0.02146519, 1.0]], ['2, k, 13', [-0.04344039, -0.3764961, 1.0]], ['2, k, 14', [-0.05237783, -0.6913456, 1.0]], ['2, k, 15', [-0.06692925, -0.7500466, 1.0]], ['2, k, 16', [0.1216036, 0.02188602, 1.0]], ['2, k, 17', [0.1516965, -0.3922273, 1.0]], ['2, k, 18', [0.1972794, -0.686012, 1.0]], ['2, k, 19', [0.2578325, -0.730211, 1.0]], ['2, k, 20', [0.0494845, 0.5544171, 1.0]], ['2, k, 21', [-0.3267868, -0.06768622, 1.0]], ['2, k, 22', [-0.359055, 0.001388425, 1.0]], ['2, k, 23', [0.2980883, -0.04486347, 1.0]], ['2, k, 24', [0.3098293, 0.01545947, 1.0]]]
[['2, k, 0', [0.05176399, 0.02296932, 1.0]], ['2, k, 1', [0.04996708, 0.3312967, 1.0]], ['2, k, 2', [0.04870952, 0.6268259, 1.0]], ['2, k, 3', [0.03978488, 0.7509928, 1.0]], ['2, k, 4', [-0.09680194, 0.5052349, 1.0]], ['2, k, 5', [-0.1957316, 0.2831545, 1.0]], ['2, k, 6', [-0.2926293, 0.07973436, 1.0]], ['2, k, 7', [-0.3169326, 0.02175487, 1.0]], ['2, k, 8', [0.2151906, 0.539383, 1.0]], ['2, k, 9', [0.2599173, 0.2866632, 1.0]], ['2, k, 10', [0.2819168, 0.07859491, 1.0]], ['2, k, 11', [0.2858422, 0.03640325, 1.0]], ['2, k, 12', [-0.02060549, 0.02240598, 1.0]], ['2, k, 13', [-0.0434614, -0.3764118, 1.0]], ['2, k, 14', [-0.05322591, -0.6933199, 1.0]], ['2, k, 15', [-0.06763875, -0.7501969, 1.0]], ['2, k, 16', [0.1220427, 0.02259879, 1.0]], ['2, k, 17', [0.1523813, -0.3901954, 1.0]], ['2, k, 18', [0.1968611, -0.6853183, 1.0]], ['2, k, 19', [0.2191527, -0.7292449, 1.0]], ['2, k, 20', [0.04899838, 0.5548224, 1.0]], ['2, k, 21', [-0.3302957, -0.04431056, 1.0]], ['2, k, 22', [-0.3702488, 0.02052601, 1.0]], ['2, k, 23', [0.294578, -0.04332229, 1.0]], ['2, k, 24', [0.2747592, 0.005726797, 1.0]]]
[['2, k, 0', [0.05176355, 0.02387526, 1.0]], ['2, k, 1', [0.04967148, 0.3317933, 1.0]], ['2, k, 2', [0.04802112, 0.6269141, 1.0]], ['2, k, 3', [0.0397198, 0.7508515, 1.0]], ['2, k, 4', [-0.09637522, 0.5060811, 1.0]], ['2, k, 5', [-0.196351, 0.2942923, 1.0]], ['2, k, 6', [-0.3001005, 0.1101101, 1.0]], ['2, k, 7', [-0.3228887, 0.05352643, 1.0]], ['2, k, 8', [0.2150881, 0.5395108, 1.0]], ['2, k, 9', [0.2602695, 0.2868091, 1.0]], ['2, k, 10', [0.2818546, 0.07863913, 1.0]], ['2, k, 11', [0.2875563, 0.03709589, 1.0]], ['2, k, 12', [-0.02066482, 0.02369238, 1.0]], ['2, k, 13', [-0.04322918, -0.3764377, 1.0]], ['2, k, 14', [-0.05191103, -0.6938881, 1.0]], ['2, k, 15', [-0.06820118, -0.7506183, 1.0]], ['2, k, 16', [0.1221045, 0.02315795, 1.0]], ['2, k, 17', [0.1522685, -0.3902674, 1.0]], ['2, k, 18', [0.1970804, -0.6853198, 1.0]], ['2, k, 19', [0.2550477, -0.7298619, 1.0]], ['2, k, 20', [0.048419, 0.5550141, 1.0]], ['2, k, 21', [-0.3354487, -0.00939897, 1.0]], ['2, k, 22', [-0.377052, 0.0518814, 1.0]], ['2, k, 23', [0.2994753, -0.04637216, 1.0]], ['2, k, 24', [0.2861381, 0.01220531, 1.0]]]
[['2, k, 0', [0.05142156, 0.02461081, 1.0]], ['2, k, 1', [0.04932053, 0.3323027, 1.0]], ['2, k, 2', [0.04755566, 0.6271418, 1.0]], ['2, k, 3', [0.03951026, 0.7506894, 1.0]], ['2, k, 4', [-0.09545815, 0.5071539, 1.0]], ['2, k, 5', [-0.1967761, 0.3165807, 1.0]], ['2, k, 6', [-0.3020508, 0.1398302, 1.0]], ['2, k, 7', [-0.3269244, 0.08477426, 1.0]], ['2, k, 8', [0.2149612, 0.5397563, 1.0]], ['2, k, 9', [0.2605684, 0.2872428, 1.0]], ['2, k, 10', [0.2817656, 0.07899432, 1.0]], ['2, k, 11', [0.287089, 0.03689789, 1.0]], ['2, k, 12', [-0.02101695, 0.02452747, 1.0]], ['2, k, 13', [-0.04415055, -0.3758344, 1.0]], ['2, k, 14', [-0.05153119, -0.6933834, 1.0]], ['2, k, 15', [-0.06777759, -0.7503819, 1.0]], ['2, k, 16', [0.1218085, 0.02375996, 1.0]], ['2, k, 17', [0.1520826, -0.3903287, 1.0]], ['2, k, 18', [0.1963475, -0.6844106, 1.0]], ['2, k, 19', [0.2549057, -0.7289577, 1.0]], ['2, k, 20', [0.04798937, 0.5553173, 1.0]], ['2, k, 21', [-0.3133042, 0.01677506, 1.0]], ['2, k, 22', [-0.3868693, 0.07686075, 1.0]], ['2, k, 23', [0.2944355, -0.04803884, 1.0]], ['2, k, 24', [0.2841862, 0.01312153, 1.0]]]
[['2, k, 0', [0.05097516, 0.02493928, 1.0]], ['2, k, 1', [0.04907458, 0.3325955, 1.0]], ['2, k, 2', [0.04738285, 0.6273358, 1.0]], ['2, k, 3', [0.03947873, 0.7506267, 1.0]], ['2, k, 4', [-0.09417079, 0.5084582, 1.0]], ['2, k, 5', [-0.1940763, 0.3313495, 1.0]], ['2, k, 6', [-0.3013313, 0.1779859, 1.0]], ['2, k, 7', [-0.3288571, 0.1161968, 1.0]], ['2, k, 8', [0.2146718, 0.5399138, 1.0]], ['2, k, 9', [0.2606134, 0.2871972, 1.0]], ['2, k, 10', [0.2818218, 0.07898461, 1.0]], ['2, k, 11', [0.2869771, 0.03661201, 1.0]], ['2, k, 12', [-0.02138611, 0.02495099, 1.0]], ['2, k, 13', [-0.04421142, -0.3762235, 1.0]], ['2, k, 14', [-0.05114738, -0.6948603, 1.0]], ['2, k, 15', [-0.06805613, -0.751305, 1.0]], ['2, k, 16', [0.1213275, 0.02398493, 1.0]], ['2, k, 17', [0.1514357, -0.3904352, 1.0]], ['2, k, 18', [0.1960295, -0.6837199, 1.0]], ['2, k, 19', [0.2547014, -0.7284945, 1.0]], ['2, k, 20', [0.04780911, 0.5555436, 1.0]], ['2, k, 21', [-0.3320357, 0.05643019, 1.0]], ['2, k, 22', [-0.3749797, 0.09627716, 1.0]], ['2, k, 23', [0.2953755, -0.04682403, 1.0]], ['2, k, 24', [0.2832104, 0.01393079, 1.0]]]
[['2, k, 0', [0.05080502, 0.02541743, 1.0]], ['2, k, 1', [0.04882758, 0.3331279, 1.0]], ['2, k, 2', [0.04694605, 0.6278386, 1.0]], ['2, k, 3', [0.03959628, 0.7504683, 1.0]], ['2, k, 4', [-0.09293004, 0.509554, 1.0]], ['2, k, 5', [-0.1962051, 0.3590735, 1.0]], ['2, k, 6', [-0.278963, 0.2452095, 1.0]], ['2, k, 7', [-0.3294863, 0.1528092, 1.0]], ['2, k, 8', [0.2146291, 0.5404432, 1.0]], ['2, k, 9', [0.2605428, 0.2873844, 1.0]], ['2, k, 10', [0.2817765, 0.07917605, 1.0]], ['2, k, 11', [0.2870126, 0.03579235, 1.0]], ['2, k, 12', [-0.02146187, 0.02574601, 1.0]], ['2, k, 13', [-0.04496368, -0.3765653, 1.0]], ['2, k, 14', [-0.05173837, -0.6955298, 1.0]], ['2, k, 15', [-0.06851889, -0.7513721, 1.0]], ['2, k, 16', [0.1210938, 0.02419176, 1.0]], ['2, k, 17', [0.1521705, -0.3899065, 1.0]], ['2, k, 18', [0.197253, -0.6833946, 1.0]], ['2, k, 19', [0.2556569, -0.7289336, 1.0]], ['2, k, 20', [0.0474319, 0.5560646, 1.0]], ['2, k, 21', [-0.3467302, 0.09154011, 1.0]], ['2, k, 22', [-0.3742549, 0.1481942, 1.0]], ['2, k, 23', [0.3009821, -0.0449094, 1.0]], ['2, k, 24', [0.2850323, 0.01208767, 1.0]]]
[['2, k, 0', [0.05086229, 0.0259786, 1.0]], ['2, k, 1', [0.04890266, 0.3336618, 1.0]], ['2, k, 2', [0.04694784, 0.6282547, 1.0]], ['2, k, 3', [0.04001155, 0.7507266, 1.0]], ['2, k, 4', [-0.09118377, 0.5125477, 1.0]], ['2, k, 5', [-0.1974344, 0.3628443, 1.0]], ['2, k, 6', [-0.2978189, 0.2435458, 1.0]], ['2, k, 7', [-0.3297963, 0.1901068, 1.0]], ['2, k, 8', [0.2145926, 0.5408645, 1.0]], ['2, k, 9', [0.2605008, 0.2879098, 1.0]], ['2, k, 10', [0.2816724, 0.07983012, 1.0]], ['2, k, 11', [0.2865186, 0.03664378, 1.0]], ['2, k, 12', [-0.02133014, 0.0263547, 1.0]], ['2, k, 13', [-0.04506408, -0.3778177, 1.0]], ['2, k, 14', [-0.05154315, -0.6957567, 1.0]], ['2, k, 15', [-0.06772668, -0.751748, 1.0]], ['2, k, 16', [0.1210857, 0.02466898, 1.0]], ['2, k, 17', [0.1519308, -0.3904563, 1.0]], ['2, k, 18', [0.1967534, -0.6832222, 1.0]], ['2, k, 19', [0.2553046, -0.7290101, 1.0]], ['2, k, 20', [0.04746239, 0.5565196, 1.0]], ['2, k, 21', [-0.3348672, 0.1362026, 1.0]], ['2, k, 22', [-0.3832911, 0.186269, 1.0]], ['2, k, 23', [0.3000156, -0.04470564, 1.0]], ['2, k, 24', [0.3063636, 0.01840171, 1.0]]]
[['2, k, 0', [0.05007448, 0.02636576, 1.0]], ['2, k, 1', [0.0482477, 0.3343053, 1.0]], ['2, k, 2', [0.04646745, 0.6292204, 1.0]], ['2, k, 3', [0.04106431, 0.7507998, 1.0]], ['2, k, 4', [-0.08928878, 0.5144327, 1.0]], ['2, k, 5', [-0.2107268, 0.3672756, 1.0]], ['2, k, 6', [-0.2896818, 0.2888139, 1.0]], ['2, k, 7', [-0.3293997, 0.2320657, 1.0]], ['2, k, 8', [0.2147284, 0.5415213, 1.0]], ['2, k, 9', [0.2603099, 0.2879371, 1.0]], ['2, k, 10', [0.2813394, 0.08011668, 1.0]], ['2, k, 11', [0.2869301, 0.03506457, 1.0]], ['2, k, 12', [-0.02198872, 0.02664948, 1.0]], ['2, k, 13', [-0.04447877, -0.3800649, 1.0]], ['2, k, 14', [-0.05291482, -0.6985967, 1.0]], ['2, k, 15', [-0.06773171, -0.7536803, 1.0]], ['2, k, 16', [0.120198, 0.02513354, 1.0]], ['2, k, 17', [0.1519505, -0.3900909, 1.0]], ['2, k, 18', [0.1965453, -0.6830918, 1.0]], ['2, k, 19', [0.2549836, -0.728733, 1.0]], ['2, k, 20', [0.04693275, 0.5574018, 1.0]], ['2, k, 21', [-0.3344758, 0.1778801, 1.0]], ['2, k, 22', [-0.3787084, 0.2300309, 1.0]], ['2, k, 23', [0.2995808, -0.04548527, 1.0]], ['2, k, 24', [0.2878391, 0.01397297, 1.0]]]
[['2, k, 0', [0.04926951, 0.02709529, 1.0]], ['2, k, 1', [0.04812821, 0.3353269, 1.0]], ['2, k, 2', [0.04749957, 0.6306862, 1.0]], ['2, k, 3', [0.04300334, 0.7519121, 1.0]], ['2, k, 4', [-0.08594746, 0.5176076, 1.0]], ['2, k, 5', [-0.2138727, 0.3780117, 1.0]], ['2, k, 6', [-0.2553788, 0.3491915, 1.0]], ['2, k, 7', [-0.3275426, 0.2742328, 1.0]], ['2, k, 8', [0.2155506, 0.542026, 1.0]], ['2, k, 9', [0.2591719, 0.2873495, 1.0]], ['2, k, 10', [0.2813617, 0.08051484, 1.0]], ['2, k, 11', [0.2853274, 0.0353129, 1.0]], ['2, k, 12', [-0.0227369, 0.02758951, 1.0]], ['2, k, 13', [-0.0446635, -0.3793721, 1.0]], ['2, k, 14', [-0.05440661, -0.6977546, 1.0]], ['2, k, 15', [-0.06966075, -0.7531468, 1.0]], ['2, k, 16', [0.1193576, 0.02563906, 1.0]], ['2, k, 17', [0.1511301, -0.3899588, 1.0]], ['2, k, 18', [0.1952069, -0.6824597, 1.0]], ['2, k, 19', [0.2542246, -0.7281381, 1.0]], ['2, k, 20', [0.04762215, 0.5587561, 1.0]], ['2, k, 21', [-0.3241273, 0.2203128, 1.0]], ['2, k, 22', [-0.3718101, 0.2640583, 1.0]], ['2, k, 23', [0.2995548, -0.04567941, 1.0]], ['2, k, 24', [0.2810255, 0.01402538, 1.0]]]
[['2, k, 0', [0.04862203, 0.02755522, 1.0]], ['2, k, 1', [0.04818883, 0.336192, 1.0]], ['2, k, 2', [0.04867502, 0.6319973, 1.0]], ['2, k, 3', [0.04775456, 0.7533709, 1.0]], ['2, k, 4', [-0.08456549, 0.5186425, 1.0]], ['2, k, 5', [-0.1794089, 0.4555333, 1.0]], ['2, k, 6', [-0.285727, 0.3842407, 1.0]], ['2, k, 7', [-0.3229981, 0.3620695, 1.0]], ['2, k, 8', [0.2169987, 0.5422892, 1.0]], ['2, k, 9', [0.2569615, 0.2873305, 1.0]], ['2, k, 10', [0.2805268, 0.08174907, 1.0]], ['2, k, 11', [0.2866293, 0.03667327, 1.0]], ['2, k, 12', [-0.0231813, 0.02816088, 1.0]], ['2, k, 13', [-0.04544499, -0.3809187, 1.0]], ['2, k, 14', [-0.05433848, -0.69765, 1.0]], ['2, k, 15', [-0.06936254, -0.7533212, 1.0]], ['2, k, 16', [0.1184174, 0.02591734, 1.0]], ['2, k, 17', [0.1495902, -0.3900619, 1.0]], ['2, k, 18', [0.1945784, -0.6821756, 1.0]], ['2, k, 19', [0.2537234, -0.7277217, 1.0]], ['2, k, 20', [0.04849993, 0.5599599, 1.0]], ['2, k, 21', [-0.343463, 0.3157013, 1.0]], ['2, k, 22', [-0.3662407, 0.3664163, 1.0]], ['2, k, 23', [0.2999273, -0.046037, 1.0]], ['2, k, 24', [0.3119361, 0.02229655, 1.0]]]
[['2, k, 0', [0.04770971, 0.02821319, 1.0]], ['2, k, 1', [0.0481794, 0.3371597, 1.0]], ['2, k, 2', [0.04978794, 0.6332788, 1.0]], ['2, k, 3', [0.05115936, 0.7548023, 1.0]], ['2, k, 4', [-0.08337419, 0.519833, 1.0]], ['2, k, 5', [-0.1804096, 0.4632621, 1.0]], ['2, k, 6', [-0.2849376, 0.4085046, 1.0]], ['2, k, 7', [-0.3244339, 0.4092931, 1.0]], ['2, k, 8', [0.2177923, 0.5425558, 1.0]], ['2, k, 9', [0.2553674, 0.2870047, 1.0]], ['2, k, 10', [0.2802751, 0.08285196, 1.0]], ['2, k, 11', [0.2860032, 0.0366729, 1.0]], ['2, k, 12', [-0.02385135, 0.02883113, 1.0]], ['2, k, 13', [-0.04710238, -0.3799113, 1.0]], ['2, k, 14', [-0.05461276, -0.6985285, 1.0]], ['2, k, 15', [-0.07016246, -0.7543658, 1.0]], ['2, k, 16', [0.1171721, 0.02654043, 1.0]], ['2, k, 17', [0.1485385, -0.3885981, 1.0]], ['2, k, 18', [0.1943495, -0.6820497, 1.0]], ['2, k, 19', [0.2534972, -0.7275135, 1.0]], ['2, k, 20', [0.04932242, 0.5611694, 1.0]], ['2, k, 21', [-0.348095, 0.3656362, 1.0]], ['2, k, 22', [-0.3637348, 0.4344413, 1.0]], ['2, k, 23', [0.2936952, -0.0460909, 1.0]], ['2, k, 24', [0.3066475, 0.01932964, 1.0]]]
[['2, k, 0', [0.04696985, 0.02875605, 1.0]], ['2, k, 1', [0.04833457, 0.3379896, 1.0]], ['2, k, 2', [0.05099493, 0.6343772, 1.0]], ['2, k, 3', [0.05475158, 0.7558373, 1.0]], ['2, k, 4', [-0.08223129, 0.5209479, 1.0]], ['2, k, 5', [-0.1794824, 0.4827091, 1.0]], ['2, k, 6', [-0.2609312, 0.4679879, 1.0]], ['2, k, 7', [-0.3194129, 0.4521261, 1.0]], ['2, k, 8', [0.2184804, 0.5431998, 1.0]], ['2, k, 9', [0.2539784, 0.2878806, 1.0]], ['2, k, 10', [0.279278, 0.08436862, 1.0]], ['2, k, 11', [0.285435, 0.03734706, 1.0]], ['2, k, 12', [-0.02437683, 0.02927728, 1.0]], ['2, k, 13', [-0.04830193, -0.3779753, 1.0]], ['2, k, 14', [-0.05378491, -0.6985487, 1.0]], ['2, k, 15', [-0.07057734, -0.7535505, 1.0]], ['2, k, 16', [0.1162626, 0.02714429, 1.0]], ['2, k, 17', [0.1483853, -0.388114, 1.0]], ['2, k, 18', [0.1937898, -0.6816085, 1.0]], ['2, k, 19', [0.2237549, -0.7324219, 1.0]], ['2, k, 20', [0.05026581, 0.5622054, 1.0]], ['2, k, 21', [-0.3448246, 0.4138342, 1.0]], ['2, k, 22', [-0.3638486, 0.4673618, 1.0]], ['2, k, 23', [0.3012726, -0.04351167, 1.0]], ['2, k, 24', [0.310048, 0.0250742, 1.0]]]
[['2, k, 0', [0.04647792, 0.02941217, 1.0]], ['2, k, 1', [0.04859481, 0.3389045, 1.0]], ['2, k, 2', [0.0519632, 0.6354321, 1.0]], ['2, k, 3', [0.05788369, 0.7560973, 1.0]], ['2, k, 4', [-0.07682832, 0.5257663, 1.0]], ['2, k, 5', [-0.1699465, 0.513989, 1.0]], ['2, k, 6', [-0.2993065, 0.4852316, 1.0]], ['2, k, 7', [-0.3127056, 0.5017059, 1.0]], ['2, k, 8', [0.2191298, 0.5443243, 1.0]], ['2, k, 9', [0.2528337, 0.2879814, 1.0]], ['2, k, 10', [0.2794714, 0.08524447, 1.0]], ['2, k, 11', [0.2859544, 0.03727046, 1.0]], ['2, k, 12', [-0.02476784, 0.02988492, 1.0]], ['2, k, 13', [-0.04855567, -0.3773546, 1.0]], ['2, k, 14', [-0.05360099, -0.6979961, 1.0]], ['2, k, 15', [-0.07085393, -0.752843, 1.0]], ['2, k, 16', [0.1156977, 0.02782601, 1.0]], ['2, k, 17', [0.1478202, -0.3877296, 1.0]], ['2, k, 18', [0.1951262, -0.6819034, 1.0]], ['2, k, 19', [0.256163, -0.7264449, 1.0]], ['2, k, 20', [0.05107584, 0.5632334, 1.0]], ['2, k, 21', [-0.3543926, 0.4773128, 1.0]], ['2, k, 22', [-0.3487732, 0.5198893, 1.0]], ['2, k, 23', [0.3024261, -0.04389784, 1.0]], ['2, k, 24', [0.318524, 0.01641261, 1.0]]]
