[['2, k, 0', [-0.183157, -0.751792, 1.0]], ['2, k, 1', [-0.187714, -0.45569, 1.0]], ['2, k, 2', [-0.191201, -0.164118, 1.0]], ['2, k, 3', [-0.18545, -0.0201523, 1.0]], ['2, k, 4', [-0.378939, -0.256444, 1.0]], ['2, k, 5', [-0.514299, -0.435918, 1.0]], ['2, k, 6', [-0.421637, -0.578705, 1.0]], ['2, k, 7', [-0.370525, -0.611462, 1.0]], ['2, k, 8', [0.00523713, -0.264207, 1.0]], ['2, k, 9', [0.130068, -0.419135, 1.0]], ['2, k, 10', [0.0615509, -0.577863, 1.0]], ['2, k, 11', [0.0202356, -0.609867, 1.0]], ['2, k, 12', [-0.268298, -0.740142, 1.0]], ['2, k, 13', [-0.325619, -1.05925, 1.0]], ['2, k, 14', [-0.340332, -1.4048, 1.0]], ['2, k, 15', [-0.290685, -1.50243, 1.0]], ['2, k, 16', [-0.0932107, -0.743777, 1.0]], ['2, k, 17', [-0.0545653, -1.07704, 1.0]], ['2, k, 18', [-0.0331566, -1.42159, 1.0]], ['2, k, 19', [-0.0732439, -1.49181, 1.0]], ['2, k, 20', [-0.190515, -0.236453, 1.0]], ['2, k, 21', [-0.327925, -0.676691, 1.0]], ['2, k, 22', [-0.329085, -0.561052, 1.0]], ['2, k, 23', [-0.0026192, -0.681387, 1.0]], ['2, k, 24', [-0.00586467, -0.574251, 1.0]]]
[['2, k, 0', [-0.182041, -0.751191, 1.0]], ['2, k, 1', [-0.188092, -0.455889, 1.0]], ['2, k, 2', [-0.193496, -0.16577, 1.0]], ['2, k, 3', [-0.190816, -0.0220056, 1.0]], ['2, k, 4', [-0.380988, -0.25801, 1.0]], ['2, k, 5', [-0.511966, -0.437021, 1.0]], ['2, k, 6', [-0.419284, -0.582076, 1.0]], ['2, k, 7', [-0.369649, -0.62248, 1.0]], ['2, k, 8', [0.00525143, -0.261764, 1.0]], ['2, k, 9', [0.131513, -0.412179, 1.0]], ['2, k, 10', [0.059781, -0.572366, 1.0]], ['2, k, 11', [0.0111268, -0.60933, 1.0]], ['2, k, 12', [-0.267273, -0.741357, 1.0]], ['2, k, 13', [-0.323354, -1.0648, 1.0]], ['2, k, 14', [-0.340874, -1.40527, 1.0]], ['2, k, 15', [-0.340008, -1.43982, 1.0]], ['2, k, 16', [-0.0920024, -0.741605, 1.0]], ['2, k, 17', [-0.0529543, -1.07842, 1.0]], ['2, k, 18', [-0.0354323, -1.42432, 1.0]], ['2, k, 19', [-0.0317433, -1.45648, 1.0]], ['2, k, 20', [-0.192188, -0.237645, 1.0]], ['2, k, 21', [-0.328656, -0.68703, 1.0]], ['2, k, 22', [-0.332647, -0.577957, 1.0]], ['2, k, 23', [-0.0176723, -0.674089, 1.0]], ['2, k, 24', [-0.0236891, -0.566004, 1.0]]]
[['2, k, 0', [-0.182121, -0.751151, 1.0]], ['2, k, 1', [-0.188122, -0.455914, 1.0]], ['2, k, 2', [-0.193552, -0.165898, 1.0]], ['2, k, 3', [-0.19121, -0.0220697, 1.0]], ['2, k, 4', [-0.381253, -0.25822, 1.0]], ['2, k, 5', [-0.512357, -0.437291, 1.0]], ['2, k, 6', [-0.419448, -0.582283, 1.0]], ['2, k, 7', [-0.369951, -0.62312, 1.0]], ['2, k, 8', [0.00517836, -0.261572, 1.0]], ['2, k, 9', [0.131966, -0.411624, 1.0]], ['2, k, 10', [0.0598432, -0.572569, 1.0]], ['2, k, 11', [0.0117008, -0.608217, 1.0]], ['2, k, 12', [-0.267377, -0.741671, 1.0]], ['2, k, 13', [-0.32305, -1.06666, 1.0]], ['2, k, 14', [-0.339783, -1.40617, 1.0]], ['2, k, 15', [-0.288738, -1.49248, 1.0]], ['2, k, 16', [-0.0921001, -0.741256, 1.0]], ['2, k, 17', [-0.0530265, -1.07802, 1.0]], ['2, k, 18', [-0.035069, -1.42298, 1.0]], ['2, k, 19', [-0.0315569, -1.4549, 1.0]], ['2, k, 20', [-0.192252, -0.237749, 1.0]], ['2, k, 21', [-0.329423, -0.687365, 1.0]], ['2, k, 22', [-0.332634, -0.576709, 1.0]], ['2, k, 23', [-0.0130468, -0.677019, 1.0]], ['2, k, 24', [-0.0247823, -0.565233, 1.0]]]
[['2, k, 0', [-0.182175, -0.751132, 1.0]], ['2, k, 1', [-0.188176, -0.455959, 1.0]], ['2, k, 2', [-0.193682, -0.166093, 1.0]], ['2, k, 3', [-0.191607, -0.0222195, 1.0]], ['2, k, 4', [-0.381385, -0.258262, 1.0]], ['2, k, 5', [-0.512269, -0.437827, 1.0]], ['2, k, 6', [-0.419615, -0.583083, 1.0]], ['2, k, 7', [-0.369772, -0.622175, 1.0]], ['2, k, 8', [0.00493191, -0.261144, 1.0]], ['2, k, 9', [0.132139, -0.411507, 1.0]], ['2, k, 10', [0.0594557, -0.573433, 1.0]], ['2, k, 11', [0.0108175, -0.609566, 1.0]], ['2, k, 12', [-0.267462, -0.741813, 1.0]], ['2, k, 13', [-0.322838, -1.06678, 1.0]], ['2, k, 14', [-0.339378, -1.40582, 1.0]], ['2, k, 15', [-0.28805, -1.49349, 1.0]], ['2, k, 16', [-0.0921499, -0.741136, 1.0]], ['2, k, 17', [-0.0526902, -1.07871, 1.0]], ['2, k, 18', [-0.0350937, -1.4229, 1.0]], ['2, k, 19', [-0.0320057, -1.45474, 1.0]], ['2, k, 20', [-0.192384, -0.237917, 1.0]], ['2, k, 21', [-0.329305, -0.688194, 1.0]], ['2, k, 22', [-0.331028, -0.574714, 1.0]], ['2, k, 23', [-0.0198469, -0.676, 1.0]], ['2, k, 24', [-0.0232429, -0.567191, 1.0]]]
[['2, k, 0', [-0.182138, -0.751241, 1.0]], ['2, k, 1', [-0.188246, -0.456135, 1.0]], ['2, k, 2', [-0.193885, -0.166417, 1.0]], ['2, k, 3', [-0.191979, -0.0224913, 1.0]], ['2, k, 4', [-0.381424, -0.258529, 1.0]], ['2, k, 5', [-0.512152, -0.438007, 1.0]], ['2, k, 6', [-0.419972, -0.583916, 1.0]], ['2, k, 7', [-0.369731, -0.624315, 1.0]], ['2, k, 8', [0.00487721, -0.261128, 1.0]], ['2, k, 9', [0.132466, -0.411502, 1.0]], ['2, k, 10', [0.0590864, -0.573861, 1.0]], ['2, k, 11', [0.0104568, -0.610249, 1.0]], ['2, k, 12', [-0.267449, -0.742269, 1.0]], ['2, k, 13', [-0.322736, -1.06673, 1.0]], ['2, k, 14', [-0.339779, -1.4045, 1.0]], ['2, k, 15', [-0.339522, -1.43794, 1.0]], ['2, k, 16', [-0.0921153, -0.741088, 1.0]], ['2, k, 17', [-0.0526742, -1.07895, 1.0]], ['2, k, 18', [-0.0352447, -1.42273, 1.0]], ['2, k, 19', [-0.0323661, -1.45393, 1.0]], ['2, k, 20', [-0.192562, -0.238215, 1.0]], ['2, k, 21', [-0.329918, -0.688372, 1.0]], ['2, k, 22', [-0.332366, -0.577327, 1.0]], ['2, k, 23', [-0.0198581, -0.676746, 1.0]], ['2, k, 24', [-0.026542, -0.565916, 1.0]]]
[['2, k, 0', [-0.182281, -0.751293, 1.0]], ['2, k, 1', [-0.188344, -0.456229, 1.0]], ['2, k, 2', [-0.194081, -0.166682, 1.0]], ['2, k, 3', [-0.192533, -0.0224432, 1.0]], ['2, k, 4', [-0.381817, -0.258595, 1.0]], ['2, k, 5', [-0.512018, -0.438474, 1.0]], ['2, k, 6', [-0.420127, -0.584527, 1.0]], ['2, k, 7', [-0.370176, -0.624206, 1.0]], ['2, k, 8', [0.00461291, -0.26084, 1.0]], ['2, k, 9', [0.132585, -0.41196, 1.0]], ['2, k, 10', [0.0590733, -0.57437, 1.0]], ['2, k, 11', [0.00912431, -0.614958, 1.0]], ['2, k, 12', [-0.267588, -0.742472, 1.0]], ['2, k, 13', [-0.322639, -1.06661, 1.0]], ['2, k, 14', [-0.339941, -1.40424, 1.0]], ['2, k, 15', [-0.285892, -1.4825, 1.0]], ['2, k, 16', [-0.0922468, -0.740981, 1.0]], ['2, k, 17', [-0.0525281, -1.07916, 1.0]], ['2, k, 18', [-0.0351804, -1.41984, 1.0]], ['2, k, 19', [-0.032573, -1.45175, 1.0]], ['2, k, 20', [-0.192755, -0.238451, 1.0]], ['2, k, 21', [-0.330243, -0.688858, 1.0]], ['2, k, 22', [-0.331805, -0.576195, 1.0]], ['2, k, 23', [-0.0198517, -0.683414, 1.0]], ['2, k, 24', [-0.0245863, -0.567318, 1.0]]]
[['2, k, 0', [-0.18255, -0.751355, 1.0]], ['2, k, 1', [-0.188537, -0.456382, 1.0]], ['2, k, 2', [-0.194338, -0.167049, 1.0]], ['2, k, 3', [-0.193441, -0.0225169, 1.0]], ['2, k, 4', [-0.382477, -0.258601, 1.0]], ['2, k, 5', [-0.511821, -0.438413, 1.0]], ['2, k, 6', [-0.420306, -0.584449, 1.0]], ['2, k, 7', [-0.371014, -0.625202, 1.0]], ['2, k, 8', [0.0043221, -0.260634, 1.0]], ['2, k, 9', [0.132577, -0.41242, 1.0]], ['2, k, 10', [0.0586694, -0.574512, 1.0]], ['2, k, 11', [0.00793227, -0.61578, 1.0]], ['2, k, 12', [-0.267913, -0.742663, 1.0]], ['2, k, 13', [-0.322662, -1.0662, 1.0]], ['2, k, 14', [-0.339799, -1.40441, 1.0]], ['2, k, 15', [-0.34039, -1.43818, 1.0]], ['2, k, 16', [-0.0924359, -0.740924, 1.0]], ['2, k, 17', [-0.0525714, -1.0791, 1.0]], ['2, k, 18', [-0.035309, -1.42059, 1.0]], ['2, k, 19', [-0.0332519, -1.45267, 1.0]], ['2, k, 20', [-0.193029, -0.238779, 1.0]], ['2, k, 21', [-0.329771, -0.689114, 1.0]], ['2, k, 22', [-0.333565, -0.577815, 1.0]], ['2, k, 23', [-0.0198546, -0.683412, 1.0]], ['2, k, 24', [-0.0239409, -0.569566, 1.0]]]
[['2, k, 0', [-0.183138, -0.751502, 1.0]], ['2, k, 1', [-0.188631, -0.456437, 1.0]], ['2, k, 2', [-0.194241, -0.167073, 1.0]], ['2, k, 3', [-0.194578, -0.0226143, 1.0]], ['2, k, 4', [-0.383001, -0.258776, 1.0]], ['2, k, 5', [-0.51128, -0.439202, 1.0]], ['2, k, 6', [-0.420299, -0.58551, 1.0]], ['2, k, 7', [-0.371066, -0.626417, 1.0]], ['2, k, 8', [0.00408206, -0.260417, 1.0]], ['2, k, 9', [0.132184, -0.412902, 1.0]], ['2, k, 10', [0.0583971, -0.574605, 1.0]], ['2, k, 11', [0.00751147, -0.615591, 1.0]], ['2, k, 12', [-0.268564, -0.743106, 1.0]], ['2, k, 13', [-0.323088, -1.06618, 1.0]], ['2, k, 14', [-0.339826, -1.40445, 1.0]], ['2, k, 15', [-0.340656, -1.43766, 1.0]], ['2, k, 16', [-0.0929257, -0.740796, 1.0]], ['2, k, 17', [-0.0527609, -1.07908, 1.0]], ['2, k, 18', [-0.0344008, -1.42043, 1.0]], ['2, k, 19', [-0.0325722, -1.45203, 1.0]], ['2, k, 20', [-0.193027, -0.238831, 1.0]], ['2, k, 21', [-0.330303, -0.690083, 1.0]], ['2, k, 22', [-0.332722, -0.577917, 1.0]], ['2, k, 23', [-0.0196132, -0.684525, 1.0]], ['2, k, 24', [-0.0275343, -0.564134, 1.0]]]
[['2, k, 0', [-0.184295, -0.751958, 1.0]], ['2, k, 1', [-0.18898, -0.456771, 1.0]], ['2, k, 2', [-0.194203, -0.167452, 1.0]], ['2, k, 3', [-0.196188, -0.0230547, 1.0]], ['2, k, 4', [-0.384577, -0.259764, 1.0]], ['2, k, 5', [-0.511197, -0.43886, 1.0]], ['2, k, 6', [-0.421569, -0.586584, 1.0]], ['2, k, 7', [-0.372054, -0.625451, 1.0]], ['2, k, 8', [0.00316569, -0.260435, 1.0]], ['2, k, 9', [0.131161, -0.413713, 1.0]], ['2, k, 10', [0.0545547, -0.57679, 1.0]], ['2, k, 11', [0.00261598, -0.616328, 1.0]], ['2, k, 12', [-0.269753, -0.743727, 1.0]], ['2, k, 13', [-0.323448, -1.06567, 1.0]], ['2, k, 14', [-0.339961, -1.40426, 1.0]], ['2, k, 15', [-0.341824, -1.43725, 1.0]], ['2, k, 16', [-0.0939732, -0.74103, 1.0]], ['2, k, 17', [-0.0528574, -1.07907, 1.0]], ['2, k, 18', [-0.034129, -1.41751, 1.0]], ['2, k, 19', [-0.0333164, -1.44956, 1.0]], ['2, k, 20', [-0.193101, -0.239182, 1.0]], ['2, k, 21', [-0.331031, -0.691594, 1.0]], ['2, k, 22', [-0.334391, -0.580239, 1.0]], ['2, k, 23', [-0.0266371, -0.682291, 1.0]], ['2, k, 24', [-0.0296283, -0.572341, 1.0]]]
[['2, k, 0', [-0.185778, -0.752026, 1.0]], ['2, k, 1', [-0.189709, -0.457155, 1.0]], ['2, k, 2', [-0.194567, -0.168237, 1.0]], ['2, k, 3', [-0.198146, -0.0233083, 1.0]], ['2, k, 4', [-0.384942, -0.259817, 1.0]], ['2, k, 5', [-0.511555, -0.438924, 1.0]], ['2, k, 6', [-0.422754, -0.587335, 1.0]], ['2, k, 7', [-0.374864, -0.62617, 1.0]], ['2, k, 8', [0.00215695, -0.260586, 1.0]], ['2, k, 9', [0.129175, -0.414859, 1.0]], ['2, k, 10', [0.0545461, -0.575742, 1.0]], ['2, k, 11', [0.00253852, -0.615294, 1.0]], ['2, k, 12', [-0.271289, -0.743968, 1.0]], ['2, k, 13', [-0.323614, -1.0657, 1.0]], ['2, k, 14', [-0.3404, -1.40207, 1.0]], ['2, k, 15', [-0.294661, -1.49029, 1.0]], ['2, k, 16', [-0.0954149, -0.740901, 1.0]], ['2, k, 17', [-0.0536038, -1.07904, 1.0]], ['2, k, 18', [-0.0341164, -1.4175, 1.0]], ['2, k, 19', [0.000805352, -1.45239, 1.0]], ['2, k, 20', [-0.193589, -0.239852, 1.0]], ['2, k, 21', [-0.334875, -0.693512, 1.0]], ['2, k, 22', [-0.333626, -0.579236, 1.0]], ['2, k, 23', [-0.0237263, -0.681885, 1.0]], ['2, k, 24', [-0.0291575, -0.570929, 1.0]]]
[['2, k, 0', [-0.18891, -0.752527, 1.0]], ['2, k, 1', [-0.191103, -0.457717, 1.0]], ['2, k, 2', [-0.195081, -0.168824, 1.0]], ['2, k, 3', [-0.200181, -0.0236841, 1.0]], ['2, k, 4', [-0.386448, -0.259676, 1.0]], ['2, k, 5', [-0.511691, -0.439442, 1.0]], ['2, k, 6', [-0.423922, -0.588759, 1.0]], ['2, k, 7', [-0.378832, -0.635348, 1.0]], ['2, k, 8', [0.000767217, -0.261193, 1.0]], ['2, k, 9', [0.128748, -0.413139, 1.0]], ['2, k, 10', [0.054591, -0.575098, 1.0]], ['2, k, 11', [0.000934794, -0.614332, 1.0]], ['2, k, 12', [-0.274915, -0.744538, 1.0]], ['2, k, 13', [-0.324385, -1.0663, 1.0]], ['2, k, 14', [-0.340596, -1.40119, 1.0]], ['2, k, 15', [-0.34393, -1.43318, 1.0]], ['2, k, 16', [-0.0980712, -0.741269, 1.0]], ['2, k, 17', [-0.054503, -1.07888, 1.0]], ['2, k, 18', [-0.0337122, -1.41859, 1.0]], ['2, k, 19', [-0.0343167, -1.4496, 1.0]], ['2, k, 20', [-0.194298, -0.240417, 1.0]], ['2, k, 21', [-0.341392, -0.702326, 1.0]], ['2, k, 22', [-0.34057, -0.588798, 1.0]], ['2, k, 23', [-0.0267205, -0.684524, 1.0]], ['2, k, 24', [-0.0305814, -0.569764, 1.0]]]
[['2, k, 0', [-0.192252, -0.753182, 1.0]], ['2, k, 1', [-0.193175, -0.45885, 1.0]], ['2, k, 2', [-0.196106, -0.17049, 1.0]], ['2, k, 3', [-0.202086, -0.0241454, 1.0]], ['2, k, 4', [-0.389665, -0.259038, 1.0]], ['2, k, 5', [-0.516503, -0.434235, 1.0]], ['2, k, 6', [-0.429192, -0.581807, 1.0]], ['2, k, 7', [-0.384476, -0.621717, 1.0]], ['2, k, 8', [-0.00167982, -0.262228, 1.0]], ['2, k, 9', [0.127378, -0.412718, 1.0]], ['2, k, 10', [0.0535574, -0.574726, 1.0]], ['2, k, 11', [-0.000653534, -0.612377, 1.0]], ['2, k, 12', [-0.278041, -0.744904, 1.0]], ['2, k, 13', [-0.326755, -1.06789, 1.0]], ['2, k, 14', [-0.340827, -1.40123, 1.0]], ['2, k, 15', [-0.281222, -1.48184, 1.0]], ['2, k, 16', [-0.101603, -0.742151, 1.0]], ['2, k, 17', [-0.0555337, -1.07916, 1.0]], ['2, k, 18', [-0.0340852, -1.42001, 1.0]], ['2, k, 19', [-0.03657, -1.45151, 1.0]], ['2, k, 20', [-0.195594, -0.241927, 1.0]], ['2, k, 21', [-0.349608, -0.689363, 1.0]], ['2, k, 22', [-0.336254, -0.578722, 1.0]], ['2, k, 23', [-0.0286549, -0.683073, 1.0]], ['2, k, 24', [-0.0306989, -0.570165, 1.0]]]
[['2, k, 0', [-0.198427, -0.753354, 1.0]], ['2, k, 1', [-0.195583, -0.45905, 1.0]], ['2, k, 2', [-0.196481, -0.170426, 1.0]], ['2, k, 3', [-0.203838, -0.0241026, 1.0]], ['2, k, 4', [-0.392504, -0.257522, 1.0]], ['2, k, 5', [-0.526372, -0.419969, 1.0]], ['2, k, 6', [-0.441002, -0.566666, 1.0]], ['2, k, 7', [-0.399167, -0.609112, 1.0]], ['2, k, 8', [-0.00418804, -0.26403, 1.0]], ['2, k, 9', [0.127833, -0.412094, 1.0]], ['2, k, 10', [0.0440549, -0.576281, 1.0]], ['2, k, 11', [-0.0120087, -0.613321, 1.0]], ['2, k, 12', [-0.284162, -0.744539, 1.0]], ['2, k, 13', [-0.329929, -1.06937, 1.0]], ['2, k, 14', [-0.340906, -1.40125, 1.0]], ['2, k, 15', [-0.285063, -1.48417, 1.0]], ['2, k, 16', [-0.107999, -0.742766, 1.0]], ['2, k, 17', [-0.0578209, -1.08103, 1.0]], ['2, k, 18', [-0.0344537, -1.41842, 1.0]], ['2, k, 19', [-0.0382395, -1.44997, 1.0]], ['2, k, 20', [-0.196296, -0.241939, 1.0]], ['2, k, 21', [-0.360651, -0.674027, 1.0]], ['2, k, 22', [-0.352863, -0.565583, 1.0]], ['2, k, 23', [-0.0403213, -0.68335, 1.0]], ['2, k, 24', [-0.0460395, -0.565552, 1.0]]]
[['2, k, 0', [-0.204314, -0.754272, 1.0]], ['2, k, 1', [-0.198928, -0.460262, 1.0]], ['2, k, 2', [-0.19716, -0.171351, 1.0]], ['2, k, 3', [-0.205521, -0.0246328, 1.0]], ['2, k, 4', [-0.395636, -0.257406, 1.0]], ['2, k, 5', [-0.5281, -0.41814, 1.0]], ['2, k, 6', [-0.445876, -0.566038, 1.0]], ['2, k, 7', [-0.408441, -0.609376, 1.0]], ['2, k, 8', [-0.00610116, -0.265167, 1.0]], ['2, k, 9', [0.126026, -0.414249, 1.0]], ['2, k, 10', [0.0396339, -0.576113, 1.0]], ['2, k, 11', [-0.0175669, -0.612189, 1.0]], ['2, k, 12', [-0.289618, -0.744981, 1.0]], ['2, k, 13', [-0.333328, -1.07121, 1.0]], ['2, k, 14', [-0.341019, -1.40207, 1.0]], ['2, k, 15', [-0.2851, -1.48481, 1.0]], ['2, k, 16', [-0.114017, -0.744133, 1.0]], ['2, k, 17', [-0.0617671, -1.08449, 1.0]], ['2, k, 18', [-0.0338691, -1.41758, 1.0]], ['2, k, 19', [-0.00640644, -1.46618, 1.0]], ['2, k, 20', [-0.197468, -0.242912, 1.0]], ['2, k, 21', [-0.370679, -0.67688, 1.0]], ['2, k, 22', [-0.360842, -0.567955, 1.0]], ['2, k, 23', [-0.0471228, -0.683254, 1.0]], ['2, k, 24', [-0.0509748, -0.568651, 1.0]]]
[['2, k, 0', [-0.212439, -0.755226, 1.0]], ['2, k, 1', [-0.202288, -0.461134, 1.0]], ['2, k, 2', [-0.197331, -0.171909, 1.0]], ['2, k, 3', [-0.20703, -0.0251307, 1.0]], ['2, k, 4', [-0.39897, -0.256986, 1.0]], ['2, k, 5', [-0.528786, -0.418246, 1.0]], ['2, k, 6', [-0.448528, -0.567061, 1.0]], ['2, k, 7', [-0.417455, -0.607911, 1.0]], ['2, k, 8', [-0.010254, -0.267854, 1.0]], ['2, k, 9', [0.120874, -0.420316, 1.0]], ['2, k, 10', [0.034243, -0.577657, 1.0]], ['2, k, 11', [-0.0207561, -0.608205, 1.0]], ['2, k, 12', [-0.296452, -0.744755, 1.0]], ['2, k, 13', [-0.338544, -1.07315, 1.0]], ['2, k, 14', [-0.341214, -1.40195, 1.0]], ['2, k, 15', [-0.286307, -1.48577, 1.0]], ['2, k, 16', [-0.1235, -0.746446, 1.0]], ['2, k, 17', [-0.0646593, -1.08554, 1.0]], ['2, k, 18', [-0.0327733, -1.40931, 1.0]], ['2, k, 19', [-0.0395111, -1.44102, 1.0]], ['2, k, 20', [-0.198183, -0.243498, 1.0]], ['2, k, 21', [-0.392101, -0.681875, 1.0]], ['2, k, 22', [-0.366261, -0.571818, 1.0]], ['2, k, 23', [-0.0507349, -0.681616, 1.0]], ['2, k, 24', [-0.0528654, -0.5688, 1.0]]]
[['2, k, 0', [-0.219798, -0.755169, 1.0]], ['2, k, 1', [-0.206027, -0.461455, 1.0]], ['2, k, 2', [-0.197601, -0.172157, 1.0]], ['2, k, 3', [-0.207696, -0.0254647, 1.0]], ['2, k, 4', [-0.40121, -0.255673, 1.0]], ['2, k, 5', [-0.532889, -0.417947, 1.0]], ['2, k, 6', [-0.451166, -0.569624, 1.0]], ['2, k, 7', [-0.423354, -0.609483, 1.0]], ['2, k, 8', [-0.0126637, -0.268967, 1.0]], ['2, k, 9', [0.117434, -0.424905, 1.0]], ['2, k, 10', [0.0270404, -0.581071, 1.0]], ['2, k, 11', [-0.0320133, -0.614457, 1.0]], ['2, k, 12', [-0.302984, -0.744808, 1.0]], ['2, k, 13', [-0.343515, -1.07517, 1.0]], ['2, k, 14', [-0.342695, -1.40288, 1.0]], ['2, k, 15', [-0.285114, -1.48589, 1.0]], ['2, k, 16', [-0.131833, -0.746165, 1.0]], ['2, k, 17', [-0.0727438, -1.08363, 1.0]], ['2, k, 18', [-0.0332623, -1.4078, 1.0]], ['2, k, 19', [-0.0404488, -1.4403, 1.0]], ['2, k, 20', [-0.199055, -0.243794, 1.0]], ['2, k, 21', [-0.397301, -0.682292, 1.0]], ['2, k, 22', [-0.370454, -0.575095, 1.0]], ['2, k, 23', [-0.0625993, -0.688222, 1.0]], ['2, k, 24', [-0.0651262, -0.573961, 1.0]]]
[['2, k, 0', [-0.229055, -0.755842, 1.0]], ['2, k, 1', [-0.20987, -0.461959, 1.0]], ['2, k, 2', [-0.197598, -0.172365, 1.0]], ['2, k, 3', [-0.20854, -0.0258195, 1.0]], ['2, k, 4', [-0.406022, -0.254776, 1.0]], ['2, k, 5', [-0.535762, -0.416096, 1.0]], ['2, k, 6', [-0.454961, -0.573449, 1.0]], ['2, k, 7', [-0.428875, -0.617626, 1.0]], ['2, k, 8', [-0.0158491, -0.271955, 1.0]], ['2, k, 9', [0.113149, -0.436341, 1.0]], ['2, k, 10', [0.0139786, -0.588247, 1.0]], ['2, k, 11', [-0.0447407, -0.619986, 1.0]], ['2, k, 12', [-0.310739, -0.744908, 1.0]], ['2, k, 13', [-0.347954, -1.07536, 1.0]], ['2, k, 14', [-0.343902, -1.4047, 1.0]], ['2, k, 15', [-0.287094, -1.4789, 1.0]], ['2, k, 16', [-0.142505, -0.747474, 1.0]], ['2, k, 17', [-0.0794158, -1.08443, 1.0]], ['2, k, 18', [-0.0324099, -1.41163, 1.0]], ['2, k, 19', [-0.00213931, -1.4613, 1.0]], ['2, k, 20', [-0.199622, -0.244059, 1.0]], ['2, k, 21', [-0.398525, -0.686378, 1.0]], ['2, k, 22', [-0.378121, -0.574703, 1.0]], ['2, k, 23', [-0.076895, -0.69203, 1.0]], ['2, k, 24', [-0.0790441, -0.575377, 1.0]]]
[['2, k, 0', [-0.238636, -0.756052, 1.0]], ['2, k, 1', [-0.214707, -0.462655, 1.0]], ['2, k, 2', [-0.197782, -0.17285, 1.0]], ['2, k, 3', [-0.208908, -0.0259901, 1.0]], ['2, k, 4', [-0.407227, -0.253966, 1.0]], ['2, k, 5', [-0.537825, -0.416947, 1.0]], ['2, k, 6', [-0.465963, -0.573425, 1.0]], ['2, k, 7', [-0.433283, -0.614715, 1.0]], ['2, k, 8', [-0.0170851, -0.272998, 1.0]], ['2, k, 9', [0.108623, -0.443493, 1.0]], ['2, k, 10', [-0.00128531, -0.590657, 1.0]], ['2, k, 11', [-0.0621726, -0.625114, 1.0]], ['2, k, 12', [-0.318575, -0.743934, 1.0]], ['2, k, 13', [-0.353373, -1.07652, 1.0]], ['2, k, 14', [-0.344751, -1.40826, 1.0]], ['2, k, 15', [-0.285205, -1.48167, 1.0]], ['2, k, 16', [-0.153316, -0.749023, 1.0]], ['2, k, 17', [-0.0861659, -1.09595, 1.0]], ['2, k, 18', [-0.0337334, -1.41393, 1.0]], ['2, k, 19', [-0.0017384, -1.46199, 1.0]], ['2, k, 20', [-0.200654, -0.244669, 1.0]], ['2, k, 21', [-0.394628, -0.676725, 1.0]], ['2, k, 22', [-0.380384, -0.567428, 1.0]], ['2, k, 23', [-0.0975724, -0.694109, 1.0]], ['2, k, 24', [-0.0986232, -0.574777, 1.0]]]
[['2, k, 0', [-0.249555, -0.757286, 1.0]], ['2, k, 1', [-0.220236, -0.463554, 1.0]], ['2, k, 2', [-0.198006, -0.173163, 1.0]], ['2, k, 3', [-0.20913, -0.0263345, 1.0]], ['2, k, 4', [-0.40836, -0.253308, 1.0]], ['2, k, 5', [-0.547321, -0.413773, 1.0]], ['2, k, 6', [-0.474044, -0.574321, 1.0]], ['2, k, 7', [-0.439177, -0.615411, 1.0]], ['2, k, 8', [-0.0218845, -0.277959, 1.0]], ['2, k, 9', [0.104329, -0.450453, 1.0]], ['2, k, 10', [-0.0040494, -0.593525, 1.0]], ['2, k, 11', [-0.06379, -0.622929, 1.0]], ['2, k, 12', [-0.327834, -0.743779, 1.0]], ['2, k, 13', [-0.35902, -1.07765, 1.0]], ['2, k, 14', [-0.345571, -1.40818, 1.0]], ['2, k, 15', [-0.359809, -1.43811, 1.0]], ['2, k, 16', [-0.165173, -0.751646, 1.0]], ['2, k, 17', [-0.0917669, -1.09249, 1.0]], ['2, k, 18', [-0.0348078, -1.41419, 1.0]], ['2, k, 19', [-0.0561523, -1.47949, 1.0]], ['2, k, 20', [-0.201899, -0.245224, 1.0]], ['2, k, 21', [-0.395596, -0.671833, 1.0]], ['2, k, 22', [-0.388665, -0.563624, 1.0]], ['2, k, 23', [-0.0976733, -0.694979, 1.0]], ['2, k, 24', [-0.0985109, -0.576789, 1.0]]]
