[['2, k, 0', [-0.2054355, -0.4365312, 1.0]], ['2, k, 1', [-0.1958667, -0.1958535, 1.0]], ['2, k, 2', [-0.1852338, 0.04166592, 1.0]], ['2, k, 3', [-0.1819345, 0.1698832, 1.0]], ['2, k, 4', [-0.3591161, -0.05958552, 1.0]], ['2, k, 5', [-0.4681786, -0.2495494, 1.0]], ['2, k, 6', [-0.4988019, -0.3858674, 1.0]], ['2, k, 7', [-0.4899689, -0.4398441, 1.0]], ['2, k, 8', [-0.02255144, -0.08395682, 1.0]], ['2, k, 9', [0.03797847, -0.2910567, 1.0]], ['2, k, 10', [0.1075227, -0.3200336, 1.0]], ['2, k, 11', [0.1300072, -0.3138345, 1.0]], ['2, k, 12', [-0.2759701, -0.4259744, 1.0]], ['2, k, 13', [-0.2726194, -0.5466735, 1.0]], ['2, k, 14', [-0.2096963, -0.9029777, 1.0]], ['2, k, 15', [-0.1958318, -0.956449, 1.0]], ['2, k, 16', [-0.1311322, -0.4362632, 1.0]], ['2, k, 17', [-0.05354104, -0.5243028, 1.0]], ['2, k, 18', [-0.009978815, -0.9158683, 1.0]], ['2, k, 19', [-0.0001965184, -0.9857201, 1.0]], ['2, k, 20', [-0.188232, -0.01715264, 1.0]], ['2, k, 21', [-0.4876199, -0.489937, 1.0]], ['2, k, 22', [-0.519983, -0.4534715, 1.0]], ['2, k, 23', [0.1214288, -0.3462622, 1.0]], ['2, k, 24', [0.1911113, -0.2890764, 1.0]]]
[['2, k, 0', [-0.2060786, -0.4378148, 1.0]], ['2, k, 1', [-0.1964816, -0.1964994, 1.0]], ['2, k, 2', [-0.1861146, 0.04028385, 1.0]], ['2, k, 3', [-0.1839708, 0.1692358, 1.0]], ['2, k, 4', [-0.357623, -0.05968555, 1.0]], ['2, k, 5', [-0.4673799, -0.2517551, 1.0]], ['2, k, 6', [-0.4989838, -0.388122, 1.0]], ['2, k, 7', [-0.491877, -0.4464065, 1.0]], ['2, k, 8', [-0.02396629, -0.08427403, 1.0]], ['2, k, 9', [0.04218788, -0.3056231, 1.0]], ['2, k, 10', [0.1077706, -0.2504931, 1.0]], ['2, k, 11', [0.146477, -0.1959932, 1.0]], ['2, k, 12', [-0.2763911, -0.4279901, 1.0]], ['2, k, 13', [-0.2726407, -0.5468982, 1.0]], ['2, k, 14', [-0.2098209, -0.9035729, 1.0]], ['2, k, 15', [-0.1950011, -0.9590659, 1.0]], ['2, k, 16', [-0.130975, -0.4370265, 1.0]], ['2, k, 17', [-0.05336118, -0.5256572, 1.0]], ['2, k, 18', [-0.009675577, -0.9142509, 1.0]], ['2, k, 19', [-0.002091435, -0.984924, 1.0]], ['2, k, 20', [-0.1889461, -0.01829109, 1.0]], ['2, k, 21', [-0.4903497, -0.4986688, 1.0]], ['2, k, 22', [-0.5162671, -0.4672039, 1.0]], ['2, k, 23', [0.1574851, -0.2052677, 1.0]], ['2, k, 24', [0.1996517, -0.1822153, 1.0]]]
[['2, k, 0', [-0.2062289, -0.4379115, 1.0]], ['2, k, 1', [-0.1965652, -0.1965683, 1.0]], ['2, k, 2', [-0.18619, 0.04019089, 1.0]], ['2, k, 3', [-0.1839298, 0.1693737, 1.0]], ['2, k, 4', [-0.3575768, -0.05952703, 1.0]], ['2, k, 5', [-0.4679043, -0.2532198, 1.0]], ['2, k, 6', [-0.4991558, -0.3883764, 1.0]], ['2, k, 7', [-0.4909846, -0.4462, 1.0]], ['2, k, 8', [-0.02402369, -0.08432686, 1.0]], ['2, k, 9', [0.03926342, -0.3143721, 1.0]], ['2, k, 10', [0.102236, -0.2467258, 1.0]], ['2, k, 11', [0.1294876, -0.1712162, 1.0]], ['2, k, 12', [-0.276514, -0.4280267, 1.0]], ['2, k, 13', [-0.2726634, -0.5469341, 1.0]], ['2, k, 14', [-0.2097929, -0.9035573, 1.0]], ['2, k, 15', [-0.1951661, -0.9578097, 1.0]], ['2, k, 16', [-0.13114, -0.4371896, 1.0]], ['2, k, 17', [-0.05353199, -0.5256911, 1.0]], ['2, k, 18', [-0.009518767, -0.91443, 1.0]], ['2, k, 19', [-0.001799933, -0.9852247, 1.0]], ['2, k, 20', [-0.1890174, -0.01838044, 1.0]], ['2, k, 21', [-0.4875259, -0.4961517, 1.0]], ['2, k, 22', [-0.5138745, -0.4867551, 1.0]], ['2, k, 23', [0.1421224, -0.1548388, 1.0]], ['2, k, 24', [0.1831868, -0.1555442, 1.0]]]
[['2, k, 0', [-0.2064485, -0.4382343, 1.0]], ['2, k, 1', [-0.196587, -0.1966668, 1.0]], ['2, k, 2', [-0.1861479, 0.04015561, 1.0]], ['2, k, 3', [-0.1839902, 0.1693974, 1.0]], ['2, k, 4', [-0.3571715, -0.06002187, 1.0]], ['2, k, 5', [-0.4675116, -0.253131, 1.0]], ['2, k, 6', [-0.4995492, -0.3883207, 1.0]], ['2, k, 7', [-0.4936943, -0.4467549, 1.0]], ['2, k, 8', [-0.02406763, -0.08440729, 1.0]], ['2, k, 9', [0.04069256, -0.3136511, 1.0]], ['2, k, 10', [0.1042951, -0.1827306, 1.0]], ['2, k, 11', [0.1169487, -0.1376809, 1.0]], ['2, k, 12', [-0.2768584, -0.4282708, 1.0]], ['2, k, 13', [-0.2726636, -0.5469289, 1.0]], ['2, k, 14', [-0.209851, -0.9041583, 1.0]], ['2, k, 15', [-0.1952027, -0.9573679, 1.0]], ['2, k, 16', [-0.1312275, -0.4376006, 1.0]], ['2, k, 17', [-0.05349454, -0.5257152, 1.0]], ['2, k, 18', [-0.009405182, -0.9144235, 1.0]], ['2, k, 19', [-0.001541238, -0.9836737, 1.0]], ['2, k, 20', [-0.1889853, -0.01842737, 1.0]], ['2, k, 21', [-0.494543, -0.5022362, 1.0]], ['2, k, 22', [-0.5235791, -0.4452461, 1.0]], ['2, k, 23', [0.1235892, -0.1050994, 1.0]], ['2, k, 24', [0.1734768, -0.1267766, 1.0]]]
[['2, k, 0', [-0.2064612, -0.4383181, 1.0]], ['2, k, 1', [-0.1966264, -0.1967231, 1.0]], ['2, k, 2', [-0.1862334, 0.0401014, 1.0]], ['2, k, 3', [-0.1839098, 0.1694034, 1.0]], ['2, k, 4', [-0.3570967, -0.06018308, 1.0]], ['2, k, 5', [-0.468515, -0.2529829, 1.0]], ['2, k, 6', [-0.4995082, -0.3884254, 1.0]], ['2, k, 7', [-0.4906039, -0.4464774, 1.0]], ['2, k, 8', [-0.02414438, -0.08444624, 1.0]], ['2, k, 9', [0.03897837, -0.3132205, 1.0]], ['2, k, 10', [0.09987833, -0.1698815, 1.0]], ['2, k, 11', [0.1105296, -0.1036115, 1.0]], ['2, k, 12', [-0.2768666, -0.4283148, 1.0]], ['2, k, 13', [-0.2726511, -0.5469601, 1.0]], ['2, k, 14', [-0.2096021, -0.9045336, 1.0]], ['2, k, 15', [-0.1951543, -0.9575156, 1.0]], ['2, k, 16', [-0.1312364, -0.4377417, 1.0]], ['2, k, 17', [-0.05336193, -0.5258986, 1.0]], ['2, k, 18', [-0.009443801, -0.9141769, 1.0]], ['2, k, 19', [-0.00255291, -0.982055, 1.0]], ['2, k, 20', [-0.1890509, -0.01848249, 1.0]], ['2, k, 21', [-0.4864329, -0.4965132, 1.0]], ['2, k, 22', [-0.5093027, -0.4788345, 1.0]], ['2, k, 23', [0.1227358, -0.05938946, 1.0]], ['2, k, 24', [0.1704981, -0.09505649, 1.0]]]
[['2, k, 0', [-0.2064473, -0.4383213, 1.0]], ['2, k, 1', [-0.1966241, -0.1967226, 1.0]], ['2, k, 2', [-0.1862316, 0.04010336, 1.0]], ['2, k, 3', [-0.1839195, 0.1694094, 1.0]], ['2, k, 4', [-0.3571291, -0.06019489, 1.0]], ['2, k, 5', [-0.4684991, -0.2530407, 1.0]], ['2, k, 6', [-0.4995056, -0.3886394, 1.0]], ['2, k, 7', [-0.4923612, -0.4458749, 1.0]], ['2, k, 8', [-0.02428148, -0.08457812, 1.0]], ['2, k, 9', [0.04392256, -0.3083471, 1.0]], ['2, k, 10', [0.09165104, -0.1400315, 1.0]], ['2, k, 11', [0.1007059, -0.07944512, 1.0]], ['2, k, 12', [-0.276831, -0.4283138, 1.0]], ['2, k, 13', [-0.2726561, -0.5469634, 1.0]], ['2, k, 14', [-0.2096147, -0.9048003, 1.0]], ['2, k, 15', [-0.195265, -0.9572064, 1.0]], ['2, k, 16', [-0.1312389, -0.437745, 1.0]], ['2, k, 17', [-0.05323964, -0.5258428, 1.0]], ['2, k, 18', [-0.009546309, -0.9142935, 1.0]], ['2, k, 19', [-0.003131649, -0.9820296, 1.0]], ['2, k, 20', [-0.1890477, -0.01848131, 1.0]], ['2, k, 21', [-0.4864702, -0.499788, 1.0]], ['2, k, 22', [-0.5182867, -0.4706368, 1.0]], ['2, k, 23', [0.1043041, -0.02674885, 1.0]], ['2, k, 24', [0.1676145, -0.06234326, 1.0]]]
[['2, k, 0', [-0.2063944, -0.4382231, 1.0]], ['2, k, 1', [-0.1965912, -0.1966478, 1.0]], ['2, k, 2', [-0.1862178, 0.04015268, 1.0]], ['2, k, 3', [-0.1838594, 0.1695881, 1.0]], ['2, k, 4', [-0.357124, -0.06020832, 1.0]], ['2, k, 5', [-0.4682106, -0.2528216, 1.0]], ['2, k, 6', [-0.4996188, -0.3887988, 1.0]], ['2, k, 7', [-0.4925776, -0.4482545, 1.0]], ['2, k, 8', [-0.02665004, -0.08145887, 1.0]], ['2, k, 9', [0.05431231, -0.2738877, 1.0]], ['2, k, 10', [0.08593986, -0.1116375, 1.0]], ['2, k, 11', [0.09362667, -0.04995434, 1.0]], ['2, k, 12', [-0.2767663, -0.4282415, 1.0]], ['2, k, 13', [-0.2726347, -0.5469248, 1.0]], ['2, k, 14', [-0.2095891, -0.9046605, 1.0]], ['2, k, 15', [-0.1951338, -0.9571549, 1.0]], ['2, k, 16', [-0.1311855, -0.4376007, 1.0]], ['2, k, 17', [-0.05318934, -0.5258584, 1.0]], ['2, k, 18', [-0.009579322, -0.9143333, 1.0]], ['2, k, 19', [-0.004134977, -0.9812936, 1.0]], ['2, k, 20', [-0.1890258, -0.01842657, 1.0]], ['2, k, 21', [-0.4943002, -0.504217, 1.0]], ['2, k, 22', [-0.5174778, -0.4625074, 1.0]], ['2, k, 23', [0.09652935, 0.007283741, 1.0]], ['2, k, 24', [0.1548806, -0.04241366, 1.0]]]
[['2, k, 0', [-0.2064245, -0.4382559, 1.0]], ['2, k, 1', [-0.1965992, -0.1967091, 1.0]], ['2, k, 2', [-0.186197, 0.04002596, 1.0]], ['2, k, 3', [-0.1838317, 0.169534, 1.0]], ['2, k, 4', [-0.3571814, -0.06020795, 1.0]], ['2, k, 5', [-0.4682393, -0.2528013, 1.0]], ['2, k, 6', [-0.4996926, -0.3889096, 1.0]], ['2, k, 7', [-0.4917096, -0.4461338, 1.0]], ['2, k, 8', [-0.0265724, -0.0819667, 1.0]], ['2, k, 9', [0.05551294, -0.275086, 1.0]], ['2, k, 10', [0.07841622, -0.100561, 1.0]], ['2, k, 11', [0.08140238, -0.03241225, 1.0]], ['2, k, 12', [-0.2767697, -0.4282305, 1.0]], ['2, k, 13', [-0.2726462, -0.5468937, 1.0]], ['2, k, 14', [-0.2095932, -0.9046775, 1.0]], ['2, k, 15', [-0.1969314, -0.9602815, 1.0]], ['2, k, 16', [-0.1312775, -0.4377219, 1.0]], ['2, k, 17', [-0.0530506, -0.5256857, 1.0]], ['2, k, 18', [-0.009568504, -0.9144142, 1.0]], ['2, k, 19', [-0.004194354, -0.9814227, 1.0]], ['2, k, 20', [-0.1890089, -0.0185391, 1.0]], ['2, k, 21', [-0.4869303, -0.5016437, 1.0]], ['2, k, 22', [-0.5142505, -0.4600483, 1.0]], ['2, k, 23', [0.0968414, 0.02554843, 1.0]], ['2, k, 24', [0.1458314, -0.02541944, 1.0]]]
[['2, k, 0', [-0.2064099, -0.438261, 1.0]], ['2, k, 1', [-0.196499, -0.1967386, 1.0]], ['2, k, 2', [-0.1859455, 0.03995563, 1.0]], ['2, k, 3', [-0.1836938, 0.1697026, 1.0]], ['2, k, 4', [-0.3572129, -0.06017306, 1.0]], ['2, k, 5', [-0.4686143, -0.252616, 1.0]], ['2, k, 6', [-0.4998397, -0.3890092, 1.0]], ['2, k, 7', [-0.491098, -0.4473048, 1.0]], ['2, k, 8', [-0.02662455, -0.08205283, 1.0]], ['2, k, 9', [0.06015677, -0.2735642, 1.0]], ['2, k, 10', [0.0678557, -0.05803966, 1.0]], ['2, k, 11', [0.07273102, -0.01866484, 1.0]], ['2, k, 12', [-0.2767415, -0.4281921, 1.0]], ['2, k, 13', [-0.2727644, -0.5457941, 1.0]], ['2, k, 14', [-0.209896, -0.9026257, 1.0]], ['2, k, 15', [-0.1966201, -0.9584043, 1.0]], ['2, k, 16', [-0.1312767, -0.4378555, 1.0]], ['2, k, 17', [-0.05309642, -0.5255034, 1.0]], ['2, k, 18', [-0.009595471, -0.9144876, 1.0]], ['2, k, 19', [-0.004209801, -0.9811475, 1.0]], ['2, k, 20', [-0.1887914, -0.01860107, 1.0]], ['2, k, 21', [-0.4852661, -0.4980741, 1.0]], ['2, k, 22', [-0.5148376, -0.4505771, 1.0]], ['2, k, 23', [0.07463527, 0.04197698, 1.0]], ['2, k, 24', [0.1335478, -0.01487079, 1.0]]]
[['2, k, 0', [-0.2062431, -0.4381151, 1.0]], ['2, k, 1', [-0.1964644, -0.1967527, 1.0]], ['2, k, 2', [-0.1859446, 0.03974881, 1.0]], ['2, k, 3', [-0.1836305, 0.1697042, 1.0]], ['2, k, 4', [-0.3572062, -0.06008284, 1.0]], ['2, k, 5', [-0.4682372, -0.2525994, 1.0]], ['2, k, 6', [-0.4998696, -0.3890234, 1.0]], ['2, k, 7', [-0.4925225, -0.4478812, 1.0]], ['2, k, 8', [-0.02800033, -0.07981391, 1.0]], ['2, k, 9', [0.06167312, -0.2696385, 1.0]], ['2, k, 10', [0.06211513, -0.04046103, 1.0]], ['2, k, 11', [0.06332529, -0.004165627, 1.0]], ['2, k, 12', [-0.276483, -0.4280321, 1.0]], ['2, k, 13', [-0.272811, -0.545156, 1.0]], ['2, k, 14', [-0.2108045, -0.8999454, 1.0]], ['2, k, 15', [-0.198247, -0.9592969, 1.0]], ['2, k, 16', [-0.1310958, -0.4376117, 1.0]], ['2, k, 17', [-0.05327297, -0.5254042, 1.0]], ['2, k, 18', [-0.009879224, -0.9142436, 1.0]], ['2, k, 19', [-0.005078081, -0.9805631, 1.0]], ['2, k, 20', [-0.188769, -0.0187319, 1.0]], ['2, k, 21', [-0.4890355, -0.500322, 1.0]], ['2, k, 22', [-0.5107825, -0.4965359, 1.0]], ['2, k, 23', [0.05813747, 0.05883919, 1.0]], ['2, k, 24', [0.1237886, 0.002076282, 1.0]]]
[['2, k, 0', [-0.2058267, -0.4377487, 1.0]], ['2, k, 1', [-0.1961633, -0.1966789, 1.0]], ['2, k, 2', [-0.1857229, 0.03967117, 1.0]], ['2, k, 3', [-0.1836554, 0.1696828, 1.0]], ['2, k, 4', [-0.3569807, -0.05977549, 1.0]], ['2, k, 5', [-0.4679102, -0.2520504, 1.0]], ['2, k, 6', [-0.5000085, -0.3892435, 1.0]], ['2, k, 7', [-0.4927106, -0.4468828, 1.0]], ['2, k, 8', [-0.02877127, -0.07916401, 1.0]], ['2, k, 9', [0.06359417, -0.2619557, 1.0]], ['2, k, 10', [0.05478181, -0.02620268, 1.0]], ['2, k, 11', [0.05448593, 0.009344975, 1.0]], ['2, k, 12', [-0.2761489, -0.4277034, 1.0]], ['2, k, 13', [-0.2730323, -0.5442644, 1.0]], ['2, k, 14', [-0.2114541, -0.897514, 1.0]], ['2, k, 15', [-0.1984593, -0.9578983, 1.0]], ['2, k, 16', [-0.1305763, -0.4372049, 1.0]], ['2, k, 17', [-0.05326923, -0.5253411, 1.0]], ['2, k, 18', [-0.01003635, -0.9141082, 1.0]], ['2, k, 19', [-0.004876016, -0.9809119, 1.0]], ['2, k, 20', [-0.188529, -0.01878267, 1.0]], ['2, k, 21', [-0.4898477, -0.4978591, 1.0]], ['2, k, 22', [-0.5196131, -0.4528866, 1.0]], ['2, k, 23', [0.0544062, 0.07581703, 1.0]], ['2, k, 24', [0.1115506, -0.002319804, 1.0]]]
[['2, k, 0', [-0.2056096, -0.4377443, 1.0]], ['2, k, 1', [-0.1961248, -0.1966989, 1.0]], ['2, k, 2', [-0.185753, 0.03961278, 1.0]], ['2, k, 3', [-0.1837406, 0.1697351, 1.0]], ['2, k, 4', [-0.3567631, -0.05979441, 1.0]], ['2, k, 5', [-0.467511, -0.2517958, 1.0]], ['2, k, 6', [-0.499982, -0.3894533, 1.0]], ['2, k, 7', [-0.491744, -0.4496092, 1.0]], ['2, k, 8', [-0.0292807, -0.07984294, 1.0]], ['2, k, 9', [0.06181115, -0.2607693, 1.0]], ['2, k, 10', [0.04861648, -0.04289304, 1.0]], ['2, k, 11', [0.04762185, 0.01635731, 1.0]], ['2, k, 12', [-0.2759027, -0.4276665, 1.0]], ['2, k, 13', [-0.2729738, -0.5444952, 1.0]], ['2, k, 14', [-0.2110327, -0.8982797, 1.0]], ['2, k, 15', [-0.1976039, -0.9555352, 1.0]], ['2, k, 16', [-0.130362, -0.4372332, 1.0]], ['2, k, 17', [-0.05333409, -0.5252768, 1.0]], ['2, k, 18', [-0.009979987, -0.914346, 1.0]], ['2, k, 19', [-0.004958021, -0.9809596, 1.0]], ['2, k, 20', [-0.1885332, -0.0188203, 1.0]], ['2, k, 21', [-0.4905543, -0.4990854, 1.0]], ['2, k, 22', [-0.5164085, -0.4464893, 1.0]], ['2, k, 23', [0.04188904, 0.09002396, 1.0]], ['2, k, 24', [0.1094137, 0.009766124, 1.0]]]
[['2, k, 0', [-0.2055466, -0.4377677, 1.0]], ['2, k, 1', [-0.1960976, -0.1967078, 1.0]], ['2, k, 2', [-0.1857436, 0.03960802, 1.0]], ['2, k, 3', [-0.1837258, 0.1697354, 1.0]], ['2, k, 4', [-0.3566843, -0.05965978, 1.0]], ['2, k, 5', [-0.4670624, -0.2517018, 1.0]], ['2, k, 6', [-0.4998786, -0.3899074, 1.0]], ['2, k, 7', [-0.4929947, -0.4487747, 1.0]], ['2, k, 8', [-0.03016404, -0.08157188, 1.0]], ['2, k, 9', [0.05943535, -0.2587408, 1.0]], ['2, k, 10', [0.04347431, -0.04568327, 1.0]], ['2, k, 11', [0.04187854, 0.02424306, 1.0]], ['2, k, 12', [-0.2758195, -0.4276794, 1.0]], ['2, k, 13', [-0.2729157, -0.5445692, 1.0]], ['2, k, 14', [-0.2106138, -0.8994089, 1.0]], ['2, k, 15', [-0.1976396, -0.9570911, 1.0]], ['2, k, 16', [-0.1303117, -0.4372618, 1.0]], ['2, k, 17', [-0.0533151, -0.5250484, 1.0]], ['2, k, 18', [-0.009971997, -0.9144924, 1.0]], ['2, k, 19', [-0.003922379, -0.9825809, 1.0]], ['2, k, 20', [-0.1885189, -0.01882693, 1.0]], ['2, k, 21', [-0.4896492, -0.498663, 1.0]], ['2, k, 22', [-0.5267403, -0.4810567, 1.0]], ['2, k, 23', [0.03526602, 0.09454763, 1.0]], ['2, k, 24', [0.1043274, 0.01576487, 1.0]]]
[['2, k, 0', [-0.2052079, -0.4375385, 1.0]], ['2, k, 1', [-0.1959452, -0.1966209, 1.0]], ['2, k, 2', [-0.185706, 0.03961645, 1.0]], ['2, k, 3', [-0.1837511, 0.1697317, 1.0]], ['2, k, 4', [-0.3599424, -0.05955701, 1.0]], ['2, k, 5', [-0.4681055, -0.2507199, 1.0]], ['2, k, 6', [-0.4997986, -0.389944, 1.0]], ['2, k, 7', [-0.4909093, -0.4500546, 1.0]], ['2, k, 8', [-0.03089863, -0.08053602, 1.0]], ['2, k, 9', [0.05729297, -0.2571727, 1.0]], ['2, k, 10', [0.03677475, -0.02930671, 1.0]], ['2, k, 11', [0.03630475, 0.028203, 1.0]], ['2, k, 12', [-0.2753437, -0.4275199, 1.0]], ['2, k, 13', [-0.2729028, -0.5445849, 1.0]], ['2, k, 14', [-0.210262, -0.9011951, 1.0]], ['2, k, 15', [-0.1973846, -0.9577447, 1.0]], ['2, k, 16', [-0.1300642, -0.4369451, 1.0]], ['2, k, 17', [-0.05330694, -0.5250573, 1.0]], ['2, k, 18', [-0.009959674, -0.9146445, 1.0]], ['2, k, 19', [-0.003611027, -0.9824885, 1.0]], ['2, k, 20', [-0.1884513, -0.01880436, 1.0]], ['2, k, 21', [-0.4910877, -0.5088732, 1.0]], ['2, k, 22', [-0.5110938, -0.4723386, 1.0]], ['2, k, 23', [0.02820931, 0.102341, 1.0]], ['2, k, 24', [0.1000091, 0.01856425, 1.0]]]
[['2, k, 0', [-0.2045509, -0.4372897, 1.0]], ['2, k, 1', [-0.195795, -0.1965663, 1.0]], ['2, k, 2', [-0.1857309, 0.03960741, 1.0]], ['2, k, 3', [-0.183901, 0.1697963, 1.0]], ['2, k, 4', [-0.3595779, -0.05948533, 1.0]], ['2, k, 5', [-0.4646437, -0.2483673, 1.0]], ['2, k, 6', [-0.4996474, -0.3900532, 1.0]], ['2, k, 7', [-0.4925614, -0.4494446, 1.0]], ['2, k, 8', [-0.0314185, -0.07915948, 1.0]], ['2, k, 9', [0.05516805, -0.2482203, 1.0]], ['2, k, 10', [0.02117785, -0.006980471, 1.0]], ['2, k, 11', [0.02819358, 0.03776316, 1.0]], ['2, k, 12', [-0.2746818, -0.4273001, 1.0]], ['2, k, 13', [-0.2728804, -0.5446175, 1.0]], ['2, k, 14', [-0.2097295, -0.9036046, 1.0]], ['2, k, 15', [-0.1968395, -0.9592434, 1.0]], ['2, k, 16', [-0.1293973, -0.436651, 1.0]], ['2, k, 17', [-0.05325866, -0.5250608, 1.0]], ['2, k, 18', [-0.009904044, -0.9200493, 1.0]], ['2, k, 19', [-0.007323065, -0.9791796, 1.0]], ['2, k, 20', [-0.1884524, -0.01880658, 1.0]], ['2, k, 21', [-0.4866421, -0.5033585, 1.0]], ['2, k, 22', [-0.5277966, -0.4655106, 1.0]], ['2, k, 23', [0.02617423, 0.105192, 1.0]], ['2, k, 24', [0.09187492, 0.03127224, 1.0]]]
[['2, k, 0', [-0.2044818, -0.4371991, 1.0]], ['2, k, 1', [-0.1953179, -0.1963027, 1.0]], ['2, k, 2', [-0.1847111, 0.04004455, 1.0]], ['2, k, 3', [-0.1839173, 0.1697748, 1.0]], ['2, k, 4', [-0.3584939, -0.05942442, 1.0]], ['2, k, 5', [-0.4645076, -0.2487562, 1.0]], ['2, k, 6', [-0.499649, -0.3900748, 1.0]], ['2, k, 7', [-0.4925609, -0.4481544, 1.0]], ['2, k, 8', [-0.03132418, -0.07902715, 1.0]], ['2, k, 9', [0.04839551, -0.2517694, 1.0]], ['2, k, 10', [0.02288308, -0.001746628, 1.0]], ['2, k, 11', [0.02397378, 0.04067104, 1.0]], ['2, k, 12', [-0.2746254, -0.4272024, 1.0]], ['2, k, 13', [-0.2728442, -0.5447476, 1.0]], ['2, k, 14', [-0.209517, -0.9045126, 1.0]], ['2, k, 15', [-0.1959592, -0.9570391, 1.0]], ['2, k, 16', [-0.1293204, -0.4365689, 1.0]], ['2, k, 17', [-0.05343743, -0.525, 1.0]], ['2, k, 18', [-0.009921497, -0.9199125, 1.0]], ['2, k, 19', [-0.005178747, -0.9828417, 1.0]], ['2, k, 20', [-0.1875658, -0.01841943, 1.0]], ['2, k, 21', [-0.4872751, -0.5030984, 1.0]], ['2, k, 22', [-0.5212132, -0.4633551, 1.0]], ['2, k, 23', [0.02123154, 0.1105405, 1.0]], ['2, k, 24', [0.09223053, 0.03772831, 1.0]]]
[['2, k, 0', [-0.199806, -0.4365767, 1.0]], ['2, k, 1', [-0.1927227, -0.1956674, 1.0]], ['2, k, 2', [-0.1837824, 0.04050678, 1.0]], ['2, k, 3', [-0.1840377, 0.1698225, 1.0]], ['2, k, 4', [-0.3573135, -0.05974696, 1.0]], ['2, k, 5', [-0.4647858, -0.2478869, 1.0]], ['2, k, 6', [-0.4995989, -0.3900955, 1.0]], ['2, k, 7', [-0.491805, -0.449168, 1.0]], ['2, k, 8', [-0.02312346, -0.06739464, 1.0]], ['2, k, 9', [0.04622823, -0.2519561, 1.0]], ['2, k, 10', [0.02114484, -0.001793448, 1.0]], ['2, k, 11', [0.01771311, 0.03684546, 1.0]], ['2, k, 12', [-0.2702979, -0.4275627, 1.0]], ['2, k, 13', [-0.2727862, -0.5449314, 1.0]], ['2, k, 14', [-0.2091091, -0.9049247, 1.0]], ['2, k, 15', [-0.1960188, -0.9577103, 1.0]], ['2, k, 16', [-0.1242917, -0.4348435, 1.0]], ['2, k, 17', [-0.05346303, -0.5249441, 1.0]], ['2, k, 18', [-0.01002881, -0.91947, 1.0]], ['2, k, 19', [-0.005143113, -0.9839917, 1.0]], ['2, k, 20', [-0.186291, -0.01791397, 1.0]], ['2, k, 21', [-0.4908014, -0.5034301, 1.0]], ['2, k, 22', [-0.5124474, -0.4824401, 1.0]], ['2, k, 23', [0.01045512, 0.1121415, 1.0]], ['2, k, 24', [0.08241284, 0.02615587, 1.0]]]
[['2, k, 0', [-0.197096, -0.4360876, 1.0]], ['2, k, 1', [-0.1909706, -0.1955309, 1.0]], ['2, k, 2', [-0.1830383, 0.04043457, 1.0]], ['2, k, 3', [-0.1841288, 0.1697145, 1.0]], ['2, k, 4', [-0.35682, -0.05962765, 1.0]], ['2, k, 5', [-0.4647117, -0.2479129, 1.0]], ['2, k, 6', [-0.499601, -0.3901016, 1.0]], ['2, k, 7', [-0.492783, -0.449174, 1.0]], ['2, k, 8', [-0.01638668, -0.06330347, 1.0]], ['2, k, 9', [0.04498678, -0.2539634, 1.0]], ['2, k, 10', [0.02080794, -0.00373932, 1.0]], ['2, k, 11', [0.008341381, 0.04419857, 1.0]], ['2, k, 12', [-0.2677766, -0.4275743, 1.0]], ['2, k, 13', [-0.2727747, -0.5449709, 1.0]], ['2, k, 14', [-0.2091765, -0.9051068, 1.0]], ['2, k, 15', [-0.196101, -0.9581047, 1.0]], ['2, k, 16', [-0.1214745, -0.4338449, 1.0]], ['2, k, 17', [-0.05344435, -0.5249371, 1.0]], ['2, k, 18', [-0.01014552, -0.9188165, 1.0]], ['2, k, 19', [-0.003053428, -0.9844872, 1.0]], ['2, k, 20', [-0.1853119, -0.01795622, 1.0]], ['2, k, 21', [-0.4873539, -0.50179, 1.0]], ['2, k, 22', [-0.5204842, -0.4640462, 1.0]], ['2, k, 23', [0.0001853721, 0.1126268, 1.0]], ['2, k, 24', [0.0619224, 0.03985027, 1.0]]]
