[['2, k, 0', [-0.105413, -0.893789, 1.0]], ['2, k, 1', [-0.0816465, -0.597425, 1.0]], ['2, k, 2', [-0.0579253, -0.304022, 1.0]], ['2, k, 3', [-0.0386188, -0.160284, 1.0]], ['2, k, 4', [-0.246985, -0.370851, 1.0]], ['2, k, 5', [-0.334698, -0.523862, 1.0]], ['2, k, 6', [-0.370699, -0.761493, 1.0]], ['2, k, 7', [-0.383567, -0.833677, 1.0]], ['2, k, 8', [0.119746, -0.398737, 1.0]], ['2, k, 9', [0.217932, -0.618155, 1.0]], ['2, k, 10', [0.219928, -0.807304, 1.0]], ['2, k, 11', [0.208346, -0.858615, 1.0]], ['2, k, 12', [-0.187496, -0.875943, 1.0]], ['2, k, 13', [-0.279153, -1.17103, 1.0]], ['2, k, 14', [-0.231043, -1.64349, 1.0]], ['2, k, 15', [-0.139089, -1.65491, 1.0]], ['2, k, 16', [-0.0206192, -0.888727, 1.0]], ['2, k, 17', [0.00408335, -1.19828, 1.0]], ['2, k, 18', [-0.044316, -1.66436, 1.0]], ['2, k, 19', [-0.111468, -1.71534, 1.0]], ['2, k, 20', [-0.0638605, -0.377009, 1.0]], ['2, k, 21', [-0.441335, -0.843017, 1.0]], ['2, k, 22', [-0.325719, -0.829501, 1.0]], ['2, k, 23', [0.19136, -0.902469, 1.0]], ['2, k, 24', [0.255773, -0.877802, 1.0]]]
[['2, k, 0', [-0.110264, -0.851965, 1.0]], ['2, k, 1', [-0.091078, -0.576192, 1.0]], ['2, k, 2', [-0.0726157, -0.302091, 1.0]], ['2, k, 3', [-0.0605991, -0.156674, 1.0]], ['2, k, 4', [-0.253951, -0.372619, 1.0]], ['2, k, 5', [-0.336702, -0.533331, 1.0]], ['2, k, 6', [-0.309802, -0.776423, 1.0]], ['2, k, 7', [-0.284718, -0.842717, 1.0]], ['2, k, 8', [0.106277, -0.38336, 1.0]], ['2, k, 9', [0.217639, -0.597642, 1.0]], ['2, k, 10', [0.223694, -0.783385, 1.0]], ['2, k, 11', [0.204686, -0.836225, 1.0]], ['2, k, 12', [-0.192084, -0.837922, 1.0]], ['2, k, 13', [-0.218745, -1.17697, 1.0]], ['2, k, 14', [-0.220621, -1.46973, 1.0]], ['2, k, 15', [-0.216076, -1.52153, 1.0]], ['2, k, 16', [-0.0258381, -0.844734, 1.0]], ['2, k, 17', [-0.00867917, -1.16124, 1.0]], ['2, k, 18', [-0.0329069, -1.47545, 1.0]], ['2, k, 19', [-0.0356119, -1.52695, 1.0]], ['2, k, 20', [-0.0771719, -0.370558, 1.0]], ['2, k, 21', [-0.274885, -0.937874, 1.0]], ['2, k, 22', [-0.237575, -0.822866, 1.0]], ['2, k, 23', [0.193771, -0.869711, 1.0]], ['2, k, 24', [0.274371, -0.849553, 1.0]]]
[['2, k, 0', [-0.11068, -0.851885, 1.0]], ['2, k, 1', [-0.0918469, -0.575987, 1.0]], ['2, k, 2', [-0.0734368, -0.301949, 1.0]], ['2, k, 3', [-0.064108, -0.156124, 1.0]], ['2, k, 4', [-0.255615, -0.372887, 1.0]], ['2, k, 5', [-0.336968, -0.534969, 1.0]], ['2, k, 6', [-0.310226, -0.778054, 1.0]], ['2, k, 7', [-0.285228, -0.847665, 1.0]], ['2, k, 8', [0.104856, -0.382412, 1.0]], ['2, k, 9', [0.217228, -0.595774, 1.0]], ['2, k, 10', [0.223364, -0.78146, 1.0]], ['2, k, 11', [0.202421, -0.834688, 1.0]], ['2, k, 12', [-0.192502, -0.837801, 1.0]], ['2, k, 13', [-0.218708, -1.1769, 1.0]], ['2, k, 14', [-0.220345, -1.4671, 1.0]], ['2, k, 15', [-0.215967, -1.51873, 1.0]], ['2, k, 16', [-0.0262416, -0.844743, 1.0]], ['2, k, 17', [-0.00860413, -1.16055, 1.0]], ['2, k, 18', [-0.0326386, -1.47283, 1.0]], ['2, k, 19', [-0.035524, -1.5242, 1.0]], ['2, k, 20', [-0.078035, -0.370353, 1.0]], ['2, k, 21', [-0.274894, -0.943399, 1.0]], ['2, k, 22', [-0.235482, -0.827337, 1.0]], ['2, k, 23', [0.190525, -0.870297, 1.0]], ['2, k, 24', [0.266819, -0.846097, 1.0]]]
[['2, k, 0', [-0.110857, -0.851807, 1.0]], ['2, k, 1', [-0.0929455, -0.575615, 1.0]], ['2, k, 2', [-0.0759337, -0.301307, 1.0]], ['2, k, 3', [-0.0667978, -0.156074, 1.0]], ['2, k, 4', [-0.257293, -0.373347, 1.0]], ['2, k, 5', [-0.337165, -0.536285, 1.0]], ['2, k, 6', [-0.311014, -0.779648, 1.0]], ['2, k, 7', [-0.285423, -0.849737, 1.0]], ['2, k, 8', [0.103115, -0.381208, 1.0]], ['2, k, 9', [0.21724, -0.594384, 1.0]], ['2, k, 10', [0.222856, -0.779807, 1.0]], ['2, k, 11', [0.202036, -0.8331, 1.0]], ['2, k, 12', [-0.192634, -0.837757, 1.0]], ['2, k, 13', [-0.218669, -1.17682, 1.0]], ['2, k, 14', [-0.219691, -1.46488, 1.0]], ['2, k, 15', [-0.21526, -1.51637, 1.0]], ['2, k, 16', [-0.0264488, -0.844654, 1.0]], ['2, k, 17', [-0.0086769, -1.16066, 1.0]], ['2, k, 18', [-0.0329302, -1.47044, 1.0]], ['2, k, 19', [-0.03594, -1.52174, 1.0]], ['2, k, 20', [-0.0801593, -0.369731, 1.0]], ['2, k, 21', [-0.276395, -0.945037, 1.0]], ['2, k, 22', [-0.236838, -0.839977, 1.0]], ['2, k, 23', [0.195722, -0.869073, 1.0]], ['2, k, 24', [0.266908, -0.842165, 1.0]]]
[['2, k, 0', [-0.111199, -0.851715, 1.0]], ['2, k, 1', [-0.0936136, -0.575544, 1.0]], ['2, k, 2', [-0.0766949, -0.301408, 1.0]], ['2, k, 3', [-0.0697654, -0.155571, 1.0]], ['2, k, 4', [-0.258682, -0.373556, 1.0]], ['2, k, 5', [-0.33809, -0.536632, 1.0]], ['2, k, 6', [-0.3117, -0.78033, 1.0]], ['2, k, 7', [-0.287041, -0.849612, 1.0]], ['2, k, 8', [0.101547, -0.379682, 1.0]], ['2, k, 9', [0.21758, -0.59149, 1.0]], ['2, k, 10', [0.223073, -0.775191, 1.0]], ['2, k, 11', [0.201575, -0.827946, 1.0]], ['2, k, 12', [-0.192852, -0.837674, 1.0]], ['2, k, 13', [-0.2188, -1.17673, 1.0]], ['2, k, 14', [-0.219437, -1.43464, 1.0]], ['2, k, 15', [-0.215109, -1.48625, 1.0]], ['2, k, 16', [-0.0269075, -0.844594, 1.0]], ['2, k, 17', [-0.00874625, -1.16075, 1.0]], ['2, k, 18', [-0.0326775, -1.46843, 1.0]], ['2, k, 19', [-0.0358157, -1.51962, 1.0]], ['2, k, 20', [-0.0809208, -0.369767, 1.0]], ['2, k, 21', [-0.277822, -0.944431, 1.0]], ['2, k, 22', [-0.238408, -0.840019, 1.0]], ['2, k, 23', [0.181322, -0.862791, 1.0]], ['2, k, 24', [0.266292, -0.838045, 1.0]]]
[['2, k, 0', [-0.11168, -0.851548, 1.0]], ['2, k, 1', [-0.0946007, -0.575369, 1.0]], ['2, k, 2', [-0.0780379, -0.301396, 1.0]], ['2, k, 3', [-0.0718682, -0.155364, 1.0]], ['2, k, 4', [-0.260072, -0.373438, 1.0]], ['2, k, 5', [-0.339599, -0.537231, 1.0]], ['2, k, 6', [-0.312331, -0.78103, 1.0]], ['2, k, 7', [-0.287486, -0.849813, 1.0]], ['2, k, 8', [0.100261, -0.378473, 1.0]], ['2, k, 9', [0.218026, -0.589524, 1.0]], ['2, k, 10', [0.224154, -0.770906, 1.0]], ['2, k, 11', [0.200553, -0.823766, 1.0]], ['2, k, 12', [-0.193299, -0.837454, 1.0]], ['2, k, 13', [-0.218883, -1.1763, 1.0]], ['2, k, 14', [-0.219398, -1.43445, 1.0]], ['2, k, 15', [-0.215262, -1.48601, 1.0]], ['2, k, 16', [-0.0273916, -0.844508, 1.0]], ['2, k, 17', [-0.00876428, -1.16076, 1.0]], ['2, k, 18', [-0.0325788, -1.46661, 1.0]], ['2, k, 19', [-0.035923, -1.51769, 1.0]], ['2, k, 20', [-0.0821901, -0.369685, 1.0]], ['2, k, 21', [-0.277328, -0.944507, 1.0]], ['2, k, 22', [-0.239475, -0.844861, 1.0]], ['2, k, 23', [0.185096, -0.859043, 1.0]], ['2, k, 24', [0.265905, -0.832606, 1.0]]]
[['2, k, 0', [-0.112106, -0.85125, 1.0]], ['2, k, 1', [-0.0956408, -0.575289, 1.0]], ['2, k, 2', [-0.0798526, -0.30177, 1.0]], ['2, k, 3', [-0.0740089, -0.155398, 1.0]], ['2, k, 4', [-0.261844, -0.373326, 1.0]], ['2, k, 5', [-0.340622, -0.53771, 1.0]], ['2, k, 6', [-0.312446, -0.781222, 1.0]], ['2, k, 7', [-0.287799, -0.849736, 1.0]], ['2, k, 8', [0.0987124, -0.377261, 1.0]], ['2, k, 9', [0.219126, -0.586642, 1.0]], ['2, k, 10', [0.224473, -0.766113, 1.0]], ['2, k, 11', [0.200968, -0.819291, 1.0]], ['2, k, 12', [-0.193624, -0.837243, 1.0]], ['2, k, 13', [-0.218858, -1.1762, 1.0]], ['2, k, 14', [-0.219975, -1.43735, 1.0]], ['2, k, 15', [-0.216306, -1.48873, 1.0]], ['2, k, 16', [-0.0278938, -0.84415, 1.0]], ['2, k, 17', [-0.00894654, -1.16106, 1.0]], ['2, k, 18', [-0.0305229, -1.44287, 1.0]], ['2, k, 19', [0.0104057, -1.50634, 1.0]], ['2, k, 20', [-0.0837867, -0.369904, 1.0]], ['2, k, 21', [-0.278507, -0.944633, 1.0]], ['2, k, 22', [-0.241017, -0.845184, 1.0]], ['2, k, 23', [0.196541, -0.856553, 1.0]], ['2, k, 24', [0.264951, -0.829614, 1.0]]]
[['2, k, 0', [-0.11265, -0.851026, 1.0]], ['2, k, 1', [-0.096851, -0.575221, 1.0]], ['2, k, 2', [-0.0817686, -0.302027, 1.0]], ['2, k, 3', [-0.076302, -0.155177, 1.0]], ['2, k, 4', [-0.263681, -0.372988, 1.0]], ['2, k, 5', [-0.341877, -0.538102, 1.0]], ['2, k, 6', [-0.322763, -0.781056, 1.0]], ['2, k, 7', [-0.385627, -0.838609, 1.0]], ['2, k, 8', [0.0974694, -0.376155, 1.0]], ['2, k, 9', [0.220144, -0.582944, 1.0]], ['2, k, 10', [0.224547, -0.759342, 1.0]], ['2, k, 11', [0.201686, -0.81358, 1.0]], ['2, k, 12', [-0.194028, -0.837048, 1.0]], ['2, k, 13', [-0.218849, -1.17612, 1.0]], ['2, k, 14', [-0.220275, -1.43814, 1.0]], ['2, k, 15', [-0.217031, -1.48943, 1.0]], ['2, k, 16', [-0.0285612, -0.843932, 1.0]], ['2, k, 17', [-0.00955754, -1.16179, 1.0]], ['2, k, 18', [-0.0303825, -1.4429, 1.0]], ['2, k, 19', [0.00873709, -1.50699, 1.0]], ['2, k, 20', [-0.085523, -0.370053, 1.0]], ['2, k, 21', [-0.441671, -0.849813, 1.0]], ['2, k, 22', [-0.322665, -0.829857, 1.0]], ['2, k, 23', [0.192543, -0.85112, 1.0]], ['2, k, 24', [0.26386, -0.823543, 1.0]]]
[['2, k, 0', [-0.113333, -0.850762, 1.0]], ['2, k, 1', [-0.0979898, -0.575293, 1.0]], ['2, k, 2', [-0.0833956, -0.302541, 1.0]], ['2, k, 3', [-0.0787684, -0.155662, 1.0]], ['2, k, 4', [-0.265628, -0.373056, 1.0]], ['2, k, 5', [-0.341985, -0.538123, 1.0]], ['2, k, 6', [-0.39851, -0.771536, 1.0]], ['2, k, 7', [-0.420005, -0.834011, 1.0]], ['2, k, 8', [0.0961925, -0.374898, 1.0]], ['2, k, 9', [0.221971, -0.57641, 1.0]], ['2, k, 10', [0.224661, -0.748967, 1.0]], ['2, k, 11', [0.201563, -0.807126, 1.0]], ['2, k, 12', [-0.194539, -0.836819, 1.0]], ['2, k, 13', [-0.218881, -1.17604, 1.0]], ['2, k, 14', [-0.220337, -1.43821, 1.0]], ['2, k, 15', [-0.217285, -1.48937, 1.0]], ['2, k, 16', [-0.0293984, -0.843674, 1.0]], ['2, k, 17', [-0.00975641, -1.1619, 1.0]], ['2, k, 18', [-0.0300658, -1.44263, 1.0]], ['2, k, 19', [0.00948295, -1.50526, 1.0]], ['2, k, 20', [-0.0870167, -0.370433, 1.0]], ['2, k, 21', [-0.460843, -0.845196, 1.0]], ['2, k, 22', [-0.359502, -0.82954, 1.0]], ['2, k, 23', [0.190857, -0.842535, 1.0]], ['2, k, 24', [0.263071, -0.815258, 1.0]]]
[['2, k, 0', [-0.114044, -0.850317, 1.0]], ['2, k, 1', [-0.0991657, -0.574913, 1.0]], ['2, k, 2', [-0.0849666, -0.302236, 1.0]], ['2, k, 3', [-0.0813301, -0.155444, 1.0]], ['2, k, 4', [-0.267329, -0.372597, 1.0]], ['2, k, 5', [-0.342313, -0.541763, 1.0]], ['2, k, 6', [-0.397433, -0.773426, 1.0]], ['2, k, 7', [-0.423065, -0.830027, 1.0]], ['2, k, 8', [0.0947336, -0.373691, 1.0]], ['2, k, 9', [0.224205, -0.568751, 1.0]], ['2, k, 10', [0.225319, -0.74303, 1.0]], ['2, k, 11', [0.200043, -0.798671, 1.0]], ['2, k, 12', [-0.195166, -0.836449, 1.0]], ['2, k, 13', [-0.218917, -1.17587, 1.0]], ['2, k, 14', [-0.221508, -1.43897, 1.0]], ['2, k, 15', [-0.218995, -1.4903, 1.0]], ['2, k, 16', [-0.0301454, -0.843187, 1.0]], ['2, k, 17', [-0.00994816, -1.16179, 1.0]], ['2, k, 18', [-0.0301385, -1.44279, 1.0]], ['2, k, 19', [0.0282703, -1.48421, 1.0]], ['2, k, 20', [-0.0884937, -0.370103, 1.0]], ['2, k, 21', [-0.457065, -0.848487, 1.0]], ['2, k, 22', [-0.359185, -0.818738, 1.0]], ['2, k, 23', [0.1792, -0.833319, 1.0]], ['2, k, 24', [0.260207, -0.807789, 1.0]]]
[['2, k, 0', [-0.114124, -0.850208, 1.0]], ['2, k, 1', [-0.100112, -0.574635, 1.0]], ['2, k, 2', [-0.0873987, -0.301697, 1.0]], ['2, k, 3', [-0.0834164, -0.155291, 1.0]], ['2, k, 4', [-0.269012, -0.371937, 1.0]], ['2, k, 5', [-0.34988, -0.547929, 1.0]], ['2, k, 6', [-0.395691, -0.773086, 1.0]], ['2, k, 7', [-0.417956, -0.823316, 1.0]], ['2, k, 8', [0.0932184, -0.372152, 1.0]], ['2, k, 9', [0.225786, -0.561591, 1.0]], ['2, k, 10', [0.226253, -0.732769, 1.0]], ['2, k, 11', [0.198821, -0.788052, 1.0]], ['2, k, 12', [-0.195163, -0.836436, 1.0]], ['2, k, 13', [-0.218881, -1.1756, 1.0]], ['2, k, 14', [-0.221704, -1.43833, 1.0]], ['2, k, 15', [-0.219599, -1.48937, 1.0]], ['2, k, 16', [-0.0303425, -0.842951, 1.0]], ['2, k, 17', [-0.01032, -1.16184, 1.0]], ['2, k, 18', [-0.0301925, -1.44281, 1.0]], ['2, k, 19', [0.0224022, -1.4933, 1.0]], ['2, k, 20', [-0.0905159, -0.36963, 1.0]], ['2, k, 21', [-0.462194, -0.845017, 1.0]], ['2, k, 22', [-0.351866, -0.811941, 1.0]], ['2, k, 23', [0.17417, -0.819863, 1.0]], ['2, k, 24', [0.257291, -0.796492, 1.0]]]
[['2, k, 0', [-0.114246, -0.850074, 1.0]], ['2, k, 1', [-0.1005, -0.57444, 1.0]], ['2, k, 2', [-0.0878774, -0.301499, 1.0]], ['2, k, 3', [-0.0855201, -0.154623, 1.0]], ['2, k, 4', [-0.271161, -0.371288, 1.0]], ['2, k, 5', [-0.348572, -0.545157, 1.0]], ['2, k, 6', [-0.394761, -0.768783, 1.0]], ['2, k, 7', [-0.411882, -0.816415, 1.0]], ['2, k, 8', [0.0911299, -0.370043, 1.0]], ['2, k, 9', [0.227966, -0.556371, 1.0]], ['2, k, 10', [0.226116, -0.722816, 1.0]], ['2, k, 11', [0.197268, -0.778484, 1.0]], ['2, k, 12', [-0.195205, -0.836399, 1.0]], ['2, k, 13', [-0.21892, -1.17546, 1.0]], ['2, k, 14', [-0.222079, -1.43816, 1.0]], ['2, k, 15', [-0.220532, -1.48915, 1.0]], ['2, k, 16', [-0.0305681, -0.842689, 1.0]], ['2, k, 17', [-0.0117326, -1.16336, 1.0]], ['2, k, 18', [-0.0303462, -1.44284, 1.0]], ['2, k, 19', [0.00493496, -1.50831, 1.0]], ['2, k, 20', [-0.090993, -0.369425, 1.0]], ['2, k, 21', [-0.45796, -0.83804, 1.0]], ['2, k, 22', [-0.347959, -0.805654, 1.0]], ['2, k, 23', [0.17213, -0.812473, 1.0]], ['2, k, 24', [0.256799, -0.784815, 1.0]]]
[['2, k, 0', [-0.114489, -0.849827, 1.0]], ['2, k, 1', [-0.101724, -0.573896, 1.0]], ['2, k, 2', [-0.0903186, -0.30067, 1.0]], ['2, k, 3', [-0.0879728, -0.154566, 1.0]], ['2, k, 4', [-0.274059, -0.370051, 1.0]], ['2, k, 5', [-0.348997, -0.543223, 1.0]], ['2, k, 6', [-0.39656, -0.760846, 1.0]], ['2, k, 7', [-0.411826, -0.806757, 1.0]], ['2, k, 8', [0.0891724, -0.368161, 1.0]], ['2, k, 9', [0.23033, -0.546138, 1.0]], ['2, k, 10', [0.227461, -0.712408, 1.0]], ['2, k, 11', [0.199954, -0.767108, 1.0]], ['2, k, 12', [-0.195316, -0.836328, 1.0]], ['2, k, 13', [-0.219378, -1.17338, 1.0]], ['2, k, 14', [-0.222028, -1.43783, 1.0]], ['2, k, 15', [-0.220817, -1.48854, 1.0]], ['2, k, 16', [-0.0309949, -0.84218, 1.0]], ['2, k, 17', [-0.0124364, -1.16452, 1.0]], ['2, k, 18', [-0.0305064, -1.44262, 1.0]], ['2, k, 19', [-0.0113997, -1.51713, 1.0]], ['2, k, 20', [-0.0931298, -0.368661, 1.0]], ['2, k, 21', [-0.458206, -0.824015, 1.0]], ['2, k, 22', [-0.350555, -0.79168, 1.0]], ['2, k, 23', [0.174881, -0.800494, 1.0]], ['2, k, 24', [0.260273, -0.775946, 1.0]]]
[['2, k, 0', [-0.115002, -0.849312, 1.0]], ['2, k, 1', [-0.102949, -0.573067, 1.0]], ['2, k, 2', [-0.0919957, -0.299614, 1.0]], ['2, k, 3', [-0.0907755, -0.154394, 1.0]], ['2, k, 4', [-0.275674, -0.369104, 1.0]], ['2, k, 5', [-0.441261, -0.470679, 1.0]], ['2, k, 6', [-0.495318, -0.65829, 1.0]], ['2, k, 7', [-0.494884, -0.718179, 1.0]], ['2, k, 8', [0.0875946, -0.366686, 1.0]], ['2, k, 9', [0.232153, -0.535909, 1.0]], ['2, k, 10', [0.228193, -0.69805, 1.0]], ['2, k, 11', [0.198714, -0.752334, 1.0]], ['2, k, 12', [-0.195679, -0.836123, 1.0]], ['2, k, 13', [-0.219626, -1.17329, 1.0]], ['2, k, 14', [-0.222837, -1.4379, 1.0]], ['2, k, 15', [-0.180938, -1.50805, 1.0]], ['2, k, 16', [-0.0316608, -0.841282, 1.0]], ['2, k, 17', [-0.0135312, -1.15925, 1.0]], ['2, k, 18', [-0.0303046, -1.44038, 1.0]], ['2, k, 19', [-0.0153692, -1.51646, 1.0]], ['2, k, 20', [-0.0947217, -0.367652, 1.0]], ['2, k, 21', [-0.485652, -0.770612, 1.0]], ['2, k, 22', [-0.467797, -0.719701, 1.0]], ['2, k, 23', [0.168482, -0.784903, 1.0]], ['2, k, 24', [0.2535, -0.762991, 1.0]]]
[['2, k, 0', [-0.115592, -0.848416, 1.0]], ['2, k, 1', [-0.104018, -0.572317, 1.0]], ['2, k, 2', [-0.0933591, -0.29901, 1.0]], ['2, k, 3', [-0.0933572, -0.154241, 1.0]], ['2, k, 4', [-0.278475, -0.367161, 1.0]], ['2, k, 5', [-0.441163, -0.470021, 1.0]], ['2, k, 6', [-0.494582, -0.684845, 1.0]], ['2, k, 7', [-0.472609, -0.750979, 1.0]], ['2, k, 8', [0.0857065, -0.364619, 1.0]], ['2, k, 9', [0.232964, -0.526784, 1.0]], ['2, k, 10', [0.226174, -0.68728, 1.0]], ['2, k, 11', [0.195846, -0.737406, 1.0]], ['2, k, 12', [-0.19613, -0.83545, 1.0]], ['2, k, 13', [-0.220062, -1.17297, 1.0]], ['2, k, 14', [-0.222735, -1.43805, 1.0]], ['2, k, 15', [-0.18866, -1.51034, 1.0]], ['2, k, 16', [-0.0323741, -0.840208, 1.0]], ['2, k, 17', [-0.0139647, -1.15811, 1.0]], ['2, k, 18', [-0.0303611, -1.4403, 1.0]], ['2, k, 19', [-0.0157694, -1.5165, 1.0]], ['2, k, 20', [-0.0960225, -0.367009, 1.0]], ['2, k, 21', [-0.464435, -0.788623, 1.0]], ['2, k, 22', [-0.403669, -0.766095, 1.0]], ['2, k, 23', [0.161434, -0.769015, 1.0]], ['2, k, 24', [0.243007, -0.746039, 1.0]]]
[['2, k, 0', [-0.11609, -0.847387, 1.0]], ['2, k, 1', [-0.104644, -0.57192, 1.0]], ['2, k, 2', [-0.0939916, -0.298989, 1.0]], ['2, k, 3', [-0.0956135, -0.154238, 1.0]], ['2, k, 4', [-0.280251, -0.366034, 1.0]], ['2, k, 5', [-0.438618, -0.46365, 1.0]], ['2, k, 6', [-0.491063, -0.673242, 1.0]], ['2, k, 7', [-0.472524, -0.732976, 1.0]], ['2, k, 8', [0.0834999, -0.362098, 1.0]], ['2, k, 9', [0.234623, -0.516508, 1.0]], ['2, k, 10', [0.227676, -0.66456, 1.0]], ['2, k, 11', [0.197308, -0.71829, 1.0]], ['2, k, 12', [-0.196467, -0.83479, 1.0]], ['2, k, 13', [-0.220602, -1.17266, 1.0]], ['2, k, 14', [-0.223006, -1.43824, 1.0]], ['2, k, 15', [-0.188593, -1.51049, 1.0]], ['2, k, 16', [-0.0330281, -0.838819, 1.0]], ['2, k, 17', [-0.0140485, -1.15578, 1.0]], ['2, k, 18', [-0.0302432, -1.44055, 1.0]], ['2, k, 19', [-0.0148278, -1.51654, 1.0]], ['2, k, 20', [-0.096645, -0.366906, 1.0]], ['2, k, 21', [-0.461078, -0.770362, 1.0]], ['2, k, 22', [-0.403223, -0.750208, 1.0]], ['2, k, 23', [0.16225, -0.750684, 1.0]], ['2, k, 24', [0.246738, -0.73038, 1.0]]]
[['2, k, 0', [-0.117242, -0.845825, 1.0]], ['2, k, 1', [-0.105762, -0.571209, 1.0]], ['2, k, 2', [-0.0949238, -0.298829, 1.0]], ['2, k, 3', [-0.098485, -0.153835, 1.0]], ['2, k, 4', [-0.281558, -0.365171, 1.0]], ['2, k, 5', [-0.459388, -0.487831, 1.0]], ['2, k, 6', [-0.489833, -0.669163, 1.0]], ['2, k, 7', [-0.474835, -0.719377, 1.0]], ['2, k, 8', [0.0808087, -0.359858, 1.0]], ['2, k, 9', [0.234242, -0.502699, 1.0]], ['2, k, 10', [0.228583, -0.653132, 1.0]], ['2, k, 11', [0.197759, -0.699027, 1.0]], ['2, k, 12', [-0.197347, -0.833498, 1.0]], ['2, k, 13', [-0.220716, -1.17258, 1.0]], ['2, k, 14', [-0.223149, -1.43846, 1.0]], ['2, k, 15', [-0.207077, -1.51484, 1.0]], ['2, k, 16', [-0.034429, -0.837049, 1.0]], ['2, k, 17', [-0.0143367, -1.15408, 1.0]], ['2, k, 18', [-0.0300202, -1.44022, 1.0]], ['2, k, 19', [-0.0144066, -1.51643, 1.0]], ['2, k, 20', [-0.0976133, -0.366633, 1.0]], ['2, k, 21', [-0.459987, -0.749318, 1.0]], ['2, k, 22', [-0.381846, -0.723705, 1.0]], ['2, k, 23', [0.154179, -0.730712, 1.0]], ['2, k, 24', [0.246522, -0.709635, 1.0]]]
[['2, k, 0', [-0.117788, -0.845046, 1.0]], ['2, k, 1', [-0.106599, -0.57083, 1.0]], ['2, k, 2', [-0.0959997, -0.298827, 1.0]], ['2, k, 3', [-0.101394, -0.153323, 1.0]], ['2, k, 4', [-0.282971, -0.364076, 1.0]], ['2, k, 5', [-0.462149, -0.490302, 1.0]], ['2, k, 6', [-0.491194, -0.657794, 1.0]], ['2, k, 7', [-0.476436, -0.69782, 1.0]], ['2, k, 8', [0.0784882, -0.358732, 1.0]], ['2, k, 9', [0.231308, -0.483617, 1.0]], ['2, k, 10', [0.22993, -0.628099, 1.0]], ['2, k, 11', [0.202086, -0.675847, 1.0]], ['2, k, 12', [-0.197657, -0.832969, 1.0]], ['2, k, 13', [-0.2216, -1.17252, 1.0]], ['2, k, 14', [-0.223588, -1.4388, 1.0]], ['2, k, 15', [-0.20723, -1.51474, 1.0]], ['2, k, 16', [-0.0351904, -0.836097, 1.0]], ['2, k, 17', [-0.0143179, -1.15408, 1.0]], ['2, k, 18', [-0.0318118, -1.44281, 1.0]], ['2, k, 19', [-0.0150975, -1.51805, 1.0]], ['2, k, 20', [-0.0986213, -0.366533, 1.0]], ['2, k, 21', [-0.465785, -0.726898, 1.0]], ['2, k, 22', [-0.409769, -0.713445, 1.0]], ['2, k, 23', [0.180073, -0.704497, 1.0]], ['2, k, 24', [0.256555, -0.690073, 1.0]]]
[['2, k, 0', [-0.11952, -0.844193, 1.0]], ['2, k, 1', [-0.108609, -0.570132, 1.0]], ['2, k, 2', [-0.0979803, -0.298421, 1.0]], ['2, k, 3', [-0.103519, -0.15298, 1.0]], ['2, k, 4', [-0.284423, -0.362635, 1.0]], ['2, k, 5', [-0.462284, -0.484834, 1.0]], ['2, k, 6', [-0.493922, -0.628647, 1.0]], ['2, k, 7', [-0.469769, -0.680624, 1.0]], ['2, k, 8', [0.0755786, -0.35724, 1.0]], ['2, k, 9', [0.230184, -0.470936, 1.0]], ['2, k, 10', [0.230505, -0.609381, 1.0]], ['2, k, 11', [0.189151, -0.656117, 1.0]], ['2, k, 12', [-0.198576, -0.832374, 1.0]], ['2, k, 13', [-0.221906, -1.17221, 1.0]], ['2, k, 14', [-0.223222, -1.43868, 1.0]], ['2, k, 15', [-0.207452, -1.51468, 1.0]], ['2, k, 16', [-0.0378498, -0.835077, 1.0]], ['2, k, 17', [-0.0143246, -1.15406, 1.0]], ['2, k, 18', [-0.0320908, -1.44369, 1.0]], ['2, k, 19', [-0.0151323, -1.51901, 1.0]], ['2, k, 20', [-0.100637, -0.36605, 1.0]], ['2, k, 21', [-0.462191, -0.700093, 1.0]], ['2, k, 22', [-0.376061, -0.682236, 1.0]], ['2, k, 23', [0.133647, -0.673144, 1.0]], ['2, k, 24', [0.231706, -0.655874, 1.0]]]
