[['2, k, 0', [-0.1152319, -0.2130894, 1.0]], ['2, k, 1', [-0.1339456, 0.0712883, 1.0]], ['2, k, 2', [-0.1546979, 0.3485739, 1.0]], ['2, k, 3', [-0.1442554, 0.4808095, 1.0]], ['2, k, 4', [-0.3157082, 0.2432069, 1.0]], ['2, k, 5', [-0.3531569, 0.01126595, 1.0]], ['2, k, 6', [-0.1735936, -0.1278878, 1.0]], ['2, k, 7', [-0.1285865, -0.1488543, 1.0]], ['2, k, 8', [0.03288163, 0.2589131, 1.0]], ['2, k, 9', [0.08640948, 0.01909154, 1.0]], ['2, k, 10', [-0.00749036, -0.1116013, 1.0]], ['2, k, 11', [-0.04783526, -0.121515, 1.0]], ['2, k, 12', [-0.1918191, -0.2156757, 1.0]], ['2, k, 13', [-0.2469338, -0.2536519, 1.0]], ['2, k, 14', [-0.242297, -0.6623187, 1.0]], ['2, k, 15', [-0.2345936, -0.7349835, 1.0]], ['2, k, 16', [-0.03486079, -0.2057652, 1.0]], ['2, k, 17', [0.06328903, -0.2462517, 1.0]], ['2, k, 18', [0.0303643, -0.6628642, 1.0]], ['2, k, 19', [0.0600183, -0.7266377, 1.0]], ['2, k, 20', [-0.1495792, 0.2802543, 1.0]], ['2, k, 21', [-0.04626431, -0.1902718, 1.0]], ['2, k, 22', [-0.1526678, -0.1809717, 1.0]], ['2, k, 23', [-0.09640292, -0.1692732, 1.0]], ['2, k, 24', [0.0004595734, -0.1303553, 1.0]]]
[['2, k, 0', [-0.1142422, -0.2159253, 1.0]], ['2, k, 1', [-0.1422754, 0.06766313, 1.0]], ['2, k, 2', [-0.1734579, 0.3442358, 1.0]], ['2, k, 3', [-0.1711782, 0.4763088, 1.0]], ['2, k, 4', [-0.3379421, 0.2332281, 1.0]], ['2, k, 5', [-0.3612927, 0.009024006, 1.0]], ['2, k, 6', [-0.1799067, -0.122274, 1.0]], ['2, k, 7', [-0.1300914, -0.1456448, 1.0]], ['2, k, 8', [0.0107399, 0.2563811, 1.0]], ['2, k, 9', [0.08087607, 0.02194955, 1.0]], ['2, k, 10', [-0.003931114, -0.1110385, 1.0]], ['2, k, 11', [-0.04072163, -0.1303182, 1.0]], ['2, k, 12', [-0.1907965, -0.2208831, 1.0]], ['2, k, 13', [-0.2507414, -0.2447809, 1.0]], ['2, k, 14', [-0.2427086, -0.6621505, 1.0]], ['2, k, 15', [-0.2348767, -0.7327605, 1.0]], ['2, k, 16', [-0.03440695, -0.2063403, 1.0]], ['2, k, 17', [0.1549806, -0.243661, 1.0]], ['2, k, 18', [0.2381574, -0.6235431, 1.0]], ['2, k, 19', [0.3065778, -0.6945357, 1.0]], ['2, k, 20', [-0.165758, 0.2760869, 1.0]], ['2, k, 21', [-0.09323786, -0.1494431, 1.0]], ['2, k, 22', [-0.170882, -0.1722548, 1.0]], ['2, k, 23', [-0.09409925, -0.1714261, 1.0]], ['2, k, 24', [-0.008494037, -0.1598946, 1.0]]]
[['2, k, 0', [-0.1140823, -0.2163291, 1.0]], ['2, k, 1', [-0.1431429, 0.06717654, 1.0]], ['2, k, 2', [-0.1753179, 0.3436375, 1.0]], ['2, k, 3', [-0.1725225, 0.4760907, 1.0]], ['2, k, 4', [-0.3386912, 0.2325127, 1.0]], ['2, k, 5', [-0.3619972, 0.009098759, 1.0]], ['2, k, 6', [-0.1812213, -0.123648, 1.0]], ['2, k, 7', [-0.1296793, -0.1497563, 1.0]], ['2, k, 8', [0.01021436, 0.2561266, 1.0]], ['2, k, 9', [0.08092975, 0.02238204, 1.0]], ['2, k, 10', [-0.001897289, -0.1122615, 1.0]], ['2, k, 11', [-0.04057065, -0.133081, 1.0]], ['2, k, 12', [-0.190639, -0.221471, 1.0]], ['2, k, 13', [-0.2508057, -0.2444258, 1.0]], ['2, k, 14', [-0.2417193, -0.6640994, 1.0]], ['2, k, 15', [-0.2353211, -0.7335796, 1.0]], ['2, k, 16', [-0.03426691, -0.206496, 1.0]], ['2, k, 17', [0.1782055, -0.2515086, 1.0]], ['2, k, 18', [0.266099, -0.6243152, 1.0]], ['2, k, 19', [0.3271385, -0.6842221, 1.0]], ['2, k, 20', [-0.1673803, 0.2755131, 1.0]], ['2, k, 21', [-0.09576776, -0.1621441, 1.0]], ['2, k, 22', [-0.1714534, -0.1747144, 1.0]], ['2, k, 23', [-0.09230065, -0.1751528, 1.0]], ['2, k, 24', [0.005059603, -0.1518108, 1.0]]]
[['2, k, 0', [-0.1139667, -0.2164916, 1.0]], ['2, k, 1', [-0.1434218, 0.06702504, 1.0]], ['2, k, 2', [-0.1757059, 0.3434821, 1.0]], ['2, k, 3', [-0.1739699, 0.4752408, 1.0]], ['2, k, 4', [-0.3393103, 0.2319404, 1.0]], ['2, k, 5', [-0.3622028, 0.009012516, 1.0]], ['2, k, 6', [-0.2137706, -0.1140388, 1.0]], ['2, k, 7', [-0.1724124, -0.111961, 1.0]], ['2, k, 8', [0.009047027, 0.2562122, 1.0]], ['2, k, 9', [0.08090819, 0.02264521, 1.0]], ['2, k, 10', [-0.0008023771, -0.1128629, 1.0]], ['2, k, 11', [-0.04797573, -0.1363272, 1.0]], ['2, k, 12', [-0.1905201, -0.2217314, 1.0]], ['2, k, 13', [-0.2508915, -0.2441727, 1.0]], ['2, k, 14', [-0.2413466, -0.6647972, 1.0]], ['2, k, 15', [-0.235367, -0.7338971, 1.0]], ['2, k, 16', [-0.03416029, -0.2065148, 1.0]], ['2, k, 17', [0.1932697, -0.2540595, 1.0]], ['2, k, 18', [0.2994304, -0.6228746, 1.0]], ['2, k, 19', [0.3984087, -0.6893308, 1.0]], ['2, k, 20', [-0.1677611, 0.2753583, 1.0]], ['2, k, 21', [-0.112744, -0.1531693, 1.0]], ['2, k, 22', [-0.2286348, -0.1397907, 1.0]], ['2, k, 23', [-0.1093535, -0.1742862, 1.0]], ['2, k, 24', [0.01657698, -0.1844605, 1.0]]]
[['2, k, 0', [-0.1137991, -0.2167302, 1.0]], ['2, k, 1', [-0.1441139, 0.06679352, 1.0]], ['2, k, 2', [-0.1775003, 0.3432744, 1.0]], ['2, k, 3', [-0.1749327, 0.4746436, 1.0]], ['2, k, 4', [-0.3395243, 0.2313046, 1.0]], ['2, k, 5', [-0.3622653, 0.00807281, 1.0]], ['2, k, 6', [-0.2165842, -0.118621, 1.0]], ['2, k, 7', [-0.1880178, -0.1194956, 1.0]], ['2, k, 8', [0.008449445, 0.2559967, 1.0]], ['2, k, 9', [0.08112427, 0.02308538, 1.0]], ['2, k, 10', [0.0005657541, -0.1135777, 1.0]], ['2, k, 11', [-0.04348771, -0.1369906, 1.0]], ['2, k, 12', [-0.1904016, -0.2220424, 1.0]], ['2, k, 13', [-0.2508759, -0.2439689, 1.0]], ['2, k, 14', [-0.2407206, -0.6653433, 1.0]], ['2, k, 15', [-0.2355061, -0.734208, 1.0]], ['2, k, 16', [-0.03398576, -0.2065848, 1.0]], ['2, k, 17', [0.2123818, -0.2592514, 1.0]], ['2, k, 18', [0.3561151, -0.6349108, 1.0]], ['2, k, 19', [0.4368864, -0.6948767, 1.0]], ['2, k, 20', [-0.1692724, 0.2751385, 1.0]], ['2, k, 21', [-0.134528, -0.1476553, 1.0]], ['2, k, 22', [-0.202984, -0.1462743, 1.0]], ['2, k, 23', [-0.1009577, -0.1738715, 1.0]], ['2, k, 24', [0.02183193, -0.1870323, 1.0]]]
[['2, k, 0', [-0.1120506, -0.2174786, 1.0]], ['2, k, 1', [-0.1442035, 0.06662469, 1.0]], ['2, k, 2', [-0.1785341, 0.3428792, 1.0]], ['2, k, 3', [-0.1756379, 0.4742069, 1.0]], ['2, k, 4', [-0.3401623, 0.2296958, 1.0]], ['2, k, 5', [-0.3627819, 0.007878485, 1.0]], ['2, k, 6', [-0.2167227, -0.1191625, 1.0]], ['2, k, 7', [-0.1849484, -0.1209239, 1.0]], ['2, k, 8', [0.007721407, 0.2558219, 1.0]], ['2, k, 9', [0.0814666, 0.02345588, 1.0]], ['2, k, 10', [0.001563028, -0.1141686, 1.0]], ['2, k, 11', [-0.04342721, -0.1377174, 1.0]], ['2, k, 12', [-0.1886436, -0.2231977, 1.0]], ['2, k, 13', [-0.2510193, -0.2436498, 1.0]], ['2, k, 14', [-0.2407038, -0.6652179, 1.0]], ['2, k, 15', [-0.2355408, -0.7337423, 1.0]], ['2, k, 16', [-0.03230795, -0.2067305, 1.0]], ['2, k, 17', [0.2213926, -0.2612009, 1.0]], ['2, k, 18', [0.382643, -0.6414658, 1.0]], ['2, k, 19', [0.4875488, -0.6904297, 1.0]], ['2, k, 20', [-0.1699595, 0.2748174, 1.0]], ['2, k, 21', [-0.1305817, -0.1550086, 1.0]], ['2, k, 22', [-0.2192555, -0.1383402, 1.0]], ['2, k, 23', [-0.1030212, -0.1773746, 1.0]], ['2, k, 24', [0.02332629, -0.1885913, 1.0]]]
[['2, k, 0', [-0.1118761, -0.2176345, 1.0]], ['2, k, 1', [-0.144371, 0.06650954, 1.0]], ['2, k, 2', [-0.1790924, 0.3427111, 1.0]], ['2, k, 3', [-0.1759452, 0.4736771, 1.0]], ['2, k, 4', [-0.3400633, 0.2301879, 1.0]], ['2, k, 5', [-0.3623818, 0.008485649, 1.0]], ['2, k, 6', [-0.2159997, -0.1205481, 1.0]], ['2, k, 7', [-0.1839293, -0.1214001, 1.0]], ['2, k, 8', [0.006748688, 0.2553034, 1.0]], ['2, k, 9', [0.08218187, 0.02130747, 1.0]], ['2, k, 10', [0.002176799, -0.1163628, 1.0]], ['2, k, 11', [-0.04372064, -0.1368722, 1.0]], ['2, k, 12', [-0.1884102, -0.2234444, 1.0]], ['2, k, 13', [-0.2511139, -0.2433957, 1.0]], ['2, k, 14', [-0.2409825, -0.6637928, 1.0]], ['2, k, 15', [-0.2355081, -0.7321495, 1.0]], ['2, k, 16', [-0.03220478, -0.2067638, 1.0]], ['2, k, 17', [0.2316996, -0.2652285, 1.0]], ['2, k, 18', [0.3471205, -0.6087577, 1.0]], ['2, k, 19', [0.4582597, -0.6576582, 1.0]], ['2, k, 20', [-0.1704556, 0.2746491, 1.0]], ['2, k, 21', [-0.1239706, -0.1493594, 1.0]], ['2, k, 22', [-0.2087094, -0.1443029, 1.0]], ['2, k, 23', [-0.1009342, -0.1778689, 1.0]], ['2, k, 24', [0.02248996, -0.1868709, 1.0]]]
[['2, k, 0', [-0.1116481, -0.217892, 1.0]], ['2, k, 1', [-0.1444502, 0.06623521, 1.0]], ['2, k, 2', [-0.179191, 0.3421631, 1.0]], ['2, k, 3', [-0.1763352, 0.4733679, 1.0]], ['2, k, 4', [-0.3400661, 0.2298044, 1.0]], ['2, k, 5', [-0.3619809, 0.009569095, 1.0]], ['2, k, 6', [-0.2148073, -0.1205279, 1.0]], ['2, k, 7', [-0.1762461, -0.1288667, 1.0]], ['2, k, 8', [0.006596417, 0.2550466, 1.0]], ['2, k, 9', [0.08343548, 0.02245509, 1.0]], ['2, k, 10', [0.006261722, -0.1186696, 1.0]], ['2, k, 11', [-0.0371444, -0.1363252, 1.0]], ['2, k, 12', [-0.1881797, -0.2237046, 1.0]], ['2, k, 13', [-0.2512437, -0.2432949, 1.0]], ['2, k, 14', [-0.2408556, -0.663983, 1.0]], ['2, k, 15', [-0.2354233, -0.7321441, 1.0]], ['2, k, 16', [-0.03200397, -0.2069113, 1.0]], ['2, k, 17', [0.2386779, -0.2702663, 1.0]], ['2, k, 18', [0.4489791, -0.6417527, 1.0]], ['2, k, 19', [0.5390823, -0.6897771, 1.0]], ['2, k, 20', [-0.1705861, 0.2741674, 1.0]], ['2, k, 21', [-0.1212929, -0.1653878, 1.0]], ['2, k, 22', [-0.1965949, -0.1541401, 1.0]], ['2, k, 23', [-0.09415119, -0.1782996, 1.0]], ['2, k, 24', [0.02939836, -0.1871982, 1.0]]]
[['2, k, 0', [-0.1113558, -0.2180714, 1.0]], ['2, k, 1', [-0.144522, 0.06607405, 1.0]], ['2, k, 2', [-0.1793744, 0.3420442, 1.0]], ['2, k, 3', [-0.1756753, 0.472927, 1.0]], ['2, k, 4', [-0.338065, 0.2292292, 1.0]], ['2, k, 5', [-0.3620869, 0.009794656, 1.0]], ['2, k, 6', [-0.2171232, -0.1225898, 1.0]], ['2, k, 7', [-0.1673162, -0.1381864, 1.0]], ['2, k, 8', [0.006698604, 0.2553025, 1.0]], ['2, k, 9', [0.08487754, 0.02188436, 1.0]], ['2, k, 10', [0.008258707, -0.1197381, 1.0]], ['2, k, 11', [-0.0493996, -0.1627769, 1.0]], ['2, k, 12', [-0.1878644, -0.2239237, 1.0]], ['2, k, 13', [-0.2518818, -0.2427776, 1.0]], ['2, k, 14', [-0.2414783, -0.6626543, 1.0]], ['2, k, 15', [-0.235671, -0.7303768, 1.0]], ['2, k, 16', [-0.03175313, -0.2069576, 1.0]], ['2, k, 17', [0.2475204, -0.2769343, 1.0]], ['2, k, 18', [0.479794, -0.6378579, 1.0]], ['2, k, 19', [0.5748701, -0.6886551, 1.0]], ['2, k, 20', [-0.1707881, 0.2740119, 1.0]], ['2, k, 21', [-0.1044878, -0.1782066, 1.0]], ['2, k, 22', [-0.2059885, -0.1495511, 1.0]], ['2, k, 23', [-0.1045579, -0.1873057, 1.0]], ['2, k, 24', [0.01139945, -0.2174944, 1.0]]]
[['2, k, 0', [-0.1110932, -0.2184639, 1.0]], ['2, k, 1', [-0.1444677, 0.065774, 1.0]], ['2, k, 2', [-0.178961, 0.3417236, 1.0]], ['2, k, 3', [-0.1739467, 0.4718444, 1.0]], ['2, k, 4', [-0.3365062, 0.2285312, 1.0]], ['2, k, 5', [-0.3612539, 0.009686039, 1.0]], ['2, k, 6', [-0.217312, -0.1250236, 1.0]], ['2, k, 7', [-0.166721, -0.1394773, 1.0]], ['2, k, 8', [0.007578843, 0.2552494, 1.0]], ['2, k, 9', [0.08571207, 0.02081889, 1.0]], ['2, k, 10', [0.007958058, -0.1199268, 1.0]], ['2, k, 11', [-0.04867572, -0.1632602, 1.0]], ['2, k, 12', [-0.1875263, -0.224343, 1.0]], ['2, k, 13', [-0.2525089, -0.2427207, 1.0]], ['2, k, 14', [-0.241537, -0.6630684, 1.0]], ['2, k, 15', [-0.2359101, -0.7303024, 1.0]], ['2, k, 16', [-0.03158573, -0.2072128, 1.0]], ['2, k, 17', [0.2487923, -0.278555, 1.0]], ['2, k, 18', [0.501357, -0.6431679, 1.0]], ['2, k, 19', [0.5760469, -0.6903151, 1.0]], ['2, k, 20', [-0.1705064, 0.2736734, 1.0]], ['2, k, 21', [-0.1060849, -0.1893742, 1.0]], ['2, k, 22', [-0.2060989, -0.148556, 1.0]], ['2, k, 23', [-0.1013593, -0.1881799, 1.0]], ['2, k, 24', [0.0118565, -0.2175124, 1.0]]]
[['2, k, 0', [-0.111006, -0.2189095, 1.0]], ['2, k, 1', [-0.1443446, 0.06520701, 1.0]], ['2, k, 2', [-0.178007, 0.3408312, 1.0]], ['2, k, 3', [-0.1731074, 0.4714039, 1.0]], ['2, k, 4', [-0.3356932, 0.2286616, 1.0]], ['2, k, 5', [-0.3603157, 0.01058382, 1.0]], ['2, k, 6', [-0.2191013, -0.1279716, 1.0]], ['2, k, 7', [-0.1643019, -0.1445732, 1.0]], ['2, k, 8', [0.008480718, 0.2547639, 1.0]], ['2, k, 9', [0.08672349, 0.01972816, 1.0]], ['2, k, 10', [0.009179569, -0.12041, 1.0]], ['2, k, 11', [-0.0486421, -0.164148, 1.0]], ['2, k, 12', [-0.1873097, -0.2247182, 1.0]], ['2, k, 13', [-0.2535258, -0.2426213, 1.0]], ['2, k, 14', [-0.2419628, -0.6618804, 1.0]], ['2, k, 15', [-0.2362448, -0.7288421, 1.0]], ['2, k, 16', [-0.031661, -0.2076417, 1.0]], ['2, k, 17', [0.2500486, -0.2816497, 1.0]], ['2, k, 18', [0.5055981, -0.6439964, 1.0]], ['2, k, 19', [0.5762359, -0.6906188, 1.0]], ['2, k, 20', [-0.1698273, 0.2728518, 1.0]], ['2, k, 21', [-0.1006553, -0.1901255, 1.0]], ['2, k, 22', [-0.2048252, -0.1547819, 1.0]], ['2, k, 23', [-0.1014129, -0.1917913, 1.0]], ['2, k, 24', [0.01344723, -0.213555, 1.0]]]
[['2, k, 0', [-0.1109317, -0.219193, 1.0]], ['2, k, 1', [-0.14397, 0.06470491, 1.0]], ['2, k, 2', [-0.1763912, 0.340249, 1.0]], ['2, k, 3', [-0.1714546, 0.4705186, 1.0]], ['2, k, 4', [-0.3341674, 0.2280047, 1.0]], ['2, k, 5', [-0.3597401, 0.01028934, 1.0]], ['2, k, 6', [-0.2199508, -0.1304372, 1.0]], ['2, k, 7', [-0.1677044, -0.1436825, 1.0]], ['2, k, 8', [0.009909703, 0.25445, 1.0]], ['2, k, 9', [0.08816645, 0.01894834, 1.0]], ['2, k, 10', [0.009417382, -0.120733, 1.0]], ['2, k, 11', [-0.0490479, -0.164612, 1.0]], ['2, k, 12', [-0.187146, -0.2249785, 1.0]], ['2, k, 13', [-0.2551145, -0.242959, 1.0]], ['2, k, 14', [-0.2423974, -0.6606616, 1.0]], ['2, k, 15', [-0.2364452, -0.7280831, 1.0]], ['2, k, 16', [-0.03168668, -0.2078859, 1.0]], ['2, k, 17', [0.250247, -0.2876199, 1.0]], ['2, k, 18', [0.5108554, -0.645869, 1.0]], ['2, k, 19', [0.5271291, -0.6944769, 1.0]], ['2, k, 20', [-0.1685715, 0.2722776, 1.0]], ['2, k, 21', [-0.1063546, -0.1936149, 1.0]], ['2, k, 22', [-0.2048877, -0.1545489, 1.0]], ['2, k, 23', [-0.1020496, -0.1924157, 1.0]], ['2, k, 24', [0.01300768, -0.2145365, 1.0]]]
[['2, k, 0', [-0.1104525, -0.2198578, 1.0]], ['2, k, 1', [-0.1434334, 0.06399742, 1.0]], ['2, k, 2', [-0.1756272, 0.3397436, 1.0]], ['2, k, 3', [-0.1697459, 0.4700587, 1.0]], ['2, k, 4', [-0.3330394, 0.2277054, 1.0]], ['2, k, 5', [-0.3586822, 0.01074978, 1.0]], ['2, k, 6', [-0.2201696, -0.1315343, 1.0]], ['2, k, 7', [-0.1675682, -0.1453851, 1.0]], ['2, k, 8', [0.01198562, 0.2527049, 1.0]], ['2, k, 9', [0.08998726, 0.01778639, 1.0]], ['2, k, 10', [0.01542677, -0.1232203, 1.0]], ['2, k, 11', [-0.04231807, -0.1696882, 1.0]], ['2, k, 12', [-0.1866344, -0.2255982, 1.0]], ['2, k, 13', [-0.2563078, -0.2431643, 1.0]], ['2, k, 14', [-0.2428427, -0.6587955, 1.0]], ['2, k, 15', [-0.2364052, -0.727734, 1.0]], ['2, k, 16', [-0.03122081, -0.2085607, 1.0]], ['2, k, 17', [0.2452973, -0.2878214, 1.0]], ['2, k, 18', [0.5045762, -0.6553067, 1.0]], ['2, k, 19', [0.5774947, -0.6903483, 1.0]], ['2, k, 20', [-0.1678422, 0.2717176, 1.0]], ['2, k, 21', [-0.1035457, -0.1952936, 1.0]], ['2, k, 22', [-0.2096775, -0.1537203, 1.0]], ['2, k, 23', [-0.09441885, -0.1983214, 1.0]], ['2, k, 24', [0.01981001, -0.2217697, 1.0]]]
[['2, k, 0', [-0.1102159, -0.2202246, 1.0]], ['2, k, 1', [-0.1427679, 0.06311516, 1.0]], ['2, k, 2', [-0.1741621, 0.3384178, 1.0]], ['2, k, 3', [-0.1694023, 0.4697455, 1.0]], ['2, k, 4', [-0.3320292, 0.2271297, 1.0]], ['2, k, 5', [-0.3577993, 0.01091754, 1.0]], ['2, k, 6', [-0.2208705, -0.1330927, 1.0]], ['2, k, 7', [-0.1691065, -0.1454445, 1.0]], ['2, k, 8', [0.01794093, 0.2534457, 1.0]], ['2, k, 9', [0.09352778, 0.01583705, 1.0]], ['2, k, 10', [0.02641395, -0.1290118, 1.0]], ['2, k, 11', [-0.03315052, -0.1748335, 1.0]], ['2, k, 12', [-0.1863098, -0.2259465, 1.0]], ['2, k, 13', [-0.2574909, -0.2432957, 1.0]], ['2, k, 14', [-0.2435607, -0.657175, 1.0]], ['2, k, 15', [-0.2365571, -0.7260475, 1.0]], ['2, k, 16', [-0.03108077, -0.2088826, 1.0]], ['2, k, 17', [0.2566743, -0.3084194, 1.0]], ['2, k, 18', [0.4769156, -0.6282049, 1.0]], ['2, k, 19', [0.4924502, -0.6773294, 1.0]], ['2, k, 20', [-0.1665824, 0.2705171, 1.0]], ['2, k, 21', [-0.1081403, -0.1988482, 1.0]], ['2, k, 22', [-0.2082767, -0.1537787, 1.0]], ['2, k, 23', [-0.09171052, -0.2007761, 1.0]], ['2, k, 24', [0.02659557, -0.2281871, 1.0]]]
[['2, k, 0', [-0.110097, -0.2202855, 1.0]], ['2, k, 1', [-0.1425825, 0.06294335, 1.0]], ['2, k, 2', [-0.1740045, 0.3383238, 1.0]], ['2, k, 3', [-0.1686963, 0.4700121, 1.0]], ['2, k, 4', [-0.3313637, 0.226995, 1.0]], ['2, k, 5', [-0.3569256, 0.01096336, 1.0]], ['2, k, 6', [-0.2202823, -0.1336357, 1.0]], ['2, k, 7', [-0.1705743, -0.145688, 1.0]], ['2, k, 8', [0.02106668, 0.2536698, 1.0]], ['2, k, 9', [0.09414123, 0.0157128, 1.0]], ['2, k, 10', [0.0278319, -0.1302306, 1.0]], ['2, k, 11', [-0.03350497, -0.1759721, 1.0]], ['2, k, 12', [-0.1861562, -0.2259846, 1.0]], ['2, k, 13', [-0.2587019, -0.2435658, 1.0]], ['2, k, 14', [-0.244536, -0.6549906, 1.0]], ['2, k, 15', [-0.2366473, -0.7253572, 1.0]], ['2, k, 16', [-0.03100171, -0.208934, 1.0]], ['2, k, 17', [0.2593266, -0.3168359, 1.0]], ['2, k, 18', [0.4467919, -0.6589633, 1.0]], ['2, k, 19', [0.5659413, -0.6880603, 1.0]], ['2, k, 20', [-0.1664012, 0.2704145, 1.0]], ['2, k, 21', [-0.1101878, -0.1911395, 1.0]], ['2, k, 22', [-0.210611, -0.1541151, 1.0]], ['2, k, 23', [-0.09345344, -0.2022865, 1.0]], ['2, k, 24', [0.02657674, -0.2280664, 1.0]]]
[['2, k, 0', [-0.1100766, -0.2202884, 1.0]], ['2, k, 1', [-0.1422958, 0.06296958, 1.0]], ['2, k, 2', [-0.1733151, 0.3385457, 1.0]], ['2, k, 3', [-0.1672311, 0.4701129, 1.0]], ['2, k, 4', [-0.3313707, 0.2274784, 1.0]], ['2, k, 5', [-0.3565942, 0.01064227, 1.0]], ['2, k, 6', [-0.2200221, -0.1341016, 1.0]], ['2, k, 7', [-0.1717496, -0.1451354, 1.0]], ['2, k, 8', [0.023289, 0.2534213, 1.0]], ['2, k, 9', [0.09552922, 0.0157375, 1.0]], ['2, k, 10', [0.03222081, -0.1320391, 1.0]], ['2, k, 11', [-0.02993578, -0.1740674, 1.0]], ['2, k, 12', [-0.1861333, -0.2259659, 1.0]], ['2, k, 13', [-0.2596845, -0.2439959, 1.0]], ['2, k, 14', [-0.2452791, -0.6540419, 1.0]], ['2, k, 15', [-0.2374238, -0.7239614, 1.0]], ['2, k, 16', [-0.03097079, -0.2089554, 1.0]], ['2, k, 17', [0.2611152, -0.3225924, 1.0]], ['2, k, 18', [0.3953523, -0.6618931, 1.0]], ['2, k, 19', [0.5051925, -0.685296, 1.0]], ['2, k, 20', [-0.1658145, 0.2706021, 1.0]], ['2, k, 21', [-0.1145686, -0.1910086, 1.0]], ['2, k, 22', [-0.2051002, -0.1620247, 1.0]], ['2, k, 23', [-0.08938994, -0.2074104, 1.0]], ['2, k, 24', [0.03404871, -0.2230896, 1.0]]]
[['2, k, 0', [-0.1100194, -0.2206827, 1.0]], ['2, k, 1', [-0.1419813, 0.06236899, 1.0]], ['2, k, 2', [-0.1724248, 0.3383678, 1.0]], ['2, k, 3', [-0.166297, 0.4706688, 1.0]], ['2, k, 4', [-0.3314203, 0.227278, 1.0]], ['2, k, 5', [-0.3566292, 0.01136955, 1.0]], ['2, k, 6', [-0.2206945, -0.1342248, 1.0]], ['2, k, 7', [-0.1769385, -0.1432072, 1.0]], ['2, k, 8', [0.01777614, 0.2472383, 1.0]], ['2, k, 9', [0.09581538, 0.01227876, 1.0]], ['2, k, 10', [0.04613017, -0.1540932, 1.0]], ['2, k, 11', [-0.02201772, -0.1833311, 1.0]], ['2, k, 12', [-0.1862044, -0.2263136, 1.0]], ['2, k, 13', [-0.2618731, -0.2452353, 1.0]], ['2, k, 14', [-0.2470028, -0.6514314, 1.0]], ['2, k, 15', [-0.2372694, -0.7237316, 1.0]], ['2, k, 16', [-0.03078102, -0.2093654, 1.0]], ['2, k, 17', [0.2597398, -0.3253653, 1.0]], ['2, k, 18', [0.4475017, -0.6170306, 1.0]], ['2, k, 19', [0.5470414, -0.6672603, 1.0]], ['2, k, 20', [-0.1650863, 0.2702905, 1.0]], ['2, k, 21', [-0.1260903, -0.1810166, 1.0]], ['2, k, 22', [-0.2118105, -0.1574766, 1.0]], ['2, k, 23', [-0.08503384, -0.2064645, 1.0]], ['2, k, 24', [0.03521023, -0.2357145, 1.0]]]
[['2, k, 0', [-0.1099716, -0.221066, 1.0]], ['2, k, 1', [-0.1416393, 0.06138764, 1.0]], ['2, k, 2', [-0.1716532, 0.3368933, 1.0]], ['2, k, 3', [-0.1663192, 0.4699462, 1.0]], ['2, k, 4', [-0.3319845, 0.227424, 1.0]], ['2, k, 5', [-0.3566275, 0.01157023, 1.0]], ['2, k, 6', [-0.2217055, -0.1349973, 1.0]], ['2, k, 7', [-0.1805669, -0.1416139, 1.0]], ['2, k, 8', [0.01642595, 0.2466299, 1.0]], ['2, k, 9', [0.09560915, 0.009553812, 1.0]], ['2, k, 10', [0.04626062, -0.1543946, 1.0]], ['2, k, 11', [-0.02271178, -0.1850008, 1.0]], ['2, k, 12', [-0.1862125, -0.2266787, 1.0]], ['2, k, 13', [-0.2635235, -0.2466241, 1.0]], ['2, k, 14', [-0.2488988, -0.6490444, 1.0]], ['2, k, 15', [-0.2370554, -0.7228659, 1.0]], ['2, k, 16', [-0.03068705, -0.2097109, 1.0]], ['2, k, 17', [0.2331925, -0.3115326, 1.0]], ['2, k, 18', [0.4418581, -0.6084252, 1.0]], ['2, k, 19', [0.5462506, -0.6590325, 1.0]], ['2, k, 20', [-0.1644188, 0.268956, 1.0]], ['2, k, 21', [-0.1331358, -0.1804212, 1.0]], ['2, k, 22', [-0.2193515, -0.1534709, 1.0]], ['2, k, 23', [-0.08440832, -0.2085596, 1.0]], ['2, k, 24', [0.04229164, -0.2357792, 1.0]]]
