[['2, k, 0', [-0.298033, -0.243676, 1.0]], ['2, k, 1', [-0.310291, 0.0654331, 1.0]], ['2, k, 2', [-0.320367, 0.36642, 1.0]], ['2, k, 3', [-0.34661, 0.519147, 1.0]], ['2, k, 4', [-0.507839, 0.252297, 1.0]], ['2, k, 5', [-0.566248, -0.0351428, 1.0]], ['2, k, 6', [-0.593741, -0.286672, 1.0]], ['2, k, 7', [-0.578998, -0.311288, 1.0]], ['2, k, 8', [-0.135811, 0.278113, 1.0]], ['2, k, 9', [-0.0451508, -0.0128051, 1.0]], ['2, k, 10', [0.00257692, -0.262472, 1.0]], ['2, k, 11', [0.00233132, -0.265059, 1.0]], ['2, k, 12', [-0.378584, -0.246008, 1.0]], ['2, k, 13', [-0.406785, -0.645091, 1.0]], ['2, k, 14', [-0.415787, -0.984343, 1.0]], ['2, k, 15', [-0.411377, -1.02637, 1.0]], ['2, k, 16', [-0.208904, -0.234348, 1.0]], ['2, k, 17', [-0.174616, -0.639307, 1.0]], ['2, k, 18', [-0.14649, -1.00133, 1.0]], ['2, k, 19', [-0.118286, -1.06934, 1.0]], ['2, k, 20', [-0.318219, 0.292366, 1.0]], ['2, k, 21', [-0.574601, -0.368743, 1.0]], ['2, k, 22', [-0.515651, -0.341278, 1.0]], ['2, k, 23', [0.0232182, -0.325943, 1.0]], ['2, k, 24', [-0.047886, -0.301906, 1.0]]]
[['2, k, 0', [-0.297565, -0.243033, 1.0]], ['2, k, 1', [-0.307958, 0.0661633, 1.0]], ['2, k, 2', [-0.315163, 0.36739, 1.0]], ['2, k, 3', [-0.341448, 0.520188, 1.0]], ['2, k, 4', [-0.503846, 0.255121, 1.0]], ['2, k, 5', [-0.561206, -0.0312958, 1.0]], ['2, k, 6', [-0.589393, -0.281488, 1.0]], ['2, k, 7', [-0.574662, -0.30672, 1.0]], ['2, k, 8', [-0.131993, 0.278636, 1.0]], ['2, k, 9', [-0.0407867, -0.01116, 1.0]], ['2, k, 10', [0.0150296, -0.258516, 1.0]], ['2, k, 11', [0.0106524, -0.266275, 1.0]], ['2, k, 12', [-0.378147, -0.244897, 1.0]], ['2, k, 13', [-0.40661, -0.648034, 1.0]], ['2, k, 14', [-0.41368, -0.990843, 1.0]], ['2, k, 15', [-0.406886, -1.05379, 1.0]], ['2, k, 16', [-0.208363, -0.234124, 1.0]], ['2, k, 17', [-0.173921, -0.642382, 1.0]], ['2, k, 18', [-0.149719, -1.00966, 1.0]], ['2, k, 19', [-0.118954, -1.06918, 1.0]], ['2, k, 20', [-0.313789, 0.293294, 1.0]], ['2, k, 21', [-0.570698, -0.364462, 1.0]], ['2, k, 22', [-0.512409, -0.336869, 1.0]], ['2, k, 23', [0.0209684, -0.333423, 1.0]], ['2, k, 24', [-0.0410605, -0.300095, 1.0]]]
[['2, k, 0', [-0.297399, -0.243101, 1.0]], ['2, k, 1', [-0.307449, 0.0660934, 1.0]], ['2, k, 2', [-0.31438, 0.36733, 1.0]], ['2, k, 3', [-0.340346, 0.520335, 1.0]], ['2, k, 4', [-0.503326, 0.255439, 1.0]], ['2, k, 5', [-0.560822, -0.0310239, 1.0]], ['2, k, 6', [-0.589136, -0.281112, 1.0]], ['2, k, 7', [-0.574799, -0.307036, 1.0]], ['2, k, 8', [-0.131517, 0.278508, 1.0]], ['2, k, 9', [-0.04037, -0.0108521, 1.0]], ['2, k, 10', [0.0158415, -0.25806, 1.0]], ['2, k, 11', [0.0103352, -0.264313, 1.0]], ['2, k, 12', [-0.377984, -0.244919, 1.0]], ['2, k, 13', [-0.406373, -0.648285, 1.0]], ['2, k, 14', [-0.413985, -0.997112, 1.0]], ['2, k, 15', [-0.405852, -1.05768, 1.0]], ['2, k, 16', [-0.208197, -0.234255, 1.0]], ['2, k, 17', [-0.17386, -0.642426, 1.0]], ['2, k, 18', [-0.149119, -1.01041, 1.0]], ['2, k, 19', [-0.119293, -1.07217, 1.0]], ['2, k, 20', [-0.313065, 0.293228, 1.0]], ['2, k, 21', [-0.57306, -0.364026, 1.0]], ['2, k, 22', [-0.512611, -0.33694, 1.0]], ['2, k, 23', [0.0206158, -0.330737, 1.0]], ['2, k, 24', [-0.0415689, -0.300568, 1.0]]]
[['2, k, 0', [-0.297204, -0.243068, 1.0]], ['2, k, 1', [-0.307085, 0.066097, 1.0]], ['2, k, 2', [-0.31393, 0.36729, 1.0]], ['2, k, 3', [-0.338527, 0.520089, 1.0]], ['2, k, 4', [-0.50297, 0.255732, 1.0]], ['2, k, 5', [-0.560801, -0.0309758, 1.0]], ['2, k, 6', [-0.588916, -0.281015, 1.0]], ['2, k, 7', [-0.575875, -0.307594, 1.0]], ['2, k, 8', [-0.130728, 0.278266, 1.0]], ['2, k, 9', [-0.0396832, -0.0108333, 1.0]], ['2, k, 10', [0.0165256, -0.257981, 1.0]], ['2, k, 11', [0.0099303, -0.262625, 1.0]], ['2, k, 12', [-0.377842, -0.244826, 1.0]], ['2, k, 13', [-0.406304, -0.649835, 1.0]], ['2, k, 14', [-0.415037, -1.00248, 1.0]], ['2, k, 15', [-0.404469, -1.06166, 1.0]], ['2, k, 16', [-0.20795, -0.234342, 1.0]], ['2, k, 17', [-0.17385, -0.642439, 1.0]], ['2, k, 18', [-0.149137, -1.01242, 1.0]], ['2, k, 19', [-0.118432, -1.07232, 1.0]], ['2, k, 20', [-0.312635, 0.293198, 1.0]], ['2, k, 21', [-0.571332, -0.363964, 1.0]], ['2, k, 22', [-0.513297, -0.336803, 1.0]], ['2, k, 23', [0.018377, -0.325307, 1.0]], ['2, k, 24', [-0.0416669, -0.300686, 1.0]]]
[['2, k, 0', [-0.297161, -0.243035, 1.0]], ['2, k, 1', [-0.306675, 0.0660549, 1.0]], ['2, k, 2', [-0.312825, 0.367045, 1.0]], ['2, k, 3', [-0.336295, 0.519562, 1.0]], ['2, k, 4', [-0.50209, 0.256016, 1.0]], ['2, k, 5', [-0.560834, -0.0309314, 1.0]], ['2, k, 6', [-0.588666, -0.280924, 1.0]], ['2, k, 7', [-0.575295, -0.307591, 1.0]], ['2, k, 8', [-0.129831, 0.27797, 1.0]], ['2, k, 9', [-0.0391345, -0.0108589, 1.0]], ['2, k, 10', [0.0171967, -0.257955, 1.0]], ['2, k, 11', [0.0102641, -0.262691, 1.0]], ['2, k, 12', [-0.37781, -0.244744, 1.0]], ['2, k, 13', [-0.406048, -0.650127, 1.0]], ['2, k, 14', [-0.414907, -1.00263, 1.0]], ['2, k, 15', [-0.404216, -1.06211, 1.0]], ['2, k, 16', [-0.207888, -0.2344, 1.0]], ['2, k, 17', [-0.173736, -0.643781, 1.0]], ['2, k, 18', [-0.147257, -1.01464, 1.0]], ['2, k, 19', [-0.122571, -1.07229, 1.0]], ['2, k, 20', [-0.311727, 0.293015, 1.0]], ['2, k, 21', [-0.570145, -0.364241, 1.0]], ['2, k, 22', [-0.511772, -0.335253, 1.0]], ['2, k, 23', [0.0190253, -0.323356, 1.0]], ['2, k, 24', [-0.0425617, -0.300685, 1.0]]]
[['2, k, 0', [-0.297122, -0.243012, 1.0]], ['2, k, 1', [-0.30638, 0.0659174, 1.0]], ['2, k, 2', [-0.312142, 0.366537, 1.0]], ['2, k, 3', [-0.33401, 0.519133, 1.0]], ['2, k, 4', [-0.500986, 0.256177, 1.0]], ['2, k, 5', [-0.560927, -0.0308373, 1.0]], ['2, k, 6', [-0.588299, -0.280834, 1.0]], ['2, k, 7', [-0.577462, -0.307612, 1.0]], ['2, k, 8', [-0.129144, 0.277682, 1.0]], ['2, k, 9', [-0.0386231, -0.0105832, 1.0]], ['2, k, 10', [0.0177722, -0.257602, 1.0]], ['2, k, 11', [0.00891687, -0.261773, 1.0]], ['2, k, 12', [-0.377763, -0.244697, 1.0]], ['2, k, 13', [-0.405886, -0.649351, 1.0]], ['2, k, 14', [-0.414565, -1.00247, 1.0]], ['2, k, 15', [-0.406853, -1.06269, 1.0]], ['2, k, 16', [-0.207863, -0.234399, 1.0]], ['2, k, 17', [-0.17408, -0.642883, 1.0]], ['2, k, 18', [-0.146359, -1.01309, 1.0]], ['2, k, 19', [-0.12294, -1.07089, 1.0]], ['2, k, 20', [-0.311143, 0.292615, 1.0]], ['2, k, 21', [-0.573042, -0.362825, 1.0]], ['2, k, 22', [-0.512613, -0.336111, 1.0]], ['2, k, 23', [0.0213992, -0.318115, 1.0]], ['2, k, 24', [-0.0408321, -0.298339, 1.0]]]
[['2, k, 0', [-0.296946, -0.243045, 1.0]], ['2, k, 1', [-0.30609, 0.0658011, 1.0]], ['2, k, 2', [-0.311647, 0.366263, 1.0]], ['2, k, 3', [-0.332374, 0.51831, 1.0]], ['2, k, 4', [-0.499585, 0.25673, 1.0]], ['2, k, 5', [-0.561007, -0.0306935, 1.0]], ['2, k, 6', [-0.588277, -0.280744, 1.0]], ['2, k, 7', [-0.576384, -0.306739, 1.0]], ['2, k, 8', [-0.128496, 0.277489, 1.0]], ['2, k, 9', [-0.0381938, -0.0107449, 1.0]], ['2, k, 10', [0.0180474, -0.257734, 1.0]], ['2, k, 11', [0.00776934, -0.262244, 1.0]], ['2, k, 12', [-0.377583, -0.244666, 1.0]], ['2, k, 13', [-0.405919, -0.649549, 1.0]], ['2, k, 14', [-0.415478, -1.00593, 1.0]], ['2, k, 15', [-0.407745, -1.07181, 1.0]], ['2, k, 16', [-0.207726, -0.234511, 1.0]], ['2, k, 17', [-0.173989, -0.642719, 1.0]], ['2, k, 18', [-0.146269, -1.0133, 1.0]], ['2, k, 19', [-0.121529, -1.07123, 1.0]], ['2, k, 20', [-0.310712, 0.292391, 1.0]], ['2, k, 21', [-0.571846, -0.363383, 1.0]], ['2, k, 22', [-0.512626, -0.336032, 1.0]], ['2, k, 23', [0.0190295, -0.322658, 1.0]], ['2, k, 24', [-0.040795, -0.296393, 1.0]]]
[['2, k, 0', [-0.296799, -0.243181, 1.0]], ['2, k, 1', [-0.305625, 0.0656392, 1.0]], ['2, k, 2', [-0.310552, 0.366021, 1.0]], ['2, k, 3', [-0.330505, 0.517596, 1.0]], ['2, k, 4', [-0.497964, 0.256693, 1.0]], ['2, k, 5', [-0.561328, -0.0302339, 1.0]], ['2, k, 6', [-0.588234, -0.280495, 1.0]], ['2, k, 7', [-0.577522, -0.306815, 1.0]], ['2, k, 8', [-0.12746, 0.277391, 1.0]], ['2, k, 9', [-0.0369499, -0.0111272, 1.0]], ['2, k, 10', [0.0179779, -0.258433, 1.0]], ['2, k, 11', [0.00632189, -0.261508, 1.0]], ['2, k, 12', [-0.377506, -0.244686, 1.0]], ['2, k, 13', [-0.405945, -0.649583, 1.0]], ['2, k, 14', [-0.41566, -1.00439, 1.0]], ['2, k, 15', [-0.407946, -1.07026, 1.0]], ['2, k, 16', [-0.20752, -0.234849, 1.0]], ['2, k, 17', [-0.173929, -0.642655, 1.0]], ['2, k, 18', [-0.145728, -1.01297, 1.0]], ['2, k, 19', [-0.119752, -1.08287, 1.0]], ['2, k, 20', [-0.309782, 0.292157, 1.0]], ['2, k, 21', [-0.572703, -0.363818, 1.0]], ['2, k, 22', [-0.512665, -0.336073, 1.0]], ['2, k, 23', [0.0173234, -0.325561, 1.0]], ['2, k, 24', [-0.0420143, -0.297058, 1.0]]]
[['2, k, 0', [-0.29681, -0.24338, 1.0]], ['2, k, 1', [-0.305184, 0.0654348, 1.0]], ['2, k, 2', [-0.309379, 0.365679, 1.0]], ['2, k, 3', [-0.328756, 0.516759, 1.0]], ['2, k, 4', [-0.495704, 0.25666, 1.0]], ['2, k, 5', [-0.561543, -0.0301079, 1.0]], ['2, k, 6', [-0.588411, -0.280413, 1.0]], ['2, k, 7', [-0.57835, -0.306737, 1.0]], ['2, k, 8', [-0.126636, 0.277121, 1.0]], ['2, k, 9', [-0.036667, -0.0113872, 1.0]], ['2, k, 10', [0.0181778, -0.258509, 1.0]], ['2, k, 11', [0.00527409, -0.261787, 1.0]], ['2, k, 12', [-0.377527, -0.244708, 1.0]], ['2, k, 13', [-0.406094, -0.649404, 1.0]], ['2, k, 14', [-0.415122, -1.00425, 1.0]], ['2, k, 15', [-0.406888, -1.06946, 1.0]], ['2, k, 16', [-0.207522, -0.235261, 1.0]], ['2, k, 17', [-0.173847, -0.642761, 1.0]], ['2, k, 18', [-0.147167, -1.01376, 1.0]], ['2, k, 19', [-0.118642, -1.07793, 1.0]], ['2, k, 20', [-0.308811, 0.291844, 1.0]], ['2, k, 21', [-0.573563, -0.363319, 1.0]], ['2, k, 22', [-0.51214, -0.336172, 1.0]], ['2, k, 23', [0.0142294, -0.325666, 1.0]], ['2, k, 24', [-0.0371919, -0.300683, 1.0]]]
[['2, k, 0', [-0.296676, -0.243458, 1.0]], ['2, k, 1', [-0.304794, 0.065188, 1.0]], ['2, k, 2', [-0.308792, 0.365192, 1.0]], ['2, k, 3', [-0.326483, 0.515306, 1.0]], ['2, k, 4', [-0.494197, 0.256639, 1.0]], ['2, k, 5', [-0.561758, -0.0298911, 1.0]], ['2, k, 6', [-0.588617, -0.280253, 1.0]], ['2, k, 7', [-0.576519, -0.306716, 1.0]], ['2, k, 8', [-0.12519, 0.276109, 1.0]], ['2, k, 9', [-0.0357048, -0.0126287, 1.0]], ['2, k, 10', [0.0179356, -0.259895, 1.0]], ['2, k, 11', [0.0047156, -0.262336, 1.0]], ['2, k, 12', [-0.377454, -0.244713, 1.0]], ['2, k, 13', [-0.406043, -0.64911, 1.0]], ['2, k, 14', [-0.414798, -1.00428, 1.0]], ['2, k, 15', [-0.407061, -1.06507, 1.0]], ['2, k, 16', [-0.207337, -0.235431, 1.0]], ['2, k, 17', [-0.173972, -0.642157, 1.0]], ['2, k, 18', [-0.14672, -1.0059, 1.0]], ['2, k, 19', [-0.118534, -1.07413, 1.0]], ['2, k, 20', [-0.308255, 0.291416, 1.0]], ['2, k, 21', [-0.57086, -0.36356, 1.0]], ['2, k, 22', [-0.512102, -0.335658, 1.0]], ['2, k, 23', [0.0250461, -0.324503, 1.0]], ['2, k, 24', [-0.0425333, -0.298738, 1.0]]]
[['2, k, 0', [-0.296831, -0.243933, 1.0]], ['2, k, 1', [-0.30439, 0.0647237, 1.0]], ['2, k, 2', [-0.307972, 0.364473, 1.0]], ['2, k, 3', [-0.324365, 0.513897, 1.0]], ['2, k, 4', [-0.493007, 0.256476, 1.0]], ['2, k, 5', [-0.562099, -0.0301585, 1.0]], ['2, k, 6', [-0.588507, -0.280857, 1.0]], ['2, k, 7', [-0.577835, -0.30552, 1.0]], ['2, k, 8', [-0.124043, 0.275599, 1.0]], ['2, k, 9', [-0.035305, -0.013348, 1.0]], ['2, k, 10', [0.016706, -0.260685, 1.0]], ['2, k, 11', [0.00363917, -0.263672, 1.0]], ['2, k, 12', [-0.377467, -0.244869, 1.0]], ['2, k, 13', [-0.406037, -0.649751, 1.0]], ['2, k, 14', [-0.415102, -1.00439, 1.0]], ['2, k, 15', [-0.406928, -1.06438, 1.0]], ['2, k, 16', [-0.207713, -0.236281, 1.0]], ['2, k, 17', [-0.173872, -0.64153, 1.0]], ['2, k, 18', [-0.147622, -1.00841, 1.0]], ['2, k, 19', [-0.118548, -1.07421, 1.0]], ['2, k, 20', [-0.307567, 0.29079, 1.0]], ['2, k, 21', [-0.573651, -0.36341, 1.0]], ['2, k, 22', [-0.511669, -0.335245, 1.0]], ['2, k, 23', [0.0189197, -0.327079, 1.0]], ['2, k, 24', [-0.044551, -0.300022, 1.0]]]
[['2, k, 0', [-0.296395, -0.244116, 1.0]], ['2, k, 1', [-0.303195, 0.0639871, 1.0]], ['2, k, 2', [-0.305833, 0.362936, 1.0]], ['2, k, 3', [-0.323014, 0.513175, 1.0]], ['2, k, 4', [-0.491724, 0.25682, 1.0]], ['2, k, 5', [-0.562035, -0.0289676, 1.0]], ['2, k, 6', [-0.588267, -0.279968, 1.0]], ['2, k, 7', [-0.576214, -0.306365, 1.0]], ['2, k, 8', [-0.123182, 0.275151, 1.0]], ['2, k, 9', [-0.0342894, -0.0151247, 1.0]], ['2, k, 10', [0.0154262, -0.262833, 1.0]], ['2, k, 11', [0.00346668, -0.26681, 1.0]], ['2, k, 12', [-0.3771, -0.24494, 1.0]], ['2, k, 13', [-0.405667, -0.649829, 1.0]], ['2, k, 14', [-0.414988, -1.00434, 1.0]], ['2, k, 15', [-0.406126, -1.06542, 1.0]], ['2, k, 16', [-0.207247, -0.236556, 1.0]], ['2, k, 17', [-0.173854, -0.641674, 1.0]], ['2, k, 18', [-0.147041, -1.00846, 1.0]], ['2, k, 19', [-0.120202, -1.0734, 1.0]], ['2, k, 20', [-0.305648, 0.289459, 1.0]], ['2, k, 21', [-0.569423, -0.362636, 1.0]], ['2, k, 22', [-0.516861, -0.331081, 1.0]], ['2, k, 23', [0.00871391, -0.335741, 1.0]], ['2, k, 24', [-0.0450031, -0.300225, 1.0]]]
[['2, k, 0', [-0.295987, -0.244266, 1.0]], ['2, k, 1', [-0.30266, 0.0636897, 1.0]], ['2, k, 2', [-0.305326, 0.362574, 1.0]], ['2, k, 3', [-0.321289, 0.512781, 1.0]], ['2, k, 4', [-0.490597, 0.256586, 1.0]], ['2, k, 5', [-0.562296, -0.0293465, 1.0]], ['2, k, 6', [-0.587747, -0.280618, 1.0]], ['2, k, 7', [-0.576311, -0.304579, 1.0]], ['2, k, 8', [-0.122546, 0.274726, 1.0]], ['2, k, 9', [-0.0337559, -0.017794, 1.0]], ['2, k, 10', [0.0141648, -0.265688, 1.0]], ['2, k, 11', [0.00214662, -0.268052, 1.0]], ['2, k, 12', [-0.376769, -0.244989, 1.0]], ['2, k, 13', [-0.405676, -0.649256, 1.0]], ['2, k, 14', [-0.414445, -0.99396, 1.0]], ['2, k, 15', [-0.407469, -1.06136, 1.0]], ['2, k, 16', [-0.206786, -0.236794, 1.0]], ['2, k, 17', [-0.173272, -0.64377, 1.0]], ['2, k, 18', [-0.147599, -1.02233, 1.0]], ['2, k, 19', [-0.121596, -1.07685, 1.0]], ['2, k, 20', [-0.305118, 0.289105, 1.0]], ['2, k, 21', [-0.5749, -0.362979, 1.0]], ['2, k, 22', [-0.509442, -0.334126, 1.0]], ['2, k, 23', [0.00175249, -0.337646, 1.0]], ['2, k, 24', [-0.0461026, -0.302249, 1.0]]]
[['2, k, 0', [-0.29554, -0.24433, 1.0]], ['2, k, 1', [-0.302131, 0.0633476, 1.0]], ['2, k, 2', [-0.304866, 0.361946, 1.0]], ['2, k, 3', [-0.319861, 0.512191, 1.0]], ['2, k, 4', [-0.488642, 0.256106, 1.0]], ['2, k, 5', [-0.561623, -0.0274666, 1.0]], ['2, k, 6', [-0.587072, -0.278972, 1.0]], ['2, k, 7', [-0.575226, -0.303163, 1.0]], ['2, k, 8', [-0.121458, 0.274107, 1.0]], ['2, k, 9', [-0.0335249, -0.0183964, 1.0]], ['2, k, 10', [0.013601, -0.266299, 1.0]], ['2, k, 11', [0.00186626, -0.268223, 1.0]], ['2, k, 12', [-0.376461, -0.245007, 1.0]], ['2, k, 13', [-0.40578, -0.649117, 1.0]], ['2, k, 14', [-0.414881, -0.993254, 1.0]], ['2, k, 15', [-0.408172, -1.06106, 1.0]], ['2, k, 16', [-0.206182, -0.236893, 1.0]], ['2, k, 17', [-0.173225, -0.643978, 1.0]], ['2, k, 18', [-0.148852, -1.01979, 1.0]], ['2, k, 19', [-0.122782, -1.07664, 1.0]], ['2, k, 20', [-0.304615, 0.288545, 1.0]], ['2, k, 21', [-0.574831, -0.362686, 1.0]], ['2, k, 22', [-0.510934, -0.332552, 1.0]], ['2, k, 23', [0.00314051, -0.334793, 1.0]], ['2, k, 24', [-0.0474287, -0.30409, 1.0]]]
[['2, k, 0', [-0.295243, -0.244384, 1.0]], ['2, k, 1', [-0.301839, 0.0631789, 1.0]], ['2, k, 2', [-0.304597, 0.361675, 1.0]], ['2, k, 3', [-0.317616, 0.511417, 1.0]], ['2, k, 4', [-0.489777, 0.255885, 1.0]], ['2, k, 5', [-0.561478, -0.0281711, 1.0]], ['2, k, 6', [-0.586727, -0.279658, 1.0]], ['2, k, 7', [-0.57517, -0.302731, 1.0]], ['2, k, 8', [-0.120765, 0.273837, 1.0]], ['2, k, 9', [-0.0332964, -0.0190966, 1.0]], ['2, k, 10', [0.0121613, -0.267011, 1.0]], ['2, k, 11', [0.00280997, -0.268581, 1.0]], ['2, k, 12', [-0.376216, -0.245047, 1.0]], ['2, k, 13', [-0.40577, -0.649059, 1.0]], ['2, k, 14', [-0.415037, -0.996263, 1.0]], ['2, k, 15', [-0.407321, -1.0588, 1.0]], ['2, k, 16', [-0.205861, -0.236931, 1.0]], ['2, k, 17', [-0.173406, -0.643588, 1.0]], ['2, k, 18', [-0.149216, -1.0199, 1.0]], ['2, k, 19', [-0.120812, -1.07215, 1.0]], ['2, k, 20', [-0.30433, 0.288299, 1.0]], ['2, k, 21', [-0.569518, -0.361831, 1.0]], ['2, k, 22', [-0.513983, -0.331007, 1.0]], ['2, k, 23', [0.00556701, -0.333646, 1.0]], ['2, k, 24', [-0.0490117, -0.303059, 1.0]]]
[['2, k, 0', [-0.295074, -0.244406, 1.0]], ['2, k, 1', [-0.301269, 0.0629156, 1.0]], ['2, k, 2', [-0.303746, 0.361194, 1.0]], ['2, k, 3', [-0.315328, 0.510806, 1.0]], ['2, k, 4', [-0.48837, 0.25627, 1.0]], ['2, k, 5', [-0.561081, -0.0277589, 1.0]], ['2, k, 6', [-0.585751, -0.279156, 1.0]], ['2, k, 7', [-0.573301, -0.303476, 1.0]], ['2, k, 8', [-0.119799, 0.27333, 1.0]], ['2, k, 9', [-0.0331412, -0.0193929, 1.0]], ['2, k, 10', [0.0119641, -0.267317, 1.0]], ['2, k, 11', [0.00257838, -0.269226, 1.0]], ['2, k, 12', [-0.375988, -0.245079, 1.0]], ['2, k, 13', [-0.405632, -0.649212, 1.0]], ['2, k, 14', [-0.414964, -0.999725, 1.0]], ['2, k, 15', [-0.406577, -1.05923, 1.0]], ['2, k, 16', [-0.205744, -0.236932, 1.0]], ['2, k, 17', [-0.173564, -0.643181, 1.0]], ['2, k, 18', [-0.150941, -1.01597, 1.0]], ['2, k, 19', [-0.122463, -1.0697, 1.0]], ['2, k, 20', [-0.303527, 0.28786, 1.0]], ['2, k, 21', [-0.565904, -0.361256, 1.0]], ['2, k, 22', [-0.506927, -0.332856, 1.0]], ['2, k, 23', [0.00822486, -0.335358, 1.0]], ['2, k, 24', [-0.0504341, -0.304273, 1.0]]]
[['2, k, 0', [-0.295028, -0.244395, 1.0]], ['2, k, 1', [-0.301082, 0.0628112, 1.0]], ['2, k, 2', [-0.303471, 0.360978, 1.0]], ['2, k, 3', [-0.314096, 0.510264, 1.0]], ['2, k, 4', [-0.487213, 0.256538, 1.0]], ['2, k, 5', [-0.560817, -0.0280638, 1.0]], ['2, k, 6', [-0.585412, -0.27942, 1.0]], ['2, k, 7', [-0.572032, -0.302423, 1.0]], ['2, k, 8', [-0.119174, 0.273136, 1.0]], ['2, k, 9', [-0.033227, -0.0192548, 1.0]], ['2, k, 10', [0.0119025, -0.266974, 1.0]], ['2, k, 11', [0.00279297, -0.269439, 1.0]], ['2, k, 12', [-0.375958, -0.245057, 1.0]], ['2, k, 13', [-0.405529, -0.650295, 1.0]], ['2, k, 14', [-0.414776, -0.99989, 1.0]], ['2, k, 15', [-0.40453, -1.06291, 1.0]], ['2, k, 16', [-0.205682, -0.236943, 1.0]], ['2, k, 17', [-0.1735, -0.642993, 1.0]], ['2, k, 18', [-0.149273, -1.0139, 1.0]], ['2, k, 19', [-0.121755, -1.06898, 1.0]], ['2, k, 20', [-0.303262, 0.287665, 1.0]], ['2, k, 21', [-0.56794, -0.361397, 1.0]], ['2, k, 22', [-0.509806, -0.33146, 1.0]], ['2, k, 23', [0.00334882, -0.337249, 1.0]], ['2, k, 24', [-0.0488984, -0.307203, 1.0]]]
[['2, k, 0', [-0.294867, -0.244382, 1.0]], ['2, k, 1', [-0.300759, 0.0627425, 1.0]], ['2, k, 2', [-0.303101, 0.3609, 1.0]], ['2, k, 3', [-0.312968, 0.51005, 1.0]], ['2, k, 4', [-0.48619, 0.256622, 1.0]], ['2, k, 5', [-0.560204, -0.0282602, 1.0]], ['2, k, 6', [-0.584054, -0.27963, 1.0]], ['2, k, 7', [-0.5698, -0.303526, 1.0]], ['2, k, 8', [-0.118108, 0.272682, 1.0]], ['2, k, 9', [-0.0331925, -0.0196713, 1.0]], ['2, k, 10', [0.0121208, -0.267326, 1.0]], ['2, k, 11', [0.00271664, -0.270218, 1.0]], ['2, k, 12', [-0.375786, -0.244994, 1.0]], ['2, k, 13', [-0.405696, -0.649877, 1.0]], ['2, k, 14', [-0.414714, -0.996493, 1.0]], ['2, k, 15', [-0.412883, -1.05359, 1.0]], ['2, k, 16', [-0.205531, -0.236976, 1.0]], ['2, k, 17', [-0.173478, -0.641804, 1.0]], ['2, k, 18', [-0.150287, -1.01295, 1.0]], ['2, k, 19', [-0.121517, -1.06784, 1.0]], ['2, k, 20', [-0.302894, 0.287584, 1.0]], ['2, k, 21', [-0.564545, -0.360989, 1.0]], ['2, k, 22', [-0.520055, -0.328461, 1.0]], ['2, k, 23', [0.00116475, -0.336803, 1.0]], ['2, k, 24', [-0.0479173, -0.304946, 1.0]]]
[['2, k, 0', [-0.294327, -0.244495, 1.0]], ['2, k, 1', [-0.300097, 0.0625323, 1.0]], ['2, k, 2', [-0.302626, 0.360744, 1.0]], ['2, k, 3', [-0.311604, 0.509687, 1.0]], ['2, k, 4', [-0.484737, 0.256327, 1.0]], ['2, k, 5', [-0.558363, -0.0283246, 1.0]], ['2, k, 6', [-0.58361, -0.279525, 1.0]], ['2, k, 7', [-0.56854, -0.303571, 1.0]], ['2, k, 8', [-0.117243, 0.272371, 1.0]], ['2, k, 9', [-0.032943, -0.0201751, 1.0]], ['2, k, 10', [0.0123798, -0.267823, 1.0]], ['2, k, 11', [0.00304396, -0.270805, 1.0]], ['2, k, 12', [-0.375118, -0.245015, 1.0]], ['2, k, 13', [-0.405596, -0.649359, 1.0]], ['2, k, 14', [-0.414161, -0.996448, 1.0]], ['2, k, 15', [-0.411247, -1.05075, 1.0]], ['2, k, 16', [-0.205086, -0.237156, 1.0]], ['2, k, 17', [-0.173216, -0.641998, 1.0]], ['2, k, 18', [-0.151154, -1.01524, 1.0]], ['2, k, 19', [-0.121269, -1.06914, 1.0]], ['2, k, 20', [-0.302363, 0.287407, 1.0]], ['2, k, 21', [-0.560876, -0.360234, 1.0]], ['2, k, 22', [-0.514506, -0.326302, 1.0]], ['2, k, 23', [0.00633397, -0.337224, 1.0]], ['2, k, 24', [-0.0471241, -0.304304, 1.0]]]
