[['2, k, 0', [0.03689994, -0.5565274, 1.0]], ['2, k, 1', [0.05040245, -0.2086812, 1.0]], ['2, k, 2', [0.06659002, 0.1317228, 1.0]], ['2, k, 3', [0.03694735, 0.2602053, 1.0]], ['2, k, 4', [-0.09762368, 0.07443515, 1.0]], ['2, k, 5', [-0.127437, -0.101202, 1.0]], ['2, k, 6', [-0.006877687, -0.1635006, 1.0]], ['2, k, 7', [0.04535663, -0.1977239, 1.0]], ['2, k, 8', [0.2343939, 0.09244376, 1.0]], ['2, k, 9', [0.2758311, -0.0565336, 1.0]], ['2, k, 10', [0.1754708, -0.1383324, 1.0]], ['2, k, 11', [0.1315035, -0.1737155, 1.0]], ['2, k, 12', [-0.07240469, -0.5458193, 1.0]], ['2, k, 13', [-0.150636, -0.2762837, 1.0]], ['2, k, 14', [-0.1194442, -0.6245633, 1.0]], ['2, k, 15', [-0.1183708, -0.6710213, 1.0]], ['2, k, 16', [0.1448232, -0.5468924, 1.0]], ['2, k, 17', [0.21037, -0.267552, 1.0]], ['2, k, 18', [0.1054128, -0.6138802, 1.0]], ['2, k, 19', [0.09413502, -0.6789073, 1.0]], ['2, k, 20', [0.06209975, 0.04751132, 1.0]], ['2, k, 21', [0.03347363, -0.2280863, 1.0]], ['2, k, 22', [0.09830151, -0.175982, 1.0]], ['2, k, 23', [0.07050096, -0.1992231, 1.0]], ['2, k, 24', [0.09308454, -0.1565212, 1.0]]]
[['2, k, 0', [0.03807997, -0.5852287, 1.0]], ['2, k, 1', [0.04899357, -0.2268832, 1.0]], ['2, k, 2', [0.05908934, 0.1175128, 1.0]], ['2, k, 3', [0.02948478, 0.2461223, 1.0]], ['2, k, 4', [-0.09220978, 0.06768513, 1.0]], ['2, k, 5', [-0.1373601, -0.1268898, 1.0]], ['2, k, 6', [-0.03719714, -0.1057177, 1.0]], ['2, k, 7', [-0.03649807, -0.119155, 1.0]], ['2, k, 8', [0.2263113, 0.09766784, 1.0]], ['2, k, 9', [0.2163795, -0.03517255, 1.0]], ['2, k, 10', [0.09240425, -0.1379448, 1.0]], ['2, k, 11', [0.02761084, -0.1823056, 1.0]], ['2, k, 12', [-0.07725246, -0.5762926, 1.0]], ['2, k, 13', [-0.1496781, -0.291074, 1.0]], ['2, k, 14', [-0.1194399, -0.6248, 1.0]], ['2, k, 15', [-0.1124618, -0.7131041, 1.0]], ['2, k, 16', [0.1523228, -0.5738661, 1.0]], ['2, k, 17', [0.2084871, -0.275074, 1.0]], ['2, k, 18', [0.08109592, -0.6280523, 1.0]], ['2, k, 19', [0.1091309, -0.7114258, 1.0]], ['2, k, 20', [0.05707994, 0.03378722, 1.0]], ['2, k, 21', [-0.008289766, -0.1341563, 1.0]], ['2, k, 22', [-0.05934624, -0.1693655, 1.0]], ['2, k, 23', [0.01655308, -0.2197697, 1.0]], ['2, k, 24', [0.01821341, -0.1287269, 1.0]]]
[['2, k, 0', [0.03552439, -0.5861003, 1.0]], ['2, k, 1', [0.04812435, -0.2280088, 1.0]], ['2, k, 2', [0.05917828, 0.1160264, 1.0]], ['2, k, 3', [0.02953337, 0.2453764, 1.0]], ['2, k, 4', [-0.092445, 0.06761086, 1.0]], ['2, k, 5', [-0.1358967, -0.1273632, 1.0]], ['2, k, 6', [-0.03595184, -0.1056669, 1.0]], ['2, k, 7', [-0.03438587, -0.1125447, 1.0]], ['2, k, 8', [0.2259041, 0.09801661, 1.0]], ['2, k, 9', [0.2127205, -0.0300271, 1.0]], ['2, k, 10', [0.09506066, -0.134726, 1.0]], ['2, k, 11', [0.02955921, -0.1757185, 1.0]], ['2, k, 12', [-0.07919669, -0.5766438, 1.0]], ['2, k, 13', [-0.1499242, -0.2911808, 1.0]], ['2, k, 14', [-0.119689, -0.6249242, 1.0]], ['2, k, 15', [-0.1281363, -0.7082069, 1.0]], ['2, k, 16', [0.1490868, -0.5753639, 1.0]], ['2, k, 17', [0.2085394, -0.2751512, 1.0]], ['2, k, 18', [0.08069506, -0.6280405, 1.0]], ['2, k, 19', [0.1155998, -0.6564938, 1.0]], ['2, k, 20', [0.05677225, 0.03218542, 1.0]], ['2, k, 21', [-0.009037709, -0.1305876, 1.0]], ['2, k, 22', [-0.07126134, -0.1680346, 1.0]], ['2, k, 23', [0.0152701, -0.2228627, 1.0]], ['2, k, 24', [0.02218762, -0.1288232, 1.0]]]
[['2, k, 0', [0.03558385, -0.5867548, 1.0]], ['2, k, 1', [0.04815559, -0.2288157, 1.0]], ['2, k, 2', [0.0593058, 0.1155126, 1.0]], ['2, k, 3', [0.02971128, 0.2448596, 1.0]], ['2, k, 4', [-0.09133107, 0.066522, 1.0]], ['2, k, 5', [-0.1344265, -0.1285057, 1.0]], ['2, k, 6', [-0.03458661, -0.1061374, 1.0]], ['2, k, 7', [-0.03474453, -0.1072259, 1.0]], ['2, k, 8', [0.2254167, 0.09842439, 1.0]], ['2, k, 9', [0.2122827, -0.0214587, 1.0]], ['2, k, 10', [0.09740691, -0.1295854, 1.0]], ['2, k, 11', [0.03020099, -0.165073, 1.0]], ['2, k, 12', [-0.07917493, -0.5770673, 1.0]], ['2, k, 13', [-0.1499877, -0.2921909, 1.0]], ['2, k, 14', [-0.1200336, -0.6248012, 1.0]], ['2, k, 15', [-0.1218441, -0.7074401, 1.0]], ['2, k, 16', [0.1491762, -0.5761873, 1.0]], ['2, k, 17', [0.2085114, -0.275194, 1.0]], ['2, k, 18', [0.0832459, -0.6297638, 1.0]], ['2, k, 19', [0.0917907, -0.7420881, 1.0]], ['2, k, 20', [0.0568353, 0.03152104, 1.0]], ['2, k, 21', [-0.009020114, -0.1257118, 1.0]], ['2, k, 22', [-0.07823103, -0.1705185, 1.0]], ['2, k, 23', [0.01768176, -0.1937491, 1.0]], ['2, k, 24', [0.02260973, -0.1090098, 1.0]]]
[['2, k, 0', [0.03531298, -0.5875368, 1.0]], ['2, k, 1', [0.04804117, -0.2299763, 1.0]], ['2, k, 2', [0.05941183, 0.115104, 1.0]], ['2, k, 3', [0.02994344, 0.2441287, 1.0]], ['2, k, 4', [-0.09123327, 0.0664103, 1.0]], ['2, k, 5', [-0.1342727, -0.1286062, 1.0]], ['2, k, 6', [-0.03444115, -0.1061348, 1.0]], ['2, k, 7', [-0.0325795, -0.09810627, 1.0]], ['2, k, 8', [0.2250248, 0.0987101, 1.0]], ['2, k, 9', [0.2128552, -0.0199725, 1.0]], ['2, k, 10', [0.1252443, -0.1033497, 1.0]], ['2, k, 11', [0.03165419, -0.1564942, 1.0]], ['2, k, 12', [-0.07937583, -0.5777704, 1.0]], ['2, k, 13', [-0.1499992, -0.2928665, 1.0]], ['2, k, 14', [-0.1200816, -0.6247963, 1.0]], ['2, k, 15', [-0.1221705, -0.7050349, 1.0]], ['2, k, 16', [0.1488305, -0.5769642, 1.0]], ['2, k, 17', [0.2084454, -0.275246, 1.0]], ['2, k, 18', [0.1065034, -0.6122234, 1.0]], ['2, k, 19', [0.14835, -0.7168318, 1.0]], ['2, k, 20', [0.05689318, 0.03086599, 1.0]], ['2, k, 21', [-0.0073585, -0.1144205, 1.0]], ['2, k, 22', [-0.03911256, -0.1391671, 1.0]], ['2, k, 23', [0.01634544, -0.1956225, 1.0]], ['2, k, 24', [0.0250501, -0.1087149, 1.0]]]
[['2, k, 0', [0.03581226, -0.5903646, 1.0]], ['2, k, 1', [0.04830685, -0.2318968, 1.0]], ['2, k, 2', [0.05952349, 0.1147412, 1.0]], ['2, k, 3', [0.03003351, 0.2437301, 1.0]], ['2, k, 4', [-0.09085422, 0.06647908, 1.0]], ['2, k, 5', [-0.129544, -0.1295056, 1.0]], ['2, k, 6', [-0.03089893, -0.1096622, 1.0]], ['2, k, 7', [-0.03361586, -0.07162368, 1.0]], ['2, k, 8', [0.2247093, 0.0990043, 1.0]], ['2, k, 9', [0.2127915, -0.01489134, 1.0]], ['2, k, 10', [0.0991924, -0.09915464, 1.0]], ['2, k, 11', [0.03217307, -0.1448622, 1.0]], ['2, k, 12', [-0.07887842, -0.5801389, 1.0]], ['2, k, 13', [-0.1499729, -0.2931445, 1.0]], ['2, k, 14', [-0.1200826, -0.6249382, 1.0]], ['2, k, 15', [-0.1190939, -0.702094, 1.0]], ['2, k, 16', [0.1492637, -0.580165, 1.0]], ['2, k, 17', [0.2083373, -0.2754405, 1.0]], ['2, k, 18', [0.10687, -0.6130033, 1.0]], ['2, k, 19', [0.1525836, -0.7147708, 1.0]], ['2, k, 20', [0.05701461, 0.03017867, 1.0]], ['2, k, 21', [-0.01985888, -0.08456854, 1.0]], ['2, k, 22', [-0.06132968, -0.1042813, 1.0]], ['2, k, 23', [0.01822392, -0.1757814, 1.0]], ['2, k, 24', [0.04800946, -0.2140908, 1.0]]]
[['2, k, 0', [0.03552071, -0.5905621, 1.0]], ['2, k, 1', [0.04813408, -0.2323968, 1.0]], ['2, k, 2', [0.05962498, 0.1142496, 1.0]], ['2, k, 3', [0.03022091, 0.24376, 1.0]], ['2, k, 4', [-0.09056666, 0.06644065, 1.0]], ['2, k, 5', [-0.1265485, -0.1300876, 1.0]], ['2, k, 6', [-0.08639838, -0.1066313, 1.0]], ['2, k, 7', [-0.05137777, -0.1150964, 1.0]], ['2, k, 8', [0.2245967, 0.09914514, 1.0]], ['2, k, 9', [0.2132115, -0.01256132, 1.0]], ['2, k, 10', [0.09876889, -0.0987893, 1.0]], ['2, k, 11', [0.03356618, -0.1374485, 1.0]], ['2, k, 12', [-0.07921866, -0.5802534, 1.0]], ['2, k, 13', [-0.1499385, -0.2931222, 1.0]], ['2, k, 14', [-0.1200579, -0.6250607, 1.0]], ['2, k, 15', [-0.119926, -0.7013791, 1.0]], ['2, k, 16', [0.1489131, -0.5805413, 1.0]], ['2, k, 17', [0.2084544, -0.2753736, 1.0]], ['2, k, 18', [0.107266, -0.6130216, 1.0]], ['2, k, 19', [0.1168213, -0.6806641, 1.0]], ['2, k, 20', [0.05703663, 0.02956304, 1.0]], ['2, k, 21', [-0.00355155, -0.0966511, 1.0]], ['2, k, 22', [-0.1056241, -0.1663826, 1.0]], ['2, k, 23', [0.0208965, -0.1615066, 1.0]], ['2, k, 24', [0.04682972, -0.2074665, 1.0]]]
[['2, k, 0', [0.03551956, -0.5905153, 1.0]], ['2, k, 1', [0.04815929, -0.2324861, 1.0]], ['2, k, 2', [0.05968147, 0.1141203, 1.0]], ['2, k, 3', [0.03038104, 0.2438954, 1.0]], ['2, k, 4', [-0.09030165, 0.0664353, 1.0]], ['2, k, 5', [-0.1289244, -0.1290674, 1.0]], ['2, k, 6', [-0.08993866, -0.1046567, 1.0]], ['2, k, 7', [-0.05416913, -0.114396, 1.0]], ['2, k, 8', [0.2242222, 0.09943392, 1.0]], ['2, k, 9', [0.2361941, 0.01045091, 1.0]], ['2, k, 10', [0.1105726, -0.08688094, 1.0]], ['2, k, 11', [0.03426043, -0.132276, 1.0]], ['2, k, 12', [-0.07922365, -0.5802081, 1.0]], ['2, k, 13', [-0.1499273, -0.2933992, 1.0]], ['2, k, 14', [-0.1199561, -0.6249949, 1.0]], ['2, k, 15', [-0.119216, -0.6896161, 1.0]], ['2, k, 16', [0.1489251, -0.5803856, 1.0]], ['2, k, 17', [0.2084815, -0.2756913, 1.0]], ['2, k, 18', [0.1073366, -0.6132259, 1.0]], ['2, k, 19', [0.1014536, -0.6630626, 1.0]], ['2, k, 20', [0.05707991, 0.02938993, 1.0]], ['2, k, 21', [-0.004290582, -0.090616, 1.0]], ['2, k, 22', [-0.1078848, -0.1665627, 1.0]], ['2, k, 23', [0.01976476, -0.1673781, 1.0]], ['2, k, 24', [0.04003122, -0.2082378, 1.0]]]
[['2, k, 0', [0.03537862, -0.590443, 1.0]], ['2, k, 1', [0.04812611, -0.2325943, 1.0]], ['2, k, 2', [0.05983331, 0.1138571, 1.0]], ['2, k, 3', [0.03046933, 0.2438729, 1.0]], ['2, k, 4', [-0.09015274, 0.06655467, 1.0]], ['2, k, 5', [-0.1274805, -0.1294851, 1.0]], ['2, k, 6', [-0.08936846, -0.103788, 1.0]], ['2, k, 7', [-0.05336681, -0.1104674, 1.0]], ['2, k, 8', [0.2237641, 0.1003741, 1.0]], ['2, k, 9', [0.2181552, 0.002155914, 1.0]], ['2, k, 10', [0.1015064, -0.09036399, 1.0]], ['2, k, 11', [0.03505637, -0.1236615, 1.0]], ['2, k, 12', [-0.0794877, -0.5799739, 1.0]], ['2, k, 13', [-0.1498427, -0.2938601, 1.0]], ['2, k, 14', [-0.1199099, -0.6254802, 1.0]], ['2, k, 15', [-0.1227921, -0.6813881, 1.0]], ['2, k, 16', [0.1486113, -0.5803112, 1.0]], ['2, k, 17', [0.2087348, -0.2764352, 1.0]], ['2, k, 18', [0.1036474, -0.6090914, 1.0]], ['2, k, 19', [0.09793007, -0.6589747, 1.0]], ['2, k, 20', [0.05717069, 0.02911622, 1.0]], ['2, k, 21', [-0.00431217, -0.08499039, 1.0]], ['2, k, 22', [-0.1078482, -0.1660387, 1.0]], ['2, k, 23', [0.01978389, -0.1606833, 1.0]], ['2, k, 24', [0.04348277, -0.1978996, 1.0]]]
[['2, k, 0', [0.03530271, -0.5900469, 1.0]], ['2, k, 1', [0.04818825, -0.2325726, 1.0]], ['2, k, 2', [0.05999653, 0.1137107, 1.0]], ['2, k, 3', [0.03072731, 0.2439461, 1.0]], ['2, k, 4', [-0.09014618, 0.0666154, 1.0]], ['2, k, 5', [-0.1262715, -0.1297302, 1.0]], ['2, k, 6', [-0.0482109, -0.1030209, 1.0]], ['2, k, 7', [-0.03916431, -0.09063099, 1.0]], ['2, k, 8', [0.2234753, 0.1009723, 1.0]], ['2, k, 9', [0.2181454, 0.006246886, 1.0]], ['2, k, 10', [0.1051407, -0.08351938, 1.0]], ['2, k, 11', [0.03540694, -0.1174837, 1.0]], ['2, k, 12', [-0.07942132, -0.5790531, 1.0]], ['2, k, 13', [-0.1497894, -0.2943409, 1.0]], ['2, k, 14', [-0.1196595, -0.6255704, 1.0]], ['2, k, 15', [-0.1216046, -0.6821895, 1.0]], ['2, k, 16', [0.1482159, -0.5798532, 1.0]], ['2, k, 17', [0.2088843, -0.27694, 1.0]], ['2, k, 18', [0.1041117, -0.609045, 1.0]], ['2, k, 19', [0.09832479, -0.6589154, 1.0]], ['2, k, 20', [0.05728011, 0.02898981, 1.0]], ['2, k, 21', [-0.006648717, -0.07639793, 1.0]], ['2, k, 22', [-0.08948676, -0.1743322, 1.0]], ['2, k, 23', [0.02009146, -0.1482852, 1.0]], ['2, k, 24', [0.04043094, -0.1931916, 1.0]]]
[['2, k, 0', [0.03250987, -0.5887194, 1.0]], ['2, k, 1', [0.04777258, -0.2325191, 1.0]], ['2, k, 2', [0.06012524, 0.1134818, 1.0]], ['2, k, 3', [0.03106211, 0.2436992, 1.0]], ['2, k, 4', [-0.08985419, 0.06677973, 1.0]], ['2, k, 5', [-0.125746, -0.1296657, 1.0]], ['2, k, 6', [-0.04831714, -0.09887155, 1.0]], ['2, k, 7', [-0.03812542, -0.08272025, 1.0]], ['2, k, 8', [0.223326, 0.1012172, 1.0]], ['2, k, 9', [0.2340449, 0.0163259, 1.0]], ['2, k, 10', [0.1143864, -0.07383999, 1.0]], ['2, k, 11', [0.03642757, -0.1104404, 1.0]], ['2, k, 12', [-0.08219931, -0.5772533, 1.0]], ['2, k, 13', [-0.1497316, -0.294585, 1.0]], ['2, k, 14', [-0.1194758, -0.6256714, 1.0]], ['2, k, 15', [-0.1219977, -0.6819919, 1.0]], ['2, k, 16', [0.1455242, -0.5790895, 1.0]], ['2, k, 17', [0.2089734, -0.2772652, 1.0]], ['2, k, 18', [0.1045952, -0.6113583, 1.0]], ['2, k, 19', [0.1167603, -0.6704102, 1.0]], ['2, k, 20', [0.057284, 0.02883716, 1.0]], ['2, k, 21', [-0.006607729, -0.06905226, 1.0]], ['2, k, 22', [-0.09090498, -0.17137, 1.0]], ['2, k, 23', [0.02175765, -0.1314512, 1.0]], ['2, k, 24', [0.0450935, -0.1829482, 1.0]]]
[['2, k, 0', [0.03194169, -0.5882675, 1.0]], ['2, k, 1', [0.04759984, -0.2325761, 1.0]], ['2, k, 2', [0.06031511, 0.1130365, 1.0]], ['2, k, 3', [0.03118383, 0.2435919, 1.0]], ['2, k, 4', [-0.08981252, 0.0672643, 1.0]], ['2, k, 5', [-0.1252933, -0.1292793, 1.0]], ['2, k, 6', [-0.04831083, -0.09346493, 1.0]], ['2, k, 7', [-0.03613061, -0.07233641, 1.0]], ['2, k, 8', [0.2228156, 0.1023391, 1.0]], ['2, k, 9', [0.2342023, 0.01718816, 1.0]], ['2, k, 10', [0.1160138, -0.07034519, 1.0]], ['2, k, 11', [0.03634825, -0.1051467, 1.0]], ['2, k, 12', [-0.08241073, -0.5767235, 1.0]], ['2, k, 13', [-0.1497578, -0.2943367, 1.0]], ['2, k, 14', [-0.119144, -0.6257744, 1.0]], ['2, k, 15', [-0.1282756, -0.6960509, 1.0]], ['2, k, 16', [0.1440239, -0.5788631, 1.0]], ['2, k, 17', [0.2092595, -0.2772437, 1.0]], ['2, k, 18', [0.1036488, -0.611493, 1.0]], ['2, k, 19', [0.1175388, -0.6645181, 1.0]], ['2, k, 20', [0.05734874, 0.02850457, 1.0]], ['2, k, 21', [-0.00901864, -0.06296469, 1.0]], ['2, k, 22', [-0.09198335, -0.1688762, 1.0]], ['2, k, 23', [0.02039064, -0.1349458, 1.0]], ['2, k, 24', [0.04378491, -0.176348, 1.0]]]
[['2, k, 0', [0.0311224, -0.5878972, 1.0]], ['2, k, 1', [0.04738075, -0.2326587, 1.0]], ['2, k, 2', [0.06051224, 0.112778, 1.0]], ['2, k, 3', [0.03146737, 0.2432242, 1.0]], ['2, k, 4', [-0.08972204, 0.0675872, 1.0]], ['2, k, 5', [-0.1242601, -0.1291432, 1.0]], ['2, k, 6', [-0.04676029, -0.09530596, 1.0]], ['2, k, 7', [-0.03581779, -0.06966539, 1.0]], ['2, k, 8', [0.2224485, 0.1028578, 1.0]], ['2, k, 9', [0.2344208, 0.01788334, 1.0]], ['2, k, 10', [0.1153461, -0.05856505, 1.0]], ['2, k, 11', [0.0361255, -0.09758132, 1.0]], ['2, k, 12', [-0.08259053, -0.576434, 1.0]], ['2, k, 13', [-0.1497247, -0.2944463, 1.0]], ['2, k, 14', [-0.119132, -0.6257727, 1.0]], ['2, k, 15', [-0.1177102, -0.6890385, 1.0]], ['2, k, 16', [0.1425806, -0.5791519, 1.0]], ['2, k, 17', [0.20907, -0.2779298, 1.0]], ['2, k, 18', [0.1013071, -0.6235307, 1.0]], ['2, k, 19', [0.1138306, -0.7207031, 1.0]], ['2, k, 20', [0.05743388, 0.02829728, 1.0]], ['2, k, 21', [-0.01134425, -0.0629714, 1.0]], ['2, k, 22', [-0.09181256, -0.1682929, 1.0]], ['2, k, 23', [0.0213604, -0.1213844, 1.0]], ['2, k, 24', [0.04274022, -0.1701275, 1.0]]]
[['2, k, 0', [0.03040116, -0.5880164, 1.0]], ['2, k, 1', [0.04704805, -0.2328649, 1.0]], ['2, k, 2', [0.06060881, 0.1125979, 1.0]], ['2, k, 3', [0.03183195, 0.2428547, 1.0]], ['2, k, 4', [-0.08946374, 0.06778061, 1.0]], ['2, k, 5', [-0.1282394, -0.128208, 1.0]], ['2, k, 6', [-0.05001498, -0.09348208, 1.0]], ['2, k, 7', [-0.03871416, -0.06595913, 1.0]], ['2, k, 8', [0.2220926, 0.1033625, 1.0]], ['2, k, 9', [0.2342691, 0.01948713, 1.0]], ['2, k, 10', [0.115693, -0.0568253, 1.0]], ['2, k, 11', [0.03649486, -0.09227746, 1.0]], ['2, k, 12', [-0.08293972, -0.5763335, 1.0]], ['2, k, 13', [-0.1495345, -0.2946983, 1.0]], ['2, k, 14', [-0.119209, -0.6259066, 1.0]], ['2, k, 15', [-0.1163547, -0.7019452, 1.0]], ['2, k, 16', [0.1419897, -0.5795195, 1.0]], ['2, k, 17', [0.2091755, -0.2780425, 1.0]], ['2, k, 18', [0.1064198, -0.6332335, 1.0]], ['2, k, 19', [0.1270195, -0.7446477, 1.0]], ['2, k, 20', [0.05746605, 0.02806733, 1.0]], ['2, k, 21', [-0.01133465, -0.05362796, 1.0]], ['2, k, 22', [-0.04149611, -0.1095474, 1.0]], ['2, k, 23', [0.02308529, -0.1185499, 1.0]], ['2, k, 24', [0.04354668, -0.1634049, 1.0]]]
[['2, k, 0', [0.02978858, -0.5877209, 1.0]], ['2, k, 1', [0.04668386, -0.2328978, 1.0]], ['2, k, 2', [0.06057906, 0.1123936, 1.0]], ['2, k, 3', [0.03214238, 0.2426357, 1.0]], ['2, k, 4', [-0.08945861, 0.06795368, 1.0]], ['2, k, 5', [-0.127367, -0.1282156, 1.0]], ['2, k, 6', [-0.05112148, -0.08556969, 1.0]], ['2, k, 7', [-0.03740387, -0.05796557, 1.0]], ['2, k, 8', [0.2220495, 0.1037936, 1.0]], ['2, k, 9', [0.2309215, 0.0240974, 1.0]], ['2, k, 10', [0.1146654, -0.05129474, 1.0]], ['2, k, 11', [0.03638399, -0.08475336, 1.0]], ['2, k, 12', [-0.08320978, -0.5759441, 1.0]], ['2, k, 13', [-0.1495175, -0.2946616, 1.0]], ['2, k, 14', [-0.1194524, -0.626236, 1.0]], ['2, k, 15', [-0.1149786, -0.6861171, 1.0]], ['2, k, 16', [0.1411993, -0.5795133, 1.0]], ['2, k, 17', [0.2091593, -0.2787721, 1.0]], ['2, k, 18', [0.1129981, -0.6049741, 1.0]], ['2, k, 19', [0.107927, -0.6547778, 1.0]], ['2, k, 20', [0.05738306, 0.0278812, 1.0]], ['2, k, 21', [-0.01486657, -0.05029944, 1.0]], ['2, k, 22', [-0.02716089, -0.0843287, 1.0]], ['2, k, 23', [0.0219957, -0.1048546, 1.0]], ['2, k, 24', [0.04588816, -0.1550678, 1.0]]]
[['2, k, 0', [0.02938457, -0.5872673, 1.0]], ['2, k, 1', [0.04650727, -0.2328665, 1.0]], ['2, k, 2', [0.06065529, 0.1121946, 1.0]], ['2, k, 3', [0.03240732, 0.2422671, 1.0]], ['2, k, 4', [-0.08954097, 0.06834539, 1.0]], ['2, k, 5', [-0.126081, -0.1281036, 1.0]], ['2, k, 6', [-0.05062651, -0.08378323, 1.0]], ['2, k, 7', [0.03463561, -0.07376704, 1.0]], ['2, k, 8', [0.2220222, 0.1040878, 1.0]], ['2, k, 9', [0.2254442, 0.02408401, 1.0]], ['2, k, 10', [0.1124554, -0.05003279, 1.0]], ['2, k, 11', [0.04170239, -0.08441442, 1.0]], ['2, k, 12', [-0.08336634, -0.5754955, 1.0]], ['2, k, 13', [-0.1494349, -0.2948024, 1.0]], ['2, k, 14', [-0.1191704, -0.6264674, 1.0]], ['2, k, 15', [-0.1218995, -0.698598, 1.0]], ['2, k, 16', [0.1406405, -0.5792128, 1.0]], ['2, k, 17', [0.2062376, -0.2950156, 1.0]], ['2, k, 18', [0.1058472, -0.6142204, 1.0]], ['2, k, 19', [0.1013333, -0.6637347, 1.0]], ['2, k, 20', [0.05739595, 0.02773805, 1.0]], ['2, k, 21', [0.0332286, -0.0702714, 1.0]], ['2, k, 22', [0.02085005, -0.1222262, 1.0]], ['2, k, 23', [0.02278085, -0.1016938, 1.0]], ['2, k, 24', [0.05522654, -0.1351689, 1.0]]]
[['2, k, 0', [0.02805411, -0.5811908, 1.0]], ['2, k, 1', [0.04605933, -0.2317367, 1.0]], ['2, k, 2', [0.06066468, 0.1119911, 1.0]], ['2, k, 3', [0.03241288, 0.2421856, 1.0]], ['2, k, 4', [-0.0897, 0.06848441, 1.0]], ['2, k, 5', [-0.1309958, -0.1267535, 1.0]], ['2, k, 6', [-0.05352891, -0.09394792, 1.0]], ['2, k, 7', [0.034996, -0.0716916, 1.0]], ['2, k, 8', [0.2214842, 0.1048397, 1.0]], ['2, k, 9', [0.2041148, -0.005336701, 1.0]], ['2, k, 10', [0.08371675, -0.0666959, 1.0]], ['2, k, 11', [0.04191257, -0.07900094, 1.0]], ['2, k, 12', [-0.0835285, -0.569059, 1.0]], ['2, k, 13', [-0.1493483, -0.294881, 1.0]], ['2, k, 14', [-0.1191179, -0.6265145, 1.0]], ['2, k, 15', [-0.1212569, -0.6921322, 1.0]], ['2, k, 16', [0.1381138, -0.5727575, 1.0]], ['2, k, 17', [0.2068664, -0.2908784, 1.0]], ['2, k, 18', [0.1048438, -0.6142349, 1.0]], ['2, k, 19', [0.1002832, -0.6642619, 1.0]], ['2, k, 20', [0.05736598, 0.02769126, 1.0]], ['2, k, 21', [0.03288962, -0.06866661, 1.0]], ['2, k, 22', [0.02459626, -0.1244695, 1.0]], ['2, k, 23', [0.02091989, -0.09943303, 1.0]], ['2, k, 24', [0.0528719, -0.1299304, 1.0]]]
[['2, k, 0', [0.0284083, -0.5809225, 1.0]], ['2, k, 1', [0.04602722, -0.2316643, 1.0]], ['2, k, 2', [0.06052103, 0.1116255, 1.0]], ['2, k, 3', [0.03241379, 0.2418968, 1.0]], ['2, k, 4', [-0.08995778, 0.06857951, 1.0]], ['2, k, 5', [-0.1298764, -0.1270679, 1.0]], ['2, k, 6', [-0.05255319, -0.09376124, 1.0]], ['2, k, 7', [0.03469793, -0.06847836, 1.0]], ['2, k, 8', [0.2212075, 0.1052102, 1.0]], ['2, k, 9', [0.2303178, 0.03366438, 1.0]], ['2, k, 10', [0.1128482, -0.03432137, 1.0]], ['2, k, 11', [0.04090809, -0.07125479, 1.0]], ['2, k, 12', [-0.0829537, -0.5686211, 1.0]], ['2, k, 13', [-0.1490541, -0.2956543, 1.0]], ['2, k, 14', [-0.1186403, -0.6273862, 1.0]], ['2, k, 15', [-0.1213981, -0.6982954, 1.0]], ['2, k, 16', [0.1383819, -0.5726163, 1.0]], ['2, k, 17', [0.207465, -0.2886104, 1.0]], ['2, k, 18', [0.1050365, -0.6142971, 1.0]], ['2, k, 19', [0.119812, -0.6533203, 1.0]], ['2, k, 20', [0.05724951, 0.02746626, 1.0]], ['2, k, 21', [0.03465091, -0.05623534, 1.0]], ['2, k, 22', [0.05656603, -0.1105786, 1.0]], ['2, k, 23', [0.02191423, -0.08825631, 1.0]], ['2, k, 24', [0.05604313, -0.1223385, 1.0]]]
[['2, k, 0', [0.0269419, -0.5439904, 1.0]], ['2, k, 1', [0.04466056, -0.2154328, 1.0]], ['2, k, 2', [0.06053155, 0.111582, 1.0]], ['2, k, 3', [0.03247961, 0.2417888, 1.0]], ['2, k, 4', [-0.08993544, 0.06889021, 1.0]], ['2, k, 5', [-0.1285602, -0.1270464, 1.0]], ['2, k, 6', [-0.05169076, -0.09330278, 1.0]], ['2, k, 7', [0.03474915, -0.06518596, 1.0]], ['2, k, 8', [0.2211726, 0.1053175, 1.0]], ['2, k, 9', [0.2453469, 0.03480045, 1.0]], ['2, k, 10', [0.1189142, -0.03182043, 1.0]], ['2, k, 11', [0.04095722, -0.06743392, 1.0]], ['2, k, 12', [-0.08276399, -0.5335187, 1.0]], ['2, k, 13', [-0.1527826, -0.2831064, 1.0]], ['2, k, 14', [-0.1181642, -0.6277444, 1.0]], ['2, k, 15', [-0.1177871, -0.6718602, 1.0]], ['2, k, 16', [0.1356439, -0.5348478, 1.0]], ['2, k, 17', [0.2097328, -0.2816119, 1.0]], ['2, k, 18', [0.1079483, -0.6153122, 1.0]], ['2, k, 19', [0.1428921, -0.7237496, 1.0]], ['2, k, 20', [0.05717621, 0.0281274, 1.0]], ['2, k, 21', [0.03186275, -0.0499912, 1.0]], ['2, k, 22', [0.0559061, -0.1072034, 1.0]], ['2, k, 23', [0.02241503, -0.08446055, 1.0]], ['2, k, 24', [0.004338834, -0.09039914, 1.0]]]
