[['2, k, 0', [-0.202251, -0.380884, 1.0]], ['2, k, 1', [-0.194261, -0.0908986, 1.0]], ['2, k, 2', [-0.185236, 0.192871, 1.0]], ['2, k, 3', [-0.165187, 0.32103, 1.0]], ['2, k, 4', [-0.296148, 0.184531, 1.0]], ['2, k, 5', [-0.346677, 0.0684936, 1.0]], ['2, k, 6', [-0.300936, 0.0790668, 1.0]], ['2, k, 7', [-0.256016, 0.0732451, 1.0]], ['2, k, 8', [-0.00919318, 0.0799135, 1.0]], ['2, k, 9', [0.168117, 0.123374, 1.0]], ['2, k, 10', [0.263262, 0.0586536, 1.0]], ['2, k, 11', [0.295231, 0.0754757, 1.0]], ['2, k, 12', [-0.264831, -0.351811, 1.0]], ['2, k, 13', [-0.256191, -0.659609, 1.0]], ['2, k, 14', [-0.247063, -1.03163, 1.0]], ['2, k, 15', [-0.224086, -1.09751, 1.0]], ['2, k, 16', [-0.134059, -0.399341, 1.0]], ['2, k, 17', [-0.109295, -0.706295, 1.0]], ['2, k, 18', [-0.116708, -1.086, 1.0]], ['2, k, 19', [-0.120732, -1.10812, 1.0]], ['2, k, 20', [-0.187678, 0.122859, 1.0]], ['2, k, 21', [-0.235535, 0.068531, 1.0]], ['2, k, 22', [-0.224412, 0.103264, 1.0]], ['2, k, 23', [0.311602, 0.0700489, 1.0]], ['2, k, 24', [0.333598, 0.0905732, 1.0]]]
[['2, k, 0', [-0.177407, -0.35687, 1.0]], ['2, k, 1', [-0.17361, -0.065942, 1.0]], ['2, k, 2', [-0.162824, 0.222164, 1.0]], ['2, k, 3', [-0.141898, 0.332019, 1.0]], ['2, k, 4', [-0.259022, 0.149798, 1.0]], ['2, k, 5', [-0.0924972, 0.0733775, 1.0]], ['2, k, 6', [0.0956623, 0.10482, 1.0]], ['2, k, 7', [0.155669, 0.113708, 1.0]], ['2, k, 8', [0.0353034, 0.152403, 1.0]], ['2, k, 9', [0.248162, 0.134521, 1.0]], ['2, k, 10', [0.458427, 0.178019, 1.0]], ['2, k, 11', [0.460264, 0.183522, 1.0]], ['2, k, 12', [-0.238799, -0.339312, 1.0]], ['2, k, 13', [-0.302955, -0.586721, 1.0]], ['2, k, 14', [-0.265536, -1.04146, 1.0]], ['2, k, 15', [-0.222475, -1.10902, 1.0]], ['2, k, 16', [-0.115418, -0.36227, 1.0]], ['2, k, 17', [-0.145063, -0.677858, 1.0]], ['2, k, 18', [-0.136502, -1.0498, 1.0]], ['2, k, 19', [-0.151586, -1.10952, 1.0]], ['2, k, 20', [-0.166323, 0.150964, 1.0]], ['2, k, 21', [0.20289, 0.125261, 1.0]], ['2, k, 22', [0.181576, 0.0958905, 1.0]], ['2, k, 23', [0.472097, 0.192972, 1.0]], ['2, k, 24', [0.458731, 0.169553, 1.0]]]
[['2, k, 0', [-0.179521, -0.356978, 1.0]], ['2, k, 1', [-0.172971, -0.0651559, 1.0]], ['2, k, 2', [-0.159144, 0.224271, 1.0]], ['2, k, 3', [-0.137823, 0.332128, 1.0]], ['2, k, 4', [-0.24991, 0.133755, 1.0]], ['2, k, 5', [-0.0595813, 0.0726729, 1.0]], ['2, k, 6', [0.12752, 0.111685, 1.0]], ['2, k, 7', [0.181537, 0.115105, 1.0]], ['2, k, 8', [0.0357992, 0.165117, 1.0]], ['2, k, 9', [0.247383, 0.139974, 1.0]], ['2, k, 10', [0.455876, 0.170147, 1.0]], ['2, k, 11', [0.446779, 0.191956, 1.0]], ['2, k, 12', [-0.239709, -0.341308, 1.0]], ['2, k, 13', [-0.30958, -0.589447, 1.0]], ['2, k, 14', [-0.268018, -1.05023, 1.0]], ['2, k, 15', [-0.222316, -1.10905, 1.0]], ['2, k, 16', [-0.118504, -0.360794, 1.0]], ['2, k, 17', [-0.151265, -0.678082, 1.0]], ['2, k, 18', [-0.132263, -1.05074, 1.0]], ['2, k, 19', [-0.153881, -1.10949, 1.0]], ['2, k, 20', [-0.163359, 0.152794, 1.0]], ['2, k, 21', [0.231714, 0.128144, 1.0]], ['2, k, 22', [0.20351, 0.0952728, 1.0]], ['2, k, 23', [0.467223, 0.192933, 1.0]], ['2, k, 24', [0.448483, 0.17586, 1.0]]]
[['2, k, 0', [-0.180233, -0.357067, 1.0]], ['2, k, 1', [-0.171317, -0.0641767, 1.0]], ['2, k, 2', [-0.153415, 0.226474, 1.0]], ['2, k, 3', [-0.132695, 0.331422, 1.0]], ['2, k, 4', [-0.24759, 0.132032, 1.0]], ['2, k, 5', [-0.0343573, 0.0749577, 1.0]], ['2, k, 6', [0.155696, 0.111256, 1.0]], ['2, k, 7', [0.223394, 0.120275, 1.0]], ['2, k, 8', [0.0368306, 0.167627, 1.0]], ['2, k, 9', [0.212308, 0.187431, 1.0]], ['2, k, 10', [0.426889, 0.193343, 1.0]], ['2, k, 11', [0.436165, 0.196316, 1.0]], ['2, k, 12', [-0.239754, -0.342244, 1.0]], ['2, k, 13', [-0.294983, -0.600856, 1.0]], ['2, k, 14', [-0.262266, -1.0632, 1.0]], ['2, k, 15', [-0.222306, -1.10907, 1.0]], ['2, k, 16', [-0.119796, -0.360164, 1.0]], ['2, k, 17', [-0.149681, -0.678428, 1.0]], ['2, k, 18', [-0.134574, -1.04608, 1.0]], ['2, k, 19', [-0.154385, -1.10947, 1.0]], ['2, k, 20', [-0.158503, 0.154764, 1.0]], ['2, k, 21', [0.266646, 0.131743, 1.0]], ['2, k, 22', [0.234056, 0.0975731, 1.0]], ['2, k, 23', [0.456099, 0.197062, 1.0]], ['2, k, 24', [0.427269, 0.174665, 1.0]]]
[['2, k, 0', [-0.181102, -0.357758, 1.0]], ['2, k, 1', [-0.170288, -0.0640546, 1.0]], ['2, k, 2', [-0.15055, 0.226898, 1.0]], ['2, k, 3', [-0.12841, 0.331523, 1.0]], ['2, k, 4', [-0.244629, 0.129949, 1.0]], ['2, k, 5', [-0.0225752, 0.0729082, 1.0]], ['2, k, 6', [0.183324, 0.105533, 1.0]], ['2, k, 7', [0.249054, 0.122365, 1.0]], ['2, k, 8', [0.0346997, 0.170287, 1.0]], ['2, k, 9', [0.209472, 0.18719, 1.0]], ['2, k, 10', [0.366943, 0.183725, 1.0]], ['2, k, 11', [0.419713, 0.182852, 1.0]], ['2, k, 12', [-0.239532, -0.344363, 1.0]], ['2, k, 13', [-0.291957, -0.598218, 1.0]], ['2, k, 14', [-0.24857, -1.06012, 1.0]], ['2, k, 15', [-0.222125, -1.10923, 1.0]], ['2, k, 16', [-0.121319, -0.360249, 1.0]], ['2, k, 17', [-0.149907, -0.678441, 1.0]], ['2, k, 18', [-0.138528, -1.04801, 1.0]], ['2, k, 19', [-0.154535, -1.10972, 1.0]], ['2, k, 20', [-0.155966, 0.155124, 1.0]], ['2, k, 21', [0.295725, 0.13291, 1.0]], ['2, k, 22', [0.233545, 0.0966965, 1.0]], ['2, k, 23', [0.439816, 0.183697, 1.0]], ['2, k, 24', [0.41122, 0.161431, 1.0]]]
[['2, k, 0', [-0.179548, -0.359798, 1.0]], ['2, k, 1', [-0.167158, -0.0642054, 1.0]], ['2, k, 2', [-0.148246, 0.2273, 1.0]], ['2, k, 3', [-0.124026, 0.330411, 1.0]], ['2, k, 4', [-0.240649, 0.12744, 1.0]], ['2, k, 5', [-0.00680751, 0.0665613, 1.0]], ['2, k, 6', [0.197706, 0.108218, 1.0]], ['2, k, 7', [0.255862, 0.119635, 1.0]], ['2, k, 8', [0.0295853, 0.176427, 1.0]], ['2, k, 9', [0.19831, 0.190584, 1.0]], ['2, k, 10', [0.37815, 0.178604, 1.0]], ['2, k, 11', [0.438464, 0.187911, 1.0]], ['2, k, 12', [-0.232036, -0.351113, 1.0]], ['2, k, 13', [-0.341885, -0.56932, 1.0]], ['2, k, 14', [-0.26813, -1.04644, 1.0]], ['2, k, 15', [-0.219698, -1.10667, 1.0]], ['2, k, 16', [-0.121416, -0.360455, 1.0]], ['2, k, 17', [-0.148564, -0.676878, 1.0]], ['2, k, 18', [-0.139669, -1.04749, 1.0]], ['2, k, 19', [-0.154112, -1.10979, 1.0]], ['2, k, 20', [-0.153364, 0.155419, 1.0]], ['2, k, 21', [0.310387, 0.139865, 1.0]], ['2, k, 22', [0.269993, 0.0991372, 1.0]], ['2, k, 23', [0.458497, 0.188738, 1.0]], ['2, k, 24', [0.429811, 0.166446, 1.0]]]
[['2, k, 0', [-0.179687, -0.359485, 1.0]], ['2, k, 1', [-0.164894, -0.0630569, 1.0]], ['2, k, 2', [-0.143435, 0.22878, 1.0]], ['2, k, 3', [-0.120665, 0.330097, 1.0]], ['2, k, 4', [-0.226612, 0.118896, 1.0]], ['2, k, 5', [0.0172096, 0.0653559, 1.0]], ['2, k, 6', [0.223374, 0.111505, 1.0]], ['2, k, 7', [0.291025, 0.127337, 1.0]], ['2, k, 8', [0.0281813, 0.178357, 1.0]], ['2, k, 9', [0.180963, 0.193264, 1.0]], ['2, k, 10', [0.368514, 0.20857, 1.0]], ['2, k, 11', [0.379172, 0.229484, 1.0]], ['2, k, 12', [-0.22952, -0.347099, 1.0]], ['2, k, 13', [-0.311418, -0.597273, 1.0]], ['2, k, 14', [-0.270799, -1.07213, 1.0]], ['2, k, 15', [-0.218925, -1.1096, 1.0]], ['2, k, 16', [-0.124345, -0.360228, 1.0]], ['2, k, 17', [-0.1467, -0.678373, 1.0]], ['2, k, 18', [-0.130991, -1.0536, 1.0]], ['2, k, 19', [-0.153211, -1.10987, 1.0]], ['2, k, 20', [-0.149139, 0.156846, 1.0]], ['2, k, 21', [0.339096, 0.140564, 1.0]], ['2, k, 22', [0.292294, 0.114998, 1.0]], ['2, k, 23', [0.378301, 0.225341, 1.0]], ['2, k, 24', [0.376501, 0.224269, 1.0]]]
[['2, k, 0', [-0.179915, -0.358974, 1.0]], ['2, k, 1', [-0.163201, -0.0625674, 1.0]], ['2, k, 2', [-0.140647, 0.228808, 1.0]], ['2, k, 3', [-0.116031, 0.328827, 1.0]], ['2, k, 4', [-0.221931, 0.116681, 1.0]], ['2, k, 5', [0.0416439, 0.0751647, 1.0]], ['2, k, 6', [0.252053, 0.110269, 1.0]], ['2, k, 7', [0.302652, 0.127099, 1.0]], ['2, k, 8', [0.0259699, 0.181926, 1.0]], ['2, k, 9', [0.187495, 0.193553, 1.0]], ['2, k, 10', [0.363698, 0.209888, 1.0]], ['2, k, 11', [0.371492, 0.233008, 1.0]], ['2, k, 12', [-0.228506, -0.347465, 1.0]], ['2, k, 13', [-0.249182, -0.604891, 1.0]], ['2, k, 14', [-0.235359, -1.04897, 1.0]], ['2, k, 15', [-0.219037, -1.10992, 1.0]], ['2, k, 16', [-0.127694, -0.358043, 1.0]], ['2, k, 17', [-0.149577, -0.675466, 1.0]], ['2, k, 18', [-0.131444, -1.05365, 1.0]], ['2, k, 19', [-0.152722, -1.10982, 1.0]], ['2, k, 20', [-0.146585, 0.157, 1.0]], ['2, k, 21', [0.356803, 0.143257, 1.0]], ['2, k, 22', [0.311224, 0.11581, 1.0]], ['2, k, 23', [0.377947, 0.236898, 1.0]], ['2, k, 24', [0.37618, 0.23579, 1.0]]]
[['2, k, 0', [-0.179456, -0.359121, 1.0]], ['2, k, 1', [-0.160317, -0.0628582, 1.0]], ['2, k, 2', [-0.135833, 0.227747, 1.0]], ['2, k, 3', [-0.11003, 0.328604, 1.0]], ['2, k, 4', [-0.18628, 0.0988284, 1.0]], ['2, k, 5', [0.079862, 0.0699896, 1.0]], ['2, k, 6', [0.289841, 0.117026, 1.0]], ['2, k, 7', [0.315359, 0.127374, 1.0]], ['2, k, 8', [0.00998496, 0.18285, 1.0]], ['2, k, 9', [0.1739, 0.191642, 1.0]], ['2, k, 10', [0.373951, 0.212131, 1.0]], ['2, k, 11', [0.348373, 0.241891, 1.0]], ['2, k, 12', [-0.221773, -0.349573, 1.0]], ['2, k, 13', [-0.313096, -0.656011, 1.0]], ['2, k, 14', [-0.237546, -1.04831, 1.0]], ['2, k, 15', [-0.220059, -1.10982, 1.0]], ['2, k, 16', [-0.130776, -0.357545, 1.0]], ['2, k, 17', [-0.150605, -0.676218, 1.0]], ['2, k, 18', [-0.112262, -1.0475, 1.0]], ['2, k, 19', [-0.153977, -1.10991, 1.0]], ['2, k, 20', [-0.142225, 0.156146, 1.0]], ['2, k, 21', [0.370648, 0.149019, 1.0]], ['2, k, 22', [0.326291, 0.109652, 1.0]], ['2, k, 23', [0.361576, 0.240727, 1.0]], ['2, k, 24', [0.358602, 0.231315, 1.0]]]
[['2, k, 0', [-0.177795, -0.362505, 1.0]], ['2, k, 1', [-0.156718, -0.0643747, 1.0]], ['2, k, 2', [-0.131485, 0.227282, 1.0]], ['2, k, 3', [-0.106438, 0.327844, 1.0]], ['2, k, 4', [-0.183792, 0.0979953, 1.0]], ['2, k, 5', [0.0871255, 0.0669862, 1.0]], ['2, k, 6', [0.297603, 0.112409, 1.0]], ['2, k, 7', [0.34944, 0.137769, 1.0]], ['2, k, 8', [0.00995771, 0.182526, 1.0]], ['2, k, 9', [0.163381, 0.195071, 1.0]], ['2, k, 10', [0.364937, 0.212315, 1.0]], ['2, k, 11', [0.342964, 0.243474, 1.0]], ['2, k, 12', [-0.216416, -0.35157, 1.0]], ['2, k, 13', [-0.310023, -0.665074, 1.0]], ['2, k, 14', [-0.216993, -1.05061, 1.0]], ['2, k, 15', [-0.220016, -1.1098, 1.0]], ['2, k, 16', [-0.133697, -0.363551, 1.0]], ['2, k, 17', [-0.148081, -0.676925, 1.0]], ['2, k, 18', [-0.110646, -1.04723, 1.0]], ['2, k, 19', [-0.152895, -1.10953, 1.0]], ['2, k, 20', [-0.138048, 0.155412, 1.0]], ['2, k, 21', [0.38867, 0.146903, 1.0]], ['2, k, 22', [0.359725, 0.127157, 1.0]], ['2, k, 23', [0.356201, 0.242315, 1.0]], ['2, k, 24', [0.338144, 0.226428, 1.0]]]
[['2, k, 0', [-0.178755, -0.367319, 1.0]], ['2, k, 1', [-0.154366, -0.0663811, 1.0]], ['2, k, 2', [-0.126325, 0.226602, 1.0]], ['2, k, 3', [-0.102969, 0.326266, 1.0]], ['2, k, 4', [-0.179217, 0.0961425, 1.0]], ['2, k, 5', [0.0930958, 0.0653634, 1.0]], ['2, k, 6', [0.302161, 0.10794, 1.0]], ['2, k, 7', [0.356, 0.13544, 1.0]], ['2, k, 8', [0.00955901, 0.181173, 1.0]], ['2, k, 9', [0.121226, 0.186073, 1.0]], ['2, k, 10', [0.318382, 0.215572, 1.0]], ['2, k, 11', [0.312109, 0.2329, 1.0]], ['2, k, 12', [-0.213786, -0.357845, 1.0]], ['2, k, 13', [-0.307636, -0.688318, 1.0]], ['2, k, 14', [-0.199077, -1.03478, 1.0]], ['2, k, 15', [-0.218253, -1.11009, 1.0]], ['2, k, 16', [-0.137305, -0.367444, 1.0]], ['2, k, 17', [-0.147049, -0.677582, 1.0]], ['2, k, 18', [-0.119156, -1.05393, 1.0]], ['2, k, 19', [-0.152908, -1.1095, 1.0]], ['2, k, 20', [-0.133728, 0.154373, 1.0]], ['2, k, 21', [0.399087, 0.145051, 1.0]], ['2, k, 22', [0.360338, 0.115711, 1.0]], ['2, k, 23', [0.323098, 0.245657, 1.0]], ['2, k, 24', [0.315228, 0.220517, 1.0]]]
[['2, k, 0', [-0.178673, -0.366777, 1.0]], ['2, k, 1', [-0.152703, -0.0664295, 1.0]], ['2, k, 2', [-0.122622, 0.225805, 1.0]], ['2, k, 3', [-0.098786, 0.324101, 1.0]], ['2, k, 4', [-0.171247, 0.0936594, 1.0]], ['2, k, 5', [0.0996131, 0.0634531, 1.0]], ['2, k, 6', [0.305969, 0.103981, 1.0]], ['2, k, 7', [0.362347, 0.130876, 1.0]], ['2, k, 8', [0.00984359, 0.183702, 1.0]], ['2, k, 9', [0.13308, 0.185121, 1.0]], ['2, k, 10', [0.32698, 0.221618, 1.0]], ['2, k, 11', [0.310863, 0.236527, 1.0]], ['2, k, 12', [-0.208092, -0.354001, 1.0]], ['2, k, 13', [-0.301949, -0.692274, 1.0]], ['2, k, 14', [-0.219513, -1.03895, 1.0]], ['2, k, 15', [-0.217057, -1.10976, 1.0]], ['2, k, 16', [-0.141475, -0.367098, 1.0]], ['2, k, 17', [-0.143609, -0.677468, 1.0]], ['2, k, 18', [-0.123096, -1.05509, 1.0]], ['2, k, 19', [-0.151103, -1.10928, 1.0]], ['2, k, 20', [-0.130499, 0.153798, 1.0]], ['2, k, 21', [0.404524, 0.141889, 1.0]], ['2, k, 22', [0.371249, 0.115027, 1.0]], ['2, k, 23', [0.31083, 0.24035, 1.0]], ['2, k, 24', [0.308388, 0.234644, 1.0]]]
[['2, k, 0', [-0.181518, -0.371765, 1.0]], ['2, k, 1', [-0.150572, -0.0689139, 1.0]], ['2, k, 2', [-0.116956, 0.224765, 1.0]], ['2, k, 3', [-0.0981675, 0.321919, 1.0]], ['2, k, 4', [-0.167925, 0.0922957, 1.0]], ['2, k, 5', [0.105126, 0.0609211, 1.0]], ['2, k, 6', [0.310197, 0.102118, 1.0]], ['2, k, 7', [0.365724, 0.127625, 1.0]], ['2, k, 8', [0.00881528, 0.182689, 1.0]], ['2, k, 9', [0.112684, 0.180398, 1.0]], ['2, k, 10', [0.309391, 0.222315, 1.0]], ['2, k, 11', [0.27569, 0.240007, 1.0]], ['2, k, 12', [-0.208641, -0.360291, 1.0]], ['2, k, 13', [-0.292215, -0.706137, 1.0]], ['2, k, 14', [-0.216652, -1.04493, 1.0]], ['2, k, 15', [-0.216245, -1.10971, 1.0]], ['2, k, 16', [-0.153646, -0.375494, 1.0]], ['2, k, 17', [-0.131476, -0.733184, 1.0]], ['2, k, 18', [-0.123169, -1.07912, 1.0]], ['2, k, 19', [-0.152732, -1.11, 1.0]], ['2, k, 20', [-0.125839, 0.152402, 1.0]], ['2, k, 21', [0.406853, 0.144562, 1.0]], ['2, k, 22', [0.37537, 0.119444, 1.0]], ['2, k, 23', [0.279505, 0.239976, 1.0]], ['2, k, 24', [0.271899, 0.237819, 1.0]]]
[['2, k, 0', [-0.183762, -0.374262, 1.0]], ['2, k, 1', [-0.149848, -0.0703284, 1.0]], ['2, k, 2', [-0.1129, 0.223627, 1.0]], ['2, k, 3', [-0.0966281, 0.320702, 1.0]], ['2, k, 4', [-0.161676, 0.0875465, 1.0]], ['2, k, 5', [0.108215, 0.0593545, 1.0]], ['2, k, 6', [0.313295, 0.100431, 1.0]], ['2, k, 7', [0.367009, 0.122692, 1.0]], ['2, k, 8', [0.00206018, 0.179744, 1.0]], ['2, k, 9', [0.100414, 0.184026, 1.0]], ['2, k, 10', [0.306142, 0.216494, 1.0]], ['2, k, 11', [0.374839, 0.227568, 1.0]], ['2, k, 12', [-0.210112, -0.366965, 1.0]], ['2, k, 13', [-0.293688, -0.712094, 1.0]], ['2, k, 14', [-0.209356, -1.04942, 1.0]], ['2, k, 15', [-0.216868, -1.11016, 1.0]], ['2, k, 16', [-0.155297, -0.375323, 1.0]], ['2, k, 17', [-0.149289, -0.68766, 1.0]], ['2, k, 18', [-0.128953, -1.05629, 1.0]], ['2, k, 19', [-0.15093, -1.1091, 1.0]], ['2, k, 20', [-0.122775, 0.151135, 1.0]], ['2, k, 21', [0.411515, 0.141123, 1.0]], ['2, k, 22', [0.387423, 0.117306, 1.0]], ['2, k, 23', [0.378309, 0.227581, 1.0]], ['2, k, 24', [0.370255, 0.22548, 1.0]]]
[['2, k, 0', [-0.184673, -0.375685, 1.0]], ['2, k, 1', [-0.148539, -0.0715403, 1.0]], ['2, k, 2', [-0.109683, 0.222949, 1.0]], ['2, k, 3', [-0.0945429, 0.319608, 1.0]], ['2, k, 4', [-0.156955, 0.0847044, 1.0]], ['2, k, 5', [0.112022, 0.0577965, 1.0]], ['2, k, 6', [0.316304, 0.0989226, 1.0]], ['2, k, 7', [0.370115, 0.120169, 1.0]], ['2, k, 8', [0.00966511, 0.174282, 1.0]], ['2, k, 9', [0.117658, 0.182766, 1.0]], ['2, k, 10', [0.326416, 0.215288, 1.0]], ['2, k, 11', [0.359411, 0.256802, 1.0]], ['2, k, 12', [-0.209123, -0.368636, 1.0]], ['2, k, 13', [-0.294247, -0.720786, 1.0]], ['2, k, 14', [-0.220821, -1.05211, 1.0]], ['2, k, 15', [-0.216681, -1.11, 1.0]], ['2, k, 16', [-0.157008, -0.375956, 1.0]], ['2, k, 17', [-0.14739, -0.68537, 1.0]], ['2, k, 18', [-0.130045, -1.05705, 1.0]], ['2, k, 19', [-0.148972, -1.10935, 1.0]], ['2, k, 20', [-0.119968, 0.150318, 1.0]], ['2, k, 21', [0.413797, 0.138177, 1.0]], ['2, k, 22', [0.388412, 0.116309, 1.0]], ['2, k, 23', [0.362933, 0.256712, 1.0]], ['2, k, 24', [0.354947, 0.254478, 1.0]]]
[['2, k, 0', [-0.1855, -0.374447, 1.0]], ['2, k, 1', [-0.148013, -0.0715619, 1.0]], ['2, k, 2', [-0.106753, 0.221832, 1.0]], ['2, k, 3', [-0.0929246, 0.31967, 1.0]], ['2, k, 4', [-0.155034, 0.0843835, 1.0]], ['2, k, 5', [0.118951, 0.0568113, 1.0]], ['2, k, 6', [0.323148, 0.100104, 1.0]], ['2, k, 7', [0.365469, 0.116063, 1.0]], ['2, k, 8', [0.010683, 0.174849, 1.0]], ['2, k, 9', [0.120647, 0.181907, 1.0]], ['2, k, 10', [0.330292, 0.217595, 1.0]], ['2, k, 11', [0.357525, 0.268066, 1.0]], ['2, k, 12', [-0.208716, -0.366862, 1.0]], ['2, k, 13', [-0.311546, -0.707171, 1.0]], ['2, k, 14', [-0.230841, -1.05278, 1.0]], ['2, k, 15', [-0.216615, -1.10986, 1.0]], ['2, k, 16', [-0.160453, -0.372221, 1.0]], ['2, k, 17', [-0.148714, -0.681868, 1.0]], ['2, k, 18', [-0.130041, -1.05698, 1.0]], ['2, k, 19', [-0.148882, -1.10935, 1.0]], ['2, k, 20', [-0.117636, 0.149574, 1.0]], ['2, k, 21', [0.403272, 0.125539, 1.0]], ['2, k, 22', [0.393546, 0.126405, 1.0]], ['2, k, 23', [0.361048, 0.267932, 1.0]], ['2, k, 24', [0.353062, 0.265641, 1.0]]]
[['2, k, 0', [-0.185852, -0.374344, 1.0]], ['2, k, 1', [-0.14691, -0.0719491, 1.0]], ['2, k, 2', [-0.102835, 0.220848, 1.0]], ['2, k, 3', [-0.0917041, 0.319969, 1.0]], ['2, k, 4', [-0.150549, 0.0827936, 1.0]], ['2, k, 5', [0.126416, 0.0558033, 1.0]], ['2, k, 6', [0.32963, 0.101953, 1.0]], ['2, k, 7', [0.373467, 0.11859, 1.0]], ['2, k, 8', [0.00841526, 0.175397, 1.0]], ['2, k, 9', [0.122667, 0.182916, 1.0]], ['2, k, 10', [0.325007, 0.216017, 1.0]], ['2, k, 11', [0.347945, 0.269623, 1.0]], ['2, k, 12', [-0.208, -0.366634, 1.0]], ['2, k, 13', [-0.310335, -0.710085, 1.0]], ['2, k, 14', [-0.216673, -1.05341, 1.0]], ['2, k, 15', [-0.2127, -1.10822, 1.0]], ['2, k, 16', [-0.16231, -0.371805, 1.0]], ['2, k, 17', [-0.14896, -0.681948, 1.0]], ['2, k, 18', [-0.130623, -1.057, 1.0]], ['2, k, 19', [-0.146935, -1.10936, 1.0]], ['2, k, 20', [-0.114324, 0.148712, 1.0]], ['2, k, 21', [0.410338, 0.126308, 1.0]], ['2, k, 22', [0.394381, 0.118609, 1.0]], ['2, k, 23', [0.351492, 0.269476, 1.0]], ['2, k, 24', [0.343539, 0.267169, 1.0]]]
[['2, k, 0', [-0.186472, -0.374137, 1.0]], ['2, k, 1', [-0.146598, -0.0720185, 1.0]], ['2, k, 2', [-0.10154, 0.220727, 1.0]], ['2, k, 3', [-0.0898097, 0.320501, 1.0]], ['2, k, 4', [-0.147834, 0.0821452, 1.0]], ['2, k, 5', [0.129048, 0.0553407, 1.0]], ['2, k, 6', [0.3257, 0.0976523, 1.0]], ['2, k, 7', [0.381162, 0.122572, 1.0]], ['2, k, 8', [0.0119626, 0.177795, 1.0]], ['2, k, 9', [0.122688, 0.183149, 1.0]], ['2, k, 10', [0.323551, 0.214348, 1.0]], ['2, k, 11', [0.356674, 0.261759, 1.0]], ['2, k, 12', [-0.207903, -0.366455, 1.0]], ['2, k, 13', [-0.310823, -0.71216, 1.0]], ['2, k, 14', [-0.226975, -1.04998, 1.0]], ['2, k, 15', [-0.212852, -1.10856, 1.0]], ['2, k, 16', [-0.163786, -0.371464, 1.0]], ['2, k, 17', [-0.141805, -0.68542, 1.0]], ['2, k, 18', [-0.130784, -1.05693, 1.0]], ['2, k, 19', [-0.146946, -1.10788, 1.0]], ['2, k, 20', [-0.113207, 0.148589, 1.0]], ['2, k, 21', [0.424183, 0.140615, 1.0]], ['2, k, 22', [0.391045, 0.110565, 1.0]], ['2, k, 23', [0.360187, 0.261637, 1.0]], ['2, k, 24', [0.352188, 0.259362, 1.0]]]
[['2, k, 0', [-0.187737, -0.375027, 1.0]], ['2, k, 1', [-0.146297, -0.0723735, 1.0]], ['2, k, 2', [-0.100466, 0.220889, 1.0]], ['2, k, 3', [-0.0881795, 0.319859, 1.0]], ['2, k, 4', [-0.147678, 0.0821283, 1.0]], ['2, k, 5', [0.130586, 0.0550717, 1.0]], ['2, k, 6', [0.325472, 0.0984076, 1.0]], ['2, k, 7', [0.38183, 0.123007, 1.0]], ['2, k, 8', [-0.00925769, 0.166062, 1.0]], ['2, k, 9', [0.0624915, 0.183819, 1.0]], ['2, k, 10', [0.241025, 0.197012, 1.0]], ['2, k, 11', [0.22479, 0.219439, 1.0]], ['2, k, 12', [-0.208261, -0.366828, 1.0]], ['2, k, 13', [-0.312737, -0.706373, 1.0]], ['2, k, 14', [-0.203665, -1.03789, 1.0]], ['2, k, 15', [-0.212511, -1.10837, 1.0]], ['2, k, 16', [-0.16581, -0.373343, 1.0]], ['2, k, 17', [-0.141926, -0.685927, 1.0]], ['2, k, 18', [-0.130969, -1.05769, 1.0]], ['2, k, 19', [-0.146799, -1.10792, 1.0]], ['2, k, 20', [-0.112285, 0.148584, 1.0]], ['2, k, 21', [0.422727, 0.130845, 1.0]], ['2, k, 22', [0.393535, 0.11351, 1.0]], ['2, k, 23', [0.237161, 0.220487, 1.0]], ['2, k, 24', [0.215621, 0.23009, 1.0]]]
[['2, k, 0', [-0.188943, -0.376203, 1.0]], ['2, k, 1', [-0.145905, -0.0730127, 1.0]], ['2, k, 2', [-0.0992513, 0.220744, 1.0]], ['2, k, 3', [-0.0873476, 0.320324, 1.0]], ['2, k, 4', [-0.147574, 0.0821504, 1.0]], ['2, k, 5', [0.130943, 0.0550444, 1.0]], ['2, k, 6', [0.32592, 0.0982282, 1.0]], ['2, k, 7', [0.381517, 0.122466, 1.0]], ['2, k, 8', [-0.00917359, 0.165982, 1.0]], ['2, k, 9', [0.062531, 0.183472, 1.0]], ['2, k, 10', [0.250059, 0.197564, 1.0]], ['2, k, 11', [0.312629, 0.202518, 1.0]], ['2, k, 12', [-0.208936, -0.367537, 1.0]], ['2, k, 13', [-0.302322, -0.716027, 1.0]], ['2, k, 14', [-0.224394, -1.04853, 1.0]], ['2, k, 15', [-0.212542, -1.10861, 1.0]], ['2, k, 16', [-0.166906, -0.375227, 1.0]], ['2, k, 17', [-0.140724, -0.682262, 1.0]], ['2, k, 18', [-0.113778, -1.05733, 1.0]], ['2, k, 19', [-0.145205, -1.1082, 1.0]], ['2, k, 20', [-0.111238, 0.148297, 1.0]], ['2, k, 21', [0.419888, 0.136511, 1.0]], ['2, k, 22', [0.367507, 0.146533, 1.0]], ['2, k, 23', [0.324703, 0.203633, 1.0]], ['2, k, 24', [0.302785, 0.213322, 1.0]]]
