[['2, k, 0', [0.0883765, -0.277336, 1.0]], ['2, k, 1', [-0.000167102, 0.0180009, 1.0]], ['2, k, 2', [-0.0866472, 0.306358, 1.0]], ['2, k, 3', [-0.180376, 0.421855, 1.0]], ['2, k, 4', [-0.271386, 0.362845, 1.0]], ['2, k, 5', [-0.375701, 0.114106, 1.0]], ['2, k, 6', [-0.632971, 0.149623, 1.0]], ['2, k, 7', [-0.717506, 0.198933, 1.0]], ['2, k, 8', [0.0525529, 0.263824, 1.0]], ['2, k, 9', [-0.125644, 0.463403, 1.0]], ['2, k, 10', [-0.346188, 0.619206, 1.0]], ['2, k, 11', [-0.430814, 0.643582, 1.0]], ['2, k, 12', [0.0133732, -0.250982, 1.0]], ['2, k, 13', [-0.0659229, -0.544696, 1.0]], ['2, k, 14', [-0.0361111, -0.603006, 1.0]], ['2, k, 15', [-0.0434956, -0.728131, 1.0]], ['2, k, 16', [0.161028, -0.296258, 1.0]], ['2, k, 17', [0.065636, -0.612163, 1.0]], ['2, k, 18', [0.139848, -0.63754, 1.0]], ['2, k, 19', [0.12287, -0.76125, 1.0]], ['2, k, 20', [-0.0653278, 0.235288, 1.0]], ['2, k, 21', [-0.781504, 0.235246, 1.0]], ['2, k, 22', [-0.75657, 0.156085, 1.0]], ['2, k, 23', [-0.49715, 0.669209, 1.0]], ['2, k, 24', [-0.499001, 0.569673, 1.0]]]
[['2, k, 0', [0.0373392, -0.219033, 1.0]], ['2, k, 1', [-0.00817715, 0.0654816, 1.0]], ['2, k, 2', [-0.0544294, 0.348211, 1.0]], ['2, k, 3', [-0.125353, 0.496265, 1.0]], ['2, k, 4', [-0.200136, 0.204428, 1.0]], ['2, k, 5', [-0.402088, 0.246225, 1.0]], ['2, k, 6', [-0.595187, 0.361218, 1.0]], ['2, k, 7', [-0.681153, 0.467963, 1.0]], ['2, k, 8', [0.0367853, 0.335113, 1.0]], ['2, k, 9', [-0.0710751, 0.586807, 1.0]], ['2, k, 10', [-0.212484, 0.768805, 1.0]], ['2, k, 11', [-0.256593, 0.80553, 1.0]], ['2, k, 12', [-0.023977, -0.226118, 1.0]], ['2, k, 13', [-0.0518093, -0.467263, 1.0]], ['2, k, 14', [-0.0543164, -0.725821, 1.0]], ['2, k, 15', [-0.0837859, -0.631727, 1.0]], ['2, k, 16', [0.0964475, -0.197731, 1.0]], ['2, k, 17', [0.120138, -0.463863, 1.0]], ['2, k, 18', [0.123423, -0.717716, 1.0]], ['2, k, 19', [0.0918996, -0.773172, 1.0]], ['2, k, 20', [-0.0431388, 0.277973, 1.0]], ['2, k, 21', [-0.717381, 0.523158, 1.0]], ['2, k, 22', [-0.73301, 0.447288, 1.0]], ['2, k, 23', [-0.310943, 0.826721, 1.0]], ['2, k, 24', [-0.331121, 0.748396, 1.0]]]
[['2, k, 0', [0.0322988, -0.211942, 1.0]], ['2, k, 1', [-0.00985115, 0.0726732, 1.0]], ['2, k, 2', [-0.0526135, 0.353537, 1.0]], ['2, k, 3', [-0.11119, 0.493371, 1.0]], ['2, k, 4', [-0.197973, 0.248191, 1.0]], ['2, k, 5', [-0.40194, 0.279511, 1.0]], ['2, k, 6', [-0.60674, 0.423782, 1.0]], ['2, k, 7', [-0.663345, 0.513997, 1.0]], ['2, k, 8', [0.0420918, 0.334489, 1.0]], ['2, k, 9', [-0.0348093, 0.596342, 1.0]], ['2, k, 10', [-0.185699, 0.782743, 1.0]], ['2, k, 11', [-0.226732, 0.820798, 1.0]], ['2, k, 12', [-0.0298041, -0.216782, 1.0]], ['2, k, 13', [-0.0660767, -0.45293, 1.0]], ['2, k, 14', [-0.0658262, -0.692747, 1.0]], ['2, k, 15', [-0.0713859, -0.709753, 1.0]], ['2, k, 16', [0.092807, -0.195493, 1.0]], ['2, k, 17', [0.114198, -0.468294, 1.0]], ['2, k, 18', [0.121859, -0.718406, 1.0]], ['2, k, 19', [0.0936942, -0.773932, 1.0]], ['2, k, 20', [-0.0421104, 0.283879, 1.0]], ['2, k, 21', [-0.693757, 0.565681, 1.0]], ['2, k, 22', [-0.70719, 0.474436, 1.0]], ['2, k, 23', [-0.271873, 0.850746, 1.0]], ['2, k, 24', [-0.290525, 0.780013, 1.0]]]
[['2, k, 0', [0.0259482, -0.199072, 1.0]], ['2, k, 1', [-0.0121266, 0.076209, 1.0]], ['2, k, 2', [-0.0527658, 0.353296, 1.0]], ['2, k, 3', [-0.104625, 0.493658, 1.0]], ['2, k, 4', [-0.198295, 0.250397, 1.0]], ['2, k, 5', [-0.402566, 0.283654, 1.0]], ['2, k, 6', [-0.598723, 0.438611, 1.0]], ['2, k, 7', [-0.651016, 0.536539, 1.0]], ['2, k, 8', [0.0421064, 0.346646, 1.0]], ['2, k, 9', [-0.0284208, 0.60912, 1.0]], ['2, k, 10', [-0.175498, 0.807015, 1.0]], ['2, k, 11', [-0.20915, 0.835386, 1.0]], ['2, k, 12', [-0.0367053, -0.205663, 1.0]], ['2, k, 13', [-0.0695024, -0.449283, 1.0]], ['2, k, 14', [-0.0687983, -0.686867, 1.0]], ['2, k, 15', [-0.0731854, -0.721765, 1.0]], ['2, k, 16', [0.0884734, -0.186228, 1.0]], ['2, k, 17', [0.10262, -0.455826, 1.0]], ['2, k, 18', [0.122232, -0.798, 1.0]], ['2, k, 19', [0.115178, -0.706751, 1.0]], ['2, k, 20', [-0.0423736, 0.283949, 1.0]], ['2, k, 21', [-0.685485, 0.595702, 1.0]], ['2, k, 22', [-0.592659, 0.589629, 1.0]], ['2, k, 23', [-0.235941, 0.876341, 1.0]], ['2, k, 24', [-0.275784, 0.794898, 1.0]]]
[['2, k, 0', [0.0246845, -0.197185, 1.0]], ['2, k, 1', [-0.0135673, 0.078634, 1.0]], ['2, k, 2', [-0.0529667, 0.353494, 1.0]], ['2, k, 3', [-0.0948464, 0.490961, 1.0]], ['2, k, 4', [-0.199381, 0.253651, 1.0]], ['2, k, 5', [-0.397638, 0.307395, 1.0]], ['2, k, 6', [-0.596041, 0.494328, 1.0]], ['2, k, 7', [-0.636566, 0.573489, 1.0]], ['2, k, 8', [0.0440541, 0.343742, 1.0]], ['2, k, 9', [-0.0158475, 0.604947, 1.0]], ['2, k, 10', [-0.151048, 0.820295, 1.0]], ['2, k, 11', [-0.1858, 0.845687, 1.0]], ['2, k, 12', [-0.0391188, -0.203391, 1.0]], ['2, k, 13', [-0.0752916, -0.441834, 1.0]], ['2, k, 14', [-0.0690675, -0.674381, 1.0]], ['2, k, 15', [-0.0759053, -0.729675, 1.0]], ['2, k, 16', [0.0875741, -0.184231, 1.0]], ['2, k, 17', [0.0983656, -0.451738, 1.0]], ['2, k, 18', [0.123988, -0.719586, 1.0]], ['2, k, 19', [0.0997268, -0.77472, 1.0]], ['2, k, 20', [-0.0429078, 0.284729, 1.0]], ['2, k, 21', [-0.660762, 0.625172, 1.0]], ['2, k, 22', [-0.565881, 0.622924, 1.0]], ['2, k, 23', [-0.215055, 0.87607, 1.0]], ['2, k, 24', [-0.263794, 0.797714, 1.0]]]
[['2, k, 0', [0.0220789, -0.18943, 1.0]], ['2, k, 1', [-0.0146938, 0.0819521, 1.0]], ['2, k, 2', [-0.0529612, 0.353463, 1.0]], ['2, k, 3', [-0.0930287, 0.486092, 1.0]], ['2, k, 4', [-0.199733, 0.253994, 1.0]], ['2, k, 5', [-0.39534, 0.313306, 1.0]], ['2, k, 6', [-0.584122, 0.510382, 1.0]], ['2, k, 7', [-0.619647, 0.593727, 1.0]], ['2, k, 8', [0.0463882, 0.345563, 1.0]], ['2, k, 9', [0.00530308, 0.610292, 1.0]], ['2, k, 10', [-0.12484, 0.827615, 1.0]], ['2, k, 11', [-0.154386, 0.858303, 1.0]], ['2, k, 12', [-0.041748, -0.195899, 1.0]], ['2, k, 13', [-0.0865481, -0.430784, 1.0]], ['2, k, 14', [-0.0987131, -0.663072, 1.0]], ['2, k, 15', [-0.0471457, -0.730116, 1.0]], ['2, k, 16', [0.0853585, -0.177612, 1.0]], ['2, k, 17', [0.0960078, -0.450198, 1.0]], ['2, k, 18', [0.115447, -0.716612, 1.0]], ['2, k, 19', [0.0923322, -0.771706, 1.0]], ['2, k, 20', [-0.0430256, 0.28507, 1.0]], ['2, k, 21', [-0.643339, 0.653463, 1.0]], ['2, k, 22', [-0.548148, 0.642824, 1.0]], ['2, k, 23', [-0.188288, 0.888142, 1.0]], ['2, k, 24', [-0.231949, 0.81442, 1.0]]]
[['2, k, 0', [0.0208303, -0.185822, 1.0]], ['2, k, 1', [-0.0153168, 0.082618, 1.0]], ['2, k, 2', [-0.0533267, 0.35096, 1.0]], ['2, k, 3', [-0.0880285, 0.480564, 1.0]], ['2, k, 4', [-0.199915, 0.254283, 1.0]], ['2, k, 5', [-0.391943, 0.323344, 1.0]], ['2, k, 6', [-0.568669, 0.528482, 1.0]], ['2, k, 7', [-0.602873, 0.611384, 1.0]], ['2, k, 8', [0.0484761, 0.357534, 1.0]], ['2, k, 9', [0.0239723, 0.622573, 1.0]], ['2, k, 10', [-0.0664991, 0.818185, 1.0]], ['2, k, 11', [-0.102431, 0.859624, 1.0]], ['2, k, 12', [-0.0425014, -0.192614, 1.0]], ['2, k, 13', [-0.0915066, -0.425979, 1.0]], ['2, k, 14', [-0.108289, -0.654145, 1.0]], ['2, k, 15', [-0.0580121, -0.721078, 1.0]], ['2, k, 16', [0.0828446, -0.171962, 1.0]], ['2, k, 17', [0.0931079, -0.448805, 1.0]], ['2, k, 18', [0.0879387, -0.688982, 1.0]], ['2, k, 19', [0.0674726, -0.743717, 1.0]], ['2, k, 20', [-0.0434436, 0.284225, 1.0]], ['2, k, 21', [-0.625456, 0.673455, 1.0]], ['2, k, 22', [-0.535427, 0.659746, 1.0]], ['2, k, 23', [-0.152843, 0.90016, 1.0]], ['2, k, 24', [-0.162877, 0.838029, 1.0]]]
[['2, k, 0', [0.019383, -0.183697, 1.0]], ['2, k, 1', [-0.0159185, 0.0834476, 1.0]], ['2, k, 2', [-0.0532894, 0.350652, 1.0]], ['2, k, 3', [-0.0865546, 0.476148, 1.0]], ['2, k, 4', [-0.200114, 0.254441, 1.0]], ['2, k, 5', [-0.389898, 0.329298, 1.0]], ['2, k, 6', [-0.496168, 0.493939, 1.0]], ['2, k, 7', [-0.556494, 0.569855, 1.0]], ['2, k, 8', [0.0494567, 0.35337, 1.0]], ['2, k, 9', [0.0445843, 0.619374, 1.0]], ['2, k, 10', [-0.0159135, 0.81115, 1.0]], ['2, k, 11', [-0.0671698, 0.861032, 1.0]], ['2, k, 12', [-0.0436782, -0.191054, 1.0]], ['2, k, 13', [-0.0945362, -0.423695, 1.0]], ['2, k, 14', [-0.110548, -0.657996, 1.0]], ['2, k, 15', [-0.0634008, -0.727934, 1.0]], ['2, k, 16', [0.0813756, -0.169898, 1.0]], ['2, k, 17', [0.0890445, -0.446581, 1.0]], ['2, k, 18', [0.0778635, -0.679584, 1.0]], ['2, k, 19', [0.0578611, -0.735105, 1.0]], ['2, k, 20', [-0.0434763, 0.284175, 1.0]], ['2, k, 21', [-0.59845, 0.637407, 1.0]], ['2, k, 22', [-0.562141, 0.631077, 1.0]], ['2, k, 23', [-0.114944, 0.906514, 1.0]], ['2, k, 24', [-0.123352, 0.838053, 1.0]]]
[['2, k, 0', [0.00871041, -0.183337, 1.0]], ['2, k, 1', [-0.0192765, 0.0841193, 1.0]], ['2, k, 2', [-0.0532584, 0.350472, 1.0]], ['2, k, 3', [-0.0890655, 0.476067, 1.0]], ['2, k, 4', [-0.200296, 0.255821, 1.0]], ['2, k, 5', [-0.385676, 0.340311, 1.0]], ['2, k, 6', [-0.493594, 0.547152, 1.0]], ['2, k, 7', [-0.553903, 0.627621, 1.0]], ['2, k, 8', [0.0498866, 0.353543, 1.0]], ['2, k, 9', [0.0588809, 0.61902, 1.0]], ['2, k, 10', [-0.0072774, 0.808344, 1.0]], ['2, k, 11', [-0.0428868, 0.865769, 1.0]], ['2, k, 12', [-0.0538021, -0.192332, 1.0]], ['2, k, 13', [-0.0962021, -0.423033, 1.0]], ['2, k, 14', [-0.112753, -0.667571, 1.0]], ['2, k, 15', [-0.0666499, -0.737902, 1.0]], ['2, k, 16', [0.0706007, -0.168611, 1.0]], ['2, k, 17', [0.086205, -0.445271, 1.0]], ['2, k, 18', [0.124807, -0.691347, 1.0]], ['2, k, 19', [0.0887845, -0.775295, 1.0]], ['2, k, 20', [-0.0437509, 0.284111, 1.0]], ['2, k, 21', [-0.594896, 0.685663, 1.0]], ['2, k, 22', [-0.525204, 0.678814, 1.0]], ['2, k, 23', [-0.100125, 0.908311, 1.0]], ['2, k, 24', [-0.0959999, 0.856479, 1.0]]]
[['2, k, 0', [0.00503272, -0.18164, 1.0]], ['2, k, 1', [-0.0211456, 0.0857854, 1.0]], ['2, k, 2', [-0.0529587, 0.350786, 1.0]], ['2, k, 3', [-0.0891257, 0.476624, 1.0]], ['2, k, 4', [-0.200307, 0.259594, 1.0]], ['2, k, 5', [-0.387294, 0.416725, 1.0]], ['2, k, 6', [-0.523485, 0.633796, 1.0]], ['2, k, 7', [-0.5469, 0.691666, 1.0]], ['2, k, 8', [0.0510844, 0.353654, 1.0]], ['2, k, 9', [0.0735234, 0.616605, 1.0]], ['2, k, 10', [0.0170981, 0.806662, 1.0]], ['2, k, 11', [-0.0150846, 0.870631, 1.0]], ['2, k, 12', [-0.0584073, -0.190337, 1.0]], ['2, k, 13', [-0.100687, -0.42236, 1.0]], ['2, k, 14', [-0.117049, -0.668705, 1.0]], ['2, k, 15', [-0.132784, -0.724966, 1.0]], ['2, k, 16', [0.0677399, -0.167398, 1.0]], ['2, k, 17', [0.0827362, -0.443299, 1.0]], ['2, k, 18', [0.125427, -0.687165, 1.0]], ['2, k, 19', [0.0904068, -0.773923, 1.0]], ['2, k, 20', [-0.0438539, 0.284652, 1.0]], ['2, k, 21', [-0.562425, 0.752077, 1.0]], ['2, k, 22', [-0.490714, 0.726626, 1.0]], ['2, k, 23', [-0.060329, 0.914137, 1.0]], ['2, k, 24', [-0.0806582, 0.853219, 1.0]]]
[['2, k, 0', [-0.000532338, -0.182974, 1.0]], ['2, k, 1', [-0.0214914, 0.0868113, 1.0]], ['2, k, 2', [-0.045904, 0.354995, 1.0]], ['2, k, 3', [-0.0885819, 0.477472, 1.0]], ['2, k, 4', [-0.200595, 0.262772, 1.0]], ['2, k, 5', [-0.382856, 0.420966, 1.0]], ['2, k, 6', [-0.507454, 0.645661, 1.0]], ['2, k, 7', [-0.520851, 0.719709, 1.0]], ['2, k, 8', [0.0528548, 0.35426, 1.0]], ['2, k, 9', [0.0865958, 0.614139, 1.0]], ['2, k, 10', [0.034201, 0.815227, 1.0]], ['2, k, 11', [0.0205018, 0.868483, 1.0]], ['2, k, 12', [-0.0632285, -0.189013, 1.0]], ['2, k, 13', [-0.106277, -0.422667, 1.0]], ['2, k, 14', [-0.119141, -0.669324, 1.0]], ['2, k, 15', [-0.133785, -0.726175, 1.0]], ['2, k, 16', [0.0606024, -0.173569, 1.0]], ['2, k, 17', [0.0792726, -0.440621, 1.0]], ['2, k, 18', [0.125948, -0.682398, 1.0]], ['2, k, 19', [0.090966, -0.769961, 1.0]], ['2, k, 20', [-0.0403288, 0.287759, 1.0]], ['2, k, 21', [-0.528459, 0.773942, 1.0]], ['2, k, 22', [-0.460599, 0.744999, 1.0]], ['2, k, 23', [-0.0149251, 0.919986, 1.0]], ['2, k, 24', [-0.0405626, 0.859307, 1.0]]]
[['2, k, 0', [-0.00191435, -0.182754, 1.0]], ['2, k, 1', [-0.0227313, 0.0874507, 1.0]], ['2, k, 2', [-0.0460513, 0.355012, 1.0]], ['2, k, 3', [-0.0831416, 0.481665, 1.0]], ['2, k, 4', [-0.200571, 0.26611, 1.0]], ['2, k, 5', [-0.37306, 0.430069, 1.0]], ['2, k, 6', [-0.470231, 0.671816, 1.0]], ['2, k, 7', [-0.486303, 0.750009, 1.0]], ['2, k, 8', [0.0552129, 0.35605, 1.0]], ['2, k, 9', [0.101517, 0.612959, 1.0]], ['2, k, 10', [0.0605561, 0.824306, 1.0]], ['2, k, 11', [0.0420588, 0.871955, 1.0]], ['2, k, 12', [-0.0647835, -0.18738, 1.0]], ['2, k, 13', [-0.116632, -0.423894, 1.0]], ['2, k, 14', [-0.121314, -0.668848, 1.0]], ['2, k, 15', [-0.150377, -0.745679, 1.0]], ['2, k, 16', [0.0596685, -0.17466, 1.0]], ['2, k, 17', [0.0750881, -0.437781, 1.0]], ['2, k, 18', [0.118819, -0.67887, 1.0]], ['2, k, 19', [0.102587, -0.735293, 1.0]], ['2, k, 20', [-0.0406121, 0.287966, 1.0]], ['2, k, 21', [-0.480481, 0.801539, 1.0]], ['2, k, 22', [-0.401765, 0.771299, 1.0]], ['2, k, 23', [0.0112938, 0.915305, 1.0]], ['2, k, 24', [-0.0341512, 0.859386, 1.0]]]
[['2, k, 0', [-0.00586445, -0.181049, 1.0]], ['2, k, 1', [-0.0249925, 0.0882313, 1.0]], ['2, k, 2', [-0.0464199, 0.354757, 1.0]], ['2, k, 3', [-0.0772369, 0.484089, 1.0]], ['2, k, 4', [-0.21195, 0.300457, 1.0]], ['2, k, 5', [-0.355918, 0.441652, 1.0]], ['2, k, 6', [-0.461421, 0.680945, 1.0]], ['2, k, 7', [-0.466182, 0.763246, 1.0]], ['2, k, 8', [0.0578841, 0.357406, 1.0]], ['2, k, 9', [0.12329, 0.612009, 1.0]], ['2, k, 10', [0.111186, 0.815114, 1.0]], ['2, k, 11', [0.0736346, 0.870193, 1.0]], ['2, k, 12', [-0.0695196, -0.184416, 1.0]], ['2, k, 13', [-0.123411, -0.425995, 1.0]], ['2, k, 14', [-0.132388, -0.663214, 1.0]], ['2, k, 15', [-0.148316, -0.743172, 1.0]], ['2, k, 16', [0.0569842, -0.173769, 1.0]], ['2, k, 17', [0.0715856, -0.435847, 1.0]], ['2, k, 18', [0.0128044, -0.678701, 1.0]], ['2, k, 19', [0.0417432, -0.755535, 1.0]], ['2, k, 20', [-0.0411544, 0.287953, 1.0]], ['2, k, 21', [-0.458038, 0.818925, 1.0]], ['2, k, 22', [-0.408441, 0.784411, 1.0]], ['2, k, 23', [0.0422659, 0.915837, 1.0]], ['2, k, 24', [-0.000216943, 0.859808, 1.0]]]
[['2, k, 0', [-0.0153648, -0.183532, 1.0]], ['2, k, 1', [-0.0269568, 0.0881974, 1.0]], ['2, k, 2', [-0.0453345, 0.354988, 1.0]], ['2, k, 3', [-0.0708153, 0.486638, 1.0]], ['2, k, 4', [-0.210199, 0.297655, 1.0]], ['2, k, 5', [-0.354647, 0.494379, 1.0]], ['2, k, 6', [-0.434613, 0.70672, 1.0]], ['2, k, 7', [-0.43905, 0.784288, 1.0]], ['2, k, 8', [0.0870916, 0.356031, 1.0]], ['2, k, 9', [0.14235, 0.611348, 1.0]], ['2, k, 10', [0.12182, 0.813737, 1.0]], ['2, k, 11', [0.103589, 0.866344, 1.0]], ['2, k, 12', [-0.0795043, -0.185565, 1.0]], ['2, k, 13', [-0.127716, -0.427696, 1.0]], ['2, k, 14', [-0.137099, -0.661216, 1.0]], ['2, k, 15', [-0.152395, -0.741111, 1.0]], ['2, k, 16', [0.04888, -0.177075, 1.0]], ['2, k, 17', [0.0672389, -0.433057, 1.0]], ['2, k, 18', [0.013634, -0.682585, 1.0]], ['2, k, 19', [0.0682169, -0.779251, 1.0]], ['2, k, 20', [-0.0408051, 0.288247, 1.0]], ['2, k, 21', [-0.434111, 0.837303, 1.0]], ['2, k, 22', [-0.362833, 0.800635, 1.0]], ['2, k, 23', [0.076049, 0.918322, 1.0]], ['2, k, 24', [0.0344732, 0.860066, 1.0]]]
[['2, k, 0', [-0.0247408, -0.186199, 1.0]], ['2, k, 1', [-0.0303111, 0.0882647, 1.0]], ['2, k, 2', [-0.0450001, 0.355494, 1.0]], ['2, k, 3', [-0.0634138, 0.489199, 1.0]], ['2, k, 4', [-0.208951, 0.296488, 1.0]], ['2, k, 5', [-0.351001, 0.49745, 1.0]], ['2, k, 6', [-0.416816, 0.728167, 1.0]], ['2, k, 7', [-0.416371, 0.794268, 1.0]], ['2, k, 8', [0.0863185, 0.355702, 1.0]], ['2, k, 9', [0.167938, 0.570345, 1.0]], ['2, k, 10', [0.143949, 0.815934, 1.0]], ['2, k, 11', [0.129933, 0.862849, 1.0]], ['2, k, 12', [-0.0885962, -0.187106, 1.0]], ['2, k, 13', [-0.140696, -0.437477, 1.0]], ['2, k, 14', [-0.143307, -0.653562, 1.0]], ['2, k, 15', [-0.153357, -0.73442, 1.0]], ['2, k, 16', [0.0389036, -0.181071, 1.0]], ['2, k, 17', [0.0627729, -0.429814, 1.0]], ['2, k, 18', [0.014278, -0.656222, 1.0]], ['2, k, 19', [0.0597888, -0.759686, 1.0]], ['2, k, 20', [-0.0408953, 0.288719, 1.0]], ['2, k, 21', [-0.401148, 0.854558, 1.0]], ['2, k, 22', [-0.342023, 0.81028, 1.0]], ['2, k, 23', [0.112481, 0.91174, 1.0]], ['2, k, 24', [0.0681688, 0.866295, 1.0]]]
[['2, k, 0', [-0.0302038, -0.188318, 1.0]], ['2, k, 1', [-0.0333111, 0.0872001, 1.0]], ['2, k, 2', [-0.0448756, 0.355291, 1.0]], ['2, k, 3', [-0.0527224, 0.489377, 1.0]], ['2, k, 4', [-0.207019, 0.295511, 1.0]], ['2, k, 5', [-0.339766, 0.514868, 1.0]], ['2, k, 6', [-0.386187, 0.746035, 1.0]], ['2, k, 7', [-0.388512, 0.811361, 1.0]], ['2, k, 8', [0.0856529, 0.354658, 1.0]], ['2, k, 9', [0.172466, 0.567606, 1.0]], ['2, k, 10', [0.17157, 0.812723, 1.0]], ['2, k, 11', [0.159386, 0.858273, 1.0]], ['2, k, 12', [-0.0943665, -0.188737, 1.0]], ['2, k, 13', [-0.145025, -0.439179, 1.0]], ['2, k, 14', [-0.156054, -0.658167, 1.0]], ['2, k, 15', [-0.157042, -0.713565, 1.0]], ['2, k, 16', [0.0333796, -0.183841, 1.0]], ['2, k, 17', [0.0575275, -0.430164, 1.0]], ['2, k, 18', [0.0104799, -0.707757, 1.0]], ['2, k, 19', [0.0676625, -0.780965, 1.0]], ['2, k, 20', [-0.0410972, 0.288591, 1.0]], ['2, k, 21', [-0.374986, 0.867503, 1.0]], ['2, k, 22', [-0.326282, 0.822207, 1.0]], ['2, k, 23', [0.142015, 0.904397, 1.0]], ['2, k, 24', [0.090169, 0.856466, 1.0]]]
[['2, k, 0', [-0.03703, -0.189438, 1.0]], ['2, k, 1', [-0.0360562, 0.0866489, 1.0]], ['2, k, 2', [-0.0445347, 0.355202, 1.0]], ['2, k, 3', [-0.0452208, 0.491014, 1.0]], ['2, k, 4', [-0.20432, 0.294581, 1.0]], ['2, k, 5', [-0.323317, 0.512055, 1.0]], ['2, k, 6', [-0.36106, 0.754545, 1.0]], ['2, k, 7', [-0.360198, 0.823736, 1.0]], ['2, k, 8', [0.0853592, 0.354427, 1.0]], ['2, k, 9', [0.190681, 0.526395, 1.0]], ['2, k, 10', [0.207707, 0.77419, 1.0]], ['2, k, 11', [0.190796, 0.84565, 1.0]], ['2, k, 12', [-0.102204, -0.189776, 1.0]], ['2, k, 13', [-0.149909, -0.44158, 1.0]], ['2, k, 14', [-0.164616, -0.665873, 1.0]], ['2, k, 15', [-0.15175, -0.745999, 1.0]], ['2, k, 16', [0.028353, -0.184705, 1.0]], ['2, k, 17', [0.0531313, -0.429169, 1.0]], ['2, k, 18', [0.00706042, -0.698383, 1.0]], ['2, k, 19', [0.0668974, -0.781763, 1.0]], ['2, k, 20', [-0.0411205, 0.288567, 1.0]], ['2, k, 21', [-0.343806, 0.881884, 1.0]], ['2, k, 22', [-0.288278, 0.83336, 1.0]], ['2, k, 23', [0.16623, 0.893166, 1.0]], ['2, k, 24', [0.115931, 0.844829, 1.0]]]
[['2, k, 0', [-0.039613, -0.190671, 1.0]], ['2, k, 1', [-0.0360183, 0.0862886, 1.0]], ['2, k, 2', [-0.0365214, 0.354775, 1.0]], ['2, k, 3', [-0.0408896, 0.490729, 1.0]], ['2, k, 4', [-0.202266, 0.294189, 1.0]], ['2, k, 5', [-0.313289, 0.521445, 1.0]], ['2, k, 6', [-0.341837, 0.757062, 1.0]], ['2, k, 7', [-0.335533, 0.833483, 1.0]], ['2, k, 8', [0.0973767, 0.345505, 1.0]], ['2, k, 9', [0.197276, 0.531921, 1.0]], ['2, k, 10', [0.227917, 0.735385, 1.0]], ['2, k, 11', [0.221572, 0.821288, 1.0]], ['2, k, 12', [-0.10471, -0.190739, 1.0]], ['2, k, 13', [-0.152311, -0.441721, 1.0]], ['2, k, 14', [-0.163953, -0.663221, 1.0]], ['2, k, 15', [-0.15293, -0.742996, 1.0]], ['2, k, 16', [0.0259547, -0.18612, 1.0]], ['2, k, 17', [0.049033, -0.428871, 1.0]], ['2, k, 18', [-0.00894514, -0.70151, 1.0]], ['2, k, 19', [0.0663933, -0.78182, 1.0]], ['2, k, 20', [-0.0373322, 0.288238, 1.0]], ['2, k, 21', [-0.321452, 0.890464, 1.0]], ['2, k, 22', [-0.275957, 0.838132, 1.0]], ['2, k, 23', [0.206002, 0.882208, 1.0]], ['2, k, 24', [0.168617, 0.836467, 1.0]]]
[['2, k, 0', [-0.0436223, -0.191596, 1.0]], ['2, k, 1', [-0.0368158, 0.0863111, 1.0]], ['2, k, 2', [-0.0347525, 0.355846, 1.0]], ['2, k, 3', [-0.0341194, 0.490344, 1.0]], ['2, k, 4', [-0.197011, 0.296953, 1.0]], ['2, k, 5', [-0.300492, 0.536958, 1.0]], ['2, k, 6', [-0.307361, 0.79716, 1.0]], ['2, k, 7', [-0.298984, 0.850916, 1.0]], ['2, k, 8', [0.0987761, 0.34461, 1.0]], ['2, k, 9', [0.207244, 0.535679, 1.0]], ['2, k, 10', [0.251407, 0.791404, 1.0]], ['2, k, 11', [0.241231, 0.829329, 1.0]], ['2, k, 12', [-0.108398, -0.191013, 1.0]], ['2, k, 13', [-0.154587, -0.441562, 1.0]], ['2, k, 14', [-0.169777, -0.686874, 1.0]], ['2, k, 15', [-0.122957, -0.742151, 1.0]], ['2, k, 16', [0.0218394, -0.187707, 1.0]], ['2, k, 17', [0.0465201, -0.428689, 1.0]], ['2, k, 18', [-0.0041343, -0.701603, 1.0]], ['2, k, 19', [0.0757251, -0.779726, 1.0]], ['2, k, 20', [-0.036242, 0.288991, 1.0]], ['2, k, 21', [-0.279935, 0.90193, 1.0]], ['2, k, 22', [-0.223638, 0.850329, 1.0]], ['2, k, 23', [0.233663, 0.869953, 1.0]], ['2, k, 24', [0.174421, 0.834389, 1.0]]]
