[['2, k, 0', [-0.14612, -0.325219, 1.0]], ['2, k, 1', [-0.158289, -0.0487215, 1.0]], ['2, k, 2', [-0.169161, 0.221124, 1.0]], ['2, k, 3', [-0.163593, 0.363284, 1.0]], ['2, k, 4', [-0.35, 0.132935, 1.0]], ['2, k, 5', [-0.51414, -0.00745299, 1.0]], ['2, k, 6', [-0.443763, -0.186556, 1.0]], ['2, k, 7', [-0.418689, -0.168261, 1.0]], ['2, k, 8', [0.00782572, 0.13689, 1.0]], ['2, k, 9', [0.194063, 0.00609933, 1.0]], ['2, k, 10', [0.108485, -0.162837, 1.0]], ['2, k, 11', [0.0519668, -0.20462, 1.0]], ['2, k, 12', [-0.225604, -0.321325, 1.0]], ['2, k, 13', [-0.277626, -0.664114, 1.0]], ['2, k, 14', [-0.351634, -1.08035, 1.0]], ['2, k, 15', [-0.362305, -1.14844, 1.0]], ['2, k, 16', [-0.0623622, -0.319645, 1.0]], ['2, k, 17', [0.00118281, -0.658798, 1.0]], ['2, k, 18', [0.0721679, -1.07164, 1.0]], ['2, k, 19', [0.0793457, -1.15039, 1.0]], ['2, k, 20', [-0.16666, 0.154632, 1.0]], ['2, k, 21', [-0.361725, -0.229587, 1.0]], ['2, k, 22', [-0.452288, -0.168342, 1.0]], ['2, k, 23', [0.0284647, -0.285468, 1.0]], ['2, k, 24', [0.105171, -0.190206, 1.0]]]
[['2, k, 0', [-0.18075, -0.331393, 1.0]], ['2, k, 1', [-0.177204, -0.0513592, 1.0]], ['2, k, 2', [-0.174562, 0.221928, 1.0]], ['2, k, 3', [-0.166342, 0.364985, 1.0]], ['2, k, 4', [-0.361099, 0.135693, 1.0]], ['2, k, 5', [-0.535006, 0.0142228, 1.0]], ['2, k, 6', [-0.442698, -0.1536, 1.0]], ['2, k, 7', [-0.408831, -0.193318, 1.0]], ['2, k, 8', [-0.00445025, 0.130223, 1.0]], ['2, k, 9', [0.172915, -0.00556827, 1.0]], ['2, k, 10', [0.0867258, -0.172457, 1.0]], ['2, k, 11', [0.0286643, -0.20911, 1.0]], ['2, k, 12', [-0.259417, -0.327102, 1.0]], ['2, k, 13', [-0.309408, -0.667519, 1.0]], ['2, k, 14', [-0.351361, -1.06071, 1.0]], ['2, k, 15', [-0.356874, -1.14649, 1.0]], ['2, k, 16', [-0.0968091, -0.325956, 1.0]], ['2, k, 17', [-0.028755, -0.667485, 1.0]], ['2, k, 18', [0.0720745, -1.06871, 1.0]], ['2, k, 19', [0.0786742, -1.13993, 1.0]], ['2, k, 20', [-0.175083, 0.154596, 1.0]], ['2, k, 21', [-0.378775, -0.281422, 1.0]], ['2, k, 22', [-0.44567, -0.199011, 1.0]], ['2, k, 23', [-0.0162993, -0.289762, 1.0]], ['2, k, 24', [-0.0226694, -0.187263, 1.0]]]
[['2, k, 0', [-0.184591, -0.332283, 1.0]], ['2, k, 1', [-0.179736, -0.0521296, 1.0]], ['2, k, 2', [-0.175589, 0.221336, 1.0]], ['2, k, 3', [-0.167306, 0.364691, 1.0]], ['2, k, 4', [-0.362448, 0.135731, 1.0]], ['2, k, 5', [-0.536957, 0.0149354, 1.0]], ['2, k, 6', [-0.44486, -0.153365, 1.0]], ['2, k, 7', [-0.410898, -0.191101, 1.0]], ['2, k, 8', [-0.00599955, 0.128955, 1.0]], ['2, k, 9', [0.170503, -0.00708769, 1.0]], ['2, k, 10', [0.0847002, -0.174117, 1.0]], ['2, k, 11', [0.0315741, -0.20744, 1.0]], ['2, k, 12', [-0.263114, -0.327661, 1.0]], ['2, k, 13', [-0.313313, -0.669948, 1.0]], ['2, k, 14', [-0.352255, -1.06247, 1.0]], ['2, k, 15', [-0.354627, -1.14731, 1.0]], ['2, k, 16', [-0.100665, -0.327156, 1.0]], ['2, k, 17', [-0.0302275, -0.671207, 1.0]], ['2, k, 18', [0.0715085, -1.06673, 1.0]], ['2, k, 19', [0.0787572, -1.13952, 1.0]], ['2, k, 20', [-0.17651, 0.153951, 1.0]], ['2, k, 21', [-0.378725, -0.27886, 1.0]], ['2, k, 22', [-0.456089, -0.195182, 1.0]], ['2, k, 23', [-0.0163937, -0.29186, 1.0]], ['2, k, 24', [-0.0179762, -0.193417, 1.0]]]
[['2, k, 0', [-0.188283, -0.333414, 1.0]], ['2, k, 1', [-0.181916, -0.053036, 1.0]], ['2, k, 2', [-0.176354, 0.220622, 1.0]], ['2, k, 3', [-0.167886, 0.364505, 1.0]], ['2, k, 4', [-0.364062, 0.13527, 1.0]], ['2, k, 5', [-0.542237, 0.0163243, 1.0]], ['2, k, 6', [-0.445511, -0.153867, 1.0]], ['2, k, 7', [-0.428086, -0.186105, 1.0]], ['2, k, 8', [-0.00713566, 0.128242, 1.0]], ['2, k, 9', [0.167858, -0.0086971, 1.0]], ['2, k, 10', [0.0831376, -0.176328, 1.0]], ['2, k, 11', [0.0306648, -0.208972, 1.0]], ['2, k, 12', [-0.2664, -0.328458, 1.0]], ['2, k, 13', [-0.316416, -0.669316, 1.0]], ['2, k, 14', [-0.352569, -1.06277, 1.0]], ['2, k, 15', [-0.353208, -1.14728, 1.0]], ['2, k, 16', [-0.104657, -0.328607, 1.0]], ['2, k, 17', [-0.0309062, -0.673923, 1.0]], ['2, k, 18', [0.0714279, -1.06693, 1.0]], ['2, k, 19', [0.0786046, -1.1393, 1.0]], ['2, k, 20', [-0.177629, 0.153195, 1.0]], ['2, k, 21', [-0.384517, -0.270794, 1.0]], ['2, k, 22', [-0.498997, -0.16349, 1.0]], ['2, k, 23', [-0.016444, -0.298903, 1.0]], ['2, k, 24', [-0.0167228, -0.196788, 1.0]]]
[['2, k, 0', [-0.192533, -0.334365, 1.0]], ['2, k, 1', [-0.184388, -0.0537993, 1.0]], ['2, k, 2', [-0.177144, 0.220094, 1.0]], ['2, k, 3', [-0.168501, 0.363793, 1.0]], ['2, k, 4', [-0.365067, 0.135209, 1.0]], ['2, k, 5', [-0.544044, 0.0165634, 1.0]], ['2, k, 6', [-0.446748, -0.154898, 1.0]], ['2, k, 7', [-0.428993, -0.188447, 1.0]], ['2, k, 8', [-0.00803663, 0.127703, 1.0]], ['2, k, 9', [0.165454, -0.00988641, 1.0]], ['2, k, 10', [0.0820324, -0.178105, 1.0]], ['2, k, 11', [0.0311402, -0.207325, 1.0]], ['2, k, 12', [-0.27084, -0.329121, 1.0]], ['2, k, 13', [-0.3202, -0.665137, 1.0]], ['2, k, 14', [-0.352887, -1.06414, 1.0]], ['2, k, 15', [-0.356292, -1.15002, 1.0]], ['2, k, 16', [-0.108578, -0.329782, 1.0]], ['2, k, 17', [-0.0334998, -0.671597, 1.0]], ['2, k, 18', [0.0704322, -1.06968, 1.0]], ['2, k, 19', [0.0796137, -1.13968, 1.0]], ['2, k, 20', [-0.178823, 0.152601, 1.0]], ['2, k, 21', [-0.392773, -0.280367, 1.0]], ['2, k, 22', [-0.446068, -0.211313, 1.0]], ['2, k, 23', [-0.0200534, -0.297612, 1.0]], ['2, k, 24', [-0.0151188, -0.191786, 1.0]]]
[['2, k, 0', [-0.195801, -0.335449, 1.0]], ['2, k, 1', [-0.186374, -0.0546805, 1.0]], ['2, k, 2', [-0.17781, 0.219405, 1.0]], ['2, k, 3', [-0.169362, 0.36293, 1.0]], ['2, k, 4', [-0.366358, 0.134894, 1.0]], ['2, k, 5', [-0.54625, 0.0166682, 1.0]], ['2, k, 6', [-0.447745, -0.155572, 1.0]], ['2, k, 7', [-0.43243, -0.188488, 1.0]], ['2, k, 8', [-0.00901627, 0.126844, 1.0]], ['2, k, 9', [0.163528, -0.0112661, 1.0]], ['2, k, 10', [0.0760919, -0.177941, 1.0]], ['2, k, 11', [0.0294364, -0.210472, 1.0]], ['2, k, 12', [-0.273908, -0.329944, 1.0]], ['2, k, 13', [-0.324884, -0.653966, 1.0]], ['2, k, 14', [-0.352894, -1.06304, 1.0]], ['2, k, 15', [-0.358901, -1.14688, 1.0]], ['2, k, 16', [-0.111937, -0.331099, 1.0]], ['2, k, 17', [-0.0387597, -0.666267, 1.0]], ['2, k, 18', [0.0703112, -1.06969, 1.0]], ['2, k, 19', [0.0793741, -1.13921, 1.0]], ['2, k, 20', [-0.179824, 0.151868, 1.0]], ['2, k, 21', [-0.393979, -0.278175, 1.0]], ['2, k, 22', [-0.483174, -0.177955, 1.0]], ['2, k, 23', [-0.019911, -0.303558, 1.0]], ['2, k, 24', [-0.0165961, -0.203672, 1.0]]]
[['2, k, 0', [-0.197976, -0.336966, 1.0]], ['2, k, 1', [-0.187978, -0.0559759, 1.0]], ['2, k, 2', [-0.178534, 0.218373, 1.0]], ['2, k, 3', [-0.170112, 0.362401, 1.0]], ['2, k, 4', [-0.367368, 0.134173, 1.0]], ['2, k, 5', [-0.548695, 0.0165485, 1.0]], ['2, k, 6', [-0.447821, -0.156576, 1.0]], ['2, k, 7', [-0.435518, -0.187072, 1.0]], ['2, k, 8', [-0.0101588, 0.125791, 1.0]], ['2, k, 9', [0.161254, -0.0128974, 1.0]], ['2, k, 10', [0.0731931, -0.17943, 1.0]], ['2, k, 11', [0.0255509, -0.212369, 1.0]], ['2, k, 12', [-0.275983, -0.33119, 1.0]], ['2, k, 13', [-0.326081, -0.653554, 1.0]], ['2, k, 14', [-0.353163, -1.06372, 1.0]], ['2, k, 15', [-0.359276, -1.1467, 1.0]], ['2, k, 16', [-0.114137, -0.332837, 1.0]], ['2, k, 17', [-0.0404174, -0.666097, 1.0]], ['2, k, 18', [0.0704912, -1.06954, 1.0]], ['2, k, 19', [0.0790279, -1.13784, 1.0]], ['2, k, 20', [-0.180809, 0.150762, 1.0]], ['2, k, 21', [-0.394331, -0.279437, 1.0]], ['2, k, 22', [-0.44829, -0.214337, 1.0]], ['2, k, 23', [-0.0254379, -0.30173, 1.0]], ['2, k, 24', [-0.0224938, -0.20377, 1.0]]]
[['2, k, 0', [-0.200909, -0.338639, 1.0]], ['2, k, 1', [-0.19047, -0.057531, 1.0]], ['2, k, 2', [-0.180174, 0.216979, 1.0]], ['2, k, 3', [-0.170712, 0.361855, 1.0]], ['2, k, 4', [-0.367888, 0.132953, 1.0]], ['2, k, 5', [-0.551305, 0.0165492, 1.0]], ['2, k, 6', [-0.480042, -0.161919, 1.0]], ['2, k, 7', [-0.454442, -0.170503, 1.0]], ['2, k, 8', [-0.0110945, 0.12489, 1.0]], ['2, k, 9', [0.159413, -0.0139112, 1.0]], ['2, k, 10', [0.0730391, -0.181457, 1.0]], ['2, k, 11', [0.025887, -0.211832, 1.0]], ['2, k, 12', [-0.2792, -0.332513, 1.0]], ['2, k, 13', [-0.327204, -0.648251, 1.0]], ['2, k, 14', [-0.353144, -1.06338, 1.0]], ['2, k, 15', [-0.35915, -1.14723, 1.0]], ['2, k, 16', [-0.116711, -0.334781, 1.0]], ['2, k, 17', [-0.0425047, -0.665542, 1.0]], ['2, k, 18', [0.0702626, -1.06869, 1.0]], ['2, k, 19', [0.07908, -1.13763, 1.0]], ['2, k, 20', [-0.182728, 0.149312, 1.0]], ['2, k, 21', [-0.396066, -0.241222, 1.0]], ['2, k, 22', [-0.470334, -0.196677, 1.0]], ['2, k, 23', [-0.0260262, -0.305836, 1.0]], ['2, k, 24', [-0.0194747, -0.197866, 1.0]]]
[['2, k, 0', [-0.203407, -0.340006, 1.0]], ['2, k, 1', [-0.192423, -0.0587289, 1.0]], ['2, k, 2', [-0.181389, 0.215949, 1.0]], ['2, k, 3', [-0.171653, 0.361261, 1.0]], ['2, k, 4', [-0.369358, 0.132346, 1.0]], ['2, k, 5', [-0.553824, 0.0162621, 1.0]], ['2, k, 6', [-0.447692, -0.159811, 1.0]], ['2, k, 7', [-0.455849, -0.175619, 1.0]], ['2, k, 8', [-0.0120451, 0.124065, 1.0]], ['2, k, 9', [0.158038, -0.0148974, 1.0]], ['2, k, 10', [0.0707309, -0.182256, 1.0]], ['2, k, 11', [0.0260145, -0.211633, 1.0]], ['2, k, 12', [-0.281965, -0.333886, 1.0]], ['2, k, 13', [-0.328693, -0.645909, 1.0]], ['2, k, 14', [-0.352868, -1.06001, 1.0]], ['2, k, 15', [-0.360426, -1.14727, 1.0]], ['2, k, 16', [-0.118859, -0.336074, 1.0]], ['2, k, 17', [-0.0434503, -0.665827, 1.0]], ['2, k, 18', [0.0702525, -1.06878, 1.0]], ['2, k, 19', [0.0805753, -1.14414, 1.0]], ['2, k, 20', [-0.184161, 0.148236, 1.0]], ['2, k, 21', [-0.411304, -0.268482, 1.0]], ['2, k, 22', [-0.513503, -0.165809, 1.0]], ['2, k, 23', [-0.0283173, -0.30039, 1.0]], ['2, k, 24', [-0.0225402, -0.20766, 1.0]]]
[['2, k, 0', [-0.205919, -0.340832, 1.0]], ['2, k, 1', [-0.194369, -0.0596076, 1.0]], ['2, k, 2', [-0.182655, 0.215057, 1.0]], ['2, k, 3', [-0.172271, 0.360502, 1.0]], ['2, k, 4', [-0.370424, 0.131801, 1.0]], ['2, k, 5', [-0.556877, 0.0160231, 1.0]], ['2, k, 6', [-0.484602, -0.161843, 1.0]], ['2, k, 7', [-0.434616, -0.193007, 1.0]], ['2, k, 8', [-0.0126432, 0.123452, 1.0]], ['2, k, 9', [0.154581, -0.0159875, 1.0]], ['2, k, 10', [0.069016, -0.184393, 1.0]], ['2, k, 11', [0.0253718, -0.212167, 1.0]], ['2, k, 12', [-0.284641, -0.334431, 1.0]], ['2, k, 13', [-0.33006, -0.645519, 1.0]], ['2, k, 14', [-0.353049, -1.05863, 1.0]], ['2, k, 15', [-0.361572, -1.1447, 1.0]], ['2, k, 16', [-0.12114, -0.337104, 1.0]], ['2, k, 17', [-0.0458805, -0.663914, 1.0]], ['2, k, 18', [0.0700328, -1.07259, 1.0]], ['2, k, 19', [0.0803643, -1.14192, 1.0]], ['2, k, 20', [-0.185618, 0.147343, 1.0]], ['2, k, 21', [-0.400148, -0.275377, 1.0]], ['2, k, 22', [-0.418885, -0.28452, 1.0]], ['2, k, 23', [-0.0284727, -0.311029, 1.0]], ['2, k, 24', [-0.0229451, -0.209216, 1.0]]]
[['2, k, 0', [-0.208796, -0.342128, 1.0]], ['2, k, 1', [-0.196558, -0.0607391, 1.0]], ['2, k, 2', [-0.184084, 0.214064, 1.0]], ['2, k, 3', [-0.173394, 0.358948, 1.0]], ['2, k, 4', [-0.370999, 0.130929, 1.0]], ['2, k, 5', [-0.55894, 0.0154039, 1.0]], ['2, k, 6', [-0.484639, -0.161536, 1.0]], ['2, k, 7', [-0.434741, -0.194203, 1.0]], ['2, k, 8', [-0.0133692, 0.12277, 1.0]], ['2, k, 9', [0.152919, -0.0182205, 1.0]], ['2, k, 10', [0.0671244, -0.186734, 1.0]], ['2, k, 11', [0.0215618, -0.214973, 1.0]], ['2, k, 12', [-0.287717, -0.335576, 1.0]], ['2, k, 13', [-0.332516, -0.650491, 1.0]], ['2, k, 14', [-0.353191, -1.05899, 1.0]], ['2, k, 15', [-0.362701, -1.14758, 1.0]], ['2, k, 16', [-0.123701, -0.338485, 1.0]], ['2, k, 17', [-0.0475367, -0.664165, 1.0]], ['2, k, 18', [0.0700701, -1.0727, 1.0]], ['2, k, 19', [0.0803469, -1.14178, 1.0]], ['2, k, 20', [-0.18725, 0.146318, 1.0]], ['2, k, 21', [-0.400543, -0.274262, 1.0]], ['2, k, 22', [-0.477319, -0.192888, 1.0]], ['2, k, 23', [-0.0341676, -0.305346, 1.0]], ['2, k, 24', [-0.0280668, -0.202747, 1.0]]]
[['2, k, 0', [-0.211192, -0.343281, 1.0]], ['2, k, 1', [-0.198175, -0.0615067, 1.0]], ['2, k, 2', [-0.18491, 0.21359, 1.0]], ['2, k, 3', [-0.173851, 0.358145, 1.0]], ['2, k, 4', [-0.37166, 0.130529, 1.0]], ['2, k, 5', [-0.560867, 0.0152689, 1.0]], ['2, k, 6', [-0.485025, -0.161, 1.0]], ['2, k, 7', [-0.436068, -0.197299, 1.0]], ['2, k, 8', [-0.0142775, 0.121861, 1.0]], ['2, k, 9', [0.150615, -0.0198409, 1.0]], ['2, k, 10', [0.065651, -0.188855, 1.0]], ['2, k, 11', [0.015574, -0.22072, 1.0]], ['2, k, 12', [-0.290114, -0.336803, 1.0]], ['2, k, 13', [-0.333552, -0.643475, 1.0]], ['2, k, 14', [-0.352777, -1.05393, 1.0]], ['2, k, 15', [-0.363421, -1.1456, 1.0]], ['2, k, 16', [-0.125994, -0.339526, 1.0]], ['2, k, 17', [-0.0490558, -0.664503, 1.0]], ['2, k, 18', [0.070192, -1.07464, 1.0]], ['2, k, 19', [0.0797376, -1.13969, 1.0]], ['2, k, 20', [-0.188272, 0.14578, 1.0]], ['2, k, 21', [-0.404958, -0.281727, 1.0]], ['2, k, 22', [-0.476691, -0.187898, 1.0]], ['2, k, 23', [-0.0370904, -0.310963, 1.0]], ['2, k, 24', [-0.0369178, -0.203107, 1.0]]]
[['2, k, 0', [-0.213152, -0.344712, 1.0]], ['2, k, 1', [-0.199882, -0.0625284, 1.0]], ['2, k, 2', [-0.186123, 0.212908, 1.0]], ['2, k, 3', [-0.174299, 0.357396, 1.0]], ['2, k, 4', [-0.372171, 0.130116, 1.0]], ['2, k, 5', [-0.563222, 0.0142944, 1.0]], ['2, k, 6', [-0.480419, -0.159115, 1.0]], ['2, k, 7', [-0.435244, -0.193939, 1.0]], ['2, k, 8', [-0.0153381, 0.120877, 1.0]], ['2, k, 9', [0.148884, -0.0211838, 1.0]], ['2, k, 10', [0.0645729, -0.190586, 1.0]], ['2, k, 11', [0.0165514, -0.220046, 1.0]], ['2, k, 12', [-0.291654, -0.338081, 1.0]], ['2, k, 13', [-0.334516, -0.645694, 1.0]], ['2, k, 14', [-0.352837, -1.05419, 1.0]], ['2, k, 15', [-0.36486, -1.14611, 1.0]], ['2, k, 16', [-0.128337, -0.341064, 1.0]], ['2, k, 17', [-0.0523614, -0.662051, 1.0]], ['2, k, 18', [0.0701983, -1.07463, 1.0]], ['2, k, 19', [0.0801605, -1.13999, 1.0]], ['2, k, 20', [-0.189637, 0.145021, 1.0]], ['2, k, 21', [-0.405385, -0.27414, 1.0]], ['2, k, 22', [-0.490074, -0.187943, 1.0]], ['2, k, 23', [-0.037069, -0.313794, 1.0]], ['2, k, 24', [-0.0353904, -0.215521, 1.0]]]
[['2, k, 0', [-0.215797, -0.346197, 1.0]], ['2, k, 1', [-0.201417, -0.0633013, 1.0]], ['2, k, 2', [-0.186702, 0.212623, 1.0]], ['2, k, 3', [-0.175128, 0.356872, 1.0]], ['2, k, 4', [-0.373456, 0.129348, 1.0]], ['2, k, 5', [-0.564525, 0.0139317, 1.0]], ['2, k, 6', [-0.487006, -0.161872, 1.0]], ['2, k, 7', [-0.438485, -0.194438, 1.0]], ['2, k, 8', [-0.0163032, 0.120207, 1.0]], ['2, k, 9', [0.147331, -0.0236612, 1.0]], ['2, k, 10', [0.0628624, -0.193112, 1.0]], ['2, k, 11', [0.0113163, -0.223316, 1.0]], ['2, k, 12', [-0.294034, -0.339563, 1.0]], ['2, k, 13', [-0.336878, -0.637167, 1.0]], ['2, k, 14', [-0.353844, -1.05751, 1.0]], ['2, k, 15', [-0.355138, -1.14856, 1.0]], ['2, k, 16', [-0.131132, -0.342495, 1.0]], ['2, k, 17', [-0.0530526, -0.661833, 1.0]], ['2, k, 18', [0.0703479, -1.07458, 1.0]], ['2, k, 19', [0.0803366, -1.13889, 1.0]], ['2, k, 20', [-0.190436, 0.144636, 1.0]], ['2, k, 21', [-0.401562, -0.276773, 1.0]], ['2, k, 22', [-0.491543, -0.18752, 1.0]], ['2, k, 23', [-0.0414885, -0.312897, 1.0]], ['2, k, 24', [-0.0405933, -0.215022, 1.0]]]
[['2, k, 0', [-0.217412, -0.347482, 1.0]], ['2, k, 1', [-0.202697, -0.0642586, 1.0]], ['2, k, 2', [-0.187556, 0.211962, 1.0]], ['2, k, 3', [-0.176566, 0.354982, 1.0]], ['2, k, 4', [-0.373922, 0.128502, 1.0]], ['2, k, 5', [-0.565614, 0.013357, 1.0]], ['2, k, 6', [-0.487418, -0.162162, 1.0]], ['2, k, 7', [-0.44053, -0.196226, 1.0]], ['2, k, 8', [-0.0169136, 0.119543, 1.0]], ['2, k, 9', [0.145606, -0.0246857, 1.0]], ['2, k, 10', [0.062055, -0.194805, 1.0]], ['2, k, 11', [0.0106544, -0.225963, 1.0]], ['2, k, 12', [-0.295681, -0.34068, 1.0]], ['2, k, 13', [-0.338942, -0.629823, 1.0]], ['2, k, 14', [-0.353583, -1.05673, 1.0]], ['2, k, 15', [-0.361335, -1.14624, 1.0]], ['2, k, 16', [-0.132651, -0.343892, 1.0]], ['2, k, 17', [-0.0535165, -0.662231, 1.0]], ['2, k, 18', [0.0698663, -1.07305, 1.0]], ['2, k, 19', [0.0794277, -1.14251, 1.0]], ['2, k, 20', [-0.191391, 0.143919, 1.0]], ['2, k, 21', [-0.410795, -0.279102, 1.0]], ['2, k, 22', [-0.474959, -0.210024, 1.0]], ['2, k, 23', [-0.0423081, -0.315988, 1.0]], ['2, k, 24', [-0.037411, -0.209539, 1.0]]]
[['2, k, 0', [-0.218608, -0.348901, 1.0]], ['2, k, 1', [-0.203493, -0.0652244, 1.0]], ['2, k, 2', [-0.188033, 0.211293, 1.0]], ['2, k, 3', [-0.177547, 0.353723, 1.0]], ['2, k, 4', [-0.374534, 0.127451, 1.0]], ['2, k, 5', [-0.566888, 0.0129508, 1.0]], ['2, k, 6', [-0.488142, -0.162313, 1.0]], ['2, k, 7', [-0.442706, -0.196627, 1.0]], ['2, k, 8', [-0.0176167, 0.118517, 1.0]], ['2, k, 9', [0.144641, -0.0255454, 1.0]], ['2, k, 10', [0.0613491, -0.196122, 1.0]], ['2, k, 11', [0.0109706, -0.226952, 1.0]], ['2, k, 12', [-0.296874, -0.341979, 1.0]], ['2, k, 13', [-0.339373, -0.62802, 1.0]], ['2, k, 14', [-0.353529, -1.05684, 1.0]], ['2, k, 15', [-0.363766, -1.14438, 1.0]], ['2, k, 16', [-0.133796, -0.345371, 1.0]], ['2, k, 17', [-0.0554894, -0.6596, 1.0]], ['2, k, 18', [0.0698591, -1.07406, 1.0]], ['2, k, 19', [0.0786415, -1.13865, 1.0]], ['2, k, 20', [-0.191906, 0.143243, 1.0]], ['2, k, 21', [-0.408473, -0.277526, 1.0]], ['2, k, 22', [-0.472032, -0.214597, 1.0]], ['2, k, 23', [-0.0426752, -0.317278, 1.0]], ['2, k, 24', [-0.0415038, -0.216265, 1.0]]]
[['2, k, 0', [-0.219565, -0.349986, 1.0]], ['2, k, 1', [-0.204445, -0.0660095, 1.0]], ['2, k, 2', [-0.188673, 0.21085, 1.0]], ['2, k, 3', [-0.178814, 0.352785, 1.0]], ['2, k, 4', [-0.375612, 0.126816, 1.0]], ['2, k, 5', [-0.568145, 0.0125042, 1.0]], ['2, k, 6', [-0.488805, -0.162536, 1.0]], ['2, k, 7', [-0.443721, -0.195657, 1.0]], ['2, k, 8', [-0.0182749, 0.117725, 1.0]], ['2, k, 9', [0.143816, -0.0264301, 1.0]], ['2, k, 10', [0.0608855, -0.197348, 1.0]], ['2, k, 11', [0.00921838, -0.228383, 1.0]], ['2, k, 12', [-0.297636, -0.342797, 1.0]], ['2, k, 13', [-0.339843, -0.627639, 1.0]], ['2, k, 14', [-0.353604, -1.05684, 1.0]], ['2, k, 15', [-0.364136, -1.14429, 1.0]], ['2, k, 16', [-0.134917, -0.34671, 1.0]], ['2, k, 17', [-0.0555461, -0.660718, 1.0]], ['2, k, 18', [0.0694589, -1.07749, 1.0]], ['2, k, 19', [0.0786253, -1.14709, 1.0]], ['2, k, 20', [-0.192631, 0.142725, 1.0]], ['2, k, 21', [-0.40491, -0.274668, 1.0]], ['2, k, 22', [-0.486842, -0.196737, 1.0]], ['2, k, 23', [-0.043909, -0.318002, 1.0]], ['2, k, 24', [-0.0461553, -0.217816, 1.0]]]
[['2, k, 0', [-0.220188, -0.351557, 1.0]], ['2, k, 1', [-0.205612, -0.0669842, 1.0]], ['2, k, 2', [-0.190346, 0.210165, 1.0]], ['2, k, 3', [-0.181019, 0.350909, 1.0]], ['2, k, 4', [-0.376224, 0.124711, 1.0]], ['2, k, 5', [-0.56906, 0.0119655, 1.0]], ['2, k, 6', [-0.489231, -0.162858, 1.0]], ['2, k, 7', [-0.444557, -0.196312, 1.0]], ['2, k, 8', [-0.0192524, 0.116515, 1.0]], ['2, k, 9', [0.142977, -0.02728, 1.0]], ['2, k, 10', [0.0604288, -0.198509, 1.0]], ['2, k, 11', [0.00886594, -0.229266, 1.0]], ['2, k, 12', [-0.298317, -0.344245, 1.0]], ['2, k, 13', [-0.340421, -0.626359, 1.0]], ['2, k, 14', [-0.353589, -1.05645, 1.0]], ['2, k, 15', [-0.364876, -1.14624, 1.0]], ['2, k, 16', [-0.135434, -0.348326, 1.0]], ['2, k, 17', [-0.0563557, -0.660788, 1.0]], ['2, k, 18', [0.0693025, -1.07799, 1.0]], ['2, k, 19', [0.0790928, -1.14281, 1.0]], ['2, k, 20', [-0.194131, 0.141997, 1.0]], ['2, k, 21', [-0.407915, -0.274862, 1.0]], ['2, k, 22', [-0.496671, -0.194586, 1.0]], ['2, k, 23', [-0.0440321, -0.317942, 1.0]], ['2, k, 24', [-0.0430123, -0.215198, 1.0]]]
[['2, k, 0', [-0.222065, -0.352862, 1.0]], ['2, k, 1', [-0.207425, -0.0682207, 1.0]], ['2, k, 2', [-0.192124, 0.209001, 1.0]], ['2, k, 3', [-0.182756, 0.349614, 1.0]], ['2, k, 4', [-0.377318, 0.122995, 1.0]], ['2, k, 5', [-0.569688, 0.011406, 1.0]], ['2, k, 6', [-0.489906, -0.163417, 1.0]], ['2, k, 7', [-0.44588, -0.199209, 1.0]], ['2, k, 8', [-0.0205251, 0.114762, 1.0]], ['2, k, 9', [0.141894, -0.0279083, 1.0]], ['2, k, 10', [0.0603157, -0.199622, 1.0]], ['2, k, 11', [0.00984811, -0.229106, 1.0]], ['2, k, 12', [-0.300013, -0.345124, 1.0]], ['2, k, 13', [-0.341405, -0.625535, 1.0]], ['2, k, 14', [-0.353246, -1.05619, 1.0]], ['2, k, 15', [-0.365929, -1.14502, 1.0]], ['2, k, 16', [-0.137395, -0.350074, 1.0]], ['2, k, 17', [-0.0571004, -0.661315, 1.0]], ['2, k, 18', [0.0693791, -1.07812, 1.0]], ['2, k, 19', [0.0796644, -1.13521, 1.0]], ['2, k, 20', [-0.195907, 0.140829, 1.0]], ['2, k, 21', [-0.41259, -0.282904, 1.0]], ['2, k, 22', [-0.473532, -0.219406, 1.0]], ['2, k, 23', [-0.0481994, -0.316363, 1.0]], ['2, k, 24', [-0.0454534, -0.219455, 1.0]]]
