[['2, k, 0', [-0.393224, -0.731959, 1.0]], ['2, k, 1', [-0.402811, -0.435949, 1.0]], ['2, k, 2', [-0.410044, -0.144589, 1.0]], ['2, k, 3', [-0.40431, -0.000846927, 1.0]], ['2, k, 4', [-0.545265, -0.224286, 1.0]], ['2, k, 5', [-0.657344, -0.327929, 1.0]], ['2, k, 6', [-0.659679, -0.308936, 1.0]], ['2, k, 7', [-0.636776, -0.239945, 1.0]], ['2, k, 8', [-0.256184, -0.222167, 1.0]], ['2, k, 9', [-0.105345, -0.323338, 1.0]], ['2, k, 10', [-0.000607815, -0.284857, 1.0]], ['2, k, 11', [0.020481, -0.232412, 1.0]], ['2, k, 12', [-0.45383, -0.722672, 1.0]], ['2, k, 13', [-0.544042, -0.95516, 1.0]], ['2, k, 14', [-0.501049, -1.09509, 1.0]], ['2, k, 15', [-0.509277, -1.19727, 1.0]], ['2, k, 16', [-0.322162, -0.721801, 1.0]], ['2, k, 17', [-0.195814, -0.966778, 1.0]], ['2, k, 18', [-0.247086, -1.07442, 1.0]], ['2, k, 19', [-0.219604, -1.20313, 1.0]], ['2, k, 20', [-0.408644, -0.216846, 1.0]], ['2, k, 21', [-0.635404, -0.217624, 1.0]], ['2, k, 22', [-0.663014, -0.220785, 1.0]], ['2, k, 23', [0.05211, -0.22767, 1.0]], ['2, k, 24', [-0.0280573, -0.228901, 1.0]]]
[['2, k, 0', [-0.383525, -0.687255, 1.0]], ['2, k, 1', [-0.396584, -0.414942, 1.0]], ['2, k, 2', [-0.408204, -0.143743, 1.0]], ['2, k, 3', [-0.402921, 0.00286779, 1.0]], ['2, k, 4', [-0.543724, -0.226264, 1.0]], ['2, k, 5', [-0.645627, -0.302848, 1.0]], ['2, k, 6', [-0.640727, -0.248857, 1.0]], ['2, k, 7', [-0.624773, -0.189564, 1.0]], ['2, k, 8', [-0.252216, -0.234944, 1.0]], ['2, k, 9', [-0.0622218, -0.27635, 1.0]], ['2, k, 10', [-0.0101565, -0.187008, 1.0]], ['2, k, 11', [-0.0579243, -0.181617, 1.0]], ['2, k, 12', [-0.444568, -0.678392, 1.0]], ['2, k, 13', [-0.490812, -0.946669, 1.0]], ['2, k, 14', [-0.518274, -1.18393, 1.0]], ['2, k, 15', [-0.507787, -1.22691, 1.0]], ['2, k, 16', [-0.312667, -0.67867, 1.0]], ['2, k, 17', [-0.244062, -0.947781, 1.0]], ['2, k, 18', [-0.21834, -1.26064, 1.0]], ['2, k, 19', [-0.19564, -1.30886, 1.0]], ['2, k, 20', [-0.40558, -0.21206, 1.0]], ['2, k, 21', [-0.59837, -0.170176, 1.0]], ['2, k, 22', [-0.672038, -0.179919, 1.0]], ['2, k, 23', [-0.123379, -0.180495, 1.0]], ['2, k, 24', [-0.0759754, -0.171501, 1.0]]]
[['2, k, 0', [-0.383419, -0.687959, 1.0]], ['2, k, 1', [-0.396555, -0.41499, 1.0]], ['2, k, 2', [-0.408075, -0.143755, 1.0]], ['2, k, 3', [-0.402846, 0.00291913, 1.0]], ['2, k, 4', [-0.54197, -0.229873, 1.0]], ['2, k, 5', [-0.644103, -0.301542, 1.0]], ['2, k, 6', [-0.6404, -0.24843, 1.0]], ['2, k, 7', [-0.625335, -0.189561, 1.0]], ['2, k, 8', [-0.251521, -0.235744, 1.0]], ['2, k, 9', [-0.0516047, -0.288092, 1.0]], ['2, k, 10', [-0.0743691, -0.20914, 1.0]], ['2, k, 11', [-0.012153, -0.185744, 1.0]], ['2, k, 12', [-0.44456, -0.67923, 1.0]], ['2, k, 13', [-0.490728, -0.946523, 1.0]], ['2, k, 14', [-0.517835, -1.18253, 1.0]], ['2, k, 15', [-0.513102, -1.24669, 1.0]], ['2, k, 16', [-0.312457, -0.679307, 1.0]], ['2, k, 17', [-0.24406, -0.947865, 1.0]], ['2, k, 18', [-0.218689, -1.2516, 1.0]], ['2, k, 19', [-0.19666, -1.29707, 1.0]], ['2, k, 20', [-0.40552, -0.212033, 1.0]], ['2, k, 21', [-0.594551, -0.170778, 1.0]], ['2, k, 22', [-0.674152, -0.177766, 1.0]], ['2, k, 23', [0.0235721, -0.169914, 1.0]], ['2, k, 24', [-0.0785995, -0.179599, 1.0]]]
[['2, k, 0', [-0.383252, -0.688419, 1.0]], ['2, k, 1', [-0.396473, -0.41502, 1.0]], ['2, k, 2', [-0.407895, -0.143713, 1.0]], ['2, k, 3', [-0.40279, 0.00290589, 1.0]], ['2, k, 4', [-0.541346, -0.230939, 1.0]], ['2, k, 5', [-0.644298, -0.301201, 1.0]], ['2, k, 6', [-0.638812, -0.239733, 1.0]], ['2, k, 7', [-0.624422, -0.187991, 1.0]], ['2, k, 8', [-0.251016, -0.236347, 1.0]], ['2, k, 9', [-0.0896177, -0.301571, 1.0]], ['2, k, 10', [-0.0224616, -0.218554, 1.0]], ['2, k, 11', [0.0108729, -0.183924, 1.0]], ['2, k, 12', [-0.444449, -0.679879, 1.0]], ['2, k, 13', [-0.49089, -0.947025, 1.0]], ['2, k, 14', [-0.507873, -1.23016, 1.0]], ['2, k, 15', [-0.536289, -1.16731, 1.0]], ['2, k, 16', [-0.312257, -0.679586, 1.0]], ['2, k, 17', [-0.244049, -0.947683, 1.0]], ['2, k, 18', [-0.21884, -1.24893, 1.0]], ['2, k, 19', [-0.197069, -1.29478, 1.0]], ['2, k, 20', [-0.405377, -0.211959, 1.0]], ['2, k, 21', [-0.597345, -0.168212, 1.0]], ['2, k, 22', [-0.669694, -0.178715, 1.0]], ['2, k, 23', [0.0326398, -0.172684, 1.0]], ['2, k, 24', [-0.0414632, -0.179765, 1.0]]]
[['2, k, 0', [-0.383287, -0.688673, 1.0]], ['2, k, 1', [-0.396475, -0.415023, 1.0]], ['2, k, 2', [-0.407841, -0.143651, 1.0]], ['2, k, 3', [-0.402748, 0.00319104, 1.0]], ['2, k, 4', [-0.541412, -0.230939, 1.0]], ['2, k, 5', [-0.645478, -0.300033, 1.0]], ['2, k, 6', [-0.638644, -0.240268, 1.0]], ['2, k, 7', [-0.624635, -0.187915, 1.0]], ['2, k, 8', [-0.250488, -0.237077, 1.0]], ['2, k, 9', [-0.0581265, -0.287485, 1.0]], ['2, k, 10', [0.0139755, -0.220511, 1.0]], ['2, k, 11', [0.0150426, -0.183806, 1.0]], ['2, k, 12', [-0.444525, -0.680099, 1.0]], ['2, k, 13', [-0.490931, -0.946988, 1.0]], ['2, k, 14', [-0.516772, -1.1825, 1.0]], ['2, k, 15', [-0.505915, -1.24298, 1.0]], ['2, k, 16', [-0.312247, -0.679845, 1.0]], ['2, k, 17', [-0.24399, -0.947546, 1.0]], ['2, k, 18', [-0.217676, -1.24425, 1.0]], ['2, k, 19', [-0.195647, -1.28844, 1.0]], ['2, k, 20', [-0.405353, -0.211885, 1.0]], ['2, k, 21', [-0.597896, -0.169816, 1.0]], ['2, k, 22', [-0.674183, -0.181438, 1.0]], ['2, k, 23', [0.0335461, -0.172755, 1.0]], ['2, k, 24', [-0.0333766, -0.18022, 1.0]]]
[['2, k, 0', [-0.383158, -0.688952, 1.0]], ['2, k, 1', [-0.39644, -0.415022, 1.0]], ['2, k, 2', [-0.407786, -0.143572, 1.0]], ['2, k, 3', [-0.40266, 0.00334287, 1.0]], ['2, k, 4', [-0.541122, -0.230783, 1.0]], ['2, k, 5', [-0.645594, -0.29999, 1.0]], ['2, k, 6', [-0.638391, -0.24125, 1.0]], ['2, k, 7', [-0.625392, -0.18672, 1.0]], ['2, k, 8', [-0.249715, -0.238122, 1.0]], ['2, k, 9', [-0.0537246, -0.290893, 1.0]], ['2, k, 10', [0.0137718, -0.220693, 1.0]], ['2, k, 11', [0.0183797, -0.184061, 1.0]], ['2, k, 12', [-0.444406, -0.680286, 1.0]], ['2, k, 13', [-0.490671, -0.947192, 1.0]], ['2, k, 14', [-0.503947, -1.22528, 1.0]], ['2, k, 15', [-0.534768, -1.14974, 1.0]], ['2, k, 16', [-0.312115, -0.680193, 1.0]], ['2, k, 17', [-0.243987, -0.947563, 1.0]], ['2, k, 18', [-0.225431, -1.18385, 1.0]], ['2, k, 19', [-0.203426, -1.23374, 1.0]], ['2, k, 20', [-0.405295, -0.211776, 1.0]], ['2, k, 21', [-0.598089, -0.168651, 1.0]], ['2, k, 22', [-0.674276, -0.17452, 1.0]], ['2, k, 23', [0.0329874, -0.172711, 1.0]], ['2, k, 24', [-0.0329032, -0.179386, 1.0]]]
[['2, k, 0', [-0.382887, -0.689252, 1.0]], ['2, k, 1', [-0.396351, -0.415037, 1.0]], ['2, k, 2', [-0.40769, -0.143517, 1.0]], ['2, k, 3', [-0.402342, 0.00324542, 1.0]], ['2, k, 4', [-0.539228, -0.231904, 1.0]], ['2, k, 5', [-0.645642, -0.299298, 1.0]], ['2, k, 6', [-0.638151, -0.241848, 1.0]], ['2, k, 7', [-0.623134, -0.186884, 1.0]], ['2, k, 8', [-0.249371, -0.238284, 1.0]], ['2, k, 9', [-0.0913498, -0.303304, 1.0]], ['2, k, 10', [-0.00300868, -0.233894, 1.0]], ['2, k, 11', [0.0157929, -0.184198, 1.0]], ['2, k, 12', [-0.44419, -0.680602, 1.0]], ['2, k, 13', [-0.490492, -0.947692, 1.0]], ['2, k, 14', [-0.514544, -1.18664, 1.0]], ['2, k, 15', [-0.503554, -1.22806, 1.0]], ['2, k, 16', [-0.31178, -0.680455, 1.0]], ['2, k, 17', [-0.244031, -0.947353, 1.0]], ['2, k, 18', [-0.215686, -1.20624, 1.0]], ['2, k, 19', [-0.192394, -1.24785, 1.0]], ['2, k, 20', [-0.405215, -0.211703, 1.0]], ['2, k, 21', [-0.598071, -0.166938, 1.0]], ['2, k, 22', [-0.672042, -0.179134, 1.0]], ['2, k, 23', [0.0354939, -0.173331, 1.0]], ['2, k, 24', [-0.0329414, -0.180209, 1.0]]]
[['2, k, 0', [-0.382842, -0.689209, 1.0]], ['2, k, 1', [-0.396282, -0.414972, 1.0]], ['2, k, 2', [-0.407578, -0.143508, 1.0]], ['2, k, 3', [-0.402155, 0.00352278, 1.0]], ['2, k, 4', [-0.539495, -0.230938, 1.0]], ['2, k, 5', [-0.645885, -0.298895, 1.0]], ['2, k, 6', [-0.638184, -0.241916, 1.0]], ['2, k, 7', [-0.623662, -0.186635, 1.0]], ['2, k, 8', [-0.248638, -0.238351, 1.0]], ['2, k, 9', [-0.0912345, -0.303316, 1.0]], ['2, k, 10', [-0.00367667, -0.234469, 1.0]], ['2, k, 11', [0.0160903, -0.18449, 1.0]], ['2, k, 12', [-0.444142, -0.680523, 1.0]], ['2, k, 13', [-0.490338, -0.947425, 1.0]], ['2, k, 14', [-0.514629, -1.17975, 1.0]], ['2, k, 15', [-0.505619, -1.23544, 1.0]], ['2, k, 16', [-0.311717, -0.680423, 1.0]], ['2, k, 17', [-0.243981, -0.947443, 1.0]], ['2, k, 18', [-0.222707, -1.22753, 1.0]], ['2, k, 19', [-0.201296, -1.27313, 1.0]], ['2, k, 20', [-0.405123, -0.211639, 1.0]], ['2, k, 21', [-0.595934, -0.165781, 1.0]], ['2, k, 22', [-0.669796, -0.178245, 1.0]], ['2, k, 23', [0.0344765, -0.173911, 1.0]], ['2, k, 24', [-0.0342309, -0.180529, 1.0]]]
[['2, k, 0', [-0.382837, -0.689183, 1.0]], ['2, k, 1', [-0.396264, -0.414917, 1.0]], ['2, k, 2', [-0.407539, -0.143486, 1.0]], ['2, k, 3', [-0.402062, 0.00354991, 1.0]], ['2, k, 4', [-0.539605, -0.230746, 1.0]], ['2, k, 5', [-0.646008, -0.298731, 1.0]], ['2, k, 6', [-0.638402, -0.242255, 1.0]], ['2, k, 7', [-0.625024, -0.186658, 1.0]], ['2, k, 8', [-0.248195, -0.238315, 1.0]], ['2, k, 9', [-0.0605091, -0.28045, 1.0]], ['2, k, 10', [0.0128282, -0.222004, 1.0]], ['2, k, 11', [0.0174297, -0.185812, 1.0]], ['2, k, 12', [-0.444133, -0.680506, 1.0]], ['2, k, 13', [-0.49031, -0.947367, 1.0]], ['2, k, 14', [-0.518586, -1.17839, 1.0]], ['2, k, 15', [-0.492548, -1.23096, 1.0]], ['2, k, 16', [-0.311712, -0.68037, 1.0]], ['2, k, 17', [-0.243921, -0.947133, 1.0]], ['2, k, 18', [-0.210777, -1.23945, 1.0]], ['2, k, 19', [-0.18577, -1.29074, 1.0]], ['2, k, 20', [-0.405094, -0.211581, 1.0]], ['2, k, 21', [-0.598046, -0.166257, 1.0]], ['2, k, 22', [-0.672233, -0.176997, 1.0]], ['2, k, 23', [0.0363406, -0.17182, 1.0]], ['2, k, 24', [-0.0354168, -0.179804, 1.0]]]
[['2, k, 0', [-0.382755, -0.689159, 1.0]], ['2, k, 1', [-0.396197, -0.414851, 1.0]], ['2, k, 2', [-0.407465, -0.143439, 1.0]], ['2, k, 3', [-0.402085, 0.00361802, 1.0]], ['2, k, 4', [-0.539825, -0.230237, 1.0]], ['2, k, 5', [-0.646175, -0.29855, 1.0]], ['2, k, 6', [-0.638557, -0.242604, 1.0]], ['2, k, 7', [-0.62563, -0.186349, 1.0]], ['2, k, 8', [-0.248547, -0.23729, 1.0]], ['2, k, 9', [-0.0916595, -0.303058, 1.0]], ['2, k, 10', [-0.00471993, -0.235317, 1.0]], ['2, k, 11', [0.0190719, -0.184976, 1.0]], ['2, k, 12', [-0.444047, -0.680495, 1.0]], ['2, k, 13', [-0.490365, -0.947362, 1.0]], ['2, k, 14', [-0.519049, -1.17714, 1.0]], ['2, k, 15', [-0.495462, -1.23247, 1.0]], ['2, k, 16', [-0.311633, -0.680323, 1.0]], ['2, k, 17', [-0.243984, -0.947017, 1.0]], ['2, k, 18', [-0.210095, -1.23118, 1.0]], ['2, k, 19', [-0.185272, -1.27767, 1.0]], ['2, k, 20', [-0.405019, -0.211489, 1.0]], ['2, k, 21', [-0.597711, -0.164865, 1.0]], ['2, k, 22', [-0.679493, -0.177032, 1.0]], ['2, k, 23', [0.0373339, -0.174715, 1.0]], ['2, k, 24', [-0.0347732, -0.180378, 1.0]]]
[['2, k, 0', [-0.382786, -0.689201, 1.0]], ['2, k, 1', [-0.396203, -0.414842, 1.0]], ['2, k, 2', [-0.407441, -0.143392, 1.0]], ['2, k, 3', [-0.401956, 0.00364831, 1.0]], ['2, k, 4', [-0.540015, -0.230115, 1.0]], ['2, k, 5', [-0.645887, -0.297912, 1.0]], ['2, k, 6', [-0.638394, -0.242539, 1.0]], ['2, k, 7', [-0.624058, -0.187669, 1.0]], ['2, k, 8', [-0.248534, -0.237432, 1.0]], ['2, k, 9', [-0.0527249, -0.288894, 1.0]], ['2, k, 10', [0.011696, -0.20421, 1.0]], ['2, k, 11', [0.0144167, -0.186252, 1.0]], ['2, k, 12', [-0.444095, -0.68056, 1.0]], ['2, k, 13', [-0.490353, -0.947056, 1.0]], ['2, k, 14', [-0.514148, -1.18027, 1.0]], ['2, k, 15', [-0.500292, -1.19339, 1.0]], ['2, k, 16', [-0.311654, -0.680347, 1.0]], ['2, k, 17', [-0.244038, -0.946984, 1.0]], ['2, k, 18', [-0.226398, -1.17934, 1.0]], ['2, k, 19', [-0.205221, -1.22329, 1.0]], ['2, k, 20', [-0.405008, -0.211425, 1.0]], ['2, k, 21', [-0.600936, -0.167731, 1.0]], ['2, k, 22', [-0.669587, -0.178189, 1.0]], ['2, k, 23', [0.0282611, -0.175048, 1.0]], ['2, k, 24', [-0.0386388, -0.179897, 1.0]]]
[['2, k, 0', [-0.382855, -0.689255, 1.0]], ['2, k, 1', [-0.396202, -0.414832, 1.0]], ['2, k, 2', [-0.407349, -0.143332, 1.0]], ['2, k, 3', [-0.401825, 0.00365285, 1.0]], ['2, k, 4', [-0.540129, -0.231305, 1.0]], ['2, k, 5', [-0.645981, -0.297534, 1.0]], ['2, k, 6', [-0.638576, -0.242651, 1.0]], ['2, k, 7', [-0.626764, -0.187199, 1.0]], ['2, k, 8', [-0.248268, -0.237792, 1.0]], ['2, k, 9', [-0.0964256, -0.304592, 1.0]], ['2, k, 10', [-0.0104463, -0.239762, 1.0]], ['2, k, 11', [0.0124764, -0.188204, 1.0]], ['2, k, 12', [-0.44419, -0.680647, 1.0]], ['2, k, 13', [-0.490366, -0.947287, 1.0]], ['2, k, 14', [-0.514429, -1.17911, 1.0]], ['2, k, 15', [-0.507948, -1.22703, 1.0]], ['2, k, 16', [-0.311708, -0.680375, 1.0]], ['2, k, 17', [-0.244065, -0.947409, 1.0]], ['2, k, 18', [-0.218144, -1.21441, 1.0]], ['2, k, 19', [-0.195967, -1.25783, 1.0]], ['2, k, 20', [-0.404946, -0.211345, 1.0]], ['2, k, 21', [-0.592636, -0.167614, 1.0]], ['2, k, 22', [-0.677835, -0.175028, 1.0]], ['2, k, 23', [0.035317, -0.177951, 1.0]], ['2, k, 24', [-0.0385491, -0.182645, 1.0]]]
[['2, k, 0', [-0.382921, -0.68921, 1.0]], ['2, k, 1', [-0.396175, -0.414797, 1.0]], ['2, k, 2', [-0.407174, -0.143341, 1.0]], ['2, k, 3', [-0.401486, 0.00360734, 1.0]], ['2, k, 4', [-0.540346, -0.230543, 1.0]], ['2, k, 5', [-0.64588, -0.297184, 1.0]], ['2, k, 6', [-0.640582, -0.238747, 1.0]], ['2, k, 7', [-0.628618, -0.188585, 1.0]], ['2, k, 8', [-0.248191, -0.237717, 1.0]], ['2, k, 9', [-0.063405, -0.289256, 1.0]], ['2, k, 10', [0.00150832, -0.225363, 1.0]], ['2, k, 11', [0.00270609, -0.188504, 1.0]], ['2, k, 12', [-0.444235, -0.680584, 1.0]], ['2, k, 13', [-0.49036, -0.947287, 1.0]], ['2, k, 14', [-0.514488, -1.17821, 1.0]], ['2, k, 15', [-0.511111, -1.22607, 1.0]], ['2, k, 16', [-0.311785, -0.68033, 1.0]], ['2, k, 17', [-0.244038, -0.9472, 1.0]], ['2, k, 18', [-0.216767, -1.24409, 1.0]], ['2, k, 19', [-0.194416, -1.29127, 1.0]], ['2, k, 20', [-0.404827, -0.211303, 1.0]], ['2, k, 21', [-0.598412, -0.167762, 1.0]], ['2, k, 22', [-0.678562, -0.178854, 1.0]], ['2, k, 23', [0.00983207, -0.174995, 1.0]], ['2, k, 24', [-0.0570654, -0.181913, 1.0]]]
[['2, k, 0', [-0.3829, -0.688988, 1.0]], ['2, k, 1', [-0.396024, -0.41466, 1.0]], ['2, k, 2', [-0.406792, -0.143363, 1.0]], ['2, k, 3', [-0.401462, 0.00363522, 1.0]], ['2, k, 4', [-0.540863, -0.22939, 1.0]], ['2, k, 5', [-0.645863, -0.29856, 1.0]], ['2, k, 6', [-0.643635, -0.243168, 1.0]], ['2, k, 7', [-0.628662, -0.190827, 1.0]], ['2, k, 8', [-0.248547, -0.237, 1.0]], ['2, k, 9', [-0.0365743, -0.322691, 1.0]], ['2, k, 10', [-0.00157651, -0.239209, 1.0]], ['2, k, 11', [0.011272, -0.190095, 1.0]], ['2, k, 12', [-0.44424, -0.680391, 1.0]], ['2, k, 13', [-0.490368, -0.947313, 1.0]], ['2, k, 14', [-0.5145, -1.17752, 1.0]], ['2, k, 15', [-0.513266, -1.24137, 1.0]], ['2, k, 16', [-0.311737, -0.680054, 1.0]], ['2, k, 17', [-0.243922, -0.946989, 1.0]], ['2, k, 18', [-0.221196, -1.24316, 1.0]], ['2, k, 19', [-0.198779, -1.28562, 1.0]], ['2, k, 20', [-0.404507, -0.211223, 1.0]], ['2, k, 21', [-0.596907, -0.169112, 1.0]], ['2, k, 22', [-0.675038, -0.179612, 1.0]], ['2, k, 23', [0.00930401, -0.176028, 1.0]], ['2, k, 24', [-0.0481802, -0.185207, 1.0]]]
[['2, k, 0', [-0.38288, -0.688862, 1.0]], ['2, k, 1', [-0.395991, -0.414579, 1.0]], ['2, k, 2', [-0.406747, -0.143362, 1.0]], ['2, k, 3', [-0.401404, 0.00363568, 1.0]], ['2, k, 4', [-0.541427, -0.22874, 1.0]], ['2, k, 5', [-0.646027, -0.298738, 1.0]], ['2, k, 6', [-0.643703, -0.242814, 1.0]], ['2, k, 7', [-0.628916, -0.192893, 1.0]], ['2, k, 8', [-0.249361, -0.235969, 1.0]], ['2, k, 9', [-0.0626265, -0.285857, 1.0]], ['2, k, 10', [0.00480768, -0.227547, 1.0]], ['2, k, 11', [0.0107259, -0.193865, 1.0]], ['2, k, 12', [-0.444216, -0.680264, 1.0]], ['2, k, 13', [-0.490409, -0.947902, 1.0]], ['2, k, 14', [-0.514549, -1.17728, 1.0]], ['2, k, 15', [-0.51295, -1.24041, 1.0]], ['2, k, 16', [-0.311714, -0.679899, 1.0]], ['2, k, 17', [-0.244091, -0.94701, 1.0]], ['2, k, 18', [-0.217524, -1.23992, 1.0]], ['2, k, 19', [-0.19511, -1.28742, 1.0]], ['2, k, 20', [-0.40447, -0.21118, 1.0]], ['2, k, 21', [-0.599915, -0.175579, 1.0]], ['2, k, 22', [-0.676695, -0.180999, 1.0]], ['2, k, 23', [0.0197236, -0.181543, 1.0]], ['2, k, 24', [-0.0442671, -0.189833, 1.0]]]
[['2, k, 0', [-0.382888, -0.688849, 1.0]], ['2, k, 1', [-0.395963, -0.414575, 1.0]], ['2, k, 2', [-0.406608, -0.143441, 1.0]], ['2, k, 3', [-0.401206, 0.00343595, 1.0]], ['2, k, 4', [-0.541433, -0.228748, 1.0]], ['2, k, 5', [-0.645954, -0.298828, 1.0]], ['2, k, 6', [-0.643662, -0.242839, 1.0]], ['2, k, 7', [-0.629001, -0.196799, 1.0]], ['2, k, 8', [-0.249779, -0.235382, 1.0]], ['2, k, 9', [-0.0999973, -0.307402, 1.0]], ['2, k, 10', [-0.0249649, -0.239756, 1.0]], ['2, k, 11', [0.00582638, -0.197189, 1.0]], ['2, k, 12', [-0.444189, -0.680273, 1.0]], ['2, k, 13', [-0.490489, -0.947894, 1.0]], ['2, k, 14', [-0.515281, -1.1767, 1.0]], ['2, k, 15', [-0.509364, -1.24089, 1.0]], ['2, k, 16', [-0.311755, -0.679859, 1.0]], ['2, k, 17', [-0.244044, -0.947002, 1.0]], ['2, k, 18', [-0.215503, -1.23886, 1.0]], ['2, k, 19', [-0.192699, -1.28545, 1.0]], ['2, k, 20', [-0.404374, -0.211201, 1.0]], ['2, k, 21', [-0.602399, -0.176271, 1.0]], ['2, k, 22', [-0.678423, -0.188689, 1.0]], ['2, k, 23', [0.0251039, -0.187534, 1.0]], ['2, k, 24', [-0.0492777, -0.193626, 1.0]]]
[['2, k, 0', [-0.382827, -0.688606, 1.0]], ['2, k, 1', [-0.395549, -0.414363, 1.0]], ['2, k, 2', [-0.405503, -0.143499, 1.0]], ['2, k, 3', [-0.401135, 0.00347858, 1.0]], ['2, k, 4', [-0.541467, -0.228725, 1.0]], ['2, k, 5', [-0.646361, -0.300205, 1.0]], ['2, k, 6', [-0.643546, -0.243169, 1.0]], ['2, k, 7', [-0.629283, -0.201254, 1.0]], ['2, k, 8', [-0.250203, -0.233272, 1.0]], ['2, k, 9', [-0.0581066, -0.295589, 1.0]], ['2, k, 10', [0.0122847, -0.239123, 1.0]], ['2, k, 11', [0.0159144, -0.201453, 1.0]], ['2, k, 12', [-0.444069, -0.680176, 1.0]], ['2, k, 13', [-0.490646, -0.947856, 1.0]], ['2, k, 14', [-0.520805, -1.17512, 1.0]], ['2, k, 15', [-0.503087, -1.23805, 1.0]], ['2, k, 16', [-0.311735, -0.679394, 1.0]], ['2, k, 17', [-0.243986, -0.946989, 1.0]], ['2, k, 18', [-0.208932, -1.22629, 1.0]], ['2, k, 19', [-0.21546, -1.29263, 1.0]], ['2, k, 20', [-0.403496, -0.21109, 1.0]], ['2, k, 21', [-0.603224, -0.184907, 1.0]], ['2, k, 22', [-0.678308, -0.19196, 1.0]], ['2, k, 23', [0.0205514, -0.190242, 1.0]], ['2, k, 24', [-0.0384803, -0.195959, 1.0]]]
[['2, k, 0', [-0.382709, -0.688364, 1.0]], ['2, k, 1', [-0.395195, -0.41439, 1.0]], ['2, k, 2', [-0.404619, -0.144176, 1.0]], ['2, k, 3', [-0.401091, 0.00339492, 1.0]], ['2, k, 4', [-0.541671, -0.228443, 1.0]], ['2, k, 5', [-0.647139, -0.304719, 1.0]], ['2, k, 6', [-0.644578, -0.246353, 1.0]], ['2, k, 7', [-0.630848, -0.207695, 1.0]], ['2, k, 8', [-0.250503, -0.232487, 1.0]], ['2, k, 9', [-0.10149, -0.316652, 1.0]], ['2, k, 10', [-0.0111584, -0.254746, 1.0]], ['2, k, 11', [0.0142858, -0.206713, 1.0]], ['2, k, 12', [-0.443898, -0.679962, 1.0]], ['2, k, 13', [-0.490648, -0.947875, 1.0]], ['2, k, 14', [-0.51905, -1.1783, 1.0]], ['2, k, 15', [-0.503631, -1.24363, 1.0]], ['2, k, 16', [-0.31166, -0.679129, 1.0]], ['2, k, 17', [-0.243915, -0.947146, 1.0]], ['2, k, 18', [-0.223835, -1.17734, 1.0]], ['2, k, 19', [-0.202563, -1.21735, 1.0]], ['2, k, 20', [-0.402787, -0.211482, 1.0]], ['2, k, 21', [-0.601427, -0.187842, 1.0]], ['2, k, 22', [-0.680387, -0.200372, 1.0]], ['2, k, 23', [0.0272842, -0.198316, 1.0]], ['2, k, 24', [-0.0394895, -0.202874, 1.0]]]
[['2, k, 0', [-0.382755, -0.688306, 1.0]], ['2, k, 1', [-0.395166, -0.414411, 1.0]], ['2, k, 2', [-0.4045, -0.144452, 1.0]], ['2, k, 3', [-0.400932, 0.00319459, 1.0]], ['2, k, 4', [-0.541699, -0.228416, 1.0]], ['2, k, 5', [-0.647523, -0.309953, 1.0]], ['2, k, 6', [-0.64734, -0.25067, 1.0]], ['2, k, 7', [-0.632966, -0.212709, 1.0]], ['2, k, 8', [-0.251122, -0.231537, 1.0]], ['2, k, 9', [-0.0590227, -0.300351, 1.0]], ['2, k, 10', [0.0123436, -0.240369, 1.0]], ['2, k, 11', [0.0177667, -0.211803, 1.0]], ['2, k, 12', [-0.443923, -0.679954, 1.0]], ['2, k, 13', [-0.490865, -0.947926, 1.0]], ['2, k, 14', [-0.51704, -1.18142, 1.0]], ['2, k, 15', [-0.505175, -1.24666, 1.0]], ['2, k, 16', [-0.311754, -0.678998, 1.0]], ['2, k, 17', [-0.243915, -0.947113, 1.0]], ['2, k, 18', [-0.223351, -1.17922, 1.0]], ['2, k, 19', [-0.201828, -1.21995, 1.0]], ['2, k, 20', [-0.402689, -0.211637, 1.0]], ['2, k, 21', [-0.604743, -0.194942, 1.0]], ['2, k, 22', [-0.679725, -0.2044, 1.0]], ['2, k, 23', [0.0251487, -0.203244, 1.0]], ['2, k, 24', [-0.038982, -0.208226, 1.0]]]
