[['2, k, 0', [-0.1602973, 0.06724862, 1.0]], ['2, k, 1', [-0.1659653, 0.3378574, 1.0]], ['2, k, 2', [-0.1711077, 0.601382, 1.0]], ['2, k, 3', [-0.1747603, 0.7346073, 1.0]], ['2, k, 4', [-0.3178712, 0.4905235, 1.0]], ['2, k, 5', [-0.3589637, 0.2566669, 1.0]], ['2, k, 6', [-0.3523615, 0.0735863, 1.0]], ['2, k, 7', [-0.3372283, 0.0342805, 1.0]], ['2, k, 8', [-0.007348069, 0.4845539, 1.0]], ['2, k, 9', [0.03995713, 0.2434536, 1.0]], ['2, k, 10', [0.04602669, 0.0453348, 1.0]], ['2, k, 11', [0.04137319, -0.01460325, 1.0]], ['2, k, 12', [-0.2212666, 0.06691843, 1.0]], ['2, k, 13', [-0.213624, -0.2491115, 1.0]], ['2, k, 14', [-0.2143703, -0.5651929, 1.0]], ['2, k, 15', [-0.2120273, -0.636169, 1.0]], ['2, k, 16', [-0.09584955, 0.06604876, 1.0]], ['2, k, 17', [-0.1150488, -0.2492543, 1.0]], ['2, k, 18', [-0.1080383, -0.5654871, 1.0]], ['2, k, 19', [-0.1140921, -0.6359103, 1.0]], ['2, k, 20', [-0.1699829, 0.5365189, 1.0]], ['2, k, 21', [-0.3402718, -0.02683875, 1.0]], ['2, k, 22', [-0.3117386, 0.03038836, 1.0]], ['2, k, 23', [0.04172086, -0.08570551, 1.0]], ['2, k, 24', [0.008085616, -0.009761738, 1.0]]]
[['2, k, 0', [-0.1582422, 0.07924606, 1.0]], ['2, k, 1', [-0.1657935, 0.3455392, 1.0]], ['2, k, 2', [-0.1727917, 0.606339, 1.0]], ['2, k, 3', [-0.169446, 0.7359416, 1.0]], ['2, k, 4', [-0.3131732, 0.4936408, 1.0]], ['2, k, 5', [-0.37151, 0.264314, 1.0]], ['2, k, 6', [-0.3669225, 0.08089831, 1.0]], ['2, k, 7', [-0.3596104, 0.03692707, 1.0]], ['2, k, 8', [-0.02414607, 0.5134206, 1.0]], ['2, k, 9', [0.03908844, 0.6630337, 1.0]], ['2, k, 10', [0.04063534, 0.7849556, 1.0]], ['2, k, 11', [0.03813097, 0.8208547, 1.0]], ['2, k, 12', [-0.2220567, 0.07365994, 1.0]], ['2, k, 13', [-0.2108018, -0.2432085, 1.0]], ['2, k, 14', [-0.2132165, -0.5634539, 1.0]], ['2, k, 15', [-0.2114257, -0.6347315, 1.0]], ['2, k, 16', [-0.09035469, 0.08368798, 1.0]], ['2, k, 17', [-0.110622, -0.231844, 1.0]], ['2, k, 18', [-0.1073817, -0.5760623, 1.0]], ['2, k, 19', [-0.1114731, -0.6409078, 1.0]], ['2, k, 20', [-0.1711584, 0.5420108, 1.0]], ['2, k, 21', [-0.3642105, -0.03355417, 1.0]], ['2, k, 22', [-0.3170327, 0.0226937, 1.0]], ['2, k, 23', [0.05098691, 0.8505372, 1.0]], ['2, k, 24', [-0.007158304, 0.8049256, 1.0]]]
[['2, k, 0', [-0.1541632, 0.0841253, 1.0]], ['2, k, 1', [-0.1648608, 0.3471953, 1.0]], ['2, k, 2', [-0.17329, 0.6064039, 1.0]], ['2, k, 3', [-0.1668198, 0.7344233, 1.0]], ['2, k, 4', [-0.3124063, 0.4939029, 1.0]], ['2, k, 5', [-0.3717913, 0.2642936, 1.0]], ['2, k, 6', [-0.3668077, 0.08072344, 1.0]], ['2, k, 7', [-0.3588496, 0.03618109, 1.0]], ['2, k, 8', [-0.02182767, 0.5273458, 1.0]], ['2, k, 9', [0.03536538, 0.6769029, 1.0]], ['2, k, 10', [0.0349458, 0.8218083, 1.0]], ['2, k, 11', [0.02906902, 0.8667962, 1.0]], ['2, k, 12', [-0.2185454, 0.07763951, 1.0]], ['2, k, 13', [-0.2093917, -0.2395583, 1.0]], ['2, k, 14', [-0.2108781, -0.5663047, 1.0]], ['2, k, 15', [-0.2161026, -0.6358002, 1.0]], ['2, k, 16', [-0.08613911, 0.08891409, 1.0]], ['2, k, 17', [-0.1097068, -0.2269163, 1.0]], ['2, k, 18', [-0.1098267, -0.5753596, 1.0]], ['2, k, 19', [-0.1111629, -0.6404428, 1.0]], ['2, k, 20', [-0.1713013, 0.5424359, 1.0]], ['2, k, 21', [-0.3647551, -0.03360859, 1.0]], ['2, k, 22', [-0.317303, 0.01946006, 1.0]], ['2, k, 23', [0.03974279, 0.8994711, 1.0]], ['2, k, 24', [-0.01171029, 0.8462557, 1.0]]]
[['2, k, 0', [-0.1528753, 0.08922519, 1.0]], ['2, k, 1', [-0.1643917, 0.3494791, 1.0]], ['2, k, 2', [-0.1735386, 0.6064947, 1.0]], ['2, k, 3', [-0.1638083, 0.7341409, 1.0]], ['2, k, 4', [-0.3094195, 0.4947318, 1.0]], ['2, k, 5', [-0.3721894, 0.2635637, 1.0]], ['2, k, 6', [-0.3665487, 0.07983235, 1.0]], ['2, k, 7', [-0.3559826, 0.03963659, 1.0]], ['2, k, 8', [-0.01944736, 0.5419815, 1.0]], ['2, k, 9', [0.03317216, 0.7085711, 1.0]], ['2, k, 10', [0.02426678, 0.8620658, 1.0]], ['2, k, 11', [0.01850609, 0.9070025, 1.0]], ['2, k, 12', [-0.2165538, 0.0818823, 1.0]], ['2, k, 13', [-0.207575, -0.2351432, 1.0]], ['2, k, 14', [-0.2128908, -0.5660613, 1.0]], ['2, k, 15', [-0.2114909, -0.6357802, 1.0]], ['2, k, 16', [-0.08570819, 0.09472933, 1.0]], ['2, k, 17', [-0.1092996, -0.2211088, 1.0]], ['2, k, 18', [-0.1096265, -0.5751046, 1.0]], ['2, k, 19', [-0.1111232, -0.6412073, 1.0]], ['2, k, 20', [-0.1714093, 0.542966, 1.0]], ['2, k, 21', [-0.3646012, -0.02603675, 1.0]], ['2, k, 22', [-0.3167149, 0.03134028, 1.0]], ['2, k, 23', [0.02980704, 0.9409961, 1.0]], ['2, k, 24', [-0.02184348, 0.8863115, 1.0]]]
[['2, k, 0', [-0.1525522, 0.09110761, 1.0]], ['2, k, 1', [-0.163972, 0.3508529, 1.0]], ['2, k, 2', [-0.1732708, 0.6068101, 1.0]], ['2, k, 3', [-0.1621235, 0.73412, 1.0]], ['2, k, 4', [-0.3090786, 0.4948947, 1.0]], ['2, k, 5', [-0.3722107, 0.2634024, 1.0]], ['2, k, 6', [-0.3664935, 0.07964595, 1.0]], ['2, k, 7', [-0.355755, 0.03663744, 1.0]], ['2, k, 8', [-0.01951647, 0.5422615, 1.0]], ['2, k, 9', [0.0245669, 0.7362449, 1.0]], ['2, k, 10', [0.01804739, 0.8894482, 1.0]], ['2, k, 11', [0.007720998, 0.9397287, 1.0]], ['2, k, 12', [-0.2156417, 0.08417317, 1.0]], ['2, k, 13', [-0.2068639, -0.2331125, 1.0]], ['2, k, 14', [-0.2151873, -0.5599544, 1.0]], ['2, k, 15', [-0.2106475, -0.6289793, 1.0]], ['2, k, 16', [-0.08584152, 0.09623753, 1.0]], ['2, k, 17', [-0.1091031, -0.2198641, 1.0]], ['2, k, 18', [-0.1090057, -0.5758671, 1.0]], ['2, k, 19', [-0.1104524, -0.6419541, 1.0]], ['2, k, 20', [-0.1711088, 0.5435867, 1.0]], ['2, k, 21', [-0.3576331, -0.03364348, 1.0]], ['2, k, 22', [-0.3220428, 0.01601937, 1.0]], ['2, k, 23', [0.0113457, 0.9801309, 1.0]], ['2, k, 24', [-0.03836093, 0.9178653, 1.0]]]
[['2, k, 0', [-0.1504884, 0.1013717, 1.0]], ['2, k, 1', [-0.1590562, 0.3571259, 1.0]], ['2, k, 2', [-0.1657587, 0.6092146, 1.0]], ['2, k, 3', [-0.1583211, 0.7337454, 1.0]], ['2, k, 4', [-0.3080312, 0.4948985, 1.0]], ['2, k, 5', [-0.3724865, 0.2632858, 1.0]], ['2, k, 6', [-0.3663878, 0.07944448, 1.0]], ['2, k, 7', [-0.3543789, 0.0252413, 1.0]], ['2, k, 8', [-0.01978237, 0.5432505, 1.0]], ['2, k, 9', [0.0182966, 0.7567361, 1.0]], ['2, k, 10', [0.008941507, 0.9154024, 1.0]], ['2, k, 11', [-0.001513667, 0.9694903, 1.0]], ['2, k, 12', [-0.2131488, 0.09350101, 1.0]], ['2, k, 13', [-0.206246, -0.2253328, 1.0]], ['2, k, 14', [-0.213857, -0.5635171, 1.0]], ['2, k, 15', [-0.2106778, -0.6321872, 1.0]], ['2, k, 16', [-0.08434343, 0.107035, 1.0]], ['2, k, 17', [-0.1085368, -0.2104614, 1.0]], ['2, k, 18', [-0.1078854, -0.5737013, 1.0]], ['2, k, 19', [-0.1116986, -0.6407548, 1.0]], ['2, k, 20', [-0.1644139, 0.5469584, 1.0]], ['2, k, 21', [-0.3602754, -0.01742528, 1.0]], ['2, k, 22', [-0.318875, 0.02023166, 1.0]], ['2, k, 23', [0.006936484, 1.014405, 1.0]], ['2, k, 24', [-0.04144809, 0.9423515, 1.0]]]
[['2, k, 0', [-0.1492958, 0.1026496, 1.0]], ['2, k, 1', [-0.1550516, 0.358905, 1.0]], ['2, k, 2', [-0.1580052, 0.610065, 1.0]], ['2, k, 3', [-0.1566357, 0.733708, 1.0]], ['2, k, 4', [-0.3064556, 0.4948255, 1.0]], ['2, k, 5', [-0.3730082, 0.2623511, 1.0]], ['2, k, 6', [-0.3650325, 0.07830543, 1.0]], ['2, k, 7', [-0.3524235, 0.04017157, 1.0]], ['2, k, 8', [-0.01996558, 0.548825, 1.0]], ['2, k, 9', [0.01877979, 0.766714, 1.0]], ['2, k, 10', [0.00356233, 0.9439598, 1.0]], ['2, k, 11', [-0.008265936, 0.999963, 1.0]], ['2, k, 12', [-0.212008, 0.09482035, 1.0]], ['2, k, 13', [-0.2069909, -0.2245585, 1.0]], ['2, k, 14', [-0.213313, -0.5703636, 1.0]], ['2, k, 15', [-0.2097137, -0.6385815, 1.0]], ['2, k, 16', [-0.08297785, 0.1083675, 1.0]], ['2, k, 17', [-0.1082431, -0.209509, 1.0]], ['2, k, 18', [-0.1074543, -0.5732515, 1.0]], ['2, k, 19', [-0.1130128, -0.6404523, 1.0]], ['2, k, 20', [-0.1575969, 0.548202, 1.0]], ['2, k, 21', [-0.3562059, -0.03448699, 1.0]], ['2, k, 22', [-0.3172729, 0.03406858, 1.0]], ['2, k, 23', [-0.006421769, 1.050853, 1.0]], ['2, k, 24', [-0.04919196, 0.974218, 1.0]]]
[['2, k, 0', [-0.1496992, 0.1043165, 1.0]], ['2, k, 1', [-0.1544147, 0.3602803, 1.0]], ['2, k, 2', [-0.1567101, 0.610935, 1.0]], ['2, k, 3', [-0.1556598, 0.7334671, 1.0]], ['2, k, 4', [-0.3053487, 0.4947133, 1.0]], ['2, k, 5', [-0.3727813, 0.2627353, 1.0]], ['2, k, 6', [-0.3614349, 0.07642262, 1.0]], ['2, k, 7', [-0.3514387, 0.03894336, 1.0]], ['2, k, 8', [-0.02259594, 0.5584084, 1.0]], ['2, k, 9', [0.009904142, 0.7774032, 1.0]], ['2, k, 10', [-0.003339086, 0.9665719, 1.0]], ['2, k, 11', [-0.015102, 1.02497, 1.0]], ['2, k, 12', [-0.2119072, 0.09728877, 1.0]], ['2, k, 13', [-0.2064565, -0.2218784, 1.0]], ['2, k, 14', [-0.2145329, -0.5705478, 1.0]], ['2, k, 15', [-0.2104958, -0.638579, 1.0]], ['2, k, 16', [-0.08384535, 0.1096829, 1.0]], ['2, k, 17', [-0.1076056, -0.2090752, 1.0]], ['2, k, 18', [-0.1076207, -0.5743706, 1.0]], ['2, k, 19', [-0.1130704, -0.6416937, 1.0]], ['2, k, 20', [-0.1564272, 0.5492133, 1.0]], ['2, k, 21', [-0.3597843, -0.01930118, 1.0]], ['2, k, 22', [-0.3184592, 0.02825098, 1.0]], ['2, k, 23', [-0.01560752, 1.07313, 1.0]], ['2, k, 24', [-0.05949033, 1.00474, 1.0]]]
[['2, k, 0', [-0.1422472, 0.1204821, 1.0]], ['2, k, 1', [-0.150313, 0.3665335, 1.0]], ['2, k, 2', [-0.1554034, 0.6116605, 1.0]], ['2, k, 3', [-0.1548467, 0.7347394, 1.0]], ['2, k, 4', [-0.3049846, 0.4948238, 1.0]], ['2, k, 5', [-0.3723242, 0.2629166, 1.0]], ['2, k, 6', [-0.3616055, 0.07475541, 1.0]], ['2, k, 7', [-0.3495878, 0.03861495, 1.0]], ['2, k, 8', [-0.02436677, 0.5776109, 1.0]], ['2, k, 9', [0.004277721, 0.8169979, 1.0]], ['2, k, 10', [-0.01654499, 1.026608, 1.0]], ['2, k, 11', [-0.03430305, 1.081826, 1.0]], ['2, k, 12', [-0.2031955, 0.1142798, 1.0]], ['2, k, 13', [-0.2057676, -0.2055913, 1.0]], ['2, k, 14', [-0.2153917, -0.5616822, 1.0]], ['2, k, 15', [-0.2108226, -0.6316795, 1.0]], ['2, k, 16', [-0.07710908, 0.1260376, 1.0]], ['2, k, 17', [-0.1054184, -0.1962054, 1.0]], ['2, k, 18', [-0.1065315, -0.5736455, 1.0]], ['2, k, 19', [-0.117671, -0.6416494, 1.0]], ['2, k, 20', [-0.1545871, 0.550806, 1.0]], ['2, k, 21', [-0.3507567, -0.02501071, 1.0]], ['2, k, 22', [-0.3173713, 0.02436163, 1.0]], ['2, k, 23', [-0.03431994, 1.133475, 1.0]], ['2, k, 24', [-0.07429366, 1.055195, 1.0]]]
[['2, k, 0', [-0.1407618, 0.1248816, 1.0]], ['2, k, 1', [-0.1491141, 0.369845, 1.0]], ['2, k, 2', [-0.1551294, 0.6123528, 1.0]], ['2, k, 3', [-0.1543092, 0.7345477, 1.0]], ['2, k, 4', [-0.3056216, 0.4954287, 1.0]], ['2, k, 5', [-0.3722109, 0.2650609, 1.0]], ['2, k, 6', [-0.3611246, 0.07322283, 1.0]], ['2, k, 7', [-0.3480074, 0.03921497, 1.0]], ['2, k, 8', [-0.02909054, 0.5904853, 1.0]], ['2, k, 9', [-0.01438748, 0.836993, 1.0]], ['2, k, 10', [-0.02900867, 1.074382, 1.0]], ['2, k, 11', [-0.03685723, 1.107142, 1.0]], ['2, k, 12', [-0.2018006, 0.1170569, 1.0]], ['2, k, 13', [-0.2063284, -0.2033439, 1.0]], ['2, k, 14', [-0.2132891, -0.559278, 1.0]], ['2, k, 15', [-0.2123145, -0.6301923, 1.0]], ['2, k, 16', [-0.07603414, 0.1314078, 1.0]], ['2, k, 17', [-0.1056127, -0.1922883, 1.0]], ['2, k, 18', [-0.1067104, -0.5712548, 1.0]], ['2, k, 19', [-0.1159808, -0.6403718, 1.0]], ['2, k, 20', [-0.1540805, 0.552083, 1.0]], ['2, k, 21', [-0.3450042, -0.03070598, 1.0]], ['2, k, 22', [-0.3153856, 0.01094515, 1.0]], ['2, k, 23', [-0.03825631, 1.149249, 1.0]], ['2, k, 24', [-0.08058589, 1.06704, 1.0]]]
[['2, k, 0', [-0.1403192, 0.128364, 1.0]], ['2, k, 1', [-0.1504368, 0.3714582, 1.0]], ['2, k, 2', [-0.1608188, 0.6117527, 1.0]], ['2, k, 3', [-0.1549573, 0.732651, 1.0]], ['2, k, 4', [-0.3054395, 0.4954114, 1.0]], ['2, k, 5', [-0.3716577, 0.2649576, 1.0]], ['2, k, 6', [-0.361199, 0.07250292, 1.0]], ['2, k, 7', [-0.3483977, 0.03609398, 1.0]], ['2, k, 8', [-0.03004431, 0.5918693, 1.0]], ['2, k, 9', [-0.0137074, 0.8390771, 1.0]], ['2, k, 10', [-0.0314, 1.055089, 1.0]], ['2, k, 11', [-0.03970224, 1.103463, 1.0]], ['2, k, 12', [-0.2006098, 0.1210568, 1.0]], ['2, k, 13', [-0.2058707, -0.1991266, 1.0]], ['2, k, 14', [-0.2140144, -0.5585095, 1.0]], ['2, k, 15', [-0.211535, -0.6306664, 1.0]], ['2, k, 16', [-0.07632816, 0.1348708, 1.0]], ['2, k, 17', [-0.1025546, -0.1896493, 1.0]], ['2, k, 18', [-0.1071519, -0.5720055, 1.0]], ['2, k, 19', [-0.1112591, -0.6415719, 1.0]], ['2, k, 20', [-0.157992, 0.5524641, 1.0]], ['2, k, 21', [-0.34699, -0.02560527, 1.0]], ['2, k, 22', [-0.3154673, 0.04375579, 1.0]], ['2, k, 23', [-0.03958451, 1.158869, 1.0]], ['2, k, 24', [-0.0833195, 1.07243, 1.0]]]
[['2, k, 0', [-0.1374615, 0.1313895, 1.0]], ['2, k, 1', [-0.147762, 0.3747978, 1.0]], ['2, k, 2', [-0.1584039, 0.6139467, 1.0]], ['2, k, 3', [-0.1534434, 0.7334244, 1.0]], ['2, k, 4', [-0.3058295, 0.4957152, 1.0]], ['2, k, 5', [-0.3714381, 0.2636035, 1.0]], ['2, k, 6', [-0.3609721, 0.07068236, 1.0]], ['2, k, 7', [-0.3491739, 0.03329558, 1.0]], ['2, k, 8', [-0.03156235, 0.597447, 1.0]], ['2, k, 9', [-0.01412039, 0.8460093, 1.0]], ['2, k, 10', [-0.03338945, 1.059681, 1.0]], ['2, k, 11', [-0.04522117, 1.117188, 1.0]], ['2, k, 12', [-0.1986819, 0.1226934, 1.0]], ['2, k, 13', [-0.206487, -0.1975358, 1.0]], ['2, k, 14', [-0.2167978, -0.5613263, 1.0]], ['2, k, 15', [-0.2110485, -0.6325885, 1.0]], ['2, k, 16', [-0.0727627, 0.1386776, 1.0]], ['2, k, 17', [-0.1032757, -0.185834, 1.0]], ['2, k, 18', [-0.1104973, -0.5682788, 1.0]], ['2, k, 19', [-0.1114054, -0.6394511, 1.0]], ['2, k, 20', [-0.155629, 0.5549507, 1.0]], ['2, k, 21', [-0.3481705, -0.02686145, 1.0]], ['2, k, 22', [-0.3161749, 0.03385153, 1.0]], ['2, k, 23', [-0.04498356, 1.169168, 1.0]], ['2, k, 24', [-0.08869016, 1.098893, 1.0]]]
[['2, k, 0', [-0.1344203, 0.1324416, 1.0]], ['2, k, 1', [-0.1458209, 0.3758032, 1.0]], ['2, k, 2', [-0.1563908, 0.6147593, 1.0]], ['2, k, 3', [-0.1515674, 0.7327248, 1.0]], ['2, k, 4', [-0.3050773, 0.4953809, 1.0]], ['2, k, 5', [-0.3725907, 0.2634142, 1.0]], ['2, k, 6', [-0.3603454, 0.06798112, 1.0]], ['2, k, 7', [-0.3491389, 0.03225796, 1.0]], ['2, k, 8', [-0.03266392, 0.5971457, 1.0]], ['2, k, 9', [-0.01549382, 0.8465982, 1.0]], ['2, k, 10', [-0.03514716, 1.058104, 1.0]], ['2, k, 11', [-0.0492886, 1.119282, 1.0]], ['2, k, 12', [-0.1957055, 0.1228883, 1.0]], ['2, k, 13', [-0.2054265, -0.1975235, 1.0]], ['2, k, 14', [-0.2167512, -0.5616748, 1.0]], ['2, k, 15', [-0.2095341, -0.6326168, 1.0]], ['2, k, 16', [-0.06991485, 0.140172, 1.0]], ['2, k, 17', [-0.1036263, -0.1840893, 1.0]], ['2, k, 18', [-0.1095168, -0.5698428, 1.0]], ['2, k, 19', [-0.112437, -0.6402721, 1.0]], ['2, k, 20', [-0.1537648, 0.5558232, 1.0]], ['2, k, 21', [-0.3469078, -0.03317937, 1.0]], ['2, k, 22', [-0.3175204, 0.03634136, 1.0]], ['2, k, 23', [-0.04714674, 1.178781, 1.0]], ['2, k, 24', [-0.0938821, 1.090311, 1.0]]]
[['2, k, 0', [-0.1358647, 0.1375555, 1.0]], ['2, k, 1', [-0.1459752, 0.3779413, 1.0]], ['2, k, 2', [-0.1560736, 0.6150445, 1.0]], ['2, k, 3', [-0.1528981, 0.7305719, 1.0]], ['2, k, 4', [-0.3064978, 0.4956423, 1.0]], ['2, k, 5', [-0.3724703, 0.2633407, 1.0]], ['2, k, 6', [-0.3628439, 0.07857427, 1.0]], ['2, k, 7', [-0.3516018, 0.03959852, 1.0]], ['2, k, 8', [-0.03373394, 0.5972372, 1.0]], ['2, k, 9', [-0.01538217, 0.8467192, 1.0]], ['2, k, 10', [-0.03921152, 1.067695, 1.0]], ['2, k, 11', [-0.05526477, 1.129064, 1.0]], ['2, k, 12', [-0.1959423, 0.1285537, 1.0]], ['2, k, 13', [-0.2056292, -0.191755, 1.0]], ['2, k, 14', [-0.2159272, -0.5588296, 1.0]], ['2, k, 15', [-0.2099671, -0.6302421, 1.0]], ['2, k, 16', [-0.07261045, 0.1446266, 1.0]], ['2, k, 17', [-0.1065786, -0.180701, 1.0]], ['2, k, 18', [-0.1101912, -0.5701068, 1.0]], ['2, k, 19', [-0.1125347, -0.6404124, 1.0]], ['2, k, 20', [-0.1535316, 0.5564044, 1.0]], ['2, k, 21', [-0.3501617, -0.0260843, 1.0]], ['2, k, 22', [-0.3162614, 0.03813382, 1.0]], ['2, k, 23', [-0.0513165, 1.182313, 1.0]], ['2, k, 24', [-0.09812452, 1.107576, 1.0]]]
[['2, k, 0', [-0.1357061, 0.137296, 1.0]], ['2, k, 1', [-0.1456554, 0.3781626, 1.0]], ['2, k, 2', [-0.1552673, 0.6156102, 1.0]], ['2, k, 3', [-0.1561303, 0.7300332, 1.0]], ['2, k, 4', [-0.3068187, 0.4958214, 1.0]], ['2, k, 5', [-0.3721848, 0.2634503, 1.0]], ['2, k, 6', [-0.3612299, 0.07574589, 1.0]], ['2, k, 7', [-0.3508586, 0.03535211, 1.0]], ['2, k, 8', [-0.03350712, 0.5969635, 1.0]], ['2, k, 9', [-0.01396021, 0.8459467, 1.0]], ['2, k, 10', [-0.04619169, 1.07675, 1.0]], ['2, k, 11', [-0.05726253, 1.130598, 1.0]], ['2, k, 12', [-0.1960005, 0.1280178, 1.0]], ['2, k, 13', [-0.2058053, -0.1920131, 1.0]], ['2, k, 14', [-0.2160725, -0.5582852, 1.0]], ['2, k, 15', [-0.2106656, -0.6294427, 1.0]], ['2, k, 16', [-0.07225552, 0.1443689, 1.0]], ['2, k, 17', [-0.1063998, -0.1809245, 1.0]], ['2, k, 18', [-0.1116303, -0.5679656, 1.0]], ['2, k, 19', [-0.117874, -0.6383129, 1.0]], ['2, k, 20', [-0.1528737, 0.5569254, 1.0]], ['2, k, 21', [-0.3474072, -0.03322431, 1.0]], ['2, k, 22', [-0.316308, 0.0430269, 1.0]], ['2, k, 23', [-0.05566065, 1.18695, 1.0]], ['2, k, 24', [-0.1013162, 1.108008, 1.0]]]
[['2, k, 0', [-0.138972, 0.1351201, 1.0]], ['2, k, 1', [-0.1494354, 0.3767541, 1.0]], ['2, k, 2', [-0.1598439, 0.6138166, 1.0]], ['2, k, 3', [-0.1622242, 0.7275155, 1.0]], ['2, k, 4', [-0.3068448, 0.4957813, 1.0]], ['2, k, 5', [-0.3722968, 0.2638489, 1.0]], ['2, k, 6', [-0.3653269, 0.07916036, 1.0]], ['2, k, 7', [-0.3521945, 0.04701439, 1.0]], ['2, k, 8', [-0.03446959, 0.5948377, 1.0]], ['2, k, 9', [-0.03362089, 0.8389124, 1.0]], ['2, k, 10', [-0.0573403, 1.085873, 1.0]], ['2, k, 11', [-0.06793094, 1.134207, 1.0]], ['2, k, 12', [-0.201016, 0.1259913, 1.0]], ['2, k, 13', [-0.2066478, -0.1930173, 1.0]], ['2, k, 14', [-0.2162582, -0.5592361, 1.0]], ['2, k, 15', [-0.2105382, -0.6300832, 1.0]], ['2, k, 16', [-0.07420456, 0.1417232, 1.0]], ['2, k, 17', [-0.1057317, -0.1822865, 1.0]], ['2, k, 18', [-0.1119039, -0.5673781, 1.0]], ['2, k, 19', [-0.1181832, -0.63708, 1.0]], ['2, k, 20', [-0.157288, 0.5553197, 1.0]], ['2, k, 21', [-0.352655, -0.02732287, 1.0]], ['2, k, 22', [-0.3190563, 0.05922266, 1.0]], ['2, k, 23', [-0.06627245, 1.188729, 1.0]], ['2, k, 24', [-0.1101566, 1.105792, 1.0]]]
[['2, k, 0', [-0.1389875, 0.1333007, 1.0]], ['2, k, 1', [-0.1507571, 0.3755102, 1.0]], ['2, k, 2', [-0.1634088, 0.6122533, 1.0]], ['2, k, 3', [-0.164854, 0.7258097, 1.0]], ['2, k, 4', [-0.306375, 0.4959216, 1.0]], ['2, k, 5', [-0.372392, 0.263612, 1.0]], ['2, k, 6', [-0.3610649, 0.07276426, 1.0]], ['2, k, 7', [-0.3510393, 0.03432153, 1.0]], ['2, k, 8', [-0.03426242, 0.5936832, 1.0]], ['2, k, 9', [-0.03318439, 0.8377447, 1.0]], ['2, k, 10', [-0.05918236, 1.083828, 1.0]], ['2, k, 11', [-0.07133947, 1.133827, 1.0]], ['2, k, 12', [-0.2015387, 0.1242898, 1.0]], ['2, k, 13', [-0.2111208, -0.1948003, 1.0]], ['2, k, 14', [-0.2156863, -0.5595944, 1.0]], ['2, k, 15', [-0.2112535, -0.6321027, 1.0]], ['2, k, 16', [-0.07331379, 0.1385905, 1.0]], ['2, k, 17', [-0.1057152, -0.1846652, 1.0]], ['2, k, 18', [-0.11196, -0.5674029, 1.0]], ['2, k, 19', [-0.1177938, -0.6372783, 1.0]], ['2, k, 20', [-0.1601988, 0.5538847, 1.0]], ['2, k, 21', [-0.3499684, -0.03253749, 1.0]], ['2, k, 22', [-0.3160618, 0.01848542, 1.0]], ['2, k, 23', [-0.07062137, 1.191361, 1.0]], ['2, k, 24', [-0.1141824, 1.109698, 1.0]]]
[['2, k, 0', [-0.1403837, 0.1352414, 1.0]], ['2, k, 1', [-0.1521779, 0.376076, 1.0]], ['2, k, 2', [-0.1648757, 0.6116648, 1.0]], ['2, k, 3', [-0.1662361, 0.7251683, 1.0]], ['2, k, 4', [-0.3063407, 0.495575, 1.0]], ['2, k, 5', [-0.3723656, 0.2639112, 1.0]], ['2, k, 6', [-0.3611127, 0.07178931, 1.0]], ['2, k, 7', [-0.3515457, 0.03301136, 1.0]], ['2, k, 8', [-0.03343581, 0.592925, 1.0]], ['2, k, 9', [-0.03232279, 0.8355987, 1.0]], ['2, k, 10', [-0.06048234, 1.078157, 1.0]], ['2, k, 11', [-0.07211344, 1.128135, 1.0]], ['2, k, 12', [-0.2028807, 0.1272369, 1.0]], ['2, k, 13', [-0.2112898, -0.1919665, 1.0]], ['2, k, 14', [-0.2156987, -0.559727, 1.0]], ['2, k, 15', [-0.2113051, -0.6321651, 1.0]], ['2, k, 16', [-0.07497697, 0.1400827, 1.0]], ['2, k, 17', [-0.1060578, -0.1837122, 1.0]], ['2, k, 18', [-0.1113025, -0.563193, 1.0]], ['2, k, 19', [-0.1152905, -0.6338195, 1.0]], ['2, k, 20', [-0.161633, 0.5536232, 1.0]], ['2, k, 21', [-0.3503024, -0.03257323, 1.0]], ['2, k, 22', [-0.3166789, 0.03078802, 1.0]], ['2, k, 23', [-0.0603147, 1.195481, 1.0]], ['2, k, 24', [-0.1178609, 1.114607, 1.0]]]
