[['2, k, 0', [-0.08226906, 0.03673389, 1.0]], ['2, k, 1', [-0.09265507, 0.3240295, 1.0]], ['2, k, 2', [-0.1032308, 0.602779, 1.0]], ['2, k, 3', [-0.08334772, 0.7256867, 1.0]], ['2, k, 4', [-0.251843, 0.4896794, 1.0]], ['2, k, 5', [-0.273711, 0.2586585, 1.0]], ['2, k, 6', [-0.2717401, 0.1039332, 1.0]], ['2, k, 7', [-0.2526486, 0.04009346, 1.0]], ['2, k, 8', [0.06339515, 0.4960074, 1.0]], ['2, k, 9', [0.09425052, 0.2626813, 1.0]], ['2, k, 10', [0.08716335, 0.08707553, 1.0]], ['2, k, 11', [0.06469145, 0.02634256, 1.0]], ['2, k, 12', [-0.1498861, 0.03449788, 1.0]], ['2, k, 13', [-0.1420338, -0.2988464, 1.0]], ['2, k, 14', [-0.1417429, -0.6392256, 1.0]], ['2, k, 15', [-0.129676, -0.7109342, 1.0]], ['2, k, 16', [-0.01268327, 0.03780149, 1.0]], ['2, k, 17', [-0.03451379, -0.2954347, 1.0]], ['2, k, 18', [-0.03995094, -0.6196849, 1.0]], ['2, k, 19', [-0.04380912, -0.6962036, 1.0]], ['2, k, 20', [-0.1006425, 0.5343123, 1.0]], ['2, k, 21', [-0.2221782, 0.001720143, 1.0]], ['2, k, 22', [-0.2438915, 0.05464271, 1.0]], ['2, k, 23', [0.0605037, -0.0266373, 1.0]], ['2, k, 24', [0.07228901, -0.03572657, 1.0]]]
[['2, k, 0', [-0.103539, 0.0413273, 1.0]], ['2, k, 1', [-0.1259611, 0.32523, 1.0]], ['2, k, 2', [-0.1474978, 0.601196, 1.0]], ['2, k, 3', [-0.1221385, 0.7229819, 1.0]], ['2, k, 4', [-0.3017443, 0.4822573, 1.0]], ['2, k, 5', [-0.3514004, 0.2574202, 1.0]], ['2, k, 6', [-0.3876644, 0.02343394, 1.0]], ['2, k, 7', [-0.3992535, -0.04321501, 1.0]], ['2, k, 8', [0.01815632, 0.4854459, 1.0]], ['2, k, 9', [0.05891084, 0.2555439, 1.0]], ['2, k, 10', [0.1349831, 0.05446813, 1.0]], ['2, k, 11', [0.1534449, -0.02025873, 1.0]], ['2, k, 12', [-0.1694112, 0.03484803, 1.0]], ['2, k, 13', [-0.1867606, -0.2732702, 1.0]], ['2, k, 14', [-0.1578306, -0.6351315, 1.0]], ['2, k, 15', [-0.1450841, -0.7084714, 1.0]], ['2, k, 16', [-0.0352063, 0.04683566, 1.0]], ['2, k, 17', [0.1303285, -0.2249533, 1.0]], ['2, k, 18', [0.2920239, -0.5722243, 1.0]], ['2, k, 19', [0.3091613, -0.6197804, 1.0]], ['2, k, 20', [-0.1421573, 0.5333993, 1.0]], ['2, k, 21', [-0.3977256, -0.1147713, 1.0]], ['2, k, 22', [-0.3655564, -0.06219896, 1.0]], ['2, k, 23', [0.1900128, -0.08115213, 1.0]], ['2, k, 24', [0.1972423, -0.05445043, 1.0]]]
[['2, k, 0', [-0.1017594, 0.04169699, 1.0]], ['2, k, 1', [-0.125727, 0.3254746, 1.0]], ['2, k, 2', [-0.1479671, 0.6013767, 1.0]], ['2, k, 3', [-0.1234832, 0.723611, 1.0]], ['2, k, 4', [-0.302226, 0.4818473, 1.0]], ['2, k, 5', [-0.3526228, 0.2585486, 1.0]], ['2, k, 6', [-0.3902216, 0.02492637, 1.0]], ['2, k, 7', [-0.4016306, -0.04662239, 1.0]], ['2, k, 8', [0.01782794, 0.485553, 1.0]], ['2, k, 9', [0.06007142, 0.2559693, 1.0]], ['2, k, 10', [0.1445427, 0.03552641, 1.0]], ['2, k, 11', [0.1635849, -0.03127192, 1.0]], ['2, k, 12', [-0.1676384, 0.03477998, 1.0]], ['2, k, 13', [-0.1867739, -0.2705128, 1.0]], ['2, k, 14', [-0.1595709, -0.6319935, 1.0]], ['2, k, 15', [-0.1446003, -0.7054867, 1.0]], ['2, k, 16', [-0.03333873, 0.04764221, 1.0]], ['2, k, 17', [0.1338984, -0.2259546, 1.0]], ['2, k, 18', [0.2937634, -0.5750214, 1.0]], ['2, k, 19', [0.3109976, -0.6224819, 1.0]], ['2, k, 20', [-0.142449, 0.5335773, 1.0]], ['2, k, 21', [-0.4037312, -0.1170883, 1.0]], ['2, k, 22', [-0.3651398, -0.0591973, 1.0]], ['2, k, 23', [0.2132898, -0.07889665, 1.0]], ['2, k, 24', [0.1816223, -0.01989197, 1.0]]]
[['2, k, 0', [-0.099245, 0.04263043, 1.0]], ['2, k, 1', [-0.1253162, 0.3260922, 1.0]], ['2, k, 2', [-0.1487738, 0.6018304, 1.0]], ['2, k, 3', [-0.124528, 0.723814, 1.0]], ['2, k, 4', [-0.3029153, 0.4815539, 1.0]], ['2, k, 5', [-0.3534625, 0.2591616, 1.0]], ['2, k, 6', [-0.3908048, 0.02531439, 1.0]], ['2, k, 7', [-0.4026975, -0.04721662, 1.0]], ['2, k, 8', [0.02066312, 0.4861913, 1.0]], ['2, k, 9', [0.06091795, 0.2562501, 1.0]], ['2, k, 10', [0.1453305, 0.03575526, 1.0]], ['2, k, 11', [0.1690452, -0.03774422, 1.0]], ['2, k, 12', [-0.1649895, 0.03499207, 1.0]], ['2, k, 13', [-0.1864923, -0.2696723, 1.0]], ['2, k, 14', [-0.1594891, -0.6323775, 1.0]], ['2, k, 15', [-0.1430754, -0.7064093, 1.0]], ['2, k, 16', [-0.03090817, 0.04932081, 1.0]], ['2, k, 17', [0.1341626, -0.2254297, 1.0]], ['2, k, 18', [0.2934035, -0.5751004, 1.0]], ['2, k, 19', [0.3104267, -0.6224796, 1.0]], ['2, k, 20', [-0.1429598, 0.5340375, 1.0]], ['2, k, 21', [-0.4015337, -0.1164543, 1.0]], ['2, k, 22', [-0.3719342, -0.06131979, 1.0]], ['2, k, 23', [0.1998835, -0.1025831, 1.0]], ['2, k, 24', [0.185935, -0.01737886, 1.0]]]
[['2, k, 0', [-0.09798936, 0.04196808, 1.0]], ['2, k, 1', [-0.1247882, 0.3258395, 1.0]], ['2, k, 2', [-0.14894, 0.6017684, 1.0]], ['2, k, 3', [-0.1251604, 0.7239146, 1.0]], ['2, k, 4', [-0.3031111, 0.4805312, 1.0]], ['2, k, 5', [-0.3535574, 0.2587011, 1.0]], ['2, k, 6', [-0.3914215, 0.02494109, 1.0]], ['2, k, 7', [-0.4029331, -0.05013429, 1.0]], ['2, k, 8', [0.01808567, 0.4840854, 1.0]], ['2, k, 9', [0.06187414, 0.2559283, 1.0]], ['2, k, 10', [0.1454039, 0.03509599, 1.0]], ['2, k, 11', [0.1688032, -0.03787038, 1.0]], ['2, k, 12', [-0.1640442, 0.03420251, 1.0]], ['2, k, 13', [-0.1860259, -0.2705238, 1.0]], ['2, k, 14', [-0.1593989, -0.6325722, 1.0]], ['2, k, 15', [-0.143061, -0.7068499, 1.0]], ['2, k, 16', [-0.02930678, 0.04879035, 1.0]], ['2, k, 17', [0.1341563, -0.2250733, 1.0]], ['2, k, 18', [0.2879242, -0.5755381, 1.0]], ['2, k, 19', [0.3039719, -0.6229472, 1.0]], ['2, k, 20', [-0.1429975, 0.5339472, 1.0]], ['2, k, 21', [-0.4024633, -0.1173276, 1.0]], ['2, k, 22', [-0.3727966, -0.05368794, 1.0]], ['2, k, 23', [0.1981552, -0.1007323, 1.0]], ['2, k, 24', [0.1914965, -0.0332385, 1.0]]]
[['2, k, 0', [-0.09696894, 0.04186281, 1.0]], ['2, k, 1', [-0.1244148, 0.3257748, 1.0]], ['2, k, 2', [-0.1491752, 0.6016604, 1.0]], ['2, k, 3', [-0.1258024, 0.7236722, 1.0]], ['2, k, 4', [-0.3033137, 0.4803439, 1.0]], ['2, k, 5', [-0.353083, 0.2586362, 1.0]], ['2, k, 6', [-0.3915309, 0.02494107, 1.0]], ['2, k, 7', [-0.4022519, -0.05258926, 1.0]], ['2, k, 8', [0.01819436, 0.4841381, 1.0]], ['2, k, 9', [0.06335495, 0.2560407, 1.0]], ['2, k, 10', [0.1455546, 0.03458072, 1.0]], ['2, k, 11', [0.1688203, -0.03933743, 1.0]], ['2, k, 12', [-0.1632962, 0.03407348, 1.0]], ['2, k, 13', [-0.1846168, -0.2654006, 1.0]], ['2, k, 14', [-0.1595326, -0.6324176, 1.0]], ['2, k, 15', [-0.1456663, -0.7079657, 1.0]], ['2, k, 16', [-0.02800687, 0.04869696, 1.0]], ['2, k, 17', [0.1345262, -0.2303132, 1.0]], ['2, k, 18', [0.2874995, -0.5807655, 1.0]], ['2, k, 19', [0.3035188, -0.6281264, 1.0]], ['2, k, 20', [-0.1430942, 0.5338607, 1.0]], ['2, k, 21', [-0.3982147, -0.1221827, 1.0]], ['2, k, 22', [-0.3704979, -0.03466865, 1.0]], ['2, k, 23', [0.2025986, -0.1010077, 1.0]], ['2, k, 24', [0.1943928, -0.03688412, 1.0]]]
[['2, k, 0', [-0.09527292, 0.04186393, 1.0]], ['2, k, 1', [-0.123475, 0.3258395, 1.0]], ['2, k, 2', [-0.1490622, 0.6016861, 1.0]], ['2, k, 3', [-0.1263411, 0.7235848, 1.0]], ['2, k, 4', [-0.3029762, 0.479981, 1.0]], ['2, k, 5', [-0.352589, 0.2583685, 1.0]], ['2, k, 6', [-0.3910418, 0.02443967, 1.0]], ['2, k, 7', [-0.3982013, -0.05595063, 1.0]], ['2, k, 8', [0.01858792, 0.484002, 1.0]], ['2, k, 9', [0.06529061, 0.2557917, 1.0]], ['2, k, 10', [0.1460643, 0.03461734, 1.0]], ['2, k, 11', [0.1723249, -0.04857191, 1.0]], ['2, k, 12', [-0.1617217, 0.03397518, 1.0]], ['2, k, 13', [-0.1835379, -0.2664599, 1.0]], ['2, k, 14', [-0.1595156, -0.6316888, 1.0]], ['2, k, 15', [-0.1459307, -0.7080988, 1.0]], ['2, k, 16', [-0.02628228, 0.04876672, 1.0]], ['2, k, 17', [0.1337339, -0.228282, 1.0]], ['2, k, 18', [0.2864245, -0.5792067, 1.0]], ['2, k, 19', [0.3025142, -0.6265433, 1.0]], ['2, k, 20', [-0.1428279, 0.5339021, 1.0]], ['2, k, 21', [-0.4001696, -0.1238191, 1.0]], ['2, k, 22', [-0.3682752, -0.05021114, 1.0]], ['2, k, 23', [0.1969309, -0.1130766, 1.0]], ['2, k, 24', [0.1925807, -0.03960835, 1.0]]]
[['2, k, 0', [-0.09452955, 0.04178376, 1.0]], ['2, k, 1', [-0.1233436, 0.3256773, 1.0]], ['2, k, 2', [-0.1499836, 0.6012496, 1.0]], ['2, k, 3', [-0.1276757, 0.7236574, 1.0]], ['2, k, 4', [-0.3026987, 0.4794483, 1.0]], ['2, k, 5', [-0.3504258, 0.2566133, 1.0]], ['2, k, 6', [-0.3892034, 0.02258712, 1.0]], ['2, k, 7', [-0.3939618, -0.05537588, 1.0]], ['2, k, 8', [0.01883643, 0.4843851, 1.0]], ['2, k, 9', [0.06616662, 0.2560466, 1.0]], ['2, k, 10', [0.1464112, 0.03466817, 1.0]], ['2, k, 11', [0.1698345, -0.04918406, 1.0]], ['2, k, 12', [-0.1610016, 0.03383896, 1.0]], ['2, k, 13', [-0.1827047, -0.266954, 1.0]], ['2, k, 14', [-0.1599651, -0.6327491, 1.0]], ['2, k, 15', [-0.1455514, -0.7079009, 1.0]], ['2, k, 16', [-0.02553068, 0.04872205, 1.0]], ['2, k, 17', [0.1340954, -0.2299951, 1.0]], ['2, k, 18', [0.2868199, -0.5809275, 1.0]], ['2, k, 19', [0.3029359, -0.6282752, 1.0]], ['2, k, 20', [-0.1434133, 0.5335606, 1.0]], ['2, k, 21', [-0.3930862, -0.1201847, 1.0]], ['2, k, 22', [-0.3634528, -0.03583176, 1.0]], ['2, k, 23', [0.1949508, -0.1084733, 1.0]], ['2, k, 24', [0.1921211, -0.05612186, 1.0]]]
[['2, k, 0', [-0.09466498, 0.04171693, 1.0]], ['2, k, 1', [-0.1232272, 0.3256153, 1.0]], ['2, k, 2', [-0.1495427, 0.6011953, 1.0]], ['2, k, 3', [-0.1279485, 0.7237778, 1.0]], ['2, k, 4', [-0.3025331, 0.4792666, 1.0]], ['2, k, 5', [-0.3476587, 0.2546586, 1.0]], ['2, k, 6', [-0.3839953, 0.01971607, 1.0]], ['2, k, 7', [-0.3886218, -0.05701096, 1.0]], ['2, k, 8', [0.01922714, 0.4844214, 1.0]], ['2, k, 9', [0.06703671, 0.2558427, 1.0]], ['2, k, 10', [0.1428359, 0.03234743, 1.0]], ['2, k, 11', [0.1654369, -0.04333136, 1.0]], ['2, k, 12', [-0.1611717, 0.0338262, 1.0]], ['2, k, 13', [-0.1818562, -0.2669674, 1.0]], ['2, k, 14', [-0.1611257, -0.6310539, 1.0]], ['2, k, 15', [-0.1454486, -0.7064689, 1.0]], ['2, k, 16', [-0.02563478, 0.0485913, 1.0]], ['2, k, 17', [0.1340125, -0.2309415, 1.0]], ['2, k, 18', [0.286432, -0.5817247, 1.0]], ['2, k, 19', [0.3026221, -0.6290989, 1.0]], ['2, k, 20', [-0.1430756, 0.5335051, 1.0]], ['2, k, 21', [-0.3845683, -0.1273563, 1.0]], ['2, k, 22', [-0.3550182, -0.0589807, 1.0]], ['2, k, 23', [0.1967739, -0.1075819, 1.0]], ['2, k, 24', [0.1799466, -0.02464927, 1.0]]]
[['2, k, 0', [-0.09490507, 0.04116916, 1.0]], ['2, k, 1', [-0.1232568, 0.3252762, 1.0]], ['2, k, 2', [-0.1494948, 0.6010734, 1.0]], ['2, k, 3', [-0.1284537, 0.7238614, 1.0]], ['2, k, 4', [-0.3022105, 0.4786982, 1.0]], ['2, k, 5', [-0.3442236, 0.2515583, 1.0]], ['2, k, 6', [-0.374941, 0.01563951, 1.0]], ['2, k, 7', [-0.3778596, -0.06055209, 1.0]], ['2, k, 8', [0.01920601, 0.4837185, 1.0]], ['2, k, 9', [0.06785128, 0.2552631, 1.0]], ['2, k, 10', [0.1430685, 0.03273254, 1.0]], ['2, k, 11', [0.1663004, -0.05159081, 1.0]], ['2, k, 12', [-0.1614751, 0.03342346, 1.0]], ['2, k, 13', [-0.1801208, -0.2701912, 1.0]], ['2, k, 14', [-0.1612739, -0.6305476, 1.0]], ['2, k, 15', [-0.1454532, -0.7066061, 1.0]], ['2, k, 16', [-0.02579948, 0.04788185, 1.0]], ['2, k, 17', [0.1342994, -0.2316161, 1.0]], ['2, k, 18', [0.2867109, -0.5823941, 1.0]], ['2, k, 19', [0.3025816, -0.6297892, 1.0]], ['2, k, 20', [-0.143059, 0.5333304, 1.0]], ['2, k, 21', [-0.372838, -0.1272343, 1.0]], ['2, k, 22', [-0.3474878, -0.05332252, 1.0]], ['2, k, 23', [0.1937875, -0.115893, 1.0]], ['2, k, 24', [0.1991387, -0.07671653, 1.0]]]
[['2, k, 0', [-0.09515899, 0.04085916, 1.0]], ['2, k, 1', [-0.1232543, 0.3250501, 1.0]], ['2, k, 2', [-0.1493461, 0.600907, 1.0]], ['2, k, 3', [-0.1285527, 0.7239009, 1.0]], ['2, k, 4', [-0.3018886, 0.4778206, 1.0]], ['2, k, 5', [-0.3405198, 0.248216, 1.0]], ['2, k, 6', [-0.3695465, 0.01228284, 1.0]], ['2, k, 7', [-0.3688327, -0.0623817, 1.0]], ['2, k, 8', [0.0196875, 0.483649, 1.0]], ['2, k, 9', [0.06806557, 0.2550974, 1.0]], ['2, k, 10', [0.142971, 0.03253346, 1.0]], ['2, k, 11', [0.1646486, -0.05012514, 1.0]], ['2, k, 12', [-0.1617135, 0.03328981, 1.0]], ['2, k, 13', [-0.1798063, -0.2717662, 1.0]], ['2, k, 14', [-0.1604385, -0.63293, 1.0]], ['2, k, 15', [-0.1458875, -0.708662, 1.0]], ['2, k, 16', [-0.0260746, 0.04734374, 1.0]], ['2, k, 17', [0.1343071, -0.2309978, 1.0]], ['2, k, 18', [0.28648, -0.5816958, 1.0]], ['2, k, 19', [0.3026623, -0.6290901, 1.0]], ['2, k, 20', [-0.1429513, 0.5331503, 1.0]], ['2, k, 21', [-0.3694757, -0.1314242, 1.0]], ['2, k, 22', [-0.3359495, -0.04828589, 1.0]], ['2, k, 23', [0.1949619, -0.1098435, 1.0]], ['2, k, 24', [0.1907709, -0.04861735, 1.0]]]
[['2, k, 0', [-0.09520609, 0.0403256, 1.0]], ['2, k, 1', [-0.1231286, 0.3247011, 1.0]], ['2, k, 2', [-0.1491538, 0.600711, 1.0]], ['2, k, 3', [-0.1289461, 0.7234133, 1.0]], ['2, k, 4', [-0.3016942, 0.4775185, 1.0]], ['2, k, 5', [-0.3378024, 0.2462425, 1.0]], ['2, k, 6', [-0.3588298, 0.01038575, 1.0]], ['2, k, 7', [-0.3598216, -0.06361452, 1.0]], ['2, k, 8', [0.02008502, 0.4838305, 1.0]], ['2, k, 9', [0.06827515, 0.2550711, 1.0]], ['2, k, 10', [0.1405585, 0.03462871, 1.0]], ['2, k, 11', [0.1573646, -0.04048146, 1.0]], ['2, k, 12', [-0.161735, 0.03274152, 1.0]], ['2, k, 13', [-0.1795919, -0.2713279, 1.0]], ['2, k, 14', [-0.1603776, -0.6329818, 1.0]], ['2, k, 15', [-0.145689, -0.708575, 1.0]], ['2, k, 16', [-0.02615982, 0.04678945, 1.0]], ['2, k, 17', [0.1343302, -0.231719, 1.0]], ['2, k, 18', [0.2861929, -0.5824392, 1.0]], ['2, k, 19', [0.3026548, -0.629815, 1.0]], ['2, k, 20', [-0.14278, 0.5329198, 1.0]], ['2, k, 21', [-0.3570516, -0.1303791, 1.0]], ['2, k, 22', [-0.3284586, -0.05418776, 1.0]], ['2, k, 23', [0.1852849, -0.1003994, 1.0]], ['2, k, 24', [0.1974095, -0.06255689, 1.0]]]
[['2, k, 0', [-0.09549412, 0.04014946, 1.0]], ['2, k, 1', [-0.1231612, 0.3245474, 1.0]], ['2, k, 2', [-0.1490331, 0.600556, 1.0]], ['2, k, 3', [-0.1295674, 0.7232047, 1.0]], ['2, k, 4', [-0.3016118, 0.4770987, 1.0]], ['2, k, 5', [-0.3358385, 0.2446079, 1.0]], ['2, k, 6', [-0.3509934, 0.009672546, 1.0]], ['2, k, 7', [-0.3496791, -0.06924953, 1.0]], ['2, k, 8', [0.02336105, 0.4855977, 1.0]], ['2, k, 9', [0.06847072, 0.2555652, 1.0]], ['2, k, 10', [0.1416449, 0.03251928, 1.0]], ['2, k, 11', [0.160841, -0.04391535, 1.0]], ['2, k, 12', [-0.1618982, 0.03261148, 1.0]], ['2, k, 13', [-0.1793619, -0.2719602, 1.0]], ['2, k, 14', [-0.1609439, -0.6316935, 1.0]], ['2, k, 15', [-0.1457227, -0.7073649, 1.0]], ['2, k, 16', [-0.02659313, 0.04658569, 1.0]], ['2, k, 17', [0.1345527, -0.2307024, 1.0]], ['2, k, 18', [0.2851143, -0.5815413, 1.0]], ['2, k, 19', [0.3022771, -0.6288966, 1.0]], ['2, k, 20', [-0.142701, 0.5327665, 1.0]], ['2, k, 21', [-0.3424949, -0.13806, 1.0]], ['2, k, 22', [-0.3214459, -0.1038112, 1.0]], ['2, k, 23', [0.1903112, -0.106657, 1.0]], ['2, k, 24', [0.1800281, -0.03100758, 1.0]]]
[['2, k, 0', [-0.09550826, 0.03987596, 1.0]], ['2, k, 1', [-0.1232954, 0.3244129, 1.0]], ['2, k, 2', [-0.149457, 0.6005949, 1.0]], ['2, k, 3', [-0.130665, 0.7231301, 1.0]], ['2, k, 4', [-0.3017729, 0.4767831, 1.0]], ['2, k, 5', [-0.3352557, 0.2406826, 1.0]], ['2, k, 6', [-0.3200606, 0.02088155, 1.0]], ['2, k, 7', [-0.323938, -0.05301967, 1.0]], ['2, k, 8', [0.0241321, 0.4859223, 1.0]], ['2, k, 9', [0.06771252, 0.2554099, 1.0]], ['2, k, 10', [0.1402701, 0.03521699, 1.0]], ['2, k, 11', [0.1621463, -0.04171854, 1.0]], ['2, k, 12', [-0.1617471, 0.03154366, 1.0]], ['2, k, 13', [-0.1798264, -0.276063, 1.0]], ['2, k, 14', [-0.1608682, -0.631556, 1.0]], ['2, k, 15', [-0.144618, -0.7067182, 1.0]], ['2, k, 16', [-0.02664737, 0.04659363, 1.0]], ['2, k, 17', [0.1272012, -0.2422157, 1.0]], ['2, k, 18', [0.2725839, -0.5943493, 1.0]], ['2, k, 19', [0.2904333, -0.6415119, 1.0]], ['2, k, 20', [-0.1430474, 0.5327507, 1.0]], ['2, k, 21', [-0.3137713, -0.1232402, 1.0]], ['2, k, 22', [-0.2961203, -0.05466351, 1.0]], ['2, k, 23', [0.1896366, -0.098375, 1.0]], ['2, k, 24', [0.1774104, -0.02603923, 1.0]]]
[['2, k, 0', [-0.09562977, 0.03976904, 1.0]], ['2, k, 1', [-0.1235732, 0.324286, 1.0]], ['2, k, 2', [-0.150061, 0.600436, 1.0]], ['2, k, 3', [-0.1312174, 0.7230294, 1.0]], ['2, k, 4', [-0.3022671, 0.4776255, 1.0]], ['2, k, 5', [-0.3347721, 0.2412216, 1.0]], ['2, k, 6', [-0.3198905, 0.02092518, 1.0]], ['2, k, 7', [-0.3184292, -0.04887434, 1.0]], ['2, k, 8', [0.0221377, 0.4864379, 1.0]], ['2, k, 9', [0.06607376, 0.2561873, 1.0]], ['2, k, 10', [0.1386625, 0.03687216, 1.0]], ['2, k, 11', [0.1607534, -0.0405002, 1.0]], ['2, k, 12', [-0.1618232, 0.03132996, 1.0]], ['2, k, 13', [-0.1802582, -0.2759825, 1.0]], ['2, k, 14', [-0.160761, -0.631542, 1.0]], ['2, k, 15', [-0.1451116, -0.7066337, 1.0]], ['2, k, 16', [-0.02685696, 0.04658523, 1.0]], ['2, k, 17', [0.120016, -0.2482079, 1.0]], ['2, k, 18', [0.2452728, -0.6051891, 1.0]], ['2, k, 19', [0.3009318, -0.6657916, 1.0]], ['2, k, 20', [-0.1435738, 0.5325983, 1.0]], ['2, k, 21', [-0.3069829, -0.115988, 1.0]], ['2, k, 22', [-0.2885459, -0.04280087, 1.0]], ['2, k, 23', [0.1872058, -0.1002122, 1.0]], ['2, k, 24', [0.1880515, -0.04212487, 1.0]]]
[['2, k, 0', [-0.09583543, 0.03941516, 1.0]], ['2, k, 1', [-0.1239887, 0.3240822, 1.0]], ['2, k, 2', [-0.1509742, 0.6004274, 1.0]], ['2, k, 3', [-0.1321095, 0.7232831, 1.0]], ['2, k, 4', [-0.3025756, 0.4777208, 1.0]], ['2, k, 5', [-0.333425, 0.240743, 1.0]], ['2, k, 6', [-0.3191128, 0.02448144, 1.0]], ['2, k, 7', [-0.3136851, -0.04035397, 1.0]], ['2, k, 8', [0.02075922, 0.4864094, 1.0]], ['2, k, 9', [0.06569483, 0.256533, 1.0]], ['2, k, 10', [0.1378213, 0.0326493, 1.0]], ['2, k, 11', [0.155508, -0.0407169, 1.0]], ['2, k, 12', [-0.1620255, 0.03050055, 1.0]], ['2, k, 13', [-0.1802522, -0.2759036, 1.0]], ['2, k, 14', [-0.1607957, -0.631688, 1.0]], ['2, k, 15', [-0.1449404, -0.7071029, 1.0]], ['2, k, 16', [-0.02704895, 0.04652524, 1.0]], ['2, k, 17', [0.09651053, -0.2616383, 1.0]], ['2, k, 18', [0.1701546, -0.6069713, 1.0]], ['2, k, 19', [0.22229, -0.6743164, 1.0]], ['2, k, 20', [-0.1443578, 0.5325255, 1.0]], ['2, k, 21', [-0.3009631, -0.1037336, 1.0]], ['2, k, 22', [-0.2800803, -0.03717884, 1.0]], ['2, k, 23', [0.1882637, -0.1034749, 1.0]], ['2, k, 24', [0.1863897, -0.05880184, 1.0]]]
[['2, k, 0', [-0.09601796, 0.03921363, 1.0]], ['2, k, 1', [-0.1240182, 0.3239791, 1.0]], ['2, k, 2', [-0.150805, 0.600423, 1.0]], ['2, k, 3', [-0.1327134, 0.7233692, 1.0]], ['2, k, 4', [-0.3026219, 0.4782526, 1.0]], ['2, k, 5', [-0.3318357, 0.240623, 1.0]], ['2, k, 6', [-0.3170487, 0.0259632, 1.0]], ['2, k, 7', [-0.311628, -0.03996341, 1.0]], ['2, k, 8', [0.01972092, 0.4867718, 1.0]], ['2, k, 9', [0.06511103, 0.2572135, 1.0]], ['2, k, 10', [0.1358098, 0.03663037, 1.0]], ['2, k, 11', [0.1524799, -0.04080614, 1.0]], ['2, k, 12', [-0.162114, 0.03020651, 1.0]], ['2, k, 13', [-0.1798419, -0.2761844, 1.0]], ['2, k, 14', [-0.160865, -0.6315787, 1.0]], ['2, k, 15', [-0.1451152, -0.7068208, 1.0]], ['2, k, 16', [-0.02735612, 0.04648298, 1.0]], ['2, k, 17', [0.08768362, -0.2662748, 1.0]], ['2, k, 18', [0.1549187, -0.6076648, 1.0]], ['2, k, 19', [0.1926288, -0.6795508, 1.0]], ['2, k, 20', [-0.1442491, 0.5324987, 1.0]], ['2, k, 21', [-0.3000248, -0.1034083, 1.0]], ['2, k, 22', [-0.2814659, -0.04168184, 1.0]], ['2, k, 23', [0.1787754, -0.101748, 1.0]], ['2, k, 24', [0.1820362, -0.07533474, 1.0]]]
[['2, k, 0', [-0.09599519, 0.03914763, 1.0]], ['2, k, 1', [-0.1240894, 0.3239542, 1.0]], ['2, k, 2', [-0.1511473, 0.6004727, 1.0]], ['2, k, 3', [-0.1327554, 0.7238561, 1.0]], ['2, k, 4', [-0.3023575, 0.4786819, 1.0]], ['2, k, 5', [-0.3311057, 0.2407774, 1.0]], ['2, k, 6', [-0.317343, 0.0269621, 1.0]], ['2, k, 7', [-0.3134125, -0.03685855, 1.0]], ['2, k, 8', [0.01937478, 0.4868659, 1.0]], ['2, k, 9', [0.06505952, 0.2574094, 1.0]], ['2, k, 10', [0.1359871, 0.03275038, 1.0]], ['2, k, 11', [0.153119, -0.04478161, 1.0]], ['2, k, 12', [-0.1619572, 0.02999337, 1.0]], ['2, k, 13', [-0.1790629, -0.2790695, 1.0]], ['2, k, 14', [-0.1604522, -0.6300303, 1.0]], ['2, k, 15', [-0.1451034, -0.7059628, 1.0]], ['2, k, 16', [-0.02737854, 0.04648867, 1.0]], ['2, k, 17', [0.07703033, -0.2692879, 1.0]], ['2, k, 18', [0.1203998, -0.6117115, 1.0]], ['2, k, 19', [0.1570799, -0.685837, 1.0]], ['2, k, 20', [-0.1445156, 0.5325243, 1.0]], ['2, k, 21', [-0.2978356, -0.1072953, 1.0]], ['2, k, 22', [-0.2793635, -0.04320575, 1.0]], ['2, k, 23', [0.1759898, -0.1057828, 1.0]], ['2, k, 24', [0.1786323, -0.05088885, 1.0]]]
