[['2, k, 0', [-0.217103, -0.250998, 1.0]], ['2, k, 1', [-0.216973, 0.0381522, 1.0]], ['2, k, 2', [-0.215609, 0.320226, 1.0]], ['2, k, 3', [-0.220589, 0.448134, 1.0]], ['2, k, 4', [-0.400316, 0.239666, 1.0]], ['2, k, 5', [-0.562886, 0.0963905, 1.0]], ['2, k, 6', [-0.474529, -0.11521, 1.0]], ['2, k, 7', [-0.403701, -0.170785, 1.0]], ['2, k, 8', [-0.0497855, 0.234556, 1.0]], ['2, k, 9', [0.14005, 0.108811, 1.0]], ['2, k, 10', [0.0402838, -0.101267, 1.0]], ['2, k, 11', [-0.0155391, -0.140292, 1.0]], ['2, k, 12', [-0.29401, -0.246339, 1.0]], ['2, k, 13', [-0.383105, -0.643557, 1.0]], ['2, k, 14', [-0.44701, -1.01553, 1.0]], ['2, k, 15', [-0.473145, -1.07715, 1.0]], ['2, k, 16', [-0.134244, -0.248809, 1.0]], ['2, k, 17', [-0.0473163, -0.618466, 1.0]], ['2, k, 18', [0.0186346, -1.00142, 1.0]], ['2, k, 19', [0.0404053, -1.07129, 1.0]], ['2, k, 20', [-0.216166, 0.250744, 1.0]], ['2, k, 21', [-0.387517, -0.243062, 1.0]], ['2, k, 22', [-0.37324, -0.121487, 1.0]], ['2, k, 23', [-0.025872, -0.237133, 1.0]], ['2, k, 24', [-0.0431111, -0.124407, 1.0]]]
[['2, k, 0', [-0.21666, -0.251493, 1.0]], ['2, k, 1', [-0.216144, 0.0380769, 1.0]], ['2, k, 2', [-0.21407, 0.320605, 1.0]], ['2, k, 3', [-0.219385, 0.448428, 1.0]], ['2, k, 4', [-0.399516, 0.240211, 1.0]], ['2, k, 5', [-0.562832, 0.0970463, 1.0]], ['2, k, 6', [-0.4415, -0.0995759, 1.0]], ['2, k, 7', [-0.394534, -0.154928, 1.0]], ['2, k, 8', [-0.0487192, 0.234783, 1.0]], ['2, k, 9', [0.139816, 0.109681, 1.0]], ['2, k, 10', [0.0409714, -0.100146, 1.0]], ['2, k, 11', [-0.0152714, -0.143032, 1.0]], ['2, k, 12', [-0.293513, -0.247501, 1.0]], ['2, k, 13', [-0.382345, -0.643856, 1.0]], ['2, k, 14', [-0.448219, -1.0163, 1.0]], ['2, k, 15', [-0.472236, -1.07709, 1.0]], ['2, k, 16', [-0.133709, -0.248772, 1.0]], ['2, k, 17', [-0.0468383, -0.618164, 1.0]], ['2, k, 18', [0.0186347, -0.996707, 1.0]], ['2, k, 19', [0.0408515, -1.06714, 1.0]], ['2, k, 20', [-0.214828, 0.250994, 1.0]], ['2, k, 21', [-0.379453, -0.227624, 1.0]], ['2, k, 22', [-0.358669, -0.111014, 1.0]], ['2, k, 23', [-0.0278801, -0.232622, 1.0]], ['2, k, 24', [-0.0432629, -0.124717, 1.0]]]
[['2, k, 0', [-0.216506, -0.251452, 1.0]], ['2, k, 1', [-0.215874, 0.0381246, 1.0]], ['2, k, 2', [-0.213714, 0.320648, 1.0]], ['2, k, 3', [-0.219148, 0.448254, 1.0]], ['2, k, 4', [-0.399249, 0.24032, 1.0]], ['2, k, 5', [-0.563385, 0.0975564, 1.0]], ['2, k, 6', [-0.44229, -0.0989904, 1.0]], ['2, k, 7', [-0.392578, -0.158671, 1.0]], ['2, k, 8', [-0.0483825, 0.234873, 1.0]], ['2, k, 9', [0.139789, 0.109984, 1.0]], ['2, k, 10', [0.0412597, -0.100031, 1.0]], ['2, k, 11', [-0.0154183, -0.142134, 1.0]], ['2, k, 12', [-0.293363, -0.247732, 1.0]], ['2, k, 13', [-0.382182, -0.643837, 1.0]], ['2, k, 14', [-0.448528, -1.01674, 1.0]], ['2, k, 15', [-0.471938, -1.07695, 1.0]], ['2, k, 16', [-0.1335, -0.24844, 1.0]], ['2, k, 17', [-0.0468081, -0.618157, 1.0]], ['2, k, 18', [0.0186554, -0.99596, 1.0]], ['2, k, 19', [0.0407649, -1.06658, 1.0]], ['2, k, 20', [-0.214489, 0.251041, 1.0]], ['2, k, 21', [-0.36726, -0.226325, 1.0]], ['2, k, 22', [-0.351897, -0.116349, 1.0]], ['2, k, 23', [-0.028425, -0.232859, 1.0]], ['2, k, 24', [-0.0443538, -0.121549, 1.0]]]
[['2, k, 0', [-0.216379, -0.251477, 1.0]], ['2, k, 1', [-0.215759, 0.038124, 1.0]], ['2, k, 2', [-0.213631, 0.320662, 1.0]], ['2, k, 3', [-0.219005, 0.448299, 1.0]], ['2, k, 4', [-0.398975, 0.240339, 1.0]], ['2, k, 5', [-0.563331, 0.09806, 1.0]], ['2, k, 6', [-0.442546, -0.0986572, 1.0]], ['2, k, 7', [-0.392805, -0.156782, 1.0]], ['2, k, 8', [-0.0481377, 0.2349, 1.0]], ['2, k, 9', [0.13982, 0.110559, 1.0]], ['2, k, 10', [0.0416366, -0.099669, 1.0]], ['2, k, 11', [-0.015358, -0.142536, 1.0]], ['2, k, 12', [-0.293245, -0.24794, 1.0]], ['2, k, 13', [-0.381834, -0.642985, 1.0]], ['2, k, 14', [-0.44849, -1.01601, 1.0]], ['2, k, 15', [-0.47188, -1.07697, 1.0]], ['2, k, 16', [-0.133336, -0.24831, 1.0]], ['2, k, 17', [-0.0468288, -0.61808, 1.0]], ['2, k, 18', [0.0186647, -0.995891, 1.0]], ['2, k, 19', [0.0408447, -1.06635, 1.0]], ['2, k, 20', [-0.214398, 0.251053, 1.0]], ['2, k, 21', [-0.37183, -0.226772, 1.0]], ['2, k, 22', [-0.358134, -0.111545, 1.0]], ['2, k, 23', [-0.0267725, -0.236046, 1.0]], ['2, k, 24', [-0.0434556, -0.123304, 1.0]]]
[['2, k, 0', [-0.216196, -0.251459, 1.0]], ['2, k, 1', [-0.215557, 0.0381258, 1.0]], ['2, k, 2', [-0.213449, 0.320649, 1.0]], ['2, k, 3', [-0.218787, 0.448167, 1.0]], ['2, k, 4', [-0.398217, 0.240457, 1.0]], ['2, k, 5', [-0.563357, 0.0981068, 1.0]], ['2, k, 6', [-0.442486, -0.0986089, 1.0]], ['2, k, 7', [-0.393059, -0.158033, 1.0]], ['2, k, 8', [-0.0479068, 0.234987, 1.0]], ['2, k, 9', [0.139835, 0.111215, 1.0]], ['2, k, 10', [0.0418901, -0.0991192, 1.0]], ['2, k, 11', [-0.0149613, -0.142839, 1.0]], ['2, k, 12', [-0.293096, -0.248092, 1.0]], ['2, k, 13', [-0.381809, -0.643378, 1.0]], ['2, k, 14', [-0.448463, -1.01663, 1.0]], ['2, k, 15', [-0.471651, -1.07705, 1.0]], ['2, k, 16', [-0.133116, -0.248061, 1.0]], ['2, k, 17', [-0.046749, -0.61834, 1.0]], ['2, k, 18', [0.0185019, -0.996444, 1.0]], ['2, k, 19', [0.0416344, -1.06728, 1.0]], ['2, k, 20', [-0.214208, 0.251044, 1.0]], ['2, k, 21', [-0.371125, -0.225738, 1.0]], ['2, k, 22', [-0.357567, -0.110654, 1.0]], ['2, k, 23', [-0.0238884, -0.236051, 1.0]], ['2, k, 24', [-0.0431699, -0.124114, 1.0]]]
[['2, k, 0', [-0.21579, -0.251436, 1.0]], ['2, k, 1', [-0.215258, 0.038149, 1.0]], ['2, k, 2', [-0.213244, 0.32067, 1.0]], ['2, k, 3', [-0.218575, 0.448151, 1.0]], ['2, k, 4', [-0.396919, 0.240513, 1.0]], ['2, k, 5', [-0.563284, 0.0981415, 1.0]], ['2, k, 6', [-0.442431, -0.0986679, 1.0]], ['2, k, 7', [-0.391517, -0.159153, 1.0]], ['2, k, 8', [-0.0477199, 0.2351, 1.0]], ['2, k, 9', [0.139918, 0.111629, 1.0]], ['2, k, 10', [0.0418796, -0.0987016, 1.0]], ['2, k, 11', [-0.015421, -0.141522, 1.0]], ['2, k, 12', [-0.292749, -0.248305, 1.0]], ['2, k, 13', [-0.381702, -0.64339, 1.0]], ['2, k, 14', [-0.448636, -1.01662, 1.0]], ['2, k, 15', [-0.471438, -1.07677, 1.0]], ['2, k, 16', [-0.132677, -0.247756, 1.0]], ['2, k, 17', [-0.0466149, -0.618348, 1.0]], ['2, k, 18', [0.0185097, -0.996274, 1.0]], ['2, k, 19', [0.0413533, -1.06676, 1.0]], ['2, k, 20', [-0.213985, 0.251066, 1.0]], ['2, k, 21', [-0.36316, -0.226047, 1.0]], ['2, k, 22', [-0.357789, -0.110482, 1.0]], ['2, k, 23', [-0.0243827, -0.235675, 1.0]], ['2, k, 24', [-0.0437554, -0.124706, 1.0]]]
[['2, k, 0', [-0.215556, -0.251467, 1.0]], ['2, k, 1', [-0.215024, 0.0381504, 1.0]], ['2, k, 2', [-0.213018, 0.320691, 1.0]], ['2, k, 3', [-0.218371, 0.448082, 1.0]], ['2, k, 4', [-0.39633, 0.24031, 1.0]], ['2, k, 5', [-0.563515, 0.0987401, 1.0]], ['2, k, 6', [-0.442577, -0.0979764, 1.0]], ['2, k, 7', [-0.390624, -0.157334, 1.0]], ['2, k, 8', [-0.0474439, 0.235086, 1.0]], ['2, k, 9', [0.140062, 0.111819, 1.0]], ['2, k, 10', [0.0420159, -0.0985854, 1.0]], ['2, k, 11', [-0.0148829, -0.14456, 1.0]], ['2, k, 12', [-0.292543, -0.248537, 1.0]], ['2, k, 13', [-0.381657, -0.643431, 1.0]], ['2, k, 14', [-0.44887, -1.01629, 1.0]], ['2, k, 15', [-0.471429, -1.07671, 1.0]], ['2, k, 16', [-0.132448, -0.247618, 1.0]], ['2, k, 17', [-0.0465582, -0.618372, 1.0]], ['2, k, 18', [0.0187323, -0.996476, 1.0]], ['2, k, 19', [0.0415039, -1.06661, 1.0]], ['2, k, 20', [-0.213762, 0.251083, 1.0]], ['2, k, 21', [-0.36738, -0.227756, 1.0]], ['2, k, 22', [-0.35708, -0.105685, 1.0]], ['2, k, 23', [-0.0233274, -0.235884, 1.0]], ['2, k, 24', [-0.0428477, -0.123268, 1.0]]]
[['2, k, 0', [-0.214938, -0.251558, 1.0]], ['2, k, 1', [-0.214643, 0.03802, 1.0]], ['2, k, 2', [-0.212855, 0.320587, 1.0]], ['2, k, 3', [-0.218132, 0.447878, 1.0]], ['2, k, 4', [-0.39576, 0.240105, 1.0]], ['2, k, 5', [-0.563408, 0.0988143, 1.0]], ['2, k, 6', [-0.442336, -0.0980113, 1.0]], ['2, k, 7', [-0.389814, -0.158805, 1.0]], ['2, k, 8', [-0.0471908, 0.235006, 1.0]], ['2, k, 9', [0.140315, 0.112304, 1.0]], ['2, k, 10', [0.0426153, -0.0984088, 1.0]], ['2, k, 11', [-0.0145801, -0.145985, 1.0]], ['2, k, 12', [-0.291852, -0.248895, 1.0]], ['2, k, 13', [-0.381434, -0.643516, 1.0]], ['2, k, 14', [-0.448864, -1.0162, 1.0]], ['2, k, 15', [-0.471501, -1.07696, 1.0]], ['2, k, 16', [-0.131969, -0.247497, 1.0]], ['2, k, 17', [-0.0461786, -0.61913, 1.0]], ['2, k, 18', [0.0187173, -0.996609, 1.0]], ['2, k, 19', [0.0415261, -1.06672, 1.0]], ['2, k, 20', [-0.213551, 0.250969, 1.0]], ['2, k, 21', [-0.35823, -0.227348, 1.0]], ['2, k, 22', [-0.346917, -0.108349, 1.0]], ['2, k, 23', [-0.0251934, -0.236776, 1.0]], ['2, k, 24', [-0.0425586, -0.123058, 1.0]]]
[['2, k, 0', [-0.2147, -0.251681, 1.0]], ['2, k, 1', [-0.214275, 0.0377919, 1.0]], ['2, k, 2', [-0.21218, 0.320123, 1.0]], ['2, k, 3', [-0.217668, 0.447196, 1.0]], ['2, k, 4', [-0.395127, 0.240216, 1.0]], ['2, k, 5', [-0.563478, 0.0989092, 1.0]], ['2, k, 6', [-0.44225, -0.0978815, 1.0]], ['2, k, 7', [-0.389135, -0.157268, 1.0]], ['2, k, 8', [-0.0470282, 0.234901, 1.0]], ['2, k, 9', [0.140497, 0.112733, 1.0]], ['2, k, 10', [0.0431833, -0.098269, 1.0]], ['2, k, 11', [-0.0140972, -0.143949, 1.0]], ['2, k, 12', [-0.291637, -0.249195, 1.0]], ['2, k, 13', [-0.381124, -0.643932, 1.0]], ['2, k, 14', [-0.448812, -1.01621, 1.0]], ['2, k, 15', [-0.471365, -1.07697, 1.0]], ['2, k, 16', [-0.131748, -0.24743, 1.0]], ['2, k, 17', [-0.0457098, -0.620015, 1.0]], ['2, k, 18', [0.019038, -0.997134, 1.0]], ['2, k, 19', [0.0415853, -1.06698, 1.0]], ['2, k, 20', [-0.212996, 0.250599, 1.0]], ['2, k, 21', [-0.364648, -0.225958, 1.0]], ['2, k, 22', [-0.349831, -0.107226, 1.0]], ['2, k, 23', [-0.0231678, -0.235551, 1.0]], ['2, k, 24', [-0.0424833, -0.124072, 1.0]]]
[['2, k, 0', [-0.214256, -0.251925, 1.0]], ['2, k, 1', [-0.213942, 0.0372823, 1.0]], ['2, k, 2', [-0.211836, 0.319185, 1.0]], ['2, k, 3', [-0.217123, 0.445654, 1.0]], ['2, k, 4', [-0.394537, 0.240142, 1.0]], ['2, k, 5', [-0.563489, 0.0989329, 1.0]], ['2, k, 6', [-0.441948, -0.0978812, 1.0]], ['2, k, 7', [-0.388847, -0.158667, 1.0]], ['2, k, 8', [-0.0469254, 0.23472, 1.0]], ['2, k, 9', [0.140619, 0.112825, 1.0]], ['2, k, 10', [0.0435859, -0.0985118, 1.0]], ['2, k, 11', [-0.0143464, -0.145331, 1.0]], ['2, k, 12', [-0.291333, -0.249528, 1.0]], ['2, k, 13', [-0.380914, -0.643647, 1.0]], ['2, k, 14', [-0.448654, -1.01655, 1.0]], ['2, k, 15', [-0.471291, -1.07692, 1.0]], ['2, k, 16', [-0.131195, -0.247529, 1.0]], ['2, k, 17', [-0.0453346, -0.620863, 1.0]], ['2, k, 18', [0.0190031, -0.997541, 1.0]], ['2, k, 19', [0.0414012, -1.06714, 1.0]], ['2, k, 20', [-0.212666, 0.249827, 1.0]], ['2, k, 21', [-0.357728, -0.22916, 1.0]], ['2, k, 22', [-0.350792, -0.10651, 1.0]], ['2, k, 23', [-0.0247143, -0.237417, 1.0]], ['2, k, 24', [-0.0414159, -0.122939, 1.0]]]
[['2, k, 0', [-0.213922, -0.252262, 1.0]], ['2, k, 1', [-0.213343, 0.0363777, 1.0]], ['2, k, 2', [-0.21094, 0.317582, 1.0]], ['2, k, 3', [-0.216436, 0.445155, 1.0]], ['2, k, 4', [-0.394441, 0.240063, 1.0]], ['2, k, 5', [-0.563499, 0.0989488, 1.0]], ['2, k, 6', [-0.441842, -0.0979704, 1.0]], ['2, k, 7', [-0.388799, -0.158015, 1.0]], ['2, k, 8', [-0.0467325, 0.234411, 1.0]], ['2, k, 9', [0.141024, 0.113012, 1.0]], ['2, k, 10', [0.0447338, -0.0988564, 1.0]], ['2, k, 11', [-0.0131295, -0.144316, 1.0]], ['2, k, 12', [-0.29096, -0.250005, 1.0]], ['2, k, 13', [-0.380352, -0.643892, 1.0]], ['2, k, 14', [-0.447935, -1.01682, 1.0]], ['2, k, 15', [-0.470975, -1.07685, 1.0]], ['2, k, 16', [-0.13095, -0.247689, 1.0]], ['2, k, 17', [-0.0450059, -0.621897, 1.0]], ['2, k, 18', [0.0191319, -0.99815, 1.0]], ['2, k, 19', [0.0414019, -1.06727, 1.0]], ['2, k, 20', [-0.211859, 0.248438, 1.0]], ['2, k, 21', [-0.353186, -0.228058, 1.0]], ['2, k, 22', [-0.348358, -0.110931, 1.0]], ['2, k, 23', [-0.0238196, -0.236744, 1.0]], ['2, k, 24', [-0.0402376, -0.126002, 1.0]]]
[['2, k, 0', [-0.213619, -0.252444, 1.0]], ['2, k, 1', [-0.212838, 0.0355445, 1.0]], ['2, k, 2', [-0.209769, 0.315131, 1.0]], ['2, k, 3', [-0.215813, 0.444288, 1.0]], ['2, k, 4', [-0.394479, 0.239898, 1.0]], ['2, k, 5', [-0.563244, 0.0985716, 1.0]], ['2, k, 6', [-0.44116, -0.0985413, 1.0]], ['2, k, 7', [-0.388059, -0.157916, 1.0]], ['2, k, 8', [-0.0465786, 0.233798, 1.0]], ['2, k, 9', [0.141889, 0.113002, 1.0]], ['2, k, 10', [0.0462515, -0.0993645, 1.0]], ['2, k, 11', [-0.0127221, -0.144349, 1.0]], ['2, k, 12', [-0.290675, -0.25032, 1.0]], ['2, k, 13', [-0.380239, -0.644086, 1.0]], ['2, k, 14', [-0.447811, -1.01714, 1.0]], ['2, k, 15', [-0.471132, -1.07702, 1.0]], ['2, k, 16', [-0.130662, -0.247722, 1.0]], ['2, k, 17', [-0.0445527, -0.621794, 1.0]], ['2, k, 18', [0.0195675, -0.998186, 1.0]], ['2, k, 19', [0.0421319, -1.06741, 1.0]], ['2, k, 20', [-0.21089, 0.246511, 1.0]], ['2, k, 21', [-0.352515, -0.229478, 1.0]], ['2, k, 22', [-0.346124, -0.112978, 1.0]], ['2, k, 23', [-0.0239694, -0.237854, 1.0]], ['2, k, 24', [-0.0406129, -0.124292, 1.0]]]
[['2, k, 0', [-0.212946, -0.253237, 1.0]], ['2, k, 1', [-0.212463, 0.0342251, 1.0]], ['2, k, 2', [-0.209692, 0.31327, 1.0]], ['2, k, 3', [-0.215262, 0.443191, 1.0]], ['2, k, 4', [-0.393352, 0.238561, 1.0]], ['2, k, 5', [-0.56238, 0.0953176, 1.0]], ['2, k, 6', [-0.439063, -0.10131, 1.0]], ['2, k, 7', [-0.385349, -0.160466, 1.0]], ['2, k, 8', [-0.0463821, 0.232585, 1.0]], ['2, k, 9', [0.142882, 0.112927, 1.0]], ['2, k, 10', [0.0478309, -0.0999333, 1.0]], ['2, k, 11', [-0.0104718, -0.139564, 1.0]], ['2, k, 12', [-0.289958, -0.251197, 1.0]], ['2, k, 13', [-0.380223, -0.641752, 1.0]], ['2, k, 14', [-0.447111, -1.0189, 1.0]], ['2, k, 15', [-0.470936, -1.07689, 1.0]], ['2, k, 16', [-0.130077, -0.248413, 1.0]], ['2, k, 17', [-0.0443684, -0.621728, 1.0]], ['2, k, 18', [0.0195527, -0.998538, 1.0]], ['2, k, 19', [0.0420974, -1.06719, 1.0]], ['2, k, 20', [-0.210717, 0.244821, 1.0]], ['2, k, 21', [-0.348974, -0.229245, 1.0]], ['2, k, 22', [-0.339462, -0.111821, 1.0]], ['2, k, 23', [-0.0225226, -0.237871, 1.0]], ['2, k, 24', [-0.0432034, -0.126047, 1.0]]]
[['2, k, 0', [-0.212844, -0.254101, 1.0]], ['2, k, 1', [-0.212333, 0.0324684, 1.0]], ['2, k, 2', [-0.209742, 0.309778, 1.0]], ['2, k, 3', [-0.214817, 0.440005, 1.0]], ['2, k, 4', [-0.392276, 0.23673, 1.0]], ['2, k, 5', [-0.562239, 0.0943799, 1.0]], ['2, k, 6', [-0.4383, -0.102237, 1.0]], ['2, k, 7', [-0.384675, -0.157769, 1.0]], ['2, k, 8', [-0.0464808, 0.230353, 1.0]], ['2, k, 9', [0.143692, 0.112364, 1.0]], ['2, k, 10', [0.0486842, -0.100666, 1.0]], ['2, k, 11', [-0.0100083, -0.141721, 1.0]], ['2, k, 12', [-0.289784, -0.251953, 1.0]], ['2, k, 13', [-0.380215, -0.63949, 1.0]], ['2, k, 14', [-0.446586, -1.02046, 1.0]], ['2, k, 15', [-0.470858, -1.07691, 1.0]], ['2, k, 16', [-0.130067, -0.249365, 1.0]], ['2, k, 17', [-0.0420482, -0.627069, 1.0]], ['2, k, 18', [0.0179877, -1.00119, 1.0]], ['2, k, 19', [0.0421851, -1.06679, 1.0]], ['2, k, 20', [-0.210679, 0.241794, 1.0]], ['2, k, 21', [-0.348082, -0.231723, 1.0]], ['2, k, 22', [-0.342778, -0.111728, 1.0]], ['2, k, 23', [-0.0225161, -0.238074, 1.0]], ['2, k, 24', [-0.0408069, -0.127913, 1.0]]]
[['2, k, 0', [-0.212578, -0.255919, 1.0]], ['2, k, 1', [-0.212129, 0.0296791, 1.0]], ['2, k, 2', [-0.209776, 0.306154, 1.0]], ['2, k, 3', [-0.214425, 0.436819, 1.0]], ['2, k, 4', [-0.392126, 0.234259, 1.0]], ['2, k, 5', [-0.561982, 0.0934407, 1.0]], ['2, k, 6', [-0.438056, -0.10396, 1.0]], ['2, k, 7', [-0.385044, -0.164617, 1.0]], ['2, k, 8', [-0.0464198, 0.228121, 1.0]], ['2, k, 9', [0.144194, 0.111626, 1.0]], ['2, k, 10', [0.0494982, -0.101711, 1.0]], ['2, k, 11', [-0.010117, -0.140126, 1.0]], ['2, k, 12', [-0.289456, -0.253643, 1.0]], ['2, k, 13', [-0.38072, -0.638909, 1.0]], ['2, k, 14', [-0.446119, -1.02107, 1.0]], ['2, k, 15', [-0.470747, -1.07746, 1.0]], ['2, k, 16', [-0.129904, -0.251271, 1.0]], ['2, k, 17', [-0.0404172, -0.626125, 1.0]], ['2, k, 18', [0.0172975, -1.00148, 1.0]], ['2, k, 19', [0.0422277, -1.06669, 1.0]], ['2, k, 20', [-0.210632, 0.238363, 1.0]], ['2, k, 21', [-0.347216, -0.23723, 1.0]], ['2, k, 22', [-0.341814, -0.115581, 1.0]], ['2, k, 23', [-0.021623, -0.238845, 1.0]], ['2, k, 24', [-0.0424727, -0.126577, 1.0]]]
[['2, k, 0', [-0.212886, -0.257877, 1.0]], ['2, k, 1', [-0.211778, 0.0263757, 1.0]], ['2, k, 2', [-0.208764, 0.300833, 1.0]], ['2, k, 3', [-0.214217, 0.433366, 1.0]], ['2, k, 4', [-0.391599, 0.231581, 1.0]], ['2, k, 5', [-0.561909, 0.0927356, 1.0]], ['2, k, 6', [-0.438046, -0.10522, 1.0]], ['2, k, 7', [-0.385374, -0.1631, 1.0]], ['2, k, 8', [-0.0466192, 0.224783, 1.0]], ['2, k, 9', [0.144818, 0.109368, 1.0]], ['2, k, 10', [0.0494019, -0.103783, 1.0]], ['2, k, 11', [-0.0103732, -0.140535, 1.0]], ['2, k, 12', [-0.289662, -0.255356, 1.0]], ['2, k, 13', [-0.381618, -0.639724, 1.0]], ['2, k, 14', [-0.445912, -1.02115, 1.0]], ['2, k, 15', [-0.470977, -1.07835, 1.0]], ['2, k, 16', [-0.13033, -0.253441, 1.0]], ['2, k, 17', [-0.0391529, -0.629586, 1.0]], ['2, k, 18', [0.0170551, -1.00157, 1.0]], ['2, k, 19', [0.0422548, -1.06665, 1.0]], ['2, k, 20', [-0.209802, 0.233553, 1.0]], ['2, k, 21', [-0.352869, -0.236093, 1.0]], ['2, k, 22', [-0.335477, -0.117917, 1.0]], ['2, k, 23', [-0.0233222, -0.237942, 1.0]], ['2, k, 24', [-0.0454989, -0.121876, 1.0]]]
[['2, k, 0', [-0.213843, -0.26063, 1.0]], ['2, k, 1', [-0.212148, 0.022237, 1.0]], ['2, k, 2', [-0.208836, 0.295904, 1.0]], ['2, k, 3', [-0.213965, 0.427867, 1.0]], ['2, k, 4', [-0.391124, 0.227851, 1.0]], ['2, k, 5', [-0.562058, 0.0926652, 1.0]], ['2, k, 6', [-0.438726, -0.106122, 1.0]], ['2, k, 7', [-0.388388, -0.163377, 1.0]], ['2, k, 8', [-0.0461651, 0.221193, 1.0]], ['2, k, 9', [0.14564, 0.106013, 1.0]], ['2, k, 10', [0.050755, -0.107466, 1.0]], ['2, k, 11', [-0.0113678, -0.148173, 1.0]], ['2, k, 12', [-0.290273, -0.257578, 1.0]], ['2, k, 13', [-0.382373, -0.638284, 1.0]], ['2, k, 14', [-0.443694, -1.02091, 1.0]], ['2, k, 15', [-0.471109, -1.07832, 1.0]], ['2, k, 16', [-0.131661, -0.256714, 1.0]], ['2, k, 17', [-0.0380649, -0.630624, 1.0]], ['2, k, 18', [0.0166072, -1.00155, 1.0]], ['2, k, 19', [0.0417316, -1.06662, 1.0]], ['2, k, 20', [-0.209927, 0.228746, 1.0]], ['2, k, 21', [-0.35145, -0.23857, 1.0]], ['2, k, 22', [-0.340219, -0.118996, 1.0]], ['2, k, 23', [-0.0236043, -0.241184, 1.0]], ['2, k, 24', [-0.0459953, -0.131863, 1.0]]]
[['2, k, 0', [-0.214727, -0.264066, 1.0]], ['2, k, 1', [-0.212546, 0.0175395, 1.0]], ['2, k, 2', [-0.208977, 0.290055, 1.0]], ['2, k, 3', [-0.213276, 0.422829, 1.0]], ['2, k, 4', [-0.390994, 0.224848, 1.0]], ['2, k, 5', [-0.561616, 0.0906176, 1.0]], ['2, k, 6', [-0.438567, -0.108737, 1.0]], ['2, k, 7', [-0.389727, -0.164119, 1.0]], ['2, k, 8', [-0.0465683, 0.215929, 1.0]], ['2, k, 9', [0.146557, 0.101566, 1.0]], ['2, k, 10', [0.0510564, -0.11168, 1.0]], ['2, k, 11', [-0.0103281, -0.147805, 1.0]], ['2, k, 12', [-0.290921, -0.260886, 1.0]], ['2, k, 13', [-0.383308, -0.635889, 1.0]], ['2, k, 14', [-0.443894, -1.02094, 1.0]], ['2, k, 15', [-0.471268, -1.07942, 1.0]], ['2, k, 16', [-0.132745, -0.260175, 1.0]], ['2, k, 17', [-0.0367089, -0.631948, 1.0]], ['2, k, 18', [0.0161836, -1.00147, 1.0]], ['2, k, 19', [0.0417161, -1.0664, 1.0]], ['2, k, 20', [-0.210115, 0.223169, 1.0]], ['2, k, 21', [-0.354367, -0.236874, 1.0]], ['2, k, 22', [-0.34272, -0.118599, 1.0]], ['2, k, 23', [-0.0231805, -0.242467, 1.0]], ['2, k, 24', [-0.045358, -0.132111, 1.0]]]
[['2, k, 0', [-0.216078, -0.268207, 1.0]], ['2, k, 1', [-0.213015, 0.0118687, 1.0]], ['2, k, 2', [-0.208665, 0.283278, 1.0]], ['2, k, 3', [-0.212695, 0.416202, 1.0]], ['2, k, 4', [-0.389848, 0.219971, 1.0]], ['2, k, 5', [-0.561806, 0.0895206, 1.0]], ['2, k, 6', [-0.439198, -0.110266, 1.0]], ['2, k, 7', [-0.390527, -0.164405, 1.0]], ['2, k, 8', [-0.0463671, 0.210035, 1.0]], ['2, k, 9', [0.146798, 0.0950858, 1.0]], ['2, k, 10', [0.0513381, -0.117993, 1.0]], ['2, k, 11', [-0.0120826, -0.152632, 1.0]], ['2, k, 12', [-0.291919, -0.264442, 1.0]], ['2, k, 13', [-0.384518, -0.634796, 1.0]], ['2, k, 14', [-0.443955, -1.02108, 1.0]], ['2, k, 15', [-0.472035, -1.07997, 1.0]], ['2, k, 16', [-0.134453, -0.264824, 1.0]], ['2, k, 17', [-0.0358522, -0.633934, 1.0]], ['2, k, 18', [0.014901, -1.00343, 1.0]], ['2, k, 19', [0.0416659, -1.06662, 1.0]], ['2, k, 20', [-0.209994, 0.216611, 1.0]], ['2, k, 21', [-0.353723, -0.239977, 1.0]], ['2, k, 22', [-0.340198, -0.126076, 1.0]], ['2, k, 23', [-0.0212931, -0.253382, 1.0]], ['2, k, 24', [-0.0456827, -0.142464, 1.0]]]
