[['2, k, 0', [0.173645, -1.03028, 1.0]], ['2, k, 1', [0.209115, -0.741331, 1.0]], ['2, k, 2', [0.24315, -0.455253, 1.0]], ['2, k, 3', [0.212829, -0.332202, 1.0]], ['2, k, 4', [0.0292393, -0.645588, 1.0]], ['2, k, 5', [-0.0478546, -0.51599, 1.0]], ['2, k, 6', [-0.351397, -0.530661, 1.0]], ['2, k, 7', [-0.440163, -0.527286, 1.0]], ['2, k, 8', [0.33626, -0.588145, 1.0]], ['2, k, 9', [0.225589, -0.449638, 1.0]], ['2, k, 10', [0.00571564, -0.487571, 1.0]], ['2, k, 11', [-0.0160751, -0.453606, 1.0]], ['2, k, 12', [0.102054, -1.0324, 1.0]], ['2, k, 13', [0.0485482, -1.4049, 1.0]], ['2, k, 14', [0.0604051, -1.67162, 1.0]], ['2, k, 15', [-0.0160371, -1.74431, 1.0]], ['2, k, 16', [0.241618, -1.00649, 1.0]], ['2, k, 17', [0.279754, -1.34082, 1.0]], ['2, k, 18', [0.286119, -1.4306, 1.0]], ['2, k, 19', [0.30015, -1.5304, 1.0]], ['2, k, 20', [0.234873, -0.526517, 1.0]], ['2, k, 21', [-0.488653, -0.518648, 1.0]], ['2, k, 22', [-0.385824, -0.554784, 1.0]], ['2, k, 23', [-0.0429999, -0.466558, 1.0]], ['2, k, 24', [0.00732758, -0.43848, 1.0]]]
[['2, k, 0', [0.17632, -1.06143, 1.0]], ['2, k, 1', [0.214645, -0.736285, 1.0]], ['2, k, 2', [0.250975, -0.415196, 1.0]], ['2, k, 3', [0.213569, -0.328687, 1.0]], ['2, k, 4', [0.0380173, -0.628485, 1.0]], ['2, k, 5', [-0.0191834, -0.52809, 1.0]], ['2, k, 6', [-0.199112, -0.467131, 1.0]], ['2, k, 7', [-0.262234, -0.457115, 1.0]], ['2, k, 8', [0.296045, -0.505965, 1.0]], ['2, k, 9', [0.0340633, -0.492329, 1.0]], ['2, k, 10', [-0.236816, -0.47424, 1.0]], ['2, k, 11', [-0.280909, -0.455399, 1.0]], ['2, k, 12', [0.121754, -1.06392, 1.0]], ['2, k, 13', [0.0862364, -1.40401, 1.0]], ['2, k, 14', [0.0572009, -1.73339, 1.0]], ['2, k, 15', [-0.0265206, -1.75207, 1.0]], ['2, k, 16', [0.227833, -1.03202, 1.0]], ['2, k, 17', [0.264057, -1.33201, 1.0]], ['2, k, 18', [0.339506, -1.64696, 1.0]], ['2, k, 19', [0.303192, -1.51954, 1.0]], ['2, k, 20', [0.242141, -0.495217, 1.0]], ['2, k, 21', [-0.309951, -0.449142, 1.0]], ['2, k, 22', [-0.255181, -0.471534, 1.0]], ['2, k, 23', [-0.31872, -0.451867, 1.0]], ['2, k, 24', [-0.284575, -0.43239, 1.0]]]
[['2, k, 0', [0.176307, -1.0611, 1.0]], ['2, k, 1', [0.214662, -0.735925, 1.0]], ['2, k, 2', [0.251088, -0.414893, 1.0]], ['2, k, 3', [0.214108, -0.328202, 1.0]], ['2, k, 4', [0.0381562, -0.628052, 1.0]], ['2, k, 5', [0.000767455, -0.511538, 1.0]], ['2, k, 6', [-0.154525, -0.497435, 1.0]], ['2, k, 7', [-0.268341, -0.458697, 1.0]], ['2, k, 8', [0.291681, -0.504633, 1.0]], ['2, k, 9', [0.0254835, -0.49275, 1.0]], ['2, k, 10', [-0.174879, -0.472241, 1.0]], ['2, k, 11', [-0.271917, -0.459572, 1.0]], ['2, k, 12', [0.121795, -1.064, 1.0]], ['2, k, 13', [0.0867238, -1.40481, 1.0]], ['2, k, 14', [0.0574575, -1.73697, 1.0]], ['2, k, 15', [-0.0258578, -1.75517, 1.0]], ['2, k, 16', [0.227264, -1.03102, 1.0]], ['2, k, 17', [0.255894, -1.33898, 1.0]], ['2, k, 18', [0.372308, -1.64251, 1.0]], ['2, k, 19', [0.318576, -1.5246, 1.0]], ['2, k, 20', [0.242235, -0.494866, 1.0]], ['2, k, 21', [-0.315397, -0.451295, 1.0]], ['2, k, 22', [-0.296337, -0.475973, 1.0]], ['2, k, 23', [-0.331841, -0.454409, 1.0]], ['2, k, 24', [-0.279241, -0.437773, 1.0]]]
[['2, k, 0', [0.176241, -1.06133, 1.0]], ['2, k, 1', [0.21463, -0.73589, 1.0]], ['2, k, 2', [0.251121, -0.41462, 1.0]], ['2, k, 3', [0.214656, -0.327404, 1.0]], ['2, k, 4', [0.038209, -0.62769, 1.0]], ['2, k, 5', [-0.0383148, -0.540065, 1.0]], ['2, k, 6', [-0.242195, -0.471126, 1.0]], ['2, k, 7', [-0.289795, -0.461167, 1.0]], ['2, k, 8', [0.288604, -0.502872, 1.0]], ['2, k, 9', [0.0234856, -0.492755, 1.0]], ['2, k, 10', [-0.198851, -0.468377, 1.0]], ['2, k, 11', [-0.291764, -0.46049, 1.0]], ['2, k, 12', [0.121694, -1.06409, 1.0]], ['2, k, 13', [0.0864006, -1.40642, 1.0]], ['2, k, 14', [0.0576385, -1.73613, 1.0]], ['2, k, 15', [-0.0251685, -1.75388, 1.0]], ['2, k, 16', [0.227154, -1.03155, 1.0]], ['2, k, 17', [0.261825, -1.32679, 1.0]], ['2, k, 18', [0.340743, -1.63903, 1.0]], ['2, k, 19', [0.303147, -1.51436, 1.0]], ['2, k, 20', [0.242257, -0.494626, 1.0]], ['2, k, 21', [-0.335865, -0.451924, 1.0]], ['2, k, 22', [-0.306616, -0.474938, 1.0]], ['2, k, 23', [-0.342777, -0.454716, 1.0]], ['2, k, 24', [-0.306125, -0.437087, 1.0]]]
[['2, k, 0', [0.176443, -1.06138, 1.0]], ['2, k, 1', [0.214313, -0.735522, 1.0]], ['2, k, 2', [0.250197, -0.413708, 1.0]], ['2, k, 3', [0.215675, -0.326611, 1.0]], ['2, k, 4', [0.0373299, -0.626653, 1.0]], ['2, k, 5', [-0.00272132, -0.505049, 1.0]], ['2, k, 6', [-0.235861, -0.46335, 1.0]], ['2, k, 7', [-0.295047, -0.461485, 1.0]], ['2, k, 8', [0.286287, -0.502936, 1.0]], ['2, k, 9', [0.0185324, -0.492709, 1.0]], ['2, k, 10', [-0.199045, -0.468073, 1.0]], ['2, k, 11', [-0.292837, -0.461052, 1.0]], ['2, k, 12', [0.122082, -1.06431, 1.0]], ['2, k, 13', [0.086565, -1.40746, 1.0]], ['2, k, 14', [0.0572339, -1.73957, 1.0]], ['2, k, 15', [-0.0269628, -1.75782, 1.0]], ['2, k, 16', [0.22711, -1.03175, 1.0]], ['2, k, 17', [0.261431, -1.32415, 1.0]], ['2, k, 18', [0.342457, -1.64019, 1.0]], ['2, k, 19', [0.304371, -1.51223, 1.0]], ['2, k, 20', [0.2415, -0.493835, 1.0]], ['2, k, 21', [-0.341226, -0.449846, 1.0]], ['2, k, 22', [-0.308512, -0.486754, 1.0]], ['2, k, 23', [-0.348914, -0.452184, 1.0]], ['2, k, 24', [-0.308412, -0.435477, 1.0]]]
[['2, k, 0', [0.176836, -1.06198, 1.0]], ['2, k, 1', [0.21425, -0.735673, 1.0]], ['2, k, 2', [0.249523, -0.413178, 1.0]], ['2, k, 3', [0.216263, -0.325994, 1.0]], ['2, k, 4', [0.0366796, -0.626023, 1.0]], ['2, k, 5', [0.0620969, -0.511338, 1.0]], ['2, k, 6', [-0.182915, -0.474241, 1.0]], ['2, k, 7', [-0.24269, -0.468305, 1.0]], ['2, k, 8', [0.284768, -0.503215, 1.0]], ['2, k, 9', [0.0148321, -0.492443, 1.0]], ['2, k, 10', [-0.242013, -0.474534, 1.0]], ['2, k, 11', [-0.305424, -0.461687, 1.0]], ['2, k, 12', [0.122456, -1.06479, 1.0]], ['2, k, 13', [0.0874836, -1.4085, 1.0]], ['2, k, 14', [0.0565714, -1.74238, 1.0]], ['2, k, 15', [-0.0290085, -1.76136, 1.0]], ['2, k, 16', [0.227438, -1.0326, 1.0]], ['2, k, 17', [0.260027, -1.32265, 1.0]], ['2, k, 18', [0.343125, -1.64033, 1.0]], ['2, k, 19', [0.304586, -1.51064, 1.0]], ['2, k, 20', [0.241, -0.493481, 1.0]], ['2, k, 21', [-0.307813, -0.451341, 1.0]], ['2, k, 22', [-0.299169, -0.483527, 1.0]], ['2, k, 23', [-0.357288, -0.458408, 1.0]], ['2, k, 24', [-0.312067, -0.430848, 1.0]]]
[['2, k, 0', [0.177082, -1.06313, 1.0]], ['2, k, 1', [0.214259, -0.736041, 1.0]], ['2, k, 2', [0.249386, -0.412853, 1.0]], ['2, k, 3', [0.216434, -0.326004, 1.0]], ['2, k, 4', [0.0365497, -0.625644, 1.0]], ['2, k, 5', [-0.00372852, -0.505188, 1.0]], ['2, k, 6', [-0.234622, -0.467406, 1.0]], ['2, k, 7', [-0.301792, -0.462088, 1.0]], ['2, k, 8', [0.283201, -0.503585, 1.0]], ['2, k, 9', [0.0117586, -0.492416, 1.0]], ['2, k, 10', [-0.242761, -0.474604, 1.0]], ['2, k, 11', [-0.30611, -0.46132, 1.0]], ['2, k, 12', [0.122622, -1.06602, 1.0]], ['2, k, 13', [0.0875622, -1.40928, 1.0]], ['2, k, 14', [0.0568481, -1.74522, 1.0]], ['2, k, 15', [-0.0298224, -1.76453, 1.0]], ['2, k, 16', [0.227671, -1.03391, 1.0]], ['2, k, 17', [0.259774, -1.32169, 1.0]], ['2, k, 18', [0.343277, -1.64165, 1.0]], ['2, k, 19', [0.304012, -1.51098, 1.0]], ['2, k, 20', [0.240896, -0.493316, 1.0]], ['2, k, 21', [-0.352107, -0.455084, 1.0]], ['2, k, 22', [-0.319686, -0.483583, 1.0]], ['2, k, 23', [-0.360215, -0.456049, 1.0]], ['2, k, 24', [-0.311612, -0.431532, 1.0]]]
[['2, k, 0', [0.1771, -1.06429, 1.0]], ['2, k, 1', [0.213888, -0.736397, 1.0]], ['2, k, 2', [0.248541, -0.412216, 1.0]], ['2, k, 3', [0.21731, -0.324506, 1.0]], ['2, k, 4', [0.035712, -0.624952, 1.0]], ['2, k, 5', [0.0555131, -0.503692, 1.0]], ['2, k, 6', [-0.198217, -0.470352, 1.0]], ['2, k, 7', [-0.261692, -0.466277, 1.0]], ['2, k, 8', [0.281865, -0.503018, 1.0]], ['2, k, 9', [0.00385275, -0.492235, 1.0]], ['2, k, 10', [-0.243038, -0.474738, 1.0]], ['2, k, 11', [-0.304579, -0.4617, 1.0]], ['2, k, 12', [0.122172, -1.06733, 1.0]], ['2, k, 13', [0.0875877, -1.40939, 1.0]], ['2, k, 14', [0.0567768, -1.74712, 1.0]], ['2, k, 15', [-0.0308192, -1.76682, 1.0]], ['2, k, 16', [0.227915, -1.03571, 1.0]], ['2, k, 17', [0.253902, -1.3358, 1.0]], ['2, k, 18', [0.379348, -1.64468, 1.0]], ['2, k, 19', [0.318557, -1.52198, 1.0]], ['2, k, 20', [0.240182, -0.492948, 1.0]], ['2, k, 21', [-0.323243, -0.452755, 1.0]], ['2, k, 22', [-0.308484, -0.482474, 1.0]], ['2, k, 23', [-0.362549, -0.459021, 1.0]], ['2, k, 24', [-0.309652, -0.431224, 1.0]]]
[['2, k, 0', [0.177255, -1.06435, 1.0]], ['2, k, 1', [0.214017, -0.736491, 1.0]], ['2, k, 2', [0.248675, -0.412352, 1.0]], ['2, k, 3', [0.21672, -0.323245, 1.0]], ['2, k, 4', [0.0358427, -0.62507, 1.0]], ['2, k, 5', [-0.00744636, -0.501908, 1.0]], ['2, k, 6', [-0.245465, -0.465156, 1.0]], ['2, k, 7', [-0.300747, -0.462021, 1.0]], ['2, k, 8', [0.281568, -0.502784, 1.0]], ['2, k, 9', [0.00287257, -0.492178, 1.0]], ['2, k, 10', [-0.246718, -0.475766, 1.0]], ['2, k, 11', [-0.302649, -0.4613, 1.0]], ['2, k, 12', [0.122362, -1.06801, 1.0]], ['2, k, 13', [0.0871151, -1.41036, 1.0]], ['2, k, 14', [0.0561778, -1.74974, 1.0]], ['2, k, 15', [-0.032363, -1.76967, 1.0]], ['2, k, 16', [0.228169, -1.03436, 1.0]], ['2, k, 17', [0.253938, -1.33591, 1.0]], ['2, k, 18', [0.383035, -1.64484, 1.0]], ['2, k, 19', [0.320724, -1.52154, 1.0]], ['2, k, 20', [0.240314, -0.493068, 1.0]], ['2, k, 21', [-0.35019, -0.456978, 1.0]], ['2, k, 22', [-0.339793, -0.477309, 1.0]], ['2, k, 23', [-0.353836, -0.459854, 1.0]], ['2, k, 24', [-0.311413, -0.429269, 1.0]]]
[['2, k, 0', [0.177153, -1.06474, 1.0]], ['2, k, 1', [0.214385, -0.736623, 1.0]], ['2, k, 2', [0.249898, -0.412135, 1.0]], ['2, k, 3', [0.215953, -0.322317, 1.0]], ['2, k, 4', [0.0370651, -0.624822, 1.0]], ['2, k, 5', [-0.00729552, -0.501182, 1.0]], ['2, k, 6', [-0.244907, -0.465815, 1.0]], ['2, k, 7', [-0.296833, -0.459901, 1.0]], ['2, k, 8', [0.281288, -0.502751, 1.0]], ['2, k, 9', [0.00232635, -0.49202, 1.0]], ['2, k, 10', [-0.246856, -0.475778, 1.0]], ['2, k, 11', [-0.298392, -0.459684, 1.0]], ['2, k, 12', [0.122317, -1.06839, 1.0]], ['2, k, 13', [0.0869649, -1.41046, 1.0]], ['2, k, 14', [0.0550039, -1.75116, 1.0]], ['2, k, 15', [-0.034556, -1.77126, 1.0]], ['2, k, 16', [0.22798, -1.03479, 1.0]], ['2, k, 17', [0.256394, -1.3189, 1.0]], ['2, k, 18', [0.349074, -1.64071, 1.0]], ['2, k, 19', [0.304048, -1.50872, 1.0]], ['2, k, 20', [0.24128, -0.492939, 1.0]], ['2, k, 21', [-0.343566, -0.45351, 1.0]], ['2, k, 22', [-0.357718, -0.454658, 1.0]], ['2, k, 23', [-0.350823, -0.456516, 1.0]], ['2, k, 24', [-0.300052, -0.429812, 1.0]]]
[['2, k, 0', [0.177154, -1.06516, 1.0]], ['2, k, 1', [0.21451, -0.73682, 1.0]], ['2, k, 2', [0.250109, -0.412191, 1.0]], ['2, k, 3', [0.217433, -0.322676, 1.0]], ['2, k, 4', [0.0372737, -0.624863, 1.0]], ['2, k, 5', [-0.0440423, -0.53205, 1.0]], ['2, k, 6', [-0.273014, -0.47102, 1.0]], ['2, k, 7', [-0.311392, -0.455198, 1.0]], ['2, k, 8', [0.280809, -0.502525, 1.0]], ['2, k, 9', [0.00267887, -0.491575, 1.0]], ['2, k, 10', [-0.247348, -0.475273, 1.0]], ['2, k, 11', [-0.293318, -0.456277, 1.0]], ['2, k, 12', [0.122299, -1.06852, 1.0]], ['2, k, 13', [0.0868596, -1.4103, 1.0]], ['2, k, 14', [0.0546713, -1.75205, 1.0]], ['2, k, 15', [-0.0357179, -1.77238, 1.0]], ['2, k, 16', [0.227997, -1.03542, 1.0]], ['2, k, 17', [0.256167, -1.31773, 1.0]], ['2, k, 18', [0.34961, -1.64043, 1.0]], ['2, k, 19', [0.303901, -1.5077, 1.0]], ['2, k, 20', [0.241477, -0.493014, 1.0]], ['2, k, 21', [-0.335212, -0.448944, 1.0]], ['2, k, 22', [-0.352959, -0.474062, 1.0]], ['2, k, 23', [-0.344159, -0.454941, 1.0]], ['2, k, 24', [-0.284475, -0.439512, 1.0]]]
[['2, k, 0', [0.174478, -1.06201, 1.0]], ['2, k, 1', [0.214186, -0.735717, 1.0]], ['2, k, 2', [0.251112, -0.411883, 1.0]], ['2, k, 3', [0.218265, -0.322835, 1.0]], ['2, k, 4', [0.225444, -0.464567, 1.0]], ['2, k, 5', [0.0246489, -0.463277, 1.0]], ['2, k, 6', [-0.238604, -0.450397, 1.0]], ['2, k, 7', [-0.283377, -0.453586, 1.0]], ['2, k, 8', [0.281787, -0.502792, 1.0]], ['2, k, 9', [0.0107386, -0.491512, 1.0]], ['2, k, 10', [-0.243331, -0.466088, 1.0]], ['2, k, 11', [-0.28523, -0.453087, 1.0]], ['2, k, 12', [0.0966174, -1.04766, 1.0]], ['2, k, 13', [0.0869529, -1.41015, 1.0]], ['2, k, 14', [0.0548931, -1.74476, 1.0]], ['2, k, 15', [0.0882484, -1.77951, 1.0]], ['2, k, 16', [0.231967, -1.03739, 1.0]], ['2, k, 17', [0.255714, -1.31929, 1.0]], ['2, k, 18', [0.348032, -1.63576, 1.0]], ['2, k, 19', [0.302838, -1.50358, 1.0]], ['2, k, 20', [0.242028, -0.492519, 1.0]], ['2, k, 21', [-0.332568, -0.452593, 1.0]], ['2, k, 22', [-0.303947, -0.477181, 1.0]], ['2, k, 23', [-0.324538, -0.443897, 1.0]], ['2, k, 24', [-0.265837, -0.433226, 1.0]]]
[['2, k, 0', [0.173717, -1.0607, 1.0]], ['2, k, 1', [0.213893, -0.735505, 1.0]], ['2, k, 2', [0.25196, -0.414442, 1.0]], ['2, k, 3', [0.219096, -0.324849, 1.0]], ['2, k, 4', [0.227928, -0.464396, 1.0]], ['2, k, 5', [-0.0185911, -0.453233, 1.0]], ['2, k, 6', [-0.237557, -0.450561, 1.0]], ['2, k, 7', [-0.279367, -0.449173, 1.0]], ['2, k, 8', [0.290307, -0.506903, 1.0]], ['2, k, 9', [0.0268404, -0.491214, 1.0]], ['2, k, 10', [-0.235442, -0.465028, 1.0]], ['2, k, 11', [-0.276412, -0.448681, 1.0]], ['2, k, 12', [0.097396, -1.04654, 1.0]], ['2, k, 13', [0.0869187, -1.40968, 1.0]], ['2, k, 14', [0.0549895, -1.74152, 1.0]], ['2, k, 15', [0.0920027, -1.77635, 1.0]], ['2, k, 16', [0.232337, -1.03901, 1.0]], ['2, k, 17', [0.246134, -1.32957, 1.0]], ['2, k, 18', [0.395043, -1.62277, 1.0]], ['2, k, 19', [0.324675, -1.50425, 1.0]], ['2, k, 20', [0.242463, -0.494049, 1.0]], ['2, k, 21', [-0.318223, -0.453171, 1.0]], ['2, k, 22', [-0.286687, -0.475398, 1.0]], ['2, k, 23', [-0.316089, -0.447758, 1.0]], ['2, k, 24', [-0.245539, -0.438028, 1.0]]]
[['2, k, 0', [0.17304, -1.05952, 1.0]], ['2, k, 1', [0.213653, -0.735237, 1.0]], ['2, k, 2', [0.25207, -0.415237, 1.0]], ['2, k, 3', [0.21964, -0.325016, 1.0]], ['2, k, 4', [0.228972, -0.464275, 1.0]], ['2, k, 5', [-0.016836, -0.465133, 1.0]], ['2, k, 6', [-0.193482, -0.449892, 1.0]], ['2, k, 7', [-0.249774, -0.446221, 1.0]], ['2, k, 8', [0.293544, -0.50842, 1.0]], ['2, k, 9', [0.0380232, -0.490483, 1.0]], ['2, k, 10', [-0.217221, -0.458335, 1.0]], ['2, k, 11', [-0.244732, -0.44726, 1.0]], ['2, k, 12', [0.0977803, -1.0457, 1.0]], ['2, k, 13', [0.0867993, -1.40847, 1.0]], ['2, k, 14', [0.0551707, -1.73397, 1.0]], ['2, k, 15', [0.0926728, -1.76848, 1.0]], ['2, k, 16', [0.232417, -1.03928, 1.0]], ['2, k, 17', [0.253864, -1.32028, 1.0]], ['2, k, 18', [0.353598, -1.62549, 1.0]], ['2, k, 19', [0.30577, -1.49721, 1.0]], ['2, k, 20', [0.242473, -0.494545, 1.0]], ['2, k, 21', [-0.2907, -0.442225, 1.0]], ['2, k, 22', [-0.259106, -0.470142, 1.0]], ['2, k, 23', [-0.286918, -0.44058, 1.0]], ['2, k, 24', [-0.233756, -0.426212, 1.0]]]
[['2, k, 0', [0.172607, -1.05878, 1.0]], ['2, k, 1', [0.213503, -0.735065, 1.0]], ['2, k, 2', [0.252111, -0.415653, 1.0]], ['2, k, 3', [0.219591, -0.324752, 1.0]], ['2, k, 4', [0.230119, -0.464205, 1.0]], ['2, k, 5', [-0.0148909, -0.458313, 1.0]], ['2, k, 6', [-0.18474, -0.446671, 1.0]], ['2, k, 7', [-0.235143, -0.441337, 1.0]], ['2, k, 8', [0.296154, -0.509327, 1.0]], ['2, k, 9', [0.0598555, -0.484041, 1.0]], ['2, k, 10', [-0.178554, -0.455464, 1.0]], ['2, k, 11', [-0.228983, -0.442244, 1.0]], ['2, k, 12', [0.0985554, -1.04528, 1.0]], ['2, k, 13', [0.0864362, -1.40762, 1.0]], ['2, k, 14', [0.055199, -1.73114, 1.0]], ['2, k, 15', [0.0934509, -1.76556, 1.0]], ['2, k, 16', [0.232499, -1.03977, 1.0]], ['2, k, 17', [0.253606, -1.34298, 1.0]], ['2, k, 18', [0.391307, -1.63417, 1.0]], ['2, k, 19', [0.327161, -1.51342, 1.0]], ['2, k, 20', [0.242465, -0.49482, 1.0]], ['2, k, 21', [-0.278184, -0.439224, 1.0]], ['2, k, 22', [-0.275868, -0.444257, 1.0]], ['2, k, 23', [-0.280618, -0.44335, 1.0]], ['2, k, 24', [-0.216632, -0.438203, 1.0]]]
[['2, k, 0', [0.17253, -1.05887, 1.0]], ['2, k, 1', [0.213422, -0.735503, 1.0]], ['2, k, 2', [0.252377, -0.416744, 1.0]], ['2, k, 3', [0.219927, -0.32516, 1.0]], ['2, k, 4', [0.231009, -0.464396, 1.0]], ['2, k, 5', [0.00895167, -0.460224, 1.0]], ['2, k, 6', [-0.249734, -0.453654, 1.0]], ['2, k, 7', [-0.254006, -0.448772, 1.0]], ['2, k, 8', [0.301149, -0.511269, 1.0]], ['2, k, 9', [0.0671993, -0.485319, 1.0]], ['2, k, 10', [-0.119439, -0.458547, 1.0]], ['2, k, 11', [-0.197343, -0.442297, 1.0]], ['2, k, 12', [0.0992554, -1.04543, 1.0]], ['2, k, 13', [0.0865306, -1.40741, 1.0]], ['2, k, 14', [0.0546609, -1.73077, 1.0]], ['2, k, 15', [0.0935992, -1.7652, 1.0]], ['2, k, 16', [0.232703, -1.04111, 1.0]], ['2, k, 17', [0.255871, -1.3207, 1.0]], ['2, k, 18', [0.348324, -1.62711, 1.0]], ['2, k, 19', [0.305927, -1.49862, 1.0]], ['2, k, 20', [0.242676, -0.49581, 1.0]], ['2, k, 21', [-0.258304, -0.449036, 1.0]], ['2, k, 22', [-0.270375, -0.432749, 1.0]], ['2, k, 23', [-0.245607, -0.440023, 1.0]], ['2, k, 24', [-0.193262, -0.420533, 1.0]]]
[['2, k, 0', [0.171744, -1.05865, 1.0]], ['2, k, 1', [0.212918, -0.735792, 1.0]], ['2, k, 2', [0.252026, -0.417815, 1.0]], ['2, k, 3', [0.219938, -0.325202, 1.0]], ['2, k, 4', [0.232267, -0.464208, 1.0]], ['2, k, 5', [0.0337297, -0.45358, 1.0]], ['2, k, 6', [-0.128794, -0.444731, 1.0]], ['2, k, 7', [-0.175957, -0.438728, 1.0]], ['2, k, 8', [0.303548, -0.511948, 1.0]], ['2, k, 9', [0.081366, -0.48446, 1.0]], ['2, k, 10', [-0.0974385, -0.457377, 1.0]], ['2, k, 11', [-0.176327, -0.439359, 1.0]], ['2, k, 12', [0.0983954, -1.04537, 1.0]], ['2, k, 13', [0.0865871, -1.40595, 1.0]], ['2, k, 14', [0.054527, -1.73107, 1.0]], ['2, k, 15', [0.0926745, -1.76381, 1.0]], ['2, k, 16', [0.233044, -1.04167, 1.0]], ['2, k, 17', [0.256147, -1.32025, 1.0]], ['2, k, 18', [0.346364, -1.62886, 1.0]], ['2, k, 19', [0.306742, -1.49979, 1.0]], ['2, k, 20', [0.242298, -0.49669, 1.0]], ['2, k, 21', [-0.215813, -0.434444, 1.0]], ['2, k, 22', [-0.189432, -0.473585, 1.0]], ['2, k, 23', [-0.22376, -0.435141, 1.0]], ['2, k, 24', [-0.16923, -0.421125, 1.0]]]
[['2, k, 0', [0.171403, -1.05843, 1.0]], ['2, k, 1', [0.212738, -0.735995, 1.0]], ['2, k, 2', [0.251836, -0.418933, 1.0]], ['2, k, 3', [0.219726, -0.32507, 1.0]], ['2, k, 4', [0.232243, -0.464256, 1.0]], ['2, k, 5', [0.0343539, -0.453412, 1.0]], ['2, k, 6', [-0.247487, -0.454064, 1.0]], ['2, k, 7', [-0.341385, -0.454921, 1.0]], ['2, k, 8', [0.305643, -0.512746, 1.0]], ['2, k, 9', [0.123968, -0.4855, 1.0]], ['2, k, 10', [-0.0968655, -0.450027, 1.0]], ['2, k, 11', [-0.16485, -0.437694, 1.0]], ['2, k, 12', [0.0980133, -1.04495, 1.0]], ['2, k, 13', [0.0864341, -1.40467, 1.0]], ['2, k, 14', [0.0542642, -1.73068, 1.0]], ['2, k, 15', [0.0914954, -1.76349, 1.0]], ['2, k, 16', [0.233432, -1.04208, 1.0]], ['2, k, 17', [0.265747, -1.33669, 1.0]], ['2, k, 18', [0.360782, -1.64471, 1.0]], ['2, k, 19', [0.316588, -1.51795, 1.0]], ['2, k, 20', [0.24212, -0.49752, 1.0]], ['2, k, 21', [-0.380651, -0.45064, 1.0]], ['2, k, 22', [-0.353515, -0.489787, 1.0]], ['2, k, 23', [-0.204164, -0.44397, 1.0]], ['2, k, 24', [-0.146282, -0.429973, 1.0]]]
[['2, k, 0', [0.177151, -1.07621, 1.0]], ['2, k, 1', [0.214523, -0.744561, 1.0]], ['2, k, 2', [0.251825, -0.421412, 1.0]], ['2, k, 3', [0.219695, -0.325541, 1.0]], ['2, k, 4', [0.0615692, -0.676765, 1.0]], ['2, k, 5', [-0.132625, -0.663775, 1.0]], ['2, k, 6', [-0.168696, -0.619943, 1.0]], ['2, k, 7', [-0.223113, -0.600236, 1.0]], ['2, k, 8', [0.314098, -0.522179, 1.0]], ['2, k, 9', [0.126541, -0.485067, 1.0]], ['2, k, 10', [-0.0928618, -0.451316, 1.0]], ['2, k, 11', [-0.125649, -0.435258, 1.0]], ['2, k, 12', [0.116379, -1.09391, 1.0]], ['2, k, 13', [0.084076, -1.42692, 1.0]], ['2, k, 14', [0.0525261, -1.75374, 1.0]], ['2, k, 15', [-0.0273368, -1.77456, 1.0]], ['2, k, 16', [0.237305, -1.04894, 1.0]], ['2, k, 17', [0.266369, -1.33691, 1.0]], ['2, k, 18', [0.360475, -1.6452, 1.0]], ['2, k, 19', [0.31655, -1.51832, 1.0]], ['2, k, 20', [0.242457, -0.501278, 1.0]], ['2, k, 21', [-0.251005, -0.599395, 1.0]], ['2, k, 22', [-0.214396, -0.595676, 1.0]], ['2, k, 23', [-0.16058, -0.437594, 1.0]], ['2, k, 24', [-0.0962752, -0.431929, 1.0]]]
[['2, k, 0', [0.176973, -1.07638, 1.0]], ['2, k, 1', [0.214213, -0.746433, 1.0]], ['2, k, 2', [0.250954, -0.425201, 1.0]], ['2, k, 3', [0.21939, -0.325295, 1.0]], ['2, k, 4', [0.0448227, -0.628527, 1.0]], ['2, k, 5', [-0.170803, -0.60867, 1.0]], ['2, k, 6', [-0.369245, -0.555297, 1.0]], ['2, k, 7', [-0.447145, -0.51857, 1.0]], ['2, k, 8', [0.3217, -0.529317, 1.0]], ['2, k, 9', [0.134162, -0.481129, 1.0]], ['2, k, 10', [-0.0730227, -0.451076, 1.0]], ['2, k, 11', [-0.093274, -0.433586, 1.0]], ['2, k, 12', [0.115072, -1.09018, 1.0]], ['2, k, 13', [0.0839618, -1.42684, 1.0]], ['2, k, 14', [0.0529505, -1.75446, 1.0]], ['2, k, 15', [-0.0261441, -1.77615, 1.0]], ['2, k, 16', [0.237151, -1.04891, 1.0]], ['2, k, 17', [0.265794, -1.32268, 1.0]], ['2, k, 18', [0.338752, -1.63808, 1.0]], ['2, k, 19', [0.305167, -1.50728, 1.0]], ['2, k, 20', [0.241808, -0.504767, 1.0]], ['2, k, 21', [-0.480748, -0.514886, 1.0]], ['2, k, 22', [-0.448942, -0.50532, 1.0]], ['2, k, 23', [-0.117573, -0.435708, 1.0]], ['2, k, 24', [-0.0505548, -0.43116, 1.0]]]
