[['2, k, 0', [-0.0709786, -0.392478, 1.0]], ['2, k, 1', [-0.041389, -0.0543901, 1.0]], ['2, k, 2', [-0.0122444, 0.276814, 1.0]], ['2, k, 3', [-0.00415679, 0.426162, 1.0]], ['2, k, 4', [-0.185639, 0.190484, 1.0]], ['2, k, 5', [-0.301314, 0.109687, 1.0]], ['2, k, 6', [-0.286676, 0.0108928, 1.0]], ['2, k, 7', [-0.262313, -0.056847, 1.0]], ['2, k, 8', [0.149353, 0.172837, 1.0]], ['2, k, 9', [0.250519, 0.0727334, 1.0]], ['2, k, 10', [0.260338, -0.000401198, 1.0]], ['2, k, 11', [0.230252, -0.0597996, 1.0]], ['2, k, 12', [-0.146371, -0.383871, 1.0]], ['2, k, 13', [-0.209164, -0.720353, 1.0]], ['2, k, 14', [-0.166177, -0.71903, 1.0]], ['2, k, 15', [-0.123055, -0.788013, 1.0]], ['2, k, 16', [0.00607465, -0.391907, 1.0]], ['2, k, 17', [0.218427, -0.661841, 1.0]], ['2, k, 18', [0.0732138, -0.709667, 1.0]], ['2, k, 19', [0.0488406, -0.793376, 1.0]], ['2, k, 20', [-0.0194765, 0.194957, 1.0]], ['2, k, 21', [-0.253904, -0.0974933, 1.0]], ['2, k, 22', [-0.292189, -0.0477861, 1.0]], ['2, k, 23', [0.225712, -0.108188, 1.0]], ['2, k, 24', [0.266271, -0.0570109, 1.0]]]
[['2, k, 0', [-0.0315827, -0.335427, 1.0]], ['2, k, 1', [-0.0253311, -0.0263535, 1.0]], ['2, k, 2', [-0.017152, 0.275198, 1.0]], ['2, k, 3', [-0.0052455, 0.425407, 1.0]], ['2, k, 4', [-0.175066, 0.188847, 1.0]], ['2, k, 5', [-0.269743, 0.310996, 1.0]], ['2, k, 6', [-0.223619, 0.449997, 1.0]], ['2, k, 7', [-0.195537, 0.509107, 1.0]], ['2, k, 8', [0.142723, 0.181722, 1.0]], ['2, k, 9', [0.251007, 0.293688, 1.0]], ['2, k, 10', [0.250903, 0.455983, 1.0]], ['2, k, 11', [0.239709, 0.513974, 1.0]], ['2, k, 12', [-0.105715, -0.32914, 1.0]], ['2, k, 13', [-0.183633, -0.667187, 1.0]], ['2, k, 14', [-0.177837, -0.958861, 1.0]], ['2, k, 15', [-0.166412, -0.82515, 1.0]], ['2, k, 16', [0.0431097, -0.334483, 1.0]], ['2, k, 17', [0.0913078, -0.675412, 1.0]], ['2, k, 18', [0.0855405, -0.980743, 1.0]], ['2, k, 19', [0.0703453, -0.84478, 1.0]], ['2, k, 20', [-0.0197106, 0.199556, 1.0]], ['2, k, 21', [-0.16066, 0.542493, 1.0]], ['2, k, 22', [-0.211398, 0.537437, 1.0]], ['2, k, 23', [0.227693, 0.551423, 1.0]], ['2, k, 24', [0.270764, 0.525114, 1.0]]]
[['2, k, 0', [-0.0317577, -0.33632, 1.0]], ['2, k, 1', [-0.0253499, -0.0276493, 1.0]], ['2, k, 2', [-0.017352, 0.273989, 1.0]], ['2, k, 3', [-0.00534788, 0.425192, 1.0]], ['2, k, 4', [-0.172872, 0.190591, 1.0]], ['2, k, 5', [-0.266169, 0.322731, 1.0]], ['2, k, 6', [-0.221355, 0.472432, 1.0]], ['2, k, 7', [-0.200341, 0.534229, 1.0]], ['2, k, 8', [0.142417, 0.183185, 1.0]], ['2, k, 9', [0.249494, 0.319377, 1.0]], ['2, k, 10', [0.247465, 0.489755, 1.0]], ['2, k, 11', [0.235517, 0.553921, 1.0]], ['2, k, 12', [-0.105548, -0.330404, 1.0]], ['2, k, 13', [-0.184477, -0.668805, 1.0]], ['2, k, 14', [-0.17861, -0.96176, 1.0]], ['2, k, 15', [-0.166568, -0.82764, 1.0]], ['2, k, 16', [0.0426866, -0.335093, 1.0]], ['2, k, 17', [0.0915925, -0.676563, 1.0]], ['2, k, 18', [0.0851959, -0.982193, 1.0]], ['2, k, 19', [0.0696742, -0.84641, 1.0]], ['2, k, 20', [-0.019752, 0.198541, 1.0]], ['2, k, 21', [-0.168741, 0.578762, 1.0]], ['2, k, 22', [-0.215233, 0.56958, 1.0]], ['2, k, 23', [0.226061, 0.594574, 1.0]], ['2, k, 24', [0.275019, 0.555471, 1.0]]]
[['2, k, 0', [-0.0316162, -0.336383, 1.0]], ['2, k, 1', [-0.025061, -0.0279683, 1.0]], ['2, k, 2', [-0.0172215, 0.273675, 1.0]], ['2, k, 3', [-0.00549552, 0.424779, 1.0]], ['2, k, 4', [-0.173773, 0.198826, 1.0]], ['2, k, 5', [-0.260558, 0.347903, 1.0]], ['2, k, 6', [-0.215282, 0.518265, 1.0]], ['2, k, 7', [-0.193545, 0.576224, 1.0]], ['2, k, 8', [0.142603, 0.183892, 1.0]], ['2, k, 9', [0.247438, 0.333477, 1.0]], ['2, k, 10', [0.248927, 0.514061, 1.0]], ['2, k, 11', [0.235438, 0.580205, 1.0]], ['2, k, 12', [-0.10504, -0.329998, 1.0]], ['2, k, 13', [-0.184257, -0.666925, 1.0]], ['2, k, 14', [-0.178843, -0.960723, 1.0]], ['2, k, 15', [-0.167859, -0.826439, 1.0]], ['2, k, 16', [0.042435, -0.33565, 1.0]], ['2, k, 17', [0.0907778, -0.675628, 1.0]], ['2, k, 18', [0.0885782, -0.980994, 1.0]], ['2, k, 19', [0.0705846, -0.845759, 1.0]], ['2, k, 20', [-0.0195222, 0.198322, 1.0]], ['2, k, 21', [-0.158767, 0.618227, 1.0]], ['2, k, 22', [-0.212441, 0.607026, 1.0]], ['2, k, 23', [0.214918, 0.628672, 1.0]], ['2, k, 24', [0.269568, 0.591509, 1.0]]]
[['2, k, 0', [-0.031419, -0.333076, 1.0]], ['2, k, 1', [-0.0248128, -0.0271501, 1.0]], ['2, k, 2', [-0.0171751, 0.273668, 1.0]], ['2, k, 3', [-0.00564492, 0.423681, 1.0]], ['2, k, 4', [-0.174141, 0.205001, 1.0]], ['2, k, 5', [-0.2558, 0.366427, 1.0]], ['2, k, 6', [-0.210465, 0.548558, 1.0]], ['2, k, 7', [-0.186504, 0.610596, 1.0]], ['2, k, 8', [0.142932, 0.186493, 1.0]], ['2, k, 9', [0.24476, 0.34486, 1.0]], ['2, k, 10', [0.245431, 0.556065, 1.0]], ['2, k, 11', [0.234934, 0.615717, 1.0]], ['2, k, 12', [-0.104262, -0.325669, 1.0]], ['2, k, 13', [-0.18365, -0.662574, 1.0]], ['2, k, 14', [-0.175202, -0.956748, 1.0]], ['2, k, 15', [-0.166676, -0.822466, 1.0]], ['2, k, 16', [0.042184, -0.333163, 1.0]], ['2, k, 17', [0.0892679, -0.67349, 1.0]], ['2, k, 18', [0.088456, -0.978633, 1.0]], ['2, k, 19', [0.0700218, -0.843747, 1.0]], ['2, k, 20', [-0.0193931, 0.198469, 1.0]], ['2, k, 21', [-0.162062, 0.654551, 1.0]], ['2, k, 22', [-0.21327, 0.635708, 1.0]], ['2, k, 23', [0.22366, 0.665921, 1.0]], ['2, k, 24', [0.268087, 0.628515, 1.0]]]
[['2, k, 0', [-0.0319665, -0.334313, 1.0]], ['2, k, 1', [-0.0250225, -0.0283911, 1.0]], ['2, k, 2', [-0.0172129, 0.272272, 1.0]], ['2, k, 3', [-0.00556863, 0.422036, 1.0]], ['2, k, 4', [-0.174136, 0.205001, 1.0]], ['2, k, 5', [-0.265584, 0.37241, 1.0]], ['2, k, 6', [-0.207133, 0.57502, 1.0]], ['2, k, 7', [-0.182902, 0.639981, 1.0]], ['2, k, 8', [0.143042, 0.188051, 1.0]], ['2, k, 9', [0.243035, 0.35985, 1.0]], ['2, k, 10', [0.244082, 0.566121, 1.0]], ['2, k, 11', [0.237301, 0.640225, 1.0]], ['2, k, 12', [-0.10463, -0.327316, 1.0]], ['2, k, 13', [-0.184734, -0.663752, 1.0]], ['2, k, 14', [-0.173756, -0.957891, 1.0]], ['2, k, 15', [-0.166228, -0.823637, 1.0]], ['2, k, 16', [0.0414903, -0.33404, 1.0]], ['2, k, 17', [0.0897625, -0.675038, 1.0]], ['2, k, 18', [0.0898856, -0.978294, 1.0]], ['2, k, 19', [0.070137, -0.843571, 1.0]], ['2, k, 20', [-0.0194102, 0.197288, 1.0]], ['2, k, 21', [-0.155307, 0.682058, 1.0]], ['2, k, 22', [-0.211423, 0.65865, 1.0]], ['2, k, 23', [0.220878, 0.693473, 1.0]], ['2, k, 24', [0.267143, 0.66176, 1.0]]]
[['2, k, 0', [-0.0314529, -0.335248, 1.0]], ['2, k, 1', [-0.0248171, -0.0289926, 1.0]], ['2, k, 2', [-0.0173202, 0.271868, 1.0]], ['2, k, 3', [-0.00544113, 0.421492, 1.0]], ['2, k, 4', [-0.175268, 0.213958, 1.0]], ['2, k, 5', [-0.270685, 0.375959, 1.0]], ['2, k, 6', [-0.203157, 0.601062, 1.0]], ['2, k, 7', [-0.182838, 0.663057, 1.0]], ['2, k, 8', [0.143781, 0.192943, 1.0]], ['2, k, 9', [0.243798, 0.376646, 1.0]], ['2, k, 10', [0.244351, 0.587266, 1.0]], ['2, k, 11', [0.233421, 0.662292, 1.0]], ['2, k, 12', [-0.103767, -0.328104, 1.0]], ['2, k, 13', [-0.183896, -0.664576, 1.0]], ['2, k, 14', [-0.176961, -0.957977, 1.0]], ['2, k, 15', [-0.167478, -0.823663, 1.0]], ['2, k, 16', [0.0417551, -0.335098, 1.0]], ['2, k, 17', [0.0899632, -0.676891, 1.0]], ['2, k, 18', [0.0925491, -0.979782, 1.0]], ['2, k, 19', [0.0737872, -0.845225, 1.0]], ['2, k, 20', [-0.0194265, 0.196921, 1.0]], ['2, k, 21', [-0.15516, 0.703838, 1.0]], ['2, k, 22', [-0.212316, 0.684304, 1.0]], ['2, k, 23', [0.220544, 0.716027, 1.0]], ['2, k, 24', [0.266529, 0.679734, 1.0]]]
[['2, k, 0', [-0.0322403, -0.336343, 1.0]], ['2, k, 1', [-0.0253245, -0.0295127, 1.0]], ['2, k, 2', [-0.0177466, 0.271825, 1.0]], ['2, k, 3', [-0.00543763, 0.420314, 1.0]], ['2, k, 4', [-0.175284, 0.213908, 1.0]], ['2, k, 5', [-0.271663, 0.38307, 1.0]], ['2, k, 6', [-0.200059, 0.624363, 1.0]], ['2, k, 7', [-0.190734, 0.67695, 1.0]], ['2, k, 8', [0.144413, 0.195954, 1.0]], ['2, k, 9', [0.243642, 0.394637, 1.0]], ['2, k, 10', [0.244173, 0.617507, 1.0]], ['2, k, 11', [0.234601, 0.684218, 1.0]], ['2, k, 12', [-0.104536, -0.329673, 1.0]], ['2, k, 13', [-0.184321, -0.665933, 1.0]], ['2, k, 14', [-0.176479, -0.959822, 1.0]], ['2, k, 15', [-0.167423, -0.82538, 1.0]], ['2, k, 16', [0.0409574, -0.335764, 1.0]], ['2, k, 17', [0.0931183, -0.677313, 1.0]], ['2, k, 18', [0.0875565, -0.976717, 1.0]], ['2, k, 19', [0.0699743, -0.842296, 1.0]], ['2, k, 20', [-0.0198373, 0.196857, 1.0]], ['2, k, 21', [-0.15738, 0.722583, 1.0]], ['2, k, 22', [-0.214281, 0.709171, 1.0]], ['2, k, 23', [0.219409, 0.742877, 1.0]], ['2, k, 24', [0.269466, 0.699505, 1.0]]]
[['2, k, 0', [-0.0324322, -0.337282, 1.0]], ['2, k, 1', [-0.0251918, -0.0306515, 1.0]], ['2, k, 2', [-0.0173224, 0.270457, 1.0]], ['2, k, 3', [-0.00536093, 0.419437, 1.0]], ['2, k, 4', [-0.177897, 0.228123, 1.0]], ['2, k, 5', [-0.268508, 0.401593, 1.0]], ['2, k, 6', [-0.204026, 0.634069, 1.0]], ['2, k, 7', [-0.187619, 0.704659, 1.0]], ['2, k, 8', [0.14471, 0.198311, 1.0]], ['2, k, 9', [0.243055, 0.406732, 1.0]], ['2, k, 10', [0.242393, 0.636916, 1.0]], ['2, k, 11', [0.234453, 0.695005, 1.0]], ['2, k, 12', [-0.104567, -0.329774, 1.0]], ['2, k, 13', [-0.184038, -0.666468, 1.0]], ['2, k, 14', [-0.17647, -0.960466, 1.0]], ['2, k, 15', [-0.16706, -0.826075, 1.0]], ['2, k, 16', [0.0404498, -0.338094, 1.0]], ['2, k, 17', [0.0935026, -0.678676, 1.0]], ['2, k, 18', [0.0865322, -0.977495, 1.0]], ['2, k, 19', [0.0706968, -0.844054, 1.0]], ['2, k, 20', [-0.0194342, 0.19566, 1.0]], ['2, k, 21', [-0.165587, 0.762317, 1.0]], ['2, k, 22', [-0.21399, 0.725087, 1.0]], ['2, k, 23', [0.207301, 0.759674, 1.0]], ['2, k, 24', [0.266572, 0.723768, 1.0]]]
[['2, k, 0', [-0.0321709, -0.331778, 1.0]], ['2, k, 1', [-0.025977, -0.0285391, 1.0]], ['2, k, 2', [-0.0196389, 0.269509, 1.0]], ['2, k, 3', [-0.00530809, 0.420175, 1.0]], ['2, k, 4', [-0.178225, 0.23096, 1.0]], ['2, k, 5', [-0.273873, 0.417261, 1.0]], ['2, k, 6', [-0.202171, 0.65424, 1.0]], ['2, k, 7', [-0.18571, 0.725826, 1.0]], ['2, k, 8', [0.146979, 0.208835, 1.0]], ['2, k, 9', [0.245111, 0.413244, 1.0]], ['2, k, 10', [0.240608, 0.654018, 1.0]], ['2, k, 11', [0.232824, 0.731048, 1.0]], ['2, k, 12', [-0.104269, -0.326338, 1.0]], ['2, k, 13', [-0.183065, -0.663378, 1.0]], ['2, k, 14', [-0.17601, -0.958183, 1.0]], ['2, k, 15', [-0.166774, -0.82357, 1.0]], ['2, k, 16', [0.0406411, -0.329615, 1.0]], ['2, k, 17', [0.0934457, -0.670516, 1.0]], ['2, k, 18', [0.0845893, -0.969043, 1.0]], ['2, k, 19', [0.0689222, -0.836539, 1.0]], ['2, k, 20', [-0.0212472, 0.195676, 1.0]], ['2, k, 21', [-0.151753, 0.774076, 1.0]], ['2, k, 22', [-0.21595, 0.74588, 1.0]], ['2, k, 23', [0.223518, 0.778955, 1.0]], ['2, k, 24', [0.271254, 0.727225, 1.0]]]
[['2, k, 0', [-0.0326849, -0.328617, 1.0]], ['2, k, 1', [-0.0261791, -0.0272957, 1.0]], ['2, k, 2', [-0.0196721, 0.269321, 1.0]], ['2, k, 3', [-0.00554015, 0.420038, 1.0]], ['2, k, 4', [-0.179805, 0.233997, 1.0]], ['2, k, 5', [-0.25296, 0.427378, 1.0]], ['2, k, 6', [-0.201131, 0.679001, 1.0]], ['2, k, 7', [-0.188649, 0.740021, 1.0]], ['2, k, 8', [0.14695, 0.212939, 1.0]], ['2, k, 9', [0.243575, 0.421196, 1.0]], ['2, k, 10', [0.239791, 0.663924, 1.0]], ['2, k, 11', [0.232136, 0.742119, 1.0]], ['2, k, 12', [-0.104044, -0.324155, 1.0]], ['2, k, 13', [-0.182446, -0.660757, 1.0]], ['2, k, 14', [-0.178003, -0.95472, 1.0]], ['2, k, 15', [-0.166807, -0.820978, 1.0]], ['2, k, 16', [0.0391189, -0.325435, 1.0]], ['2, k, 17', [0.0933235, -0.665805, 1.0]], ['2, k, 18', [0.0835761, -0.962818, 1.0]], ['2, k, 19', [0.0682609, -0.830954, 1.0]], ['2, k, 20', [-0.021319, 0.19589, 1.0]], ['2, k, 21', [-0.162301, 0.788675, 1.0]], ['2, k, 22', [-0.210191, 0.776713, 1.0]], ['2, k, 23', [0.219245, 0.794157, 1.0]], ['2, k, 24', [0.264208, 0.763284, 1.0]]]
[['2, k, 0', [-0.0331287, -0.32886, 1.0]], ['2, k, 1', [-0.0265604, -0.0280102, 1.0]], ['2, k, 2', [-0.0194056, 0.267575, 1.0]], ['2, k, 3', [-0.00692009, 0.415457, 1.0]], ['2, k, 4', [-0.180237, 0.232089, 1.0]], ['2, k, 5', [-0.253512, 0.476093, 1.0]], ['2, k, 6', [-0.20239, 0.688992, 1.0]], ['2, k, 7', [-0.188019, 0.754386, 1.0]], ['2, k, 8', [0.147083, 0.209217, 1.0]], ['2, k, 9', [0.244163, 0.425401, 1.0]], ['2, k, 10', [0.239933, 0.670505, 1.0]], ['2, k, 11', [0.230104, 0.757357, 1.0]], ['2, k, 12', [-0.104332, -0.324301, 1.0]], ['2, k, 13', [-0.182189, -0.660889, 1.0]], ['2, k, 14', [-0.178442, -0.954406, 1.0]], ['2, k, 15', [-0.166801, -0.820534, 1.0]], ['2, k, 16', [0.0385533, -0.325855, 1.0]], ['2, k, 17', [0.0941585, -0.665402, 1.0]], ['2, k, 18', [0.0823451, -0.962745, 1.0]], ['2, k, 19', [0.0654368, -0.829369, 1.0]], ['2, k, 20', [-0.0212577, 0.19445, 1.0]], ['2, k, 21', [-0.159387, 0.804656, 1.0]], ['2, k, 22', [-0.21407, 0.786891, 1.0]], ['2, k, 23', [0.207629, 0.807717, 1.0]], ['2, k, 24', [0.264687, 0.760795, 1.0]]]
[['2, k, 0', [-0.0325901, -0.327029, 1.0]], ['2, k, 1', [-0.0265439, -0.0265718, 1.0]], ['2, k, 2', [-0.0200346, 0.268324, 1.0]], ['2, k, 3', [-0.00658607, 0.416193, 1.0]], ['2, k, 4', [-0.182843, 0.238364, 1.0]], ['2, k, 5', [-0.257934, 0.437007, 1.0]], ['2, k, 6', [-0.203748, 0.701572, 1.0]], ['2, k, 7', [-0.193627, 0.769527, 1.0]], ['2, k, 8', [0.147694, 0.210395, 1.0]], ['2, k, 9', [0.243978, 0.430573, 1.0]], ['2, k, 10', [0.240698, 0.671093, 1.0]], ['2, k, 11', [0.226743, 0.759571, 1.0]], ['2, k, 12', [-0.103711, -0.322878, 1.0]], ['2, k, 13', [-0.18246, -0.659122, 1.0]], ['2, k, 14', [-0.176518, -0.953069, 1.0]], ['2, k, 15', [-0.166072, -0.819081, 1.0]], ['2, k, 16', [0.0390173, -0.323771, 1.0]], ['2, k, 17', [0.0945022, -0.663363, 1.0]], ['2, k, 18', [0.0792421, -0.959911, 1.0]], ['2, k, 19', [0.0642185, -0.82686, 1.0]], ['2, k, 20', [-0.0217243, 0.195375, 1.0]], ['2, k, 21', [-0.164428, 0.822244, 1.0]], ['2, k, 22', [-0.220916, 0.796228, 1.0]], ['2, k, 23', [0.206097, 0.81668, 1.0]], ['2, k, 24', [0.266047, 0.7623, 1.0]]]
[['2, k, 0', [-0.0327253, -0.326845, 1.0]], ['2, k, 1', [-0.0271182, -0.026004, 1.0]], ['2, k, 2', [-0.0212778, 0.269261, 1.0]], ['2, k, 3', [-0.00585627, 0.41538, 1.0]], ['2, k, 4', [-0.183125, 0.238451, 1.0]], ['2, k, 5', [-0.256882, 0.507597, 1.0]], ['2, k, 6', [-0.207215, 0.719936, 1.0]], ['2, k, 7', [-0.19728, 0.778973, 1.0]], ['2, k, 8', [0.147584, 0.209887, 1.0]], ['2, k, 9', [0.245075, 0.433776, 1.0]], ['2, k, 10', [0.238909, 0.692552, 1.0]], ['2, k, 11', [0.224953, 0.770568, 1.0]], ['2, k, 12', [-0.103756, -0.322687, 1.0]], ['2, k, 13', [-0.187641, -0.659448, 1.0]], ['2, k, 14', [-0.184401, -0.952332, 1.0]], ['2, k, 15', [-0.167948, -0.816635, 1.0]], ['2, k, 16', [0.0387914, -0.323638, 1.0]], ['2, k, 17', [0.0946283, -0.662636, 1.0]], ['2, k, 18', [0.0803464, -0.959324, 1.0]], ['2, k, 19', [0.064518, -0.826245, 1.0]], ['2, k, 20', [-0.0227776, 0.196225, 1.0]], ['2, k, 21', [-0.173025, 0.833685, 1.0]], ['2, k, 22', [-0.220158, 0.811432, 1.0]], ['2, k, 23', [0.203575, 0.830626, 1.0]], ['2, k, 24', [0.259917, 0.786681, 1.0]]]
[['2, k, 0', [-0.0330266, -0.324128, 1.0]], ['2, k, 1', [-0.027422, -0.0247262, 1.0]], ['2, k, 2', [-0.0217169, 0.26893, 1.0]], ['2, k, 3', [-0.00574308, 0.415456, 1.0]], ['2, k, 4', [-0.18437, 0.247941, 1.0]], ['2, k, 5', [-0.258336, 0.518707, 1.0]], ['2, k, 6', [-0.204582, 0.739118, 1.0]], ['2, k, 7', [-0.194776, 0.789882, 1.0]], ['2, k, 8', [0.149399, 0.216003, 1.0]], ['2, k, 9', [0.244071, 0.43447, 1.0]], ['2, k, 10', [0.237813, 0.694291, 1.0]], ['2, k, 11', [0.223642, 0.773757, 1.0]], ['2, k, 12', [-0.103717, -0.31956, 1.0]], ['2, k, 13', [-0.188507, -0.655712, 1.0]], ['2, k, 14', [-0.182576, -0.947464, 1.0]], ['2, k, 15', [-0.167042, -0.81195, 1.0]], ['2, k, 16', [0.0382723, -0.321322, 1.0]], ['2, k, 17', [0.0933354, -0.66014, 1.0]], ['2, k, 18', [0.080285, -0.956343, 1.0]], ['2, k, 19', [0.0652504, -0.823564, 1.0]], ['2, k, 20', [-0.0231665, 0.196362, 1.0]], ['2, k, 21', [-0.166129, 0.835429, 1.0]], ['2, k, 22', [-0.241982, 0.783554, 1.0]], ['2, k, 23', [0.20208, 0.835795, 1.0]], ['2, k, 24', [0.259223, 0.789928, 1.0]]]
[['2, k, 0', [-0.0322977, -0.322501, 1.0]], ['2, k, 1', [-0.0262262, -0.0249797, 1.0]], ['2, k, 2', [-0.0184459, 0.264561, 1.0]], ['2, k, 3', [-0.00573437, 0.416229, 1.0]], ['2, k, 4', [-0.186215, 0.253708, 1.0]], ['2, k, 5', [-0.256585, 0.529455, 1.0]], ['2, k, 6', [-0.207326, 0.749043, 1.0]], ['2, k, 7', [-0.198863, 0.798026, 1.0]], ['2, k, 8', [0.152029, 0.223151, 1.0]], ['2, k, 9', [0.243548, 0.450153, 1.0]], ['2, k, 10', [0.230186, 0.699771, 1.0]], ['2, k, 11', [0.211226, 0.776944, 1.0]], ['2, k, 12', [-0.103042, -0.318459, 1.0]], ['2, k, 13', [-0.191387, -0.652152, 1.0]], ['2, k, 14', [-0.183589, -0.942727, 1.0]], ['2, k, 15', [-0.1675, -0.81206, 1.0]], ['2, k, 16', [0.0391246, -0.319004, 1.0]], ['2, k, 17', [0.091525, -0.656273, 1.0]], ['2, k, 18', [0.0807352, -0.950983, 1.0]], ['2, k, 19', [0.0679341, -0.824184, 1.0]], ['2, k, 20', [-0.0205442, 0.193273, 1.0]], ['2, k, 21', [-0.175505, 0.849656, 1.0]], ['2, k, 22', [-0.232892, 0.813738, 1.0]], ['2, k, 23', [0.185442, 0.833706, 1.0]], ['2, k, 24', [0.244559, 0.799805, 1.0]]]
[['2, k, 0', [-0.0322526, -0.322447, 1.0]], ['2, k, 1', [-0.0254819, -0.0249089, 1.0]], ['2, k, 2', [-0.0170118, 0.265002, 1.0]], ['2, k, 3', [-0.00524416, 0.416638, 1.0]], ['2, k, 4', [-0.184701, 0.24996, 1.0]], ['2, k, 5', [-0.256422, 0.529688, 1.0]], ['2, k, 6', [-0.207469, 0.750038, 1.0]], ['2, k, 7', [-0.200095, 0.800244, 1.0]], ['2, k, 8', [0.153558, 0.228792, 1.0]], ['2, k, 9', [0.243547, 0.450468, 1.0]], ['2, k, 10', [0.227605, 0.699751, 1.0]], ['2, k, 11', [0.206333, 0.780762, 1.0]], ['2, k, 12', [-0.103022, -0.318426, 1.0]], ['2, k, 13', [-0.192368, -0.651385, 1.0]], ['2, k, 14', [-0.182547, -0.942176, 1.0]], ['2, k, 15', [-0.16685, -0.81114, 1.0]], ['2, k, 16', [0.0391771, -0.318984, 1.0]], ['2, k, 17', [0.0942211, -0.656199, 1.0]], ['2, k, 18', [0.0832114, -0.950644, 1.0]], ['2, k, 19', [0.0681283, -0.8231, 1.0]], ['2, k, 20', [-0.0192616, 0.193551, 1.0]], ['2, k, 21', [-0.179888, 0.84543, 1.0]], ['2, k, 22', [-0.234955, 0.805709, 1.0]], ['2, k, 23', [0.176201, 0.843857, 1.0]], ['2, k, 24', [0.239116, 0.79603, 1.0]]]
[['2, k, 0', [-0.0318753, -0.32211, 1.0]], ['2, k, 1', [-0.0247297, -0.0249815, 1.0]], ['2, k, 2', [-0.0163124, 0.264662, 1.0]], ['2, k, 3', [-0.00462509, 0.416818, 1.0]], ['2, k, 4', [-0.184358, 0.249011, 1.0]], ['2, k, 5', [-0.256287, 0.529641, 1.0]], ['2, k, 6', [-0.207143, 0.75047, 1.0]], ['2, k, 7', [-0.19928, 0.799142, 1.0]], ['2, k, 8', [0.154173, 0.231316, 1.0]], ['2, k, 9', [0.243326, 0.450378, 1.0]], ['2, k, 10', [0.224399, 0.701025, 1.0]], ['2, k, 11', [0.202543, 0.779386, 1.0]], ['2, k, 12', [-0.10272, -0.318282, 1.0]], ['2, k, 13', [-0.193278, -0.650421, 1.0]], ['2, k, 14', [-0.183562, -0.940846, 1.0]], ['2, k, 15', [-0.167029, -0.809834, 1.0]], ['2, k, 16', [0.0396005, -0.318537, 1.0]], ['2, k, 17', [0.0930228, -0.655697, 1.0]], ['2, k, 18', [0.0819034, -0.94865, 1.0]], ['2, k, 19', [0.0678552, -0.82111, 1.0]], ['2, k, 20', [-0.0185097, 0.19323, 1.0]], ['2, k, 21', [-0.182353, 0.846169, 1.0]], ['2, k, 22', [-0.235308, 0.807984, 1.0]], ['2, k, 23', [0.182206, 0.82808, 1.0]], ['2, k, 24', [0.235944, 0.796311, 1.0]]]
[['2, k, 0', [-0.0317678, -0.322096, 1.0]], ['2, k, 1', [-0.0245479, -0.0248293, 1.0]], ['2, k, 2', [-0.0161451, 0.265275, 1.0]], ['2, k, 3', [-0.00471442, 0.416872, 1.0]], ['2, k, 4', [-0.183094, 0.246277, 1.0]], ['2, k, 5', [-0.255731, 0.527442, 1.0]], ['2, k, 6', [-0.207275, 0.750405, 1.0]], ['2, k, 7', [-0.197702, 0.798908, 1.0]], ['2, k, 8', [0.15413, 0.232589, 1.0]], ['2, k, 9', [0.240792, 0.441713, 1.0]], ['2, k, 10', [0.220811, 0.702126, 1.0]], ['2, k, 11', [0.197366, 0.778959, 1.0]], ['2, k, 12', [-0.10267, -0.31827, 1.0]], ['2, k, 13', [-0.192799, -0.650072, 1.0]], ['2, k, 14', [-0.181868, -0.940552, 1.0]], ['2, k, 15', [-0.166479, -0.80936, 1.0]], ['2, k, 16', [0.0397489, -0.318559, 1.0]], ['2, k, 17', [0.0914819, -0.655213, 1.0]], ['2, k, 18', [0.0795768, -0.946727, 1.0]], ['2, k, 19', [0.0669364, -0.819819, 1.0]], ['2, k, 20', [-0.0183374, 0.193651, 1.0]], ['2, k, 21', [-0.181253, 0.845681, 1.0]], ['2, k, 22', [-0.237568, 0.797782, 1.0]], ['2, k, 23', [0.17633, 0.831878, 1.0]], ['2, k, 24', [0.233149, 0.78799, 1.0]]]
