[['2, k, 0', [-0.3862378, 0.0132187, 1.0]], ['2, k, 1', [-0.4083534, 0.3190156, 1.0]], ['2, k, 2', [-0.4267578, 0.613198, 1.0]], ['2, k, 3', [-0.4340899, 0.7451192, 1.0]], ['2, k, 4', [-0.5916142, 0.5008054, 1.0]], ['2, k, 5', [-0.6807894, 0.2816125, 1.0]], ['2, k, 6', [-0.712876, 0.08253676, 1.0]], ['2, k, 7', [-0.7046758, 0.005836233, 1.0]], ['2, k, 8', [-0.2381437, 0.5398116, 1.0]], ['2, k, 9', [-0.07664528, 0.3450318, 1.0]], ['2, k, 10', [0.08363557, 0.2106993, 1.0]], ['2, k, 11', [0.1505894, 0.150733, 1.0]], ['2, k, 12', [-0.4595175, 0.01180558, 1.0]], ['2, k, 13', [-0.4593029, -0.3557069, 1.0]], ['2, k, 14', [-0.473561, -0.6591592, 1.0]], ['2, k, 15', [-0.492016, -0.7275943, 1.0]], ['2, k, 16', [-0.300689, 0.01362923, 1.0]], ['2, k, 17', [-0.2653981, -0.3803467, 1.0]], ['2, k, 18', [-0.1972235, -0.6399236, 1.0]], ['2, k, 19', [-0.1662023, -0.7027251, 1.0]], ['2, k, 20', [-0.422751, 0.5412056, 1.0]], ['2, k, 21', [-0.6967811, -0.07626096, 1.0]], ['2, k, 22', [-0.6441124, -0.01029154, 1.0]], ['2, k, 23', [0.2045108, 0.09991357, 1.0]], ['2, k, 24', [0.1347357, 0.1579733, 1.0]]]
[['2, k, 0', [-0.379086, 0.01532228, 1.0]], ['2, k, 1', [-0.3928826, 0.319577, 1.0]], ['2, k, 2', [-0.4033173, 0.6127941, 1.0]], ['2, k, 3', [-0.3953181, 0.7442891, 1.0]], ['2, k, 4', [-0.5728498, 0.5200756, 1.0]], ['2, k, 5', [-0.7785962, 0.4779905, 1.0]], ['2, k, 6', [-0.9545119, 0.4802172, 1.0]], ['2, k, 7', [-1.034658, 0.5015053, 1.0]], ['2, k, 8', [-0.2182616, 0.5355527, 1.0]], ['2, k, 9', [-0.1043963, 0.348247, 1.0]], ['2, k, 10', [-0.04238821, 0.1627863, 1.0]], ['2, k, 11', [-0.03933097, 0.09609814, 1.0]], ['2, k, 12', [-0.452986, 0.01628729, 1.0]], ['2, k, 13', [-0.462092, -0.3521966, 1.0]], ['2, k, 14', [-0.4723296, -0.6584503, 1.0]], ['2, k, 15', [-0.4918786, -0.7275336, 1.0]], ['2, k, 16', [-0.2928789, 0.01379466, 1.0]], ['2, k, 17', [-0.2738035, -0.3740484, 1.0]], ['2, k, 18', [-0.1976403, -0.6406966, 1.0]], ['2, k, 19', [-0.1642076, -0.7045006, 1.0]], ['2, k, 20', [-0.4012018, 0.5410352, 1.0]], ['2, k, 21', [-1.099359, 0.5101097, 1.0]], ['2, k, 22', [-0.9946625, 0.530228, 1.0]], ['2, k, 23', [0.009193329, 0.04689651, 1.0]], ['2, k, 24', [-0.0859111, 0.110064, 1.0]]]
[['2, k, 0', [-0.3780789, 0.01639825, 1.0]], ['2, k, 1', [-0.391928, 0.3202439, 1.0]], ['2, k, 2', [-0.4025062, 0.6131707, 1.0]], ['2, k, 3', [-0.3949084, 0.7444208, 1.0]], ['2, k, 4', [-0.5715737, 0.5243878, 1.0]], ['2, k, 5', [-0.7787148, 0.4799151, 1.0]], ['2, k, 6', [-0.9632221, 0.5236351, 1.0]], ['2, k, 7', [-1.047321, 0.5547636, 1.0]], ['2, k, 8', [-0.2183602, 0.5362496, 1.0]], ['2, k, 9', [-0.1092817, 0.3470035, 1.0]], ['2, k, 10', [-0.06094234, 0.1572371, 1.0]], ['2, k, 11', [-0.06612855, 0.09058758, 1.0]], ['2, k, 12', [-0.4518381, 0.01752796, 1.0]], ['2, k, 13', [-0.4613046, -0.3515587, 1.0]], ['2, k, 14', [-0.4718505, -0.6579537, 1.0]], ['2, k, 15', [-0.4909523, -0.7274494, 1.0]], ['2, k, 16', [-0.2920948, 0.01468208, 1.0]], ['2, k, 17', [-0.2768495, -0.3733589, 1.0]], ['2, k, 18', [-0.1979245, -0.6399506, 1.0]], ['2, k, 19', [-0.1625974, -0.7056226, 1.0]], ['2, k, 20', [-0.4003506, 0.5414792, 1.0]], ['2, k, 21', [-1.119187, 0.5733131, 1.0]], ['2, k, 22', [-1.010828, 0.5814359, 1.0]], ['2, k, 23', [-0.03619851, 0.03044285, 1.0]], ['2, k, 24', [-0.1121695, 0.1075982, 1.0]]]
[['2, k, 0', [-0.3777411, 0.01793604, 1.0]], ['2, k, 1', [-0.3913542, 0.321019, 1.0]], ['2, k, 2', [-0.4018176, 0.6134928, 1.0]], ['2, k, 3', [-0.3947296, 0.7444224, 1.0]], ['2, k, 4', [-0.5709769, 0.5271663, 1.0]], ['2, k, 5', [-0.7951491, 0.5347291, 1.0]], ['2, k, 6', [-0.9842229, 0.5807766, 1.0]], ['2, k, 7', [-1.057047, 0.6090493, 1.0]], ['2, k, 8', [-0.218684, 0.5377607, 1.0]], ['2, k, 9', [-0.1123446, 0.3469431, 1.0]], ['2, k, 10', [-0.07649764, 0.1524585, 1.0]], ['2, k, 11', [-0.09328087, 0.08763663, 1.0]], ['2, k, 12', [-0.4516048, 0.01900338, 1.0]], ['2, k, 13', [-0.4612897, -0.3515886, 1.0]], ['2, k, 14', [-0.4717405, -0.6580858, 1.0]], ['2, k, 15', [-0.4906735, -0.7272113, 1.0]], ['2, k, 16', [-0.2916986, 0.0162536, 1.0]], ['2, k, 17', [-0.2776561, -0.3729527, 1.0]], ['2, k, 18', [-0.1980138, -0.639358, 1.0]], ['2, k, 19', [-0.1625518, -0.7055594, 1.0]], ['2, k, 20', [-0.3996901, 0.5418986, 1.0]], ['2, k, 21', [-1.136503, 0.6341713, 1.0]], ['2, k, 22', [-1.022575, 0.646041, 1.0]], ['2, k, 23', [-0.08061867, 0.0267842, 1.0]], ['2, k, 24', [-0.1491169, 0.1035566, 1.0]]]
[['2, k, 0', [-0.3769467, 0.01994541, 1.0]], ['2, k, 1', [-0.3905262, 0.3223827, 1.0]], ['2, k, 2', [-0.4010627, 0.6143028, 1.0]], ['2, k, 3', [-0.3945931, 0.7444988, 1.0]], ['2, k, 4', [-0.5711493, 0.5315801, 1.0]], ['2, k, 5', [-0.7956283, 0.5466052, 1.0]], ['2, k, 6', [-0.9850267, 0.6226173, 1.0]], ['2, k, 7', [-1.058417, 0.6612329, 1.0]], ['2, k, 8', [-0.2190957, 0.540453, 1.0]], ['2, k, 9', [-0.1144607, 0.3486058, 1.0]], ['2, k, 10', [-0.0959926, 0.1491728, 1.0]], ['2, k, 11', [-0.1267664, 0.0913363, 1.0]], ['2, k, 12', [-0.4508459, 0.02127655, 1.0]], ['2, k, 13', [-0.4599089, -0.3519343, 1.0]], ['2, k, 14', [-0.4716153, -0.6578462, 1.0]], ['2, k, 15', [-0.4902289, -0.7271915, 1.0]], ['2, k, 16', [-0.2909371, 0.01796532, 1.0]], ['2, k, 17', [-0.275916, -0.3715483, 1.0]], ['2, k, 18', [-0.1980115, -0.6381543, 1.0]], ['2, k, 19', [-0.1625639, -0.7054185, 1.0]], ['2, k, 20', [-0.3989097, 0.5428401, 1.0]], ['2, k, 21', [-1.138499, 0.6915556, 1.0]], ['2, k, 22', [-1.032002, 0.6996271, 1.0]], ['2, k, 23', [-0.1237544, 0.0321333, 1.0]], ['2, k, 24', [-0.181893, 0.1140031, 1.0]]]
[['2, k, 0', [-0.3768023, 0.0218051, 1.0]], ['2, k, 1', [-0.3900911, 0.3237382, 1.0]], ['2, k, 2', [-0.4004109, 0.6152038, 1.0]], ['2, k, 3', [-0.3944676, 0.7447758, 1.0]], ['2, k, 4', [-0.5711267, 0.5356373, 1.0]], ['2, k, 5', [-0.7865256, 0.5613026, 1.0]], ['2, k, 6', [-0.9555982, 0.6537148, 1.0]], ['2, k, 7', [-1.05402, 0.7097498, 1.0]], ['2, k, 8', [-0.2194735, 0.5422451, 1.0]], ['2, k, 9', [-0.1166308, 0.3508465, 1.0]], ['2, k, 10', [-0.1172798, 0.1530654, 1.0]], ['2, k, 11', [-0.1699985, 0.08889518, 1.0]], ['2, k, 12', [-0.4504378, 0.02373498, 1.0]], ['2, k, 13', [-0.4591052, -0.3524414, 1.0]], ['2, k, 14', [-0.4720006, -0.6581801, 1.0]], ['2, k, 15', [-0.4904599, -0.7275351, 1.0]], ['2, k, 16', [-0.2910273, 0.01928265, 1.0]], ['2, k, 17', [-0.2748078, -0.3707694, 1.0]], ['2, k, 18', [-0.1772823, -0.6703444, 1.0]], ['2, k, 19', [-0.1561821, -0.7287066, 1.0]], ['2, k, 20', [-0.3983078, 0.5438547, 1.0]], ['2, k, 21', [-1.139438, 0.7510399, 1.0]], ['2, k, 22', [-1.023957, 0.740099, 1.0]], ['2, k, 23', [-0.1546602, 0.04347977, 1.0]], ['2, k, 24', [-0.2094559, 0.03495104, 1.0]]]
[['2, k, 0', [-0.3767737, 0.02583091, 1.0]], ['2, k, 1', [-0.3904903, 0.3265902, 1.0]], ['2, k, 2', [-0.4011336, 0.6170217, 1.0]], ['2, k, 3', [-0.3943867, 0.7450149, 1.0]], ['2, k, 4', [-0.571946, 0.5411605, 1.0]], ['2, k, 5', [-0.7805405, 0.581471, 1.0]], ['2, k, 6', [-0.9555896, 0.688123, 1.0]], ['2, k, 7', [-1.039467, 0.7527497, 1.0]], ['2, k, 8', [-0.2195906, 0.5440074, 1.0]], ['2, k, 9', [-0.1196577, 0.3523776, 1.0]], ['2, k, 10', [-0.1506426, 0.1343569, 1.0]], ['2, k, 11', [-0.1906604, 0.08860966, 1.0]], ['2, k, 12', [-0.4503265, 0.02752504, 1.0]], ['2, k, 13', [-0.4589691, -0.3521591, 1.0]], ['2, k, 14', [-0.4719548, -0.6581134, 1.0]], ['2, k, 15', [-0.4900565, -0.7271612, 1.0]], ['2, k, 16', [-0.2911309, 0.02336367, 1.0]], ['2, k, 17', [-0.2730871, -0.3709615, 1.0]], ['2, k, 18', [-0.1700986, -0.703959, 1.0]], ['2, k, 19', [-0.1483852, -0.7423466, 1.0]], ['2, k, 20', [-0.3989614, 0.5459162, 1.0]], ['2, k, 21', [-1.117868, 0.7983204, 1.0]], ['2, k, 22', [-1.004551, 0.7841477, 1.0]], ['2, k, 23', [-0.1952991, 0.02951257, 1.0]], ['2, k, 24', [-0.233499, 0.1360032, 1.0]]]
[['2, k, 0', [-0.3761246, 0.02809327, 1.0]], ['2, k, 1', [-0.3900862, 0.3281239, 1.0]], ['2, k, 2', [-0.4009719, 0.6178708, 1.0]], ['2, k, 3', [-0.3946751, 0.7453141, 1.0]], ['2, k, 4', [-0.5729129, 0.5482054, 1.0]], ['2, k, 5', [-0.7940351, 0.6378071, 1.0]], ['2, k, 6', [-0.9635664, 0.7468545, 1.0]], ['2, k, 7', [-1.028669, 0.7913224, 1.0]], ['2, k, 8', [-0.2200709, 0.5449187, 1.0]], ['2, k, 9', [-0.1218266, 0.3571591, 1.0]], ['2, k, 10', [-0.1538948, 0.1364251, 1.0]], ['2, k, 11', [-0.2015982, 0.09515931, 1.0]], ['2, k, 12', [-0.4496195, 0.02983694, 1.0]], ['2, k, 13', [-0.4591761, -0.3514273, 1.0]], ['2, k, 14', [-0.4721686, -0.6580375, 1.0]], ['2, k, 15', [-0.4899206, -0.7271081, 1.0]], ['2, k, 16', [-0.2905811, 0.02550106, 1.0]], ['2, k, 17', [-0.2724746, -0.3703488, 1.0]], ['2, k, 18', [-0.1695009, -0.705895, 1.0]], ['2, k, 19', [-0.1535466, -0.7330229, 1.0]], ['2, k, 20', [-0.3987426, 0.5469286, 1.0]], ['2, k, 21', [-1.10306, 0.8441618, 1.0]], ['2, k, 22', [-0.9826203, 0.8073182, 1.0]], ['2, k, 23', [-0.2096316, 0.03849633, 1.0]], ['2, k, 24', [-0.2428631, 0.1410161, 1.0]]]
[['2, k, 0', [-0.3753948, 0.03099135, 1.0]], ['2, k, 1', [-0.3902698, 0.3305505, 1.0]], ['2, k, 2', [-0.4021116, 0.6199223, 1.0]], ['2, k, 3', [-0.3951412, 0.7453965, 1.0]], ['2, k, 4', [-0.5755464, 0.5546156, 1.0]], ['2, k, 5', [-0.7966854, 0.6601534, 1.0]], ['2, k, 6', [-0.9533579, 0.7711676, 1.0]], ['2, k, 7', [-0.9993122, 0.8182641, 1.0]], ['2, k, 8', [-0.2207125, 0.5467828, 1.0]], ['2, k, 9', [-0.1229969, 0.3615385, 1.0]], ['2, k, 10', [-0.1568349, 0.1387602, 1.0]], ['2, k, 11', [-0.2082863, 0.1001396, 1.0]], ['2, k, 12', [-0.4489593, 0.03269432, 1.0]], ['2, k, 13', [-0.4590351, -0.3508746, 1.0]], ['2, k, 14', [-0.4723087, -0.6579915, 1.0]], ['2, k, 15', [-0.4902017, -0.7272516, 1.0]], ['2, k, 16', [-0.289818, 0.02834318, 1.0]], ['2, k, 17', [-0.2718479, -0.3689063, 1.0]], ['2, k, 18', [-0.1982473, -0.652817, 1.0]], ['2, k, 19', [-0.1620268, -0.707809, 1.0]], ['2, k, 20', [-0.3996273, 0.5490725, 1.0]], ['2, k, 21', [-1.073053, 0.8763696, 1.0]], ['2, k, 22', [-0.9787152, 0.8529695, 1.0]], ['2, k, 23', [-0.2249637, -0.0002512309, 1.0]], ['2, k, 24', [-0.2496116, 0.122774, 1.0]]]
[['2, k, 0', [-0.374982, 0.03258824, 1.0]], ['2, k, 1', [-0.3903334, 0.3316647, 1.0]], ['2, k, 2', [-0.4027357, 0.6207455, 1.0]], ['2, k, 3', [-0.395965, 0.7459377, 1.0]], ['2, k, 4', [-0.5766934, 0.5586202, 1.0]], ['2, k, 5', [-0.7945113, 0.6833336, 1.0]], ['2, k, 6', [-0.9403021, 0.8076522, 1.0]], ['2, k, 7', [-0.9691252, 0.8348205, 1.0]], ['2, k, 8', [-0.2215618, 0.5479094, 1.0]], ['2, k, 9', [-0.1235878, 0.36144, 1.0]], ['2, k, 10', [-0.1489577, 0.1532322, 1.0]], ['2, k, 11', [-0.2005828, 0.0998951, 1.0]], ['2, k, 12', [-0.4485697, 0.03422637, 1.0]], ['2, k, 13', [-0.4591423, -0.3503135, 1.0]], ['2, k, 14', [-0.4723272, -0.6579643, 1.0]], ['2, k, 15', [-0.4904815, -0.7274715, 1.0]], ['2, k, 16', [-0.289408, 0.02994776, 1.0]], ['2, k, 17', [-0.2716182, -0.3685632, 1.0]], ['2, k, 18', [-0.1974513, -0.6528798, 1.0]], ['2, k, 19', [-0.162798, -0.7083154, 1.0]], ['2, k, 20', [-0.4000865, 0.5499751, 1.0]], ['2, k, 21', [-1.041302, 0.8974019, 1.0]], ['2, k, 22', [-0.9587934, 0.870513, 1.0]], ['2, k, 23', [-0.217116, 0.001587751, 1.0]], ['2, k, 24', [-0.2400109, 0.1407629, 1.0]]]
[['2, k, 0', [-0.3752438, 0.03433959, 1.0]], ['2, k, 1', [-0.3906258, 0.3325042, 1.0]], ['2, k, 2', [-0.4031579, 0.6210318, 1.0]], ['2, k, 3', [-0.3968152, 0.7461192, 1.0]], ['2, k, 4', [-0.5783407, 0.5632383, 1.0]], ['2, k, 5', [-0.7859747, 0.6918757, 1.0]], ['2, k, 6', [-0.9259765, 0.8233709, 1.0]], ['2, k, 7', [-0.9512788, 0.8583024, 1.0]], ['2, k, 8', [-0.2222997, 0.5490501, 1.0]], ['2, k, 9', [-0.1236903, 0.3614908, 1.0]], ['2, k, 10', [-0.1541241, 0.1550433, 1.0]], ['2, k, 11', [-0.2041776, 0.09853022, 1.0]], ['2, k, 12', [-0.4489563, 0.03618767, 1.0]], ['2, k, 13', [-0.4589661, -0.3495854, 1.0]], ['2, k, 14', [-0.4725206, -0.6577284, 1.0]], ['2, k, 15', [-0.4901814, -0.7274246, 1.0]], ['2, k, 16', [-0.2895663, 0.03146223, 1.0]], ['2, k, 17', [-0.2714874, -0.3685343, 1.0]], ['2, k, 18', [-0.2066456, -0.6473442, 1.0]], ['2, k, 19', [-0.1652455, -0.7031847, 1.0]], ['2, k, 20', [-0.4004643, 0.550396, 1.0]], ['2, k, 21', [-0.9883738, 0.8925444, 1.0]], ['2, k, 22', [-0.9274679, 0.8744107, 1.0]], ['2, k, 23', [-0.2241865, 0.0005828438, 1.0]], ['2, k, 24', [-0.2449805, 0.1473888, 1.0]]]
[['2, k, 0', [-0.3754534, 0.03602036, 1.0]], ['2, k, 1', [-0.3907325, 0.3333386, 1.0]], ['2, k, 2', [-0.4032103, 0.6212904, 1.0]], ['2, k, 3', [-0.3975433, 0.7463934, 1.0]], ['2, k, 4', [-0.5794298, 0.5676371, 1.0]], ['2, k, 5', [-0.7737873, 0.7055548, 1.0]], ['2, k, 6', [-0.9110246, 0.8395128, 1.0]], ['2, k, 7', [-0.932597, 0.8794785, 1.0]], ['2, k, 8', [-0.2256281, 0.550899, 1.0]], ['2, k, 9', [-0.1226671, 0.3622003, 1.0]], ['2, k, 10', [-0.1547649, 0.1561521, 1.0]], ['2, k, 11', [-0.2019901, 0.1016018, 1.0]], ['2, k, 12', [-0.4492295, 0.03766347, 1.0]], ['2, k, 13', [-0.4592471, -0.3482205, 1.0]], ['2, k, 14', [-0.472415, -0.6577858, 1.0]], ['2, k, 15', [-0.490096, -0.7272996, 1.0]], ['2, k, 16', [-0.2897061, 0.03329849, 1.0]], ['2, k, 17', [-0.2709857, -0.3684394, 1.0]], ['2, k, 18', [-0.2077124, -0.6413423, 1.0]], ['2, k, 19', [-0.1645822, -0.7030558, 1.0]], ['2, k, 20', [-0.4005309, 0.5507779, 1.0]], ['2, k, 21', [-0.9888141, 0.925065, 1.0]], ['2, k, 22', [-0.9385344, 0.8596389, 1.0]], ['2, k, 23', [-0.2240613, 0.005753077, 1.0]], ['2, k, 24', [-0.2444855, 0.1556079, 1.0]]]
[['2, k, 0', [-0.3758068, 0.03750514, 1.0]], ['2, k, 1', [-0.3910252, 0.3340613, 1.0]], ['2, k, 2', [-0.4034763, 0.6214813, 1.0]], ['2, k, 3', [-0.3982357, 0.7467141, 1.0]], ['2, k, 4', [-0.5801358, 0.5702552, 1.0]], ['2, k, 5', [-0.7612618, 0.7127951, 1.0]], ['2, k, 6', [-0.8942573, 0.850403, 1.0]], ['2, k, 7', [-0.8917445, 0.8626493, 1.0]], ['2, k, 8', [-0.2275498, 0.5520822, 1.0]], ['2, k, 9', [-0.1213648, 0.3636101, 1.0]], ['2, k, 10', [-0.1430443, 0.1566126, 1.0]], ['2, k, 11', [-0.1958556, 0.1087652, 1.0]], ['2, k, 12', [-0.4494483, 0.03931163, 1.0]], ['2, k, 13', [-0.460195, -0.3459152, 1.0]], ['2, k, 14', [-0.4721452, -0.6578186, 1.0]], ['2, k, 15', [-0.4899898, -0.7270206, 1.0]], ['2, k, 16', [-0.2901806, 0.03460095, 1.0]], ['2, k, 17', [-0.2702259, -0.3690426, 1.0]], ['2, k, 18', [-0.2054044, -0.6491148, 1.0]], ['2, k, 19', [-0.1645935, -0.7034904, 1.0]], ['2, k, 20', [-0.4007949, 0.5510759, 1.0]], ['2, k, 21', [-0.9406158, 0.92276, 1.0]], ['2, k, 22', [-0.9278293, 0.8943982, 1.0]], ['2, k, 23', [-0.2181582, 0.006954501, 1.0]], ['2, k, 24', [-0.236851, 0.1576011, 1.0]]]
[['2, k, 0', [-0.3761806, 0.03897429, 1.0]], ['2, k, 1', [-0.3913749, 0.3350446, 1.0]], ['2, k, 2', [-0.4037722, 0.6218998, 1.0]], ['2, k, 3', [-0.3989363, 0.7469749, 1.0]], ['2, k, 4', [-0.5803403, 0.5732092, 1.0]], ['2, k, 5', [-0.7530092, 0.716976, 1.0]], ['2, k, 6', [-0.8822585, 0.8565683, 1.0]], ['2, k, 7', [-0.8832045, 0.8777308, 1.0]], ['2, k, 8', [-0.2273803, 0.552482, 1.0]], ['2, k, 9', [-0.1177832, 0.3651803, 1.0]], ['2, k, 10', [-0.1501189, 0.1588768, 1.0]], ['2, k, 11', [-0.1972429, 0.1083276, 1.0]], ['2, k, 12', [-0.4497871, 0.04097198, 1.0]], ['2, k, 13', [-0.4602796, -0.3454414, 1.0]], ['2, k, 14', [-0.4722415, -0.657933, 1.0]], ['2, k, 15', [-0.4899833, -0.7270083, 1.0]], ['2, k, 16', [-0.2905842, 0.03585774, 1.0]], ['2, k, 17', [-0.2701251, -0.3690553, 1.0]], ['2, k, 18', [-0.203468, -0.6492558, 1.0]], ['2, k, 19', [-0.1631177, -0.703837, 1.0]], ['2, k, 20', [-0.4011075, 0.5516232, 1.0]], ['2, k, 21', [-0.9645875, 0.9748352, 1.0]], ['2, k, 22', [-0.8875746, 0.8824161, 1.0]], ['2, k, 23', [-0.2231604, 0.01118869, 1.0]], ['2, k, 24', [-0.2407019, 0.1649468, 1.0]]]
[['2, k, 0', [-0.376504, 0.04052266, 1.0]], ['2, k, 1', [-0.391697, 0.3358595, 1.0]], ['2, k, 2', [-0.4041147, 0.6221168, 1.0]], ['2, k, 3', [-0.399661, 0.7472842, 1.0]], ['2, k, 4', [-0.5803723, 0.5756974, 1.0]], ['2, k, 5', [-0.7458922, 0.7236611, 1.0]], ['2, k, 6', [-0.8710183, 0.8651911, 1.0]], ['2, k, 7', [-0.8639056, 0.8758935, 1.0]], ['2, k, 8', [-0.2288338, 0.5531487, 1.0]], ['2, k, 9', [-0.1116085, 0.370132, 1.0]], ['2, k, 10', [-0.1405129, 0.1670376, 1.0]], ['2, k, 11', [-0.1911868, 0.1182133, 1.0]], ['2, k, 12', [-0.4499904, 0.04241148, 1.0]], ['2, k, 13', [-0.4604314, -0.3448732, 1.0]], ['2, k, 14', [-0.4720723, -0.6576611, 1.0]], ['2, k, 15', [-0.4896296, -0.7268363, 1.0]], ['2, k, 16', [-0.2910483, 0.03751876, 1.0]], ['2, k, 17', [-0.2696935, -0.3691421, 1.0]], ['2, k, 18', [-0.1978391, -0.6555638, 1.0]], ['2, k, 19', [-0.1603029, -0.7093837, 1.0]], ['2, k, 20', [-0.4014393, 0.5519773, 1.0]], ['2, k, 21', [-0.9135073, 0.9571596, 1.0]], ['2, k, 22', [-0.8936467, 0.9145133, 1.0]], ['2, k, 23', [-0.2120937, 0.01983039, 1.0]], ['2, k, 24', [-0.2358555, 0.1638826, 1.0]]]
[['2, k, 0', [-0.3765649, 0.0409553, 1.0]], ['2, k, 1', [-0.3918108, 0.3361628, 1.0]], ['2, k, 2', [-0.4042788, 0.6222053, 1.0]], ['2, k, 3', [-0.4005736, 0.7476901, 1.0]], ['2, k, 4', [-0.5804191, 0.5759832, 1.0]], ['2, k, 5', [-0.7421101, 0.7293337, 1.0]], ['2, k, 6', [-0.8613523, 0.875008, 1.0]], ['2, k, 7', [-0.8579884, 0.8858567, 1.0]], ['2, k, 8', [-0.2297499, 0.5535571, 1.0]], ['2, k, 9', [-0.1109114, 0.383291, 1.0]], ['2, k, 10', [-0.1388014, 0.1765963, 1.0]], ['2, k, 11', [-0.186472, 0.1263243, 1.0]], ['2, k, 12', [-0.4500754, 0.0429391, 1.0]], ['2, k, 13', [-0.4608217, -0.3438599, 1.0]], ['2, k, 14', [-0.4719731, -0.6576903, 1.0]], ['2, k, 15', [-0.4896767, -0.7267939, 1.0]], ['2, k, 16', [-0.2910944, 0.03789696, 1.0]], ['2, k, 17', [-0.2692375, -0.3691367, 1.0]], ['2, k, 18', [-0.1976838, -0.6570864, 1.0]], ['2, k, 19', [-0.1599751, -0.7105098, 1.0]], ['2, k, 20', [-0.4015915, 0.5521252, 1.0]], ['2, k, 21', [-0.9181545, 0.9518481, 1.0]], ['2, k, 22', [-0.8703215, 0.9224861, 1.0]], ['2, k, 23', [-0.2092487, 0.0297097, 1.0]], ['2, k, 24', [-0.2308761, 0.1761569, 1.0]]]
[['2, k, 0', [-0.3771996, 0.04203194, 1.0]], ['2, k, 1', [-0.3920712, 0.3367355, 1.0]], ['2, k, 2', [-0.4043125, 0.622324, 1.0]], ['2, k, 3', [-0.4011401, 0.7482067, 1.0]], ['2, k, 4', [-0.580433, 0.5846318, 1.0]], ['2, k, 5', [-0.7383442, 0.7321992, 1.0]], ['2, k, 6', [-0.8562525, 0.8783926, 1.0]], ['2, k, 7', [-0.838686, 0.8774042, 1.0]], ['2, k, 8', [-0.2303224, 0.5537664, 1.0]], ['2, k, 9', [-0.109616, 0.380269, 1.0]], ['2, k, 10', [-0.1354951, 0.1730867, 1.0]], ['2, k, 11', [-0.1857176, 0.1250396, 1.0]], ['2, k, 12', [-0.4505787, 0.04435702, 1.0]], ['2, k, 13', [-0.4608362, -0.3438467, 1.0]], ['2, k, 14', [-0.4719087, -0.6572972, 1.0]], ['2, k, 15', [-0.4902682, -0.727268, 1.0]], ['2, k, 16', [-0.2918654, 0.03869305, 1.0]], ['2, k, 17', [-0.2678898, -0.3690472, 1.0]], ['2, k, 18', [-0.1974326, -0.6576822, 1.0]], ['2, k, 19', [-0.1599753, -0.7110883, 1.0]], ['2, k, 20', [-0.4016664, 0.5523306, 1.0]], ['2, k, 21', [-0.8841985, 0.968538, 1.0]], ['2, k, 22', [-0.8544055, 0.8803026, 1.0]], ['2, k, 23', [-0.2058666, 0.02415957, 1.0]], ['2, k, 24', [-0.2323912, 0.1682178, 1.0]]]
[['2, k, 0', [-0.3773848, 0.04227551, 1.0]], ['2, k, 1', [-0.3928209, 0.3367065, 1.0]], ['2, k, 2', [-0.4066583, 0.6211916, 1.0]], ['2, k, 3', [-0.4019572, 0.7487936, 1.0]], ['2, k, 4', [-0.580272, 0.5842128, 1.0]], ['2, k, 5', [-0.7361115, 0.7359542, 1.0]], ['2, k, 6', [-0.8481831, 0.884818, 1.0]], ['2, k, 7', [-0.8339826, 0.8846058, 1.0]], ['2, k, 8', [-0.2312752, 0.5538785, 1.0]], ['2, k, 9', [-0.1095414, 0.3842428, 1.0]], ['2, k, 10', [-0.1357466, 0.1761577, 1.0]], ['2, k, 11', [-0.1856403, 0.127763, 1.0]], ['2, k, 12', [-0.4506844, 0.04450391, 1.0]], ['2, k, 13', [-0.4608754, -0.3439244, 1.0]], ['2, k, 14', [-0.4717381, -0.6574315, 1.0]], ['2, k, 15', [-0.4901603, -0.7272171, 1.0]], ['2, k, 16', [-0.2921391, 0.03901075, 1.0]], ['2, k, 17', [-0.2677811, -0.3689989, 1.0]], ['2, k, 18', [-0.1974379, -0.6577252, 1.0]], ['2, k, 19', [-0.1599845, -0.7112731, 1.0]], ['2, k, 20', [-0.4035226, 0.5516071, 1.0]], ['2, k, 21', [-0.8733213, 0.9590176, 1.0]], ['2, k, 22', [-0.8446323, 0.9154499, 1.0]], ['2, k, 23', [-0.2064249, 0.02907726, 1.0]], ['2, k, 24', [-0.231377, 0.1717825, 1.0]]]
