[['2, k, 0', [-0.326227, -0.365823, 1.0]], ['2, k, 1', [-0.345657, -0.0867824, 1.0]], ['2, k, 2', [-0.362411, 0.186604, 1.0]], ['2, k, 3', [-0.382635, 0.274465, 1.0]], ['2, k, 4', [-0.51731, 0.0644765, 1.0]], ['2, k, 5', [-0.631513, -0.0381354, 1.0]], ['2, k, 6', [-0.527832, 0.13169, 1.0]], ['2, k, 7', [-0.488692, 0.193963, 1.0]], ['2, k, 8', [-0.218352, 0.126217, 1.0]], ['2, k, 9', [-0.109218, 0.0303111, 1.0]], ['2, k, 10', [-0.103508, -0.1233, 1.0]], ['2, k, 11', [-0.148788, -0.156034, 1.0]], ['2, k, 12', [-0.389773, -0.374824, 1.0]], ['2, k, 13', [-0.442924, -0.649158, 1.0]], ['2, k, 14', [-0.456708, -1.00782, 1.0]], ['2, k, 15', [-0.463135, -1.08887, 1.0]], ['2, k, 16', [-0.253738, -0.346809, 1.0]], ['2, k, 17', [-0.202467, -0.56855, 1.0]], ['2, k, 18', [-0.189714, -0.97539, 1.0]], ['2, k, 19', [-0.172756, -1.02224, 1.0]], ['2, k, 20', [-0.358685, 0.119136, 1.0]], ['2, k, 21', [-0.458791, 0.260538, 1.0]], ['2, k, 22', [-0.434031, 0.223412, 1.0]], ['2, k, 23', [-0.140863, -0.24178, 1.0]], ['2, k, 24', [-0.16582, -0.17648, 1.0]]]
[['2, k, 0', [-0.309992, -0.335856, 1.0]], ['2, k, 1', [-0.322515, -0.0633301, 1.0]], ['2, k, 2', [-0.32908, 0.205946, 1.0]], ['2, k, 3', [-0.317869, 0.313802, 1.0]], ['2, k, 4', [-0.472502, 0.119847, 1.0]], ['2, k, 5', [-0.599834, 0.0159134, 1.0]], ['2, k, 6', [-0.384316, 0.00856746, 1.0]], ['2, k, 7', [0.00836881, 0.0460113, 1.0]], ['2, k, 8', [-0.183302, 0.133064, 1.0]], ['2, k, 9', [-0.104715, -0.0501708, 1.0]], ['2, k, 10', [-0.0949165, -0.207652, 1.0]], ['2, k, 11', [-0.126919, -0.245718, 1.0]], ['2, k, 12', [-0.373948, -0.339877, 1.0]], ['2, k, 13', [-0.413882, -0.700159, 1.0]], ['2, k, 14', [-0.463486, -1.05887, 1.0]], ['2, k, 15', [-0.468502, -1.10507, 1.0]], ['2, k, 16', [-0.237438, -0.322977, 1.0]], ['2, k, 17', [-0.185265, -0.652054, 1.0]], ['2, k, 18', [-0.189821, -0.960789, 1.0]], ['2, k, 19', [-0.158495, -1.03774, 1.0]], ['2, k, 20', [-0.32802, 0.139434, 1.0]], ['2, k, 21', [0.0505332, 0.0635859, 1.0]], ['2, k, 22', [0.0136831, -0.0138594, 1.0]], ['2, k, 23', [-0.119799, -0.316384, 1.0]], ['2, k, 24', [-0.147798, -0.264982, 1.0]]]
[['2, k, 0', [-0.30749, -0.337194, 1.0]], ['2, k, 1', [-0.316179, -0.0641482, 1.0]], ['2, k, 2', [-0.320551, 0.20545, 1.0]], ['2, k, 3', [-0.313031, 0.313047, 1.0]], ['2, k, 4', [-0.470935, 0.119597, 1.0]], ['2, k, 5', [-0.6271, 0.0202774, 1.0]], ['2, k, 6', [-0.400926, 0.0104418, 1.0]], ['2, k, 7', [-0.35347, 0.0721781, 1.0]], ['2, k, 8', [-0.178897, 0.133438, 1.0]], ['2, k, 9', [-0.103891, -0.0571223, 1.0]], ['2, k, 10', [0.0237267, 0.0208959, 1.0]], ['2, k, 11', [0.0151526, 0.0606085, 1.0]], ['2, k, 12', [-0.371308, -0.340668, 1.0]], ['2, k, 13', [-0.413392, -0.702684, 1.0]], ['2, k, 14', [-0.465502, -1.06155, 1.0]], ['2, k, 15', [-0.468607, -1.10627, 1.0]], ['2, k, 16', [-0.235195, -0.324871, 1.0]], ['2, k, 17', [-0.18366, -0.654211, 1.0]], ['2, k, 18', [-0.188317, -0.964159, 1.0]], ['2, k, 19', [-0.15744, -1.0408, 1.0]], ['2, k, 20', [-0.319722, 0.138849, 1.0]], ['2, k, 21', [-0.309871, 0.0896486, 1.0]], ['2, k, 22', [-0.344582, 0.0117494, 1.0]], ['2, k, 23', [0.0371241, 0.0990162, 1.0]], ['2, k, 24', [0.046217, 0.0347353, 1.0]]]
[['2, k, 0', [-0.306057, -0.337234, 1.0]], ['2, k, 1', [-0.312909, -0.0627417, 1.0]], ['2, k, 2', [-0.315787, 0.208363, 1.0]], ['2, k, 3', [-0.306976, 0.317525, 1.0]], ['2, k, 4', [-0.470231, 0.120758, 1.0]], ['2, k, 5', [-0.647207, 0.0361209, 1.0]], ['2, k, 6', [-0.412449, 0.0200949, 1.0]], ['2, k, 7', [-0.36595, 0.0810493, 1.0]], ['2, k, 8', [-0.176008, 0.134339, 1.0]], ['2, k, 9', [-0.108378, -0.0656467, 1.0]], ['2, k, 10', [0.0215495, 0.0205514, 1.0]], ['2, k, 11', [0.0159936, 0.0589286, 1.0]], ['2, k, 12', [-0.369708, -0.340145, 1.0]], ['2, k, 13', [-0.413048, -0.703622, 1.0]], ['2, k, 14', [-0.465094, -1.06266, 1.0]], ['2, k, 15', [-0.468649, -1.10628, 1.0]], ['2, k, 16', [-0.233822, -0.325527, 1.0]], ['2, k, 17', [-0.183206, -0.655609, 1.0]], ['2, k, 18', [-0.188319, -0.964506, 1.0]], ['2, k, 19', [-0.157268, -1.04102, 1.0]], ['2, k, 20', [-0.315345, 0.141378, 1.0]], ['2, k, 21', [-0.322323, 0.0984878, 1.0]], ['2, k, 22', [-0.356993, 0.020551, 1.0]], ['2, k, 23', [0.0371663, 0.103923, 1.0]], ['2, k, 24', [0.0484996, 0.0361159, 1.0]]]
[['2, k, 0', [-0.304596, -0.337484, 1.0]], ['2, k, 1', [-0.310626, -0.0622522, 1.0]], ['2, k, 2', [-0.313429, 0.209158, 1.0]], ['2, k, 3', [-0.302356, 0.321426, 1.0]], ['2, k, 4', [-0.469653, 0.1216, 1.0]], ['2, k, 5', [-0.649931, 0.0500459, 1.0]], ['2, k, 6', [-0.409404, 0.0284362, 1.0]], ['2, k, 7', [-0.383689, 0.104803, 1.0]], ['2, k, 8', [-0.172817, 0.135083, 1.0]], ['2, k, 9', [-0.110207, -0.0758914, 1.0]], ['2, k, 10', [0.0163922, 0.0183284, 1.0]], ['2, k, 11', [0.0174151, 0.0713121, 1.0]], ['2, k, 12', [-0.368077, -0.339911, 1.0]], ['2, k, 13', [-0.412578, -0.703301, 1.0]], ['2, k, 14', [-0.465511, -1.06173, 1.0]], ['2, k, 15', [-0.468812, -1.10525, 1.0]], ['2, k, 16', [-0.232531, -0.326267, 1.0]], ['2, k, 17', [-0.182893, -0.656704, 1.0]], ['2, k, 18', [-0.191383, -0.958452, 1.0]], ['2, k, 19', [-0.159582, -1.03585, 1.0]], ['2, k, 20', [-0.312995, 0.142119, 1.0]], ['2, k, 21', [-0.339993, 0.122149, 1.0]], ['2, k, 22', [-0.374576, 0.0440963, 1.0]], ['2, k, 23', [0.0249341, 0.116678, 1.0]], ['2, k, 24', [0.051691, 0.0479768, 1.0]]]
[['2, k, 0', [-0.304522, -0.337379, 1.0]], ['2, k, 1', [-0.309955, -0.0618755, 1.0]], ['2, k, 2', [-0.311964, 0.209571, 1.0]], ['2, k, 3', [-0.298734, 0.327093, 1.0]], ['2, k, 4', [-0.495028, 0.136027, 1.0]], ['2, k, 5', [-0.644892, 0.0478881, 1.0]], ['2, k, 6', [-0.401075, 0.026023, 1.0]], ['2, k, 7', [-0.34672, 0.0827365, 1.0]], ['2, k, 8', [-0.170903, 0.135023, 1.0]], ['2, k, 9', [-0.110062, -0.0742357, 1.0]], ['2, k, 10', [0.0226625, 0.0231394, 1.0]], ['2, k, 11', [0.0164396, 0.0781492, 1.0]], ['2, k, 12', [-0.367724, -0.339417, 1.0]], ['2, k, 13', [-0.412261, -0.702175, 1.0]], ['2, k, 14', [-0.454745, -1.03475, 1.0]], ['2, k, 15', [-0.468389, -1.10136, 1.0]], ['2, k, 16', [-0.232825, -0.326536, 1.0]], ['2, k, 17', [-0.18235, -0.658122, 1.0]], ['2, k, 18', [-0.191591, -0.964918, 1.0]], ['2, k, 19', [-0.1581, -1.04126, 1.0]], ['2, k, 20', [-0.311757, 0.142543, 1.0]], ['2, k, 21', [-0.303185, 0.100171, 1.0]], ['2, k, 22', [-0.337965, 0.0222312, 1.0]], ['2, k, 23', [0.0119652, 0.127215, 1.0]], ['2, k, 24', [0.049305, 0.0593947, 1.0]]]
[['2, k, 0', [-0.304446, -0.33701, 1.0]], ['2, k, 1', [-0.307749, -0.0603908, 1.0]], ['2, k, 2', [-0.306169, 0.211924, 1.0]], ['2, k, 3', [-0.293321, 0.332817, 1.0]], ['2, k, 4', [-0.490091, 0.137085, 1.0]], ['2, k, 5', [-0.644018, 0.0492208, 1.0]], ['2, k, 6', [-0.506194, -0.0605326, 1.0]], ['2, k, 7', [-0.50187, -0.0581924, 1.0]], ['2, k, 8', [-0.169315, 0.135136, 1.0]], ['2, k, 9', [-0.105745, -0.0724747, 1.0]], ['2, k, 10', [0.00151684, 0.0699328, 1.0]], ['2, k, 11', [0.00211086, 0.101152, 1.0]], ['2, k, 12', [-0.367506, -0.337814, 1.0]], ['2, k, 13', [-0.412345, -0.702255, 1.0]], ['2, k, 14', [-0.454891, -1.03732, 1.0]], ['2, k, 15', [-0.468414, -1.10137, 1.0]], ['2, k, 16', [-0.232814, -0.326536, 1.0]], ['2, k, 17', [-0.182381, -0.658818, 1.0]], ['2, k, 18', [-0.191607, -0.966671, 1.0]], ['2, k, 19', [-0.157789, -1.04299, 1.0]], ['2, k, 20', [-0.307042, 0.144675, 1.0]], ['2, k, 21', [-0.509933, -0.0685263, 1.0]], ['2, k, 22', [-0.481211, -0.0496056, 1.0]], ['2, k, 23', [-0.0370813, 0.158349, 1.0]], ['2, k, 24', [0.0191931, 0.111397, 1.0]]]
[['2, k, 0', [-0.304546, -0.336212, 1.0]], ['2, k, 1', [-0.3057, -0.0586704, 1.0]], ['2, k, 2', [-0.300976, 0.214311, 1.0]], ['2, k, 3', [-0.290856, 0.335821, 1.0]], ['2, k, 4', [-0.490479, 0.137267, 1.0]], ['2, k, 5', [-0.660228, 0.0561936, 1.0]], ['2, k, 6', [-0.581828, -0.086215, 1.0]], ['2, k, 7', [-0.559542, -0.123895, 1.0]], ['2, k, 8', [-0.168426, 0.135426, 1.0]], ['2, k, 9', [-0.10665, -0.076026, 1.0]], ['2, k, 10', [0.0241751, 0.028607, 1.0]], ['2, k, 11', [0.0129016, 0.0764199, 1.0]], ['2, k, 12', [-0.367632, -0.336457, 1.0]], ['2, k, 13', [-0.41419, -0.714837, 1.0]], ['2, k, 14', [-0.465162, -1.06127, 1.0]], ['2, k, 15', [-0.469033, -1.10425, 1.0]], ['2, k, 16', [-0.232951, -0.326159, 1.0]], ['2, k, 17', [-0.182035, -0.651002, 1.0]], ['2, k, 18', [-0.193601, -0.955637, 1.0]], ['2, k, 19', [-0.159187, -1.03261, 1.0]], ['2, k, 20', [-0.30269, 0.146928, 1.0]], ['2, k, 21', [-0.540747, -0.15829, 1.0]], ['2, k, 22', [-0.521229, -0.155854, 1.0]], ['2, k, 23', [-0.00329759, 0.129248, 1.0]], ['2, k, 24', [0.0354259, 0.0865958, 1.0]]]
[['2, k, 0', [-0.304922, -0.335391, 1.0]], ['2, k, 1', [-0.305825, -0.0584859, 1.0]], ['2, k, 2', [-0.301582, 0.214077, 1.0]], ['2, k, 3', [-0.289583, 0.336391, 1.0]], ['2, k, 4', [-0.489635, 0.139164, 1.0]], ['2, k, 5', [-0.661561, 0.0626097, 1.0]], ['2, k, 6', [-0.583159, -0.106753, 1.0]], ['2, k, 7', [-0.569246, -0.148354, 1.0]], ['2, k, 8', [-0.165869, 0.13787, 1.0]], ['2, k, 9', [-0.107547, -0.080311, 1.0]], ['2, k, 10', [0.0240681, 0.0280282, 1.0]], ['2, k, 11', [0.0127997, 0.0646182, 1.0]], ['2, k, 12', [-0.368157, -0.335059, 1.0]], ['2, k, 13', [-0.413881, -0.712636, 1.0]], ['2, k, 14', [-0.461604, -1.05763, 1.0]], ['2, k, 15', [-0.468911, -1.10433, 1.0]], ['2, k, 16', [-0.233293, -0.32577, 1.0]], ['2, k, 17', [-0.181977, -0.652867, 1.0]], ['2, k, 18', [-0.192178, -0.965551, 1.0]], ['2, k, 19', [-0.157626, -1.03795, 1.0]], ['2, k, 20', [-0.303052, 0.146859, 1.0]], ['2, k, 21', [-0.534854, -0.187901, 1.0]], ['2, k, 22', [-0.526813, -0.147383, 1.0]], ['2, k, 23', [0.0117439, 0.109373, 1.0]], ['2, k, 24', [0.0399725, 0.0573584, 1.0]]]
[['2, k, 0', [-0.305795, -0.334231, 1.0]], ['2, k, 1', [-0.304932, -0.0568234, 1.0]], ['2, k, 2', [-0.298594, 0.216463, 1.0]], ['2, k, 3', [-0.288325, 0.339021, 1.0]], ['2, k, 4', [-0.490479, 0.141127, 1.0]], ['2, k, 5', [-0.657681, 0.0649254, 1.0]], ['2, k, 6', [-0.563437, -0.125899, 1.0]], ['2, k, 7', [-0.527467, -0.164367, 1.0]], ['2, k, 8', [-0.164066, 0.13957, 1.0]], ['2, k, 9', [-0.107656, -0.0842535, 1.0]], ['2, k, 10', [0.0248298, 0.0226792, 1.0]], ['2, k, 11', [0.0112087, 0.0628336, 1.0]], ['2, k, 12', [-0.369305, -0.333248, 1.0]], ['2, k, 13', [-0.413583, -0.711053, 1.0]], ['2, k, 14', [-0.458631, -1.05247, 1.0]], ['2, k, 15', [-0.468796, -1.10272, 1.0]], ['2, k, 16', [-0.234037, -0.325182, 1.0]], ['2, k, 17', [-0.18237, -0.654549, 1.0]], ['2, k, 18', [-0.191713, -0.96828, 1.0]], ['2, k, 19', [-0.157805, -1.04011, 1.0]], ['2, k, 20', [-0.300677, 0.149029, 1.0]], ['2, k, 21', [-0.476342, -0.239625, 1.0]], ['2, k, 22', [-0.472096, -0.117105, 1.0]], ['2, k, 23', [0.0261852, 0.0950629, 1.0]], ['2, k, 24', [0.0338967, 0.0242136, 1.0]]]
[['2, k, 0', [-0.306665, -0.332728, 1.0]], ['2, k, 1', [-0.304588, -0.0551673, 1.0]], ['2, k, 2', [-0.2977, 0.21803, 1.0]], ['2, k, 3', [-0.288313, 0.342132, 1.0]], ['2, k, 4', [-0.487423, 0.143027, 1.0]], ['2, k, 5', [-0.653934, 0.0703565, 1.0]], ['2, k, 6', [-0.556247, -0.0933764, 1.0]], ['2, k, 7', [-0.526213, -0.144016, 1.0]], ['2, k, 8', [-0.163687, 0.140289, 1.0]], ['2, k, 9', [-0.0298638, -0.00325475, 1.0]], ['2, k, 10', [0.123143, 0.0781635, 1.0]], ['2, k, 11', [0.17408, 0.105287, 1.0]], ['2, k, 12', [-0.370367, -0.331271, 1.0]], ['2, k, 13', [-0.413684, -0.709716, 1.0]], ['2, k, 14', [-0.45718, -1.05123, 1.0]], ['2, k, 15', [-0.468912, -1.10302, 1.0]], ['2, k, 16', [-0.234702, -0.324342, 1.0]], ['2, k, 17', [-0.182615, -0.655292, 1.0]], ['2, k, 18', [-0.193049, -0.96003, 1.0]], ['2, k, 19', [-0.159902, -1.03849, 1.0]], ['2, k, 20', [-0.299887, 0.150615, 1.0]], ['2, k, 21', [-0.501249, -0.217956, 1.0]], ['2, k, 22', [-0.475782, -0.109711, 1.0]], ['2, k, 23', [0.188453, 0.137363, 1.0]], ['2, k, 24', [0.195414, 0.0663346, 1.0]]]
[['2, k, 0', [-0.308338, -0.331224, 1.0]], ['2, k, 1', [-0.304948, -0.0539874, 1.0]], ['2, k, 2', [-0.297693, 0.218767, 1.0]], ['2, k, 3', [-0.288979, 0.343317, 1.0]], ['2, k, 4', [-0.487222, 0.143694, 1.0]], ['2, k, 5', [-0.639632, 0.0605696, 1.0]], ['2, k, 6', [-0.520504, -0.158441, 1.0]], ['2, k, 7', [-0.502288, -0.229423, 1.0]], ['2, k, 8', [-0.163724, 0.140705, 1.0]], ['2, k, 9', [-0.0290365, -0.00435389, 1.0]], ['2, k, 10', [0.12993, 0.0644483, 1.0]], ['2, k, 11', [0.136698, 0.117558, 1.0]], ['2, k, 12', [-0.371982, -0.329604, 1.0]], ['2, k, 13', [-0.414198, -0.70853, 1.0]], ['2, k, 14', [-0.456748, -1.04731, 1.0]], ['2, k, 15', [-0.469076, -1.10299, 1.0]], ['2, k, 16', [-0.236367, -0.3233, 1.0]], ['2, k, 17', [-0.183096, -0.658424, 1.0]], ['2, k, 18', [-0.193315, -0.961007, 1.0]], ['2, k, 19', [-0.160426, -1.04018, 1.0]], ['2, k, 20', [-0.299931, 0.151431, 1.0]], ['2, k, 21', [-0.488544, -0.293134, 1.0]], ['2, k, 22', [-0.461587, -0.21666, 1.0]], ['2, k, 23', [0.151199, 0.149582, 1.0]], ['2, k, 24', [0.158319, 0.078482, 1.0]]]
[['2, k, 0', [-0.309893, -0.330469, 1.0]], ['2, k, 1', [-0.305545, -0.0533405, 1.0]], ['2, k, 2', [-0.298014, 0.219233, 1.0]], ['2, k, 3', [-0.29038, 0.344956, 1.0]], ['2, k, 4', [-0.487125, 0.143976, 1.0]], ['2, k, 5', [-0.619858, 0.0463733, 1.0]], ['2, k, 6', [-0.524429, -0.121419, 1.0]], ['2, k, 7', [-0.50801, -0.153139, 1.0]], ['2, k, 8', [-0.163854, 0.140743, 1.0]], ['2, k, 9', [-0.0282312, -0.00765032, 1.0]], ['2, k, 10', [0.0875362, 0.134726, 1.0]], ['2, k, 11', [0.126071, 0.182158, 1.0]], ['2, k, 12', [-0.373557, -0.32854, 1.0]], ['2, k, 13', [-0.41494, -0.707177, 1.0]], ['2, k, 14', [-0.456676, -1.04671, 1.0]], ['2, k, 15', [-0.469615, -1.10277, 1.0]], ['2, k, 16', [-0.237899, -0.322976, 1.0]], ['2, k, 17', [-0.184328, -0.660028, 1.0]], ['2, k, 18', [-0.193065, -0.961266, 1.0]], ['2, k, 19', [-0.160683, -1.0412, 1.0]], ['2, k, 20', [-0.300283, 0.151921, 1.0]], ['2, k, 21', [-0.494457, -0.208544, 1.0]], ['2, k, 22', [-0.49302, -0.131049, 1.0]], ['2, k, 23', [0.140617, 0.213943, 1.0]], ['2, k, 24', [0.147796, 0.142551, 1.0]]]
[['2, k, 0', [-0.31118, -0.330436, 1.0]], ['2, k, 1', [-0.306257, -0.0528461, 1.0]], ['2, k, 2', [-0.298665, 0.220114, 1.0]], ['2, k, 3', [-0.291903, 0.345916, 1.0]], ['2, k, 4', [-0.485834, 0.144026, 1.0]], ['2, k, 5', [-0.618462, 0.0440403, 1.0]], ['2, k, 6', [-0.521169, -0.122792, 1.0]], ['2, k, 7', [-0.506253, -0.165752, 1.0]], ['2, k, 8', [-0.164122, 0.140495, 1.0]], ['2, k, 9', [-0.0260356, -0.00946903, 1.0]], ['2, k, 10', [-0.0949247, -0.184635, 1.0]], ['2, k, 11', [-0.153333, -0.236495, 1.0]], ['2, k, 12', [-0.375039, -0.328424, 1.0]], ['2, k, 13', [-0.416116, -0.706154, 1.0]], ['2, k, 14', [-0.456836, -1.04456, 1.0]], ['2, k, 15', [-0.469731, -1.10241, 1.0]], ['2, k, 16', [-0.239022, -0.323117, 1.0]], ['2, k, 17', [-0.185703, -0.66209, 1.0]], ['2, k, 18', [-0.190291, -0.977421, 1.0]], ['2, k, 19', [-0.157404, -1.05018, 1.0]], ['2, k, 20', [-0.300931, 0.152696, 1.0]], ['2, k, 21', [-0.501687, -0.237246, 1.0]], ['2, k, 22', [-0.491162, -0.221956, 1.0]], ['2, k, 23', [-0.173963, -0.301898, 1.0]], ['2, k, 24', [-0.180923, -0.184744, 1.0]]]
[['2, k, 0', [-0.312808, -0.330974, 1.0]], ['2, k, 1', [-0.307092, -0.0526142, 1.0]], ['2, k, 2', [-0.299373, 0.220832, 1.0]], ['2, k, 3', [-0.29367, 0.34657, 1.0]], ['2, k, 4', [-0.484759, 0.143157, 1.0]], ['2, k, 5', [-0.616662, 0.0410791, 1.0]], ['2, k, 6', [-0.546738, -0.143784, 1.0]], ['2, k, 7', [-0.52265, -0.124711, 1.0]], ['2, k, 8', [-0.164865, 0.139589, 1.0]], ['2, k, 9', [-0.0247619, -0.0105171, 1.0]], ['2, k, 10', [-0.102804, -0.182655, 1.0]], ['2, k, 11', [-0.15876, -0.230872, 1.0]], ['2, k, 12', [-0.37673, -0.328864, 1.0]], ['2, k, 13', [-0.417566, -0.705571, 1.0]], ['2, k, 14', [-0.456759, -1.0446, 1.0]], ['2, k, 15', [-0.469898, -1.10267, 1.0]], ['2, k, 16', [-0.240621, -0.323874, 1.0]], ['2, k, 17', [-0.187193, -0.663325, 1.0]], ['2, k, 18', [-0.190186, -0.977734, 1.0]], ['2, k, 19', [-0.157298, -1.05011, 1.0]], ['2, k, 20', [-0.301644, 0.153281, 1.0]], ['2, k, 21', [-0.49186, -0.163675, 1.0]], ['2, k, 22', [-0.491921, -0.110871, 1.0]], ['2, k, 23', [-0.188215, -0.296018, 1.0]], ['2, k, 24', [-0.188537, -0.185773, 1.0]]]
[['2, k, 0', [-0.314797, -0.331504, 1.0]], ['2, k, 1', [-0.30821, -0.0524469, 1.0]], ['2, k, 2', [-0.300106, 0.221326, 1.0]], ['2, k, 3', [-0.29661, 0.348431, 1.0]], ['2, k, 4', [-0.483473, 0.142982, 1.0]], ['2, k, 5', [-0.611852, 0.0383923, 1.0]], ['2, k, 6', [-0.547488, -0.149902, 1.0]], ['2, k, 7', [-0.528105, -0.126368, 1.0]], ['2, k, 8', [-0.165464, 0.138712, 1.0]], ['2, k, 9', [-0.0237942, -0.0133342, 1.0]], ['2, k, 10', [-0.108009, -0.182747, 1.0]], ['2, k, 11', [-0.164428, -0.229474, 1.0]], ['2, k, 12', [-0.378653, -0.329308, 1.0]], ['2, k, 13', [-0.41901, -0.704308, 1.0]], ['2, k, 14', [-0.456222, -1.04223, 1.0]], ['2, k, 15', [-0.470052, -1.10258, 1.0]], ['2, k, 16', [-0.242656, -0.324586, 1.0]], ['2, k, 17', [-0.205402, -0.671829, 1.0]], ['2, k, 18', [-0.189803, -0.980311, 1.0]], ['2, k, 19', [-0.157346, -1.05015, 1.0]], ['2, k, 20', [-0.302445, 0.153704, 1.0]], ['2, k, 21', [-0.534859, -0.167266, 1.0]], ['2, k, 22', [-0.501489, -0.131965, 1.0]], ['2, k, 23', [-0.197008, -0.295773, 1.0]], ['2, k, 24', [-0.124922, -0.245889, 1.0]]]
[['2, k, 0', [-0.317624, -0.331794, 1.0]], ['2, k, 1', [-0.309741, -0.0522401, 1.0]], ['2, k, 2', [-0.300897, 0.221683, 1.0]], ['2, k, 3', [-0.300628, 0.350223, 1.0]], ['2, k, 4', [-0.481515, 0.150399, 1.0]], ['2, k, 5', [-0.613401, 0.0362221, 1.0]], ['2, k, 6', [-0.546272, -0.152121, 1.0]], ['2, k, 7', [-0.529982, -0.127688, 1.0]], ['2, k, 8', [-0.166352, 0.137769, 1.0]], ['2, k, 9', [-0.0253596, -0.0205454, 1.0]], ['2, k, 10', [-0.134925, -0.178883, 1.0]], ['2, k, 11', [-0.17619, -0.223449, 1.0]], ['2, k, 12', [-0.380655, -0.329238, 1.0]], ['2, k, 13', [-0.420382, -0.704732, 1.0]], ['2, k, 14', [-0.456747, -1.04223, 1.0]], ['2, k, 15', [-0.470027, -1.10288, 1.0]], ['2, k, 16', [-0.246461, -0.3255, 1.0]], ['2, k, 17', [-0.204243, -0.671836, 1.0]], ['2, k, 18', [-0.189923, -0.983043, 1.0]], ['2, k, 19', [-0.157321, -1.05006, 1.0]], ['2, k, 20', [-0.303371, 0.154039, 1.0]], ['2, k, 21', [-0.530526, -0.160502, 1.0]], ['2, k, 22', [-0.507392, -0.124692, 1.0]], ['2, k, 23', [-0.214869, -0.285736, 1.0]], ['2, k, 24', [-0.130659, -0.247704, 1.0]]]
[['2, k, 0', [-0.321401, -0.33245, 1.0]], ['2, k, 1', [-0.31194, -0.0518653, 1.0]], ['2, k, 2', [-0.302077, 0.222504, 1.0]], ['2, k, 3', [-0.304608, 0.352792, 1.0]], ['2, k, 4', [-0.481989, 0.151181, 1.0]], ['2, k, 5', [-0.614328, 0.0347276, 1.0]], ['2, k, 6', [-0.551902, -0.155394, 1.0]], ['2, k, 7', [-0.52946, -0.221144, 1.0]], ['2, k, 8', [-0.169064, 0.136198, 1.0]], ['2, k, 9', [-0.0353346, -0.0379491, 1.0]], ['2, k, 10', [-0.151535, -0.193832, 1.0]], ['2, k, 11', [-0.186678, -0.24035, 1.0]], ['2, k, 12', [-0.383839, -0.329565, 1.0]], ['2, k, 13', [-0.421308, -0.704749, 1.0]], ['2, k, 14', [-0.457572, -1.04177, 1.0]], ['2, k, 15', [-0.470154, -1.1032, 1.0]], ['2, k, 16', [-0.250567, -0.326521, 1.0]], ['2, k, 17', [-0.201993, -0.670242, 1.0]], ['2, k, 18', [-0.188527, -0.982939, 1.0]], ['2, k, 19', [-0.15747, -1.04977, 1.0]], ['2, k, 20', [-0.30474, 0.154772, 1.0]], ['2, k, 21', [-0.540993, -0.281521, 1.0]], ['2, k, 22', [-0.502051, -0.19039, 1.0]], ['2, k, 23', [-0.233193, -0.30375, 1.0]], ['2, k, 24', [-0.147534, -0.300448, 1.0]]]
[['2, k, 0', [-0.324502, -0.333925, 1.0]], ['2, k, 1', [-0.314801, -0.0519598, 1.0]], ['2, k, 2', [-0.304877, 0.223544, 1.0]], ['2, k, 3', [-0.307979, 0.355134, 1.0]], ['2, k, 4', [-0.484721, 0.147793, 1.0]], ['2, k, 5', [-0.615248, 0.0348443, 1.0]], ['2, k, 6', [-0.55195, -0.155795, 1.0]], ['2, k, 7', [-0.528152, -0.216703, 1.0]], ['2, k, 8', [-0.171704, 0.134853, 1.0]], ['2, k, 9', [-0.0306729, -0.0382972, 1.0]], ['2, k, 10', [-0.157882, -0.18882, 1.0]], ['2, k, 11', [-0.18767, -0.226151, 1.0]], ['2, k, 12', [-0.386941, -0.330806, 1.0]], ['2, k, 13', [-0.422756, -0.705595, 1.0]], ['2, k, 14', [-0.46108, -1.04437, 1.0]], ['2, k, 15', [-0.470233, -1.10345, 1.0]], ['2, k, 16', [-0.253485, -0.328177, 1.0]], ['2, k, 17', [-0.209917, -0.674462, 1.0]], ['2, k, 18', [-0.184538, -1.0047, 1.0]], ['2, k, 19', [-0.1574, -1.0567, 1.0]], ['2, k, 20', [-0.307507, 0.155523, 1.0]], ['2, k, 21', [-0.536723, -0.281261, 1.0]], ['2, k, 22', [-0.49938, -0.186386, 1.0]], ['2, k, 23', [-0.214267, -0.29352, 1.0]], ['2, k, 24', [-0.14718, -0.252942, 1.0]]]
