[['2, k, 0', [-0.06224107, 0.03058346, 1.0]], ['2, k, 1', [-0.07360443, 0.323933, 1.0]], ['2, k, 2', [-0.08354165, 0.6079013, 1.0]], ['2, k, 3', [-0.0550818, 0.7318259, 1.0]], ['2, k, 4', [-0.2379662, 0.4880771, 1.0]], ['2, k, 5', [-0.2514471, 0.2555884, 1.0]], ['2, k, 6', [-0.2309065, 0.03510206, 1.0]], ['2, k, 7', [-0.2431532, -0.02437934, 1.0]], ['2, k, 8', [0.08056878, 0.4802485, 1.0]], ['2, k, 9', [0.1085299, 0.2441802, 1.0]], ['2, k, 10', [0.1092767, 0.009028348, 1.0]], ['2, k, 11', [0.09273475, -0.05705172, 1.0]], ['2, k, 12', [-0.1281131, 0.02874167, 1.0]], ['2, k, 13', [-0.1515748, -0.2938246, 1.0]], ['2, k, 14', [-0.1504884, -0.6315817, 1.0]], ['2, k, 15', [-0.1356523, -0.7066007, 1.0]], ['2, k, 16', [0.005427762, 0.03146925, 1.0]], ['2, k, 17', [-0.03132643, -0.2921453, 1.0]], ['2, k, 18', [-0.03783481, -0.5972515, 1.0]], ['2, k, 19', [-0.04309088, -0.6931578, 1.0]], ['2, k, 20', [-0.08112361, 0.5381966, 1.0]], ['2, k, 21', [-0.2450515, -0.08410754, 1.0]], ['2, k, 22', [-0.2090447, -0.05097267, 1.0]], ['2, k, 23', [0.07718684, -0.1315394, 1.0]], ['2, k, 24', [0.1312793, -0.08209053, 1.0]]]
[['2, k, 0', [-0.0678387, 0.03751141, 1.0]], ['2, k, 1', [-0.07668459, 0.3256114, 1.0]], ['2, k, 2', [-0.08574291, 0.6068223, 1.0]], ['2, k, 3', [-0.07212168, 0.7306641, 1.0]], ['2, k, 4', [-0.2129029, 0.4883997, 1.0]], ['2, k, 5', [-0.2472928, 0.5633794, 1.0]], ['2, k, 6', [-0.2135076, 0.629052, 1.0]], ['2, k, 7', [-0.2047079, 0.6668112, 1.0]], ['2, k, 8', [0.06860702, 0.4892585, 1.0]], ['2, k, 9', [0.1103822, 0.2566331, 1.0]], ['2, k, 10', [0.109739, 0.02193482, 1.0]], ['2, k, 11', [0.09063734, -0.04482486, 1.0]], ['2, k, 12', [-0.1342184, 0.03680402, 1.0]], ['2, k, 13', [-0.1495946, -0.2861041, 1.0]], ['2, k, 14', [-0.149017, -0.6354526, 1.0]], ['2, k, 15', [-0.1354488, -0.708904, 1.0]], ['2, k, 16', [6.878559e-05, 0.03739185, 1.0]], ['2, k, 17', [-0.02818218, -0.2886297, 1.0]], ['2, k, 18', [-0.039702, -0.6037349, 1.0]], ['2, k, 19', [-0.04127458, -0.6943695, 1.0]], ['2, k, 20', [-0.08347656, 0.5377078, 1.0]], ['2, k, 21', [-0.2235677, 0.6796165, 1.0]], ['2, k, 22', [-0.1640306, 0.6498554, 1.0]], ['2, k, 23', [0.07705624, -0.1183804, 1.0]], ['2, k, 24', [0.1265451, -0.06502254, 1.0]]]
[['2, k, 0', [-0.0705365, 0.04251269, 1.0]], ['2, k, 1', [-0.07811651, 0.327325, 1.0]], ['2, k, 2', [-0.08621188, 0.606808, 1.0]], ['2, k, 3', [-0.07411721, 0.7315754, 1.0]], ['2, k, 4', [-0.2133764, 0.489642, 1.0]], ['2, k, 5', [-0.2425396, 0.6075391, 1.0]], ['2, k, 6', [-0.2120005, 0.689649, 1.0]], ['2, k, 7', [-0.2007404, 0.7428125, 1.0]], ['2, k, 8', [0.06796895, 0.4898081, 1.0]], ['2, k, 9', [0.1110883, 0.2578143, 1.0]], ['2, k, 10', [0.110102, 0.02317718, 1.0]], ['2, k, 11', [0.09266376, -0.04403171, 1.0]], ['2, k, 12', [-0.1386041, 0.04312276, 1.0]], ['2, k, 13', [-0.1493892, -0.2795084, 1.0]], ['2, k, 14', [-0.149321, -0.6344366, 1.0]], ['2, k, 15', [-0.1356388, -0.7086644, 1.0]], ['2, k, 16', [-0.00123319, 0.04111695, 1.0]], ['2, k, 17', [-0.0280923, -0.2850735, 1.0]], ['2, k, 18', [-0.03984063, -0.6034271, 1.0]], ['2, k, 19', [-0.04169093, -0.6947086, 1.0]], ['2, k, 20', [-0.08410511, 0.5379332, 1.0]], ['2, k, 21', [-0.2001264, 0.7542191, 1.0]], ['2, k, 22', [-0.1559762, 0.7236578, 1.0]], ['2, k, 23', [0.08106261, -0.116355, 1.0]], ['2, k, 24', [0.129179, -0.04854634, 1.0]]]
[['2, k, 0', [-0.07583651, 0.06346322, 1.0]], ['2, k, 1', [-0.0875466, 0.3393489, 1.0]], ['2, k, 2', [-0.1001066, 0.6108906, 1.0]], ['2, k, 3', [-0.07609463, 0.7332162, 1.0]], ['2, k, 4', [-0.2235711, 0.5649686, 1.0]], ['2, k, 5', [-0.2417905, 0.713115, 1.0]], ['2, k, 6', [-0.2076645, 0.8722306, 1.0]], ['2, k, 7', [-0.1986234, 0.9356293, 1.0]], ['2, k, 8', [0.06574564, 0.4910009, 1.0]], ['2, k, 9', [0.1113824, 0.2591963, 1.0]], ['2, k, 10', [0.1103732, 0.02466997, 1.0]], ['2, k, 11', [0.0935752, -0.04067722, 1.0]], ['2, k, 12', [-0.1402914, 0.0656507, 1.0]], ['2, k, 13', [-0.1488335, -0.2591751, 1.0]], ['2, k, 14', [-0.1493083, -0.6347235, 1.0]], ['2, k, 15', [-0.1357035, -0.7087807, 1.0]], ['2, k, 16', [-0.009651989, 0.0601748, 1.0]], ['2, k, 17', [-0.02729332, -0.2664436, 1.0]], ['2, k, 18', [-0.0396383, -0.6022018, 1.0]], ['2, k, 19', [-0.04174834, -0.6946939, 1.0]], ['2, k, 20', [-0.09670566, 0.5440345, 1.0]], ['2, k, 21', [-0.1916645, 0.9683294, 1.0]], ['2, k, 22', [-0.1588888, 0.924453, 1.0]], ['2, k, 23', [0.07958325, -0.1119386, 1.0]], ['2, k, 24', [0.1286068, -0.0562657, 1.0]]]
[['2, k, 0', [-0.08100886, 0.07221509, 1.0]], ['2, k, 1', [-0.09092043, 0.3444006, 1.0]], ['2, k, 2', [-0.1012958, 0.6119725, 1.0]], ['2, k, 3', [-0.0792998, 0.7370518, 1.0]], ['2, k, 4', [-0.224487, 0.5703481, 1.0]], ['2, k, 5', [-0.23639, 0.7615187, 1.0]], ['2, k, 6', [-0.2115299, 0.9539766, 1.0]], ['2, k, 7', [-0.2034968, 1.019767, 1.0]], ['2, k, 8', [0.06445003, 0.4919257, 1.0]], ['2, k, 9', [0.1110912, 0.2611184, 1.0]], ['2, k, 10', [0.1107648, 0.02649607, 1.0]], ['2, k, 11', [0.09264145, -0.03754993, 1.0]], ['2, k, 12', [-0.1455427, 0.07569099, 1.0]], ['2, k, 13', [-0.1492446, -0.2489692, 1.0]], ['2, k, 14', [-0.148373, -0.6356891, 1.0]], ['2, k, 15', [-0.1357409, -0.7095068, 1.0]], ['2, k, 16', [-0.01433731, 0.0670615, 1.0]], ['2, k, 17', [-0.02754228, -0.2597154, 1.0]], ['2, k, 18', [-0.04010046, -0.6025935, 1.0]], ['2, k, 19', [-0.04180294, -0.6946397, 1.0]], ['2, k, 20', [-0.09843537, 0.5458857, 1.0]], ['2, k, 21', [-0.1952312, 1.062521, 1.0]], ['2, k, 22', [-0.1722214, 0.9773331, 1.0]], ['2, k, 23', [0.08181996, -0.1053323, 1.0]], ['2, k, 24', [0.1299744, -0.05826112, 1.0]]]
[['2, k, 0', [-0.08072383, 0.07621301, 1.0]], ['2, k, 1', [-0.09178136, 0.3471143, 1.0]], ['2, k, 2', [-0.1025179, 0.6128276, 1.0]], ['2, k, 3', [-0.08080863, 0.7379658, 1.0]], ['2, k, 4', [-0.2250692, 0.5745775, 1.0]], ['2, k, 5', [-0.2393983, 0.7719097, 1.0]], ['2, k, 6', [-0.2163952, 0.9752885, 1.0]], ['2, k, 7', [-0.2064123, 1.057207, 1.0]], ['2, k, 8', [0.06357844, 0.4922158, 1.0]], ['2, k, 9', [0.1108607, 0.2621153, 1.0]], ['2, k, 10', [0.1113846, 0.02737037, 1.0]], ['2, k, 11', [0.09552907, -0.04285832, 1.0]], ['2, k, 12', [-0.1443636, 0.07924278, 1.0]], ['2, k, 13', [-0.1490939, -0.2458811, 1.0]], ['2, k, 14', [-0.1491653, -0.6345328, 1.0]], ['2, k, 15', [-0.1359846, -0.7090721, 1.0]], ['2, k, 16', [-0.01502809, 0.07152422, 1.0]], ['2, k, 17', [-0.02821629, -0.2558789, 1.0]], ['2, k, 18', [-0.04116647, -0.6028194, 1.0]], ['2, k, 19', [-0.04281458, -0.6938165, 1.0]], ['2, k, 20', [-0.09970337, 0.5472221, 1.0]], ['2, k, 21', [-0.1899532, 1.100117, 1.0]], ['2, k, 22', [-0.1701367, 1.033387, 1.0]], ['2, k, 23', [0.08245219, -0.1069591, 1.0]], ['2, k, 24', [0.1266004, -0.0752525, 1.0]]]
[['2, k, 0', [-0.08199808, 0.07775771, 1.0]], ['2, k, 1', [-0.09246507, 0.3487005, 1.0]], ['2, k, 2', [-0.1025962, 0.6135767, 1.0]], ['2, k, 3', [-0.0818755, 0.7383203, 1.0]], ['2, k, 4', [-0.2246519, 0.5762408, 1.0]], ['2, k, 5', [-0.2492938, 0.7937657, 1.0]], ['2, k, 6', [-0.2271702, 1.011046, 1.0]], ['2, k, 7', [-0.2142781, 1.1106, 1.0]], ['2, k, 8', [0.06255612, 0.4928207, 1.0]], ['2, k, 9', [0.1107825, 0.2636044, 1.0]], ['2, k, 10', [0.1131154, 0.02890391, 1.0]], ['2, k, 11', [0.0944522, -0.03276044, 1.0]], ['2, k, 12', [-0.1454646, 0.08068359, 1.0]], ['2, k, 13', [-0.1492739, -0.244453, 1.0]], ['2, k, 14', [-0.1505402, -0.633674, 1.0]], ['2, k, 15', [-0.136367, -0.7082404, 1.0]], ['2, k, 16', [-0.01639369, 0.07300836, 1.0]], ['2, k, 17', [-0.02916816, -0.2544593, 1.0]], ['2, k, 18', [-0.04025125, -0.6004261, 1.0]], ['2, k, 19', [-0.04259252, -0.693961, 1.0]], ['2, k, 20', [-0.09994215, 0.5482578, 1.0]], ['2, k, 21', [-0.2049647, 1.16731, 1.0]], ['2, k, 22', [-0.1863615, 1.121732, 1.0]], ['2, k, 23', [0.08249152, -0.1062998, 1.0]], ['2, k, 24', [0.1235842, -0.06791134, 1.0]]]
[['2, k, 0', [-0.08149776, 0.08073211, 1.0]], ['2, k, 1', [-0.09194294, 0.3510807, 1.0]], ['2, k, 2', [-0.1021193, 0.6147218, 1.0]], ['2, k, 3', [-0.08078283, 0.7393747, 1.0]], ['2, k, 4', [-0.2242012, 0.5786037, 1.0]], ['2, k, 5', [-0.2604481, 0.8035752, 1.0]], ['2, k, 6', [-0.2356423, 1.030392, 1.0]], ['2, k, 7', [-0.2284704, 1.094603, 1.0]], ['2, k, 8', [0.06197531, 0.4934647, 1.0]], ['2, k, 9', [0.1110822, 0.2652151, 1.0]], ['2, k, 10', [0.1129227, 0.03058385, 1.0]], ['2, k, 11', [0.09314185, -0.02992975, 1.0]], ['2, k, 12', [-0.1445046, 0.08331651, 1.0]], ['2, k, 13', [-0.1483054, -0.2424828, 1.0]], ['2, k, 14', [-0.1496331, -0.6338128, 1.0]], ['2, k, 15', [-0.1365352, -0.7085465, 1.0]], ['2, k, 16', [-0.01634223, 0.07651611, 1.0]], ['2, k, 17', [-0.02877746, -0.2508709, 1.0]], ['2, k, 18', [-0.03967969, -0.5980931, 1.0]], ['2, k, 19', [-0.04414529, -0.6936672, 1.0]], ['2, k, 20', [-0.09947643, 0.5497494, 1.0]], ['2, k, 21', [-0.2143181, 1.148814, 1.0]], ['2, k, 22', [-0.1937754, 1.096884, 1.0]], ['2, k, 23', [0.08773846, -0.1004101, 1.0]], ['2, k, 24', [0.124861, -0.0461716, 1.0]]]
[['2, k, 0', [-0.0823762, 0.08205112, 1.0]], ['2, k, 1', [-0.09213044, 0.351957, 1.0]], ['2, k, 2', [-0.1018793, 0.6150807, 1.0]], ['2, k, 3', [-0.08062215, 0.7395883, 1.0]], ['2, k, 4', [-0.2243186, 0.5790285, 1.0]], ['2, k, 5', [-0.2621654, 0.8045416, 1.0]], ['2, k, 6', [-0.2364165, 1.033542, 1.0]], ['2, k, 7', [-0.2207155, 1.151614, 1.0]], ['2, k, 8', [0.06152835, 0.494412, 1.0]], ['2, k, 9', [0.1104343, 0.2664099, 1.0]], ['2, k, 10', [0.112573, 0.03159514, 1.0]], ['2, k, 11', [0.09259775, -0.03227872, 1.0]], ['2, k, 12', [-0.1451043, 0.08438612, 1.0]], ['2, k, 13', [-0.1487688, -0.241524, 1.0]], ['2, k, 14', [-0.1498815, -0.6339146, 1.0]], ['2, k, 15', [-0.1369169, -0.7087867, 1.0]], ['2, k, 16', [-0.01760493, 0.07805461, 1.0]], ['2, k, 17', [-0.03117356, -0.2491074, 1.0]], ['2, k, 18', [-0.03939535, -0.5976005, 1.0]], ['2, k, 19', [-0.04376806, -0.6936318, 1.0]], ['2, k, 20', [-0.09933558, 0.5502387, 1.0]], ['2, k, 21', [-0.2155948, 1.215575, 1.0]], ['2, k, 22', [-0.1883467, 1.130431, 1.0]], ['2, k, 23', [0.08440275, -0.1007093, 1.0]], ['2, k, 24', [0.1261305, -0.04063508, 1.0]]]
[['2, k, 0', [-0.0827935, 0.08275039, 1.0]], ['2, k, 1', [-0.09220535, 0.3525596, 1.0]], ['2, k, 2', [-0.1016499, 0.6154165, 1.0]], ['2, k, 3', [-0.07988237, 0.7398174, 1.0]], ['2, k, 4', [-0.2250988, 0.5850295, 1.0]], ['2, k, 5', [-0.2662844, 0.8113621, 1.0]], ['2, k, 6', [-0.2367218, 1.041363, 1.0]], ['2, k, 7', [-0.218928, 1.163473, 1.0]], ['2, k, 8', [0.06117697, 0.4950191, 1.0]], ['2, k, 9', [0.1099535, 0.2673275, 1.0]], ['2, k, 10', [0.1122839, 0.0323437, 1.0]], ['2, k, 11', [0.09128194, -0.02929403, 1.0]], ['2, k, 12', [-0.1453666, 0.08520391, 1.0]], ['2, k, 13', [-0.1488006, -0.2408062, 1.0]], ['2, k, 14', [-0.1500287, -0.6337709, 1.0]], ['2, k, 15', [-0.1369916, -0.7085449, 1.0]], ['2, k, 16', [-0.01828992, 0.07866499, 1.0]], ['2, k, 17', [-0.0309655, -0.2483577, 1.0]], ['2, k, 18', [-0.03951402, -0.5982028, 1.0]], ['2, k, 19', [-0.0424251, -0.6945659, 1.0]], ['2, k, 20', [-0.09918962, 0.5506595, 1.0]], ['2, k, 21', [-0.2092794, 1.224336, 1.0]], ['2, k, 22', [-0.176023, 1.156571, 1.0]], ['2, k, 23', [0.08438914, -0.1016316, 1.0]], ['2, k, 24', [0.1216251, -0.03322361, 1.0]]]
[['2, k, 0', [-0.08320305, 0.08416236, 1.0]], ['2, k, 1', [-0.092202, 0.3534708, 1.0]], ['2, k, 2', [-0.101304, 0.6157894, 1.0]], ['2, k, 3', [-0.0788912, 0.7399676, 1.0]], ['2, k, 4', [-0.226423, 0.5972868, 1.0]], ['2, k, 5', [-0.2716557, 0.8234443, 1.0]], ['2, k, 6', [-0.235756, 1.053333, 1.0]], ['2, k, 7', [-0.2177328, 1.168021, 1.0]], ['2, k, 8', [0.06106544, 0.4954274, 1.0]], ['2, k, 9', [0.1097211, 0.267951, 1.0]], ['2, k, 10', [0.1119808, 0.03281079, 1.0]], ['2, k, 11', [0.09160759, -0.03237769, 1.0]], ['2, k, 12', [-0.145393, 0.08647281, 1.0]], ['2, k, 13', [-0.1487425, -0.2396983, 1.0]], ['2, k, 14', [-0.1500133, -0.6337571, 1.0]], ['2, k, 15', [-0.1371143, -0.708492, 1.0]], ['2, k, 16', [-0.01909807, 0.08008654, 1.0]], ['2, k, 17', [-0.03126278, -0.2468976, 1.0]], ['2, k, 18', [-0.03966271, -0.5988161, 1.0]], ['2, k, 19', [-0.04291538, -0.6944937, 1.0]], ['2, k, 20', [-0.09893934, 0.551173, 1.0]], ['2, k, 21', [-0.2042964, 1.22302, 1.0]], ['2, k, 22', [-0.1865503, 1.1202, 1.0]], ['2, k, 23', [0.08157578, -0.1072746, 1.0]], ['2, k, 24', [0.1264489, -0.02585155, 1.0]]]
[['2, k, 0', [-0.08316462, 0.08430713, 1.0]], ['2, k, 1', [-0.09217049, 0.3539521, 1.0]], ['2, k, 2', [-0.1012127, 0.61649, 1.0]], ['2, k, 3', [-0.07817695, 0.7400787, 1.0]], ['2, k, 4', [-0.226604, 0.5983801, 1.0]], ['2, k, 5', [-0.2742417, 0.8248867, 1.0]], ['2, k, 6', [-0.2360706, 1.05482, 1.0]], ['2, k, 7', [-0.2181796, 1.172289, 1.0]], ['2, k, 8', [0.06099093, 0.4958104, 1.0]], ['2, k, 9', [0.1094084, 0.2684539, 1.0]], ['2, k, 10', [0.1112691, 0.03313408, 1.0]], ['2, k, 11', [0.09021771, -0.03886356, 1.0]], ['2, k, 12', [-0.1453294, 0.0868945, 1.0]], ['2, k, 13', [-0.1487982, -0.2393291, 1.0]], ['2, k, 14', [-0.1506248, -0.6318972, 1.0]], ['2, k, 15', [-0.137534, -0.7069755, 1.0]], ['2, k, 16', [-0.01902852, 0.0800344, 1.0]], ['2, k, 17', [-0.0319295, -0.246828, 1.0]], ['2, k, 18', [-0.03973358, -0.5987582, 1.0]], ['2, k, 19', [-0.04304607, -0.6943744, 1.0]], ['2, k, 20', [-0.09888497, 0.5518665, 1.0]], ['2, k, 21', [-0.2132145, 1.245887, 1.0]], ['2, k, 22', [-0.1824377, 1.145554, 1.0]], ['2, k, 23', [0.08247154, -0.1020638, 1.0]], ['2, k, 24', [0.1210917, -0.06205454, 1.0]]]
[['2, k, 0', [-0.08306743, 0.08467474, 1.0]], ['2, k, 1', [-0.09192204, 0.3543323, 1.0]], ['2, k, 2', [-0.1006304, 0.6168418, 1.0]], ['2, k, 3', [-0.07735173, 0.7403097, 1.0]], ['2, k, 4', [-0.2267892, 0.6012928, 1.0]], ['2, k, 5', [-0.2769343, 0.8280237, 1.0]], ['2, k, 6', [-0.2368049, 1.057769, 1.0]], ['2, k, 7', [-0.2198394, 1.172173, 1.0]], ['2, k, 8', [0.06101361, 0.4960512, 1.0]], ['2, k, 9', [0.1086261, 0.2686123, 1.0]], ['2, k, 10', [0.1107868, 0.03320387, 1.0]], ['2, k, 11', [0.09005745, -0.03523245, 1.0]], ['2, k, 12', [-0.1449967, 0.08748422, 1.0]], ['2, k, 13', [-0.1492601, -0.2389412, 1.0]], ['2, k, 14', [-0.1508384, -0.6314566, 1.0]], ['2, k, 15', [-0.1375217, -0.706836, 1.0]], ['2, k, 16', [-0.01903538, 0.08020959, 1.0]], ['2, k, 17', [-0.03214557, -0.2465887, 1.0]], ['2, k, 18', [-0.04018985, -0.599182, 1.0]], ['2, k, 19', [-0.04313173, -0.6945103, 1.0]], ['2, k, 20', [-0.09842674, 0.5522417, 1.0]], ['2, k, 21', [-0.2078847, 1.230867, 1.0]], ['2, k, 22', [-0.1880217, 1.152802, 1.0]], ['2, k, 23', [0.08927945, -0.09904862, 1.0]], ['2, k, 24', [0.1247229, -0.03697117, 1.0]]]
[['2, k, 0', [-0.08321935, 0.08480053, 1.0]], ['2, k, 1', [-0.0911558, 0.3552574, 1.0]], ['2, k, 2', [-0.09660547, 0.6191362, 1.0]], ['2, k, 3', [-0.07655603, 0.7403777, 1.0]], ['2, k, 4', [-0.2266802, 0.6028033, 1.0]], ['2, k, 5', [-0.2924704, 0.8145075, 1.0]], ['2, k, 6', [-0.2425415, 1.042468, 1.0]], ['2, k, 7', [-0.2171571, 1.170891, 1.0]], ['2, k, 8', [0.0610286, 0.4961441, 1.0]], ['2, k, 9', [0.1083092, 0.2685976, 1.0]], ['2, k, 10', [0.1105733, 0.03299123, 1.0]], ['2, k, 11', [0.08982474, -0.03612887, 1.0]], ['2, k, 12', [-0.1451402, 0.08780365, 1.0]], ['2, k, 13', [-0.1502988, -0.2387292, 1.0]], ['2, k, 14', [-0.1511247, -0.631811, 1.0]], ['2, k, 15', [-0.1374592, -0.7070335, 1.0]], ['2, k, 16', [-0.01924002, 0.08017818, 1.0]], ['2, k, 17', [-0.0316286, -0.2465455, 1.0]], ['2, k, 18', [-0.0398973, -0.6001518, 1.0]], ['2, k, 19', [-0.04190126, -0.6957977, 1.0]], ['2, k, 20', [-0.09547651, 0.5542126, 1.0]], ['2, k, 21', [-0.2117898, 1.241323, 1.0]], ['2, k, 22', [-0.1758057, 1.165024, 1.0]], ['2, k, 23', [0.08585191, -0.1027122, 1.0]], ['2, k, 24', [0.1251356, -0.03571701, 1.0]]]
[['2, k, 0', [-0.08358032, 0.08527627, 1.0]], ['2, k, 1', [-0.09048966, 0.3560472, 1.0]], ['2, k, 2', [-0.09438281, 0.6198145, 1.0]], ['2, k, 3', [-0.07649144, 0.7405045, 1.0]], ['2, k, 4', [-0.2269032, 0.6037632, 1.0]], ['2, k, 5', [-0.2927704, 0.8136277, 1.0]], ['2, k, 6', [-0.2420447, 1.04147, 1.0]], ['2, k, 7', [-0.21656, 1.171693, 1.0]], ['2, k, 8', [0.06102132, 0.4964237, 1.0]], ['2, k, 9', [0.108184, 0.2689232, 1.0]], ['2, k, 10', [0.1104725, 0.0332555, 1.0]], ['2, k, 11', [0.089265, -0.03767456, 1.0]], ['2, k, 12', [-0.1454578, 0.08830444, 1.0]], ['2, k, 13', [-0.1504528, -0.2383312, 1.0]], ['2, k, 14', [-0.1519899, -0.6287344, 1.0]], ['2, k, 15', [-0.1375924, -0.704772, 1.0]], ['2, k, 16', [-0.01965062, 0.08057218, 1.0]], ['2, k, 17', [-0.03202327, -0.2462854, 1.0]], ['2, k, 18', [-0.0400761, -0.6000786, 1.0]], ['2, k, 19', [-0.04191057, -0.6955978, 1.0]], ['2, k, 20', [-0.09364189, 0.5549958, 1.0]], ['2, k, 21', [-0.2051761, 1.246096, 1.0]], ['2, k, 22', [-0.1757638, 1.173584, 1.0]], ['2, k, 23', [0.08253749, -0.1021412, 1.0]], ['2, k, 24', [0.12038, -0.05250844, 1.0]]]
[['2, k, 0', [-0.08387183, 0.0852626, 1.0]], ['2, k, 1', [-0.09057796, 0.3560421, 1.0]], ['2, k, 2', [-0.09468114, 0.6196437, 1.0]], ['2, k, 3', [-0.07623409, 0.7406123, 1.0]], ['2, k, 4', [-0.2266671, 0.6038951, 1.0]], ['2, k, 5', [-0.2932252, 0.8124439, 1.0]], ['2, k, 6', [-0.2417309, 1.040084, 1.0]], ['2, k, 7', [-0.2155557, 1.17139, 1.0]], ['2, k, 8', [0.06098905, 0.4967666, 1.0]], ['2, k, 9', [0.1080209, 0.2692212, 1.0]], ['2, k, 10', [0.1104047, 0.03350345, 1.0]], ['2, k, 11', [0.09026276, -0.03247638, 1.0]], ['2, k, 12', [-0.1457169, 0.0884076, 1.0]], ['2, k, 13', [-0.1502849, -0.2382966, 1.0]], ['2, k, 14', [-0.151793, -0.6292672, 1.0]], ['2, k, 15', [-0.1379633, -0.7045316, 1.0]], ['2, k, 16', [-0.02001552, 0.08035785, 1.0]], ['2, k, 17', [-0.03273536, -0.2464943, 1.0]], ['2, k, 18', [-0.04017868, -0.6010602, 1.0]], ['2, k, 19', [-0.04134834, -0.6960982, 1.0]], ['2, k, 20', [-0.0938507, 0.5548993, 1.0]], ['2, k, 21', [-0.2187741, 1.25761, 1.0]], ['2, k, 22', [-0.1751254, 1.161031, 1.0]], ['2, k, 23', [0.08589207, -0.1022166, 1.0]], ['2, k, 24', [0.1223841, -0.04007382, 1.0]]]
[['2, k, 0', [-0.08388917, 0.08525276, 1.0]], ['2, k, 1', [-0.08981203, 0.3560628, 1.0]], ['2, k, 2', [-0.09244295, 0.6195577, 1.0]], ['2, k, 3', [-0.07608503, 0.7405172, 1.0]], ['2, k, 4', [-0.2267633, 0.6032669, 1.0]], ['2, k, 5', [-0.2916091, 0.8272445, 1.0]], ['2, k, 6', [-0.2384949, 1.054371, 1.0]], ['2, k, 7', [-0.2215867, 1.140271, 1.0]], ['2, k, 8', [0.06111581, 0.4967892, 1.0]], ['2, k, 9', [0.106875, 0.2691132, 1.0]], ['2, k, 10', [0.110288, 0.03340837, 1.0]], ['2, k, 11', [0.08883335, -0.03407964, 1.0]], ['2, k, 12', [-0.1457485, 0.08838637, 1.0]], ['2, k, 13', [-0.151076, -0.2382884, 1.0]], ['2, k, 14', [-0.1520513, -0.6291125, 1.0]], ['2, k, 15', [-0.1374707, -0.7045305, 1.0]], ['2, k, 16', [-0.02002336, 0.08033403, 1.0]], ['2, k, 17', [-0.031906, -0.246175, 1.0]], ['2, k, 18', [-0.03982299, -0.6014928, 1.0]], ['2, k, 19', [-0.04152801, -0.6962141, 1.0]], ['2, k, 20', [-0.09201276, 0.5548565, 1.0]], ['2, k, 21', [-0.2069373, 1.207725, 1.0]], ['2, k, 22', [-0.1727898, 1.155143, 1.0]], ['2, k, 23', [0.08451035, -0.1017749, 1.0]], ['2, k, 24', [0.1192315, -0.04958004, 1.0]]]
[['2, k, 0', [-0.08407411, 0.08554838, 1.0]], ['2, k, 1', [-0.08993033, 0.356303, 1.0]], ['2, k, 2', [-0.09303885, 0.6197585, 1.0]], ['2, k, 3', [-0.07566459, 0.7406126, 1.0]], ['2, k, 4', [-0.2269945, 0.6041659, 1.0]], ['2, k, 5', [-0.2939076, 0.8202516, 1.0]], ['2, k, 6', [-0.2413192, 1.047601, 1.0]], ['2, k, 7', [-0.2268593, 1.131822, 1.0]], ['2, k, 8', [0.06112147, 0.4968758, 1.0]], ['2, k, 9', [0.1068185, 0.2692463, 1.0]], ['2, k, 10', [0.1102884, 0.03348989, 1.0]], ['2, k, 11', [0.08932261, -0.03302503, 1.0]], ['2, k, 12', [-0.1459786, 0.0888183, 1.0]], ['2, k, 13', [-0.1509362, -0.2379583, 1.0]], ['2, k, 14', [-0.151906, -0.6275049, 1.0]], ['2, k, 15', [-0.1380458, -0.7031836, 1.0]], ['2, k, 16', [-0.02026114, 0.0806375, 1.0]], ['2, k, 17', [-0.0317614, -0.2457033, 1.0]], ['2, k, 18', [-0.03964259, -0.602066, 1.0]], ['2, k, 19', [-0.04813792, -0.6910864, 1.0]], ['2, k, 20', [-0.09241867, 0.5550927, 1.0]], ['2, k, 21', [-0.2162083, 1.192686, 1.0]], ['2, k, 22', [-0.1875344, 1.141761, 1.0]], ['2, k, 23', [0.08125678, -0.1015259, 1.0]], ['2, k, 24', [0.1203275, -0.06521501, 1.0]]]
