[['2, k, 0', [0.04645272, 0.0195498, 1.0]], ['2, k, 1', [0.0387469, 0.3332238, 1.0]], ['2, k, 2', [0.0301867, 0.6327986, 1.0]], ['2, k, 3', [0.001921402, 0.7558084, 1.0]], ['2, k, 4', [-0.1293862, 0.511609, 1.0]], ['2, k, 5', [-0.1802143, 0.2716625, 1.0]], ['2, k, 6', [-0.1741084, 0.05455881, 1.0]], ['2, k, 7', [-0.1819666, 0.02592206, 1.0]], ['2, k, 8', [0.1933989, 0.5394887, 1.0]], ['2, k, 9', [0.2974334, 0.2721183, 1.0]], ['2, k, 10', [0.3753896, 0.03730566, 1.0]], ['2, k, 11', [0.4092949, -0.01729961, 1.0]], ['2, k, 12', [-0.02624401, 0.02078147, 1.0]], ['2, k, 13', [-0.05228677, -0.3752542, 1.0]], ['2, k, 14', [-0.06155614, -0.6936809, 1.0]], ['2, k, 15', [-0.09039534, -0.7472429, 1.0]], ['2, k, 16', [0.1178247, 0.01816454, 1.0]], ['2, k, 17', [0.1618337, -0.4334534, 1.0]], ['2, k, 18', [0.2185818, -0.7055503, 1.0]], ['2, k, 19', [0.2350676, -0.7450269, 1.0]], ['2, k, 20', [0.03237807, 0.5598874, 1.0]], ['2, k, 21', [-0.1946066, -0.006540171, 1.0]], ['2, k, 22', [-0.2015948, 0.04963336, 1.0]], ['2, k, 23', [0.4509463, -0.07360091, 1.0]], ['2, k, 24', [0.3841762, -0.05093737, 1.0]]]
[['2, k, 0', [0.03349099, 0.02449182, 1.0]], ['2, k, 1', [0.03083461, 0.3342544, 1.0]], ['2, k, 2', [0.02650687, 0.6310334, 1.0]], ['2, k, 3', [0.008396078, 0.7533413, 1.0]], ['2, k, 4', [-0.1347733, 0.5139222, 1.0]], ['2, k, 5', [-0.1886263, 0.2748011, 1.0]], ['2, k, 6', [-0.1743869, 0.05713366, 1.0]], ['2, k, 7', [-0.182202, 0.02420329, 1.0]], ['2, k, 8', [0.1936608, 0.5483248, 1.0]], ['2, k, 9', [0.4114255, 0.4857542, 1.0]], ['2, k, 10', [0.6167849, 0.4228862, 1.0]], ['2, k, 11', [0.7008326, 0.4047747, 1.0]], ['2, k, 12', [-0.03940499, 0.02425265, 1.0]], ['2, k, 13', [-0.06596903, -0.3724985, 1.0]], ['2, k, 14', [-0.06527185, -0.695158, 1.0]], ['2, k, 15', [-0.09031728, -0.7458932, 1.0]], ['2, k, 16', [0.1049589, 0.02417554, 1.0]], ['2, k, 17', [0.1516309, -0.4307353, 1.0]], ['2, k, 18', [0.2348685, -0.7170619, 1.0]], ['2, k, 19', [0.218537, -0.7511961, 1.0]], ['2, k, 20', [0.02775338, 0.5587561, 1.0]], ['2, k, 21', [-0.1951035, -0.01367266, 1.0]], ['2, k, 22', [-0.1975855, 0.03876886, 1.0]], ['2, k, 23', [0.7637875, 0.3762514, 1.0]], ['2, k, 24', [0.7280754, 0.3540899, 1.0]]]
[['2, k, 0', [0.03231335, 0.0252248, 1.0]], ['2, k, 1', [0.02927859, 0.3347562, 1.0]], ['2, k, 2', [0.02465018, 0.6312113, 1.0]], ['2, k, 3', [0.006556106, 0.7526709, 1.0]], ['2, k, 4', [-0.1358984, 0.5142403, 1.0]], ['2, k, 5', [-0.1890678, 0.2748861, 1.0]], ['2, k, 6', [-0.1746268, 0.05736573, 1.0]], ['2, k, 7', [-0.1817904, 0.02472483, 1.0]], ['2, k, 8', [0.1924289, 0.5501598, 1.0]], ['2, k, 9', [0.4182763, 0.5050135, 1.0]], ['2, k, 10', [0.6292047, 0.4684176, 1.0]], ['2, k, 11', [0.7132357, 0.442572, 1.0]], ['2, k, 12', [-0.04056705, 0.02489619, 1.0]], ['2, k, 13', [-0.06759804, -0.371832, 1.0]], ['2, k, 14', [-0.06612358, -0.6951585, 1.0]], ['2, k, 15', [-0.09051309, -0.7459065, 1.0]], ['2, k, 16', [0.1038424, 0.02489497, 1.0]], ['2, k, 17', [0.1506882, -0.4304284, 1.0]], ['2, k, 18', [0.2355916, -0.7169467, 1.0]], ['2, k, 19', [0.2176102, -0.751406, 1.0]], ['2, k, 20', [0.02593796, 0.559032, 1.0]], ['2, k, 21', [-0.1987298, -0.008127091, 1.0]], ['2, k, 22', [-0.1959898, 0.03710826, 1.0]], ['2, k, 23', [0.77853, 0.4188413, 1.0]], ['2, k, 24', [0.7094015, 0.4017603, 1.0]]]
[['2, k, 0', [0.03167158, 0.02599232, 1.0]], ['2, k, 1', [0.02821624, 0.3352244, 1.0]], ['2, k, 2', [0.02313079, 0.631416, 1.0]], ['2, k, 3', [0.004441894, 0.7518504, 1.0]], ['2, k, 4', [-0.1373897, 0.5148444, 1.0]], ['2, k, 5', [-0.1896038, 0.2751229, 1.0]], ['2, k, 6', [-0.1753004, 0.05614523, 1.0]], ['2, k, 7', [-0.1818973, 0.01957907, 1.0]], ['2, k, 8', [0.1902713, 0.5540818, 1.0]], ['2, k, 9', [0.4160355, 0.5504187, 1.0]], ['2, k, 10', [0.6773999, 0.5260975, 1.0]], ['2, k, 11', [0.7580197, 0.5163175, 1.0]], ['2, k, 12', [-0.04111339, 0.02532065, 1.0]], ['2, k, 13', [-0.06918032, -0.3718422, 1.0]], ['2, k, 14', [-0.06563093, -0.6946994, 1.0]], ['2, k, 15', [-0.09048721, -0.7458, 1.0]], ['2, k, 16', [0.1030988, 0.02599582, 1.0]], ['2, k, 17', [0.1495979, -0.4302605, 1.0]], ['2, k, 18', [0.2364342, -0.716846, 1.0]], ['2, k, 19', [0.2170356, -0.7513417, 1.0]], ['2, k, 20', [0.02452696, 0.559312, 1.0]], ['2, k, 21', [-0.1738435, -0.07914469, 1.0]], ['2, k, 22', [-0.2102585, 0.02044594, 1.0]], ['2, k, 23', [0.8477286, 0.4874753, 1.0]], ['2, k, 24', [0.7533032, 0.4637387, 1.0]]]
[['2, k, 0', [0.030722, 0.02739109, 1.0]], ['2, k, 1', [0.02664365, 0.3361044, 1.0]], ['2, k, 2', [0.02098843, 0.6317311, 1.0]], ['2, k, 3', [0.002528545, 0.7512278, 1.0]], ['2, k, 4', [-0.1386059, 0.5154447, 1.0]], ['2, k, 5', [-0.1902121, 0.2756528, 1.0]], ['2, k, 6', [-0.1753609, 0.05622691, 1.0]], ['2, k, 7', [-0.1817772, 0.02450877, 1.0]], ['2, k, 8', [0.1890183, 0.5581527, 1.0]], ['2, k, 9', [0.4139158, 0.5580475, 1.0]], ['2, k, 10', [0.6818162, 0.5578648, 1.0]], ['2, k, 11', [0.7623152, 0.5588997, 1.0]], ['2, k, 12', [-0.0419141, 0.02641206, 1.0]], ['2, k, 13', [-0.07007302, -0.3713965, 1.0]], ['2, k, 14', [-0.0651589, -0.6951854, 1.0]], ['2, k, 15', [-0.09107856, -0.7458337, 1.0]], ['2, k, 16', [0.1020671, 0.02758392, 1.0]], ['2, k, 17', [0.1492654, -0.4300842, 1.0]], ['2, k, 18', [0.2394749, -0.7157936, 1.0]], ['2, k, 19', [0.2146779, -0.7510219, 1.0]], ['2, k, 20', [0.02251583, 0.5597821, 1.0]], ['2, k, 21', [-0.2005323, -0.009295974, 1.0]], ['2, k, 22', [-0.2008669, 0.04539454, 1.0]], ['2, k, 23', [0.8503276, 0.5379816, 1.0]], ['2, k, 24', [0.7677162, 0.5201834, 1.0]]]
[['2, k, 0', [0.03028639, 0.02877342, 1.0]], ['2, k, 1', [0.02579803, 0.3368799, 1.0]], ['2, k, 2', [0.01987785, 0.6320617, 1.0]], ['2, k, 3', [0.0007596155, 0.7507686, 1.0]], ['2, k, 4', [-0.1398418, 0.5159841, 1.0]], ['2, k, 5', [-0.1907835, 0.2766049, 1.0]], ['2, k, 6', [-0.1755896, 0.05429742, 1.0]], ['2, k, 7', [-0.1825858, 0.02371505, 1.0]], ['2, k, 8', [0.1878037, 0.5623538, 1.0]], ['2, k, 9', [0.416705, 0.5788974, 1.0]], ['2, k, 10', [0.6788452, 0.5937436, 1.0]], ['2, k, 11', [0.7636414, 0.6022401, 1.0]], ['2, k, 12', [-0.04214114, 0.02749546, 1.0]], ['2, k, 13', [-0.07141975, -0.3695371, 1.0]], ['2, k, 14', [-0.06482714, -0.6947938, 1.0]], ['2, k, 15', [-0.09066223, -0.7455668, 1.0]], ['2, k, 16', [0.1014244, 0.0292001, 1.0]], ['2, k, 17', [0.1488039, -0.4295569, 1.0]], ['2, k, 18', [0.2402861, -0.7155231, 1.0]], ['2, k, 19', [0.2147414, -0.7505672, 1.0]], ['2, k, 20', [0.02146774, 0.5602185, 1.0]], ['2, k, 21', [-0.1883109, -0.01350759, 1.0]], ['2, k, 22', [-0.1946279, 0.04293123, 1.0]], ['2, k, 23', [0.851701, 0.5889071, 1.0]], ['2, k, 24', [0.7749736, 0.5684853, 1.0]]]
[['2, k, 0', [0.02995772, 0.0302768, 1.0]], ['2, k, 1', [0.02445102, 0.3375958, 1.0]], ['2, k, 2', [0.01694986, 0.6318968, 1.0]], ['2, k, 3', [-0.0007585821, 0.7505743, 1.0]], ['2, k, 4', [-0.1406202, 0.5162463, 1.0]], ['2, k, 5', [-0.1915563, 0.2776509, 1.0]], ['2, k, 6', [-0.1754518, 0.05490473, 1.0]], ['2, k, 7', [-0.181933, 0.02469954, 1.0]], ['2, k, 8', [0.1872156, 0.5708242, 1.0]], ['2, k, 9', [0.4196575, 0.635709, 1.0]], ['2, k, 10', [0.6634858, 0.6817787, 1.0]], ['2, k, 11', [0.7445869, 0.688834, 1.0]], ['2, k, 12', [-0.0422711, 0.02868024, 1.0]], ['2, k, 13', [-0.0717198, -0.3698912, 1.0]], ['2, k, 14', [-0.06721378, -0.6963043, 1.0]], ['2, k, 15', [-0.09056099, -0.7455689, 1.0]], ['2, k, 16', [0.1008974, 0.03094435, 1.0]], ['2, k, 17', [0.1476512, -0.4295913, 1.0]], ['2, k, 18', [0.2404627, -0.715744, 1.0]], ['2, k, 19', [0.214311, -0.7510309, 1.0]], ['2, k, 20', [0.01899582, 0.5603289, 1.0]], ['2, k, 21', [-0.199773, -0.007022292, 1.0]], ['2, k, 22', [-0.208367, 0.04312369, 1.0]], ['2, k, 23', [0.8383592, 0.6899111, 1.0]], ['2, k, 24', [0.7608189, 0.6556717, 1.0]]]
[['2, k, 0', [0.02991012, 0.03222689, 1.0]], ['2, k, 1', [0.02329786, 0.3384537, 1.0]], ['2, k, 2', [0.01439074, 0.6318938, 1.0]], ['2, k, 3', [-0.002051642, 0.7501238, 1.0]], ['2, k, 4', [-0.1411873, 0.5168029, 1.0]], ['2, k, 5', [-0.1920454, 0.2786536, 1.0]], ['2, k, 6', [-0.1752395, 0.05577794, 1.0]], ['2, k, 7', [-0.1811907, 0.02484684, 1.0]], ['2, k, 8', [0.1859945, 0.5774431, 1.0]], ['2, k, 9', [0.4168151, 0.6442981, 1.0]], ['2, k, 10', [0.615246, 0.7134018, 1.0]], ['2, k, 11', [0.6992883, 0.7244084, 1.0]], ['2, k, 12', [-0.04209146, 0.03039139, 1.0]], ['2, k, 13', [-0.07215498, -0.3687952, 1.0]], ['2, k, 14', [-0.06734918, -0.6961311, 1.0]], ['2, k, 15', [-0.0905223, -0.745245, 1.0]], ['2, k, 16', [0.1006271, 0.03301467, 1.0]], ['2, k, 17', [0.1465598, -0.4293624, 1.0]], ['2, k, 18', [0.2395175, -0.7166302, 1.0]], ['2, k, 19', [0.2146624, -0.7516887, 1.0]], ['2, k, 20', [0.01682939, 0.5605763, 1.0]], ['2, k, 21', [-0.1886399, -0.01144106, 1.0]], ['2, k, 22', [-0.1934856, 0.03824337, 1.0]], ['2, k, 23', [0.7663618, 0.7312261, 1.0]], ['2, k, 24', [0.6972346, 0.7306498, 1.0]]]
[['2, k, 0', [0.03002612, 0.03598349, 1.0]], ['2, k, 1', [0.02198287, 0.3404866, 1.0]], ['2, k, 2', [0.01225397, 0.6327654, 1.0]], ['2, k, 3', [-0.004034013, 0.7502587, 1.0]], ['2, k, 4', [-0.1420183, 0.5170245, 1.0]], ['2, k, 5', [-0.1923696, 0.2792296, 1.0]], ['2, k, 6', [-0.1753493, 0.05721278, 1.0]], ['2, k, 7', [-0.180906, 0.02519379, 1.0]], ['2, k, 8', [0.1851145, 0.5899035, 1.0]], ['2, k, 9', [0.4032417, 0.6926641, 1.0]], ['2, k, 10', [0.5954136, 0.777429, 1.0]], ['2, k, 11', [0.6775146, 0.7936273, 1.0]], ['2, k, 12', [-0.04182195, 0.03334947, 1.0]], ['2, k, 13', [-0.07243875, -0.3689071, 1.0]], ['2, k, 14', [-0.06855292, -0.6969788, 1.0]], ['2, k, 15', [-0.09037881, -0.745232, 1.0]], ['2, k, 16', [0.1005782, 0.03740072, 1.0]], ['2, k, 17', [0.1461572, -0.4282047, 1.0]], ['2, k, 18', [0.2395027, -0.7165878, 1.0]], ['2, k, 19', [0.215463, -0.752169, 1.0]], ['2, k, 20', [0.01487589, 0.5616913, 1.0]], ['2, k, 21', [-0.1736994, -0.08387425, 1.0]], ['2, k, 22', [-0.2099169, 0.02539849, 1.0]], ['2, k, 23', [0.7470393, 0.8142568, 1.0]], ['2, k, 24', [0.7119201, 0.7701392, 1.0]]]
[['2, k, 0', [0.02918772, 0.0392995, 1.0]], ['2, k, 1', [0.02019194, 0.3423395, 1.0]], ['2, k, 2', [0.01006916, 0.6332518, 1.0]], ['2, k, 3', [-0.006888081, 0.749478, 1.0]], ['2, k, 4', [-0.1433273, 0.5178008, 1.0]], ['2, k, 5', [-0.1924785, 0.279526, 1.0]], ['2, k, 6', [-0.1755885, 0.05820483, 1.0]], ['2, k, 7', [-0.1801853, 0.02544388, 1.0]], ['2, k, 8', [0.1844638, 0.595105, 1.0]], ['2, k, 9', [0.4020621, 0.7056379, 1.0]], ['2, k, 10', [0.6347161, 0.8161342, 1.0]], ['2, k, 11', [0.6995803, 0.8359616, 1.0]], ['2, k, 12', [-0.04290304, 0.03688451, 1.0]], ['2, k, 13', [-0.07264683, -0.3683323, 1.0]], ['2, k, 14', [-0.06667292, -0.695463, 1.0]], ['2, k, 15', [-0.09023423, -0.7451023, 1.0]], ['2, k, 16', [0.1000299, 0.04029186, 1.0]], ['2, k, 17', [0.1452708, -0.4269855, 1.0]], ['2, k, 18', [0.2456041, -0.724086, 1.0]], ['2, k, 19', [0.2096425, -0.7519358, 1.0]], ['2, k, 20', [0.01274515, 0.5624779, 1.0]], ['2, k, 21', [-0.2010038, -0.003491897, 1.0]], ['2, k, 22', [-0.1996309, 0.03666098, 1.0]], ['2, k, 23', [0.7968853, 0.8649899, 1.0]], ['2, k, 24', [0.7161807, 0.8266297, 1.0]]]
[['2, k, 0', [0.02878734, 0.04142337, 1.0]], ['2, k, 1', [0.01867935, 0.3439206, 1.0]], ['2, k, 2', [0.007611158, 0.6340291, 1.0]], ['2, k, 3', [-0.01181777, 0.7491069, 1.0]], ['2, k, 4', [-0.1443834, 0.5182105, 1.0]], ['2, k, 5', [-0.1925576, 0.2797248, 1.0]], ['2, k, 6', [-0.1755869, 0.05820992, 1.0]], ['2, k, 7', [-0.1807685, 0.02538125, 1.0]], ['2, k, 8', [0.1814504, 0.6014022, 1.0]], ['2, k, 9', [0.3819792, 0.7574884, 1.0]], ['2, k, 10', [0.611876, 0.8748146, 1.0]], ['2, k, 11', [0.6394497, 0.8904966, 1.0]], ['2, k, 12', [-0.04329772, 0.03904867, 1.0]], ['2, k, 13', [-0.07277478, -0.3678312, 1.0]], ['2, k, 14', [-0.06393258, -0.6948079, 1.0]], ['2, k, 15', [-0.08991745, -0.7448249, 1.0]], ['2, k, 16', [0.09966376, 0.04225161, 1.0]], ['2, k, 17', [0.1432623, -0.4237529, 1.0]], ['2, k, 18', [0.2446617, -0.722214, 1.0]], ['2, k, 19', [0.2109558, -0.7520979, 1.0]], ['2, k, 20', [0.01049393, 0.5634596, 1.0]], ['2, k, 21', [-0.1732699, -0.08366685, 1.0]], ['2, k, 22', [-0.2065758, 0.0276941, 1.0]], ['2, k, 23', [0.706972, 0.9120456, 1.0]], ['2, k, 24', [0.6669181, 0.8764433, 1.0]]]
[['2, k, 0', [0.02793473, 0.04406795, 1.0]], ['2, k, 1', [0.01666811, 0.3456308, 1.0]], ['2, k, 2', [0.004512788, 0.6347655, 1.0]], ['2, k, 3', [-0.01509672, 0.748705, 1.0]], ['2, k, 4', [-0.1454683, 0.5188934, 1.0]], ['2, k, 5', [-0.1925307, 0.280059, 1.0]], ['2, k, 6', [-0.1754912, 0.05785371, 1.0]], ['2, k, 7', [-0.1810348, 0.0248009, 1.0]], ['2, k, 8', [0.1768623, 0.6072205, 1.0]], ['2, k, 9', [0.3805084, 0.7716941, 1.0]], ['2, k, 10', [0.5564762, 0.8847443, 1.0]], ['2, k, 11', [0.6016402, 0.9115626, 1.0]], ['2, k, 12', [-0.0443468, 0.04210165, 1.0]], ['2, k, 13', [-0.07282128, -0.3667869, 1.0]], ['2, k, 14', [-0.06541216, -0.6974805, 1.0]], ['2, k, 15', [-0.0898329, -0.7448759, 1.0]], ['2, k, 16', [0.0990357, 0.04441482, 1.0]], ['2, k, 17', [0.1431364, -0.4216605, 1.0]], ['2, k, 18', [0.244719, -0.7206976, 1.0]], ['2, k, 19', [0.2099362, -0.7515193, 1.0]], ['2, k, 20', [0.007664301, 0.5644348, 1.0]], ['2, k, 21', [-0.1734847, -0.08377055, 1.0]], ['2, k, 22', [-0.2061767, 0.02795033, 1.0]], ['2, k, 23', [0.642204, 0.9440354, 1.0]], ['2, k, 24', [0.6155642, 0.8874961, 1.0]]]
[['2, k, 0', [0.02851942, 0.04562723, 1.0]], ['2, k, 1', [0.01580312, 0.346715, 1.0]], ['2, k, 2', [0.001688334, 0.6355543, 1.0]], ['2, k, 3', [-0.01818968, 0.7478722, 1.0]], ['2, k, 4', [-0.1463677, 0.5188445, 1.0]], ['2, k, 5', [-0.192569, 0.2803099, 1.0]], ['2, k, 6', [-0.176319, 0.06057261, 1.0]], ['2, k, 7', [-0.1808411, 0.02526842, 1.0]], ['2, k, 8', [0.1723727, 0.6123566, 1.0]], ['2, k, 9', [0.3399975, 0.7795044, 1.0]], ['2, k, 10', [0.5173289, 0.8916036, 1.0]], ['2, k, 11', [0.5447101, 0.9139509, 1.0]], ['2, k, 12', [-0.04368044, 0.04352998, 1.0]], ['2, k, 13', [-0.07274217, -0.3663377, 1.0]], ['2, k, 14', [-0.06549619, -0.6974642, 1.0]], ['2, k, 15', [-0.09022243, -0.7451513, 1.0]], ['2, k, 16', [0.09952478, 0.046042, 1.0]], ['2, k, 17', [0.1428494, -0.4213396, 1.0]], ['2, k, 18', [0.244301, -0.7198532, 1.0]], ['2, k, 19', [0.2111862, -0.7517987, 1.0]], ['2, k, 20', [0.005407901, 0.5653161, 1.0]], ['2, k, 21', [-0.1737249, -0.08388657, 1.0]], ['2, k, 22', [-0.2066532, 0.02886708, 1.0]], ['2, k, 23', [0.6328727, 0.9506099, 1.0]], ['2, k, 24', [0.5441914, 0.8959343, 1.0]]]
[['2, k, 0', [0.02876213, 0.04797056, 1.0]], ['2, k, 1', [0.01501252, 0.3479349, 1.0]], ['2, k, 2', [0.0002931295, 0.6358963, 1.0]], ['2, k, 3', [-0.020471, 0.7483084, 1.0]], ['2, k, 4', [-0.1476192, 0.5195554, 1.0]], ['2, k, 5', [-0.1926193, 0.2805949, 1.0]], ['2, k, 6', [-0.1764529, 0.06190682, 1.0]], ['2, k, 7', [-0.1809444, 0.02519385, 1.0]], ['2, k, 8', [0.1675983, 0.6170356, 1.0]], ['2, k, 9', [0.3273441, 0.7840741, 1.0]], ['2, k, 10', [0.5017385, 0.8991605, 1.0]], ['2, k, 11', [0.5104646, 0.9264448, 1.0]], ['2, k, 12', [-0.04324542, 0.04601867, 1.0]], ['2, k, 13', [-0.07275915, -0.36077, 1.0]], ['2, k, 14', [-0.06563705, -0.6974119, 1.0]], ['2, k, 15', [-0.08989987, -0.7451973, 1.0]], ['2, k, 16', [0.09959139, 0.04814051, 1.0]], ['2, k, 17', [0.1426706, -0.4210942, 1.0]], ['2, k, 18', [0.2564048, -0.7318258, 1.0]], ['2, k, 19', [0.1932904, -0.7458693, 1.0]], ['2, k, 20', [0.004138274, 0.5658538, 1.0]], ['2, k, 21', [-0.2005987, -0.01374099, 1.0]], ['2, k, 22', [-0.1980361, 0.03783511, 1.0]], ['2, k, 23', [0.5539768, 0.9539229, 1.0]], ['2, k, 24', [0.5061928, 0.9271706, 1.0]]]
[['2, k, 0', [0.02867205, 0.04832655, 1.0]], ['2, k, 1', [0.01387146, 0.3481031, 1.0]], ['2, k, 2', [-0.002206685, 0.6354501, 1.0]], ['2, k, 3', [-0.02272446, 0.748558, 1.0]], ['2, k, 4', [-0.1486937, 0.5195551, 1.0]], ['2, k, 5', [-0.1926433, 0.2808753, 1.0]], ['2, k, 6', [-0.1773615, 0.069826, 1.0]], ['2, k, 7', [-0.180775, 0.02734784, 1.0]], ['2, k, 8', [0.1628344, 0.621474, 1.0]], ['2, k, 9', [0.3104833, 0.7907364, 1.0]], ['2, k, 10', [0.4826306, 0.9106291, 1.0]], ['2, k, 11', [0.4829939, 0.9364212, 1.0]], ['2, k, 12', [-0.04360113, 0.04751355, 1.0]], ['2, k, 13', [-0.07250395, -0.3555731, 1.0]], ['2, k, 14', [-0.06553892, -0.6971503, 1.0]], ['2, k, 15', [-0.0900228, -0.7446649, 1.0]], ['2, k, 16', [0.09962907, 0.0479564, 1.0]], ['2, k, 17', [0.1428134, -0.4210417, 1.0]], ['2, k, 18', [0.2527544, -0.7238799, 1.0]], ['2, k, 19', [0.2030995, -0.7517844, 1.0]], ['2, k, 20', [0.001957712, 0.5655839, 1.0]], ['2, k, 21', [-0.1484356, -0.03126862, 1.0]], ['2, k, 22', [-0.1852639, 0.04060866, 1.0]], ['2, k, 23', [0.5060847, 0.9664842, 1.0]], ['2, k, 24', [0.4830835, 0.9216706, 1.0]]]
[['2, k, 0', [0.02962601, 0.05045619, 1.0]], ['2, k, 1', [0.01317971, 0.3489409, 1.0]], ['2, k, 2', [-0.004758467, 0.6354619, 1.0]], ['2, k, 3', [-0.02399383, 0.7488288, 1.0]], ['2, k, 4', [-0.1498692, 0.5197051, 1.0]], ['2, k, 5', [-0.1925816, 0.2810826, 1.0]], ['2, k, 6', [-0.1770456, 0.06668586, 1.0]], ['2, k, 7', [-0.1795436, 0.02586849, 1.0]], ['2, k, 8', [0.1598367, 0.6253024, 1.0]], ['2, k, 9', [0.3024405, 0.8043174, 1.0]], ['2, k, 10', [0.4707881, 0.9253734, 1.0]], ['2, k, 11', [0.4615428, 0.9510978, 1.0]], ['2, k, 12', [-0.04217261, 0.04911002, 1.0]], ['2, k, 13', [-0.07221293, -0.3525667, 1.0]], ['2, k, 14', [-0.06360389, -0.6953367, 1.0]], ['2, k, 15', [-0.09004652, -0.7445824, 1.0]], ['2, k, 16', [0.1000634, 0.05043215, 1.0]], ['2, k, 17', [0.1427183, -0.4207699, 1.0]], ['2, k, 18', [0.2500746, -0.722935, 1.0]], ['2, k, 19', [0.205699, -0.7522614, 1.0]], ['2, k, 20', [-2.889154e-05, 0.565851, 1.0]], ['2, k, 21', [-0.1358815, -0.03144512, 1.0]], ['2, k, 22', [-0.2078719, 0.001221001, 1.0]], ['2, k, 23', [0.4763173, 0.9659308, 1.0]], ['2, k, 24', [0.4522718, 0.9342131, 1.0]]]
[['2, k, 0', [0.03024196, 0.05520989, 1.0]], ['2, k, 1', [0.0115563, 0.3509497, 1.0]], ['2, k, 2', [-0.00831471, 0.6357353, 1.0]], ['2, k, 3', [-0.02546996, 0.7496632, 1.0]], ['2, k, 4', [-0.1503939, 0.520164, 1.0]], ['2, k, 5', [-0.1927442, 0.2821471, 1.0]], ['2, k, 6', [-0.1780235, 0.06976876, 1.0]], ['2, k, 7', [-0.1791554, 0.02689037, 1.0]], ['2, k, 8', [0.1569057, 0.6351538, 1.0]], ['2, k, 9', [0.2972974, 0.819119, 1.0]], ['2, k, 10', [0.4406374, 0.9705046, 1.0]], ['2, k, 11', [0.4407693, 0.9666728, 1.0]], ['2, k, 12', [-0.04121237, 0.05266767, 1.0]], ['2, k, 13', [-0.07206614, -0.3525575, 1.0]], ['2, k, 14', [-0.06308533, -0.694765, 1.0]], ['2, k, 15', [-0.0900743, -0.7447009, 1.0]], ['2, k, 16', [0.1002834, 0.05599353, 1.0]], ['2, k, 17', [0.1427507, -0.4208674, 1.0]], ['2, k, 18', [0.2514893, -0.7311932, 1.0]], ['2, k, 19', [0.2026582, -0.749163, 1.0]], ['2, k, 20', [-0.003041688, 0.5665423, 1.0]], ['2, k, 21', [-0.1370141, -0.02946699, 1.0]], ['2, k, 22', [-0.2047757, 0.01816764, 1.0]], ['2, k, 23', [0.43758, 0.9689302, 1.0]], ['2, k, 24', [0.4369364, 0.9537717, 1.0]]]
[['2, k, 0', [0.03079771, 0.05641503, 1.0]], ['2, k, 1', [0.01160118, 0.351575, 1.0]], ['2, k, 2', [-0.00832977, 0.6357623, 1.0]], ['2, k, 3', [-0.02659396, 0.7500464, 1.0]], ['2, k, 4', [-0.1469881, 0.518659, 1.0]], ['2, k, 5', [-0.1927248, 0.2826916, 1.0]], ['2, k, 6', [-0.1776478, 0.0587908, 1.0]], ['2, k, 7', [-0.1808707, 0.02524646, 1.0]], ['2, k, 8', [0.156262, 0.6359525, 1.0]], ['2, k, 9', [0.2914338, 0.835706, 1.0]], ['2, k, 10', [0.4408455, 0.9804193, 1.0]], ['2, k, 11', [0.4969237, 1.019663, 1.0]], ['2, k, 12', [-0.04042575, 0.05375609, 1.0]], ['2, k, 13', [-0.07119525, -0.3518074, 1.0]], ['2, k, 14', [-0.06123624, -0.6937972, 1.0]], ['2, k, 15', [-0.09134583, -0.7451613, 1.0]], ['2, k, 16', [0.1006301, 0.05716781, 1.0]], ['2, k, 17', [0.143376, -0.4198688, 1.0]], ['2, k, 18', [0.2492647, -0.7275988, 1.0]], ['2, k, 19', [0.2052932, -0.7501237, 1.0]], ['2, k, 20', [-0.003078982, 0.5666399, 1.0]], ['2, k, 21', [-0.1892359, -0.009115, 1.0]], ['2, k, 22', [-0.1965855, 0.045296, 1.0]], ['2, k, 23', [0.4934583, 1.021677, 1.0]], ['2, k, 24', [0.4924584, 1.006206, 1.0]]]
[['2, k, 0', [0.03269734, 0.05750645, 1.0]], ['2, k, 1', [0.01190231, 0.3521703, 1.0]], ['2, k, 2', [-0.008509658, 0.6359011, 1.0]], ['2, k, 3', [-0.02735667, 0.7502888, 1.0]], ['2, k, 4', [-0.1453171, 0.5179482, 1.0]], ['2, k, 5', [-0.1926565, 0.2830717, 1.0]], ['2, k, 6', [-0.1774147, 0.0579559, 1.0]], ['2, k, 7', [-0.1801817, 0.0252862, 1.0]], ['2, k, 8', [0.1550401, 0.6373519, 1.0]], ['2, k, 9', [0.2825455, 0.8447253, 1.0]], ['2, k, 10', [0.4302653, 0.9906738, 1.0]], ['2, k, 11', [0.4863456, 1.029916, 1.0]], ['2, k, 12', [-0.03775839, 0.05443859, 1.0]], ['2, k, 13', [-0.07033166, -0.3515563, 1.0]], ['2, k, 14', [-0.05982579, -0.694916, 1.0]], ['2, k, 15', [-0.0922654, -0.7465556, 1.0]], ['2, k, 16', [0.1019425, 0.0585252, 1.0]], ['2, k, 17', [0.1435743, -0.4187337, 1.0]], ['2, k, 18', [0.2476164, -0.7246897, 1.0]], ['2, k, 19', [0.2085099, -0.7506787, 1.0]], ['2, k, 20', [-0.003208211, 0.5668385, 1.0]], ['2, k, 21', [-0.1736994, -0.08387425, 1.0]], ['2, k, 22', [-0.2118436, 0.02177754, 1.0]], ['2, k, 23', [0.4829371, 1.031882, 1.0]], ['2, k, 24', [0.4820107, 1.016348, 1.0]]]
