[['2, k, 0', [0.00168018, -0.41605, 1.0]], ['2, k, 1', [-0.00683684, -0.115051, 1.0]], ['2, k, 2', [-0.0151593, 0.180513, 1.0]], ['2, k, 3', [0.00979424, 0.331502, 1.0]], ['2, k, 4', [-0.167775, 0.0946215, 1.0]], ['2, k, 5', [-0.250431, -0.158849, 1.0]], ['2, k, 6', [-0.333758, -0.392787, 1.0]], ['2, k, 7', [-0.35152, -0.443047, 1.0]], ['2, k, 8', [0.15722, 0.0822704, 1.0]], ['2, k, 9', [0.247591, -0.161193, 1.0]], ['2, k, 10', [0.333771, -0.384439, 1.0]], ['2, k, 11', [0.34179, -0.444839, 1.0]], ['2, k, 12', [-0.0722478, -0.408711, 1.0]], ['2, k, 13', [-0.111811, -0.856371, 1.0]], ['2, k, 14', [-0.124337, -1.22106, 1.0]], ['2, k, 15', [-0.0668204, -1.27016, 1.0]], ['2, k, 16', [0.0755637, -0.414283, 1.0]], ['2, k, 17', [0.107907, -0.85138, 1.0]], ['2, k, 18', [0.144618, -1.20231, 1.0]], ['2, k, 19', [0.159123, -1.25886, 1.0]], ['2, k, 20', [-0.013107, 0.107359, 1.0]], ['2, k, 21', [-0.380978, -0.481755, 1.0]], ['2, k, 22', [-0.281852, -0.461552, 1.0]], ['2, k, 23', [0.384911, -0.487725, 1.0]], ['2, k, 24', [0.374831, -0.410559, 1.0]]]
[['2, k, 0', [-0.000494376, -0.404467, 1.0]], ['2, k, 1', [-0.00775391, -0.109548, 1.0]], ['2, k, 2', [-0.0151292, 0.180836, 1.0]], ['2, k, 3', [0.00882856, 0.335673, 1.0]], ['2, k, 4', [-0.164203, 0.088749, 1.0]], ['2, k, 5', [-0.257131, -0.162951, 1.0]], ['2, k, 6', [-0.338788, -0.397723, 1.0]], ['2, k, 7', [-0.357094, -0.436904, 1.0]], ['2, k, 8', [0.153501, 0.0810853, 1.0]], ['2, k, 9', [0.249159, -0.159642, 1.0]], ['2, k, 10', [0.336451, -0.369239, 1.0]], ['2, k, 11', [0.349113, -0.43953, 1.0]], ['2, k, 12', [-0.0738448, -0.397436, 1.0]], ['2, k, 13', [-0.113312, -0.871514, 1.0]], ['2, k, 14', [-0.128588, -1.22813, 1.0]], ['2, k, 15', [-0.0810316, -1.27614, 1.0]], ['2, k, 16', [0.0728883, -0.403611, 1.0]], ['2, k, 17', [0.11201, -0.874485, 1.0]], ['2, k, 18', [0.146248, -1.20387, 1.0]], ['2, k, 19', [0.157243, -1.25563, 1.0]], ['2, k, 20', [-0.0132968, 0.108746, 1.0]], ['2, k, 21', [-0.376109, -0.473904, 1.0]], ['2, k, 22', [-0.287568, -0.452356, 1.0]], ['2, k, 23', [0.379735, -0.477342, 1.0]], ['2, k, 24', [0.273259, -0.460371, 1.0]]]
[['2, k, 0', [-0.000303282, -0.405422, 1.0]], ['2, k, 1', [-0.00764081, -0.110163, 1.0]], ['2, k, 2', [-0.0150361, 0.180355, 1.0]], ['2, k, 3', [0.00889637, 0.335583, 1.0]], ['2, k, 4', [-0.164298, 0.0885795, 1.0]], ['2, k, 5', [-0.257369, -0.16323, 1.0]], ['2, k, 6', [-0.335195, -0.36425, 1.0]], ['2, k, 7', [-0.354211, -0.434293, 1.0]], ['2, k, 8', [0.154088, 0.0787748, 1.0]], ['2, k, 9', [0.249816, -0.160495, 1.0]], ['2, k, 10', [0.336524, -0.369066, 1.0]], ['2, k, 11', [0.34835, -0.438844, 1.0]], ['2, k, 12', [-0.0734821, -0.398257, 1.0]], ['2, k, 13', [-0.112606, -0.871139, 1.0]], ['2, k, 14', [-0.134332, -1.20015, 1.0]], ['2, k, 15', [-0.100414, -1.26187, 1.0]], ['2, k, 16', [0.0728935, -0.404511, 1.0]], ['2, k, 17', [0.111436, -0.865607, 1.0]], ['2, k, 18', [0.142224, -1.20485, 1.0]], ['2, k, 19', [0.150265, -1.25499, 1.0]], ['2, k, 20', [-0.0132043, 0.108274, 1.0]], ['2, k, 21', [-0.382111, -0.474063, 1.0]], ['2, k, 22', [-0.277447, -0.456594, 1.0]], ['2, k, 23', [0.379565, -0.477258, 1.0]], ['2, k, 24', [0.268296, -0.460181, 1.0]]]
[['2, k, 0', [-0.000243168, -0.406005, 1.0]], ['2, k, 1', [-0.00717152, -0.11097, 1.0]], ['2, k, 2', [-0.0138056, 0.179037, 1.0]], ['2, k, 3', [0.008334, 0.334566, 1.0]], ['2, k, 4', [-0.164379, 0.0884279, 1.0]], ['2, k, 5', [-0.257839, -0.163147, 1.0]], ['2, k, 6', [-0.335205, -0.364031, 1.0]], ['2, k, 7', [-0.355624, -0.43394, 1.0]], ['2, k, 8', [0.155288, 0.0750731, 1.0]], ['2, k, 9', [0.250206, -0.161313, 1.0]], ['2, k, 10', [0.336028, -0.368039, 1.0]], ['2, k, 11', [0.349146, -0.436681, 1.0]], ['2, k, 12', [-0.0733486, -0.398546, 1.0]], ['2, k, 13', [-0.117124, -0.873268, 1.0]], ['2, k, 14', [-0.133283, -1.20029, 1.0]], ['2, k, 15', [-0.165347, -1.26505, 1.0]], ['2, k, 16', [0.0728185, -0.40534, 1.0]], ['2, k, 17', [0.112073, -0.868698, 1.0]], ['2, k, 18', [0.146268, -1.2086, 1.0]], ['2, k, 19', [0.158391, -1.2577, 1.0]], ['2, k, 20', [-0.0122136, 0.107143, 1.0]], ['2, k, 21', [-0.392264, -0.473111, 1.0]], ['2, k, 22', [-0.281102, -0.456381, 1.0]], ['2, k, 23', [0.393824, -0.478211, 1.0]], ['2, k, 24', [0.269325, -0.459885, 1.0]]]
[['2, k, 0', [-0.000154617, -0.406232, 1.0]], ['2, k, 1', [-0.00714152, -0.111055, 1.0]], ['2, k, 2', [-0.0138055, 0.179014, 1.0]], ['2, k, 3', [0.00828349, 0.334481, 1.0]], ['2, k, 4', [-0.164464, 0.088339, 1.0]], ['2, k, 5', [-0.25859, -0.163723, 1.0]], ['2, k, 6', [-0.335547, -0.365067, 1.0]], ['2, k, 7', [-0.36384, -0.429783, 1.0]], ['2, k, 8', [0.155322, 0.0747101, 1.0]], ['2, k, 9', [0.250381, -0.161419, 1.0]], ['2, k, 10', [0.336001, -0.368035, 1.0]], ['2, k, 11', [0.346231, -0.435456, 1.0]], ['2, k, 12', [-0.0731969, -0.398751, 1.0]], ['2, k, 13', [-0.116501, -0.871913, 1.0]], ['2, k, 14', [-0.13514, -1.20025, 1.0]], ['2, k, 15', [-0.112243, -1.27199, 1.0]], ['2, k, 16', [0.0728501, -0.405541, 1.0]], ['2, k, 17', [0.112203, -0.871276, 1.0]], ['2, k, 18', [0.140813, -1.20383, 1.0]], ['2, k, 19', [0.156443, -1.25476, 1.0]], ['2, k, 20', [-0.0122079, 0.107115, 1.0]], ['2, k, 21', [-0.451806, -0.463788, 1.0]], ['2, k, 22', [-0.3007, -0.461069, 1.0]], ['2, k, 23', [0.383952, -0.475017, 1.0]], ['2, k, 24', [0.268813, -0.459876, 1.0]]]
[['2, k, 0', [0.000166918, -0.405919, 1.0]], ['2, k, 1', [-0.00717421, -0.11087, 1.0]], ['2, k, 2', [-0.0142699, 0.179292, 1.0]], ['2, k, 3', [0.00836911, 0.334567, 1.0]], ['2, k, 4', [-0.164475, 0.0885353, 1.0]], ['2, k, 5', [-0.259514, -0.162991, 1.0]], ['2, k, 6', [-0.33559, -0.364372, 1.0]], ['2, k, 7', [-0.356638, -0.428884, 1.0]], ['2, k, 8', [0.154933, 0.0757817, 1.0]], ['2, k, 9', [0.250086, -0.161823, 1.0]], ['2, k, 10', [0.33575, -0.3678, 1.0]], ['2, k, 11', [0.343958, -0.434856, 1.0]], ['2, k, 12', [-0.0727753, -0.398504, 1.0]], ['2, k, 13', [-0.107806, -0.779513, 1.0]], ['2, k, 14', [-0.136463, -1.071, 1.0]], ['2, k, 15', [-0.130731, -1.12279, 1.0]], ['2, k, 16', [0.0731318, -0.405046, 1.0]], ['2, k, 17', [0.112936, -0.781527, 1.0]], ['2, k, 18', [0.130785, -1.0798, 1.0]], ['2, k, 19', [0.133918, -1.13158, 1.0]], ['2, k, 20', [-0.0125136, 0.107368, 1.0]], ['2, k, 21', [-0.399856, -0.471227, 1.0]], ['2, k, 22', [-0.281887, -0.456477, 1.0]], ['2, k, 23', [0.380172, -0.474528, 1.0]], ['2, k, 24', [0.261216, -0.460647, 1.0]]]
[['2, k, 0', [3.38046e-05, -0.405777, 1.0]], ['2, k, 1', [-0.00721347, -0.110912, 1.0]], ['2, k, 2', [-0.0142678, 0.178952, 1.0]], ['2, k, 3', [0.00820248, 0.334678, 1.0]], ['2, k, 4', [-0.164567, 0.0883229, 1.0]], ['2, k, 5', [-0.259505, -0.163035, 1.0]], ['2, k, 6', [-0.336017, -0.364224, 1.0]], ['2, k, 7', [-0.354996, -0.428066, 1.0]], ['2, k, 8', [0.153751, 0.0736869, 1.0]], ['2, k, 9', [0.250075, -0.162744, 1.0]], ['2, k, 10', [0.33612, -0.367646, 1.0]], ['2, k, 11', [0.345208, -0.435696, 1.0]], ['2, k, 12', [-0.0728972, -0.398228, 1.0]], ['2, k, 13', [-0.106549, -0.765389, 1.0]], ['2, k, 14', [-0.137061, -1.07386, 1.0]], ['2, k, 15', [-0.132161, -1.12428, 1.0]], ['2, k, 16', [0.072983, -0.40496, 1.0]], ['2, k, 17', [0.108998, -0.768262, 1.0]], ['2, k, 18', [0.130805, -1.07931, 1.0]], ['2, k, 19', [0.1331, -1.12974, 1.0]], ['2, k, 20', [-0.0125273, 0.107149, 1.0]], ['2, k, 21', [-0.404007, -0.470831, 1.0]], ['2, k, 22', [-0.286209, -0.456226, 1.0]], ['2, k, 23', [0.382842, -0.47525, 1.0]], ['2, k, 24', [0.264759, -0.460675, 1.0]]]
[['2, k, 0', [2.58073e-05, -0.405764, 1.0]], ['2, k, 1', [-0.0073113, -0.110897, 1.0]], ['2, k, 2', [-0.0145889, 0.178933, 1.0]], ['2, k, 3', [0.00813328, 0.334644, 1.0]], ['2, k, 4', [-0.164627, 0.0882719, 1.0]], ['2, k, 5', [-0.259801, -0.163497, 1.0]], ['2, k, 6', [-0.33691, -0.364686, 1.0]], ['2, k, 7', [-0.357696, -0.427011, 1.0]], ['2, k, 8', [0.154048, 0.0728021, 1.0]], ['2, k, 9', [0.250009, -0.16285, 1.0]], ['2, k, 10', [0.335134, -0.365966, 1.0]], ['2, k, 11', [0.34356, -0.43429, 1.0]], ['2, k, 12', [-0.0728938, -0.398166, 1.0]], ['2, k, 13', [-0.106096, -0.754938, 1.0]], ['2, k, 14', [-0.136996, -1.07743, 1.0]], ['2, k, 15', [-0.132387, -1.12681, 1.0]], ['2, k, 16', [0.0729587, -0.404961, 1.0]], ['2, k, 17', [0.107687, -0.758089, 1.0]], ['2, k, 18', [0.13112, -1.07745, 1.0]], ['2, k, 19', [0.133124, -1.12687, 1.0]], ['2, k, 20', [-0.0127799, 0.107145, 1.0]], ['2, k, 21', [-0.404479, -0.470124, 1.0]], ['2, k, 22', [-0.286673, -0.457181, 1.0]], ['2, k, 23', [0.383976, -0.477081, 1.0]], ['2, k, 24', [0.265316, -0.460276, 1.0]]]
[['2, k, 0', [0.000205227, -0.405441, 1.0]], ['2, k, 1', [-0.00734079, -0.110837, 1.0]], ['2, k, 2', [-0.0148473, 0.17888, 1.0]], ['2, k, 3', [0.00817186, 0.334545, 1.0]], ['2, k, 4', [-0.164646, 0.0882108, 1.0]], ['2, k, 5', [-0.259572, -0.163473, 1.0]], ['2, k, 6', [-0.336969, -0.364606, 1.0]], ['2, k, 7', [-0.356424, -0.427444, 1.0]], ['2, k, 8', [0.154125, 0.0728128, 1.0]], ['2, k, 9', [0.250002, -0.162692, 1.0]], ['2, k, 10', [0.335151, -0.365825, 1.0]], ['2, k, 11', [0.344177, -0.432927, 1.0]], ['2, k, 12', [-0.0726604, -0.397845, 1.0]], ['2, k, 13', [-0.105512, -0.746539, 1.0]], ['2, k, 14', [-0.137583, -1.07737, 1.0]], ['2, k, 15', [-0.132995, -1.12584, 1.0]], ['2, k, 16', [0.0731162, -0.404534, 1.0]], ['2, k, 17', [0.107156, -0.74984, 1.0]], ['2, k, 18', [0.131837, -1.08358, 1.0]], ['2, k, 19', [0.133807, -1.13204, 1.0]], ['2, k, 20', [-0.0129479, 0.107139, 1.0]], ['2, k, 21', [-0.40017, -0.468813, 1.0]], ['2, k, 22', [-0.284315, -0.456935, 1.0]], ['2, k, 23', [0.410605, -0.474698, 1.0]], ['2, k, 24', [0.264188, -0.460972, 1.0]]]
[['2, k, 0', [0.000132952, -0.405479, 1.0]], ['2, k, 1', [-0.00741236, -0.110861, 1.0]], ['2, k, 2', [-0.0149352, 0.178845, 1.0]], ['2, k, 3', [0.00803121, 0.334414, 1.0]], ['2, k, 4', [-0.16476, 0.0880667, 1.0]], ['2, k, 5', [-0.259477, -0.163731, 1.0]], ['2, k, 6', [-0.337021, -0.364765, 1.0]], ['2, k, 7', [-0.35669, -0.429895, 1.0]], ['2, k, 8', [0.154828, 0.0713903, 1.0]], ['2, k, 9', [0.249878, -0.162134, 1.0]], ['2, k, 10', [0.334662, -0.364921, 1.0]], ['2, k, 11', [0.343286, -0.432042, 1.0]], ['2, k, 12', [-0.0727466, -0.397937, 1.0]], ['2, k, 13', [-0.10421, -0.740151, 1.0]], ['2, k, 14', [-0.137364, -1.07643, 1.0]], ['2, k, 15', [-0.132935, -1.12426, 1.0]], ['2, k, 16', [0.0730464, -0.404522, 1.0]], ['2, k, 17', [0.106533, -0.743586, 1.0]], ['2, k, 18', [0.132324, -1.08102, 1.0]], ['2, k, 19', [0.134132, -1.12885, 1.0]], ['2, k, 20', [-0.0130327, 0.107108, 1.0]], ['2, k, 21', [-0.391908, -0.47389, 1.0]], ['2, k, 22', [-0.28127, -0.45667, 1.0]], ['2, k, 23', [0.387819, -0.4728, 1.0]], ['2, k, 24', [0.264844, -0.460646, 1.0]]]
[['2, k, 0', [0.000407977, -0.405296, 1.0]], ['2, k, 1', [-0.00724579, -0.110909, 1.0]], ['2, k, 2', [-0.0147815, 0.17848, 1.0]], ['2, k, 3', [0.00776085, 0.332755, 1.0]], ['2, k, 4', [-0.164779, 0.0880698, 1.0]], ['2, k, 5', [-0.259979, -0.164084, 1.0]], ['2, k, 6', [-0.337378, -0.365287, 1.0]], ['2, k, 7', [-0.355739, -0.428921, 1.0]], ['2, k, 8', [0.154708, 0.0711742, 1.0]], ['2, k, 9', [0.249434, -0.161971, 1.0]], ['2, k, 10', [0.334464, -0.364565, 1.0]], ['2, k, 11', [0.345165, -0.431018, 1.0]], ['2, k, 12', [-0.0724101, -0.397945, 1.0]], ['2, k, 13', [-0.10375, -0.734861, 1.0]], ['2, k, 14', [-0.137754, -1.07588, 1.0]], ['2, k, 15', [-0.133563, -1.12331, 1.0]], ['2, k, 16', [0.073319, -0.40406, 1.0]], ['2, k, 17', [0.106243, -0.7399, 1.0]], ['2, k, 18', [0.132181, -1.08118, 1.0]], ['2, k, 19', [0.133749, -1.12861, 1.0]], ['2, k, 20', [-0.0128827, 0.106848, 1.0]], ['2, k, 21', [-0.39091, -0.472946, 1.0]], ['2, k, 22', [-0.28431, -0.457713, 1.0]], ['2, k, 23', [0.386565, -0.472682, 1.0]], ['2, k, 24', [0.263766, -0.460105, 1.0]]]
[['2, k, 0', [0.000280392, -0.405322, 1.0]], ['2, k, 1', [-0.00745581, -0.111136, 1.0]], ['2, k, 2', [-0.0151942, 0.177686, 1.0]], ['2, k, 3', [0.00796622, 0.329771, 1.0]], ['2, k, 4', [-0.164794, 0.0880713, 1.0]], ['2, k, 5', [-0.25995, -0.164321, 1.0]], ['2, k, 6', [-0.337643, -0.365395, 1.0]], ['2, k, 7', [-0.355676, -0.429713, 1.0]], ['2, k, 8', [0.1548, 0.0709271, 1.0]], ['2, k, 9', [0.249435, -0.16195, 1.0]], ['2, k, 10', [0.333208, -0.364244, 1.0]], ['2, k, 11', [0.345172, -0.434906, 1.0]], ['2, k, 12', [-0.0725304, -0.398056, 1.0]], ['2, k, 13', [-0.103483, -0.730977, 1.0]], ['2, k, 14', [-0.137454, -1.07696, 1.0]], ['2, k, 15', [-0.133278, -1.124, 1.0]], ['2, k, 16', [0.0731433, -0.404009, 1.0]], ['2, k, 17', [0.104103, -0.750212, 1.0]], ['2, k, 18', [0.133142, -1.08231, 1.0]], ['2, k, 19', [0.134689, -1.12935, 1.0]], ['2, k, 20', [-0.0132464, 0.106229, 1.0]], ['2, k, 21', [-0.391273, -0.472303, 1.0]], ['2, k, 22', [-0.279607, -0.455815, 1.0]], ['2, k, 23', [0.38192, -0.474991, 1.0]], ['2, k, 24', [0.26714, -0.460267, 1.0]]]
[['2, k, 0', [0.000280731, -0.405319, 1.0]], ['2, k, 1', [-0.0075313, -0.111165, 1.0]], ['2, k, 2', [-0.0154681, 0.177594, 1.0]], ['2, k, 3', [0.00791464, 0.327872, 1.0]], ['2, k, 4', [-0.164942, 0.0876082, 1.0]], ['2, k, 5', [-0.260891, -0.164332, 1.0]], ['2, k, 6', [-0.338092, -0.365782, 1.0]], ['2, k, 7', [-0.355763, -0.430413, 1.0]], ['2, k, 8', [0.154957, 0.0709719, 1.0]], ['2, k, 9', [0.249609, -0.161945, 1.0]], ['2, k, 10', [0.333458, -0.364599, 1.0]], ['2, k, 11', [0.345791, -0.433982, 1.0]], ['2, k, 12', [-0.0725206, -0.398089, 1.0]], ['2, k, 13', [-0.103846, -0.731878, 1.0]], ['2, k, 14', [-0.136889, -1.07447, 1.0]], ['2, k, 15', [-0.132605, -1.12121, 1.0]], ['2, k, 16', [0.0731349, -0.403975, 1.0]], ['2, k, 17', [0.10349, -0.750902, 1.0]], ['2, k, 18', [0.133354, -1.08245, 1.0]], ['2, k, 19', [0.135012, -1.12916, 1.0]], ['2, k, 20', [-0.0134654, 0.106152, 1.0]], ['2, k, 21', [-0.389177, -0.472366, 1.0]], ['2, k, 22', [-0.284423, -0.456837, 1.0]], ['2, k, 23', [0.379002, -0.475636, 1.0]], ['2, k, 24', [0.268608, -0.460191, 1.0]]]
[['2, k, 0', [0.000257058, -0.405296, 1.0]], ['2, k, 1', [-0.00752614, -0.111287, 1.0]], ['2, k, 2', [-0.0153942, 0.177227, 1.0]], ['2, k, 3', [0.00804579, 0.326058, 1.0]], ['2, k, 4', [-0.165, 0.0875867, 1.0]], ['2, k, 5', [-0.261551, -0.165376, 1.0]], ['2, k, 6', [-0.337984, -0.36644, 1.0]], ['2, k, 7', [-0.35545, -0.428276, 1.0]], ['2, k, 8', [0.154957, 0.0709897, 1.0]], ['2, k, 9', [0.249543, -0.162066, 1.0]], ['2, k, 10', [0.333487, -0.364462, 1.0]], ['2, k, 11', [0.344939, -0.433488, 1.0]], ['2, k, 12', [-0.0725326, -0.398134, 1.0]], ['2, k, 13', [-0.10389, -0.731924, 1.0]], ['2, k, 14', [-0.138554, -1.0784, 1.0]], ['2, k, 15', [-0.134253, -1.12475, 1.0]], ['2, k, 16', [0.0730908, -0.40386, 1.0]], ['2, k, 17', [0.102648, -0.752731, 1.0]], ['2, k, 18', [0.133316, -1.08349, 1.0]], ['2, k, 19', [0.134977, -1.12983, 1.0]], ['2, k, 20', [-0.013417, 0.105858, 1.0]], ['2, k, 21', [-0.38269, -0.471162, 1.0]], ['2, k, 22', [-0.277791, -0.453912, 1.0]], ['2, k, 23', [0.384863, -0.475319, 1.0]], ['2, k, 24', [0.268686, -0.460116, 1.0]]]
[['2, k, 0', [1.68211e-05, -0.405253, 1.0]], ['2, k, 1', [-0.00760021, -0.111344, 1.0]], ['2, k, 2', [-0.0153776, 0.177048, 1.0]], ['2, k, 3', [0.00790835, 0.32484, 1.0]], ['2, k, 4', [-0.164997, 0.0875852, 1.0]], ['2, k, 5', [-0.261858, -0.165033, 1.0]], ['2, k, 6', [-0.337993, -0.366374, 1.0]], ['2, k, 7', [-0.351469, -0.430472, 1.0]], ['2, k, 8', [0.155018, 0.0709389, 1.0]], ['2, k, 9', [0.249492, -0.162339, 1.0]], ['2, k, 10', [0.333405, -0.364004, 1.0]], ['2, k, 11', [0.345451, -0.432826, 1.0]], ['2, k, 12', [-0.0727012, -0.398169, 1.0]], ['2, k, 13', [-0.10368, -0.732299, 1.0]], ['2, k, 14', [-0.138525, -1.07845, 1.0]], ['2, k, 15', [-0.134216, -1.12443, 1.0]], ['2, k, 16', [0.0727287, -0.403688, 1.0]], ['2, k, 17', [0.102704, -0.753664, 1.0]], ['2, k, 18', [0.13277, -1.08434, 1.0]], ['2, k, 19', [0.134447, -1.13031, 1.0]], ['2, k, 20', [-0.0134303, 0.105719, 1.0]], ['2, k, 21', [-0.376095, -0.47468, 1.0]], ['2, k, 22', [-0.271638, -0.456529, 1.0]], ['2, k, 23', [0.392959, -0.475262, 1.0]], ['2, k, 24', [0.268739, -0.460301, 1.0]]]
[['2, k, 0', [2.28927e-05, -0.405284, 1.0]], ['2, k, 1', [-0.00765809, -0.111353, 1.0]], ['2, k, 2', [-0.0155766, 0.177106, 1.0]], ['2, k, 3', [0.00796761, 0.323751, 1.0]], ['2, k, 4', [-0.165018, 0.0875634, 1.0]], ['2, k, 5', [-0.261975, -0.165016, 1.0]], ['2, k, 6', [-0.338142, -0.366386, 1.0]], ['2, k, 7', [-0.352645, -0.428669, 1.0]], ['2, k, 8', [0.155149, 0.0696643, 1.0]], ['2, k, 9', [0.249759, -0.162151, 1.0]], ['2, k, 10', [0.334025, -0.364364, 1.0]], ['2, k, 11', [0.348073, -0.434335, 1.0]], ['2, k, 12', [-0.0726929, -0.398268, 1.0]], ['2, k, 13', [-0.103331, -0.731305, 1.0]], ['2, k, 14', [-0.138794, -1.07867, 1.0]], ['2, k, 15', [-0.134653, -1.12427, 1.0]], ['2, k, 16', [0.0727465, -0.403707, 1.0]], ['2, k, 17', [0.105084, -0.745961, 1.0]], ['2, k, 18', [0.132858, -1.08366, 1.0]], ['2, k, 19', [0.134364, -1.12926, 1.0]], ['2, k, 20', [-0.0135864, 0.10575, 1.0]], ['2, k, 21', [-0.375875, -0.473261, 1.0]], ['2, k, 22', [-0.269557, -0.457145, 1.0]], ['2, k, 23', [0.386252, -0.476018, 1.0]], ['2, k, 24', [0.268828, -0.460053, 1.0]]]
[['2, k, 0', [-3.99738e-05, -0.405127, 1.0]], ['2, k, 1', [-0.0076656, -0.111351, 1.0]], ['2, k, 2', [-0.0155026, 0.176986, 1.0]], ['2, k, 3', [0.00796509, 0.322937, 1.0]], ['2, k, 4', [-0.165009, 0.0874779, 1.0]], ['2, k, 5', [-0.261716, -0.164322, 1.0]], ['2, k, 6', [-0.337845, -0.365815, 1.0]], ['2, k, 7', [-0.351195, -0.428444, 1.0]], ['2, k, 8', [0.155638, 0.0704371, 1.0]], ['2, k, 9', [0.24974, -0.16188, 1.0]], ['2, k, 10', [0.334349, -0.364676, 1.0]], ['2, k, 11', [0.345811, -0.435341, 1.0]], ['2, k, 12', [-0.0728127, -0.398204, 1.0]], ['2, k, 13', [-0.104994, -0.732756, 1.0]], ['2, k, 14', [-0.138079, -1.07789, 1.0]], ['2, k, 15', [-0.133785, -1.12322, 1.0]], ['2, k, 16', [0.072716, -0.403466, 1.0]], ['2, k, 17', [0.106507, -0.734233, 1.0]], ['2, k, 18', [0.132219, -1.08274, 1.0]], ['2, k, 19', [0.13389, -1.12807, 1.0]], ['2, k, 20', [-0.013538, 0.10566, 1.0]], ['2, k, 21', [-0.388437, -0.471453, 1.0]], ['2, k, 22', [-0.273116, -0.457146, 1.0]], ['2, k, 23', [0.389634, -0.476322, 1.0]], ['2, k, 24', [0.272227, -0.460226, 1.0]]]
[['2, k, 0', [-4.71585e-05, -0.405042, 1.0]], ['2, k, 1', [-0.00767294, -0.111353, 1.0]], ['2, k, 2', [-0.0155093, 0.176912, 1.0]], ['2, k, 3', [0.00780613, 0.322075, 1.0]], ['2, k, 4', [-0.165006, 0.0875018, 1.0]], ['2, k, 5', [-0.261604, -0.164798, 1.0]], ['2, k, 6', [-0.338116, -0.366063, 1.0]], ['2, k, 7', [-0.352972, -0.427889, 1.0]], ['2, k, 8', [0.155436, 0.0705944, 1.0]], ['2, k, 9', [0.249873, -0.162053, 1.0]], ['2, k, 10', [0.334686, -0.364857, 1.0]], ['2, k, 11', [0.345931, -0.435163, 1.0]], ['2, k, 12', [-0.0728079, -0.39816, 1.0]], ['2, k, 13', [-0.104549, -0.731041, 1.0]], ['2, k, 14', [-0.137008, -1.07496, 1.0]], ['2, k, 15', [-0.132722, -1.12007, 1.0]], ['2, k, 16', [0.0726913, -0.403299, 1.0]], ['2, k, 17', [0.106234, -0.736, 1.0]], ['2, k, 18', [0.132183, -1.0828, 1.0]], ['2, k, 19', [0.133856, -1.1279, 1.0]], ['2, k, 20', [-0.0135463, 0.10561, 1.0]], ['2, k, 21', [-0.383113, -0.471545, 1.0]], ['2, k, 22', [-0.270178, -0.456123, 1.0]], ['2, k, 23', [0.382785, -0.477214, 1.0]], ['2, k, 24', [0.268024, -0.460021, 1.0]]]
[['2, k, 0', [3.04598e-05, -0.405076, 1.0]], ['2, k, 1', [-0.00761621, -0.111448, 1.0]], ['2, k, 2', [-0.0154528, 0.176732, 1.0]], ['2, k, 3', [0.00763753, 0.321324, 1.0]], ['2, k, 4', [-0.165027, 0.0872755, 1.0]], ['2, k, 5', [-0.26065, -0.165249, 1.0]], ['2, k, 6', [-0.336841, -0.3659, 1.0]], ['2, k, 7', [-0.353422, -0.428605, 1.0]], ['2, k, 8', [0.15563, 0.0712216, 1.0]], ['2, k, 9', [0.249782, -0.162092, 1.0]], ['2, k, 10', [0.334688, -0.365282, 1.0]], ['2, k, 11', [0.345433, -0.434066, 1.0]], ['2, k, 12', [-0.0726462, -0.398375, 1.0]], ['2, k, 13', [-0.104137, -0.731187, 1.0]], ['2, k, 14', [-0.136897, -1.07399, 1.0]], ['2, k, 15', [-0.132462, -1.11894, 1.0]], ['2, k, 16', [0.0728538, -0.403222, 1.0]], ['2, k, 17', [0.10617, -0.735999, 1.0]], ['2, k, 18', [0.1314, -1.08027, 1.0]], ['2, k, 19', [0.133231, -1.12521, 1.0]], ['2, k, 20', [-0.0134903, 0.105449, 1.0]], ['2, k, 21', [-0.383533, -0.471884, 1.0]], ['2, k, 22', [-0.27604, -0.455503, 1.0]], ['2, k, 23', [0.396753, -0.477924, 1.0]], ['2, k, 24', [0.269924, -0.460959, 1.0]]]
[['2, k, 0', [4.80467e-05, -0.405149, 1.0]], ['2, k, 1', [-0.00750858, -0.111529, 1.0]], ['2, k, 2', [-0.0151385, 0.176639, 1.0]], ['2, k, 3', [0.00774977, 0.320714, 1.0]], ['2, k, 4', [-0.164785, 0.0857506, 1.0]], ['2, k, 5', [-0.261182, -0.164862, 1.0]], ['2, k, 6', [-0.336912, -0.36567, 1.0]], ['2, k, 7', [-0.349046, -0.428565, 1.0]], ['2, k, 8', [0.155805, 0.0707159, 1.0]], ['2, k, 9', [0.249485, -0.161365, 1.0]], ['2, k, 10', [0.334667, -0.365206, 1.0]], ['2, k, 11', [0.344179, -0.434757, 1.0]], ['2, k, 12', [-0.0726146, -0.398514, 1.0]], ['2, k, 13', [-0.104273, -0.731209, 1.0]], ['2, k, 14', [-0.136532, -1.06623, 1.0]], ['2, k, 15', [-0.129419, -1.10895, 1.0]], ['2, k, 16', [0.0728577, -0.403249, 1.0]], ['2, k, 17', [0.106103, -0.736034, 1.0]], ['2, k, 18', [0.131677, -1.07851, 1.0]], ['2, k, 19', [0.136187, -1.12117, 1.0]], ['2, k, 20', [-0.0132429, 0.105354, 1.0]], ['2, k, 21', [-0.377193, -0.474639, 1.0]], ['2, k, 22', [-0.26398, -0.45554, 1.0]], ['2, k, 23', [0.388704, -0.477116, 1.0]], ['2, k, 24', [0.264172, -0.459773, 1.0]]]
