[['2, k, 0', [0.212205, -1.11582, 1.0]], ['2, k, 1', [0.217632, -0.839189, 1.0]], ['2, k, 2', [0.221988, -0.564744, 1.0]], ['2, k, 3', [0.233521, -0.423824, 1.0]], ['2, k, 4', [0.0568046, -0.667866, 1.0]], ['2, k, 5', [-0.0909144, -0.811749, 1.0]], ['2, k, 6', [-0.0177411, -0.9663, 1.0]], ['2, k, 7', [0.0204161, -0.976785, 1.0]], ['2, k, 8', [0.391661, -0.660554, 1.0]], ['2, k, 9', [0.547666, -0.810881, 1.0]], ['2, k, 10', [0.436942, -0.940185, 1.0]], ['2, k, 11', [0.385402, -0.96175, 1.0]], ['2, k, 12', [0.133468, -1.1042, 1.0]], ['2, k, 13', [0.134586, -1.35132, 1.0]], ['2, k, 14', [0.138172, -1.7142, 1.0]], ['2, k, 15', [0.118857, -1.74914, 1.0]], ['2, k, 16', [0.28594, -1.10105, 1.0]], ['2, k, 17', [0.326201, -1.35239, 1.0]], ['2, k, 18', [0.383801, -1.70221, 1.0]], ['2, k, 19', [0.3755, -1.74031, 1.0]], ['2, k, 20', [0.221088, -0.633205, 1.0]], ['2, k, 21', [0.0341387, -1.03337, 1.0]], ['2, k, 22', [0.0567851, -0.93578, 1.0]], ['2, k, 23', [0.35615, -1.0148, 1.0]], ['2, k, 24', [0.349635, -0.910244, 1.0]]]
[['2, k, 0', [0.224816, -1.11812, 1.0]], ['2, k, 1', [0.225468, -0.841518, 1.0]], ['2, k, 2', [0.225842, -0.567042, 1.0]], ['2, k, 3', [0.234655, -0.424189, 1.0]], ['2, k, 4', [0.0598552, -0.66708, 1.0]], ['2, k, 5', [-0.0846916, -0.812792, 1.0]], ['2, k, 6', [-5.01089e-05, -0.960521, 1.0]], ['2, k, 7', [0.0355882, -0.980733, 1.0]], ['2, k, 8', [0.399905, -0.659385, 1.0]], ['2, k, 9', [0.553319, -0.804039, 1.0]], ['2, k, 10', [0.449099, -0.935976, 1.0]], ['2, k, 11', [0.401434, -0.957918, 1.0]], ['2, k, 12', [0.145469, -1.1076, 1.0]], ['2, k, 13', [0.140374, -1.35651, 1.0]], ['2, k, 14', [0.134868, -1.76888, 1.0]], ['2, k, 15', [0.116802, -1.8014, 1.0]], ['2, k, 16', [0.299105, -1.10221, 1.0]], ['2, k, 17', [0.336855, -1.35221, 1.0]], ['2, k, 18', [0.399671, -1.75331, 1.0]], ['2, k, 19', [0.393803, -1.7924, 1.0]], ['2, k, 20', [0.225834, -0.635511, 1.0]], ['2, k, 21', [0.0502069, -1.04798, 1.0]], ['2, k, 22', [0.0655383, -0.950144, 1.0]], ['2, k, 23', [0.370427, -1.01181, 1.0]], ['2, k, 24', [0.361273, -0.90834, 1.0]]]
[['2, k, 0', [0.225956, -1.11802, 1.0]], ['2, k, 1', [0.226726, -0.841357, 1.0]], ['2, k, 2', [0.226992, -0.566837, 1.0]], ['2, k, 3', [0.235348, -0.423951, 1.0]], ['2, k, 4', [0.0606306, -0.667052, 1.0]], ['2, k, 5', [-0.0842218, -0.812882, 1.0]], ['2, k, 6', [0.00036971, -0.960309, 1.0]], ['2, k, 7', [0.0364046, -0.97835, 1.0]], ['2, k, 8', [0.401464, -0.659114, 1.0]], ['2, k, 9', [0.553425, -0.803942, 1.0]], ['2, k, 10', [0.451487, -0.936571, 1.0]], ['2, k, 11', [0.402422, -0.958873, 1.0]], ['2, k, 12', [0.146626, -1.10769, 1.0]], ['2, k, 13', [0.141809, -1.35359, 1.0]], ['2, k, 14', [0.136722, -1.76488, 1.0]], ['2, k, 15', [0.119107, -1.79738, 1.0]], ['2, k, 16', [0.300164, -1.10194, 1.0]], ['2, k, 17', [0.337223, -1.35234, 1.0]], ['2, k, 18', [0.39825, -1.7492, 1.0]], ['2, k, 19', [0.392545, -1.78838, 1.0]], ['2, k, 20', [0.22704, -0.635314, 1.0]], ['2, k, 21', [0.0530136, -1.03991, 1.0]], ['2, k, 22', [0.0723124, -0.943371, 1.0]], ['2, k, 23', [0.371124, -1.01101, 1.0]], ['2, k, 24', [0.36987, -0.911042, 1.0]]]
[['2, k, 0', [0.226791, -1.11813, 1.0]], ['2, k, 1', [0.227796, -0.841406, 1.0]], ['2, k, 2', [0.22818, -0.566811, 1.0]], ['2, k, 3', [0.236476, -0.423676, 1.0]], ['2, k, 4', [0.0614206, -0.666901, 1.0]], ['2, k, 5', [-0.0837052, -0.813253, 1.0]], ['2, k, 6', [0.00100641, -0.960361, 1.0]], ['2, k, 7', [0.0299527, -0.971688, 1.0]], ['2, k, 8', [0.402128, -0.659227, 1.0]], ['2, k, 9', [0.554797, -0.803928, 1.0]], ['2, k, 10', [0.453335, -0.93558, 1.0]], ['2, k, 11', [0.404447, -0.95878, 1.0]], ['2, k, 12', [0.147281, -1.10785, 1.0]], ['2, k, 13', [0.142988, -1.3595, 1.0]], ['2, k, 14', [0.138813, -1.77259, 1.0]], ['2, k, 15', [0.121555, -1.80535, 1.0]], ['2, k, 16', [0.301189, -1.10198, 1.0]], ['2, k, 17', [0.339387, -1.35212, 1.0]], ['2, k, 18', [0.403386, -1.75631, 1.0]], ['2, k, 19', [0.398267, -1.79543, 1.0]], ['2, k, 20', [0.228217, -0.635309, 1.0]], ['2, k, 21', [0.0616872, -1.02212, 1.0]], ['2, k, 22', [0.0781052, -0.925483, 1.0]], ['2, k, 23', [0.369979, -1.01482, 1.0]], ['2, k, 24', [0.365819, -0.908831, 1.0]]]
[['2, k, 0', [0.227886, -1.11829, 1.0]], ['2, k, 1', [0.229029, -0.841522, 1.0]], ['2, k, 2', [0.229427, -0.566873, 1.0]], ['2, k, 3', [0.237718, -0.423614, 1.0]], ['2, k, 4', [0.0629189, -0.667345, 1.0]], ['2, k, 5', [-0.0825296, -0.812688, 1.0]], ['2, k, 6', [0.00146153, -0.960362, 1.0]], ['2, k, 7', [0.0310104, -0.971735, 1.0]], ['2, k, 8', [0.403059, -0.659335, 1.0]], ['2, k, 9', [0.555832, -0.806111, 1.0]], ['2, k, 10', [0.453428, -0.93665, 1.0]], ['2, k, 11', [0.404666, -0.957586, 1.0]], ['2, k, 12', [0.14834, -1.10813, 1.0]], ['2, k, 13', [0.143773, -1.36474, 1.0]], ['2, k, 14', [0.13917, -1.78753, 1.0]], ['2, k, 15', [0.122163, -1.81218, 1.0]], ['2, k, 16', [0.302293, -1.10203, 1.0]], ['2, k, 17', [0.340252, -1.35466, 1.0]], ['2, k, 18', [0.403975, -1.76317, 1.0]], ['2, k, 19', [0.398875, -1.802, 1.0]], ['2, k, 20', [0.229478, -0.635386, 1.0]], ['2, k, 21', [0.0616205, -1.02109, 1.0]], ['2, k, 22', [0.0770791, -0.92714, 1.0]], ['2, k, 23', [0.371197, -1.01214, 1.0]], ['2, k, 24', [0.369286, -0.908253, 1.0]]]
[['2, k, 0', [0.228995, -1.11847, 1.0]], ['2, k, 1', [0.230004, -0.841589, 1.0]], ['2, k, 2', [0.230211, -0.566851, 1.0]], ['2, k, 3', [0.239062, -0.423407, 1.0]], ['2, k, 4', [0.0641495, -0.66727, 1.0]], ['2, k, 5', [-0.08157, -0.812186, 1.0]], ['2, k, 6', [0.0018546, -0.960173, 1.0]], ['2, k, 7', [0.038149, -0.979263, 1.0]], ['2, k, 8', [0.404309, -0.659357, 1.0]], ['2, k, 9', [0.558586, -0.804751, 1.0]], ['2, k, 10', [0.455691, -0.934157, 1.0]], ['2, k, 11', [0.407364, -0.957753, 1.0]], ['2, k, 12', [0.149434, -1.10842, 1.0]], ['2, k, 13', [0.144391, -1.36209, 1.0]], ['2, k, 14', [0.139011, -1.78436, 1.0]], ['2, k, 15', [0.122204, -1.80828, 1.0]], ['2, k, 16', [0.303338, -1.1021, 1.0]], ['2, k, 17', [0.34103, -1.35224, 1.0]], ['2, k, 18', [0.404722, -1.75921, 1.0]], ['2, k, 19', [0.399972, -1.79806, 1.0]], ['2, k, 20', [0.230316, -0.635384, 1.0]], ['2, k, 21', [0.0575452, -1.04175, 1.0]], ['2, k, 22', [0.0734726, -0.951055, 1.0]], ['2, k, 23', [0.373491, -1.01318, 1.0]], ['2, k, 24', [0.374703, -0.911018, 1.0]]]
[['2, k, 0', [0.229645, -1.11854, 1.0]], ['2, k, 1', [0.23086, -0.841654, 1.0]], ['2, k, 2', [0.23123, -0.566901, 1.0]], ['2, k, 3', [0.239896, -0.423407, 1.0]], ['2, k, 4', [0.0649871, -0.666915, 1.0]], ['2, k, 5', [-0.0810691, -0.812193, 1.0]], ['2, k, 6', [0.00236515, -0.959927, 1.0]], ['2, k, 7', [0.0387268, -0.97703, 1.0]], ['2, k, 8', [0.405184, -0.659508, 1.0]], ['2, k, 9', [0.560082, -0.805178, 1.0]], ['2, k, 10', [0.457302, -0.934283, 1.0]], ['2, k, 11', [0.408893, -0.955783, 1.0]], ['2, k, 12', [0.150019, -1.10848, 1.0]], ['2, k, 13', [0.146509, -1.35949, 1.0]], ['2, k, 14', [0.14355, -1.78137, 1.0]], ['2, k, 15', [0.12748, -1.80458, 1.0]], ['2, k, 16', [0.304007, -1.1022, 1.0]], ['2, k, 17', [0.342281, -1.34953, 1.0]], ['2, k, 18', [0.407428, -1.75551, 1.0]], ['2, k, 19', [0.403271, -1.79385, 1.0]], ['2, k, 20', [0.231302, -0.635439, 1.0]], ['2, k, 21', [0.0591101, -1.03614, 1.0]], ['2, k, 22', [0.0745686, -0.941096, 1.0]], ['2, k, 23', [0.37719, -1.0114, 1.0]], ['2, k, 24', [0.369174, -0.908225, 1.0]]]
[['2, k, 0', [0.229939, -1.11874, 1.0]], ['2, k, 1', [0.231548, -0.841899, 1.0]], ['2, k, 2', [0.232455, -0.567183, 1.0]], ['2, k, 3', [0.240674, -0.423423, 1.0]], ['2, k, 4', [0.0654627, -0.667063, 1.0]], ['2, k, 5', [-0.0808662, -0.812158, 1.0]], ['2, k, 6', [0.00265213, -0.959711, 1.0]], ['2, k, 7', [0.0285553, -0.969548, 1.0]], ['2, k, 8', [0.405774, -0.65993, 1.0]], ['2, k, 9', [0.560323, -0.808973, 1.0]], ['2, k, 10', [0.456217, -0.937382, 1.0]], ['2, k, 11', [0.408108, -0.957006, 1.0]], ['2, k, 12', [0.15027, -1.10868, 1.0]], ['2, k, 13', [0.146524, -1.36378, 1.0]], ['2, k, 14', [0.143232, -1.78621, 1.0]], ['2, k, 15', [0.127243, -1.8101, 1.0]], ['2, k, 16', [0.304323, -1.10239, 1.0]], ['2, k, 17', [0.342915, -1.35335, 1.0]], ['2, k, 18', [0.407923, -1.76102, 1.0]], ['2, k, 19', [0.403832, -1.79936, 1.0]], ['2, k, 20', [0.232384, -0.635715, 1.0]], ['2, k, 21', [0.0616593, -1.02174, 1.0]], ['2, k, 22', [0.0807431, -0.918127, 1.0]], ['2, k, 23', [0.377826, -1.01073, 1.0]], ['2, k, 24', [0.3683, -0.909682, 1.0]]]
[['2, k, 0', [0.230325, -1.11872, 1.0]], ['2, k, 1', [0.232191, -0.841939, 1.0]], ['2, k, 2', [0.233416, -0.567325, 1.0]], ['2, k, 3', [0.241928, -0.423402, 1.0]], ['2, k, 4', [0.0658257, -0.66718, 1.0]], ['2, k, 5', [-0.0804895, -0.812119, 1.0]], ['2, k, 6', [0.00329283, -0.959674, 1.0]], ['2, k, 7', [0.0310212, -0.969536, 1.0]], ['2, k, 8', [0.405966, -0.660038, 1.0]], ['2, k, 9', [0.561198, -0.808601, 1.0]], ['2, k, 10', [0.459134, -0.941369, 1.0]], ['2, k, 11', [0.410658, -0.958784, 1.0]], ['2, k, 12', [0.1506, -1.10871, 1.0]], ['2, k, 13', [0.146583, -1.36128, 1.0]], ['2, k, 14', [0.14284, -1.78325, 1.0]], ['2, k, 15', [0.126862, -1.80678, 1.0]], ['2, k, 16', [0.304753, -1.10231, 1.0]], ['2, k, 17', [0.343425, -1.35069, 1.0]], ['2, k, 18', [0.409057, -1.75738, 1.0]], ['2, k, 19', [0.405236, -1.79585, 1.0]], ['2, k, 20', [0.233264, -0.635828, 1.0]], ['2, k, 21', [0.0616392, -1.02141, 1.0]], ['2, k, 22', [0.0781539, -0.921599, 1.0]], ['2, k, 23', [0.382085, -1.01787, 1.0]], ['2, k, 24', [0.379281, -0.914171, 1.0]]]
[['2, k, 0', [0.230412, -1.11875, 1.0]], ['2, k, 1', [0.232421, -0.842012, 1.0]], ['2, k, 2', [0.233835, -0.567456, 1.0]], ['2, k, 3', [0.242264, -0.423543, 1.0]], ['2, k, 4', [0.0661855, -0.667237, 1.0]], ['2, k, 5', [-0.0800371, -0.811936, 1.0]], ['2, k, 6', [0.00333666, -0.959568, 1.0]], ['2, k, 7', [0.0293844, -0.968602, 1.0]], ['2, k, 8', [0.406179, -0.66024, 1.0]], ['2, k, 9', [0.561123, -0.808872, 1.0]], ['2, k, 10', [0.459579, -0.939958, 1.0]], ['2, k, 11', [0.407931, -0.95872, 1.0]], ['2, k, 12', [0.150695, -1.10874, 1.0]], ['2, k, 13', [0.146642, -1.35904, 1.0]], ['2, k, 14', [0.142818, -1.78061, 1.0]], ['2, k, 15', [0.126779, -1.80379, 1.0]], ['2, k, 16', [0.304827, -1.10235, 1.0]], ['2, k, 17', [0.34316, -1.34976, 1.0]], ['2, k, 18', [0.408192, -1.7545, 1.0]], ['2, k, 19', [0.404277, -1.79302, 1.0]], ['2, k, 20', [0.233635, -0.635943, 1.0]], ['2, k, 21', [0.0576054, -1.02297, 1.0]], ['2, k, 22', [0.0751246, -0.925209, 1.0]], ['2, k, 23', [0.377972, -1.01233, 1.0]], ['2, k, 24', [0.372704, -0.912616, 1.0]]]
[['2, k, 0', [0.230448, -1.11873, 1.0]], ['2, k, 1', [0.232531, -0.842042, 1.0]], ['2, k, 2', [0.234117, -0.567597, 1.0]], ['2, k, 3', [0.24262, -0.423758, 1.0]], ['2, k, 4', [0.0662531, -0.667242, 1.0]], ['2, k, 5', [-0.0800065, -0.811946, 1.0]], ['2, k, 6', [0.00330818, -0.959557, 1.0]], ['2, k, 7', [0.0265441, -0.970473, 1.0]], ['2, k, 8', [0.406708, -0.660483, 1.0]], ['2, k, 9', [0.561189, -0.808866, 1.0]], ['2, k, 10', [0.45979, -0.939695, 1.0]], ['2, k, 11', [0.409823, -0.959573, 1.0]], ['2, k, 12', [0.150737, -1.10865, 1.0]], ['2, k, 13', [0.146703, -1.35689, 1.0]], ['2, k, 14', [0.14296, -1.76867, 1.0]], ['2, k, 15', [0.126954, -1.80098, 1.0]], ['2, k, 16', [0.304846, -1.10235, 1.0]], ['2, k, 17', [0.342933, -1.34972, 1.0]], ['2, k, 18', [0.407191, -1.75197, 1.0]], ['2, k, 19', [0.403287, -1.79032, 1.0]], ['2, k, 20', [0.233867, -0.636048, 1.0]], ['2, k, 21', [0.0545876, -1.0238, 1.0]], ['2, k, 22', [0.0756864, -0.924706, 1.0]], ['2, k, 23', [0.37606, -1.01832, 1.0]], ['2, k, 24', [0.386581, -0.920881, 1.0]]]
[['2, k, 0', [0.230317, -1.11873, 1.0]], ['2, k, 1', [0.232548, -0.842059, 1.0]], ['2, k, 2', [0.234359, -0.56774, 1.0]], ['2, k, 3', [0.242892, -0.423953, 1.0]], ['2, k, 4', [0.0663248, -0.667246, 1.0]], ['2, k, 5', [-0.0801012, -0.812081, 1.0]], ['2, k, 6', [0.00261022, -0.959116, 1.0]], ['2, k, 7', [0.0179049, -0.964896, 1.0]], ['2, k, 8', [0.406729, -0.660521, 1.0]], ['2, k, 9', [0.561171, -0.808622, 1.0]], ['2, k, 10', [0.458892, -0.936149, 1.0]], ['2, k, 11', [0.406913, -0.954087, 1.0]], ['2, k, 12', [0.150565, -1.10863, 1.0]], ['2, k, 13', [0.146332, -1.35497, 1.0]], ['2, k, 14', [0.142251, -1.76629, 1.0]], ['2, k, 15', [0.126193, -1.79884, 1.0]], ['2, k, 16', [0.304742, -1.10237, 1.0]], ['2, k, 17', [0.342621, -1.34978, 1.0]], ['2, k, 18', [0.406198, -1.74986, 1.0]], ['2, k, 19', [0.402261, -1.7882, 1.0]], ['2, k, 20', [0.234031, -0.636151, 1.0]], ['2, k, 21', [0.0462733, -1.02212, 1.0]], ['2, k, 22', [0.0708212, -0.925845, 1.0]], ['2, k, 23', [0.369754, -1.00871, 1.0]], ['2, k, 24', [0.370543, -0.909733, 1.0]]]
[['2, k, 0', [0.229455, -1.11889, 1.0]], ['2, k, 1', [0.232412, -0.842055, 1.0]], ['2, k, 2', [0.234425, -0.567631, 1.0]], ['2, k, 3', [0.243134, -0.423846, 1.0]], ['2, k, 4', [0.0664234, -0.667118, 1.0]], ['2, k, 5', [-0.0799881, -0.812012, 1.0]], ['2, k, 6', [0.00290894, -0.959057, 1.0]], ['2, k, 7', [0.0174073, -0.96486, 1.0]], ['2, k, 8', [0.406594, -0.660726, 1.0]], ['2, k, 9', [0.561224, -0.810417, 1.0]], ['2, k, 10', [0.459469, -0.942363, 1.0]], ['2, k, 11', [0.409208, -0.956747, 1.0]], ['2, k, 12', [0.149773, -1.10882, 1.0]], ['2, k, 13', [0.145359, -1.35343, 1.0]], ['2, k, 14', [0.140958, -1.76416, 1.0]], ['2, k, 15', [0.124748, -1.79683, 1.0]], ['2, k, 16', [0.303797, -1.10251, 1.0]], ['2, k, 17', [0.342054, -1.34999, 1.0]], ['2, k, 18', [0.40581, -1.74778, 1.0]], ['2, k, 19', [0.401858, -1.78581, 1.0]], ['2, k, 20', [0.23404, -0.636084, 1.0]], ['2, k, 21', [0.0434309, -1.0208, 1.0]], ['2, k, 22', [0.0658319, -0.924346, 1.0]], ['2, k, 23', [0.375675, -1.01785, 1.0]], ['2, k, 24', [0.378714, -0.917465, 1.0]]]
[['2, k, 0', [0.228167, -1.11878, 1.0]], ['2, k, 1', [0.232273, -0.842144, 1.0]], ['2, k, 2', [0.234711, -0.568002, 1.0]], ['2, k, 3', [0.243229, -0.423958, 1.0]], ['2, k, 4', [0.0665213, -0.667011, 1.0]], ['2, k, 5', [-0.0800823, -0.812141, 1.0]], ['2, k, 6', [0.00242457, -0.958109, 1.0]], ['2, k, 7', [0.0149359, -0.960833, 1.0]], ['2, k, 8', [0.406437, -0.661006, 1.0]], ['2, k, 9', [0.561015, -0.813226, 1.0]], ['2, k, 10', [0.457178, -0.938194, 1.0]], ['2, k, 11', [0.402972, -0.958095, 1.0]], ['2, k, 12', [0.148561, -1.10878, 1.0]], ['2, k, 13', [0.144155, -1.35673, 1.0]], ['2, k, 14', [0.139784, -1.76846, 1.0]], ['2, k, 15', [0.12345, -1.80103, 1.0]], ['2, k, 16', [0.302344, -1.10232, 1.0]], ['2, k, 17', [0.340726, -1.34949, 1.0]], ['2, k, 18', [0.405452, -1.75176, 1.0]], ['2, k, 19', [0.401468, -1.78987, 1.0]], ['2, k, 20', [0.234162, -0.636329, 1.0]], ['2, k, 21', [0.0404462, -1.02533, 1.0]], ['2, k, 22', [0.0605266, -0.93093, 1.0]], ['2, k, 23', [0.366749, -1.01327, 1.0]], ['2, k, 24', [0.374769, -0.914952, 1.0]]]
[['2, k, 0', [0.224306, -1.11848, 1.0]], ['2, k, 1', [0.23122, -0.842172, 1.0]], ['2, k, 2', [0.234701, -0.568067, 1.0]], ['2, k, 3', [0.243406, -0.424037, 1.0]], ['2, k, 4', [0.0660524, -0.666139, 1.0]], ['2, k, 5', [-0.0801797, -0.811654, 1.0]], ['2, k, 6', [0.00184133, -0.958372, 1.0]], ['2, k, 7', [0.0103238, -0.959612, 1.0]], ['2, k, 8', [0.405516, -0.661433, 1.0]], ['2, k, 9', [0.559494, -0.81425, 1.0]], ['2, k, 10', [0.45555, -0.940178, 1.0]], ['2, k, 11', [0.39959, -0.958604, 1.0]], ['2, k, 12', [0.145, -1.10829, 1.0]], ['2, k, 13', [0.143399, -1.35463, 1.0]], ['2, k, 14', [0.143406, -1.7658, 1.0]], ['2, k, 15', [0.127342, -1.79877, 1.0]], ['2, k, 16', [0.298267, -1.10225, 1.0]], ['2, k, 17', [0.338795, -1.34987, 1.0]], ['2, k, 18', [0.406082, -1.74872, 1.0]], ['2, k, 19', [0.402274, -1.78706, 1.0]], ['2, k, 20', [0.234055, -0.636388, 1.0]], ['2, k, 21', [0.0351868, -1.01613, 1.0]], ['2, k, 22', [0.0638636, -0.918377, 1.0]], ['2, k, 23', [0.364714, -1.01073, 1.0]], ['2, k, 24', [0.363665, -0.912582, 1.0]]]
[['2, k, 0', [0.221688, -1.11801, 1.0]], ['2, k, 1', [0.230289, -0.842044, 1.0]], ['2, k, 2', [0.234701, -0.568068, 1.0]], ['2, k, 3', [0.243488, -0.424079, 1.0]], ['2, k, 4', [0.0657758, -0.665224, 1.0]], ['2, k, 5', [-0.0803632, -0.810103, 1.0]], ['2, k, 6', [0.000304237, -0.957468, 1.0]], ['2, k, 7', [0.0067362, -0.958681, 1.0]], ['2, k, 8', [0.405071, -0.661272, 1.0]], ['2, k, 9', [0.556013, -0.817383, 1.0]], ['2, k, 10', [0.448686, -0.943461, 1.0]], ['2, k, 11', [0.393465, -0.962547, 1.0]], ['2, k, 12', [0.142451, -1.10761, 1.0]], ['2, k, 13', [0.141839, -1.35251, 1.0]], ['2, k, 14', [0.143383, -1.76319, 1.0]], ['2, k, 15', [0.127423, -1.79629, 1.0]], ['2, k, 16', [0.295645, -1.10201, 1.0]], ['2, k, 17', [0.335185, -1.35091, 1.0]], ['2, k, 18', [0.400216, -1.74753, 1.0]], ['2, k, 19', [0.395724, -1.78494, 1.0]], ['2, k, 20', [0.233994, -0.636385, 1.0]], ['2, k, 21', [0.0296393, -1.01646, 1.0]], ['2, k, 22', [0.054657, -0.929295, 1.0]], ['2, k, 23', [0.356984, -1.01719, 1.0]], ['2, k, 24', [0.359043, -0.915218, 1.0]]]
[['2, k, 0', [0.218763, -1.11793, 1.0]], ['2, k, 1', [0.228896, -0.841885, 1.0]], ['2, k, 2', [0.234606, -0.567982, 1.0]], ['2, k, 3', [0.243527, -0.424042, 1.0]], ['2, k, 4', [0.0648964, -0.664714, 1.0]], ['2, k, 5', [-0.080681, -0.809047, 1.0]], ['2, k, 6', [-0.00108548, -0.957127, 1.0]], ['2, k, 7', [0.00824576, -0.960537, 1.0]], ['2, k, 8', [0.403674, -0.661318, 1.0]], ['2, k, 9', [0.555196, -0.817527, 1.0]], ['2, k, 10', [0.445726, -0.942733, 1.0]], ['2, k, 11', [0.391299, -0.9588, 1.0]], ['2, k, 12', [0.139448, -1.10733, 1.0]], ['2, k, 13', [0.140472, -1.35189, 1.0]], ['2, k, 14', [0.144566, -1.76118, 1.0]], ['2, k, 15', [0.128362, -1.79425, 1.0]], ['2, k, 16', [0.292749, -1.10213, 1.0]], ['2, k, 17', [0.333707, -1.35181, 1.0]], ['2, k, 18', [0.400159, -1.74559, 1.0]], ['2, k, 19', [0.395287, -1.78272, 1.0]], ['2, k, 20', [0.233707, -0.636281, 1.0]], ['2, k, 21', [0.0279006, -1.0221, 1.0]], ['2, k, 22', [0.0548788, -0.922551, 1.0]], ['2, k, 23', [0.356111, -1.0095, 1.0]], ['2, k, 24', [0.361525, -0.913866, 1.0]]]
[['2, k, 0', [0.215286, -1.11769, 1.0]], ['2, k, 1', [0.227589, -0.841502, 1.0]], ['2, k, 2', [0.234611, -0.567677, 1.0]], ['2, k, 3', [0.243444, -0.423659, 1.0]], ['2, k, 4', [0.0643767, -0.663316, 1.0]], ['2, k, 5', [-0.0817543, -0.808331, 1.0]], ['2, k, 6', [-0.00199964, -0.955895, 1.0]], ['2, k, 7', [0.00892297, -0.956194, 1.0]], ['2, k, 8', [0.40174, -0.661146, 1.0]], ['2, k, 9', [0.554099, -0.817792, 1.0]], ['2, k, 10', [0.443875, -0.943385, 1.0]], ['2, k, 11', [0.388106, -0.963373, 1.0]], ['2, k, 12', [0.135853, -1.10696, 1.0]], ['2, k, 13', [0.137972, -1.35198, 1.0]], ['2, k, 14', [0.143706, -1.75942, 1.0]], ['2, k, 15', [0.127226, -1.79174, 1.0]], ['2, k, 16', [0.2895, -1.10203, 1.0]], ['2, k, 17', [0.330989, -1.35171, 1.0]], ['2, k, 18', [0.397914, -1.7439, 1.0]], ['2, k, 19', [0.392476, -1.78053, 1.0]], ['2, k, 20', [0.233524, -0.636006, 1.0]], ['2, k, 21', [0.0206444, -1.01446, 1.0]], ['2, k, 22', [0.0559767, -0.918982, 1.0]], ['2, k, 23', [0.353477, -1.02192, 1.0]], ['2, k, 24', [0.359926, -0.918836, 1.0]]]
[['2, k, 0', [0.212155, -1.11771, 1.0]], ['2, k, 1', [0.226242, -0.841072, 1.0]], ['2, k, 2', [0.23462, -0.566982, 1.0]], ['2, k, 3', [0.243458, -0.423398, 1.0]], ['2, k, 4', [0.0631922, -0.661927, 1.0]], ['2, k, 5', [-0.0824674, -0.803665, 1.0]], ['2, k, 6', [-0.00397174, -0.951921, 1.0]], ['2, k, 7', [0.0147874, -0.974227, 1.0]], ['2, k, 8', [0.398849, -0.660806, 1.0]], ['2, k, 9', [0.553424, -0.817621, 1.0]], ['2, k, 10', [0.443368, -0.94405, 1.0]], ['2, k, 11', [0.385526, -0.963053, 1.0]], ['2, k, 12', [0.133065, -1.10672, 1.0]], ['2, k, 13', [0.136214, -1.35223, 1.0]], ['2, k, 14', [0.143478, -1.75774, 1.0]], ['2, k, 15', [0.125935, -1.78975, 1.0]], ['2, k, 16', [0.286104, -1.10233, 1.0]], ['2, k, 17', [0.329051, -1.35165, 1.0]], ['2, k, 18', [0.39794, -1.74236, 1.0]], ['2, k, 19', [0.391476, -1.77853, 1.0]], ['2, k, 20', [0.233245, -0.635459, 1.0]], ['2, k, 21', [0.0174559, -1.03798, 1.0]], ['2, k, 22', [0.0429776, -0.94352, 1.0]], ['2, k, 23', [0.349409, -1.02052, 1.0]], ['2, k, 24', [0.358564, -0.924233, 1.0]]]
[['2, k, 0', [0.210241, -1.11782, 1.0]], ['2, k, 1', [0.22508, -0.840779, 1.0]], ['2, k, 2', [0.234346, -0.566309, 1.0]], ['2, k, 3', [0.243495, -0.423119, 1.0]], ['2, k, 4', [0.0627512, -0.661096, 1.0]], ['2, k, 5', [-0.0833718, -0.802551, 1.0]], ['2, k, 6', [-0.0044578, -0.950762, 1.0]], ['2, k, 7', [0.0232104, -0.978197, 1.0]], ['2, k, 8', [0.397398, -0.660642, 1.0]], ['2, k, 9', [0.552173, -0.817816, 1.0]], ['2, k, 10', [0.441322, -0.946145, 1.0]], ['2, k, 11', [0.38199, -0.968548, 1.0]], ['2, k, 12', [0.130929, -1.10674, 1.0]], ['2, k, 13', [0.134191, -1.35245, 1.0]], ['2, k, 14', [0.141562, -1.75653, 1.0]], ['2, k, 15', [0.123464, -1.78777, 1.0]], ['2, k, 16', [0.284438, -1.10252, 1.0]], ['2, k, 17', [0.325696, -1.34964, 1.0]], ['2, k, 18', [0.392828, -1.7417, 1.0]], ['2, k, 19', [0.385285, -1.77781, 1.0]], ['2, k, 20', [0.232747, -0.634922, 1.0]], ['2, k, 21', [0.0257116, -1.03529, 1.0]], ['2, k, 22', [0.0526349, -0.932706, 1.0]], ['2, k, 23', [0.347235, -1.02362, 1.0]], ['2, k, 24', [0.356078, -0.923469, 1.0]]]
