[['2, k, 0', [-0.258651, -0.474012, 1.0]], ['2, k, 1', [-0.263422, -0.179654, 1.0]], ['2, k, 2', [-0.266436, 0.108365, 1.0]], ['2, k, 3', [-0.284031, 0.255705, 1.0]], ['2, k, 4', [-0.460757, 0.0202642, 1.0]], ['2, k, 5', [-0.574345, -0.132322, 1.0]], ['2, k, 6', [-0.410367, -0.168164, 1.0]], ['2, k, 7', [-0.345854, -0.176998, 1.0]], ['2, k, 8', [-0.0790104, 0.0212204, 1.0]], ['2, k, 9', [0.08207, -0.09229, 1.0]], ['2, k, 10', [-0.000829089, -0.263295, 1.0]], ['2, k, 11', [-0.0517396, -0.296759, 1.0]], ['2, k, 12', [-0.341943, -0.467209, 1.0]], ['2, k, 13', [-0.41367, -0.771653, 1.0]], ['2, k, 14', [-0.470296, -1.08442, 1.0]], ['2, k, 15', [-0.530802, -1.14534, 1.0]], ['2, k, 16', [-0.167776, -0.466987, 1.0]], ['2, k, 17', [-0.0981064, -0.784354, 1.0]], ['2, k, 18', [-0.0296182, -1.1055, 1.0]], ['2, k, 19', [0.0214822, -1.15148, 1.0]], ['2, k, 20', [-0.265984, 0.0372562, 1.0]], ['2, k, 21', [-0.298817, -0.189029, 1.0]], ['2, k, 22', [-0.326767, -0.110045, 1.0]], ['2, k, 23', [-0.0592645, -0.383444, 1.0]], ['2, k, 24', [-0.0841319, -0.271636, 1.0]]]
[['2, k, 0', [-0.215855, -0.460149, 1.0]], ['2, k, 1', [-0.239531, -0.17143, 1.0]], ['2, k, 2', [-0.260007, 0.111078, 1.0]], ['2, k, 3', [-0.280772, 0.258979, 1.0]], ['2, k, 4', [-0.44668, 0.0154816, 1.0]], ['2, k, 5', [-0.542363, -0.165861, 1.0]], ['2, k, 6', [-0.381982, -0.172825, 1.0]], ['2, k, 7', [-0.314717, -0.176761, 1.0]], ['2, k, 8', [-0.0636229, 0.0302573, 1.0]], ['2, k, 9', [0.0895885, -0.0837145, 1.0]], ['2, k, 10', [0.0165657, -0.254028, 1.0]], ['2, k, 11', [-0.0303121, -0.307186, 1.0]], ['2, k, 12', [-0.299322, -0.461492, 1.0]], ['2, k, 13', [-0.394863, -0.76991, 1.0]], ['2, k, 14', [-0.472319, -1.08776, 1.0]], ['2, k, 15', [-0.512786, -1.13508, 1.0]], ['2, k, 16', [-0.125024, -0.445025, 1.0]], ['2, k, 17', [-0.049689, -0.741535, 1.0]], ['2, k, 18', [-0.0254342, -1.09946, 1.0]], ['2, k, 19', [0.010778, -1.14216, 1.0]], ['2, k, 20', [-0.255515, 0.0412757, 1.0]], ['2, k, 21', [-0.255911, -0.185383, 1.0]], ['2, k, 22', [-0.318652, -0.255584, 1.0]], ['2, k, 23', [-0.0683076, -0.376875, 1.0]], ['2, k, 24', [-0.0753927, -0.249293, 1.0]]]
[['2, k, 0', [-0.209527, -0.459172, 1.0]], ['2, k, 1', [-0.235706, -0.170644, 1.0]], ['2, k, 2', [-0.258421, 0.111602, 1.0]], ['2, k, 3', [-0.280367, 0.259304, 1.0]], ['2, k, 4', [-0.443977, 0.0139312, 1.0]], ['2, k, 5', [-0.540214, -0.166621, 1.0]], ['2, k, 6', [-0.380514, -0.172616, 1.0]], ['2, k, 7', [-0.313153, -0.175778, 1.0]], ['2, k, 8', [-0.0614708, 0.0308996, 1.0]], ['2, k, 9', [0.0911779, -0.0816191, 1.0]], ['2, k, 10', [0.0195841, -0.25312, 1.0]], ['2, k, 11', [-0.0253048, -0.307058, 1.0]], ['2, k, 12', [-0.293429, -0.462104, 1.0]], ['2, k, 13', [-0.392058, -0.769281, 1.0]], ['2, k, 14', [-0.472952, -1.08783, 1.0]], ['2, k, 15', [-0.512689, -1.13564, 1.0]], ['2, k, 16', [-0.118846, -0.442552, 1.0]], ['2, k, 17', [-0.0447029, -0.740011, 1.0]], ['2, k, 18', [-0.0253426, -1.09945, 1.0]], ['2, k, 19', [0.0115837, -1.14353, 1.0]], ['2, k, 20', [-0.253354, 0.0418911, 1.0]], ['2, k, 21', [-0.2569, -0.177024, 1.0]], ['2, k, 22', [-0.317099, -0.255209, 1.0]], ['2, k, 23', [-0.0613972, -0.377004, 1.0]], ['2, k, 24', [-0.0708929, -0.251262, 1.0]]]
[['2, k, 0', [-0.20495, -0.458189, 1.0]], ['2, k, 1', [-0.232269, -0.169998, 1.0]], ['2, k, 2', [-0.256493, 0.111947, 1.0]], ['2, k, 3', [-0.280021, 0.259617, 1.0]], ['2, k, 4', [-0.442238, 0.0131339, 1.0]], ['2, k, 5', [-0.538571, -0.167046, 1.0]], ['2, k, 6', [-0.379026, -0.172074, 1.0]], ['2, k, 7', [-0.312647, -0.175643, 1.0]], ['2, k, 8', [-0.0597742, 0.0314999, 1.0]], ['2, k, 9', [0.0913744, -0.0827236, 1.0]], ['2, k, 10', [0.0207039, -0.254758, 1.0]], ['2, k, 11', [-0.024641, -0.30708, 1.0]], ['2, k, 12', [-0.288563, -0.462245, 1.0]], ['2, k, 13', [-0.389442, -0.768033, 1.0]], ['2, k, 14', [-0.473186, -1.08836, 1.0]], ['2, k, 15', [-0.513684, -1.13715, 1.0]], ['2, k, 16', [-0.114772, -0.440668, 1.0]], ['2, k, 17', [-0.0423661, -0.740133, 1.0]], ['2, k, 18', [-0.0254421, -1.0995, 1.0]], ['2, k, 19', [0.012136, -1.14412, 1.0]], ['2, k, 20', [-0.25098, 0.0423175, 1.0]], ['2, k, 21', [-0.256886, -0.171152, 1.0]], ['2, k, 22', [-0.314761, -0.251997, 1.0]], ['2, k, 23', [-0.0615917, -0.377536, 1.0]], ['2, k, 24', [-0.0694987, -0.25038, 1.0]]]
[['2, k, 0', [-0.201447, -0.457548, 1.0]], ['2, k, 1', [-0.230028, -0.169546, 1.0]], ['2, k, 2', [-0.255388, 0.112239, 1.0]], ['2, k, 3', [-0.279689, 0.259879, 1.0]], ['2, k, 4', [-0.440542, 0.0122248, 1.0]], ['2, k, 5', [-0.537189, -0.167238, 1.0]], ['2, k, 6', [-0.377813, -0.172866, 1.0]], ['2, k, 7', [-0.308684, -0.175707, 1.0]], ['2, k, 8', [-0.0584516, 0.0318426, 1.0]], ['2, k, 9', [0.10513, -0.0598089, 1.0]], ['2, k, 10', [0.0306153, -0.232219, 1.0]], ['2, k, 11', [-0.015257, -0.281985, 1.0]], ['2, k, 12', [-0.284651, -0.462289, 1.0]], ['2, k, 13', [-0.387136, -0.766832, 1.0]], ['2, k, 14', [-0.473423, -1.08742, 1.0]], ['2, k, 15', [-0.514336, -1.13786, 1.0]], ['2, k, 16', [-0.111934, -0.439532, 1.0]], ['2, k, 17', [-0.040798, -0.73965, 1.0]], ['2, k, 18', [-0.0256567, -1.09923, 1.0]], ['2, k, 19', [0.0131191, -1.14343, 1.0]], ['2, k, 20', [-0.249586, 0.0426529, 1.0]], ['2, k, 21', [-0.250372, -0.167603, 1.0]], ['2, k, 22', [-0.310431, -0.253789, 1.0]], ['2, k, 23', [-0.0461243, -0.356323, 1.0]], ['2, k, 24', [-0.0615185, -0.232761, 1.0]]]
[['2, k, 0', [-0.198975, -0.456998, 1.0]], ['2, k, 1', [-0.22797, -0.169216, 1.0]], ['2, k, 2', [-0.253953, 0.112402, 1.0]], ['2, k, 3', [-0.279489, 0.260027, 1.0]], ['2, k, 4', [-0.439741, 0.0118615, 1.0]], ['2, k, 5', [-0.535728, -0.167663, 1.0]], ['2, k, 6', [-0.376389, -0.173265, 1.0]], ['2, k, 7', [-0.308151, -0.175624, 1.0]], ['2, k, 8', [-0.0567033, 0.0321092, 1.0]], ['2, k, 9', [0.0992185, -0.0756183, 1.0]], ['2, k, 10', [0.0238341, -0.245886, 1.0]], ['2, k, 11', [-0.021415, -0.300812, 1.0]], ['2, k, 12', [-0.28216, -0.462176, 1.0]], ['2, k, 13', [-0.385141, -0.766354, 1.0]], ['2, k, 14', [-0.473717, -1.08741, 1.0]], ['2, k, 15', [-0.515555, -1.13861, 1.0]], ['2, k, 16', [-0.109648, -0.438624, 1.0]], ['2, k, 17', [-0.0386838, -0.740931, 1.0]], ['2, k, 18', [-0.0256972, -1.09858, 1.0]], ['2, k, 19', [0.0133518, -1.14475, 1.0]], ['2, k, 20', [-0.247961, 0.042857, 1.0]], ['2, k, 21', [-0.251794, -0.168307, 1.0]], ['2, k, 22', [-0.308596, -0.251407, 1.0]], ['2, k, 23', [-0.0614244, -0.371233, 1.0]], ['2, k, 24', [-0.0668143, -0.244431, 1.0]]]
[['2, k, 0', [-0.19736, -0.456722, 1.0]], ['2, k, 1', [-0.226453, -0.169161, 1.0]], ['2, k, 2', [-0.252624, 0.112301, 1.0]], ['2, k, 3', [-0.278738, 0.260294, 1.0]], ['2, k, 4', [-0.438833, 0.0109832, 1.0]], ['2, k, 5', [-0.534574, -0.167822, 1.0]], ['2, k, 6', [-0.374972, -0.174251, 1.0]], ['2, k, 7', [-0.307208, -0.176208, 1.0]], ['2, k, 8', [-0.0551916, 0.0321772, 1.0]], ['2, k, 9', [0.0982064, -0.0784599, 1.0]], ['2, k, 10', [0.0228938, -0.248464, 1.0]], ['2, k, 11', [-0.0222288, -0.301045, 1.0]], ['2, k, 12', [-0.280637, -0.462219, 1.0]], ['2, k, 13', [-0.383764, -0.765648, 1.0]], ['2, k, 14', [-0.473715, -1.08663, 1.0]], ['2, k, 15', [-0.515822, -1.13917, 1.0]], ['2, k, 16', [-0.108086, -0.438049, 1.0]], ['2, k, 17', [-0.0377523, -0.740317, 1.0]], ['2, k, 18', [-0.0259277, -1.09823, 1.0]], ['2, k, 19', [0.0134502, -1.14487, 1.0]], ['2, k, 20', [-0.24657, 0.0427931, 1.0]], ['2, k, 21', [-0.250154, -0.16573, 1.0]], ['2, k, 22', [-0.307116, -0.251348, 1.0]], ['2, k, 23', [-0.0622701, -0.371558, 1.0]], ['2, k, 24', [-0.0683058, -0.244653, 1.0]]]
[['2, k, 0', [-0.195608, -0.456667, 1.0]], ['2, k, 1', [-0.225146, -0.169124, 1.0]], ['2, k, 2', [-0.25193, 0.112313, 1.0]], ['2, k, 3', [-0.277831, 0.260545, 1.0]], ['2, k, 4', [-0.437617, 0.0105053, 1.0]], ['2, k, 5', [-0.533657, -0.167774, 1.0]], ['2, k, 6', [-0.373641, -0.1752, 1.0]], ['2, k, 7', [-0.307308, -0.176224, 1.0]], ['2, k, 8', [-0.053822, 0.0321038, 1.0]], ['2, k, 9', [0.0982152, -0.0783886, 1.0]], ['2, k, 10', [0.0233388, -0.248438, 1.0]], ['2, k, 11', [-0.0217494, -0.30109, 1.0]], ['2, k, 12', [-0.278988, -0.462461, 1.0]], ['2, k, 13', [-0.382635, -0.765038, 1.0]], ['2, k, 14', [-0.474311, -1.08618, 1.0]], ['2, k, 15', [-0.516016, -1.13977, 1.0]], ['2, k, 16', [-0.106341, -0.437683, 1.0]], ['2, k, 17', [-0.0366696, -0.740977, 1.0]], ['2, k, 18', [-0.0261454, -1.09795, 1.0]], ['2, k, 19', [0.0141454, -1.14377, 1.0]], ['2, k, 20', [-0.245705, 0.0428119, 1.0]], ['2, k, 21', [-0.250826, -0.174578, 1.0]], ['2, k, 22', [-0.308679, -0.255355, 1.0]], ['2, k, 23', [-0.0622443, -0.371435, 1.0]], ['2, k, 24', [-0.0674046, -0.243242, 1.0]]]
[['2, k, 0', [-0.195659, -0.456182, 1.0]], ['2, k, 1', [-0.22456, -0.168869, 1.0]], ['2, k, 2', [-0.250834, 0.112465, 1.0]], ['2, k, 3', [-0.27676, 0.261173, 1.0]], ['2, k, 4', [-0.436933, 0.0104326, 1.0]], ['2, k, 5', [-0.533238, -0.16772, 1.0]], ['2, k, 6', [-0.373172, -0.175628, 1.0]], ['2, k, 7', [-0.305584, -0.175956, 1.0]], ['2, k, 8', [-0.0528933, 0.0320751, 1.0]], ['2, k, 9', [0.097836, -0.0813241, 1.0]], ['2, k, 10', [0.0224108, -0.250669, 1.0]], ['2, k, 11', [-0.0247497, -0.301032, 1.0]], ['2, k, 12', [-0.27925, -0.461873, 1.0]], ['2, k, 13', [-0.382311, -0.76501, 1.0]], ['2, k, 14', [-0.474378, -1.08618, 1.0]], ['2, k, 15', [-0.516219, -1.14021, 1.0]], ['2, k, 16', [-0.106267, -0.437315, 1.0]], ['2, k, 17', [-0.0361653, -0.741441, 1.0]], ['2, k, 18', [-0.025961, -1.09774, 1.0]], ['2, k, 19', [0.0142749, -1.14331, 1.0]], ['2, k, 20', [-0.244752, 0.0429844, 1.0]], ['2, k, 21', [-0.244872, -0.165227, 1.0]], ['2, k, 22', [-0.304429, -0.251616, 1.0]], ['2, k, 23', [-0.0690892, -0.371933, 1.0]], ['2, k, 24', [-0.0676812, -0.244586, 1.0]]]
[['2, k, 0', [-0.196234, -0.455448, 1.0]], ['2, k, 1', [-0.224155, -0.168359, 1.0]], ['2, k, 2', [-0.249726, 0.112959, 1.0]], ['2, k, 3', [-0.275886, 0.261886, 1.0]], ['2, k, 4', [-0.436281, 0.0107584, 1.0]], ['2, k, 5', [-0.532794, -0.155075, 1.0]], ['2, k, 6', [-0.372856, -0.17393, 1.0]], ['2, k, 7', [-0.305187, -0.179484, 1.0]], ['2, k, 8', [-0.0526292, 0.0321596, 1.0]], ['2, k, 9', [0.0979616, -0.0813941, 1.0]], ['2, k, 10', [0.0225035, -0.250228, 1.0]], ['2, k, 11', [-0.0264554, -0.301356, 1.0]], ['2, k, 12', [-0.279883, -0.46102, 1.0]], ['2, k, 13', [-0.382457, -0.764629, 1.0]], ['2, k, 14', [-0.474338, -1.08624, 1.0]], ['2, k, 15', [-0.516396, -1.1405, 1.0]], ['2, k, 16', [-0.106797, -0.436741, 1.0]], ['2, k, 17', [-0.035862, -0.740954, 1.0]], ['2, k, 18', [-0.0260842, -1.09754, 1.0]], ['2, k, 19', [0.0140716, -1.1429, 1.0]], ['2, k, 20', [-0.243848, 0.0434576, 1.0]], ['2, k, 21', [-0.245867, -0.171104, 1.0]], ['2, k, 22', [-0.309203, -0.256085, 1.0]], ['2, k, 23', [-0.0699982, -0.372145, 1.0]], ['2, k, 24', [-0.0713136, -0.244459, 1.0]]]
[['2, k, 0', [-0.197703, -0.454115, 1.0]], ['2, k, 1', [-0.224163, -0.167813, 1.0]], ['2, k, 2', [-0.249122, 0.113238, 1.0]], ['2, k, 3', [-0.275181, 0.26273, 1.0]], ['2, k, 4', [-0.435824, 0.0113337, 1.0]], ['2, k, 5', [-0.532101, -0.156088, 1.0]], ['2, k, 6', [-0.373, -0.174113, 1.0]], ['2, k, 7', [-0.305382, -0.180154, 1.0]], ['2, k, 8', [-0.0525414, 0.0321995, 1.0]], ['2, k, 9', [0.0977676, -0.0817354, 1.0]], ['2, k, 10', [0.0227163, -0.250384, 1.0]], ['2, k, 11', [-0.0286438, -0.300552, 1.0]], ['2, k, 12', [-0.281533, -0.459343, 1.0]], ['2, k, 13', [-0.38279, -0.763902, 1.0]], ['2, k, 14', [-0.474856, -1.08461, 1.0]], ['2, k, 15', [-0.515935, -1.1402, 1.0]], ['2, k, 16', [-0.10808, -0.435766, 1.0]], ['2, k, 17', [-0.0364995, -0.738869, 1.0]], ['2, k, 18', [-0.0257196, -1.09741, 1.0]], ['2, k, 19', [0.0138948, -1.14365, 1.0]], ['2, k, 20', [-0.243435, 0.0437431, 1.0]], ['2, k, 21', [-0.245453, -0.166134, 1.0]], ['2, k, 22', [-0.308677, -0.255987, 1.0]], ['2, k, 23', [-0.0695911, -0.372594, 1.0]], ['2, k, 24', [-0.0723122, -0.247613, 1.0]]]
[['2, k, 0', [-0.200368, -0.452348, 1.0]], ['2, k, 1', [-0.224655, -0.166948, 1.0]], ['2, k, 2', [-0.24878, 0.113559, 1.0]], ['2, k, 3', [-0.274738, 0.263464, 1.0]], ['2, k, 4', [-0.43541, 0.0119901, 1.0]], ['2, k, 5', [-0.532043, -0.155937, 1.0]], ['2, k, 6', [-0.373391, -0.174449, 1.0]], ['2, k, 7', [-0.308767, -0.180296, 1.0]], ['2, k, 8', [-0.0525243, 0.0322255, 1.0]], ['2, k, 9', [0.0937336, -0.0875585, 1.0]], ['2, k, 10', [0.020575, -0.256186, 1.0]], ['2, k, 11', [-0.0326002, -0.306224, 1.0]], ['2, k, 12', [-0.284517, -0.45673, 1.0]], ['2, k, 13', [-0.383458, -0.762366, 1.0]], ['2, k, 14', [-0.474929, -1.08421, 1.0]], ['2, k, 15', [-0.516349, -1.14066, 1.0]], ['2, k, 16', [-0.110389, -0.434756, 1.0]], ['2, k, 17', [-0.0385573, -0.735366, 1.0]], ['2, k, 18', [-0.0247358, -1.0987, 1.0]], ['2, k, 19', [0.012857, -1.14313, 1.0]], ['2, k, 20', [-0.243237, 0.0440899, 1.0]], ['2, k, 21', [-0.249904, -0.17401, 1.0]], ['2, k, 22', [-0.310977, -0.257632, 1.0]], ['2, k, 23', [-0.0704577, -0.380627, 1.0]], ['2, k, 24', [-0.0746574, -0.251958, 1.0]]]
[['2, k, 0', [-0.204009, -0.45036, 1.0]], ['2, k, 1', [-0.225639, -0.165717, 1.0]], ['2, k, 2', [-0.248387, 0.114141, 1.0]], ['2, k, 3', [-0.274224, 0.264476, 1.0]], ['2, k, 4', [-0.435373, 0.0135544, 1.0]], ['2, k, 5', [-0.531858, -0.156208, 1.0]], ['2, k, 6', [-0.373612, -0.174497, 1.0]], ['2, k, 7', [-0.309315, -0.179783, 1.0]], ['2, k, 8', [-0.0526295, 0.0322577, 1.0]], ['2, k, 9', [0.0912125, -0.0908313, 1.0]], ['2, k, 10', [0.0191616, -0.260661, 1.0]], ['2, k, 11', [-0.0353173, -0.312772, 1.0]], ['2, k, 12', [-0.288154, -0.454066, 1.0]], ['2, k, 13', [-0.385278, -0.76105, 1.0]], ['2, k, 14', [-0.475522, -1.08411, 1.0]], ['2, k, 15', [-0.51637, -1.14115, 1.0]], ['2, k, 16', [-0.113985, -0.433554, 1.0]], ['2, k, 17', [-0.0413702, -0.732391, 1.0]], ['2, k, 18', [-0.0241391, -1.09852, 1.0]], ['2, k, 19', [0.0124161, -1.1436, 1.0]], ['2, k, 20', [-0.243073, 0.0447129, 1.0]], ['2, k, 21', [-0.251559, -0.170595, 1.0]], ['2, k, 22', [-0.309152, -0.256452, 1.0]], ['2, k, 23', [-0.0686316, -0.389461, 1.0]], ['2, k, 24', [-0.074838, -0.257707, 1.0]]]
[['2, k, 0', [-0.208529, -0.448375, 1.0]], ['2, k, 1', [-0.227131, -0.164447, 1.0]], ['2, k, 2', [-0.248132, 0.114876, 1.0]], ['2, k, 3', [-0.273715, 0.265492, 1.0]], ['2, k, 4', [-0.436399, 0.0157496, 1.0]], ['2, k, 5', [-0.535998, -0.144993, 1.0]], ['2, k, 6', [-0.377431, -0.17238, 1.0]], ['2, k, 7', [-0.311546, -0.180422, 1.0]], ['2, k, 8', [-0.0526675, 0.0323014, 1.0]], ['2, k, 9', [0.0885493, -0.0947671, 1.0]], ['2, k, 10', [0.0253543, -0.271958, 1.0]], ['2, k, 11', [-0.0293908, -0.327226, 1.0]], ['2, k, 12', [-0.292198, -0.45164, 1.0]], ['2, k, 13', [-0.387048, -0.757818, 1.0]], ['2, k, 14', [-0.477177, -1.07777, 1.0]], ['2, k, 15', [-0.514043, -1.13738, 1.0]], ['2, k, 16', [-0.119081, -0.432192, 1.0]], ['2, k, 17', [-0.0438062, -0.729401, 1.0]], ['2, k, 18', [-0.0244259, -1.09774, 1.0]], ['2, k, 19', [0.0117543, -1.14266, 1.0]], ['2, k, 20', [-0.243118, 0.0454078, 1.0]], ['2, k, 21', [-0.252722, -0.180026, 1.0]], ['2, k, 22', [-0.316956, -0.259763, 1.0]], ['2, k, 23', [-0.0494184, -0.400986, 1.0]], ['2, k, 24', [-0.0644388, -0.280855, 1.0]]]
[['2, k, 0', [-0.213237, -0.446446, 1.0]], ['2, k, 1', [-0.229214, -0.162864, 1.0]], ['2, k, 2', [-0.248028, 0.115639, 1.0]], ['2, k, 3', [-0.273231, 0.266347, 1.0]], ['2, k, 4', [-0.437107, 0.0189475, 1.0]], ['2, k, 5', [-0.537707, -0.142371, 1.0]], ['2, k, 6', [-0.378353, -0.170118, 1.0]], ['2, k, 7', [-0.312727, -0.176941, 1.0]], ['2, k, 8', [-0.0529738, 0.0323617, 1.0]], ['2, k, 9', [0.0872164, -0.0958679, 1.0]], ['2, k, 10', [0.0110987, -0.267905, 1.0]], ['2, k, 11', [-0.039435, -0.319406, 1.0]], ['2, k, 12', [-0.296996, -0.448887, 1.0]], ['2, k, 13', [-0.389728, -0.756457, 1.0]], ['2, k, 14', [-0.477601, -1.07661, 1.0]], ['2, k, 15', [-0.514441, -1.13722, 1.0]], ['2, k, 16', [-0.123486, -0.431153, 1.0]], ['2, k, 17', [-0.0469157, -0.728903, 1.0]], ['2, k, 18', [-0.025997, -1.09615, 1.0]], ['2, k, 19', [0.0108179, -1.14184, 1.0]], ['2, k, 20', [-0.243337, 0.0463139, 1.0]], ['2, k, 21', [-0.251993, -0.176686, 1.0]], ['2, k, 22', [-0.311858, -0.255668, 1.0]], ['2, k, 23', [-0.072906, -0.3927, 1.0]], ['2, k, 24', [-0.0797667, -0.272383, 1.0]]]
[['2, k, 0', [-0.219473, -0.444613, 1.0]], ['2, k, 1', [-0.232438, -0.161299, 1.0]], ['2, k, 2', [-0.248285, 0.1163, 1.0]], ['2, k, 3', [-0.273039, 0.267097, 1.0]], ['2, k, 4', [-0.441798, 0.0211073, 1.0]], ['2, k, 5', [-0.539015, -0.140868, 1.0]], ['2, k, 6', [-0.380542, -0.169325, 1.0]], ['2, k, 7', [-0.319612, -0.174786, 1.0]], ['2, k, 8', [-0.0538184, 0.032387, 1.0]], ['2, k, 9', [0.0856331, -0.0971658, 1.0]], ['2, k, 10', [0.0157107, -0.272357, 1.0]], ['2, k, 11', [-0.0382868, -0.322151, 1.0]], ['2, k, 12', [-0.302874, -0.446354, 1.0]], ['2, k, 13', [-0.394385, -0.752613, 1.0]], ['2, k, 14', [-0.477821, -1.07619, 1.0]], ['2, k, 15', [-0.51411, -1.13594, 1.0]], ['2, k, 16', [-0.129863, -0.430163, 1.0]], ['2, k, 17', [-0.050409, -0.726265, 1.0]], ['2, k, 18', [-0.0285147, -1.0931, 1.0]], ['2, k, 19', [0.00968333, -1.14077, 1.0]], ['2, k, 20', [-0.244063, 0.0472387, 1.0]], ['2, k, 21', [-0.263811, -0.178436, 1.0]], ['2, k, 22', [-0.318006, -0.249362, 1.0]], ['2, k, 23', [-0.0613404, -0.397911, 1.0]], ['2, k, 24', [-0.0711061, -0.284959, 1.0]]]
[['2, k, 0', [-0.22375, -0.443787, 1.0]], ['2, k, 1', [-0.235295, -0.160317, 1.0]], ['2, k, 2', [-0.248792, 0.116912, 1.0]], ['2, k, 3', [-0.273026, 0.267653, 1.0]], ['2, k, 4', [-0.441984, 0.0224643, 1.0]], ['2, k, 5', [-0.547499, -0.131388, 1.0]], ['2, k, 6', [-0.38676, -0.166541, 1.0]], ['2, k, 7', [-0.32166, -0.175065, 1.0]], ['2, k, 8', [-0.0549779, 0.0322542, 1.0]], ['2, k, 9', [0.0853518, -0.096545, 1.0]], ['2, k, 10', [0.0160534, -0.271742, 1.0]], ['2, k, 11', [-0.0427839, -0.319685, 1.0]], ['2, k, 12', [-0.307554, -0.444808, 1.0]], ['2, k, 13', [-0.398975, -0.749613, 1.0]], ['2, k, 14', [-0.478334, -1.0754, 1.0]], ['2, k, 15', [-0.513492, -1.13487, 1.0]], ['2, k, 16', [-0.133657, -0.430033, 1.0]], ['2, k, 17', [-0.0571594, -0.725955, 1.0]], ['2, k, 18', [-0.0300045, -1.09263, 1.0]], ['2, k, 19', [0.00824193, -1.14014, 1.0]], ['2, k, 20', [-0.245094, 0.0480633, 1.0]], ['2, k, 21', [-0.265179, -0.185851, 1.0]], ['2, k, 22', [-0.32934, -0.250663, 1.0]], ['2, k, 23', [-0.0601567, -0.399215, 1.0]], ['2, k, 24', [-0.0738272, -0.283933, 1.0]]]
[['2, k, 0', [-0.232382, -0.442969, 1.0]], ['2, k, 1', [-0.239355, -0.159599, 1.0]], ['2, k, 2', [-0.249171, 0.117244, 1.0]], ['2, k, 3', [-0.273032, 0.268064, 1.0]], ['2, k, 4', [-0.442802, 0.0242066, 1.0]], ['2, k, 5', [-0.554558, -0.122417, 1.0]], ['2, k, 6', [-0.396174, -0.165364, 1.0]], ['2, k, 7', [-0.330541, -0.174978, 1.0]], ['2, k, 8', [-0.056811, 0.0318839, 1.0]], ['2, k, 9', [0.0848777, -0.0966795, 1.0]], ['2, k, 10', [0.0156584, -0.271789, 1.0]], ['2, k, 11', [-0.0463131, -0.317894, 1.0]], ['2, k, 12', [-0.315552, -0.442463, 1.0]], ['2, k, 13', [-0.403409, -0.74636, 1.0]], ['2, k, 14', [-0.478288, -1.07521, 1.0]], ['2, k, 15', [-0.513345, -1.13402, 1.0]], ['2, k, 16', [-0.142848, -0.430891, 1.0]], ['2, k, 17', [-0.0615881, -0.726247, 1.0]], ['2, k, 18', [-0.0311974, -1.09157, 1.0]], ['2, k, 19', [0.00780234, -1.13944, 1.0]], ['2, k, 20', [-0.246143, 0.0485927, 1.0]], ['2, k, 21', [-0.275908, -0.19119, 1.0]], ['2, k, 22', [-0.344127, -0.251885, 1.0]], ['2, k, 23', [-0.0626187, -0.399939, 1.0]], ['2, k, 24', [-0.0773357, -0.28796, 1.0]]]
[['2, k, 0', [-0.239144, -0.442097, 1.0]], ['2, k, 1', [-0.242881, -0.159202, 1.0]], ['2, k, 2', [-0.249437, 0.117341, 1.0]], ['2, k, 3', [-0.273296, 0.268498, 1.0]], ['2, k, 4', [-0.444427, 0.0256821, 1.0]], ['2, k, 5', [-0.557622, -0.118623, 1.0]], ['2, k, 6', [-0.398869, -0.164229, 1.0]], ['2, k, 7', [-0.3349, -0.175135, 1.0]], ['2, k, 8', [-0.0623725, 0.0294814, 1.0]], ['2, k, 9', [0.0835489, -0.0973598, 1.0]], ['2, k, 10', [0.00802779, -0.269937, 1.0]], ['2, k, 11', [-0.0510251, -0.311175, 1.0]], ['2, k, 12', [-0.322392, -0.440722, 1.0]], ['2, k, 13', [-0.40742, -0.743026, 1.0]], ['2, k, 14', [-0.477998, -1.07367, 1.0]], ['2, k, 15', [-0.512668, -1.1324, 1.0]], ['2, k, 16', [-0.149243, -0.430914, 1.0]], ['2, k, 17', [-0.0657154, -0.726884, 1.0]], ['2, k, 18', [-0.0328502, -1.08954, 1.0]], ['2, k, 19', [0.00729833, -1.13826, 1.0]], ['2, k, 20', [-0.247059, 0.048812, 1.0]], ['2, k, 21', [-0.283059, -0.189229, 1.0]], ['2, k, 22', [-0.35292, -0.252796, 1.0]], ['2, k, 23', [-0.0668333, -0.395406, 1.0]], ['2, k, 24', [-0.0823891, -0.275915, 1.0]]]
