[['2, k, 0', [0.0246618, -0.341418, 1.0]], ['2, k, 1', [0.0221992, -0.0179044, 1.0]], ['2, k, 2', [0.0196966, 0.298717, 1.0]], ['2, k, 3', [0.0236434, 0.418468, 1.0]], ['2, k, 4', [-0.123191, 0.254457, 1.0]], ['2, k, 5', [-0.0122958, -0.0116994, 1.0]], ['2, k, 6', [-0.187522, 0.0462821, 1.0]], ['2, k, 7', [-0.205677, 0.143824, 1.0]], ['2, k, 8', [0.134938, 0.208869, 1.0]], ['2, k, 9', [0.160721, -0.0816214, 1.0]], ['2, k, 10', [0.235802, 0.0319068, 1.0]], ['2, k, 11', [0.222665, 0.139668, 1.0]], ['2, k, 12', [-0.0343868, -0.326999, 1.0]], ['2, k, 13', [-0.0721665, -0.75524, 1.0]], ['2, k, 14', [-0.0818607, -1.08967, 1.0]], ['2, k, 15', [-0.0818477, -1.12788, 1.0]], ['2, k, 16', [0.0831277, -0.347762, 1.0]], ['2, k, 17', [0.10568, -0.742361, 1.0]], ['2, k, 18', [0.107085, -1.0748, 1.0]], ['2, k, 19', [0.105103, -1.11324, 1.0]], ['2, k, 20', [0.020332, 0.220499, 1.0]], ['2, k, 21', [-0.276394, 0.127963, 1.0]], ['2, k, 22', [-0.147579, 0.135124, 1.0]], ['2, k, 23', [0.203724, 0.135641, 1.0]], ['2, k, 24', [0.275468, 0.144997, 1.0]]]
[['2, k, 0', [0.0195841, -0.313499, 1.0]], ['2, k, 1', [0.021463, -0.0114319, 1.0]], ['2, k, 2', [0.0229231, 0.287392, 1.0]], ['2, k, 3', [0.0282713, 0.414201, 1.0]], ['2, k, 4', [-0.121688, 0.226724, 1.0]], ['2, k, 5', [-0.243355, 0.369325, 1.0]], ['2, k, 6', [-0.213727, 0.563345, 1.0]], ['2, k, 7', [-0.196853, 0.628156, 1.0]], ['2, k, 8', [0.161408, 0.220989, 1.0]], ['2, k, 9', [0.273814, 0.33826, 1.0]], ['2, k, 10', [0.243888, 0.543884, 1.0]], ['2, k, 11', [0.228508, 0.609612, 1.0]], ['2, k, 12', [-0.040948, -0.308964, 1.0]], ['2, k, 13', [-0.0785605, -0.717816, 1.0]], ['2, k, 14', [-0.0887894, -1.09638, 1.0]], ['2, k, 15', [-0.0842102, -1.1334, 1.0]], ['2, k, 16', [0.0796736, -0.310536, 1.0]], ['2, k, 17', [0.109418, -0.705022, 1.0]], ['2, k, 18', [0.107837, -1.07713, 1.0]], ['2, k, 19', [0.110426, -1.11439, 1.0]], ['2, k, 20', [0.0225051, 0.213307, 1.0]], ['2, k, 21', [-0.155666, 0.656617, 1.0]], ['2, k, 22', [-0.251913, 0.642616, 1.0]], ['2, k, 23', [0.211146, 0.641376, 1.0]], ['2, k, 24', [0.295519, 0.610293, 1.0]]]
[['2, k, 0', [0.0191386, -0.312875, 1.0]], ['2, k, 1', [0.0213278, -0.0109679, 1.0]], ['2, k, 2', [0.0232358, 0.287138, 1.0]], ['2, k, 3', [0.0264867, 0.411587, 1.0]], ['2, k, 4', [-0.121684, 0.226464, 1.0]], ['2, k, 5', [-0.242601, 0.388395, 1.0]], ['2, k, 6', [-0.215095, 0.594196, 1.0]], ['2, k, 7', [-0.208007, 0.649279, 1.0]], ['2, k, 8', [0.16183, 0.221966, 1.0]], ['2, k, 9', [0.274538, 0.350687, 1.0]], ['2, k, 10', [0.246425, 0.567499, 1.0]], ['2, k, 11', [0.231421, 0.627488, 1.0]], ['2, k, 12', [-0.0415103, -0.308289, 1.0]], ['2, k, 13', [-0.079015, -0.717142, 1.0]], ['2, k, 14', [-0.0889712, -1.09597, 1.0]], ['2, k, 15', [-0.0846523, -1.13295, 1.0]], ['2, k, 16', [0.0793454, -0.310039, 1.0]], ['2, k, 17', [0.108657, -0.695986, 1.0]], ['2, k, 18', [0.107871, -1.07691, 1.0]], ['2, k, 19', [0.1102, -1.11412, 1.0]], ['2, k, 20', [0.0227034, 0.213295, 1.0]], ['2, k, 21', [-0.171614, 0.696214, 1.0]], ['2, k, 22', [-0.253621, 0.67075, 1.0]], ['2, k, 23', [0.178813, 0.653442, 1.0]], ['2, k, 24', [0.291971, 0.636204, 1.0]]]
[['2, k, 0', [0.0182453, -0.309084, 1.0]], ['2, k, 1', [0.020192, -0.00912559, 1.0]], ['2, k, 2', [0.0218921, 0.28711, 1.0]], ['2, k, 3', [0.0244975, 0.410466, 1.0]], ['2, k, 4', [-0.12587, 0.233088, 1.0]], ['2, k, 5', [-0.242289, 0.395065, 1.0]], ['2, k, 6', [-0.213248, 0.619443, 1.0]], ['2, k, 7', [-0.203851, 0.682818, 1.0]], ['2, k, 8', [0.159379, 0.227867, 1.0]], ['2, k, 9', [0.275029, 0.363244, 1.0]], ['2, k, 10', [0.249181, 0.590721, 1.0]], ['2, k, 11', [0.22926, 0.654437, 1.0]], ['2, k, 12', [-0.0422556, -0.305104, 1.0]], ['2, k, 13', [-0.0788918, -0.71258, 1.0]], ['2, k, 14', [-0.0893422, -1.09607, 1.0]], ['2, k, 15', [-0.0857447, -1.13295, 1.0]], ['2, k, 16', [0.0783149, -0.305786, 1.0]], ['2, k, 17', [0.108784, -0.696309, 1.0]], ['2, k, 18', [0.108092, -1.07671, 1.0]], ['2, k, 19', [0.109698, -1.11383, 1.0]], ['2, k, 20', [0.0214622, 0.213722, 1.0]], ['2, k, 21', [-0.178295, 0.720302, 1.0]], ['2, k, 22', [-0.270798, 0.698217, 1.0]], ['2, k, 23', [0.204325, 0.691119, 1.0]], ['2, k, 24', [0.291734, 0.655008, 1.0]]]
[['2, k, 0', [0.0184753, -0.30876, 1.0]], ['2, k, 1', [0.0201589, -0.00886972, 1.0]], ['2, k, 2', [0.0211954, 0.286622, 1.0]], ['2, k, 3', [0.023597, 0.409401, 1.0]], ['2, k, 4', [-0.125266, 0.231579, 1.0]], ['2, k, 5', [-0.243305, 0.415915, 1.0]], ['2, k, 6', [-0.214642, 0.63966, 1.0]], ['2, k, 7', [-0.200099, 0.701928, 1.0]], ['2, k, 8', [0.161496, 0.231138, 1.0]], ['2, k, 9', [0.274712, 0.378639, 1.0]], ['2, k, 10', [0.250304, 0.613428, 1.0]], ['2, k, 11', [0.233657, 0.680107, 1.0]], ['2, k, 12', [-0.0416648, -0.30438, 1.0]], ['2, k, 13', [-0.0791605, -0.712884, 1.0]], ['2, k, 14', [-0.0907143, -1.09814, 1.0]], ['2, k, 15', [-0.0872993, -1.13487, 1.0]], ['2, k, 16', [0.0783461, -0.305719, 1.0]], ['2, k, 17', [0.10875, -0.696212, 1.0]], ['2, k, 18', [0.108168, -1.07684, 1.0]], ['2, k, 19', [0.109581, -1.11382, 1.0]], ['2, k, 20', [0.0209881, 0.213529, 1.0]], ['2, k, 21', [-0.168578, 0.738255, 1.0]], ['2, k, 22', [-0.265584, 0.716722, 1.0]], ['2, k, 23', [0.205634, 0.718986, 1.0]], ['2, k, 24', [0.292756, 0.687125, 1.0]]]
[['2, k, 0', [0.0178992, -0.307788, 1.0]], ['2, k, 1', [0.0197132, -0.00789467, 1.0]], ['2, k, 2', [0.0210645, 0.28714, 1.0]], ['2, k, 3', [0.022203, 0.40527, 1.0]], ['2, k, 4', [-0.127392, 0.238512, 1.0]], ['2, k, 5', [-0.261549, 0.436161, 1.0]], ['2, k, 6', [-0.219532, 0.671074, 1.0]], ['2, k, 7', [-0.203091, 0.724791, 1.0]], ['2, k, 8', [0.161928, 0.231368, 1.0]], ['2, k, 9', [0.27448, 0.386215, 1.0]], ['2, k, 10', [0.246326, 0.633482, 1.0]], ['2, k, 11', [0.22914, 0.704338, 1.0]], ['2, k, 12', [-0.0422385, -0.303896, 1.0]], ['2, k, 13', [-0.0786919, -0.71563, 1.0]], ['2, k, 14', [-0.0899529, -1.09636, 1.0]], ['2, k, 15', [-0.0862412, -1.13302, 1.0]], ['2, k, 16', [0.0777929, -0.304096, 1.0]], ['2, k, 17', [0.108744, -0.695748, 1.0]], ['2, k, 18', [0.107915, -1.07702, 1.0]], ['2, k, 19', [0.109637, -1.11391, 1.0]], ['2, k, 20', [0.0207699, 0.21418, 1.0]], ['2, k, 21', [-0.155803, 0.761109, 1.0]], ['2, k, 22', [-0.267083, 0.742396, 1.0]], ['2, k, 23', [0.206625, 0.742161, 1.0]], ['2, k, 24', [0.284076, 0.7109, 1.0]]]
[['2, k, 0', [0.018016, -0.306596, 1.0]], ['2, k, 1', [0.0197232, -0.00720359, 1.0]], ['2, k, 2', [0.0210118, 0.286786, 1.0]], ['2, k, 3', [0.0233062, 0.403714, 1.0]], ['2, k, 4', [-0.128491, 0.243001, 1.0]], ['2, k, 5', [-0.268003, 0.442844, 1.0]], ['2, k, 6', [-0.217545, 0.683311, 1.0]], ['2, k, 7', [-0.202166, 0.741262, 1.0]], ['2, k, 8', [0.164316, 0.234043, 1.0]], ['2, k, 9', [0.273152, 0.396156, 1.0]], ['2, k, 10', [0.246052, 0.647063, 1.0]], ['2, k, 11', [0.231709, 0.717358, 1.0]], ['2, k, 12', [-0.0423495, -0.302311, 1.0]], ['2, k, 13', [-0.0791226, -0.714931, 1.0]], ['2, k, 14', [-0.0871054, -1.08889, 1.0]], ['2, k, 15', [-0.0832904, -1.12562, 1.0]], ['2, k, 16', [0.078042, -0.303417, 1.0]], ['2, k, 17', [0.108703, -0.695795, 1.0]], ['2, k, 18', [0.107548, -1.07763, 1.0]], ['2, k, 19', [0.109408, -1.11453, 1.0]], ['2, k, 20', [0.0207288, 0.214134, 1.0]], ['2, k, 21', [-0.150073, 0.778883, 1.0]], ['2, k, 22', [-0.270869, 0.76365, 1.0]], ['2, k, 23', [0.198479, 0.756002, 1.0]], ['2, k, 24', [0.291143, 0.727832, 1.0]]]
[['2, k, 0', [0.0181464, -0.310611, 1.0]], ['2, k, 1', [0.0203826, -0.00859996, 1.0]], ['2, k, 2', [0.0226948, 0.286306, 1.0]], ['2, k, 3', [0.0238742, 0.403978, 1.0]], ['2, k, 4', [-0.129335, 0.246675, 1.0]], ['2, k, 5', [-0.268419, 0.452582, 1.0]], ['2, k, 6', [-0.220428, 0.691425, 1.0]], ['2, k, 7', [-0.20166, 0.757857, 1.0]], ['2, k, 8', [0.166086, 0.237099, 1.0]], ['2, k, 9', [0.273937, 0.407235, 1.0]], ['2, k, 10', [0.252279, 0.678069, 1.0]], ['2, k, 11', [0.229705, 0.737092, 1.0]], ['2, k, 12', [-0.0426954, -0.30457, 1.0]], ['2, k, 13', [-0.0862533, -0.679129, 1.0]], ['2, k, 14', [-0.0842134, -1.10924, 1.0]], ['2, k, 15', [-0.0736308, -1.17548, 1.0]], ['2, k, 16', [0.0789546, -0.31009, 1.0]], ['2, k, 17', [0.110352, -0.698229, 1.0]], ['2, k, 18', [0.108613, -1.08107, 1.0]], ['2, k, 19', [0.109986, -1.11986, 1.0]], ['2, k, 20', [0.0220589, 0.213395, 1.0]], ['2, k, 21', [-0.161845, 0.802784, 1.0]], ['2, k, 22', [-0.258228, 0.778655, 1.0]], ['2, k, 23', [0.206044, 0.776945, 1.0]], ['2, k, 24', [0.288364, 0.750851, 1.0]]]
[['2, k, 0', [0.0185444, -0.317937, 1.0]], ['2, k, 1', [0.0210654, -0.0109839, 1.0]], ['2, k, 2', [0.0234322, 0.286004, 1.0]], ['2, k, 3', [0.0240501, 0.404426, 1.0]], ['2, k, 4', [-0.129569, 0.247536, 1.0]], ['2, k, 5', [-0.252574, 0.473243, 1.0]], ['2, k, 6', [-0.215889, 0.710875, 1.0]], ['2, k, 7', [-0.203032, 0.778439, 1.0]], ['2, k, 8', [0.167501, 0.238225, 1.0]], ['2, k, 9', [0.274029, 0.411219, 1.0]], ['2, k, 10', [0.252927, 0.685354, 1.0]], ['2, k, 11', [0.228704, 0.751523, 1.0]], ['2, k, 12', [-0.0421457, -0.313716, 1.0]], ['2, k, 13', [-0.0679634, -0.781074, 1.0]], ['2, k, 14', [-0.102858, -1.21358, 1.0]], ['2, k, 15', [-0.0577185, -1.24851, 1.0]], ['2, k, 16', [0.0790842, -0.315366, 1.0]], ['2, k, 17', [0.105433, -0.780727, 1.0]], ['2, k, 18', [0.137621, -1.09809, 1.0]], ['2, k, 19', [0.129563, -1.18425, 1.0]], ['2, k, 20', [0.0227348, 0.212775, 1.0]], ['2, k, 21', [-0.167338, 0.823355, 1.0]], ['2, k, 22', [-0.266403, 0.792242, 1.0]], ['2, k, 23', [0.19903, 0.79254, 1.0]], ['2, k, 24', [0.294302, 0.765049, 1.0]]]
[['2, k, 0', [0.0186162, -0.31882, 1.0]], ['2, k, 1', [0.0214816, -0.0118608, 1.0]], ['2, k, 2', [0.0242909, 0.285867, 1.0]], ['2, k, 3', [0.0261458, 0.406476, 1.0]], ['2, k, 4', [-0.129163, 0.24875, 1.0]], ['2, k, 5', [-0.251642, 0.480108, 1.0]], ['2, k, 6', [-0.214989, 0.725797, 1.0]], ['2, k, 7', [-0.201101, 0.792415, 1.0]], ['2, k, 8', [0.168092, 0.240144, 1.0]], ['2, k, 9', [0.276285, 0.420343, 1.0]], ['2, k, 10', [0.259036, 0.699215, 1.0]], ['2, k, 11', [0.2358, 0.766302, 1.0]], ['2, k, 12', [-0.0423622, -0.314512, 1.0]], ['2, k, 13', [-0.0747151, -0.781046, 1.0]], ['2, k, 14', [-0.101095, -1.24433, 1.0]], ['2, k, 15', [-0.0113364, -1.26078, 1.0]], ['2, k, 16', [0.0794471, -0.316293, 1.0]], ['2, k, 17', [0.105826, -0.780856, 1.0]], ['2, k, 18', [0.134548, -1.23523, 1.0]], ['2, k, 19', [0.155197, -1.26766, 1.0]], ['2, k, 20', [0.0234984, 0.2124, 1.0]], ['2, k, 21', [-0.161698, 0.836028, 1.0]], ['2, k, 22', [-0.262554, 0.806009, 1.0]], ['2, k, 23', [0.201053, 0.814401, 1.0]], ['2, k, 24', [0.303803, 0.776365, 1.0]]]
[['2, k, 0', [0.0193733, -0.322848, 1.0]], ['2, k, 1', [0.022472, -0.013821, 1.0]], ['2, k, 2', [0.0259863, 0.285779, 1.0]], ['2, k, 3', [0.026246, 0.407955, 1.0]], ['2, k, 4', [-0.12822, 0.249543, 1.0]], ['2, k, 5', [-0.251386, 0.483916, 1.0]], ['2, k, 6', [-0.21945, 0.729951, 1.0]], ['2, k, 7', [-0.205879, 0.798813, 1.0]], ['2, k, 8', [0.170139, 0.242117, 1.0]], ['2, k, 9', [0.277502, 0.424776, 1.0]], ['2, k, 10', [0.256719, 0.710252, 1.0]], ['2, k, 11', [0.232199, 0.778995, 1.0]], ['2, k, 12', [-0.042315, -0.321668, 1.0]], ['2, k, 13', [-0.0358368, -0.789011, 1.0]], ['2, k, 14', [-0.0998168, -1.22539, 1.0]], ['2, k, 15', [-0.0933853, -1.27268, 1.0]], ['2, k, 16', [0.080428, -0.318068, 1.0]], ['2, k, 17', [0.106348, -0.782831, 1.0]], ['2, k, 18', [0.139399, -1.23793, 1.0]], ['2, k, 19', [0.10641, -1.27732, 1.0]], ['2, k, 20', [0.0249685, 0.211754, 1.0]], ['2, k, 21', [-0.17102, 0.84803, 1.0]], ['2, k, 22', [-0.273882, 0.818314, 1.0]], ['2, k, 23', [0.200225, 0.824351, 1.0]], ['2, k, 24', [0.2977, 0.787453, 1.0]]]
[['2, k, 0', [0.0193381, -0.322854, 1.0]], ['2, k, 1', [0.0228987, -0.0140937, 1.0]], ['2, k, 2', [0.0272295, 0.285855, 1.0]], ['2, k, 3', [0.0277922, 0.408314, 1.0]], ['2, k, 4', [-0.128326, 0.250666, 1.0]], ['2, k, 5', [-0.25374, 0.485991, 1.0]], ['2, k, 6', [-0.223725, 0.738176, 1.0]], ['2, k, 7', [-0.209144, 0.807024, 1.0]], ['2, k, 8', [0.171396, 0.243211, 1.0]], ['2, k, 9', [0.278793, 0.433696, 1.0]], ['2, k, 10', [0.257003, 0.719025, 1.0]], ['2, k, 11', [0.231774, 0.787778, 1.0]], ['2, k, 12', [-0.0425603, -0.321017, 1.0]], ['2, k, 13', [-0.0742103, -0.788022, 1.0]], ['2, k, 14', [-0.0961096, -1.22511, 1.0]], ['2, k, 15', [-0.0522432, -1.26011, 1.0]], ['2, k, 16', [0.080544, -0.318445, 1.0]], ['2, k, 17', [0.105288, -0.783403, 1.0]], ['2, k, 18', [0.138717, -1.23712, 1.0]], ['2, k, 19', [0.141492, -1.26174, 1.0]], ['2, k, 20', [0.0260418, 0.211705, 1.0]], ['2, k, 21', [-0.169708, 0.856453, 1.0]], ['2, k, 22', [-0.273885, 0.823605, 1.0]], ['2, k, 23', [0.202825, 0.837706, 1.0]], ['2, k, 24', [0.29146, 0.803968, 1.0]]]
[['2, k, 0', [0.0194091, -0.323201, 1.0]], ['2, k, 1', [0.0231561, -0.014304, 1.0]], ['2, k, 2', [0.0277, 0.286191, 1.0]], ['2, k, 3', [0.0276478, 0.408525, 1.0]], ['2, k, 4', [-0.128921, 0.252054, 1.0]], ['2, k, 5', [-0.253812, 0.485002, 1.0]], ['2, k, 6', [-0.22572, 0.738122, 1.0]], ['2, k, 7', [-0.208554, 0.81473, 1.0]], ['2, k, 8', [0.17203, 0.243463, 1.0]], ['2, k, 9', [0.280149, 0.438334, 1.0]], ['2, k, 10', [0.259975, 0.728504, 1.0]], ['2, k, 11', [0.235198, 0.796997, 1.0]], ['2, k, 12', [-0.0425819, -0.32103, 1.0]], ['2, k, 13', [-0.0741458, -0.796078, 1.0]], ['2, k, 14', [-0.0967203, -1.22188, 1.0]], ['2, k, 15', [-0.0467005, -1.26371, 1.0]], ['2, k, 16', [0.0809499, -0.319405, 1.0]], ['2, k, 17', [0.0987741, -0.793421, 1.0]], ['2, k, 18', [0.146398, -1.22825, 1.0]], ['2, k, 19', [0.153422, -1.26405, 1.0]], ['2, k, 20', [0.0264691, 0.211872, 1.0]], ['2, k, 21', [-0.174945, 0.861691, 1.0]], ['2, k, 22', [-0.271201, 0.819106, 1.0]], ['2, k, 23', [0.200877, 0.845411, 1.0]], ['2, k, 24', [0.302356, 0.807735, 1.0]]]
[['2, k, 0', [0.0193718, -0.323764, 1.0]], ['2, k, 1', [0.0233277, -0.0146299, 1.0]], ['2, k, 2', [0.0282321, 0.286167, 1.0]], ['2, k, 3', [0.0284593, 0.409035, 1.0]], ['2, k, 4', [-0.130438, 0.255736, 1.0]], ['2, k, 5', [-0.259427, 0.490709, 1.0]], ['2, k, 6', [-0.225125, 0.743351, 1.0]], ['2, k, 7', [-0.210128, 0.814701, 1.0]], ['2, k, 8', [0.173225, 0.245086, 1.0]], ['2, k, 9', [0.281299, 0.44318, 1.0]], ['2, k, 10', [0.261977, 0.731295, 1.0]], ['2, k, 11', [0.232368, 0.803255, 1.0]], ['2, k, 12', [-0.0425088, -0.322206, 1.0]], ['2, k, 13', [-0.0384981, -0.806771, 1.0]], ['2, k, 14', [-0.0985994, -1.22502, 1.0]], ['2, k, 15', [-0.0426805, -1.27219, 1.0]], ['2, k, 16', [0.0808969, -0.319469, 1.0]], ['2, k, 17', [0.109737, -0.80059, 1.0]], ['2, k, 18', [0.146789, -1.22965, 1.0]], ['2, k, 19', [0.153875, -1.2664, 1.0]], ['2, k, 20', [0.0269109, 0.211728, 1.0]], ['2, k, 21', [-0.167928, 0.866949, 1.0]], ['2, k, 22', [-0.267129, 0.836472, 1.0]], ['2, k, 23', [0.19594, 0.852866, 1.0]], ['2, k, 24', [0.294669, 0.814722, 1.0]]]
[['2, k, 0', [0.0193438, -0.323708, 1.0]], ['2, k, 1', [0.023033, -0.0143784, 1.0]], ['2, k, 2', [0.0267044, 0.287529, 1.0]], ['2, k, 3', [0.0283766, 0.40944, 1.0]], ['2, k, 4', [-0.130345, 0.256059, 1.0]], ['2, k, 5', [-0.262105, 0.493592, 1.0]], ['2, k, 6', [-0.226471, 0.746469, 1.0]], ['2, k, 7', [-0.212279, 0.81737, 1.0]], ['2, k, 8', [0.17342, 0.245178, 1.0]], ['2, k, 9', [0.282158, 0.445649, 1.0]], ['2, k, 10', [0.262733, 0.732217, 1.0]], ['2, k, 11', [0.233887, 0.805083, 1.0]], ['2, k, 12', [-0.0425991, -0.320567, 1.0]], ['2, k, 13', [-0.0776155, -0.80328, 1.0]], ['2, k, 14', [-0.106725, -1.24188, 1.0]], ['2, k, 15', [-0.0671153, -1.27878, 1.0]], ['2, k, 16', [0.0807978, -0.319874, 1.0]], ['2, k, 17', [0.105169, -0.80138, 1.0]], ['2, k, 18', [0.146527, -1.22971, 1.0]], ['2, k, 19', [0.109346, -1.26382, 1.0]], ['2, k, 20', [0.0258317, 0.212726, 1.0]], ['2, k, 21', [-0.175033, 0.869278, 1.0]], ['2, k, 22', [-0.279442, 0.839149, 1.0]], ['2, k, 23', [0.19848, 0.854787, 1.0]], ['2, k, 24', [0.300187, 0.81491, 1.0]]]
[['2, k, 0', [0.0192948, -0.323464, 1.0]], ['2, k, 1', [0.0235494, -0.0143677, 1.0]], ['2, k, 2', [0.0284876, 0.28714, 1.0]], ['2, k, 3', [0.0293189, 0.411277, 1.0]], ['2, k, 4', [-0.130446, 0.256726, 1.0]], ['2, k, 5', [-0.264074, 0.494198, 1.0]], ['2, k, 6', [-0.228968, 0.749363, 1.0]], ['2, k, 7', [-0.217761, 0.82191, 1.0]], ['2, k, 8', [0.174166, 0.245669, 1.0]], ['2, k, 9', [0.284176, 0.450803, 1.0]], ['2, k, 10', [0.261955, 0.73568, 1.0]], ['2, k, 11', [0.227131, 0.807479, 1.0]], ['2, k, 12', [-0.0428649, -0.32001, 1.0]], ['2, k, 13', [-0.0345384, -0.802524, 1.0]], ['2, k, 14', [-0.106324, -1.24229, 1.0]], ['2, k, 15', [-0.058557, -1.28004, 1.0]], ['2, k, 16', [0.0808774, -0.319783, 1.0]], ['2, k, 17', [0.105258, -0.801405, 1.0]], ['2, k, 18', [0.146691, -1.22926, 1.0]], ['2, k, 19', [0.0959477, -1.27032, 1.0]], ['2, k, 20', [0.0272258, 0.21251, 1.0]], ['2, k, 21', [-0.173152, 0.874205, 1.0]], ['2, k, 22', [-0.28139, 0.842354, 1.0]], ['2, k, 23', [0.196859, 0.859353, 1.0]], ['2, k, 24', [0.297553, 0.826821, 1.0]]]
[['2, k, 0', [0.0192187, -0.323657, 1.0]], ['2, k, 1', [0.0236193, -0.0148439, 1.0]], ['2, k, 2', [0.0285774, 0.286641, 1.0]], ['2, k, 3', [0.0300544, 0.41181, 1.0]], ['2, k, 4', [-0.130591, 0.257368, 1.0]], ['2, k, 5', [-0.267344, 0.49701, 1.0]], ['2, k, 6', [-0.229829, 0.750314, 1.0]], ['2, k, 7', [-0.214165, 0.822051, 1.0]], ['2, k, 8', [0.174405, 0.245731, 1.0]], ['2, k, 9', [0.284564, 0.451088, 1.0]], ['2, k, 10', [0.261749, 0.733126, 1.0]], ['2, k, 11', [0.233448, 0.805387, 1.0]], ['2, k, 12', [-0.0431225, -0.319824, 1.0]], ['2, k, 13', [-0.0347626, -0.802554, 1.0]], ['2, k, 14', [-0.105996, -1.24247, 1.0]], ['2, k, 15', [-0.0558484, -1.27876, 1.0]], ['2, k, 16', [0.0810888, -0.320526, 1.0]], ['2, k, 17', [0.106459, -0.801666, 1.0]], ['2, k, 18', [0.156814, -1.24762, 1.0]], ['2, k, 19', [0.148193, -1.28223, 1.0]], ['2, k, 20', [0.0273217, 0.212032, 1.0]], ['2, k, 21', [-0.162246, 0.870859, 1.0]], ['2, k, 22', [-0.271641, 0.839978, 1.0]], ['2, k, 23', [0.199871, 0.857581, 1.0]], ['2, k, 24', [0.289366, 0.822379, 1.0]]]
[['2, k, 0', [0.0191916, -0.323607, 1.0]], ['2, k, 1', [0.0235689, -0.0148957, 1.0]], ['2, k, 2', [0.0284021, 0.28641, 1.0]], ['2, k, 3', [0.0305587, 0.412237, 1.0]], ['2, k, 4', [-0.13076, 0.257544, 1.0]], ['2, k, 5', [-0.269051, 0.497543, 1.0]], ['2, k, 6', [-0.230225, 0.75082, 1.0]], ['2, k, 7', [-0.215763, 0.818567, 1.0]], ['2, k, 8', [0.174733, 0.246029, 1.0]], ['2, k, 9', [0.287522, 0.476175, 1.0]], ['2, k, 10', [0.26133, 0.734433, 1.0]], ['2, k, 11', [0.23315, 0.80457, 1.0]], ['2, k, 12', [-0.0432266, -0.318936, 1.0]], ['2, k, 13', [-0.036859, -0.801452, 1.0]], ['2, k, 14', [-0.103081, -1.22234, 1.0]], ['2, k, 15', [-0.0456477, -1.27236, 1.0]], ['2, k, 16', [0.0810114, -0.320805, 1.0]], ['2, k, 17', [0.10667, -0.801362, 1.0]], ['2, k, 18', [0.15132, -1.24539, 1.0]], ['2, k, 19', [0.105514, -1.2725, 1.0]], ['2, k, 20', [0.0271887, 0.211865, 1.0]], ['2, k, 21', [-0.167906, 0.872641, 1.0]], ['2, k, 22', [-0.27125, 0.837137, 1.0]], ['2, k, 23', [0.19208, 0.853684, 1.0]], ['2, k, 24', [0.291482, 0.822055, 1.0]]]
[['2, k, 0', [0.0191294, -0.323954, 1.0]], ['2, k, 1', [0.0237737, -0.0150262, 1.0]], ['2, k, 2', [0.0292117, 0.286564, 1.0]], ['2, k, 3', [0.0309167, 0.41294, 1.0]], ['2, k, 4', [-0.130913, 0.257873, 1.0]], ['2, k, 5', [-0.270823, 0.498313, 1.0]], ['2, k, 6', [-0.230093, 0.750593, 1.0]], ['2, k, 7', [-0.215028, 0.819125, 1.0]], ['2, k, 8', [0.175306, 0.246556, 1.0]], ['2, k, 9', [0.288077, 0.461747, 1.0]], ['2, k, 10', [0.259022, 0.732454, 1.0]], ['2, k, 11', [0.228352, 0.803367, 1.0]], ['2, k, 12', [-0.0437949, -0.320432, 1.0]], ['2, k, 13', [-0.0619879, -0.802217, 1.0]], ['2, k, 14', [-0.102108, -1.24321, 1.0]], ['2, k, 15', [-0.0550553, -1.27316, 1.0]], ['2, k, 16', [0.0811153, -0.320777, 1.0]], ['2, k, 17', [0.106695, -0.800742, 1.0]], ['2, k, 18', [0.151511, -1.244, 1.0]], ['2, k, 19', [0.164995, -1.2721, 1.0]], ['2, k, 20', [0.0277852, 0.211917, 1.0]], ['2, k, 21', [-0.170034, 0.872581, 1.0]], ['2, k, 22', [-0.281287, 0.838758, 1.0]], ['2, k, 23', [0.195569, 0.852285, 1.0]], ['2, k, 24', [0.264243, 0.817813, 1.0]]]
[['2, k, 0', [0.0189843, -0.323316, 1.0]], ['2, k, 1', [0.0241408, -0.0150096, 1.0]], ['2, k, 2', [0.0305163, 0.286066, 1.0]], ['2, k, 3', [0.0316235, 0.413888, 1.0]], ['2, k, 4', [-0.130892, 0.257769, 1.0]], ['2, k, 5', [-0.271121, 0.497962, 1.0]], ['2, k, 6', [-0.230402, 0.750478, 1.0]], ['2, k, 7', [-0.222126, 0.812443, 1.0]], ['2, k, 8', [0.175773, 0.246909, 1.0]], ['2, k, 9', [0.2874, 0.450424, 1.0]], ['2, k, 10', [0.259446, 0.733789, 1.0]], ['2, k, 11', [0.227921, 0.805846, 1.0]], ['2, k, 12', [-0.0444929, -0.318203, 1.0]], ['2, k, 13', [-0.0627654, -0.798677, 1.0]], ['2, k, 14', [-0.10211, -1.24394, 1.0]], ['2, k, 15', [-0.0382843, -1.27871, 1.0]], ['2, k, 16', [0.081248, -0.320784, 1.0]], ['2, k, 17', [0.104029, -0.801416, 1.0]], ['2, k, 18', [0.148247, -1.24456, 1.0]], ['2, k, 19', [0.0889282, -1.27441, 1.0]], ['2, k, 20', [0.0287842, 0.211615, 1.0]], ['2, k, 21', [-0.180953, 0.868526, 1.0]], ['2, k, 22', [-0.288862, 0.834438, 1.0]], ['2, k, 23', [0.196972, 0.853295, 1.0]], ['2, k, 24', [0.291392, 0.814095, 1.0]]]
