[['2, k, 0', [-0.197237, -0.436064, 1.0]], ['2, k, 1', [-0.200451, -0.134394, 1.0]], ['2, k, 2', [-0.202289, 0.160704, 1.0]], ['2, k, 3', [-0.206346, 0.288295, 1.0]], ['2, k, 4', [-0.337182, 0.0857952, 1.0]], ['2, k, 5', [-0.439121, 0.0249627, 1.0]], ['2, k, 6', [-0.376215, -0.00262719, 1.0]], ['2, k, 7', [-0.342023, -0.0193744, 1.0]], ['2, k, 8', [-0.0453039, 0.0782351, 1.0]], ['2, k, 9', [0.0653412, 0.0455775, 1.0]], ['2, k, 10', [0.0739484, 0.0113373, 1.0]], ['2, k, 11', [0.112189, -0.00192781, 1.0]], ['2, k, 12', [-0.26088, -0.428011, 1.0]], ['2, k, 13', [-0.257941, -0.6699, 1.0]], ['2, k, 14', [-0.269549, -1.0594, 1.0]], ['2, k, 15', [-0.265625, -1.13086, 1.0]], ['2, k, 16', [-0.127872, -0.431469, 1.0]], ['2, k, 17', [-0.0607896, -0.686863, 1.0]], ['2, k, 18', [-0.0490618, -1.07237, 1.0]], ['2, k, 19', [-0.0382385, -1.13184, 1.0]], ['2, k, 20', [-0.202066, 0.0878947, 1.0]], ['2, k, 21', [-0.281041, -0.0193458, 1.0]], ['2, k, 22', [-0.297162, -0.00912481, 1.0]], ['2, k, 23', [0.14084, -0.00317254, 1.0]], ['2, k, 24', [0.169196, 0.00371748, 1.0]]]
[['2, k, 0', [-0.169252, -0.422958, 1.0]], ['2, k, 1', [-0.191769, -0.125185, 1.0]], ['2, k, 2', [-0.212938, 0.166148, 1.0]], ['2, k, 3', [-0.210072, 0.29254, 1.0]], ['2, k, 4', [-0.318405, 0.0776736, 1.0]], ['2, k, 5', [-0.359324, 0.0556869, 1.0]], ['2, k, 6', [-0.328651, 0.00570893, 1.0]], ['2, k, 7', [-0.276401, 0.000918619, 1.0]], ['2, k, 8', [-0.0413022, 0.0825035, 1.0]], ['2, k, 9', [0.123394, 0.066849, 1.0]], ['2, k, 10', [0.233329, 0.0179878, 1.0]], ['2, k, 11', [0.297134, 0.0508851, 1.0]], ['2, k, 12', [-0.23246, -0.418667, 1.0]], ['2, k, 13', [-0.264573, -0.736781, 1.0]], ['2, k, 14', [-0.270983, -1.07484, 1.0]], ['2, k, 15', [-0.269796, -1.12339, 1.0]], ['2, k, 16', [-0.101571, -0.416517, 1.0]], ['2, k, 17', [-0.0600401, -0.753835, 1.0]], ['2, k, 18', [-0.047206, -1.07495, 1.0]], ['2, k, 19', [-0.0434451, -1.12722, 1.0]], ['2, k, 20', [-0.208057, 0.0942418, 1.0]], ['2, k, 21', [-0.268434, 0.00399299, 1.0]], ['2, k, 22', [-0.21275, 0.00806083, 1.0]], ['2, k, 23', [0.323931, 0.051015, 1.0]], ['2, k, 24', [0.33677, 0.0531807, 1.0]]]
[['2, k, 0', [-0.170071, -0.422816, 1.0]], ['2, k, 1', [-0.192278, -0.125073, 1.0]], ['2, k, 2', [-0.212991, 0.166152, 1.0]], ['2, k, 3', [-0.211081, 0.292713, 1.0]], ['2, k, 4', [-0.316405, 0.0842217, 1.0]], ['2, k, 5', [-0.357769, 0.0568735, 1.0]], ['2, k, 6', [-0.298847, 0.0322282, 1.0]], ['2, k, 7', [-0.246789, 0.0024486, 1.0]], ['2, k, 8', [-0.0427303, 0.0835798, 1.0]], ['2, k, 9', [0.128551, 0.0646871, 1.0]], ['2, k, 10', [0.250994, 0.0308148, 1.0]], ['2, k, 11', [0.310009, 0.0545413, 1.0]], ['2, k, 12', [-0.232718, -0.418935, 1.0]], ['2, k, 13', [-0.265098, -0.732942, 1.0]], ['2, k, 14', [-0.271327, -1.07461, 1.0]], ['2, k, 15', [-0.269876, -1.12345, 1.0]], ['2, k, 16', [-0.102866, -0.415816, 1.0]], ['2, k, 17', [-0.060299, -0.75374, 1.0]], ['2, k, 18', [-0.0479182, -1.07534, 1.0]], ['2, k, 19', [-0.0438123, -1.1273, 1.0]], ['2, k, 20', [-0.208191, 0.0942781, 1.0]], ['2, k, 21', [-0.234906, 0.00665301, 1.0]], ['2, k, 22', [-0.183255, 0.00924878, 1.0]], ['2, k, 23', [0.341978, 0.0567749, 1.0]], ['2, k, 24', [0.360207, 0.062531, 1.0]]]
[['2, k, 0', [-0.170828, -0.424315, 1.0]], ['2, k, 1', [-0.192553, -0.125859, 1.0]], ['2, k, 2', [-0.212795, 0.165912, 1.0]], ['2, k, 3', [-0.211384, 0.292858, 1.0]], ['2, k, 4', [-0.31553, 0.0906497, 1.0]], ['2, k, 5', [-0.350939, 0.0341959, 1.0]], ['2, k, 6', [-0.299405, 0.0148646, 1.0]], ['2, k, 7', [-0.215078, 0.00523086, 1.0]], ['2, k, 8', [-0.0430882, 0.0831753, 1.0]], ['2, k, 9', [0.137687, 0.0608916, 1.0]], ['2, k, 10', [0.276368, 0.0313831, 1.0]], ['2, k, 11', [0.324593, 0.0603312, 1.0]], ['2, k, 12', [-0.233496, -0.420619, 1.0]], ['2, k, 13', [-0.265452, -0.731741, 1.0]], ['2, k, 14', [-0.271905, -1.07419, 1.0]], ['2, k, 15', [-0.27011, -1.1235, 1.0]], ['2, k, 16', [-0.103541, -0.416924, 1.0]], ['2, k, 17', [-0.0616802, -0.753942, 1.0]], ['2, k, 18', [-0.0477308, -1.0739, 1.0]], ['2, k, 19', [-0.0438769, -1.12693, 1.0]], ['2, k, 20', [-0.208099, 0.0939091, 1.0]], ['2, k, 21', [-0.198384, 0.0102095, 1.0]], ['2, k, 22', [-0.159535, 0.00936406, 1.0]], ['2, k, 23', [0.351361, 0.0593879, 1.0]], ['2, k, 24', [0.35435, 0.054839, 1.0]]]
[['2, k, 0', [-0.170952, -0.424641, 1.0]], ['2, k, 1', [-0.192361, -0.126036, 1.0]], ['2, k, 2', [-0.211932, 0.166095, 1.0]], ['2, k, 3', [-0.212082, 0.293266, 1.0]], ['2, k, 4', [-0.310348, 0.105247, 1.0]], ['2, k, 5', [-0.283297, 0.0510835, 1.0]], ['2, k, 6', [-0.192593, 0.0278947, 1.0]], ['2, k, 7', [-0.181629, 0.00829154, 1.0]], ['2, k, 8', [-0.0431299, 0.0842572, 1.0]], ['2, k, 9', [0.152464, 0.0490296, 1.0]], ['2, k, 10', [0.28611, 0.0359311, 1.0]], ['2, k, 11', [0.341973, 0.0650318, 1.0]], ['2, k, 12', [-0.233165, -0.421205, 1.0]], ['2, k, 13', [-0.265915, -0.731435, 1.0]], ['2, k, 14', [-0.272643, -1.07306, 1.0]], ['2, k, 15', [-0.270326, -1.12367, 1.0]], ['2, k, 16', [-0.104141, -0.417195, 1.0]], ['2, k, 17', [-0.0626758, -0.75508, 1.0]], ['2, k, 18', [-0.0480698, -1.07556, 1.0]], ['2, k, 19', [-0.0437382, -1.12728, 1.0]], ['2, k, 20', [-0.207415, 0.0939858, 1.0]], ['2, k, 21', [-0.174053, 0.0122311, 1.0]], ['2, k, 22', [-0.113605, 0.0180624, 1.0]], ['2, k, 23', [0.374693, 0.0704427, 1.0]], ['2, k, 24', [0.389374, 0.0700618, 1.0]]]
[['2, k, 0', [-0.171102, -0.426195, 1.0]], ['2, k, 1', [-0.192082, -0.12686, 1.0]], ['2, k, 2', [-0.21105, 0.165729, 1.0]], ['2, k, 3', [-0.213339, 0.293648, 1.0]], ['2, k, 4', [-0.305871, 0.100423, 1.0]], ['2, k, 5', [-0.304245, 0.0317129, 1.0]], ['2, k, 6', [-0.242612, 0.0147539, 1.0]], ['2, k, 7', [-0.149497, 0.0112868, 1.0]], ['2, k, 8', [-0.0433005, 0.0855538, 1.0]], ['2, k, 9', [0.153958, 0.0536745, 1.0]], ['2, k, 10', [0.308992, 0.0535095, 1.0]], ['2, k, 11', [0.356097, 0.0729853, 1.0]], ['2, k, 12', [-0.232151, -0.424316, 1.0]], ['2, k, 13', [-0.266561, -0.731741, 1.0]], ['2, k, 14', [-0.273055, -1.07343, 1.0]], ['2, k, 15', [-0.26974, -1.12576, 1.0]], ['2, k, 16', [-0.105634, -0.419162, 1.0]], ['2, k, 17', [-0.0636485, -0.756115, 1.0]], ['2, k, 18', [-0.0480084, -1.07571, 1.0]], ['2, k, 19', [-0.0436336, -1.12751, 1.0]], ['2, k, 20', [-0.206695, 0.0934895, 1.0]], ['2, k, 21', [-0.129225, 0.0171181, 1.0]], ['2, k, 22', [-0.0841417, 0.0156733, 1.0]], ['2, k, 23', [0.384041, 0.0765079, 1.0]], ['2, k, 24', [0.292552, 0.0637919, 1.0]]]
[['2, k, 0', [-0.171682, -0.429053, 1.0]], ['2, k, 1', [-0.191653, -0.128089, 1.0]], ['2, k, 2', [-0.209523, 0.165755, 1.0]], ['2, k, 3', [-0.213984, 0.293837, 1.0]], ['2, k, 4', [-0.300194, 0.0921501, 1.0]], ['2, k, 5', [-0.263769, 0.0440842, 1.0]], ['2, k, 6', [-0.174734, 0.0117112, 1.0]], ['2, k, 7', [-0.118468, 0.0136614, 1.0]], ['2, k, 8', [-0.0439374, 0.0848755, 1.0]], ['2, k, 9', [0.157865, 0.0570837, 1.0]], ['2, k, 10', [0.321844, 0.0616361, 1.0]], ['2, k, 11', [0.367649, 0.0789475, 1.0]], ['2, k, 12', [-0.231871, -0.42872, 1.0]], ['2, k, 13', [-0.267042, -0.731396, 1.0]], ['2, k, 14', [-0.273281, -1.07341, 1.0]], ['2, k, 15', [-0.26985, -1.12577, 1.0]], ['2, k, 16', [-0.106656, -0.420628, 1.0]], ['2, k, 17', [-0.0656847, -0.758018, 1.0]], ['2, k, 18', [-0.0492508, -1.07234, 1.0]], ['2, k, 19', [-0.0436638, -1.12737, 1.0]], ['2, k, 20', [-0.205465, 0.0931854, 1.0]], ['2, k, 21', [-0.0983399, 0.0197323, 1.0]], ['2, k, 22', [-0.0606909, 0.0202295, 1.0]], ['2, k, 23', [0.398773, 0.0841937, 1.0]], ['2, k, 24', [0.307526, 0.069632, 1.0]]]
[['2, k, 0', [-0.172314, -0.429489, 1.0]], ['2, k, 1', [-0.191133, -0.128463, 1.0]], ['2, k, 2', [-0.207166, 0.16542, 1.0]], ['2, k, 3', [-0.214609, 0.294201, 1.0]], ['2, k, 4', [-0.298804, 0.0998206, 1.0]], ['2, k, 5', [-0.253074, 0.046277, 1.0]], ['2, k, 6', [-0.14131, 0.0132062, 1.0]], ['2, k, 7', [-0.0785884, 0.0180797, 1.0]], ['2, k, 8', [-0.043215, 0.0873969, 1.0]], ['2, k, 9', [0.168652, 0.0443799, 1.0]], ['2, k, 10', [0.32998, 0.0630516, 1.0]], ['2, k, 11', [0.375368, 0.0858259, 1.0]], ['2, k, 12', [-0.231737, -0.428676, 1.0]], ['2, k, 13', [-0.267556, -0.731334, 1.0]], ['2, k, 14', [-0.273554, -1.07392, 1.0]], ['2, k, 15', [-0.269948, -1.12601, 1.0]], ['2, k, 16', [-0.108242, -0.420994, 1.0]], ['2, k, 17', [-0.0676818, -0.761106, 1.0]], ['2, k, 18', [-0.0503216, -1.07212, 1.0]], ['2, k, 19', [-0.0435587, -1.1273, 1.0]], ['2, k, 20', [-0.203642, 0.0928516, 1.0]], ['2, k, 21', [-0.057767, 0.0250345, 1.0]], ['2, k, 22', [-0.00977585, 0.0298463, 1.0]], ['2, k, 23', [0.406636, 0.0930862, 1.0]], ['2, k, 24', [0.314767, 0.0754058, 1.0]]]
[['2, k, 0', [-0.172601, -0.429508, 1.0]], ['2, k, 1', [-0.190619, -0.128266, 1.0]], ['2, k, 2', [-0.20563, 0.16603, 1.0]], ['2, k, 3', [-0.215115, 0.294322, 1.0]], ['2, k, 4', [-0.298168, 0.104622, 1.0]], ['2, k, 5', [-0.234791, 0.0504984, 1.0]], ['2, k, 6', [-0.110344, 0.0158037, 1.0]], ['2, k, 7', [-0.0521563, 0.0197435, 1.0]], ['2, k, 8', [-0.043734, 0.0972054, 1.0]], ['2, k, 9', [0.149929, 0.0862401, 1.0]], ['2, k, 10', [0.31536, 0.0645985, 1.0]], ['2, k, 11', [0.377038, 0.0870431, 1.0]], ['2, k, 12', [-0.231065, -0.428257, 1.0]], ['2, k, 13', [-0.268542, -0.73129, 1.0]], ['2, k, 14', [-0.2771, -1.07297, 1.0]], ['2, k, 15', [-0.269976, -1.126, 1.0]], ['2, k, 16', [-0.109473, -0.420902, 1.0]], ['2, k, 17', [-0.0681527, -0.760815, 1.0]], ['2, k, 18', [-0.0509024, -1.07412, 1.0]], ['2, k, 19', [-0.0436605, -1.12791, 1.0]], ['2, k, 20', [-0.202321, 0.0933745, 1.0]], ['2, k, 21', [-0.0263266, 0.0285102, 1.0]], ['2, k, 22', [-0.00904589, 0.0111927, 1.0]], ['2, k, 23', [0.412772, 0.0992638, 1.0]], ['2, k, 24', [0.330456, 0.0848511, 1.0]]]
[['2, k, 0', [-0.172542, -0.430294, 1.0]], ['2, k, 1', [-0.190386, -0.128531, 1.0]], ['2, k, 2', [-0.204905, 0.165963, 1.0]], ['2, k, 3', [-0.21523, 0.294723, 1.0]], ['2, k, 4', [-0.295566, 0.0965289, 1.0]], ['2, k, 5', [-0.193888, 0.0414936, 1.0]], ['2, k, 6', [-0.056249, 0.0295517, 1.0]], ['2, k, 7', [-0.0125133, 0.025005, 1.0]], ['2, k, 8', [-0.046078, 0.099875, 1.0]], ['2, k, 9', [0.115913, 0.0988169, 1.0]], ['2, k, 10', [0.308106, 0.0684395, 1.0]], ['2, k, 11', [0.378817, 0.0931075, 1.0]], ['2, k, 12', [-0.229357, -0.429423, 1.0]], ['2, k, 13', [-0.269474, -0.730443, 1.0]], ['2, k, 14', [-0.277552, -1.07244, 1.0]], ['2, k, 15', [-0.269937, -1.12634, 1.0]], ['2, k, 16', [-0.1104, -0.421512, 1.0]], ['2, k, 17', [-0.0691903, -0.760735, 1.0]], ['2, k, 18', [-0.0504356, -1.07367, 1.0]], ['2, k, 19', [-0.0438731, -1.12833, 1.0]], ['2, k, 20', [-0.201735, 0.09322, 1.0]], ['2, k, 21', [0.0131538, 0.0336705, 1.0]], ['2, k, 22', [0.0599481, 0.03953, 1.0]], ['2, k, 23', [0.415891, 0.103905, 1.0]], ['2, k, 24', [0.332468, 0.0890281, 1.0]]]
[['2, k, 0', [-0.172523, -0.431275, 1.0]], ['2, k, 1', [-0.19003, -0.128782, 1.0]], ['2, k, 2', [-0.204499, 0.168122, 1.0]], ['2, k, 3', [-0.215057, 0.295517, 1.0]], ['2, k, 4', [-0.292828, 0.089733, 1.0]], ['2, k, 5', [-0.195165, 0.0252298, 1.0]], ['2, k, 6', [-0.0444578, 0.0165833, 1.0]], ['2, k, 7', [0.0121571, 0.0272172, 1.0]], ['2, k, 8', [-0.0500676, 0.102947, 1.0]], ['2, k, 9', [0.11857, 0.100214, 1.0]], ['2, k, 10', [0.328575, 0.0782752, 1.0]], ['2, k, 11', [0.388628, 0.102055, 1.0]], ['2, k, 12', [-0.227506, -0.43119, 1.0]], ['2, k, 13', [-0.269813, -0.729506, 1.0]], ['2, k, 14', [-0.27785, -1.07191, 1.0]], ['2, k, 15', [-0.269976, -1.12699, 1.0]], ['2, k, 16', [-0.111737, -0.422226, 1.0]], ['2, k, 17', [-0.0709399, -0.759404, 1.0]], ['2, k, 18', [-0.0497825, -1.0747, 1.0]], ['2, k, 19', [-0.0440079, -1.12823, 1.0]], ['2, k, 20', [-0.201262, 0.0946161, 1.0]], ['2, k, 21', [0.0436213, 0.0396636, 1.0]], ['2, k, 22', [0.0836769, 0.0448224, 1.0]], ['2, k, 23', [0.419299, 0.11042, 1.0]], ['2, k, 24', [0.338541, 0.0949456, 1.0]]]
[['2, k, 0', [-0.172465, -0.431882, 1.0]], ['2, k, 1', [-0.189444, -0.128468, 1.0]], ['2, k, 2', [-0.20371, 0.169646, 1.0]], ['2, k, 3', [-0.215286, 0.296791, 1.0]], ['2, k, 4', [-0.291789, 0.0885942, 1.0]], ['2, k, 5', [-0.185504, 0.0318482, 1.0]], ['2, k, 6', [-0.0128509, 0.0245716, 1.0]], ['2, k, 7', [0.0377599, 0.0288608, 1.0]], ['2, k, 8', [-0.0507839, 0.104017, 1.0]], ['2, k, 9', [0.141486, 0.102628, 1.0]], ['2, k, 10', [0.299403, 0.0592366, 1.0]], ['2, k, 11', [0.391874, 0.109586, 1.0]], ['2, k, 12', [-0.224941, -0.431978, 1.0]], ['2, k, 13', [-0.270775, -0.727831, 1.0]], ['2, k, 14', [-0.278171, -1.07184, 1.0]], ['2, k, 15', [-0.269948, -1.12707, 1.0]], ['2, k, 16', [-0.112945, -0.422438, 1.0]], ['2, k, 17', [-0.0715049, -0.759404, 1.0]], ['2, k, 18', [-0.0500469, -1.07613, 1.0]], ['2, k, 19', [-0.0438848, -1.12837, 1.0]], ['2, k, 20', [-0.200476, 0.0959224, 1.0]], ['2, k, 21', [0.0727762, 0.0423663, 1.0]], ['2, k, 22', [0.093809, 0.0317767, 1.0]], ['2, k, 23', [0.421786, 0.118853, 1.0]], ['2, k, 24', [0.34957, 0.101597, 1.0]]]
[['2, k, 0', [-0.172234, -0.432173, 1.0]], ['2, k, 1', [-0.188507, -0.128111, 1.0]], ['2, k, 2', [-0.2023, 0.170487, 1.0]], ['2, k, 3', [-0.21516, 0.297767, 1.0]], ['2, k, 4', [-0.290674, 0.0868469, 1.0]], ['2, k, 5', [-0.174217, 0.0325386, 1.0]], ['2, k, 6', [-0.000452642, 0.0233834, 1.0]], ['2, k, 7', [0.0684969, 0.0334555, 1.0]], ['2, k, 8', [-0.0507215, 0.104527, 1.0]], ['2, k, 9', [0.174562, 0.100277, 1.0]], ['2, k, 10', [0.38746, 0.11879, 1.0]], ['2, k, 11', [0.391551, 0.115665, 1.0]], ['2, k, 12', [-0.223139, -0.432359, 1.0]], ['2, k, 13', [-0.27096, -0.728331, 1.0]], ['2, k, 14', [-0.278363, -1.07242, 1.0]], ['2, k, 15', [-0.271005, -1.12785, 1.0]], ['2, k, 16', [-0.113779, -0.422258, 1.0]], ['2, k, 17', [-0.0728171, -0.75898, 1.0]], ['2, k, 18', [-0.0497989, -1.07507, 1.0]], ['2, k, 19', [-0.0441558, -1.12876, 1.0]], ['2, k, 20', [-0.199159, 0.0966952, 1.0]], ['2, k, 21', [0.116182, 0.0472521, 1.0]], ['2, k, 22', [0.0629613, 0.00493763, 1.0]], ['2, k, 23', [0.417404, 0.122026, 1.0]], ['2, k, 24', [0.385174, 0.135388, 1.0]]]
[['2, k, 0', [-0.172521, -0.437568, 1.0]], ['2, k, 1', [-0.187737, -0.129159, 1.0]], ['2, k, 2', [-0.200126, 0.1729, 1.0]], ['2, k, 3', [-0.214698, 0.298313, 1.0]], ['2, k, 4', [-0.289514, 0.0860071, 1.0]], ['2, k, 5', [-0.15746, 0.0325048, 1.0]], ['2, k, 6', [0.0183117, 0.0232875, 1.0]], ['2, k, 7', [0.0839281, 0.0322416, 1.0]], ['2, k, 8', [-0.0510364, 0.105498, 1.0]], ['2, k, 9', [0.0985231, 0.105226, 1.0]], ['2, k, 10', [0.309768, 0.0789954, 1.0]], ['2, k, 11', [0.386781, 0.11814, 1.0]], ['2, k, 12', [-0.223056, -0.436145, 1.0]], ['2, k, 13', [-0.270875, -0.727946, 1.0]], ['2, k, 14', [-0.27806, -1.07452, 1.0]], ['2, k, 15', [-0.272572, -1.12846, 1.0]], ['2, k, 16', [-0.115642, -0.429224, 1.0]], ['2, k, 17', [-0.0731446, -0.758632, 1.0]], ['2, k, 18', [-0.0500163, -1.07316, 1.0]], ['2, k, 19', [-0.0441748, -1.12877, 1.0]], ['2, k, 20', [-0.19743, 0.0980524, 1.0]], ['2, k, 21', [0.127455, 0.0479498, 1.0]], ['2, k, 22', [0.0643782, 0.01314, 1.0]], ['2, k, 23', [0.41521, 0.12708, 1.0]], ['2, k, 24', [0.38361, 0.145298, 1.0]]]
[['2, k, 0', [-0.172879, -0.439474, 1.0]], ['2, k, 1', [-0.1876, -0.128984, 1.0]], ['2, k, 2', [-0.199596, 0.176687, 1.0]], ['2, k, 3', [-0.213907, 0.298596, 1.0]], ['2, k, 4', [-0.288184, 0.0839534, 1.0]], ['2, k, 5', [-0.146095, 0.0317674, 1.0]], ['2, k, 6', [0.03605, 0.0176675, 1.0]], ['2, k, 7', [0.100571, 0.0318067, 1.0]], ['2, k, 8', [-0.0504513, 0.106592, 1.0]], ['2, k, 9', [0.0991546, 0.0995762, 1.0]], ['2, k, 10', [0.324393, 0.121245, 1.0]], ['2, k, 11', [0.370183, 0.114177, 1.0]], ['2, k, 12', [-0.223108, -0.436769, 1.0]], ['2, k, 13', [-0.270768, -0.728087, 1.0]], ['2, k, 14', [-0.278094, -1.07459, 1.0]], ['2, k, 15', [-0.272022, -1.12926, 1.0]], ['2, k, 16', [-0.116793, -0.431573, 1.0]], ['2, k, 17', [-0.0751692, -0.752385, 1.0]], ['2, k, 18', [-0.0507445, -1.0698, 1.0]], ['2, k, 19', [-0.0416874, -1.12061, 1.0]], ['2, k, 20', [-0.196956, 0.100937, 1.0]], ['2, k, 21', [0.149226, 0.0507234, 1.0]], ['2, k, 22', [0.126122, 0.0138296, 1.0]], ['2, k, 23', [0.39888, 0.113388, 1.0]], ['2, k, 24', [0.374672, 0.132593, 1.0]]]
[['2, k, 0', [-0.172682, -0.437397, 1.0]], ['2, k, 1', [-0.187511, -0.128142, 1.0]], ['2, k, 2', [-0.199625, 0.176694, 1.0]], ['2, k, 3', [-0.213237, 0.29868, 1.0]], ['2, k, 4', [-0.2867, 0.0823148, 1.0]], ['2, k, 5', [-0.128932, 0.0375021, 1.0]], ['2, k, 6', [0.0603195, 0.0254209, 1.0]], ['2, k, 7', [0.136577, 0.039322, 1.0]], ['2, k, 8', [-0.0528176, 0.110165, 1.0]], ['2, k, 9', [0.102745, 0.0973102, 1.0]], ['2, k, 10', [0.297447, 0.111758, 1.0]], ['2, k, 11', [0.379885, 0.127186, 1.0]], ['2, k, 12', [-0.219794, -0.433765, 1.0]], ['2, k, 13', [-0.270379, -0.727833, 1.0]], ['2, k, 14', [-0.277585, -1.07466, 1.0]], ['2, k, 15', [-0.27344, -1.13, 1.0]], ['2, k, 16', [-0.118696, -0.428031, 1.0]], ['2, k, 17', [-0.0755628, -0.75304, 1.0]], ['2, k, 18', [-0.0513391, -1.07203, 1.0]], ['2, k, 19', [-0.0419728, -1.12047, 1.0]], ['2, k, 20', [-0.196975, 0.101001, 1.0]], ['2, k, 21', [0.18117, 0.0547516, 1.0]], ['2, k, 22', [0.164497, 0.0246774, 1.0]], ['2, k, 23', [0.407143, 0.13256, 1.0]], ['2, k, 24', [0.360979, 0.151436, 1.0]]]
[['2, k, 0', [-0.17245, -0.438386, 1.0]], ['2, k, 1', [-0.186715, -0.126641, 1.0]], ['2, k, 2', [-0.198587, 0.181899, 1.0]], ['2, k, 3', [-0.211729, 0.299225, 1.0]], ['2, k, 4', [-0.284647, 0.0807005, 1.0]], ['2, k, 5', [-0.155906, 0.0121588, 1.0]], ['2, k, 6', [0.0342408, 0.0228846, 1.0]], ['2, k, 7', [0.15058, 0.0391563, 1.0]], ['2, k, 8', [-0.0549136, 0.111227, 1.0]], ['2, k, 9', [0.09865, 0.0965047, 1.0]], ['2, k, 10', [0.283391, 0.117878, 1.0]], ['2, k, 11', [0.37393, 0.135608, 1.0]], ['2, k, 12', [-0.219397, -0.434577, 1.0]], ['2, k, 13', [-0.270264, -0.728096, 1.0]], ['2, k, 14', [-0.278676, -1.07207, 1.0]], ['2, k, 15', [-0.273364, -1.13012, 1.0]], ['2, k, 16', [-0.119191, -0.429144, 1.0]], ['2, k, 17', [-0.0767674, -0.749487, 1.0]], ['2, k, 18', [-0.0515349, -1.07214, 1.0]], ['2, k, 19', [-0.0421122, -1.12038, 1.0]], ['2, k, 20', [-0.195923, 0.105468, 1.0]], ['2, k, 21', [0.197898, 0.0573499, 1.0]], ['2, k, 22', [0.173523, 0.0198741, 1.0]], ['2, k, 23', [0.403897, 0.135995, 1.0]], ['2, k, 24', [0.349037, 0.150061, 1.0]]]
[['2, k, 0', [-0.171948, -0.438919, 1.0]], ['2, k, 1', [-0.186598, -0.126702, 1.0]], ['2, k, 2', [-0.198577, 0.181561, 1.0]], ['2, k, 3', [-0.210149, 0.298982, 1.0]], ['2, k, 4', [-0.283209, 0.0814605, 1.0]], ['2, k, 5', [-0.106407, 0.0364002, 1.0]], ['2, k, 6', [0.0900456, 0.0291263, 1.0]], ['2, k, 7', [0.16723, 0.0408094, 1.0]], ['2, k, 8', [-0.0608663, 0.112991, 1.0]], ['2, k, 9', [0.090458, 0.096988, 1.0]], ['2, k, 10', [0.24691, 0.109502, 1.0]], ['2, k, 11', [0.343785, 0.141945, 1.0]], ['2, k, 12', [-0.218328, -0.435257, 1.0]], ['2, k, 13', [-0.267597, -0.7301, 1.0]], ['2, k, 14', [-0.279432, -1.07124, 1.0]], ['2, k, 15', [-0.273431, -1.13018, 1.0]], ['2, k, 16', [-0.119411, -0.429452, 1.0]], ['2, k, 17', [-0.0770282, -0.751666, 1.0]], ['2, k, 18', [-0.0515704, -1.07299, 1.0]], ['2, k, 19', [-0.0429889, -1.12584, 1.0]], ['2, k, 20', [-0.195873, 0.105314, 1.0]], ['2, k, 21', [0.217417, 0.0580764, 1.0]], ['2, k, 22', [0.20059, 0.0256148, 1.0]], ['2, k, 23', [0.373122, 0.138037, 1.0]], ['2, k, 24', [0.3463, 0.138034, 1.0]]]
[['2, k, 0', [-0.171046, -0.439258, 1.0]], ['2, k, 1', [-0.186234, -0.126682, 1.0]], ['2, k, 2', [-0.198573, 0.181522, 1.0]], ['2, k, 3', [-0.208655, 0.299405, 1.0]], ['2, k, 4', [-0.281409, 0.0816944, 1.0]], ['2, k, 5', [-0.0978657, 0.0330919, 1.0]], ['2, k, 6', [0.108638, 0.0344882, 1.0]], ['2, k, 7', [0.19341, 0.0461318, 1.0]], ['2, k, 8', [-0.0707969, 0.116167, 1.0]], ['2, k, 9', [0.0957913, 0.0958963, 1.0]], ['2, k, 10', [0.257686, 0.111072, 1.0]], ['2, k, 11', [0.349295, 0.144889, 1.0]], ['2, k, 12', [-0.215828, -0.436021, 1.0]], ['2, k, 13', [-0.267467, -0.727296, 1.0]], ['2, k, 14', [-0.279173, -1.07134, 1.0]], ['2, k, 15', [-0.271769, -1.12939, 1.0]], ['2, k, 16', [-0.119657, -0.429483, 1.0]], ['2, k, 17', [-0.0773876, -0.755153, 1.0]], ['2, k, 18', [-0.0508978, -1.07648, 1.0]], ['2, k, 19', [-0.042923, -1.12616, 1.0]], ['2, k, 20', [-0.195859, 0.105307, 1.0]], ['2, k, 21', [0.238317, 0.0639704, 1.0]], ['2, k, 22', [0.208138, 0.0242497, 1.0]], ['2, k, 23', [0.386178, 0.142485, 1.0]], ['2, k, 24', [0.363752, 0.127128, 1.0]]]
