[['2, k, 0', [-0.1752016, -0.1291343, 1.0]], ['2, k, 1', [-0.1764055, 0.1176139, 1.0]], ['2, k, 2', [-0.176819, 0.3583751, 1.0]], ['2, k, 3', [-0.1662857, 0.4849998, 1.0]], ['2, k, 4', [-0.3148325, 0.2510451, 1.0]], ['2, k, 5', [-0.3811466, 0.007616721, 1.0]], ['2, k, 6', [-0.3967097, -0.1864787, 1.0]], ['2, k, 7', [-0.4119357, -0.2356543, 1.0]], ['2, k, 8', [-0.02020514, 0.2507922, 1.0]], ['2, k, 9', [0.02904074, 0.0338561, 1.0]], ['2, k, 10', [-0.002983388, -0.1189438, 1.0]], ['2, k, 11', [-0.02100005, -0.1671518, 1.0]], ['2, k, 12', [-0.2417227, -0.1272779, 1.0]], ['2, k, 13', [-0.2677442, -0.2669664, 1.0]], ['2, k, 14', [-0.2531966, -0.6038011, 1.0]], ['2, k, 15', [-0.2480898, -0.6649625, 1.0]], ['2, k, 16', [-0.1050239, -0.1285148, 1.0]], ['2, k, 17', [0.02168087, -0.2515889, 1.0]], ['2, k, 18', [0.01379462, -0.6011773, 1.0]], ['2, k, 19', [0.02461736, -0.6633236, 1.0]], ['2, k, 20', [-0.1769352, 0.2989383, 1.0]], ['2, k, 21', [-0.4299414, -0.3104662, 1.0]], ['2, k, 22', [-0.3710585, -0.2283696, 1.0]], ['2, k, 23', [-0.03039853, -0.2230144, 1.0]], ['2, k, 24', [0.02085008, -0.1649035, 1.0]]]
[['2, k, 0', [-0.1798603, -0.1272888, 1.0]], ['2, k, 1', [-0.1801926, 0.11981, 1.0]], ['2, k, 2', [-0.1800998, 0.3615193, 1.0]], ['2, k, 3', [-0.16311, 0.4858675, 1.0]], ['2, k, 4', [-0.3025023, 0.2638356, 1.0]], ['2, k, 5', [-0.3841527, 0.2242633, 1.0]], ['2, k, 6', [-0.3934489, 0.2016487, 1.0]], ['2, k, 7', [-0.4070406, 0.196857, 1.0]], ['2, k, 8', [-0.02069432, 0.2518235, 1.0]], ['2, k, 9', [0.02665057, 0.03647652, 1.0]], ['2, k, 10', [0.003690811, -0.1192065, 1.0]], ['2, k, 11', [-0.02033151, -0.1539223, 1.0]], ['2, k, 12', [-0.2467188, -0.1230697, 1.0]], ['2, k, 13', [-0.2683213, -0.2667141, 1.0]], ['2, k, 14', [-0.25197, -0.6022621, 1.0]], ['2, k, 15', [-0.247516, -0.6643245, 1.0]], ['2, k, 16', [-0.1092464, -0.1286621, 1.0]], ['2, k, 17', [0.02165505, -0.2495804, 1.0]], ['2, k, 18', [0.01363008, -0.602147, 1.0]], ['2, k, 19', [0.02140382, -0.6637173, 1.0]], ['2, k, 20', [-0.1802662, 0.3018195, 1.0]], ['2, k, 21', [-0.4237616, 0.1912641, 1.0]], ['2, k, 22', [-0.3746857, 0.1895094, 1.0]], ['2, k, 23', [-0.03488862, -0.2067427, 1.0]], ['2, k, 24', [0.02064564, -0.1581692, 1.0]]]
[['2, k, 0', [-0.1804724, -0.1267258, 1.0]], ['2, k, 1', [-0.1811939, 0.120615, 1.0]], ['2, k, 2', [-0.1815939, 0.3626657, 1.0]], ['2, k, 3', [-0.1629699, 0.4866552, 1.0]], ['2, k, 4', [-0.3025181, 0.2639716, 1.0]], ['2, k, 5', [-0.3771808, 0.2655859, 1.0]], ['2, k, 6', [-0.3922144, 0.2184089, 1.0]], ['2, k, 7', [-0.4069907, 0.2599658, 1.0]], ['2, k, 8', [-0.02078742, 0.2518001, 1.0]], ['2, k, 9', [0.02640329, 0.03656575, 1.0]], ['2, k, 10', [0.003529572, -0.1196314, 1.0]], ['2, k, 11', [-0.01998125, -0.1539835, 1.0]], ['2, k, 12', [-0.2474419, -0.1223446, 1.0]], ['2, k, 13', [-0.2683111, -0.2668391, 1.0]], ['2, k, 14', [-0.2517583, -0.60299, 1.0]], ['2, k, 15', [-0.2449653, -0.665507, 1.0]], ['2, k, 16', [-0.1097247, -0.1282581, 1.0]], ['2, k, 17', [0.02165838, -0.2495607, 1.0]], ['2, k, 18', [0.01374747, -0.6018797, 1.0]], ['2, k, 19', [0.02078323, -0.6639605, 1.0]], ['2, k, 20', [-0.181619, 0.3028757, 1.0]], ['2, k, 21', [-0.4366642, 0.2436484, 1.0]], ['2, k, 22', [-0.3987727, 0.2774014, 1.0]], ['2, k, 23', [-0.03722285, -0.2084788, 1.0]], ['2, k, 24', [0.0191217, -0.1487128, 1.0]]]
[['2, k, 0', [-0.1809332, -0.126466, 1.0]], ['2, k, 1', [-0.1812532, 0.1206494, 1.0]], ['2, k, 2', [-0.181521, 0.3626371, 1.0]], ['2, k, 3', [-0.1632058, 0.4875561, 1.0]], ['2, k, 4', [-0.3026493, 0.264431, 1.0]], ['2, k, 5', [-0.3863689, 0.2928752, 1.0]], ['2, k, 6', [-0.386275, 0.2960902, 1.0]], ['2, k, 7', [-0.3910098, 0.3306559, 1.0]], ['2, k, 8', [-0.02134323, 0.2519403, 1.0]], ['2, k, 9', [0.02606614, 0.0374325, 1.0]], ['2, k, 10', [0.003449794, -0.1187264, 1.0]], ['2, k, 11', [-0.01979264, -0.1536983, 1.0]], ['2, k, 12', [-0.2477857, -0.1220726, 1.0]], ['2, k, 13', [-0.2683347, -0.2666414, 1.0]], ['2, k, 14', [-0.2514613, -0.6033375, 1.0]], ['2, k, 15', [-0.2454206, -0.6654058, 1.0]], ['2, k, 16', [-0.1102668, -0.1280356, 1.0]], ['2, k, 17', [0.02146462, -0.2493468, 1.0]], ['2, k, 18', [0.01389715, -0.6014331, 1.0]], ['2, k, 19', [0.02084774, -0.6623058, 1.0]], ['2, k, 20', [-0.1816003, 0.3028731, 1.0]], ['2, k, 21', [-0.4055578, 0.3476726, 1.0]], ['2, k, 22', [-0.3537632, 0.3260916, 1.0]], ['2, k, 23', [-0.03319897, -0.203912, 1.0]], ['2, k, 24', [0.01973285, -0.1556146, 1.0]]]
[['2, k, 0', [-0.1805194, -0.1257836, 1.0]], ['2, k, 1', [-0.1811104, 0.1208444, 1.0]], ['2, k, 2', [-0.1812718, 0.3627844, 1.0]], ['2, k, 3', [-0.1640935, 0.489324, 1.0]], ['2, k, 4', [-0.3023688, 0.265148, 1.0]], ['2, k, 5', [-0.3626154, 0.3666911, 1.0]], ['2, k, 6', [-0.3810201, 0.3487951, 1.0]], ['2, k, 7', [-0.3876422, 0.3433118, 1.0]], ['2, k, 8', [-0.02195654, 0.2517089, 1.0]], ['2, k, 9', [0.02576423, 0.03832502, 1.0]], ['2, k, 10', [0.002989858, -0.1181007, 1.0]], ['2, k, 11', [-0.01985927, -0.1533998, 1.0]], ['2, k, 12', [-0.2472713, -0.1213093, 1.0]], ['2, k, 13', [-0.2681868, -0.2660994, 1.0]], ['2, k, 14', [-0.2523285, -0.601961, 1.0]], ['2, k, 15', [-0.2473524, -0.6650486, 1.0]], ['2, k, 16', [-0.1099322, -0.1274746, 1.0]], ['2, k, 17', [0.02156228, -0.2494532, 1.0]], ['2, k, 18', [0.01395077, -0.6014084, 1.0]], ['2, k, 19', [0.02215126, -0.6627919, 1.0]], ['2, k, 20', [-0.1814162, 0.3030147, 1.0]], ['2, k, 21', [-0.4022017, 0.3602824, 1.0]], ['2, k, 22', [-0.3504228, 0.3386382, 1.0]], ['2, k, 23', [-0.03486555, -0.2060883, 1.0]], ['2, k, 24', [0.02037729, -0.1559821, 1.0]]]
[['2, k, 0', [-0.1817791, -0.1251554, 1.0]], ['2, k, 1', [-0.1811422, 0.1211733, 1.0]], ['2, k, 2', [-0.1801866, 0.3633538, 1.0]], ['2, k, 3', [-0.1646803, 0.4898298, 1.0]], ['2, k, 4', [-0.2983763, 0.2711528, 1.0]], ['2, k, 5', [-0.3648349, 0.3844563, 1.0]], ['2, k, 6', [-0.3601227, 0.4324076, 1.0]], ['2, k, 7', [-0.3616291, 0.4653682, 1.0]], ['2, k, 8', [-0.02276608, 0.2518372, 1.0]], ['2, k, 9', [0.02484537, 0.03922523, 1.0]], ['2, k, 10', [0.002358678, -0.1172076, 1.0]], ['2, k, 11', [-0.02041326, -0.1500011, 1.0]], ['2, k, 12', [-0.2487027, -0.1203304, 1.0]], ['2, k, 13', [-0.2681655, -0.2660753, 1.0]], ['2, k, 14', [-0.2522917, -0.602002, 1.0]], ['2, k, 15', [-0.2474302, -0.665553, 1.0]], ['2, k, 16', [-0.1110213, -0.127142, 1.0]], ['2, k, 17', [0.02161046, -0.2494874, 1.0]], ['2, k, 18', [0.01402364, -0.6002458, 1.0]], ['2, k, 19', [0.02260408, -0.662712, 1.0]], ['2, k, 20', [-0.1807554, 0.3034988, 1.0]], ['2, k, 21', [-0.347772, 0.500658, 1.0]], ['2, k, 22', [-0.3421566, 0.4683945, 1.0]], ['2, k, 23', [-0.03777936, -0.2031681, 1.0]], ['2, k, 24', [0.02024733, -0.1553148, 1.0]]]
[['2, k, 0', [-0.1827214, -0.1242152, 1.0]], ['2, k, 1', [-0.1812942, 0.1218814, 1.0]], ['2, k, 2', [-0.179667, 0.3639455, 1.0]], ['2, k, 3', [-0.1653369, 0.490904, 1.0]], ['2, k, 4', [-0.2964656, 0.2764357, 1.0]], ['2, k, 5', [-0.3524094, 0.4361282, 1.0]], ['2, k, 6', [-0.3599006, 0.4370913, 1.0]], ['2, k, 7', [-0.3628583, 0.4379802, 1.0]], ['2, k, 8', [-0.02423261, 0.2512219, 1.0]], ['2, k, 9', [0.02465462, 0.03906059, 1.0]], ['2, k, 10', [0.0001776263, -0.1196382, 1.0]], ['2, k, 11', [-0.01731522, -0.1354229, 1.0]], ['2, k, 12', [-0.2497574, -0.1189555, 1.0]], ['2, k, 13', [-0.2681131, -0.2661358, 1.0]], ['2, k, 14', [-0.2518515, -0.6025696, 1.0]], ['2, k, 15', [-0.2477529, -0.6658353, 1.0]], ['2, k, 16', [-0.111833, -0.1265759, 1.0]], ['2, k, 17', [0.02164062, -0.2497963, 1.0]], ['2, k, 18', [0.01390223, -0.6006715, 1.0]], ['2, k, 19', [0.02155353, -0.6622127, 1.0]], ['2, k, 20', [-0.1803958, 0.3041202, 1.0]], ['2, k, 21', [-0.3489608, 0.4733263, 1.0]], ['2, k, 22', [-0.3432894, 0.4411236, 1.0]], ['2, k, 23', [-0.04234924, -0.1857695, 1.0]], ['2, k, 24', [0.02525638, -0.142553, 1.0]]]
[['2, k, 0', [-0.184195, -0.1232112, 1.0]], ['2, k, 1', [-0.1830463, 0.1236872, 1.0]], ['2, k, 2', [-0.1817164, 0.3667413, 1.0]], ['2, k, 3', [-0.1653986, 0.4905791, 1.0]], ['2, k, 4', [-0.2963029, 0.2802859, 1.0]], ['2, k, 5', [-0.35488, 0.4815323, 1.0]], ['2, k, 6', [-0.3364269, 0.6605486, 1.0]], ['2, k, 7', [-0.3326785, 0.7024642, 1.0]], ['2, k, 8', [-0.02568699, 0.2507834, 1.0]], ['2, k, 9', [0.02446454, 0.03935186, 1.0]], ['2, k, 10', [0.000634095, -0.1196349, 1.0]], ['2, k, 11', [-0.01998661, -0.1408831, 1.0]], ['2, k, 12', [-0.2516285, -0.1172951, 1.0]], ['2, k, 13', [-0.2680865, -0.2661899, 1.0]], ['2, k, 14', [-0.2519812, -0.6025507, 1.0]], ['2, k, 15', [-0.247804, -0.6656776, 1.0]], ['2, k, 16', [-0.1129019, -0.1261183, 1.0]], ['2, k, 17', [0.02183332, -0.2503216, 1.0]], ['2, k, 18', [0.01392758, -0.6005789, 1.0]], ['2, k, 19', [0.02182989, -0.6621683, 1.0]], ['2, k, 20', [-0.1823225, 0.306667, 1.0]], ['2, k, 21', [-0.3257454, 0.7525489, 1.0]], ['2, k, 22', [-0.2873451, 0.6777725, 1.0]], ['2, k, 23', [-0.04304979, -0.192491, 1.0]], ['2, k, 24', [0.01787662, -0.1430588, 1.0]]]
[['2, k, 0', [-0.1849542, -0.1225419, 1.0]], ['2, k, 1', [-0.1833775, 0.1242775, 1.0]], ['2, k, 2', [-0.181708, 0.3670674, 1.0]], ['2, k, 3', [-0.1676929, 0.491236, 1.0]], ['2, k, 4', [-0.2987545, 0.2793204, 1.0]], ['2, k, 5', [-0.3506882, 0.4693097, 1.0]], ['2, k, 6', [-0.3279869, 0.6762379, 1.0]], ['2, k, 7', [-0.3276936, 0.7347201, 1.0]], ['2, k, 8', [-0.02608754, 0.2510771, 1.0]], ['2, k, 9', [0.0240262, 0.03941793, 1.0]], ['2, k, 10', [0.001174732, -0.1190279, 1.0]], ['2, k, 11', [-0.01898613, -0.1414291, 1.0]], ['2, k, 12', [-0.252424, -0.1166082, 1.0]], ['2, k, 13', [-0.2680635, -0.2661392, 1.0]], ['2, k, 14', [-0.2520826, -0.6024469, 1.0]], ['2, k, 15', [-0.2483694, -0.6653528, 1.0]], ['2, k, 16', [-0.1135551, -0.1255465, 1.0]], ['2, k, 17', [0.02176946, -0.2504994, 1.0]], ['2, k, 18', [0.01460754, -0.5985853, 1.0]], ['2, k, 19', [0.02199847, -0.6620363, 1.0]], ['2, k, 20', [-0.1823653, 0.3070404, 1.0]], ['2, k, 21', [-0.3348264, 0.7841011, 1.0]], ['2, k, 22', [-0.2876072, 0.7385491, 1.0]], ['2, k, 23', [-0.04304298, -0.1942275, 1.0]], ['2, k, 24', [0.01828036, -0.1433589, 1.0]]]
[['2, k, 0', [-0.1863627, -0.1214818, 1.0]], ['2, k, 1', [-0.1838919, 0.1251221, 1.0]], ['2, k, 2', [-0.181606, 0.3675595, 1.0]], ['2, k, 3', [-0.1677504, 0.4912794, 1.0]], ['2, k, 4', [-0.30041, 0.2798086, 1.0]], ['2, k, 5', [-0.3531474, 0.4600409, 1.0]], ['2, k, 6', [-0.325745, 0.6792791, 1.0]], ['2, k, 7', [-0.3217273, 0.770875, 1.0]], ['2, k, 8', [-0.02628004, 0.2517161, 1.0]], ['2, k, 9', [0.02445829, 0.03973728, 1.0]], ['2, k, 10', [0.001007169, -0.1190398, 1.0]], ['2, k, 11', [-0.01806755, -0.1408582, 1.0]], ['2, k, 12', [-0.2538728, -0.1154305, 1.0]], ['2, k, 13', [-0.2680092, -0.2658455, 1.0]], ['2, k, 14', [-0.2519105, -0.6019035, 1.0]], ['2, k, 15', [-0.2482934, -0.665372, 1.0]], ['2, k, 16', [-0.1148558, -0.1246724, 1.0]], ['2, k, 17', [0.02187725, -0.2506799, 1.0]], ['2, k, 18', [0.01463987, -0.5984172, 1.0]], ['2, k, 19', [0.02286202, -0.6627923, 1.0]], ['2, k, 20', [-0.1823712, 0.3076155, 1.0]], ['2, k, 21', [-0.3197144, 0.8254066, 1.0]], ['2, k, 22', [-0.2750699, 0.7529833, 1.0]], ['2, k, 23', [-0.04172727, -0.1953249, 1.0]], ['2, k, 24', [0.02190842, -0.1475602, 1.0]]]
[['2, k, 0', [-0.1869819, -0.1210527, 1.0]], ['2, k, 1', [-0.1843692, 0.1256751, 1.0]], ['2, k, 2', [-0.1818096, 0.367979, 1.0]], ['2, k, 3', [-0.1701205, 0.4907331, 1.0]], ['2, k, 4', [-0.3012301, 0.2788514, 1.0]], ['2, k, 5', [-0.3388592, 0.4889619, 1.0]], ['2, k, 6', [-0.3236853, 0.7246333, 1.0]], ['2, k, 7', [-0.3179452, 0.8067099, 1.0]], ['2, k, 8', [-0.0270663, 0.2521766, 1.0]], ['2, k, 9', [0.0245387, 0.04031098, 1.0]], ['2, k, 10', [0.0005288172, -0.1194476, 1.0]], ['2, k, 11', [-0.0211841, -0.1427046, 1.0]], ['2, k, 12', [-0.254602, -0.1149698, 1.0]], ['2, k, 13', [-0.2680083, -0.2658474, 1.0]], ['2, k, 14', [-0.2511679, -0.6017814, 1.0]], ['2, k, 15', [-0.2483645, -0.6657517, 1.0]], ['2, k, 16', [-0.1153445, -0.1243102, 1.0]], ['2, k, 17', [0.02202087, -0.2508799, 1.0]], ['2, k, 18', [0.01512234, -0.5978572, 1.0]], ['2, k, 19', [0.02316955, -0.6623803, 1.0]], ['2, k, 20', [-0.1826278, 0.3080797, 1.0]], ['2, k, 21', [-0.3114518, 0.8604864, 1.0]], ['2, k, 22', [-0.2737386, 0.7790564, 1.0]], ['2, k, 23', [-0.03911586, -0.1941305, 1.0]], ['2, k, 24', [0.01576952, -0.129173, 1.0]]]
[['2, k, 0', [-0.1875393, -0.1196313, 1.0]], ['2, k, 1', [-0.1856745, 0.1287178, 1.0]], ['2, k, 2', [-0.1837854, 0.3725935, 1.0]], ['2, k, 3', [-0.1745242, 0.4913839, 1.0]], ['2, k, 4', [-0.303108, 0.2795845, 1.0]], ['2, k, 5', [-0.3285075, 0.5410287, 1.0]], ['2, k, 6', [-0.3163745, 0.7824329, 1.0]], ['2, k, 7', [-0.3151617, 0.8439325, 1.0]], ['2, k, 8', [-0.02759831, 0.2530479, 1.0]], ['2, k, 9', [0.02473659, 0.04060677, 1.0]], ['2, k, 10', [7.650399e-05, -0.1198732, 1.0]], ['2, k, 11', [-0.02038404, -0.1403662, 1.0]], ['2, k, 12', [-0.2551887, -0.1137646, 1.0]], ['2, k, 13', [-0.267993, -0.2657363, 1.0]], ['2, k, 14', [-0.2512548, -0.6018528, 1.0]], ['2, k, 15', [-0.2483399, -0.6654778, 1.0]], ['2, k, 16', [-0.1158357, -0.1226806, 1.0]], ['2, k, 17', [0.02206973, -0.2508566, 1.0]], ['2, k, 18', [0.01468689, -0.5981801, 1.0]], ['2, k, 19', [0.02346318, -0.662055, 1.0]], ['2, k, 20', [-0.1844178, 0.3123219, 1.0]], ['2, k, 21', [-0.3103216, 0.8959766, 1.0]], ['2, k, 22', [-0.2965662, 0.874523, 1.0]], ['2, k, 23', [-0.04298747, -0.1913988, 1.0]], ['2, k, 24', [0.01908797, -0.140887, 1.0]]]
[['2, k, 0', [-0.1875672, -0.1190903, 1.0]], ['2, k, 1', [-0.1863667, 0.1301242, 1.0]], ['2, k, 2', [-0.1853098, 0.3748415, 1.0]], ['2, k, 3', [-0.1775977, 0.4898833, 1.0]], ['2, k, 4', [-0.3033288, 0.2782196, 1.0]], ['2, k, 5', [-0.3331428, 0.5421637, 1.0]], ['2, k, 6', [-0.3189603, 0.7754381, 1.0]], ['2, k, 7', [-0.3171683, 0.8518695, 1.0]], ['2, k, 8', [-0.02783984, 0.2535733, 1.0]], ['2, k, 9', [0.02627054, 0.04210615, 1.0]], ['2, k, 10', [4.432619e-05, -0.1190127, 1.0]], ['2, k, 11', [-0.02124003, -0.1413305, 1.0]], ['2, k, 12', [-0.2553215, -0.113327, 1.0]], ['2, k, 13', [-0.2680101, -0.2654084, 1.0]], ['2, k, 14', [-0.2514393, -0.6013206, 1.0]], ['2, k, 15', [-0.2487589, -0.6647746, 1.0]], ['2, k, 16', [-0.1157455, -0.1220685, 1.0]], ['2, k, 17', [0.02207432, -0.2508291, 1.0]], ['2, k, 18', [0.01501853, -0.6000404, 1.0]], ['2, k, 19', [0.02435603, -0.664081, 1.0]], ['2, k, 20', [-0.1857135, 0.3143834, 1.0]], ['2, k, 21', [-0.313087, 0.9073632, 1.0]], ['2, k, 22', [-0.2727391, 0.8327323, 1.0]], ['2, k, 23', [-0.04524103, -0.1915055, 1.0]], ['2, k, 24', [0.02011921, -0.1457946, 1.0]]]
[['2, k, 0', [-0.1878559, -0.1183184, 1.0]], ['2, k, 1', [-0.1865249, 0.1305872, 1.0]], ['2, k, 2', [-0.1852928, 0.3749523, 1.0]], ['2, k, 3', [-0.178582, 0.4891536, 1.0]], ['2, k, 4', [-0.3039179, 0.2784407, 1.0]], ['2, k, 5', [-0.3321229, 0.5433359, 1.0]], ['2, k, 6', [-0.3194878, 0.7837633, 1.0]], ['2, k, 7', [-0.3166117, 0.8600914, 1.0]], ['2, k, 8', [-0.02809955, 0.2540277, 1.0]], ['2, k, 9', [0.0262778, 0.04249748, 1.0]], ['2, k, 10', [0.004978854, -0.1164357, 1.0]], ['2, k, 11', [-0.01978924, -0.1564639, 1.0]], ['2, k, 12', [-0.2557036, -0.112399, 1.0]], ['2, k, 13', [-0.2680201, -0.2652435, 1.0]], ['2, k, 14', [-0.2510543, -0.601893, 1.0]], ['2, k, 15', [-0.2481025, -0.6655692, 1.0]], ['2, k, 16', [-0.1159372, -0.1214843, 1.0]], ['2, k, 17', [0.02206583, -0.2511229, 1.0]], ['2, k, 18', [0.01489585, -0.6002877, 1.0]], ['2, k, 19', [0.02179226, -0.6636484, 1.0]], ['2, k, 20', [-0.1857269, 0.3145697, 1.0]], ['2, k, 21', [-0.3138665, 0.9151997, 1.0]], ['2, k, 22', [-0.274193, 0.8548408, 1.0]], ['2, k, 23', [-0.03880208, -0.2148953, 1.0]], ['2, k, 24', [0.01762998, -0.1564572, 1.0]]]
[['2, k, 0', [-0.1874013, -0.1185347, 1.0]], ['2, k, 1', [-0.1868436, 0.1311043, 1.0]], ['2, k, 2', [-0.186667, 0.3765715, 1.0]], ['2, k, 3', [-0.1827752, 0.4902621, 1.0]], ['2, k, 4', [-0.3036412, 0.2769112, 1.0]], ['2, k, 5', [-0.3435932, 0.5223011, 1.0]], ['2, k, 6', [-0.3236256, 0.7780785, 1.0]], ['2, k, 7', [-0.3196239, 0.8590892, 1.0]], ['2, k, 8', [-0.02825622, 0.254375, 1.0]], ['2, k, 9', [0.02868372, 0.04719814, 1.0]], ['2, k, 10', [0.003592901, -0.1133088, 1.0]], ['2, k, 11', [-0.02083717, -0.1534214, 1.0]], ['2, k, 12', [-0.2553507, -0.1127551, 1.0]], ['2, k, 13', [-0.2679636, -0.2650749, 1.0]], ['2, k, 14', [-0.2508015, -0.6027128, 1.0]], ['2, k, 15', [-0.247899, -0.6659271, 1.0]], ['2, k, 16', [-0.115391, -0.1216011, 1.0]], ['2, k, 17', [0.02175237, -0.2515, 1.0]], ['2, k, 18', [0.01536761, -0.5996621, 1.0]], ['2, k, 19', [0.02136638, -0.6632296, 1.0]], ['2, k, 20', [-0.1867681, 0.3158555, 1.0]], ['2, k, 21', [-0.3150951, 0.9158691, 1.0]], ['2, k, 22', [-0.2692591, 0.8508555, 1.0]], ['2, k, 23', [-0.03763048, -0.2076738, 1.0]], ['2, k, 24', [0.01929564, -0.1506982, 1.0]]]
[['2, k, 0', [-0.1860857, -0.1187315, 1.0]], ['2, k, 1', [-0.1866678, 0.1312583, 1.0]], ['2, k, 2', [-0.1869207, 0.3768416, 1.0]], ['2, k, 3', [-0.1891985, 0.4910299, 1.0]], ['2, k, 4', [-0.3034885, 0.2751564, 1.0]], ['2, k, 5', [-0.3440928, 0.5225986, 1.0]], ['2, k, 6', [-0.3260266, 0.7898182, 1.0]], ['2, k, 7', [-0.3203983, 0.8501183, 1.0]], ['2, k, 8', [-0.02856444, 0.2549301, 1.0]], ['2, k, 9', [0.02885159, 0.04701668, 1.0]], ['2, k, 10', [0.002794012, -0.115017, 1.0]], ['2, k, 11', [-0.02134301, -0.1509929, 1.0]], ['2, k, 12', [-0.2540117, -0.1133461, 1.0]], ['2, k, 13', [-0.2677719, -0.264555, 1.0]], ['2, k, 14', [-0.2505792, -0.6033089, 1.0]], ['2, k, 15', [-0.2477604, -0.665966, 1.0]], ['2, k, 16', [-0.1140518, -0.1214574, 1.0]], ['2, k, 17', [0.02176507, -0.2515582, 1.0]], ['2, k, 18', [0.01290443, -0.6030502, 1.0]], ['2, k, 19', [0.01991588, -0.6646175, 1.0]], ['2, k, 20', [-0.1869159, 0.3160937, 1.0]], ['2, k, 21', [-0.317626, 0.9124765, 1.0]], ['2, k, 22', [-0.2677245, 0.8477226, 1.0]], ['2, k, 23', [-0.04309499, -0.2063061, 1.0]], ['2, k, 24', [0.01868898, -0.1441777, 1.0]]]
[['2, k, 0', [-0.1849787, -0.1182618, 1.0]], ['2, k, 1', [-0.1862259, 0.1319204, 1.0]], ['2, k, 2', [-0.1868667, 0.3775646, 1.0]], ['2, k, 3', [-0.1882056, 0.4920816, 1.0]], ['2, k, 4', [-0.3034223, 0.2747208, 1.0]], ['2, k, 5', [-0.3450678, 0.5239518, 1.0]], ['2, k, 6', [-0.3264571, 0.791155, 1.0]], ['2, k, 7', [-0.3197087, 0.8521333, 1.0]], ['2, k, 8', [-0.02846164, 0.2552039, 1.0]], ['2, k, 9', [0.02935526, 0.04627569, 1.0]], ['2, k, 10', [0.002334575, -0.1162283, 1.0]], ['2, k, 11', [-0.02178835, -0.1489213, 1.0]], ['2, k, 12', [-0.2531795, -0.1130515, 1.0]], ['2, k, 13', [-0.2677858, -0.2642423, 1.0]], ['2, k, 14', [-0.2505441, -0.6034293, 1.0]], ['2, k, 15', [-0.2479397, -0.6658992, 1.0]], ['2, k, 16', [-0.1126709, -0.1208012, 1.0]], ['2, k, 17', [0.0217972, -0.2516497, 1.0]], ['2, k, 18', [0.01275359, -0.6035821, 1.0]], ['2, k, 19', [0.01889992, -0.6654382, 1.0]], ['2, k, 20', [-0.1867839, 0.3168096, 1.0]], ['2, k, 21', [-0.3191982, 0.9159855, 1.0]], ['2, k, 22', [-0.2708287, 0.8462014, 1.0]], ['2, k, 23', [-0.04199184, -0.2065443, 1.0]], ['2, k, 24', [0.01888203, -0.1489521, 1.0]]]
[['2, k, 0', [-0.1834713, -0.1179674, 1.0]], ['2, k, 1', [-0.1858913, 0.1320007, 1.0]], ['2, k, 2', [-0.1868733, 0.3775198, 1.0]], ['2, k, 3', [-0.1885209, 0.4925179, 1.0]], ['2, k, 4', [-0.3044606, 0.2762211, 1.0]], ['2, k, 5', [-0.3461128, 0.5245534, 1.0]], ['2, k, 6', [-0.3272764, 0.7920983, 1.0]], ['2, k, 7', [-0.3216411, 0.856772, 1.0]], ['2, k, 8', [-0.02857911, 0.2554564, 1.0]], ['2, k, 9', [0.02999252, 0.04540772, 1.0]], ['2, k, 10', [0.002122308, -0.1169783, 1.0]], ['2, k, 11', [-0.0204042, -0.1517337, 1.0]], ['2, k, 12', [-0.251355, -0.1129966, 1.0]], ['2, k, 13', [-0.2677574, -0.2642078, 1.0]], ['2, k, 14', [-0.2500313, -0.6043581, 1.0]], ['2, k, 15', [-0.2480663, -0.6654912, 1.0]], ['2, k, 16', [-0.1114584, -0.1203246, 1.0]], ['2, k, 17', [0.0219312, -0.2518054, 1.0]], ['2, k, 18', [0.01288756, -0.6031674, 1.0]], ['2, k, 19', [0.02066423, -0.6642867, 1.0]], ['2, k, 20', [-0.1867404, 0.3168034, 1.0]], ['2, k, 21', [-0.3183087, 0.9203714, 1.0]], ['2, k, 22', [-0.273788, 0.841571, 1.0]], ['2, k, 23', [-0.04348718, -0.2070243, 1.0]], ['2, k, 24', [0.0199527, -0.1502034, 1.0]]]
