[['2, k, 0', [-0.312334, -0.153383, 1.0]], ['2, k, 1', [-0.326915, -0.0780408, 1.0]], ['2, k, 2', [-0.340142, -0.00387936, 1.0]], ['2, k, 3', [-0.353434, 0.121635, 1.0]], ['2, k, 4', [-0.474495, -0.0522155, 1.0]], ['2, k, 5', [-0.492131, -0.111618, 1.0]], ['2, k, 6', [-0.606329, -0.117387, 1.0]], ['2, k, 7', [-0.599503, -0.131786, 1.0]], ['2, k, 8', [-0.212207, -0.0821186, 1.0]], ['2, k, 9', [-0.0774221, -0.168663, 1.0]], ['2, k, 10', [-0.29508, -0.165869, 1.0]], ['2, k, 11', [-0.380835, -0.197172, 1.0]], ['2, k, 12', [-0.368751, -0.145005, 1.0]], ['2, k, 13', [-0.558688, -0.042976, 1.0]], ['2, k, 14', [-0.518251, -0.188344, 1.0]], ['2, k, 15', [-0.402492, -0.194822, 1.0]], ['2, k, 16', [-0.249444, -0.158575, 1.0]], ['2, k, 17', [0.0015856, -0.186004, 1.0]], ['2, k, 18', [-0.41988, -0.159713, 1.0]], ['2, k, 19', [-0.312915, -0.173037, 1.0]], ['2, k, 20', [-0.337083, -0.0222783, 1.0]], ['2, k, 21', [-0.597517, -0.13135, 1.0]], ['2, k, 22', [-0.594927, -0.13078, 1.0]], ['2, k, 23', [-0.396293, -0.194321, 1.0]], ['2, k, 24', [-0.394078, -0.197049, 1.0]]]
[['2, k, 0', [-0.302542, -0.623695, 1.0]], ['2, k, 1', [-0.356173, -0.319625, 1.0]], ['2, k, 2', [-0.407529, -0.0302788, 1.0]], ['2, k, 3', [-0.489687, 0.0484345, 1.0]], ['2, k, 4', [-0.575907, -0.208824, 1.0]], ['2, k, 5', [-0.762373, -0.283486, 1.0]], ['2, k, 6', [-1.02849, -0.225661, 1.0]], ['2, k, 7', [-1.06691, -0.209327, 1.0]], ['2, k, 8', [-0.346093, -0.00623023, 1.0]], ['2, k, 9', [-0.190808, -0.234427, 1.0]], ['2, k, 10', [-0.375921, -0.0286696, 1.0]], ['2, k, 11', [-0.45033, 0.00127724, 1.0]], ['2, k, 12', [-0.355642, -0.665077, 1.0]], ['2, k, 13', [-0.4146, -1.13291, 1.0]], ['2, k, 14', [-0.512998, -1.52207, 1.0]], ['2, k, 15', [-0.456647, -1.58369, 1.0]], ['2, k, 16', [-0.241661, -0.567448, 1.0]], ['2, k, 17', [-0.0798493, -0.907555, 1.0]], ['2, k, 18', [-0.0874929, -1.19898, 1.0]], ['2, k, 19', [-0.157912, -1.25739, 1.0]], ['2, k, 20', [-0.394856, -0.101191, 1.0]], ['2, k, 21', [-1.12013, -0.201148, 1.0]], ['2, k, 22', [-1.07841, -0.246915, 1.0]], ['2, k, 23', [-0.488358, 0.0461017, 1.0]], ['2, k, 24', [-0.431928, 0.0617177, 1.0]]]
[['2, k, 0', [-0.302411, -0.618288, 1.0]], ['2, k, 1', [-0.359375, -0.319969, 1.0]], ['2, k, 2', [-0.419852, -0.0352679, 1.0]], ['2, k, 3', [-0.497464, 0.0457647, 1.0]], ['2, k, 4', [-0.575894, -0.208808, 1.0]], ['2, k, 5', [-0.759174, -0.289764, 1.0]], ['2, k, 6', [-1.02703, -0.247136, 1.0]], ['2, k, 7', [-1.0676, -0.22613, 1.0]], ['2, k, 8', [-0.357883, -0.0110806, 1.0]], ['2, k, 9', [-0.196653, -0.234112, 1.0]], ['2, k, 10', [-0.390711, -0.0381085, 1.0]], ['2, k, 11', [-0.770327, 0.305634, 1.0]], ['2, k, 12', [-0.354392, -0.648012, 1.0]], ['2, k, 13', [-0.414398, -1.13445, 1.0]], ['2, k, 14', [-0.512926, -1.5214, 1.0]], ['2, k, 15', [-0.457272, -1.58576, 1.0]], ['2, k, 16', [-0.24196, -0.566722, 1.0]], ['2, k, 17', [-0.0864299, -0.973173, 1.0]], ['2, k, 18', [-0.0867776, -1.26016, 1.0]], ['2, k, 19', [-0.157503, -1.32076, 1.0]], ['2, k, 20', [-0.404667, -0.105056, 1.0]], ['2, k, 21', [-1.1171, -0.215123, 1.0]], ['2, k, 22', [-1.08471, -0.259516, 1.0]], ['2, k, 23', [-0.816232, 0.348416, 1.0]], ['2, k, 24', [-0.75776, 0.352778, 1.0]]]
[['2, k, 0', [-0.305013, -0.616908, 1.0]], ['2, k, 1', [-0.36392, -0.320847, 1.0]], ['2, k, 2', [-0.424294, -0.0360213, 1.0]], ['2, k, 3', [-0.504069, 0.0448224, 1.0]], ['2, k, 4', [-0.589149, -0.224123, 1.0]], ['2, k, 5', [-0.772718, -0.298942, 1.0]], ['2, k, 6', [-1.03175, -0.258971, 1.0]], ['2, k, 7', [-1.07324, -0.239726, 1.0]], ['2, k, 8', [-0.36098, -0.0122266, 1.0]], ['2, k, 9', [-0.29319, -0.191169, 1.0]], ['2, k, 10', [-0.479211, 0.0112961, 1.0]], ['2, k, 11', [-0.782692, 0.295931, 1.0]], ['2, k, 12', [-0.358294, -0.646016, 1.0]], ['2, k, 13', [-0.414757, -1.13552, 1.0]], ['2, k, 14', [-0.515531, -1.52039, 1.0]], ['2, k, 15', [-0.45862, -1.58327, 1.0]], ['2, k, 16', [-0.243666, -0.567133, 1.0]], ['2, k, 17', [-0.0864361, -0.973404, 1.0]], ['2, k, 18', [-0.0856785, -1.25624, 1.0]], ['2, k, 19', [-0.151109, -1.31895, 1.0]], ['2, k, 20', [-0.409473, -0.106109, 1.0]], ['2, k, 21', [-1.11758, -0.235323, 1.0]], ['2, k, 22', [-1.05953, -0.279382, 1.0]], ['2, k, 23', [-0.817596, 0.339123, 1.0]], ['2, k, 24', [-0.773303, 0.348076, 1.0]]]
[['2, k, 0', [-0.305517, -0.617521, 1.0]], ['2, k, 1', [-0.366887, -0.322886, 1.0]], ['2, k, 2', [-0.427996, -0.0371978, 1.0]], ['2, k, 3', [-0.518438, 0.0458295, 1.0]], ['2, k, 4', [-0.594386, -0.225569, 1.0]], ['2, k, 5', [-0.779414, -0.308156, 1.0]], ['2, k, 6', [-0.982161, -0.316164, 1.0]], ['2, k, 7', [-1.0551, -0.276505, 1.0]], ['2, k, 8', [-0.324558, -0.0522749, 1.0]], ['2, k, 9', [-0.277807, -0.235665, 1.0]], ['2, k, 10', [-0.462496, -0.0245611, 1.0]], ['2, k, 11', [-0.53603, 0.0143149, 1.0]], ['2, k, 12', [-0.359686, -0.647076, 1.0]], ['2, k, 13', [-0.415322, -1.1388, 1.0]], ['2, k, 14', [-0.514821, -1.52064, 1.0]], ['2, k, 15', [-0.457682, -1.5878, 1.0]], ['2, k, 16', [-0.243807, -0.569559, 1.0]], ['2, k, 17', [-0.0864965, -0.973821, 1.0]], ['2, k, 18', [-0.0869085, -1.25422, 1.0]], ['2, k, 19', [-0.146452, -1.31988, 1.0]], ['2, k, 20', [-0.413115, -0.107669, 1.0]], ['2, k, 21', [-1.1086, -0.265432, 1.0]], ['2, k, 22', [-1.07973, -0.29716, 1.0]], ['2, k, 23', [-0.57175, 0.058497, 1.0]], ['2, k, 24', [-0.528469, 0.0686921, 1.0]]]
[['2, k, 0', [-0.31228, -0.625898, 1.0]], ['2, k, 1', [-0.373619, -0.328142, 1.0]], ['2, k, 2', [-0.432765, -0.038339, 1.0]], ['2, k, 3', [-0.525548, 0.0472225, 1.0]], ['2, k, 4', [-0.598831, -0.227777, 1.0]], ['2, k, 5', [-0.782404, -0.317968, 1.0]], ['2, k, 6', [-0.986677, -0.313752, 1.0]], ['2, k, 7', [-1.07523, -0.279655, 1.0]], ['2, k, 8', [-0.296639, -0.0988072, 1.0]], ['2, k, 9', [-0.131662, -0.325086, 1.0]], ['2, k, 10', [-0.331348, -0.123702, 1.0]], ['2, k, 11', [-0.384337, -0.106751, 1.0]], ['2, k, 12', [-0.369482, -0.654678, 1.0]], ['2, k, 13', [-0.415423, -1.13876, 1.0]], ['2, k, 14', [-0.516114, -1.51701, 1.0]], ['2, k, 15', [-0.452717, -1.58719, 1.0]], ['2, k, 16', [-0.248622, -0.581903, 1.0]], ['2, k, 17', [-0.0865126, -0.973865, 1.0]], ['2, k, 18', [-0.0865947, -1.25168, 1.0]], ['2, k, 19', [-0.140939, -1.32096, 1.0]], ['2, k, 20', [-0.418345, -0.109758, 1.0]], ['2, k, 21', [-1.12911, -0.271047, 1.0]], ['2, k, 22', [-1.10501, -0.306068, 1.0]], ['2, k, 23', [-0.412909, -0.0807014, 1.0]], ['2, k, 24', [-0.35384, -0.0593703, 1.0]]]
[['2, k, 0', [-0.319055, -0.632809, 1.0]], ['2, k, 1', [-0.390532, -0.335542, 1.0]], ['2, k, 2', [-0.467553, -0.0443963, 1.0]], ['2, k, 3', [-0.531556, 0.0465415, 1.0]], ['2, k, 4', [-0.609021, -0.232451, 1.0]], ['2, k, 5', [-0.790496, -0.330919, 1.0]], ['2, k, 6', [-0.995613, -0.317021, 1.0]], ['2, k, 7', [-1.07943, -0.289979, 1.0]], ['2, k, 8', [-0.29689, -0.0989328, 1.0]], ['2, k, 9', [-0.131677, -0.327013, 1.0]], ['2, k, 10', [-0.334461, -0.126198, 1.0]], ['2, k, 11', [-0.389189, -0.106421, 1.0]], ['2, k, 12', [-0.378776, -0.661225, 1.0]], ['2, k, 13', [-0.415649, -1.13909, 1.0]], ['2, k, 14', [-0.515048, -1.51515, 1.0]], ['2, k, 15', [-0.452826, -1.58763, 1.0]], ['2, k, 16', [-0.252681, -0.588802, 1.0]], ['2, k, 17', [-0.0866536, -0.97423, 1.0]], ['2, k, 18', [-0.0876813, -1.25024, 1.0]], ['2, k, 19', [-0.139813, -1.3194, 1.0]], ['2, k, 20', [-0.448066, -0.11668, 1.0]], ['2, k, 21', [-1.13542, -0.276926, 1.0]], ['2, k, 22', [-1.10407, -0.316657, 1.0]], ['2, k, 23', [-0.414348, -0.0768394, 1.0]], ['2, k, 24', [-0.364309, -0.0502149, 1.0]]]
[['2, k, 0', [-0.320682, -0.636625, 1.0]], ['2, k, 1', [-0.393837, -0.338645, 1.0]], ['2, k, 2', [-0.469222, -0.045894, 1.0]], ['2, k, 3', [-0.53892, 0.0458061, 1.0]], ['2, k, 4', [-0.611238, -0.236814, 1.0]], ['2, k, 5', [-0.793998, -0.33556, 1.0]], ['2, k, 6', [-1.00099, -0.324281, 1.0]], ['2, k, 7', [-1.08264, -0.298523, 1.0]], ['2, k, 8', [-0.297623, -0.0994325, 1.0]], ['2, k, 9', [-0.131119, -0.328566, 1.0]], ['2, k, 10', [-0.338899, -0.130489, 1.0]], ['2, k, 11', [-0.392372, -0.100685, 1.0]], ['2, k, 12', [-0.381724, -0.664426, 1.0]], ['2, k, 13', [-0.415819, -1.13901, 1.0]], ['2, k, 14', [-0.514199, -1.51281, 1.0]], ['2, k, 15', [-0.453189, -1.58805, 1.0]], ['2, k, 16', [-0.252735, -0.593542, 1.0]], ['2, k, 17', [-0.08713, -0.976131, 1.0]], ['2, k, 18', [-0.0866695, -1.25021, 1.0]], ['2, k, 19', [-0.137775, -1.32101, 1.0]], ['2, k, 20', [-0.450387, -0.118584, 1.0]], ['2, k, 21', [-1.13859, -0.28657, 1.0]], ['2, k, 22', [-1.11087, -0.326288, 1.0]], ['2, k, 23', [-0.42128, -0.0769748, 1.0]], ['2, k, 24', [-0.363866, -0.0459971, 1.0]]]
[['2, k, 0', [-0.323329, -0.640044, 1.0]], ['2, k, 1', [-0.397927, -0.34255, 1.0]], ['2, k, 2', [-0.47248, -0.0497721, 1.0]], ['2, k, 3', [-0.54501, 0.0436582, 1.0]], ['2, k, 4', [-0.617325, -0.240179, 1.0]], ['2, k, 5', [-0.797821, -0.345385, 1.0]], ['2, k, 6', [-1.00558, -0.329522, 1.0]], ['2, k, 7', [-1.0861, -0.307855, 1.0]], ['2, k, 8', [-0.29906, -0.100405, 1.0]], ['2, k, 9', [-0.130739, -0.329796, 1.0]], ['2, k, 10', [-0.340592, -0.132026, 1.0]], ['2, k, 11', [-0.824397, 0.253458, 1.0]], ['2, k, 12', [-0.385766, -0.668482, 1.0]], ['2, k, 13', [-0.416503, -1.13961, 1.0]], ['2, k, 14', [-0.513233, -1.51175, 1.0]], ['2, k, 15', [-0.461542, -1.58783, 1.0]], ['2, k, 16', [-0.253877, -0.596089, 1.0]], ['2, k, 17', [-0.087427, -0.97685, 1.0]], ['2, k, 18', [-0.0876797, -1.24999, 1.0]], ['2, k, 19', [-0.138165, -1.32076, 1.0]], ['2, k, 20', [-0.454077, -0.122486, 1.0]], ['2, k, 21', [-1.13824, -0.295204, 1.0]], ['2, k, 22', [-1.11134, -0.338997, 1.0]], ['2, k, 23', [-0.876146, 0.297444, 1.0]], ['2, k, 24', [-0.81514, 0.311815, 1.0]]]
[['2, k, 0', [-0.324601, -0.641575, 1.0]], ['2, k, 1', [-0.397935, -0.342707, 1.0]], ['2, k, 2', [-0.470309, -0.049366, 1.0]], ['2, k, 3', [-0.551451, 0.04098, 1.0]], ['2, k, 4', [-0.616921, -0.24031, 1.0]], ['2, k, 5', [-0.796256, -0.350208, 1.0]], ['2, k, 6', [-1.00565, -0.339422, 1.0]], ['2, k, 7', [-1.09081, -0.314309, 1.0]], ['2, k, 8', [-0.299265, -0.100459, 1.0]], ['2, k, 9', [-0.290063, -0.278687, 1.0]], ['2, k, 10', [-0.479978, -0.0612963, 1.0]], ['2, k, 11', [-0.545112, -0.00827104, 1.0]], ['2, k, 12', [-0.38759, -0.670888, 1.0]], ['2, k, 13', [-0.417177, -1.14054, 1.0]], ['2, k, 14', [-0.512932, -1.51081, 1.0]], ['2, k, 15', [-0.458966, -1.58621, 1.0]], ['2, k, 16', [-0.254463, -0.596808, 1.0]], ['2, k, 17', [-0.0877773, -0.978841, 1.0]], ['2, k, 18', [-0.0864976, -1.24973, 1.0]], ['2, k, 19', [-0.137174, -1.32291, 1.0]], ['2, k, 20', [-0.452945, -0.122345, 1.0]], ['2, k, 21', [-1.14323, -0.306371, 1.0]], ['2, k, 22', [-1.113, -0.351412, 1.0]], ['2, k, 23', [-0.548791, 0.0213017, 1.0]], ['2, k, 24', [-0.560981, -0.0456285, 1.0]]]
[['2, k, 0', [-0.32525, -0.643352, 1.0]], ['2, k, 1', [-0.398107, -0.343641, 1.0]], ['2, k, 2', [-0.469891, -0.0498186, 1.0]], ['2, k, 3', [-0.555618, 0.039076, 1.0]], ['2, k, 4', [-0.623182, -0.244097, 1.0]], ['2, k, 5', [-0.801377, -0.357154, 1.0]], ['2, k, 6', [-1.01192, -0.348007, 1.0]], ['2, k, 7', [-1.09428, -0.326106, 1.0]], ['2, k, 8', [-0.29978, -0.100858, 1.0]], ['2, k, 9', [-0.131317, -0.333067, 1.0]], ['2, k, 10', [-0.347177, -0.138312, 1.0]], ['2, k, 11', [-0.833738, 0.242211, 1.0]], ['2, k, 12', [-0.389163, -0.673869, 1.0]], ['2, k, 13', [-0.417456, -1.14029, 1.0]], ['2, k, 14', [-0.512959, -1.509, 1.0]], ['2, k, 15', [-0.454778, -1.58729, 1.0]], ['2, k, 16', [-0.254191, -0.597547, 1.0]], ['2, k, 17', [-0.0882234, -0.981299, 1.0]], ['2, k, 18', [-0.0867707, -1.25131, 1.0]], ['2, k, 19', [-0.136257, -1.3247, 1.0]], ['2, k, 20', [-0.452627, -0.122836, 1.0]], ['2, k, 21', [-1.14129, -0.324155, 1.0]], ['2, k, 22', [-1.10002, -0.365157, 1.0]], ['2, k, 23', [-0.882078, 0.284289, 1.0]], ['2, k, 24', [-0.88085, 0.197825, 1.0]]]
[['2, k, 0', [-0.325315, -0.643983, 1.0]], ['2, k, 1', [-0.39925, -0.344737, 1.0]], ['2, k, 2', [-0.472299, -0.0515145, 1.0]], ['2, k, 3', [-0.559239, 0.0380391, 1.0]], ['2, k, 4', [-0.622146, -0.244055, 1.0]], ['2, k, 5', [-0.799877, -0.359592, 1.0]], ['2, k, 6', [-1.01144, -0.358347, 1.0]], ['2, k, 7', [-1.09238, -0.33435, 1.0]], ['2, k, 8', [-0.300524, -0.101077, 1.0]], ['2, k, 9', [-0.303336, -0.278416, 1.0]], ['2, k, 10', [-0.496383, -0.0611995, 1.0]], ['2, k, 11', [-0.560594, -0.00566571, 1.0]], ['2, k, 12', [-0.389414, -0.675029, 1.0]], ['2, k, 13', [-0.41802, -1.1407, 1.0]], ['2, k, 14', [-0.51056, -1.5085, 1.0]], ['2, k, 15', [-0.456656, -1.58825, 1.0]], ['2, k, 16', [-0.254065, -0.597738, 1.0]], ['2, k, 17', [-0.0882323, -0.981292, 1.0]], ['2, k, 18', [-0.0867154, -1.25006, 1.0]], ['2, k, 19', [-0.136429, -1.32406, 1.0]], ['2, k, 20', [-0.454592, -0.124285, 1.0]], ['2, k, 21', [-1.13467, -0.332482, 1.0]], ['2, k, 22', [-1.11455, -0.373392, 1.0]], ['2, k, 23', [-0.570191, 0.0222868, 1.0]], ['2, k, 24', [-0.532483, -0.0309292, 1.0]]]
[['2, k, 0', [-0.327294, -0.645833, 1.0]], ['2, k, 1', [-0.401222, -0.345993, 1.0]], ['2, k, 2', [-0.473798, -0.0522455, 1.0]], ['2, k, 3', [-0.563477, 0.0367123, 1.0]], ['2, k, 4', [-0.630599, -0.249852, 1.0]], ['2, k, 5', [-0.806709, -0.368818, 1.0]], ['2, k, 6', [-1.0187, -0.364852, 1.0]], ['2, k, 7', [-1.09532, -0.341302, 1.0]], ['2, k, 8', [-0.30109, -0.101381, 1.0]], ['2, k, 9', [-0.132455, -0.335107, 1.0]], ['2, k, 10', [-0.350331, -0.140094, 1.0]], ['2, k, 11', [-0.842451, 0.230078, 1.0]], ['2, k, 12', [-0.39205, -0.677639, 1.0]], ['2, k, 13', [-0.419107, -1.14317, 1.0]], ['2, k, 14', [-0.510644, -1.50991, 1.0]], ['2, k, 15', [-0.458304, -1.58954, 1.0]], ['2, k, 16', [-0.255138, -0.598683, 1.0]], ['2, k, 17', [-0.0882997, -0.981888, 1.0]], ['2, k, 18', [-0.088337, -1.24956, 1.0]], ['2, k, 19', [-0.136764, -1.32415, 1.0]], ['2, k, 20', [-0.45614, -0.125082, 1.0]], ['2, k, 21', [-1.13871, -0.344724, 1.0]], ['2, k, 22', [-1.10944, -0.387649, 1.0]], ['2, k, 23', [-0.886701, 0.276335, 1.0]], ['2, k, 24', [-0.892223, 0.183708, 1.0]]]
[['2, k, 0', [-0.330267, -0.648655, 1.0]], ['2, k, 1', [-0.404103, -0.348371, 1.0]], ['2, k, 2', [-0.475709, -0.0537327, 1.0]], ['2, k, 3', [-0.567864, 0.0355126, 1.0]], ['2, k, 4', [-0.633485, -0.252839, 1.0]], ['2, k, 5', [-0.808581, -0.374199, 1.0]], ['2, k, 6', [-1.02117, -0.372183, 1.0]], ['2, k, 7', [-1.0951, -0.349246, 1.0]], ['2, k, 8', [-0.30183, -0.10164, 1.0]], ['2, k, 9', [-0.307017, -0.27846, 1.0]], ['2, k, 10', [-0.502153, -0.0611929, 1.0]], ['2, k, 11', [-0.564557, -0.00745734, 1.0]], ['2, k, 12', [-0.393962, -0.67957, 1.0]], ['2, k, 13', [-0.419123, -1.14327, 1.0]], ['2, k, 14', [-0.510307, -1.50888, 1.0]], ['2, k, 15', [-0.456541, -1.58897, 1.0]], ['2, k, 16', [-0.258895, -0.602121, 1.0]], ['2, k, 17', [-0.0885068, -0.983157, 1.0]], ['2, k, 18', [-0.0878519, -1.24996, 1.0]], ['2, k, 19', [-0.135629, -1.32522, 1.0]], ['2, k, 20', [-0.458293, -0.126765, 1.0]], ['2, k, 21', [-1.13579, -0.351573, 1.0]], ['2, k, 22', [-1.09599, -0.392219, 1.0]], ['2, k, 23', [-0.577449, 0.0231597, 1.0]], ['2, k, 24', [-0.53931, -0.0394249, 1.0]]]
[['2, k, 0', [-0.330762, -0.648945, 1.0]], ['2, k, 1', [-0.40525, -0.349101, 1.0]], ['2, k, 2', [-0.477865, -0.0552164, 1.0]], ['2, k, 3', [-0.570132, 0.0349957, 1.0]], ['2, k, 4', [-0.636602, -0.256632, 1.0]], ['2, k, 5', [-0.81032, -0.380595, 1.0]], ['2, k, 6', [-1.02339, -0.379557, 1.0]], ['2, k, 7', [-1.09519, -0.3576, 1.0]], ['2, k, 8', [-0.302735, -0.101828, 1.0]], ['2, k, 9', [-0.133491, -0.336531, 1.0]], ['2, k, 10', [-0.353951, -0.142776, 1.0]], ['2, k, 11', [-0.849823, 0.221115, 1.0]], ['2, k, 12', [-0.395316, -0.681126, 1.0]], ['2, k, 13', [-0.419183, -1.14326, 1.0]], ['2, k, 14', [-0.509562, -1.50817, 1.0]], ['2, k, 15', [-0.45779, -1.59068, 1.0]], ['2, k, 16', [-0.258774, -0.601463, 1.0]], ['2, k, 17', [-0.0884799, -0.9834, 1.0]], ['2, k, 18', [-0.0888161, -1.24958, 1.0]], ['2, k, 19', [-0.13569, -1.32489, 1.0]], ['2, k, 20', [-0.460144, -0.128008, 1.0]], ['2, k, 21', [-1.13062, -0.361079, 1.0]], ['2, k, 22', [-1.12552, -0.404887, 1.0]], ['2, k, 23', [-0.895062, 0.259398, 1.0]], ['2, k, 24', [-0.900832, 0.167798, 1.0]]]
[['2, k, 0', [-0.366952, -0.663993, 1.0]], ['2, k, 1', [-0.417716, -0.353216, 1.0]], ['2, k, 2', [-0.479136, -0.0550435, 1.0]], ['2, k, 3', [-0.573841, 0.0352819, 1.0]], ['2, k, 4', [-0.637438, -0.257629, 1.0]], ['2, k, 5', [-0.810465, -0.383158, 1.0]], ['2, k, 6', [-1.02379, -0.38225, 1.0]], ['2, k, 7', [-1.09389, -0.357779, 1.0]], ['2, k, 8', [-0.303736, -0.101947, 1.0]], ['2, k, 9', [-0.31605, -0.280149, 1.0]], ['2, k, 10', [-0.519766, -0.0693028, 1.0]], ['2, k, 11', [-0.572508, -0.0156644, 1.0]], ['2, k, 12', [-0.434015, -0.692978, 1.0]], ['2, k, 13', [-0.419518, -1.14388, 1.0]], ['2, k, 14', [-0.508688, -1.50814, 1.0]], ['2, k, 15', [-0.454665, -1.59089, 1.0]], ['2, k, 16', [-0.290811, -0.618816, 1.0]], ['2, k, 17', [-0.0882789, -0.983389, 1.0]], ['2, k, 18', [-0.0898723, -1.24927, 1.0]], ['2, k, 19', [-0.134397, -1.32329, 1.0]], ['2, k, 20', [-0.462657, -0.12826, 1.0]], ['2, k, 21', [-1.13078, -0.369196, 1.0]], ['2, k, 22', [-1.09762, -0.403715, 1.0]], ['2, k, 23', [-0.588631, 0.0230455, 1.0]], ['2, k, 24', [-0.551308, -0.0541255, 1.0]]]
[['2, k, 0', [-0.362819, -0.659622, 1.0]], ['2, k, 1', [-0.418728, -0.353378, 1.0]], ['2, k, 2', [-0.479927, -0.0558946, 1.0]], ['2, k, 3', [-0.575018, 0.0353402, 1.0]], ['2, k, 4', [-0.637907, -0.257601, 1.0]], ['2, k, 5', [-0.809719, -0.385378, 1.0]], ['2, k, 6', [-1.02328, -0.384119, 1.0]], ['2, k, 7', [-1.09439, -0.360387, 1.0]], ['2, k, 8', [-0.304234, -0.101941, 1.0]], ['2, k, 9', [-0.134539, -0.337492, 1.0]], ['2, k, 10', [-0.357717, -0.145848, 1.0]], ['2, k, 11', [-0.851632, 0.2162, 1.0]], ['2, k, 12', [-0.432398, -0.691286, 1.0]], ['2, k, 13', [-0.419729, -1.14409, 1.0]], ['2, k, 14', [-0.509677, -1.50732, 1.0]], ['2, k, 15', [-0.453898, -1.5898, 1.0]], ['2, k, 16', [-0.283083, -0.610584, 1.0]], ['2, k, 17', [-0.0884066, -0.983773, 1.0]], ['2, k, 18', [-0.0900365, -1.24914, 1.0]], ['2, k, 19', [-0.133903, -1.32313, 1.0]], ['2, k, 20', [-0.463793, -0.129139, 1.0]], ['2, k, 21', [-1.13245, -0.366557, 1.0]], ['2, k, 22', [-1.11747, -0.407728, 1.0]], ['2, k, 23', [-0.904567, 0.257587, 1.0]], ['2, k, 24', [-0.899589, 0.165398, 1.0]]]
[['2, k, 0', [-0.36301, -0.65967, 1.0]], ['2, k, 1', [-0.41996, -0.354118, 1.0]], ['2, k, 2', [-0.480322, -0.0563706, 1.0]], ['2, k, 3', [-0.575671, 0.035383, 1.0]], ['2, k, 4', [-0.637394, -0.258449, 1.0]], ['2, k, 5', [-0.809425, -0.386412, 1.0]], ['2, k, 6', [-1.02323, -0.387053, 1.0]], ['2, k, 7', [-1.09292, -0.362668, 1.0]], ['2, k, 8', [-0.304655, -0.102106, 1.0]], ['2, k, 9', [-0.319267, -0.280962, 1.0]], ['2, k, 10', [-0.522603, -0.0684607, 1.0]], ['2, k, 11', [-0.571875, -0.00858685, 1.0]], ['2, k, 12', [-0.432408, -0.69122, 1.0]], ['2, k, 13', [-0.420653, -1.14503, 1.0]], ['2, k, 14', [-0.508871, -1.50792, 1.0]], ['2, k, 15', [-0.454192, -1.58959, 1.0]], ['2, k, 16', [-0.284064, -0.611355, 1.0]], ['2, k, 17', [-0.0885535, -0.98522, 1.0]], ['2, k, 18', [-0.0901856, -1.25039, 1.0]], ['2, k, 19', [-0.133818, -1.32398, 1.0]], ['2, k, 20', [-0.464644, -0.129841, 1.0]], ['2, k, 21', [-1.12969, -0.362185, 1.0]], ['2, k, 22', [-1.11217, -0.406481, 1.0]], ['2, k, 23', [-0.590182, 0.0253547, 1.0]], ['2, k, 24', [-0.552088, -0.0605391, 1.0]]]
[['2, k, 0', [-0.359644, -0.657557, 1.0]], ['2, k, 1', [-0.419946, -0.354054, 1.0]], ['2, k, 2', [-0.480695, -0.0564715, 1.0]], ['2, k, 3', [-0.574989, 0.0412324, 1.0]], ['2, k, 4', [-0.636698, -0.259557, 1.0]], ['2, k, 5', [-0.809549, -0.386833, 1.0]], ['2, k, 6', [-1.02358, -0.387514, 1.0]], ['2, k, 7', [-1.09448, -0.361181, 1.0]], ['2, k, 8', [-0.304857, -0.102247, 1.0]], ['2, k, 9', [-0.135086, -0.338813, 1.0]], ['2, k, 10', [-0.36363, -0.152487, 1.0]], ['2, k, 11', [-0.404409, -0.133013, 1.0]], ['2, k, 12', [-0.430383, -0.689122, 1.0]], ['2, k, 13', [-0.421342, -1.14536, 1.0]], ['2, k, 14', [-0.509292, -1.50756, 1.0]], ['2, k, 15', [-0.454204, -1.58986, 1.0]], ['2, k, 16', [-0.279403, -0.609679, 1.0]], ['2, k, 17', [-0.0890724, -0.986716, 1.0]], ['2, k, 18', [-0.0903629, -1.25163, 1.0]], ['2, k, 19', [-0.133731, -1.32496, 1.0]], ['2, k, 20', [-0.464944, -0.129894, 1.0]], ['2, k, 21', [-1.13379, -0.369151, 1.0]], ['2, k, 22', [-1.11392, -0.406543, 1.0]], ['2, k, 23', [-0.436173, -0.108539, 1.0]], ['2, k, 24', [-0.460297, -0.186201, 1.0]]]
