[['2, k, 0', [-0.0972923, -0.885206, 1.0]], ['2, k, 1', [-0.0897933, -0.58784, 1.0]], ['2, k, 2', [-0.0819435, -0.293548, 1.0]], ['2, k, 3', [-0.0811642, -0.151796, 1.0]], ['2, k, 4', [-0.259501, -0.361208, 1.0]], ['2, k, 5', [-0.193238, -0.561357, 1.0]], ['2, k, 6', [0.0764687, -0.549019, 1.0]], ['2, k, 7', [0.164959, -0.543111, 1.0]], ['2, k, 8', [0.102711, -0.338548, 1.0]], ['2, k, 9', [0.316498, -0.405306, 1.0]], ['2, k, 10', [0.0487478, -0.469189, 1.0]], ['2, k, 11', [-0.0081928, -0.530648, 1.0]], ['2, k, 12', [-0.178429, -0.878885, 1.0]], ['2, k, 13', [-0.244956, -1.23021, 1.0]], ['2, k, 14', [-0.184937, -1.67713, 1.0]], ['2, k, 15', [-0.0713908, -1.67866, 1.0]], ['2, k, 16', [-0.0136349, -0.868737, 1.0]], ['2, k, 17', [0.0613166, -1.22296, 1.0]], ['2, k, 18', [-0.0212338, -1.67136, 1.0]], ['2, k, 19', [-0.13889, -1.68207, 1.0]], ['2, k, 20', [-0.083972, -0.36674, 1.0]], ['2, k, 21', [0.240784, -0.541913, 1.0]], ['2, k, 22', [0.192257, -0.531706, 1.0]], ['2, k, 23', [0.000604995, -0.538597, 1.0]], ['2, k, 24', [-0.00593156, -0.525473, 1.0]]]
[['2, k, 0', [-0.0936803, -0.84648, 1.0]], ['2, k, 1', [-0.0883633, -0.567835, 1.0]], ['2, k, 2', [-0.0824369, -0.291533, 1.0]], ['2, k, 3', [-0.081296, -0.151996, 1.0]], ['2, k, 4', [-0.259417, -0.359779, 1.0]], ['2, k, 5', [-0.204477, -0.538621, 1.0]], ['2, k, 6', [-0.317105, -0.530407, 1.0]], ['2, k, 7', [-0.390224, -0.520064, 1.0]], ['2, k, 8', [0.0991219, -0.340004, 1.0]], ['2, k, 9', [0.237458, -0.389472, 1.0]], ['2, k, 10', [0.319559, -0.476728, 1.0]], ['2, k, 11', [0.323929, -0.498661, 1.0]], ['2, k, 12', [-0.174524, -0.838406, 1.0]], ['2, k, 13', [-0.198681, -1.16241, 1.0]], ['2, k, 14', [-0.191463, -1.47487, 1.0]], ['2, k, 15', [-0.186863, -1.52114, 1.0]], ['2, k, 16', [-0.00998516, -0.83301, 1.0]], ['2, k, 17', [0.0171179, -1.14775, 1.0]], ['2, k, 18', [-0.00262873, -1.44087, 1.0]], ['2, k, 19', [0.0491645, -1.48667, 1.0]], ['2, k, 20', [-0.0841752, -0.360621, 1.0]], ['2, k, 21', [-0.417819, -0.523413, 1.0]], ['2, k, 22', [-0.443435, -0.508203, 1.0]], ['2, k, 23', [0.336159, -0.532533, 1.0]], ['2, k, 24', [0.271279, -0.50525, 1.0]]]
[['2, k, 0', [-0.0936688, -0.846394, 1.0]], ['2, k, 1', [-0.0884491, -0.567763, 1.0]], ['2, k, 2', [-0.0826293, -0.291538, 1.0]], ['2, k, 3', [-0.081393, -0.152168, 1.0]], ['2, k, 4', [-0.259369, -0.359606, 1.0]], ['2, k, 5', [-0.202678, -0.53662, 1.0]], ['2, k, 6', [-0.381562, -0.496049, 1.0]], ['2, k, 7', [-0.400001, -0.516222, 1.0]], ['2, k, 8', [0.098609, -0.340018, 1.0]], ['2, k, 9', [0.236867, -0.388814, 1.0]], ['2, k, 10', [0.316806, -0.476317, 1.0]], ['2, k, 11', [0.325846, -0.49841, 1.0]], ['2, k, 12', [-0.174569, -0.837927, 1.0]], ['2, k, 13', [-0.198758, -1.16229, 1.0]], ['2, k, 14', [-0.191787, -1.47164, 1.0]], ['2, k, 15', [-0.187332, -1.51783, 1.0]], ['2, k, 16', [-0.00996469, -0.833149, 1.0]], ['2, k, 17', [0.017113, -1.14771, 1.0]], ['2, k, 18', [-0.00258519, -1.4409, 1.0]], ['2, k, 19', [0.035653, -1.49955, 1.0]], ['2, k, 20', [-0.0843384, -0.360582, 1.0]], ['2, k, 21', [-0.410152, -0.520406, 1.0]], ['2, k, 22', [-0.4416, -0.513752, 1.0]], ['2, k, 23', [0.33509, -0.531263, 1.0]], ['2, k, 24', [0.268596, -0.506852, 1.0]]]
[['2, k, 0', [-0.0934595, -0.846309, 1.0]], ['2, k, 1', [-0.0883474, -0.567694, 1.0]], ['2, k, 2', [-0.0826169, -0.291518, 1.0]], ['2, k, 3', [-0.0816365, -0.152342, 1.0]], ['2, k, 4', [-0.259383, -0.359563, 1.0]], ['2, k, 5', [-0.202907, -0.53539, 1.0]], ['2, k, 6', [-0.381276, -0.495716, 1.0]], ['2, k, 7', [-0.404857, -0.516516, 1.0]], ['2, k, 8', [0.0983815, -0.340129, 1.0]], ['2, k, 9', [0.237643, -0.385078, 1.0]], ['2, k, 10', [0.315249, -0.474158, 1.0]], ['2, k, 11', [0.326788, -0.496212, 1.0]], ['2, k, 12', [-0.174273, -0.837599, 1.0]], ['2, k, 13', [-0.198868, -1.1622, 1.0]], ['2, k, 14', [-0.191906, -1.46898, 1.0]], ['2, k, 15', [-0.187532, -1.51502, 1.0]], ['2, k, 16', [-0.0097832, -0.833272, 1.0]], ['2, k, 17', [0.0170677, -1.1479, 1.0]], ['2, k, 18', [-0.00176306, -1.44045, 1.0]], ['2, k, 19', [0.0178341, -1.51011, 1.0]], ['2, k, 20', [-0.08429, -0.360525, 1.0]], ['2, k, 21', [-0.410479, -0.528567, 1.0]], ['2, k, 22', [-0.436837, -0.507438, 1.0]], ['2, k, 23', [0.336982, -0.531642, 1.0]], ['2, k, 24', [0.269022, -0.508556, 1.0]]]
[['2, k, 0', [-0.0934687, -0.846243, 1.0]], ['2, k, 1', [-0.0884253, -0.567567, 1.0]], ['2, k, 2', [-0.0827501, -0.291403, 1.0]], ['2, k, 3', [-0.0819575, -0.152522, 1.0]], ['2, k, 4', [-0.259362, -0.359539, 1.0]], ['2, k, 5', [-0.203802, -0.534775, 1.0]], ['2, k, 6', [-0.381054, -0.496191, 1.0]], ['2, k, 7', [-0.406297, -0.514726, 1.0]], ['2, k, 8', [0.0981034, -0.340258, 1.0]], ['2, k, 9', [0.236405, -0.385685, 1.0]], ['2, k, 10', [0.315089, -0.474273, 1.0]], ['2, k, 11', [0.326834, -0.494841, 1.0]], ['2, k, 12', [-0.174359, -0.837277, 1.0]], ['2, k, 13', [-0.199091, -1.16248, 1.0]], ['2, k, 14', [-0.192401, -1.46648, 1.0]], ['2, k, 15', [-0.18815, -1.51262, 1.0]], ['2, k, 16', [-0.0097784, -0.833433, 1.0]], ['2, k, 17', [0.0169502, -1.14827, 1.0]], ['2, k, 18', [-0.00200561, -1.44046, 1.0]], ['2, k, 19', [0.029635, -1.50256, 1.0]], ['2, k, 20', [-0.0844128, -0.360373, 1.0]], ['2, k, 21', [-0.40878, -0.52175, 1.0]], ['2, k, 22', [-0.343622, -0.529927, 1.0]], ['2, k, 23', [0.337397, -0.531183, 1.0]], ['2, k, 24', [0.266574, -0.515129, 1.0]]]
[['2, k, 0', [-0.0933395, -0.846202, 1.0]], ['2, k, 1', [-0.0884124, -0.567561, 1.0]], ['2, k, 2', [-0.0828073, -0.291466, 1.0]], ['2, k, 3', [-0.082237, -0.152902, 1.0]], ['2, k, 4', [-0.259359, -0.359525, 1.0]], ['2, k, 5', [-0.205299, -0.534928, 1.0]], ['2, k, 6', [-0.382001, -0.496036, 1.0]], ['2, k, 7', [-0.406198, -0.513863, 1.0]], ['2, k, 8', [0.0978348, -0.340393, 1.0]], ['2, k, 9', [0.235508, -0.385859, 1.0]], ['2, k, 10', [0.315506, -0.474578, 1.0]], ['2, k, 11', [0.327522, -0.494245, 1.0]], ['2, k, 12', [-0.174184, -0.837108, 1.0]], ['2, k, 13', [-0.19919, -1.16271, 1.0]], ['2, k, 14', [-0.192979, -1.46458, 1.0]], ['2, k, 15', [-0.188888, -1.5106, 1.0]], ['2, k, 16', [-0.00963865, -0.833579, 1.0]], ['2, k, 17', [0.0169808, -1.14828, 1.0]], ['2, k, 18', [-0.00172497, -1.44068, 1.0]], ['2, k, 19', [0.0346903, -1.49941, 1.0]], ['2, k, 20', [-0.0844262, -0.360389, 1.0]], ['2, k, 21', [-0.414973, -0.521344, 1.0]], ['2, k, 22', [-0.347007, -0.529521, 1.0]], ['2, k, 23', [0.340835, -0.530942, 1.0]], ['2, k, 24', [0.30279, -0.495548, 1.0]]]
[['2, k, 0', [-0.0932333, -0.846062, 1.0]], ['2, k, 1', [-0.0884269, -0.567509, 1.0]], ['2, k, 2', [-0.0829663, -0.291505, 1.0]], ['2, k, 3', [-0.0824318, -0.153144, 1.0]], ['2, k, 4', [-0.259358, -0.359516, 1.0]], ['2, k, 5', [-0.205114, -0.534892, 1.0]], ['2, k, 6', [-0.381416, -0.495566, 1.0]], ['2, k, 7', [-0.405641, -0.511959, 1.0]], ['2, k, 8', [0.0978371, -0.340391, 1.0]], ['2, k, 9', [0.2353, -0.385846, 1.0]], ['2, k, 10', [0.315231, -0.474306, 1.0]], ['2, k, 11', [0.328007, -0.492708, 1.0]], ['2, k, 12', [-0.174002, -0.836711, 1.0]], ['2, k, 13', [-0.199213, -1.16266, 1.0]], ['2, k, 14', [-0.192809, -1.46267, 1.0]], ['2, k, 15', [-0.188684, -1.50862, 1.0]], ['2, k, 16', [-0.00959412, -0.833601, 1.0]], ['2, k, 17', [0.0170154, -1.14825, 1.0]], ['2, k, 18', [-0.00209849, -1.44197, 1.0]], ['2, k, 19', [0.0414568, -1.49557, 1.0]], ['2, k, 20', [-0.0845334, -0.360388, 1.0]], ['2, k, 21', [-0.410913, -0.517044, 1.0]], ['2, k, 22', [-0.351428, -0.525897, 1.0]], ['2, k, 23', [0.341107, -0.531795, 1.0]], ['2, k, 24', [0.316848, -0.496243, 1.0]]]
[['2, k, 0', [-0.0931164, -0.846102, 1.0]], ['2, k, 1', [-0.0884371, -0.567528, 1.0]], ['2, k, 2', [-0.0832286, -0.29163, 1.0]], ['2, k, 3', [-0.0825674, -0.15339, 1.0]], ['2, k, 4', [-0.259366, -0.359525, 1.0]], ['2, k, 5', [-0.206892, -0.535149, 1.0]], ['2, k, 6', [-0.381858, -0.494776, 1.0]], ['2, k, 7', [-0.402693, -0.510791, 1.0]], ['2, k, 8', [0.0974996, -0.340501, 1.0]], ['2, k, 9', [0.23469, -0.386098, 1.0]], ['2, k, 10', [0.315268, -0.47412, 1.0]], ['2, k, 11', [0.326974, -0.49242, 1.0]], ['2, k, 12', [-0.173911, -0.836686, 1.0]], ['2, k, 13', [-0.199299, -1.16265, 1.0]], ['2, k, 14', [-0.192563, -1.46123, 1.0]], ['2, k, 15', [-0.188404, -1.50721, 1.0]], ['2, k, 16', [-0.00944963, -0.833844, 1.0]], ['2, k, 17', [0.0169946, -1.14838, 1.0]], ['2, k, 18', [-0.00191163, -1.44191, 1.0]], ['2, k, 19', [0.0429313, -1.49358, 1.0]], ['2, k, 20', [-0.0846762, -0.360458, 1.0]], ['2, k, 21', [-0.413526, -0.517717, 1.0]], ['2, k, 22', [-0.346074, -0.516345, 1.0]], ['2, k, 23', [0.342143, -0.528181, 1.0]], ['2, k, 24', [0.270297, -0.506526, 1.0]]]
[['2, k, 0', [-0.0930614, -0.846107, 1.0]], ['2, k, 1', [-0.088441, -0.56752, 1.0]], ['2, k, 2', [-0.0833021, -0.291619, 1.0]], ['2, k, 3', [-0.0828535, -0.15369, 1.0]], ['2, k, 4', [-0.259533, -0.359446, 1.0]], ['2, k, 5', [-0.206425, -0.534488, 1.0]], ['2, k, 6', [-0.380307, -0.493465, 1.0]], ['2, k, 7', [-0.402408, -0.508499, 1.0]], ['2, k, 8', [0.0971126, -0.340585, 1.0]], ['2, k, 9', [0.234486, -0.383945, 1.0]], ['2, k, 10', [0.315026, -0.473078, 1.0]], ['2, k, 11', [0.328859, -0.488115, 1.0]], ['2, k, 12', [-0.173823, -0.836607, 1.0]], ['2, k, 13', [-0.199326, -1.16281, 1.0]], ['2, k, 14', [-0.192658, -1.45994, 1.0]], ['2, k, 15', [-0.188594, -1.50581, 1.0]], ['2, k, 16', [-0.00940571, -0.833994, 1.0]], ['2, k, 17', [0.0169387, -1.14844, 1.0]], ['2, k, 18', [-0.00164649, -1.44129, 1.0]], ['2, k, 19', [0.0461527, -1.49132, 1.0]], ['2, k, 20', [-0.0847343, -0.360437, 1.0]], ['2, k, 21', [-0.411826, -0.515085, 1.0]], ['2, k, 22', [-0.345339, -0.515267, 1.0]], ['2, k, 23', [0.342436, -0.529106, 1.0]], ['2, k, 24', [0.323693, -0.529248, 1.0]]]
[['2, k, 0', [-0.0931927, -0.846039, 1.0]], ['2, k, 1', [-0.0885746, -0.567432, 1.0]], ['2, k, 2', [-0.0834041, -0.291556, 1.0]], ['2, k, 3', [-0.0831796, -0.153981, 1.0]], ['2, k, 4', [-0.259796, -0.358998, 1.0]], ['2, k, 5', [-0.206647, -0.534186, 1.0]], ['2, k, 6', [-0.379957, -0.490727, 1.0]], ['2, k, 7', [-0.40311, -0.506122, 1.0]], ['2, k, 8', [0.0969011, -0.340645, 1.0]], ['2, k, 9', [0.231897, -0.388472, 1.0]], ['2, k, 10', [0.316039, -0.47381, 1.0]], ['2, k, 11', [0.327276, -0.48756, 1.0]], ['2, k, 12', [-0.174031, -0.836341, 1.0]], ['2, k, 13', [-0.199395, -1.16299, 1.0]], ['2, k, 14', [-0.192928, -1.45868, 1.0]], ['2, k, 15', [-0.18892, -1.50437, 1.0]], ['2, k, 16', [-0.00957388, -0.834162, 1.0]], ['2, k, 17', [0.016512, -1.14985, 1.0]], ['2, k, 18', [-0.00156231, -1.44135, 1.0]], ['2, k, 19', [0.0470285, -1.49075, 1.0]], ['2, k, 20', [-0.0848499, -0.360351, 1.0]], ['2, k, 21', [-0.409773, -0.513606, 1.0]], ['2, k, 22', [-0.349988, -0.521013, 1.0]], ['2, k, 23', [0.344153, -0.532705, 1.0]], ['2, k, 24', [0.275664, -0.502083, 1.0]]]
[['2, k, 0', [-0.093169, -0.846023, 1.0]], ['2, k, 1', [-0.0885888, -0.567484, 1.0]], ['2, k, 2', [-0.0835288, -0.291744, 1.0]], ['2, k, 3', [-0.0835164, -0.154267, 1.0]], ['2, k, 4', [-0.260117, -0.358515, 1.0]], ['2, k, 5', [-0.20661, -0.533434, 1.0]], ['2, k, 6', [-0.378771, -0.489033, 1.0]], ['2, k, 7', [-0.401902, -0.504664, 1.0]], ['2, k, 8', [0.0966807, -0.340746, 1.0]], ['2, k, 9', [0.226076, -0.40092, 1.0]], ['2, k, 10', [0.316202, -0.474349, 1.0]], ['2, k, 11', [0.326884, -0.486442, 1.0]], ['2, k, 12', [-0.173989, -0.836282, 1.0]], ['2, k, 13', [-0.19959, -1.16386, 1.0]], ['2, k, 14', [-0.193627, -1.45762, 1.0]], ['2, k, 15', [-0.189732, -1.50323, 1.0]], ['2, k, 16', [-0.00956696, -0.834208, 1.0]], ['2, k, 17', [0.0165597, -1.1498, 1.0]], ['2, k, 18', [-0.00155975, -1.44135, 1.0]], ['2, k, 19', [0.0493464, -1.48864, 1.0]], ['2, k, 20', [-0.0849401, -0.360494, 1.0]], ['2, k, 21', [-0.409637, -0.509965, 1.0]], ['2, k, 22', [-0.345939, -0.519303, 1.0]], ['2, k, 23', [0.348276, -0.529144, 1.0]], ['2, k, 24', [0.274474, -0.502442, 1.0]]]
[['2, k, 0', [-0.0931508, -0.846008, 1.0]], ['2, k, 1', [-0.0886134, -0.567601, 1.0]], ['2, k, 2', [-0.0837218, -0.292261, 1.0]], ['2, k, 3', [-0.0836619, -0.15454, 1.0]], ['2, k, 4', [-0.260543, -0.358068, 1.0]], ['2, k, 5', [-0.211845, -0.533656, 1.0]], ['2, k, 6', [-0.374003, -0.488191, 1.0]], ['2, k, 7', [-0.398428, -0.502935, 1.0]], ['2, k, 8', [0.0964694, -0.340795, 1.0]], ['2, k, 9', [0.224548, -0.402995, 1.0]], ['2, k, 10', [0.315102, -0.47306, 1.0]], ['2, k, 11', [0.327788, -0.482777, 1.0]], ['2, k, 12', [-0.173956, -0.83624, 1.0]], ['2, k, 13', [-0.19964, -1.16374, 1.0]], ['2, k, 14', [-0.193668, -1.45664, 1.0]], ['2, k, 15', [-0.189771, -1.50222, 1.0]], ['2, k, 16', [-0.00956543, -0.834251, 1.0]], ['2, k, 17', [0.0167853, -1.14961, 1.0]], ['2, k, 18', [-0.00181322, -1.44136, 1.0]], ['2, k, 19', [0.0491105, -1.48777, 1.0]], ['2, k, 20', [-0.085072, -0.360876, 1.0]], ['2, k, 21', [-0.405985, -0.509879, 1.0]], ['2, k, 22', [-0.345588, -0.514394, 1.0]], ['2, k, 23', [0.347582, -0.525311, 1.0]], ['2, k, 24', [0.319062, -0.492204, 1.0]]]
[['2, k, 0', [-0.093161, -0.845932, 1.0]], ['2, k, 1', [-0.0886273, -0.567609, 1.0]], ['2, k, 2', [-0.0837318, -0.29244, 1.0]], ['2, k, 3', [-0.0838182, -0.154631, 1.0]], ['2, k, 4', [-0.261147, -0.357069, 1.0]], ['2, k, 5', [-0.216526, -0.534035, 1.0]], ['2, k, 6', [-0.344255, -0.50322, 1.0]], ['2, k, 7', [-0.396155, -0.501207, 1.0]], ['2, k, 8', [0.0961618, -0.340688, 1.0]], ['2, k, 9', [0.223492, -0.403304, 1.0]], ['2, k, 10', [0.31437, -0.47218, 1.0]], ['2, k, 11', [0.327491, -0.480884, 1.0]], ['2, k, 12', [-0.173952, -0.836029, 1.0]], ['2, k, 13', [-0.199727, -1.16442, 1.0]], ['2, k, 14', [-0.19399, -1.45563, 1.0]], ['2, k, 15', [-0.190114, -1.50104, 1.0]], ['2, k, 16', [-0.00960967, -0.834263, 1.0]], ['2, k, 17', [0.0167723, -1.14961, 1.0]], ['2, k, 18', [-0.00224042, -1.44079, 1.0]], ['2, k, 19', [0.0445681, -1.49188, 1.0]], ['2, k, 20', [-0.0850785, -0.361001, 1.0]], ['2, k, 21', [-0.410912, -0.506204, 1.0]], ['2, k, 22', [-0.329392, -0.505026, 1.0]], ['2, k, 23', [0.350901, -0.524452, 1.0]], ['2, k, 24', [0.299659, -0.495411, 1.0]]]
[['2, k, 0', [-0.0931983, -0.845868, 1.0]], ['2, k, 1', [-0.0887527, -0.567694, 1.0]], ['2, k, 2', [-0.0840253, -0.292848, 1.0]], ['2, k, 3', [-0.0841103, -0.154985, 1.0]], ['2, k, 4', [-0.261769, -0.356671, 1.0]], ['2, k, 5', [-0.217278, -0.5332, 1.0]], ['2, k, 6', [-0.36593, -0.489799, 1.0]], ['2, k, 7', [-0.39945, -0.498367, 1.0]], ['2, k, 8', [0.0958022, -0.340788, 1.0]], ['2, k, 9', [0.222267, -0.404435, 1.0]], ['2, k, 10', [0.312414, -0.470028, 1.0]], ['2, k, 11', [0.32667, -0.478132, 1.0]], ['2, k, 12', [-0.174001, -0.835877, 1.0]], ['2, k, 13', [-0.199765, -1.16446, 1.0]], ['2, k, 14', [-0.191479, -1.45429, 1.0]], ['2, k, 15', [-0.186957, -1.50019, 1.0]], ['2, k, 16', [-0.00966517, -0.834262, 1.0]], ['2, k, 17', [0.0169935, -1.14884, 1.0]], ['2, k, 18', [-0.0019937, -1.44052, 1.0]], ['2, k, 19', [0.0455409, -1.48983, 1.0]], ['2, k, 20', [-0.0853177, -0.361299, 1.0]], ['2, k, 21', [-0.406535, -0.504438, 1.0]], ['2, k, 22', [-0.336537, -0.503447, 1.0]], ['2, k, 23', [0.348673, -0.520699, 1.0]], ['2, k, 24', [0.270092, -0.505164, 1.0]]]
[['2, k, 0', [-0.0931689, -0.845845, 1.0]], ['2, k, 1', [-0.0887507, -0.567833, 1.0]], ['2, k, 2', [-0.0841477, -0.293284, 1.0]], ['2, k, 3', [-0.0844228, -0.155332, 1.0]], ['2, k, 4', [-0.261774, -0.356687, 1.0]], ['2, k, 5', [-0.217906, -0.53255, 1.0]], ['2, k, 6', [-0.339867, -0.50043, 1.0]], ['2, k, 7', [-0.394427, -0.498531, 1.0]], ['2, k, 8', [0.0955681, -0.340921, 1.0]], ['2, k, 9', [0.22461, -0.398108, 1.0]], ['2, k, 10', [0.316213, -0.465372, 1.0]], ['2, k, 11', [0.326168, -0.474479, 1.0]], ['2, k, 12', [-0.173961, -0.83582, 1.0]], ['2, k, 13', [-0.199824, -1.16442, 1.0]], ['2, k, 14', [-0.191482, -1.45359, 1.0]], ['2, k, 15', [-0.187152, -1.49927, 1.0]], ['2, k, 16', [-0.00964743, -0.834286, 1.0]], ['2, k, 17', [0.0169701, -1.14874, 1.0]], ['2, k, 18', [-0.000911368, -1.44001, 1.0]], ['2, k, 19', [0.0456586, -1.49151, 1.0]], ['2, k, 20', [-0.0853988, -0.361649, 1.0]], ['2, k, 21', [-0.411698, -0.504718, 1.0]], ['2, k, 22', [-0.328151, -0.503127, 1.0]], ['2, k, 23', [0.352413, -0.522982, 1.0]], ['2, k, 24', [0.305098, -0.486083, 1.0]]]
[['2, k, 0', [-0.0931501, -0.845817, 1.0]], ['2, k, 1', [-0.0888017, -0.567889, 1.0]], ['2, k, 2', [-0.084385, -0.293526, 1.0]], ['2, k, 3', [-0.0846672, -0.155538, 1.0]], ['2, k, 4', [-0.261763, -0.356699, 1.0]], ['2, k, 5', [-0.218797, -0.532332, 1.0]], ['2, k, 6', [-0.342655, -0.498169, 1.0]], ['2, k, 7', [-0.39827, -0.497508, 1.0]], ['2, k, 8', [0.0953457, -0.341083, 1.0]], ['2, k, 9', [0.226063, -0.393199, 1.0]], ['2, k, 10', [0.316891, -0.46318, 1.0]], ['2, k, 11', [0.326649, -0.473784, 1.0]], ['2, k, 12', [-0.173929, -0.835768, 1.0]], ['2, k, 13', [-0.199874, -1.16433, 1.0]], ['2, k, 14', [-0.192079, -1.45298, 1.0]], ['2, k, 15', [-0.188026, -1.49844, 1.0]], ['2, k, 16', [-0.00967322, -0.834351, 1.0]], ['2, k, 17', [0.0169908, -1.14877, 1.0]], ['2, k, 18', [-0.000921553, -1.44014, 1.0]], ['2, k, 19', [0.0461569, -1.49135, 1.0]], ['2, k, 20', [-0.0855795, -0.361833, 1.0]], ['2, k, 21', [-0.41137, -0.49889, 1.0]], ['2, k, 22', [-0.338077, -0.504718, 1.0]], ['2, k, 23', [0.354004, -0.518, 1.0]], ['2, k, 24', [0.305278, -0.48621, 1.0]]]
[['2, k, 0', [-0.0931858, -0.845757, 1.0]], ['2, k, 1', [-0.0889455, -0.567892, 1.0]], ['2, k, 2', [-0.0846201, -0.293616, 1.0]], ['2, k, 3', [-0.0849869, -0.155972, 1.0]], ['2, k, 4', [-0.262017, -0.356183, 1.0]], ['2, k, 5', [-0.218853, -0.53227, 1.0]], ['2, k, 6', [-0.339063, -0.500078, 1.0]], ['2, k, 7', [-0.395323, -0.496703, 1.0]], ['2, k, 8', [0.0951628, -0.341211, 1.0]], ['2, k, 9', [0.226779, -0.385348, 1.0]], ['2, k, 10', [0.319505, -0.464135, 1.0]], ['2, k, 11', [0.324816, -0.472403, 1.0]], ['2, k, 12', [-0.173974, -0.835634, 1.0]], ['2, k, 13', [-0.199898, -1.16437, 1.0]], ['2, k, 14', [-0.191522, -1.45211, 1.0]], ['2, k, 15', [-0.187048, -1.49761, 1.0]], ['2, k, 16', [-0.00971979, -0.834347, 1.0]], ['2, k, 17', [0.0167047, -1.14951, 1.0]], ['2, k, 18', [-0.000853512, -1.4401, 1.0]], ['2, k, 19', [0.0459454, -1.49122, 1.0]], ['2, k, 20', [-0.085796, -0.361895, 1.0]], ['2, k, 21', [-0.410063, -0.503653, 1.0]], ['2, k, 22', [-0.332733, -0.501829, 1.0]], ['2, k, 23', [0.354593, -0.516343, 1.0]], ['2, k, 24', [0.303277, -0.485775, 1.0]]]
[['2, k, 0', [-0.0931992, -0.845736, 1.0]], ['2, k, 1', [-0.0890084, -0.56796, 1.0]], ['2, k, 2', [-0.0846961, -0.293779, 1.0]], ['2, k, 3', [-0.0851231, -0.156244, 1.0]], ['2, k, 4', [-0.262331, -0.356019, 1.0]], ['2, k, 5', [-0.221291, -0.533451, 1.0]], ['2, k, 6', [-0.33928, -0.501289, 1.0]], ['2, k, 7', [-0.394355, -0.49685, 1.0]], ['2, k, 8', [0.0948846, -0.341251, 1.0]], ['2, k, 9', [0.226483, -0.38807, 1.0]], ['2, k, 10', [0.315341, -0.463145, 1.0]], ['2, k, 11', [0.32476, -0.472562, 1.0]], ['2, k, 12', [-0.173992, -0.835595, 1.0]], ['2, k, 13', [-0.199904, -1.16437, 1.0]], ['2, k, 14', [-0.191456, -1.45139, 1.0]], ['2, k, 15', [-0.186795, -1.49683, 1.0]], ['2, k, 16', [-0.00974916, -0.834355, 1.0]], ['2, k, 17', [0.0164119, -1.1498, 1.0]], ['2, k, 18', [0.00214832, -1.43701, 1.0]], ['2, k, 19', [0.0391123, -1.49763, 1.0]], ['2, k, 20', [-0.0858696, -0.362032, 1.0]], ['2, k, 21', [-0.411572, -0.501793, 1.0]], ['2, k, 22', [-0.332106, -0.501698, 1.0]], ['2, k, 23', [0.354591, -0.516341, 1.0]], ['2, k, 24', [0.306229, -0.484834, 1.0]]]
[['2, k, 0', [-0.0932779, -0.845744, 1.0]], ['2, k, 1', [-0.0891998, -0.568107, 1.0]], ['2, k, 2', [-0.0849341, -0.294015, 1.0]], ['2, k, 3', [-0.0853343, -0.156635, 1.0]], ['2, k, 4', [-0.262632, -0.355862, 1.0]], ['2, k, 5', [-0.228964, -0.538024, 1.0]], ['2, k, 6', [-0.340419, -0.50341, 1.0]], ['2, k, 7', [-0.393834, -0.497209, 1.0]], ['2, k, 8', [0.0946941, -0.341348, 1.0]], ['2, k, 9', [0.240311, -0.394978, 1.0]], ['2, k, 10', [0.315058, -0.461115, 1.0]], ['2, k, 11', [0.324182, -0.470157, 1.0]], ['2, k, 12', [-0.174075, -0.835557, 1.0]], ['2, k, 13', [-0.199902, -1.16446, 1.0]], ['2, k, 14', [-0.191332, -1.45081, 1.0]], ['2, k, 15', [-0.186523, -1.4962, 1.0]], ['2, k, 16', [-0.00986689, -0.834473, 1.0]], ['2, k, 17', [0.0163244, -1.15049, 1.0]], ['2, k, 18', [0.00206181, -1.43704, 1.0]], ['2, k, 19', [0.0416775, -1.4969, 1.0]], ['2, k, 20', [-0.0860978, -0.362245, 1.0]], ['2, k, 21', [-0.405156, -0.500844, 1.0]], ['2, k, 22', [-0.344041, -0.515105, 1.0]], ['2, k, 23', [0.343591, -0.494171, 1.0]], ['2, k, 24', [0.305727, -0.488274, 1.0]]]
