[['2, k, 0', [0.1366353, -0.3672993, 1.0]], ['2, k, 1', [0.1295306, -0.02907589, 1.0]], ['2, k, 2', [0.1208862, 0.2980378, 1.0]], ['2, k, 3', [0.1282912, 0.4359621, 1.0]], ['2, k, 4', [-0.04999016, 0.176749, 1.0]], ['2, k, 5', [-0.08311996, -0.07875283, 1.0]], ['2, k, 6', [-0.08745492, -0.2911845, 1.0]], ['2, k, 7', [-0.09272137, -0.3430076, 1.0]], ['2, k, 8', [0.2877257, 0.2037694, 1.0]], ['2, k, 9', [0.3285705, -0.07330631, 1.0]], ['2, k, 10', [0.3830988, -0.3567173, 1.0]], ['2, k, 11', [0.3955256, -0.4367258, 1.0]], ['2, k, 12', [0.05286849, -0.3613252, 1.0]], ['2, k, 13', [0.05029938, -0.6201152, 1.0]], ['2, k, 14', [0.0761027, -0.9154995, 1.0]], ['2, k, 15', [0.1250453, -0.9756625, 1.0]], ['2, k, 16', [0.2151108, -0.3591352, 1.0]], ['2, k, 17', [0.2238507, -0.6315694, 1.0]], ['2, k, 18', [0.1755199, -0.865608, 1.0]], ['2, k, 19', [0.14538, -0.9382012, 1.0]], ['2, k, 20', [0.1232094, 0.2178848, 1.0]], ['2, k, 21', [-0.08080827, -0.4128267, 1.0]], ['2, k, 22', [-0.05844958, -0.3362089, 1.0]], ['2, k, 23', [0.4009666, -0.5129067, 1.0]], ['2, k, 24', [0.4147268, -0.4510742, 1.0]]]
[['2, k, 0', [0.1721669, -0.3661849, 1.0]], ['2, k, 1', [0.1639811, -0.02684822, 1.0]], ['2, k, 2', [0.1555522, 0.3007782, 1.0]], ['2, k, 3', [0.1612595, 0.4356073, 1.0]], ['2, k, 4', [-0.02030761, 0.1767212, 1.0]], ['2, k, 5', [-0.05879104, -0.0802108, 1.0]], ['2, k, 6', [-0.06601986, -0.293642, 1.0]], ['2, k, 7', [-0.06388107, -0.3366796, 1.0]], ['2, k, 8', [0.3189952, 0.2068671, 1.0]], ['2, k, 9', [0.3517724, -0.06742001, 1.0]], ['2, k, 10', [0.3970398, -0.3488294, 1.0]], ['2, k, 11', [0.4106757, -0.427972, 1.0]], ['2, k, 12', [0.08772302, -0.3611141, 1.0]], ['2, k, 13', [0.06702581, -0.6209613, 1.0]], ['2, k, 14', [0.08106223, -0.8624825, 1.0]], ['2, k, 15', [0.0836628, -0.8939721, 1.0]], ['2, k, 16', [0.2500692, -0.3569378, 1.0]], ['2, k, 17', [0.2947693, -0.6079187, 1.0]], ['2, k, 18', [0.2838748, -0.8874699, 1.0]], ['2, k, 19', [0.2986813, -0.9618869, 1.0]], ['2, k, 20', [0.1577785, 0.2205294, 1.0]], ['2, k, 21', [-0.05082618, -0.4057931, 1.0]], ['2, k, 22', [-0.02935766, -0.3360821, 1.0]], ['2, k, 23', [0.420153, -0.5145605, 1.0]], ['2, k, 24', [0.3582286, -0.3955872, 1.0]]]
[['2, k, 0', [0.1755548, -0.366062, 1.0]], ['2, k, 1', [0.169614, -0.02656096, 1.0]], ['2, k, 2', [0.1633686, 0.3012725, 1.0]], ['2, k, 3', [0.1698185, 0.4357228, 1.0]], ['2, k, 4', [-0.01171043, 0.1784131, 1.0]], ['2, k, 5', [-0.05339654, -0.07938532, 1.0]], ['2, k, 6', [-0.06362252, -0.2923937, 1.0]], ['2, k, 7', [-0.06037964, -0.3359714, 1.0]], ['2, k, 8', [0.3267718, 0.2059138, 1.0]], ['2, k, 9', [0.3610533, -0.06882401, 1.0]], ['2, k, 10', [0.3912624, -0.2875692, 1.0]], ['2, k, 11', [0.3860972, -0.3086054, 1.0]], ['2, k, 12', [0.09147184, -0.360578, 1.0]], ['2, k, 13', [0.06668732, -0.6208664, 1.0]], ['2, k, 14', [0.0802758, -0.8636463, 1.0]], ['2, k, 15', [0.08367743, -0.8949394, 1.0]], ['2, k, 16', [0.253063, -0.357206, 1.0]], ['2, k, 17', [0.3036705, -0.6097208, 1.0]], ['2, k, 18', [0.3205002, -0.8935086, 1.0]], ['2, k, 19', [0.3460057, -0.963948, 1.0]], ['2, k, 20', [0.1650764, 0.2209655, 1.0]], ['2, k, 21', [-0.05013121, -0.4054648, 1.0]], ['2, k, 22', [-0.023967, -0.3215035, 1.0]], ['2, k, 23', [0.3908061, -0.3861977, 1.0]], ['2, k, 24', [0.3630645, -0.3136813, 1.0]]]
[['2, k, 0', [0.1772294, -0.3662052, 1.0]], ['2, k, 1', [0.1738498, -0.02671387, 1.0]], ['2, k, 2', [0.170602, 0.301148, 1.0]], ['2, k, 3', [0.1797636, 0.4364089, 1.0]], ['2, k, 4', [-0.004821062, 0.1785063, 1.0]], ['2, k, 5', [-0.04831124, -0.07905667, 1.0]], ['2, k, 6', [-0.06133927, -0.2916689, 1.0]], ['2, k, 7', [-0.05718592, -0.3354378, 1.0]], ['2, k, 8', [0.3345388, 0.2059092, 1.0]], ['2, k, 9', [0.3701808, -0.06912593, 1.0]], ['2, k, 10', [0.39366, -0.2874369, 1.0]], ['2, k, 11', [0.3920625, -0.3015033, 1.0]], ['2, k, 12', [0.09310523, -0.3604442, 1.0]], ['2, k, 13', [0.06625165, -0.6197702, 1.0]], ['2, k, 14', [0.07989322, -0.8638854, 1.0]], ['2, k, 15', [0.08418672, -0.8950089, 1.0]], ['2, k, 16', [0.2547587, -0.3576625, 1.0]], ['2, k, 17', [0.3234498, -0.6163613, 1.0]], ['2, k, 18', [0.358662, -0.8886786, 1.0]], ['2, k, 19', [0.3816495, -0.9599912, 1.0]], ['2, k, 20', [0.1715454, 0.2208284, 1.0]], ['2, k, 21', [-0.04545212, -0.4051683, 1.0]], ['2, k, 22', [-0.02267038, -0.3238465, 1.0]], ['2, k, 23', [0.3642704, -0.3907074, 1.0]], ['2, k, 24', [0.3772307, -0.3039967, 1.0]]]
[['2, k, 0', [0.1803526, -0.3666368, 1.0]], ['2, k, 1', [0.180099, -0.02745211, 1.0]], ['2, k, 2', [0.1797255, 0.3000486, 1.0]], ['2, k, 3', [0.1906593, 0.4349688, 1.0]], ['2, k, 4', [0.003202817, 0.1790755, 1.0]], ['2, k, 5', [-0.04245144, -0.07782608, 1.0]], ['2, k, 6', [-0.05825562, -0.2901728, 1.0]], ['2, k, 7', [-0.05417171, -0.3324832, 1.0]], ['2, k, 8', [0.3435841, 0.2057223, 1.0]], ['2, k, 9', [0.3807228, -0.06728355, 1.0]], ['2, k, 10', [0.4034602, -0.305463, 1.0]], ['2, k, 11', [0.4161614, -0.3631213, 1.0]], ['2, k, 12', [0.09648457, -0.3601045, 1.0]], ['2, k, 13', [0.06597907, -0.6196958, 1.0]], ['2, k, 14', [0.07973808, -0.8654214, 1.0]], ['2, k, 15', [0.08496331, -0.8963369, 1.0]], ['2, k, 16', [0.2576993, -0.3588884, 1.0]], ['2, k, 17', [0.3367291, -0.6180361, 1.0]], ['2, k, 18', [0.3950119, -0.8816971, 1.0]], ['2, k, 19', [0.4181709, -0.9533893, 1.0]], ['2, k, 20', [0.1799971, 0.2198191, 1.0]], ['2, k, 21', [-0.04637004, -0.3982499, 1.0]], ['2, k, 22', [-0.02010371, -0.3301931, 1.0]], ['2, k, 23', [0.393894, -0.439141, 1.0]], ['2, k, 24', [0.3909125, -0.435817, 1.0]]]
[['2, k, 0', [0.1860128, -0.3680245, 1.0]], ['2, k, 1', [0.1884674, -0.02858835, 1.0]], ['2, k, 2', [0.1898811, 0.2993965, 1.0]], ['2, k, 3', [0.2013859, 0.4337761, 1.0]], ['2, k, 4', [0.01333118, 0.1779076, 1.0]], ['2, k, 5', [-0.03408293, -0.07922988, 1.0]], ['2, k, 6', [-0.05617251, -0.290551, 1.0]], ['2, k, 7', [-0.0499236, -0.3311895, 1.0]], ['2, k, 8', [0.3555174, 0.2036627, 1.0]], ['2, k, 9', [0.3918463, -0.06019808, 1.0]], ['2, k, 10', [0.3995355, -0.2675457, 1.0]], ['2, k, 11', [0.4051315, -0.2901856, 1.0]], ['2, k, 12', [0.1017163, -0.360399, 1.0]], ['2, k, 13', [0.06531271, -0.6197728, 1.0]], ['2, k, 14', [0.07901821, -0.8677669, 1.0]], ['2, k, 15', [0.08596407, -0.8985261, 1.0]], ['2, k, 16', [0.2635783, -0.3615347, 1.0]], ['2, k, 17', [0.3591487, -0.6201562, 1.0]], ['2, k, 18', [0.4130353, -0.8776511, 1.0]], ['2, k, 19', [0.4520551, -0.9421514, 1.0]], ['2, k, 20', [0.1897735, 0.2190293, 1.0]], ['2, k, 21', [-0.04510633, -0.4004468, 1.0]], ['2, k, 22', [-0.01637703, -0.3308776, 1.0]], ['2, k, 23', [0.411893, -0.3600557, 1.0]], ['2, k, 24', [0.4139171, -0.282914, 1.0]]]
[['2, k, 0', [0.1928612, -0.36913, 1.0]], ['2, k, 1', [0.1970427, -0.02967084, 1.0]], ['2, k, 2', [0.1995497, 0.2983192, 1.0]], ['2, k, 3', [0.2126587, 0.4322008, 1.0]], ['2, k, 4', [0.02359517, 0.1776021, 1.0]], ['2, k, 5', [-0.02499515, -0.0814884, 1.0]], ['2, k, 6', [-0.05258661, -0.29172, 1.0]], ['2, k, 7', [-0.03299465, -0.3331987, 1.0]], ['2, k, 8', [0.3671136, 0.2025421, 1.0]], ['2, k, 9', [0.4032694, -0.05603294, 1.0]], ['2, k, 10', [0.4209518, -0.2509917, 1.0]], ['2, k, 11', [0.4164693, -0.2803106, 1.0]], ['2, k, 12', [0.1086661, -0.3604683, 1.0]], ['2, k, 13', [0.06435516, -0.6191556, 1.0]], ['2, k, 14', [0.07899095, -0.8681425, 1.0]], ['2, k, 15', [0.06554461, -0.9438177, 1.0]], ['2, k, 16', [0.2698772, -0.3636495, 1.0]], ['2, k, 17', [0.363104, -0.6128346, 1.0]], ['2, k, 18', [0.4435256, -0.8774514, 1.0]], ['2, k, 19', [0.4836296, -0.9033467, 1.0]], ['2, k, 20', [0.1992043, 0.2179486, 1.0]], ['2, k, 21', [-0.03679248, -0.3988062, 1.0]], ['2, k, 22', [0.01553714, -0.3384809, 1.0]], ['2, k, 23', [0.4336579, -0.3663329, 1.0]], ['2, k, 24', [0.4197123, -0.2858094, 1.0]]]
[['2, k, 0', [0.2001276, -0.3706539, 1.0]], ['2, k, 1', [0.2072178, -0.03168921, 1.0]], ['2, k, 2', [0.2127898, 0.2956992, 1.0]], ['2, k, 3', [0.2262636, 0.4307809, 1.0]], ['2, k, 4', [0.03841439, 0.1781615, 1.0]], ['2, k, 5', [-0.014942, -0.08417475, 1.0]], ['2, k, 6', [-0.04541287, -0.2937985, 1.0]], ['2, k, 7', [-0.037962, -0.33619, 1.0]], ['2, k, 8', [0.3847744, 0.1983452, 1.0]], ['2, k, 9', [0.4166202, -0.05553291, 1.0]], ['2, k, 10', [0.4210765, -0.2475843, 1.0]], ['2, k, 11', [0.4268376, -0.2770191, 1.0]], ['2, k, 12', [0.1159231, -0.360645, 1.0]], ['2, k, 13', [0.06353641, -0.6186425, 1.0]], ['2, k, 14', [0.08032015, -0.8553008, 1.0]], ['2, k, 15', [0.09038766, -0.8860414, 1.0]], ['2, k, 16', [0.276853, -0.3666037, 1.0]], ['2, k, 17', [0.3717996, -0.6132528, 1.0]], ['2, k, 18', [0.4613191, -0.8767901, 1.0]], ['2, k, 19', [0.4926435, -0.906112, 1.0]], ['2, k, 20', [0.2116668, 0.2154807, 1.0]], ['2, k, 21', [-0.04345775, -0.3956658, 1.0]], ['2, k, 22', [-0.003235465, -0.3365246, 1.0]], ['2, k, 23', [0.4277714, -0.3381292, 1.0]], ['2, k, 24', [0.4564485, -0.2674001, 1.0]]]
[['2, k, 0', [0.2094335, -0.3715617, 1.0]], ['2, k, 1', [0.2193062, -0.03244162, 1.0]], ['2, k, 2', [0.227387, 0.2951652, 1.0]], ['2, k, 3', [0.2394687, 0.4292029, 1.0]], ['2, k, 4', [0.0515435, 0.1774757, 1.0]], ['2, k, 5', [-0.002917581, -0.08579329, 1.0]], ['2, k, 6', [-0.03742264, -0.294236, 1.0]], ['2, k, 7', [-0.02855844, -0.3354621, 1.0]], ['2, k, 8', [0.3943745, 0.19754, 1.0]], ['2, k, 9', [0.4281885, -0.051463, 1.0]], ['2, k, 10', [0.4275182, -0.2418721, 1.0]], ['2, k, 11', [0.436365, -0.275001, 1.0]], ['2, k, 12', [0.1253252, -0.3606062, 1.0]], ['2, k, 13', [0.06348544, -0.6179628, 1.0]], ['2, k, 14', [0.09411067, -0.8392572, 1.0]], ['2, k, 15', [0.06757849, -0.9121996, 1.0]], ['2, k, 16', [0.2855277, -0.3683545, 1.0]], ['2, k, 17', [0.3810681, -0.6153185, 1.0]], ['2, k, 18', [0.4772849, -0.8739729, 1.0]], ['2, k, 19', [0.4809995, -0.9051686, 1.0]], ['2, k, 20', [0.225679, 0.2148794, 1.0]], ['2, k, 21', [-0.03733571, -0.3884973, 1.0]], ['2, k, 22', [0.005879296, -0.3362466, 1.0]], ['2, k, 23', [0.4417174, -0.3535102, 1.0]], ['2, k, 24', [0.4392846, -0.3017349, 1.0]]]
[['2, k, 0', [0.2211769, -0.3739246, 1.0]], ['2, k, 1', [0.2345288, -0.03461533, 1.0]], ['2, k, 2', [0.2460127, 0.2932782, 1.0]], ['2, k, 3', [0.2562317, 0.4272418, 1.0]], ['2, k, 4', [0.06630194, 0.1762166, 1.0]], ['2, k, 5', [0.007415134, -0.0880899, 1.0]], ['2, k, 6', [-0.02663679, -0.2968388, 1.0]], ['2, k, 7', [-0.01796573, -0.3380971, 1.0]], ['2, k, 8', [0.4125005, 0.1943903, 1.0]], ['2, k, 9', [0.4412834, -0.05075969, 1.0]], ['2, k, 10', [0.4439765, -0.2438724, 1.0]], ['2, k, 11', [0.4446549, -0.2619143, 1.0]], ['2, k, 12', [0.1371201, -0.3620462, 1.0]], ['2, k, 13', [0.06594548, -0.6180031, 1.0]], ['2, k, 14', [0.09859926, -0.8406003, 1.0]], ['2, k, 15', [0.06733172, -0.912196, 1.0]], ['2, k, 16', [0.2966871, -0.3715207, 1.0]], ['2, k, 17', [0.388643, -0.6184025, 1.0]], ['2, k, 18', [0.4937482, -0.8825868, 1.0]], ['2, k, 19', [0.4987079, -0.9137345, 1.0]], ['2, k, 20', [0.2434743, 0.2129055, 1.0]], ['2, k, 21', [-0.02538409, -0.3964278, 1.0]], ['2, k, 22', [0.01639091, -0.3370402, 1.0]], ['2, k, 23', [0.4404537, -0.3091482, 1.0]], ['2, k, 24', [0.4661926, -0.2551083, 1.0]]]
[['2, k, 0', [0.235891, -0.37659, 1.0]], ['2, k, 1', [0.2482329, -0.03730474, 1.0]], ['2, k, 2', [0.2582555, 0.2906087, 1.0]], ['2, k, 3', [0.2731956, 0.424177, 1.0]], ['2, k, 4', [0.08227745, 0.1729517, 1.0]], ['2, k, 5', [0.02277384, -0.09137914, 1.0]], ['2, k, 6', [-0.008867516, -0.3008055, 1.0]], ['2, k, 7', [-0.005683731, -0.3417575, 1.0]], ['2, k, 8', [0.4236871, 0.1938907, 1.0]], ['2, k, 9', [0.4592842, -0.05186677, 1.0]], ['2, k, 10', [0.4495383, -0.2407565, 1.0]], ['2, k, 11', [0.4559555, -0.2753217, 1.0]], ['2, k, 12', [0.152586, -0.3639184, 1.0]], ['2, k, 13', [0.07077704, -0.6194379, 1.0]], ['2, k, 14', [0.09531205, -0.8438952, 1.0]], ['2, k, 15', [0.06837633, -0.9170058, 1.0]], ['2, k, 16', [0.310167, -0.3748795, 1.0]], ['2, k, 17', [0.3976122, -0.6263637, 1.0]], ['2, k, 18', [0.49971, -0.8849242, 1.0]], ['2, k, 19', [0.5050797, -0.9161799, 1.0]], ['2, k, 20', [0.2561212, 0.2102218, 1.0]], ['2, k, 21', [-0.01016977, -0.4027113, 1.0]], ['2, k, 22', [0.02921435, -0.3420226, 1.0]], ['2, k, 23', [0.4547859, -0.3295637, 1.0]], ['2, k, 24', [0.4740846, -0.2683403, 1.0]]]
[['2, k, 0', [0.2475607, -0.3797369, 1.0]], ['2, k, 1', [0.2620291, -0.04044048, 1.0]], ['2, k, 2', [0.2741689, 0.2875162, 1.0]], ['2, k, 3', [0.2870554, 0.4216753, 1.0]], ['2, k, 4', [0.09873252, 0.1682947, 1.0]], ['2, k, 5', [0.03685117, -0.09414206, 1.0]], ['2, k, 6', [0.005088985, -0.3037968, 1.0]], ['2, k, 7', [0.008648965, -0.3467412, 1.0]], ['2, k, 8', [0.4423504, 0.1882595, 1.0]], ['2, k, 9', [0.4739986, -0.05268767, 1.0]], ['2, k, 10', [0.4621794, -0.2414638, 1.0]], ['2, k, 11', [0.4671556, -0.2780126, 1.0]], ['2, k, 12', [0.1644983, -0.3670449, 1.0]], ['2, k, 13', [0.07814849, -0.6212659, 1.0]], ['2, k, 14', [0.09127928, -0.9269503, 1.0]], ['2, k, 15', [0.03313553, -0.9063956, 1.0]], ['2, k, 16', [0.3211226, -0.377958, 1.0]], ['2, k, 17', [0.4055752, -0.6358348, 1.0]], ['2, k, 18', [0.5045753, -0.8870357, 1.0]], ['2, k, 19', [0.5102327, -0.9183062, 1.0]], ['2, k, 20', [0.2715222, 0.2071104, 1.0]], ['2, k, 21', [0.002818307, -0.4034782, 1.0]], ['2, k, 22', [0.04390672, -0.3480825, 1.0]], ['2, k, 23', [0.4696512, -0.3361522, 1.0]], ['2, k, 24', [0.4853952, -0.2718618, 1.0]]]
[['2, k, 0', [0.2632787, -0.381454, 1.0]], ['2, k, 1', [0.2787913, -0.04293614, 1.0]], ['2, k, 2', [0.291622, 0.2842474, 1.0]], ['2, k, 3', [0.303748, 0.4184128, 1.0]], ['2, k, 4', [0.1164688, 0.1649996, 1.0]], ['2, k, 5', [0.05513693, -0.09805863, 1.0]], ['2, k, 6', [0.01577808, -0.3056539, 1.0]], ['2, k, 7', [0.02457728, -0.3476332, 1.0]], ['2, k, 8', [0.458813, 0.1875304, 1.0]], ['2, k, 9', [0.4885352, -0.05079145, 1.0]], ['2, k, 10', [0.4737443, -0.2405658, 1.0]], ['2, k, 11', [0.4760603, -0.2768304, 1.0]], ['2, k, 12', [0.1797146, -0.3686239, 1.0]], ['2, k, 13', [0.08852472, -0.6256801, 1.0]], ['2, k, 14', [0.0926233, -0.9248726, 1.0]], ['2, k, 15', [0.03128934, -0.9117193, 1.0]], ['2, k, 16', [0.3367984, -0.3798127, 1.0]], ['2, k, 17', [0.4154017, -0.6428565, 1.0]], ['2, k, 18', [0.5088946, -0.8894035, 1.0]], ['2, k, 19', [0.5147777, -0.9206188, 1.0]], ['2, k, 20', [0.2888439, 0.204027, 1.0]], ['2, k, 21', [0.01226026, -0.3994091, 1.0]], ['2, k, 22', [0.05767345, -0.3522611, 1.0]], ['2, k, 23', [0.4810777, -0.3281911, 1.0]], ['2, k, 24', [0.4266845, -0.2956206, 1.0]]]
[['2, k, 0', [0.2781571, -0.3841301, 1.0]], ['2, k, 1', [0.2920721, -0.0446408, 1.0]], ['2, k, 2', [0.3033655, 0.2834575, 1.0]], ['2, k, 3', [0.3172877, 0.4175195, 1.0]], ['2, k, 4', [0.1331933, 0.1607529, 1.0]], ['2, k, 5', [0.07061599, -0.09936138, 1.0]], ['2, k, 6', [0.03440965, -0.3079905, 1.0]], ['2, k, 7', [0.04255415, -0.3506887, 1.0]], ['2, k, 8', [0.4752661, 0.1839846, 1.0]], ['2, k, 9', [0.503747, -0.05279056, 1.0]], ['2, k, 10', [0.487613, -0.2427985, 1.0]], ['2, k, 11', [0.4882844, -0.2783462, 1.0]], ['2, k, 12', [0.1941964, -0.3709066, 1.0]], ['2, k, 13', [0.09751741, -0.6260022, 1.0]], ['2, k, 14', [0.09165954, -0.9237423, 1.0]], ['2, k, 15', [0.008484632, -0.919029, 1.0]], ['2, k, 16', [0.3515414, -0.3828397, 1.0]], ['2, k, 17', [0.4252454, -0.6462713, 1.0]], ['2, k, 18', [0.5134453, -0.8919803, 1.0]], ['2, k, 19', [0.5190668, -0.9231494, 1.0]], ['2, k, 20', [0.3009699, 0.2030116, 1.0]], ['2, k, 21', [0.03188285, -0.4054896, 1.0]], ['2, k, 22', [0.0748698, -0.3526661, 1.0]], ['2, k, 23', [0.4890442, -0.329259, 1.0]], ['2, k, 24', [0.4364817, -0.3010317, 1.0]]]
[['2, k, 0', [0.2908188, -0.3862219, 1.0]], ['2, k, 1', [0.3085971, -0.04670995, 1.0]], ['2, k, 2', [0.3239234, 0.2815985, 1.0]], ['2, k, 3', [0.3336669, 0.4151483, 1.0]], ['2, k, 4', [0.150782, 0.1588529, 1.0]], ['2, k, 5', [0.09050011, -0.1030777, 1.0]], ['2, k, 6', [0.05414076, -0.3117075, 1.0]], ['2, k, 7', [0.06408561, -0.3548061, 1.0]], ['2, k, 8', [0.492038, 0.1798899, 1.0]], ['2, k, 9', [0.5172696, -0.0541678, 1.0]], ['2, k, 10', [0.4973241, -0.2430195, 1.0]], ['2, k, 11', [0.4956423, -0.2716711, 1.0]], ['2, k, 12', [0.2070911, -0.3723364, 1.0]], ['2, k, 13', [0.1138839, -0.6262146, 1.0]], ['2, k, 14', [0.09421517, -0.9162363, 1.0]], ['2, k, 15', [0.01557139, -0.9428154, 1.0]], ['2, k, 16', [0.3635679, -0.385549, 1.0]], ['2, k, 17', [0.4326546, -0.6481672, 1.0]], ['2, k, 18', [0.5159702, -0.8931928, 1.0]], ['2, k, 19', [0.5217237, -0.9242939, 1.0]], ['2, k, 20', [0.3205225, 0.2010769, 1.0]], ['2, k, 21', [0.05360735, -0.4069238, 1.0]], ['2, k, 22', [0.09853664, -0.3509351, 1.0]], ['2, k, 23', [0.5010632, -0.3120374, 1.0]], ['2, k, 24', [0.482221, -0.3320243, 1.0]]]
[['2, k, 0', [0.3018957, -0.3881789, 1.0]], ['2, k, 1', [0.3198616, -0.04864179, 1.0]], ['2, k, 2', [0.3348049, 0.2797491, 1.0]], ['2, k, 3', [0.3474777, 0.4132101, 1.0]], ['2, k, 4', [0.1641405, 0.1574436, 1.0]], ['2, k, 5', [0.1101732, -0.1073513, 1.0]], ['2, k, 6', [0.08310037, -0.3181293, 1.0]], ['2, k, 7', [0.08806945, -0.3599765, 1.0]], ['2, k, 8', [0.5035979, 0.1766383, 1.0]], ['2, k, 9', [0.5285648, -0.05667928, 1.0]], ['2, k, 10', [0.5075641, -0.2449865, 1.0]], ['2, k, 11', [0.5066909, -0.2712061, 1.0]], ['2, k, 12', [0.2183226, -0.3734498, 1.0]], ['2, k, 13', [0.1300064, -0.6271412, 1.0]], ['2, k, 14', [0.09738462, -0.9080272, 1.0]], ['2, k, 15', [0.03611182, -0.9508192, 1.0]], ['2, k, 16', [0.3741487, -0.3883108, 1.0]], ['2, k, 17', [0.4400136, -0.6539921, 1.0]], ['2, k, 18', [0.5199649, -0.8932621, 1.0]], ['2, k, 19', [0.5254413, -0.9243797, 1.0]], ['2, k, 20', [0.3315541, 0.1991993, 1.0]], ['2, k, 21', [0.07498527, -0.4092084, 1.0]], ['2, k, 22', [0.1229045, -0.3564371, 1.0]], ['2, k, 23', [0.5103156, -0.3150918, 1.0]], ['2, k, 24', [0.543214, -0.3005258, 1.0]]]
[['2, k, 0', [0.3150813, -0.3902299, 1.0]], ['2, k, 1', [0.3319519, -0.05006184, 1.0]], ['2, k, 2', [0.3458124, 0.2789113, 1.0]], ['2, k, 3', [0.36131, 0.4116305, 1.0]], ['2, k, 4', [0.1790783, 0.1552004, 1.0]], ['2, k, 5', [0.1225819, -0.1062022, 1.0]], ['2, k, 6', [0.09861458, -0.3174658, 1.0]], ['2, k, 7', [0.1096135, -0.3591335, 1.0]], ['2, k, 8', [0.5161161, 0.1737634, 1.0]], ['2, k, 9', [0.5432392, -0.05497643, 1.0]], ['2, k, 10', [0.5192857, -0.2435185, 1.0]], ['2, k, 11', [0.5162463, -0.2732598, 1.0]], ['2, k, 12', [0.2320801, -0.3750086, 1.0]], ['2, k, 13', [0.1423352, -0.6292221, 1.0]], ['2, k, 14', [0.1058128, -0.8592894, 1.0]], ['2, k, 15', [0.07194214, -0.9296706, 1.0]], ['2, k, 16', [0.3862709, -0.3908092, 1.0]], ['2, k, 17', [0.4422089, -0.6551336, 1.0]], ['2, k, 18', [0.5231584, -0.8928416, 1.0]], ['2, k, 19', [0.5286689, -0.9239339, 1.0]], ['2, k, 20', [0.3428353, 0.1982178, 1.0]], ['2, k, 21', [0.1004501, -0.415048, 1.0]], ['2, k, 22', [0.14659, -0.3517323, 1.0]], ['2, k, 23', [0.5194939, -0.3162417, 1.0]], ['2, k, 24', [0.5574303, -0.294912, 1.0]]]
[['2, k, 0', [0.3291979, -0.3919533, 1.0]], ['2, k, 1', [0.3450005, -0.05162143, 1.0]], ['2, k, 2', [0.357804, 0.2775305, 1.0]], ['2, k, 3', [0.3742106, 0.4100178, 1.0]], ['2, k, 4', [0.1891671, 0.1549661, 1.0]], ['2, k, 5', [0.1385294, -0.1054668, 1.0]], ['2, k, 6', [0.1235921, -0.3177622, 1.0]], ['2, k, 7', [0.1311286, -0.3591293, 1.0]], ['2, k, 8', [0.5272291, 0.1714576, 1.0]], ['2, k, 9', [0.5513508, -0.05426791, 1.0]], ['2, k, 10', [0.5419464, -0.2480073, 1.0]], ['2, k, 11', [0.5269135, -0.2959333, 1.0]], ['2, k, 12', [0.2459749, -0.3769047, 1.0]], ['2, k, 13', [0.1522495, -0.6332673, 1.0]], ['2, k, 14', [0.109868, -0.8632745, 1.0]], ['2, k, 15', [0.07135218, -0.9314665, 1.0]], ['2, k, 16', [0.4000916, -0.3923633, 1.0]], ['2, k, 17', [0.4469262, -0.6567219, 1.0]], ['2, k, 18', [0.5265684, -0.8913496, 1.0]], ['2, k, 19', [0.5324647, -0.9223525, 1.0]], ['2, k, 20', [0.3550949, 0.1967873, 1.0]], ['2, k, 21', [0.122089, -0.4226103, 1.0]], ['2, k, 22', [0.167704, -0.347657, 1.0]], ['2, k, 23', [0.5379932, -0.3793901, 1.0]], ['2, k, 24', [0.5512494, -0.2697488, 1.0]]]
[['2, k, 0', [0.3388924, -0.3922296, 1.0]], ['2, k, 1', [0.3550396, -0.05190359, 1.0]], ['2, k, 2', [0.3680874, 0.2772628, 1.0]], ['2, k, 3', [0.3838249, 0.4091935, 1.0]], ['2, k, 4', [0.1989318, 0.1556573, 1.0]], ['2, k, 5', [0.1470567, -0.1014251, 1.0]], ['2, k, 6', [0.1346861, -0.318152, 1.0]], ['2, k, 7', [0.1414589, -0.3594138, 1.0]], ['2, k, 8', [0.5383677, 0.1705283, 1.0]], ['2, k, 9', [0.5589764, -0.05727519, 1.0]], ['2, k, 10', [0.5455194, -0.2468251, 1.0]], ['2, k, 11', [0.5313227, -0.2785933, 1.0]], ['2, k, 12', [0.2548977, -0.3772273, 1.0]], ['2, k, 13', [0.1619367, -0.6362877, 1.0]], ['2, k, 14', [0.1177569, -0.8666304, 1.0]], ['2, k, 15', [0.07354298, -0.932279, 1.0]], ['2, k, 16', [0.4102706, -0.392621, 1.0]], ['2, k, 17', [0.4513529, -0.6571267, 1.0]], ['2, k, 18', [0.5283372, -0.8904808, 1.0]], ['2, k, 19', [0.5342657, -0.9213675, 1.0]], ['2, k, 20', [0.3653327, 0.1965107, 1.0]], ['2, k, 21', [0.1302683, -0.4188206, 1.0]], ['2, k, 22', [0.1775095, -0.3485184, 1.0]], ['2, k, 23', [0.5354526, -0.3157094, 1.0]], ['2, k, 24', [0.5361636, -0.2605919, 1.0]]]
