[['2, k, 0', [0.03809741, -0.2645356, 1.0]], ['2, k, 1', [0.02041547, 0.03274924, 1.0]], ['2, k, 2', [0.002801652, 0.3220441, 1.0]], ['2, k, 3', [0.004722789, 0.4546102, 1.0]], ['2, k, 4', [-0.1621699, 0.2048125, 1.0]], ['2, k, 5', [-0.2143255, -0.04032932, 1.0]], ['2, k, 6', [-0.2589534, -0.2368468, 1.0]], ['2, k, 7', [-0.2665712, -0.2818098, 1.0]], ['2, k, 8', [0.1789877, 0.2066093, 1.0]], ['2, k, 9', [0.2417218, 0.00437825, 1.0]], ['2, k, 10', [0.2020749, -0.1094816, 1.0]], ['2, k, 11', [0.1696769, -0.1390559, 1.0]], ['2, k, 12', [-0.05064987, -0.2642483, 1.0]], ['2, k, 13', [-0.126936, -0.2802235, 1.0]], ['2, k, 14', [-0.1207189, -0.6206719, 1.0]], ['2, k, 15', [-0.1148402, -0.6565012, 1.0]], ['2, k, 16', [0.1257589, -0.2571914, 1.0]], ['2, k, 17', [0.1753235, -0.270464, 1.0]], ['2, k, 18', [0.1501535, -0.6159778, 1.0]], ['2, k, 19', [0.1858128, -0.7004712, 1.0]], ['2, k, 20', [0.007140474, 0.250803, 1.0]], ['2, k, 21', [-0.274496, -0.3484251, 1.0]], ['2, k, 22', [-0.2387928, -0.297624, 1.0]], ['2, k, 23', [0.157386, -0.1800841, 1.0]], ['2, k, 24', [0.1246165, -0.1611126, 1.0]]]
[['2, k, 0', [0.03801275, -0.2646047, 1.0]], ['2, k, 1', [0.02069579, 0.03217153, 1.0]], ['2, k, 2', [0.003832036, 0.3209759, 1.0]], ['2, k, 3', [0.007478871, 0.4525491, 1.0]], ['2, k, 4', [-0.1610139, 0.2039508, 1.0]], ['2, k, 5', [-0.1997082, 0.02759241, 1.0]], ['2, k, 6', [-0.2184112, -0.002209627, 1.0]], ['2, k, 7', [-0.2550901, 0.04197618, 1.0]], ['2, k, 8', [0.1798637, 0.2048559, 1.0]], ['2, k, 9', [0.2418086, 0.001899749, 1.0]], ['2, k, 10', [0.2057846, -0.1123601, 1.0]], ['2, k, 11', [0.1666441, -0.1644311, 1.0]], ['2, k, 12', [-0.05070349, -0.2641084, 1.0]], ['2, k, 13', [-0.1276641, -0.2790035, 1.0]], ['2, k, 14', [-0.1239008, -0.6195287, 1.0]], ['2, k, 15', [-0.117678, -0.6554483, 1.0]], ['2, k, 16', [0.1255919, -0.2574517, 1.0]], ['2, k, 17', [0.17572, -0.2704113, 1.0]], ['2, k, 18', [0.1501904, -0.6158062, 1.0]], ['2, k, 19', [0.1873905, -0.6999965, 1.0]], ['2, k, 20', [0.008040606, 0.249844, 1.0]], ['2, k, 21', [-0.2704216, 0.06143779, 1.0]], ['2, k, 22', [-0.2220866, 0.03343078, 1.0]], ['2, k, 23', [0.1555156, -0.2054357, 1.0]], ['2, k, 24', [0.113736, -0.1611174, 1.0]]]
[['2, k, 0', [0.03801193, -0.2646849, 1.0]], ['2, k, 1', [0.02065856, 0.03213187, 1.0]], ['2, k, 2', [0.00372496, 0.3209588, 1.0]], ['2, k, 3', [0.006965625, 0.4524229, 1.0]], ['2, k, 4', [-0.1603541, 0.2042936, 1.0]], ['2, k, 5', [-0.2160701, 0.01796313, 1.0]], ['2, k, 6', [-0.2289037, 0.05680206, 1.0]], ['2, k, 7', [-0.2463044, 0.1004054, 1.0]], ['2, k, 8', [0.1799545, 0.2044041, 1.0]], ['2, k, 9', [0.2414865, 0.00171466, 1.0]], ['2, k, 10', [0.2059103, -0.1131445, 1.0]], ['2, k, 11', [0.1754945, -0.1592748, 1.0]], ['2, k, 12', [-0.05071443, -0.2641549, 1.0]], ['2, k, 13', [-0.1276702, -0.2790068, 1.0]], ['2, k, 14', [-0.1245549, -0.6196028, 1.0]], ['2, k, 15', [-0.1182099, -0.6555194, 1.0]], ['2, k, 16', [0.1256116, -0.2575999, 1.0]], ['2, k, 17', [0.1757281, -0.2703983, 1.0]], ['2, k, 18', [0.1502108, -0.6157892, 1.0]], ['2, k, 19', [0.1873152, -0.699977, 1.0]], ['2, k, 20', [0.007953497, 0.2498189, 1.0]], ['2, k, 21', [-0.2561321, 0.1176878, 1.0]], ['2, k, 22', [-0.214398, 0.09005968, 1.0]], ['2, k, 23', [0.1655494, -0.1953565, 1.0]], ['2, k, 24', [0.1350978, -0.1444419, 1.0]]]
[['2, k, 0', [0.03802253, -0.2647068, 1.0]], ['2, k, 1', [0.02062448, 0.03207367, 1.0]], ['2, k, 2', [0.003512556, 0.3208285, 1.0]], ['2, k, 3', [0.006618128, 0.4524493, 1.0]], ['2, k, 4', [-0.1583896, 0.2053507, 1.0]], ['2, k, 5', [-0.2256964, 0.0231149, 1.0]], ['2, k, 6', [-0.233538, 0.1217671, 1.0]], ['2, k, 7', [-0.238637, 0.1549276, 1.0]], ['2, k, 8', [0.1797406, 0.2047083, 1.0]], ['2, k, 9', [0.2414188, 0.002091544, 1.0]], ['2, k, 10', [0.2059264, -0.1133026, 1.0]], ['2, k, 11', [0.1662102, -0.1659595, 1.0]], ['2, k, 12', [-0.05070645, -0.2641864, 1.0]], ['2, k, 13', [-0.1276201, -0.2790158, 1.0]], ['2, k, 14', [-0.1271982, -0.6194593, 1.0]], ['2, k, 15', [-0.1205771, -0.6553572, 1.0]], ['2, k, 16', [0.1256274, -0.2576207, 1.0]], ['2, k, 17', [0.1756784, -0.2704224, 1.0]], ['2, k, 18', [0.1504017, -0.615944, 1.0]], ['2, k, 19', [0.1873592, -0.7001336, 1.0]], ['2, k, 20', [0.007796352, 0.2497062, 1.0]], ['2, k, 21', [-0.2477991, 0.1699789, 1.0]], ['2, k, 22', [-0.2031237, 0.1500515, 1.0]], ['2, k, 23', [0.1584788, -0.2079457, 1.0]], ['2, k, 24', [0.1147456, -0.1718698, 1.0]]]
[['2, k, 0', [0.03802172, -0.2647104, 1.0]], ['2, k, 1', [0.02058825, 0.03208101, 1.0]], ['2, k, 2', [0.00337753, 0.3208858, 1.0]], ['2, k, 3', [0.00609728, 0.4526625, 1.0]], ['2, k, 4', [-0.1583478, 0.206019, 1.0]], ['2, k, 5', [-0.2287388, 0.02537645, 1.0]], ['2, k, 6', [-0.2265453, 0.1445684, 1.0]], ['2, k, 7', [-0.2272366, 0.1962254, 1.0]], ['2, k, 8', [0.1792261, 0.2047095, 1.0]], ['2, k, 9', [0.2415146, 0.002266173, 1.0]], ['2, k, 10', [0.2059951, -0.113404, 1.0]], ['2, k, 11', [0.1664672, -0.1657108, 1.0]], ['2, k, 12', [-0.05071033, -0.2641968, 1.0]], ['2, k, 13', [-0.1276339, -0.2790333, 1.0]], ['2, k, 14', [-0.1270077, -0.6194651, 1.0]], ['2, k, 15', [-0.1201066, -0.6553568, 1.0]], ['2, k, 16', [0.1256286, -0.257628, 1.0]], ['2, k, 17', [0.1756804, -0.2704197, 1.0]], ['2, k, 18', [0.1513294, -0.6161388, 1.0]], ['2, k, 19', [0.1875964, -0.7004511, 1.0]], ['2, k, 20', [0.00768762, 0.2497472, 1.0]], ['2, k, 21', [-0.2298607, 0.223881, 1.0]], ['2, k, 22', [-0.1934554, 0.2020122, 1.0]], ['2, k, 23', [0.1565067, -0.2072671, 1.0]], ['2, k, 24', [0.1157105, -0.1702463, 1.0]]]
[['2, k, 0', [0.03804348, -0.2647904, 1.0]], ['2, k, 1', [0.02054333, 0.03195523, 1.0]], ['2, k, 2', [0.003203831, 0.3206684, 1.0]], ['2, k, 3', [0.005779069, 0.4526074, 1.0]], ['2, k, 4', [-0.1578821, 0.2063904, 1.0]], ['2, k, 5', [-0.2286981, 0.02595242, 1.0]], ['2, k, 6', [-0.2221721, 0.1694397, 1.0]], ['2, k, 7', [-0.2209584, 0.2288783, 1.0]], ['2, k, 8', [0.1784761, 0.2051144, 1.0]], ['2, k, 9', [0.2411482, 0.002216525, 1.0]], ['2, k, 10', [0.2059774, -0.1134743, 1.0]], ['2, k, 11', [0.1742441, -0.1570102, 1.0]], ['2, k, 12', [-0.05068748, -0.2643532, 1.0]], ['2, k, 13', [-0.1276234, -0.2790373, 1.0]], ['2, k, 14', [-0.1269957, -0.6194568, 1.0]], ['2, k, 15', [-0.1197374, -0.6553368, 1.0]], ['2, k, 16', [0.125649, -0.2576653, 1.0]], ['2, k, 17', [0.1755799, -0.2707151, 1.0]], ['2, k, 18', [0.1507757, -0.6163242, 1.0]], ['2, k, 19', [0.1874683, -0.7005169, 1.0]], ['2, k, 20', [0.007548659, 0.2495529, 1.0]], ['2, k, 21', [-0.2279553, 0.2681628, 1.0]], ['2, k, 22', [-0.1790785, 0.2447565, 1.0]], ['2, k, 23', [0.1679552, -0.1966011, 1.0]], ['2, k, 24', [0.1362653, -0.1540733, 1.0]]]
[['2, k, 0', [0.03805485, -0.2648758, 1.0]], ['2, k, 1', [0.02049687, 0.03182652, 1.0]], ['2, k, 2', [0.003049247, 0.3204823, 1.0]], ['2, k, 3', [0.004978018, 0.4526618, 1.0]], ['2, k, 4', [-0.1570279, 0.2072569, 1.0]], ['2, k, 5', [-0.2224201, 0.0473743, 1.0]], ['2, k, 6', [-0.2120208, 0.207243, 1.0]], ['2, k, 7', [-0.2103776, 0.2507198, 1.0]], ['2, k, 8', [0.1784988, 0.2051378, 1.0]], ['2, k, 9', [0.2407304, 0.002257264, 1.0]], ['2, k, 10', [0.2058956, -0.1133352, 1.0]], ['2, k, 11', [0.1669214, -0.1659736, 1.0]], ['2, k, 12', [-0.05067534, -0.2644646, 1.0]], ['2, k, 13', [-0.1275931, -0.2790337, 1.0]], ['2, k, 14', [-0.1270258, -0.6194329, 1.0]], ['2, k, 15', [-0.1193109, -0.655293, 1.0]], ['2, k, 16', [0.125662, -0.2577375, 1.0]], ['2, k, 17', [0.1755375, -0.2707358, 1.0]], ['2, k, 18', [0.1507047, -0.6163697, 1.0]], ['2, k, 19', [0.1874819, -0.700525, 1.0]], ['2, k, 20', [0.007421159, 0.2493785, 1.0]], ['2, k, 21', [-0.2124402, 0.3031871, 1.0]], ['2, k, 22', [-0.1678286, 0.2642719, 1.0]], ['2, k, 23', [0.1587846, -0.2059175, 1.0]], ['2, k, 24', [0.1128872, -0.1553122, 1.0]]]
[['2, k, 0', [0.03807106, -0.2648785, 1.0]], ['2, k, 1', [0.02034199, 0.03178019, 1.0]], ['2, k, 2', [0.002323625, 0.3203119, 1.0]], ['2, k, 3', [0.004880232, 0.4524058, 1.0]], ['2, k, 4', [-0.1561776, 0.2078448, 1.0]], ['2, k, 5', [-0.2204831, 0.0498958, 1.0]], ['2, k, 6', [-0.2072826, 0.2171912, 1.0]], ['2, k, 7', [-0.2007228, 0.2689503, 1.0]], ['2, k, 8', [0.1785978, 0.2052674, 1.0]], ['2, k, 9', [0.2401662, 0.003078535, 1.0]], ['2, k, 10', [0.2192646, -0.137672, 1.0]], ['2, k, 11', [0.1687157, -0.1634399, 1.0]], ['2, k, 12', [-0.05064786, -0.26447, 1.0]], ['2, k, 13', [-0.1276157, -0.2789341, 1.0]], ['2, k, 14', [-0.1266288, -0.6192176, 1.0]], ['2, k, 15', [-0.1184865, -0.6550682, 1.0]], ['2, k, 16', [0.125671, -0.2577409, 1.0]], ['2, k, 17', [0.1755437, -0.2707652, 1.0]], ['2, k, 18', [0.1507234, -0.6164032, 1.0]], ['2, k, 19', [0.1869341, -0.7007584, 1.0]], ['2, k, 20', [0.006864277, 0.2492438, 1.0]], ['2, k, 21', [-0.2017451, 0.3201309, 1.0]], ['2, k, 22', [-0.1633419, 0.2698784, 1.0]], ['2, k, 23', [0.1548682, -0.2033528, 1.0]], ['2, k, 24', [0.1212888, -0.1707889, 1.0]]]
[['2, k, 0', [0.03806837, -0.2649149, 1.0]], ['2, k, 1', [0.0203449, 0.03170539, 1.0]], ['2, k, 2', [0.002397474, 0.3201903, 1.0]], ['2, k, 3', [0.004847556, 0.4522441, 1.0]], ['2, k, 4', [-0.1553504, 0.2084305, 1.0]], ['2, k, 5', [-0.2189635, -0.02350347, 1.0]], ['2, k, 6', [-0.1953182, 0.1976919, 1.0]], ['2, k, 7', [-0.1912259, 0.2648699, 1.0]], ['2, k, 8', [0.1791142, 0.2046009, 1.0]], ['2, k, 9', [0.2399076, 0.003451851, 1.0]], ['2, k, 10', [0.2015889, -0.1125993, 1.0]], ['2, k, 11', [0.1554099, -0.1257903, 1.0]], ['2, k, 12', [-0.05063847, -0.264474, 1.0]], ['2, k, 13', [-0.1275123, -0.2787576, 1.0]], ['2, k, 14', [-0.1270003, -0.6190914, 1.0]], ['2, k, 15', [-0.1180377, -0.6549186, 1.0]], ['2, k, 16', [0.1256301, -0.2578847, 1.0]], ['2, k, 17', [0.1754603, -0.2705668, 1.0]], ['2, k, 18', [0.150815, -0.6162055, 1.0]], ['2, k, 19', [0.1868837, -0.7006328, 1.0]], ['2, k, 20', [0.006909109, 0.2491323, 1.0]], ['2, k, 21', [-0.1949984, 0.3180372, 1.0]], ['2, k, 22', [-0.1522286, 0.2588709, 1.0]], ['2, k, 23', [0.1354314, -0.1725222, 1.0]], ['2, k, 24', [0.10245, -0.08121337, 1.0]]]
[['2, k, 0', [0.03808629, -0.2650087, 1.0]], ['2, k, 1', [0.02029609, 0.03153941, 1.0]], ['2, k, 2', [0.00229481, 0.3199648, 1.0]], ['2, k, 3', [0.005084391, 0.4520525, 1.0]], ['2, k, 4', [-0.1554834, 0.2087647, 1.0]], ['2, k, 5', [-0.2143441, 0.04581589, 1.0]], ['2, k, 6', [-0.1862646, 0.238652, 1.0]], ['2, k, 7', [-0.1816544, 0.2721666, 1.0]], ['2, k, 8', [0.1792123, 0.2045177, 1.0]], ['2, k, 9', [0.2396923, 0.003579082, 1.0]], ['2, k, 10', [0.2025762, -0.1122878, 1.0]], ['2, k, 11', [0.1547269, -0.1263877, 1.0]], ['2, k, 12', [-0.05058715, -0.2645372, 1.0]], ['2, k, 13', [-0.1275279, -0.2787197, 1.0]], ['2, k, 14', [-0.1268799, -0.6191328, 1.0]], ['2, k, 15', [-0.1170067, -0.654938, 1.0]], ['2, k, 16', [0.1256163, -0.2580582, 1.0]], ['2, k, 17', [0.1754299, -0.2705547, 1.0]], ['2, k, 18', [0.1505844, -0.6161721, 1.0]], ['2, k, 19', [0.1870371, -0.700475, 1.0]], ['2, k, 20', [0.006814772, 0.2489184, 1.0]], ['2, k, 21', [-0.1796478, 0.3110802, 1.0]], ['2, k, 22', [-0.1500291, 0.2472573, 1.0]], ['2, k, 23', [0.1357274, -0.1720397, 1.0]], ['2, k, 24', [0.1024102, -0.08119235, 1.0]]]
[['2, k, 0', [0.03809003, -0.2650917, 1.0]], ['2, k, 1', [0.02035026, 0.03143657, 1.0]], ['2, k, 2', [0.00247852, 0.3198362, 1.0]], ['2, k, 3', [0.005235163, 0.4519376, 1.0]], ['2, k, 4', [-0.1562912, 0.2087324, 1.0]], ['2, k, 5', [-0.2137957, 0.04384332, 1.0]], ['2, k, 6', [-0.1778912, 0.2280229, 1.0]], ['2, k, 7', [-0.1755019, 0.2505428, 1.0]], ['2, k, 8', [0.1791003, 0.2045325, 1.0]], ['2, k, 9', [0.2401539, 0.003460341, 1.0]], ['2, k, 10', [0.2033784, -0.1122822, 1.0]], ['2, k, 11', [0.1545622, -0.1258598, 1.0]], ['2, k, 12', [-0.05057427, -0.264619, 1.0]], ['2, k, 13', [-0.1275928, -0.2786175, 1.0]], ['2, k, 14', [-0.1267279, -0.6193199, 1.0]], ['2, k, 15', [-0.1161077, -0.6550998, 1.0]], ['2, k, 16', [0.1256135, -0.2581426, 1.0]], ['2, k, 17', [0.1755235, -0.2703682, 1.0]], ['2, k, 18', [0.1506079, -0.6159766, 1.0]], ['2, k, 19', [0.1866355, -0.7004734, 1.0]], ['2, k, 20', [0.006953729, 0.2487973, 1.0]], ['2, k, 21', [-0.1735851, 0.3069297, 1.0]], ['2, k, 22', [-0.1398054, 0.2136938, 1.0]], ['2, k, 23', [0.13595, -0.1722194, 1.0]], ['2, k, 24', [0.1025123, -0.08162908, 1.0]]]
[['2, k, 0', [0.03809054, -0.2651926, 1.0]], ['2, k, 1', [0.02027956, 0.03129034, 1.0]], ['2, k, 2', [0.002331642, 0.3196411, 1.0]], ['2, k, 3', [0.005028931, 0.4516056, 1.0]], ['2, k, 4', [-0.1561426, 0.2088484, 1.0]], ['2, k, 5', [-0.2138438, 0.04328364, 1.0]], ['2, k, 6', [-0.1791833, 0.2277186, 1.0]], ['2, k, 7', [-0.1774282, 0.2517811, 1.0]], ['2, k, 8', [0.1791493, 0.2044193, 1.0]], ['2, k, 9', [0.240332, 0.003743344, 1.0]], ['2, k, 10', [0.2033926, -0.1121978, 1.0]], ['2, k, 11', [0.1553491, -0.1269032, 1.0]], ['2, k, 12', [-0.05056307, -0.264707, 1.0]], ['2, k, 13', [-0.127731, -0.2787171, 1.0]], ['2, k, 14', [-0.1268544, -0.6194748, 1.0]], ['2, k, 15', [-0.116075, -0.6552548, 1.0]], ['2, k, 16', [0.1256055, -0.2582603, 1.0]], ['2, k, 17', [0.1755302, -0.2703458, 1.0]], ['2, k, 18', [0.1509493, -0.6159816, 1.0]], ['2, k, 19', [0.1867184, -0.7005847, 1.0]], ['2, k, 20', [0.00682511, 0.248615, 1.0]], ['2, k, 21', [-0.1786797, 0.3101597, 1.0]], ['2, k, 22', [-0.143141, 0.2122431, 1.0]], ['2, k, 23', [0.1373578, -0.1730092, 1.0]], ['2, k, 24', [0.1026667, -0.0819267, 1.0]]]
[['2, k, 0', [0.03809585, -0.2652021, 1.0]], ['2, k, 1', [0.02023718, 0.0312144, 1.0]], ['2, k, 2', [0.002192466, 0.3194411, 1.0]], ['2, k, 3', [0.004916889, 0.4509494, 1.0]], ['2, k, 4', [-0.156032, 0.2089281, 1.0]], ['2, k, 5', [-0.2139153, 0.04231314, 1.0]], ['2, k, 6', [-0.183895, 0.2272941, 1.0]], ['2, k, 7', [-0.1841883, 0.2540138, 1.0]], ['2, k, 8', [0.1792052, 0.2044844, 1.0]], ['2, k, 9', [0.2409033, 0.004062559, 1.0]], ['2, k, 10', [0.2037681, -0.1117154, 1.0]], ['2, k, 11', [0.1566177, -0.1259765, 1.0]], ['2, k, 12', [-0.05055098, -0.2647159, 1.0]], ['2, k, 13', [-0.1276991, -0.2793598, 1.0]], ['2, k, 14', [-0.126333, -0.6200485, 1.0]], ['2, k, 15', [-0.1154622, -0.6558327, 1.0]], ['2, k, 16', [0.1256062, -0.2582733, 1.0]], ['2, k, 17', [0.1756036, -0.2702417, 1.0]], ['2, k, 18', [0.1510668, -0.6159062, 1.0]], ['2, k, 19', [0.1578732, -0.6516951, 1.0]], ['2, k, 20', [0.006711164, 0.2484508, 1.0]], ['2, k, 21', [-0.1829405, 0.3102626, 1.0]], ['2, k, 22', [-0.1503736, 0.2135106, 1.0]], ['2, k, 23', [0.137367, -0.1726196, 1.0]], ['2, k, 24', [0.1025198, -0.08160929, 1.0]]]
[['2, k, 0', [0.03809725, -0.2652465, 1.0]], ['2, k, 1', [0.02022328, 0.03113194, 1.0]], ['2, k, 2', [0.00218491, 0.319335, 1.0]], ['2, k, 3', [0.004891078, 0.4509352, 1.0]], ['2, k, 4', [-0.1558649, 0.209026, 1.0]], ['2, k, 5', [-0.2143377, 0.04101292, 1.0]], ['2, k, 6', [-0.1856946, 0.2255785, 1.0]], ['2, k, 7', [-0.1852419, 0.2473179, 1.0]], ['2, k, 8', [0.179403, 0.2045391, 1.0]], ['2, k, 9', [0.240959, 0.004121424, 1.0]], ['2, k, 10', [0.2037811, -0.1116266, 1.0]], ['2, k, 11', [0.156224, -0.1247233, 1.0]], ['2, k, 12', [-0.05053841, -0.2647597, 1.0]], ['2, k, 13', [-0.1276906, -0.2790013, 1.0]], ['2, k, 14', [-0.1258876, -0.619588, 1.0]], ['2, k, 15', [-0.1149991, -0.6553789, 1.0]], ['2, k, 16', [0.125599, -0.2583222, 1.0]], ['2, k, 17', [0.1756012, -0.2702428, 1.0]], ['2, k, 18', [0.1508749, -0.6158898, 1.0]], ['2, k, 19', [0.186821, -0.7003188, 1.0]], ['2, k, 20', [0.006699368, 0.2483494, 1.0]], ['2, k, 21', [-0.1802059, 0.3019669, 1.0]], ['2, k, 22', [-0.1485928, 0.2067821, 1.0]], ['2, k, 23', [0.1417437, -0.1732572, 1.0]], ['2, k, 24', [0.10256, -0.08213016, 1.0]]]
[['2, k, 0', [0.03809661, -0.2652784, 1.0]], ['2, k, 1', [0.02022381, 0.03107274, 1.0]], ['2, k, 2', [0.00221593, 0.319245, 1.0]], ['2, k, 3', [0.005008571, 0.4507386, 1.0]], ['2, k, 4', [-0.1557629, 0.2089773, 1.0]], ['2, k, 5', [-0.214505, 0.03449024, 1.0]], ['2, k, 6', [-0.1875106, 0.2187422, 1.0]], ['2, k, 7', [-0.1862537, 0.246986, 1.0]], ['2, k, 8', [0.1794281, 0.204334, 1.0]], ['2, k, 9', [0.240638, 0.002990148, 1.0]], ['2, k, 10', [0.1736959, -0.1327683, 1.0]], ['2, k, 11', [0.1530389, -0.161549, 1.0]], ['2, k, 12', [-0.05053411, -0.2647756, 1.0]], ['2, k, 13', [-0.12771, -0.2789713, 1.0]], ['2, k, 14', [-0.12597, -0.6195155, 1.0]], ['2, k, 15', [-0.1150749, -0.655311, 1.0]], ['2, k, 16', [0.1255912, -0.2583793, 1.0]], ['2, k, 17', [0.1756285, -0.2702164, 1.0]], ['2, k, 18', [0.1514636, -0.6160378, 1.0]], ['2, k, 19', [0.1582936, -0.6518258, 1.0]], ['2, k, 20', [0.006718304, 0.2482681, 1.0]], ['2, k, 21', [-0.1818294, 0.3012044, 1.0]], ['2, k, 22', [-0.1515715, 0.2077739, 1.0]], ['2, k, 23', [0.1322628, -0.1878789, 1.0]], ['2, k, 24', [0.1069037, -0.1678011, 1.0]]]
[['2, k, 0', [0.03810142, -0.2652733, 1.0]], ['2, k, 1', [0.02024138, 0.03107502, 1.0]], ['2, k, 2', [0.002296166, 0.3192497, 1.0]], ['2, k, 3', [0.004998878, 0.4507048, 1.0]], ['2, k, 4', [-0.1557207, 0.2089161, 1.0]], ['2, k, 5', [-0.2144839, 0.02956199, 1.0]], ['2, k, 6', [-0.1892512, 0.2131575, 1.0]], ['2, k, 7', [-0.1859751, 0.2471602, 1.0]], ['2, k, 8', [0.1794232, 0.2043979, 1.0]], ['2, k, 9', [0.2406333, 0.003290008, 1.0]], ['2, k, 10', [0.1940045, -0.1121011, 1.0]], ['2, k, 11', [0.1448876, -0.1485388, 1.0]], ['2, k, 12', [-0.05051825, -0.264775, 1.0]], ['2, k, 13', [-0.1277266, -0.2789997, 1.0]], ['2, k, 14', [-0.1259673, -0.6195639, 1.0]], ['2, k, 15', [-0.1150751, -0.6553583, 1.0]], ['2, k, 16', [0.1255957, -0.2583634, 1.0]], ['2, k, 17', [0.1756624, -0.2702125, 1.0]], ['2, k, 18', [0.1514953, -0.6160068, 1.0]], ['2, k, 19', [0.1583222, -0.6517951, 1.0]], ['2, k, 20', [0.006775536, 0.2482716, 1.0]], ['2, k, 21', [-0.1788166, 0.3049281, 1.0]], ['2, k, 22', [-0.1527761, 0.2633237, 1.0]], ['2, k, 23', [0.1371967, -0.1912534, 1.0]], ['2, k, 24', [0.08327627, -0.1334607, 1.0]]]
[['2, k, 0', [0.03810203, -0.2653184, 1.0]], ['2, k, 1', [0.0202919, 0.03102601, 1.0]], ['2, k, 2', [0.002497021, 0.319193, 1.0]], ['2, k, 3', [0.004980917, 0.4507253, 1.0]], ['2, k, 4', [-0.1552343, 0.2088962, 1.0]], ['2, k, 5', [-0.2146184, 0.02793142, 1.0]], ['2, k, 6', [-0.1875795, 0.2097476, 1.0]], ['2, k, 7', [-0.1833637, 0.2452332, 1.0]], ['2, k, 8', [0.1794702, 0.2043486, 1.0]], ['2, k, 9', [0.2406437, 0.003287108, 1.0]], ['2, k, 10', [0.2058961, -0.111583, 1.0]], ['2, k, 11', [0.162659, -0.1222927, 1.0]], ['2, k, 12', [-0.05051983, -0.2648121, 1.0]], ['2, k, 13', [-0.1277219, -0.2789894, 1.0]], ['2, k, 14', [-0.1256805, -0.6194971, 1.0]], ['2, k, 15', [-0.1149171, -0.6552948, 1.0]], ['2, k, 16', [0.1256003, -0.2584185, 1.0]], ['2, k, 17', [0.1756731, -0.2702054, 1.0]], ['2, k, 18', [0.1513318, -0.6159588, 1.0]], ['2, k, 19', [0.1580365, -0.65175, 1.0]], ['2, k, 20', [0.006923849, 0.2482154, 1.0]], ['2, k, 21', [-0.1741685, 0.29876, 1.0]], ['2, k, 22', [-0.1636778, 0.2561578, 1.0]], ['2, k, 23', [0.1420987, -0.1667065, 1.0]], ['2, k, 24', [0.1079659, -0.1106783, 1.0]]]
[['2, k, 0', [0.03812144, -0.265423, 1.0]], ['2, k, 1', [0.02032643, 0.03100793, 1.0]], ['2, k, 2', [0.002627691, 0.3192841, 1.0]], ['2, k, 3', [0.005059147, 0.450667, 1.0]], ['2, k, 4', [-0.1548812, 0.2085853, 1.0]], ['2, k, 5', [-0.2154163, 0.02650697, 1.0]], ['2, k, 6', [-0.1853637, 0.2090847, 1.0]], ['2, k, 7', [-0.1809003, 0.2386217, 1.0]], ['2, k, 8', [0.1796816, 0.204035, 1.0]], ['2, k, 9', [0.2406841, 0.003728771, 1.0]], ['2, k, 10', [0.2059271, -0.111499, 1.0]], ['2, k, 11', [0.1604557, -0.1220967, 1.0]], ['2, k, 12', [-0.05051966, -0.2648839, 1.0]], ['2, k, 13', [-0.127805, -0.2790993, 1.0]], ['2, k, 14', [-0.1258691, -0.6196005, 1.0]], ['2, k, 15', [-0.1151288, -0.655392, 1.0]], ['2, k, 16', [0.1256529, -0.2585824, 1.0]], ['2, k, 17', [0.17563, -0.2700585, 1.0]], ['2, k, 18', [0.1512837, -0.6157818, 1.0]], ['2, k, 19', [0.1579634, -0.651571, 1.0]], ['2, k, 20', [0.007019565, 0.248265, 1.0]], ['2, k, 21', [-0.1630545, 0.2926735, 1.0]], ['2, k, 22', [-0.1977382, 0.2451256, 1.0]], ['2, k, 23', [0.1405341, -0.1672933, 1.0]], ['2, k, 24', [0.1096207, -0.118234, 1.0]]]
[['2, k, 0', [0.03810155, -0.2656289, 1.0]], ['2, k, 1', [0.02026853, 0.03097422, 1.0]], ['2, k, 2', [0.002476997, 0.3193767, 1.0]], ['2, k, 3', [0.005230332, 0.4506498, 1.0]], ['2, k, 4', [-0.154143, 0.2080261, 1.0]], ['2, k, 5', [-0.2157018, 0.02448841, 1.0]], ['2, k, 6', [-0.169395, 0.2186822, 1.0]], ['2, k, 7', [-0.1750817, 0.2289198, 1.0]], ['2, k, 8', [0.1796403, 0.2037067, 1.0]], ['2, k, 9', [0.2406156, 0.003659588, 1.0]], ['2, k, 10', [0.2055646, -0.1115373, 1.0]], ['2, k, 11', [0.1597403, -0.1251866, 1.0]], ['2, k, 12', [-0.05059202, -0.2650297, 1.0]], ['2, k, 13', [-0.1278982, -0.2793228, 1.0]], ['2, k, 14', [-0.1258232, -0.619769, 1.0]], ['2, k, 15', [-0.1153401, -0.655564, 1.0]], ['2, k, 16', [0.1257076, -0.2588833, 1.0]], ['2, k, 17', [0.1756245, -0.270112, 1.0]], ['2, k, 18', [0.1513387, -0.6158381, 1.0]], ['2, k, 19', [0.157761, -0.6516312, 1.0]], ['2, k, 20', [0.006904435, 0.2483123, 1.0]], ['2, k, 21', [-0.1607754, 0.2777189, 1.0]], ['2, k, 22', [-0.1852124, 0.2332559, 1.0]], ['2, k, 23', [0.1351193, -0.1707665, 1.0]], ['2, k, 24', [0.1088435, -0.1133447, 1.0]]]
