[['2, k, 0', [-0.1631262, 0.06107363, 1.0]], ['2, k, 1', [-0.1686638, 0.3316034, 1.0]], ['2, k, 2', [-0.1741219, 0.595399, 1.0]], ['2, k, 3', [-0.1651895, 0.7321769, 1.0]], ['2, k, 4', [-0.317324, 0.477324, 1.0]], ['2, k, 5', [-0.3540781, 0.2508425, 1.0]], ['2, k, 6', [-0.359796, 0.06846566, 1.0]], ['2, k, 7', [-0.369777, 0.007403781, 1.0]], ['2, k, 8', [-0.004189958, 0.4770063, 1.0]], ['2, k, 9', [0.03431775, 0.2375683, 1.0]], ['2, k, 10', [0.04604107, 0.05583368, 1.0]], ['2, k, 11', [0.0366633, 0.005129147, 1.0]], ['2, k, 12', [-0.2241597, 0.061324, 1.0]], ['2, k, 13', [-0.2217036, -0.2526059, 1.0]], ['2, k, 14', [-0.214001, -0.5264079, 1.0]], ['2, k, 15', [-0.1979871, -0.5731723, 1.0]], ['2, k, 16', [-0.09843157, 0.05946385, 1.0]], ['2, k, 17', [-0.1161695, -0.2557181, 1.0]], ['2, k, 18', [-0.1051894, -0.5288826, 1.0]], ['2, k, 19', [-0.1141478, -0.6228489, 1.0]], ['2, k, 20', [-0.1728168, 0.5304025, 1.0]], ['2, k, 21', [-0.3730934, -0.05399203, 1.0]], ['2, k, 22', [-0.3966764, 0.02720723, 1.0]], ['2, k, 23', [0.04975297, -0.04869231, 1.0]], ['2, k, 24', [0.0004666563, -0.0003596556, 1.0]]]
[['2, k, 0', [-0.1713554, 0.07110496, 1.0]], ['2, k, 1', [-0.180329, 0.3390596, 1.0]], ['2, k, 2', [-0.1894922, 0.6004241, 1.0]], ['2, k, 3', [-0.1758713, 0.732545, 1.0]], ['2, k, 4', [-0.3345089, 0.4799181, 1.0]], ['2, k, 5', [-0.3725109, 0.2529591, 1.0]], ['2, k, 6', [-0.3641896, 0.0710823, 1.0]], ['2, k, 7', [-0.3499469, 0.01783022, 1.0]], ['2, k, 8', [0.002336504, 0.5137133, 1.0]], ['2, k, 9', [0.2178073, 0.5094099, 1.0]], ['2, k, 10', [0.3967477, 0.4970281, 1.0]], ['2, k, 11', [0.4408383, 0.4938667, 1.0]], ['2, k, 12', [-0.231036, 0.07107015, 1.0]], ['2, k, 13', [-0.2252268, -0.2440921, 1.0]], ['2, k, 14', [-0.2210903, -0.5562872, 1.0]], ['2, k, 15', [-0.2111474, -0.6292589, 1.0]], ['2, k, 16', [-0.1079219, 0.07004747, 1.0]], ['2, k, 17', [-0.1170383, -0.249074, 1.0]], ['2, k, 18', [-0.1065773, -0.5693638, 1.0]], ['2, k, 19', [-0.1110903, -0.6370919, 1.0]], ['2, k, 20', [-0.1872724, 0.5360911, 1.0]], ['2, k, 21', [-0.346572, -0.04137763, 1.0]], ['2, k, 22', [-0.3749197, 0.02188449, 1.0]], ['2, k, 23', [0.5037403, 0.4829327, 1.0]], ['2, k, 24', [0.4126738, 0.4844395, 1.0]]]
[['2, k, 0', [-0.1694512, 0.07363511, 1.0]], ['2, k, 1', [-0.1803377, 0.3398222, 1.0]], ['2, k, 2', [-0.1903739, 0.6006995, 1.0]], ['2, k, 3', [-0.176311, 0.7326093, 1.0]], ['2, k, 4', [-0.335191, 0.4807409, 1.0]], ['2, k, 5', [-0.3728665, 0.2532785, 1.0]], ['2, k, 6', [-0.363778, 0.07121503, 1.0]], ['2, k, 7', [-0.3505235, 0.01762272, 1.0]], ['2, k, 8', [0.004670099, 0.5164381, 1.0]], ['2, k, 9', [0.2154394, 0.5193383, 1.0]], ['2, k, 10', [0.3943479, 0.5471905, 1.0]], ['2, k, 11', [0.44059, 0.5507689, 1.0]], ['2, k, 12', [-0.228927, 0.07318009, 1.0]], ['2, k, 13', [-0.2231694, -0.2419453, 1.0]], ['2, k, 14', [-0.2121999, -0.5162221, 1.0]], ['2, k, 15', [-0.1862214, -0.5631072, 1.0]], ['2, k, 16', [-0.1061117, 0.07303339, 1.0]], ['2, k, 17', [-0.1170649, -0.2469175, 1.0]], ['2, k, 18', [-0.103298, -0.5699364, 1.0]], ['2, k, 19', [-0.1162847, -0.6362454, 1.0]], ['2, k, 20', [-0.1878524, 0.5364478, 1.0]], ['2, k, 21', [-0.3465099, -0.03763742, 1.0]], ['2, k, 22', [-0.3765154, 0.01632237, 1.0]], ['2, k, 23', [0.5100265, 0.5449929, 1.0]], ['2, k, 24', [0.481328, 0.5388873, 1.0]]]
[['2, k, 0', [-0.1675974, 0.07632218, 1.0]], ['2, k, 1', [-0.1794866, 0.3414226, 1.0]], ['2, k, 2', [-0.1901895, 0.6011788, 1.0]], ['2, k, 3', [-0.1765493, 0.7329777, 1.0]], ['2, k, 4', [-0.328151, 0.4840571, 1.0]], ['2, k, 5', [-0.3735218, 0.25346, 1.0]], ['2, k, 6', [-0.3633252, 0.07118703, 1.0]], ['2, k, 7', [-0.3491823, 0.02708245, 1.0]], ['2, k, 8', [0.006382199, 0.5203161, 1.0]], ['2, k, 9', [0.2316327, 0.5721092, 1.0]], ['2, k, 10', [0.4121956, 0.6009396, 1.0]], ['2, k, 11', [0.4601392, 0.6057126, 1.0]], ['2, k, 12', [-0.2269584, 0.0754984, 1.0]], ['2, k, 13', [-0.2189196, -0.2398656, 1.0]], ['2, k, 14', [-0.2131816, -0.5141172, 1.0]], ['2, k, 15', [-0.1858882, -0.5609813, 1.0]], ['2, k, 16', [-0.1043929, 0.07592363, 1.0]], ['2, k, 17', [-0.1138654, -0.2446174, 1.0]], ['2, k, 18', [-0.1039016, -0.5734909, 1.0]], ['2, k, 19', [-0.1139057, -0.637616, 1.0]], ['2, k, 20', [-0.1875699, 0.5371437, 1.0]], ['2, k, 21', [-0.3489252, -0.0427017, 1.0]], ['2, k, 22', [-0.3775013, 0.03238402, 1.0]], ['2, k, 23', [0.5299933, 0.6034419, 1.0]], ['2, k, 24', [0.4620304, 0.5963331, 1.0]]]
[['2, k, 0', [-0.1656319, 0.08029909, 1.0]], ['2, k, 1', [-0.1777354, 0.3441901, 1.0]], ['2, k, 2', [-0.18888, 0.602465, 1.0]], ['2, k, 3', [-0.176436, 0.733, 1.0]], ['2, k, 4', [-0.3301856, 0.4857665, 1.0]], ['2, k, 5', [-0.3738116, 0.2546644, 1.0]], ['2, k, 6', [-0.3627028, 0.07250852, 1.0]], ['2, k, 7', [-0.3502648, 0.0272553, 1.0]], ['2, k, 8', [0.007503473, 0.5306644, 1.0]], ['2, k, 9', [0.2138031, 0.5775037, 1.0]], ['2, k, 10', [0.4189637, 0.6495904, 1.0]], ['2, k, 11', [0.4760245, 0.6664554, 1.0]], ['2, k, 12', [-0.2250852, 0.07847107, 1.0]], ['2, k, 13', [-0.2196585, -0.2372691, 1.0]], ['2, k, 14', [-0.214811, -0.5592352, 1.0]], ['2, k, 15', [-0.2126197, -0.6309694, 1.0]], ['2, k, 16', [-0.1024114, 0.08078763, 1.0]], ['2, k, 17', [-0.1134887, -0.2406358, 1.0]], ['2, k, 18', [-0.106562, -0.5757696, 1.0]], ['2, k, 19', [-0.1126025, -0.638682, 1.0]], ['2, k, 20', [-0.1861792, 0.5387623, 1.0]], ['2, k, 21', [-0.3467776, -0.0432061, 1.0]], ['2, k, 22', [-0.3797522, -0.001838348, 1.0]], ['2, k, 23', [0.532205, 0.6680303, 1.0]], ['2, k, 24', [0.4714326, 0.6515096, 1.0]]]
[['2, k, 0', [-0.1633489, 0.08411205, 1.0]], ['2, k, 1', [-0.1764196, 0.3466816, 1.0]], ['2, k, 2', [-0.1883505, 0.6035334, 1.0]], ['2, k, 3', [-0.1762666, 0.7331048, 1.0]], ['2, k, 4', [-0.3307678, 0.4863044, 1.0]], ['2, k, 5', [-0.3756101, 0.2611412, 1.0]], ['2, k, 6', [-0.3622796, 0.07810484, 1.0]], ['2, k, 7', [-0.3507739, 0.02919752, 1.0]], ['2, k, 8', [0.01060397, 0.539426, 1.0]], ['2, k, 9', [0.2117703, 0.6269192, 1.0]], ['2, k, 10', [0.3802466, 0.7005581, 1.0]], ['2, k, 11', [0.4554635, 0.7244929, 1.0]], ['2, k, 12', [-0.2229914, 0.08158594, 1.0]], ['2, k, 13', [-0.2182698, -0.2343161, 1.0]], ['2, k, 14', [-0.2119406, -0.5642189, 1.0]], ['2, k, 15', [-0.2136922, -0.6350913, 1.0]], ['2, k, 16', [-0.1000101, 0.08506434, 1.0]], ['2, k, 17', [-0.1140371, -0.2367029, 1.0]], ['2, k, 18', [-0.1073807, -0.5758588, 1.0]], ['2, k, 19', [-0.1118751, -0.6398292, 1.0]], ['2, k, 20', [-0.1854934, 0.540167, 1.0]], ['2, k, 21', [-0.3441719, -0.04051865, 1.0]], ['2, k, 22', [-0.3729846, 0.03714156, 1.0]], ['2, k, 23', [0.5139264, 0.727488, 1.0]], ['2, k, 24', [0.4780322, 0.705103, 1.0]]]
[['2, k, 0', [-0.1617166, 0.08688258, 1.0]], ['2, k, 1', [-0.1762277, 0.3471833, 1.0]], ['2, k, 2', [-0.1885806, 0.6033318, 1.0]], ['2, k, 3', [-0.1759006, 0.7328918, 1.0]], ['2, k, 4', [-0.331057, 0.4862183, 1.0]], ['2, k, 5', [-0.3752055, 0.2614539, 1.0]], ['2, k, 6', [-0.3614941, 0.07920367, 1.0]], ['2, k, 7', [-0.3513564, 0.02972272, 1.0]], ['2, k, 8', [0.0142846, 0.5470294, 1.0]], ['2, k, 9', [0.2199439, 0.6735638, 1.0]], ['2, k, 10', [0.3861942, 0.7500343, 1.0]], ['2, k, 11', [0.4511503, 0.7847957, 1.0]], ['2, k, 12', [-0.2216052, 0.08366656, 1.0]], ['2, k, 13', [-0.2169154, -0.2328298, 1.0]], ['2, k, 14', [-0.213943, -0.5605739, 1.0]], ['2, k, 15', [-0.2127874, -0.6319491, 1.0]], ['2, k, 16', [-0.09817778, 0.08839662, 1.0]], ['2, k, 17', [-0.1143276, -0.2341113, 1.0]], ['2, k, 18', [-0.1075535, -0.5751652, 1.0]], ['2, k, 19', [-0.1142587, -0.6392874, 1.0]], ['2, k, 20', [-0.1855713, 0.5401406, 1.0]], ['2, k, 21', [-0.3440439, -0.04050602, 1.0]], ['2, k, 22', [-0.3736882, 0.03158345, 1.0]], ['2, k, 23', [0.510464, 0.7950065, 1.0]], ['2, k, 24', [0.4607124, 0.7573361, 1.0]]]
[['2, k, 0', [-0.1567816, 0.09150397, 1.0]], ['2, k, 1', [-0.1725948, 0.3500922, 1.0]], ['2, k, 2', [-0.1867179, 0.6040844, 1.0]], ['2, k, 3', [-0.1739946, 0.732996, 1.0]], ['2, k, 4', [-0.3310272, 0.4861607, 1.0]], ['2, k, 5', [-0.375887, 0.2677469, 1.0]], ['2, k, 6', [-0.3610897, 0.0854602, 1.0]], ['2, k, 7', [-0.3509144, 0.02857632, 1.0]], ['2, k, 8', [0.01558465, 0.556801, 1.0]], ['2, k, 9', [0.1495823, 0.6980507, 1.0]], ['2, k, 10', [0.3316962, 0.8369856, 1.0]], ['2, k, 11', [0.3799018, 0.8824132, 1.0]], ['2, k, 12', [-0.21679, 0.08690374, 1.0]], ['2, k, 13', [-0.2165763, -0.2304543, 1.0]], ['2, k, 14', [-0.2154741, -0.5632731, 1.0]], ['2, k, 15', [-0.210044, -0.6330387, 1.0]], ['2, k, 16', [-0.09324038, 0.09436706, 1.0]], ['2, k, 17', [-0.1137425, -0.2291246, 1.0]], ['2, k, 18', [-0.1082897, -0.5753884, 1.0]], ['2, k, 19', [-0.1131539, -0.6401672, 1.0]], ['2, k, 20', [-0.1833573, 0.5413468, 1.0]], ['2, k, 21', [-0.3429633, -0.03863509, 1.0]], ['2, k, 22', [-0.3691657, 0.03208582, 1.0]], ['2, k, 23', [0.4332949, 0.9124446, 1.0]], ['2, k, 24', [0.4011407, 0.8566366, 1.0]]]
[['2, k, 0', [-0.1533741, 0.09365584, 1.0]], ['2, k, 1', [-0.1695905, 0.351849, 1.0]], ['2, k, 2', [-0.18446, 0.6048541, 1.0]], ['2, k, 3', [-0.1718756, 0.7331887, 1.0]], ['2, k, 4', [-0.3305117, 0.4859939, 1.0]], ['2, k, 5', [-0.3757766, 0.2679575, 1.0]], ['2, k, 6', [-0.3598394, 0.08631209, 1.0]], ['2, k, 7', [-0.3486322, 0.0320614, 1.0]], ['2, k, 8', [0.01156907, 0.559155, 1.0]], ['2, k, 9', [0.1423043, 0.7188941, 1.0]], ['2, k, 10', [0.3080906, 0.8886188, 1.0]], ['2, k, 11', [0.3447807, 0.9337879, 1.0]], ['2, k, 12', [-0.2139033, 0.08815644, 1.0]], ['2, k, 13', [-0.2192288, -0.2296334, 1.0]], ['2, k, 14', [-0.2157899, -0.5636659, 1.0]], ['2, k, 15', [-0.2101562, -0.6343242, 1.0]], ['2, k, 16', [-0.08932655, 0.09742728, 1.0]], ['2, k, 17', [-0.1126742, -0.2265529, 1.0]], ['2, k, 18', [-0.1074053, -0.5746281, 1.0]], ['2, k, 19', [-0.1145183, -0.6406618, 1.0]], ['2, k, 20', [-0.1809207, 0.5423973, 1.0]], ['2, k, 21', [-0.3403045, -0.03998049, 1.0]], ['2, k, 22', [-0.3682381, 0.02521337, 1.0]], ['2, k, 23', [0.4005791, 0.9779453, 1.0]], ['2, k, 24', [0.3545474, 0.8925344, 1.0]]]
[['2, k, 0', [-0.1520128, 0.09630336, 1.0]], ['2, k, 1', [-0.1672954, 0.3536856, 1.0]], ['2, k, 2', [-0.1810419, 0.6055407, 1.0]], ['2, k, 3', [-0.1679793, 0.7334681, 1.0]], ['2, k, 4', [-0.3300906, 0.4853578, 1.0]], ['2, k, 5', [-0.3756944, 0.267999, 1.0]], ['2, k, 6', [-0.3593923, 0.08694539, 1.0]], ['2, k, 7', [-0.3488007, 0.0314788, 1.0]], ['2, k, 8', [0.007376311, 0.5742666, 1.0]], ['2, k, 9', [0.1343044, 0.7627375, 1.0]], ['2, k, 10', [0.2780948, 0.949604, 1.0]], ['2, k, 11', [0.3094372, 0.985563, 1.0]], ['2, k, 12', [-0.212378, 0.09044963, 1.0]], ['2, k, 13', [-0.216512, -0.2276746, 1.0]], ['2, k, 14', [-0.2150967, -0.5615959, 1.0]], ['2, k, 15', [-0.2117359, -0.6328915, 1.0]], ['2, k, 16', [-0.0881997, 0.1002163, 1.0]], ['2, k, 17', [-0.1124758, -0.2240637, 1.0]], ['2, k, 18', [-0.1070246, -0.5696033, 1.0]], ['2, k, 19', [-0.1146753, -0.6370724, 1.0]], ['2, k, 20', [-0.1778306, 0.5434303, 1.0]], ['2, k, 21', [-0.3382353, -0.03442515, 1.0]], ['2, k, 22', [-0.3659115, 0.04352015, 1.0]], ['2, k, 23', [0.3548365, 1.024784, 1.0]], ['2, k, 24', [0.3232893, 0.9495941, 1.0]]]
[['2, k, 0', [-0.1514782, 0.09655876, 1.0]], ['2, k, 1', [-0.1660596, 0.3540075, 1.0]], ['2, k, 2', [-0.1790596, 0.6056167, 1.0]], ['2, k, 3', [-0.1663662, 0.7327266, 1.0]], ['2, k, 4', [-0.3281891, 0.4842401, 1.0]], ['2, k, 5', [-0.3758643, 0.276985, 1.0]], ['2, k, 6', [-0.3595086, 0.09515339, 1.0]], ['2, k, 7', [-0.3479262, 0.03193035, 1.0]], ['2, k, 8', [0.001247915, 0.5761913, 1.0]], ['2, k, 9', [0.1291002, 0.7800594, 1.0]], ['2, k, 10', [0.2311395, 0.9599667, 1.0]], ['2, k, 11', [0.2556872, 1.012779, 1.0]], ['2, k, 12', [-0.2117864, 0.09039977, 1.0]], ['2, k, 13', [-0.2152592, -0.2277737, 1.0]], ['2, k, 14', [-0.2152143, -0.5615491, 1.0]], ['2, k, 15', [-0.2136078, -0.6333295, 1.0]], ['2, k, 16', [-0.08761724, 0.1008364, 1.0]], ['2, k, 17', [-0.1104331, -0.2235728, 1.0]], ['2, k, 18', [-0.110904, -0.5723649, 1.0]], ['2, k, 19', [-0.112442, -0.6430115, 1.0]], ['2, k, 20', [-0.1760283, 0.5436068, 1.0]], ['2, k, 21', [-0.3385695, -0.0344554, 1.0]], ['2, k, 22', [-0.3658857, 0.03067892, 1.0]], ['2, k, 23', [0.2956418, 1.061751, 1.0]], ['2, k, 24', [0.2663347, 0.9639685, 1.0]]]
[['2, k, 0', [-0.1502333, 0.09775318, 1.0]], ['2, k, 1', [-0.1635583, 0.3548313, 1.0]], ['2, k, 2', [-0.1749256, 0.6055603, 1.0]], ['2, k, 3', [-0.1634764, 0.73295, 1.0]], ['2, k, 4', [-0.3242127, 0.4834873, 1.0]], ['2, k, 5', [-0.3755357, 0.2778895, 1.0]], ['2, k, 6', [-0.3587932, 0.09658323, 1.0]], ['2, k, 7', [-0.3468609, 0.03252407, 1.0]], ['2, k, 8', [-0.005095668, 0.5870286, 1.0]], ['2, k, 9', [0.1057199, 0.811111, 1.0]], ['2, k, 10', [0.2074718, 1.007667, 1.0]], ['2, k, 11', [0.2112738, 1.052845, 1.0]], ['2, k, 12', [-0.2102041, 0.09116264, 1.0]], ['2, k, 13', [-0.2137826, -0.2272272, 1.0]], ['2, k, 14', [-0.2153189, -0.5625026, 1.0]], ['2, k, 15', [-0.2130997, -0.6339179, 1.0]], ['2, k, 16', [-0.08666478, 0.1024648, 1.0]], ['2, k, 17', [-0.1088523, -0.2221544, 1.0]], ['2, k, 18', [-0.1106653, -0.5744444, 1.0]], ['2, k, 19', [-0.1146976, -0.6420932, 1.0]], ['2, k, 20', [-0.1723335, 0.5438358, 1.0]], ['2, k, 21', [-0.3375773, -0.03376703, 1.0]], ['2, k, 22', [-0.3688228, 0.03412851, 1.0]], ['2, k, 23', [0.2351204, 1.104764, 1.0]], ['2, k, 24', [0.2319935, 1.036594, 1.0]]]
[['2, k, 0', [-0.1496936, 0.09829078, 1.0]], ['2, k, 1', [-0.1620557, 0.3547361, 1.0]], ['2, k, 2', [-0.171661, 0.6037638, 1.0]], ['2, k, 3', [-0.1613656, 0.7323675, 1.0]], ['2, k, 4', [-0.3173365, 0.4846817, 1.0]], ['2, k, 5', [-0.3748207, 0.2813852, 1.0]], ['2, k, 6', [-0.3583385, 0.1000412, 1.0]], ['2, k, 7', [-0.3458173, 0.03619334, 1.0]], ['2, k, 8', [-0.00530435, 0.5872058, 1.0]], ['2, k, 9', [0.08418631, 0.8199039, 1.0]], ['2, k, 10', [0.1481536, 1.022936, 1.0]], ['2, k, 11', [0.1593989, 1.070728, 1.0]], ['2, k, 12', [-0.2095628, 0.09160372, 1.0]], ['2, k, 13', [-0.2121367, -0.226672, 1.0]], ['2, k, 14', [-0.2155481, -0.5622755, 1.0]], ['2, k, 15', [-0.2130247, -0.6340039, 1.0]], ['2, k, 16', [-0.0862397, 0.1030525, 1.0]], ['2, k, 17', [-0.1081776, -0.2217657, 1.0]], ['2, k, 18', [-0.1096677, -0.5751495, 1.0]], ['2, k, 19', [-0.1142392, -0.6424971, 1.0]], ['2, k, 20', [-0.1695562, 0.5426006, 1.0]], ['2, k, 21', [-0.3331305, -0.04001098, 1.0]], ['2, k, 22', [-0.370374, 0.008277934, 1.0]], ['2, k, 23', [0.1756181, 1.128092, 1.0]], ['2, k, 24', [0.1800519, 1.04374, 1.0]]]
[['2, k, 0', [-0.1490072, 0.1004277, 1.0]], ['2, k, 1', [-0.1611041, 0.3559371, 1.0]], ['2, k, 2', [-0.1707302, 0.6044995, 1.0]], ['2, k, 3', [-0.1553304, 0.7314857, 1.0]], ['2, k, 4', [-0.3133062, 0.4854371, 1.0]], ['2, k, 5', [-0.3734484, 0.2813588, 1.0]], ['2, k, 6', [-0.357647, 0.100224, 1.0]], ['2, k, 7', [-0.3442151, 0.03651305, 1.0]], ['2, k, 8', [-0.005279034, 0.588021, 1.0]], ['2, k, 9', [0.0730105, 0.8242893, 1.0]], ['2, k, 10', [0.1110785, 1.047181, 1.0]], ['2, k, 11', [0.1129645, 1.093312, 1.0]], ['2, k, 12', [-0.2081672, 0.09415899, 1.0]], ['2, k, 13', [-0.2137838, -0.2239001, 1.0]], ['2, k, 14', [-0.2152566, -0.5634316, 1.0]], ['2, k, 15', [-0.2123268, -0.6349559, 1.0]], ['2, k, 16', [-0.08608799, 0.1048192, 1.0]], ['2, k, 17', [-0.1078142, -0.2205304, 1.0]], ['2, k, 18', [-0.1088748, -0.5753906, 1.0]], ['2, k, 19', [-0.113525, -0.6421874, 1.0]], ['2, k, 20', [-0.1686217, 0.5434042, 1.0]], ['2, k, 21', [-0.3359286, -0.02383768, 1.0]], ['2, k, 22', [-0.3697221, 0.01763152, 1.0]], ['2, k, 23', [0.1231448, 1.155994, 1.0]], ['2, k, 24', [0.1344101, 1.054435, 1.0]]]
[['2, k, 0', [-0.1476582, 0.1018027, 1.0]], ['2, k, 1', [-0.1594568, 0.3571794, 1.0]], ['2, k, 2', [-0.1688202, 0.6058358, 1.0]], ['2, k, 3', [-0.1434485, 0.733041, 1.0]], ['2, k, 4', [-0.309844, 0.4862678, 1.0]], ['2, k, 5', [-0.3717932, 0.2871471, 1.0]], ['2, k, 6', [-0.3563321, 0.1003694, 1.0]], ['2, k, 7', [-0.3411347, 0.03472293, 1.0]], ['2, k, 8', [-0.004902891, 0.5885932, 1.0]], ['2, k, 9', [0.0562754, 0.8292177, 1.0]], ['2, k, 10', [0.06838949, 1.058151, 1.0]], ['2, k, 11', [0.06559074, 1.110507, 1.0]], ['2, k, 12', [-0.2067993, 0.09510356, 1.0]], ['2, k, 13', [-0.2112167, -0.2226503, 1.0]], ['2, k, 14', [-0.2154999, -0.5641671, 1.0]], ['2, k, 15', [-0.2133706, -0.6356229, 1.0]], ['2, k, 16', [-0.08491007, 0.1064987, 1.0]], ['2, k, 17', [-0.1067218, -0.2180129, 1.0]], ['2, k, 18', [-0.1128006, -0.5776807, 1.0]], ['2, k, 19', [-0.1121008, -0.6446669, 1.0]], ['2, k, 20', [-0.166773, 0.544683, 1.0]], ['2, k, 21', [-0.3341324, -0.03274082, 1.0]], ['2, k, 22', [-0.3578681, 0.03838075, 1.0]], ['2, k, 23', [0.06805224, 1.164427, 1.0]], ['2, k, 24', [0.08839005, 1.075621, 1.0]]]
[['2, k, 0', [-0.1429748, 0.1089758, 1.0]], ['2, k, 1', [-0.1544911, 0.3625682, 1.0]], ['2, k, 2', [-0.1641991, 0.6096789, 1.0]], ['2, k, 3', [-0.1434851, 0.733014, 1.0]], ['2, k, 4', [-0.3085896, 0.48585, 1.0]], ['2, k, 5', [-0.3702172, 0.2966489, 1.0]], ['2, k, 6', [-0.3546056, 0.1006957, 1.0]], ['2, k, 7', [-0.3390805, 0.03734957, 1.0]], ['2, k, 8', [-0.005885051, 0.5938658, 1.0]], ['2, k, 9', [0.02441667, 0.8385807, 1.0]], ['2, k, 10', [0.02867662, 1.064646, 1.0]], ['2, k, 11', [0.01966819, 1.116229, 1.0]], ['2, k, 12', [-0.2012514, 0.1016002, 1.0]], ['2, k, 13', [-0.2090768, -0.2161277, 1.0]], ['2, k, 14', [-0.2136655, -0.567017, 1.0]], ['2, k, 15', [-0.2154433, -0.6373142, 1.0]], ['2, k, 16', [-0.08128382, 0.1140145, 1.0]], ['2, k, 17', [-0.1022048, -0.2109273, 1.0]], ['2, k, 18', [-0.110816, -0.5784454, 1.0]], ['2, k, 19', [-0.1106758, -0.6455483, 1.0]], ['2, k, 20', [-0.1620199, 0.5488749, 1.0]], ['2, k, 21', [-0.3375771, -0.02665482, 1.0]], ['2, k, 22', [-0.3616686, 0.03660742, 1.0]], ['2, k, 23', [0.01457762, 1.166142, 1.0]], ['2, k, 24', [0.0334419, 1.126093, 1.0]]]
[['2, k, 0', [-0.1396834, 0.1193506, 1.0]], ['2, k, 1', [-0.1511626, 0.3658369, 1.0]], ['2, k, 2', [-0.1598534, 0.6089127, 1.0]], ['2, k, 3', [-0.1441653, 0.7333819, 1.0]], ['2, k, 4', [-0.307911, 0.4861793, 1.0]], ['2, k, 5', [-0.3647522, 0.288106, 1.0]], ['2, k, 6', [-0.3523461, 0.1012513, 1.0]], ['2, k, 7', [-0.3359478, 0.03862756, 1.0]], ['2, k, 8', [-0.004725599, 0.5930691, 1.0]], ['2, k, 9', [0.007982802, 0.8389587, 1.0]], ['2, k, 10', [-0.00213452, 1.060456, 1.0]], ['2, k, 11', [-0.02546916, 1.121075, 1.0]], ['2, k, 12', [-0.1973259, 0.112807, 1.0]], ['2, k, 13', [-0.2081461, -0.205474, 1.0]], ['2, k, 14', [-0.2140767, -0.5646823, 1.0]], ['2, k, 15', [-0.213141, -0.6371043, 1.0]], ['2, k, 16', [-0.07870751, 0.1232947, 1.0]], ['2, k, 17', [-0.1022635, -0.2024363, 1.0]], ['2, k, 18', [-0.1099695, -0.5782496, 1.0]], ['2, k, 19', [-0.1104143, -0.6454669, 1.0]], ['2, k, 20', [-0.1581123, 0.5491565, 1.0]], ['2, k, 21', [-0.3342792, -0.0189326, 1.0]], ['2, k, 22', [-0.3593847, 0.03624973, 1.0]], ['2, k, 23', [-0.03970892, 1.165824, 1.0]], ['2, k, 24', [-0.006149228, 1.071156, 1.0]]]
[['2, k, 0', [-0.1396266, 0.1195705, 1.0]], ['2, k, 1', [-0.1508686, 0.3659671, 1.0]], ['2, k, 2', [-0.1593724, 0.6082565, 1.0]], ['2, k, 3', [-0.1468427, 0.7315381, 1.0]], ['2, k, 4', [-0.3072749, 0.4864103, 1.0]], ['2, k, 5', [-0.361294, 0.2842315, 1.0]], ['2, k, 6', [-0.3495186, 0.10247, 1.0]], ['2, k, 7', [-0.3312642, 0.03899709, 1.0]], ['2, k, 8', [-0.01133191, 0.597737, 1.0]], ['2, k, 9', [-0.009591377, 0.8438302, 1.0]], ['2, k, 10', [-0.04364677, 1.055898, 1.0]], ['2, k, 11', [-0.06620157, 1.108179, 1.0]], ['2, k, 12', [-0.1969213, 0.113022, 1.0]], ['2, k, 13', [-0.2081169, -0.2053165, 1.0]], ['2, k, 14', [-0.2143307, -0.5650634, 1.0]], ['2, k, 15', [-0.2098106, -0.6361839, 1.0]], ['2, k, 16', [-0.0789687, 0.1236936, 1.0]], ['2, k, 17', [-0.1031918, -0.20183, 1.0]], ['2, k, 18', [-0.1095619, -0.578741, 1.0]], ['2, k, 19', [-0.1115398, -0.6451346, 1.0]], ['2, k, 20', [-0.1576322, 0.548751, 1.0]], ['2, k, 21', [-0.3239023, -0.03016696, 1.0]], ['2, k, 22', [-0.3439196, 0.02490663, 1.0]], ['2, k, 23', [-0.08573963, 1.155958, 1.0]], ['2, k, 24', [-0.08653691, 1.109363, 1.0]]]
